更新日,名称,業界(小分類),求人有無,所在地,代表者,設立,平均年齢,従業員数,企業URL,資本金,事業内容
2024-08-01,学校法人向良学園,公社・官公庁・学校・研究施設,無,東京都稲城市平尾3-7-5,理事長 石井 篤司,2003,,,,313 百万円,
2024-08-01,学校法人能勢学園,公社・官公庁・学校・研究施設,求人なし,千葉県千葉市美浜区高浜1-8-2,理事長 能勢 正明,1976,,,,254 百万円,
2024-08-01,学校法人エーデル学園,公社・官公庁・学校・研究施設,求人なし,千葉県我孫子市泉24-32,理事長 須藤 英華,1976,,,,138 百万円,
2024-08-01,学校法人武田学園,公社・官公庁・学校・研究施設,求人なし,千葉県柏市しいの木台4-1-2,理事長 武田 富美子,1978,,,,339 百万円,
2024-08-01,学校法人吉岡学園,公社・官公庁・学校・研究施設,求人なし,千葉県白井市清水口3-22-1,理事長 吉岡 茂光,1979,,,,,
2024-08-01,学校法人野田小島学園,公社・官公庁・学校・研究施設,求人なし,千葉県野田市五木341-5,理事長 小島 英介,1981,,,,426 百万円,
2024-08-01,学校法人市藤学園,公社・官公庁・学校・研究施設,求人なし,千葉県八千代市勝田台南1-4-3,理事長 市川 由貴子,1981,,,,,
2024-08-01,学校法人祁山学園,公社・官公庁・学校・研究施設,求人なし,千葉県柏市五條谷423-5,理事長 水野 誠志,1982,,,,576 百万円,
2024-08-01,学校法人誠泉学園,公社・官公庁・学校・研究施設,求人なし,千葉県柏市新富町2-1-11,理事長 小島 誠,1983,,,,614 百万円,
2024-08-01,学校法人江口学園,公社・官公庁・学校・研究施設,求人なし,千葉県野田市新田戸522,理事長 江口 富佐子,1984,,,,180 百万円,
2024-08-01,学校法人梅園学園,公社・官公庁・学校・研究施設,求人なし,千葉県千葉市中央区矢作町939-6,理事長 杉本 建二,1985,,,,302 百万円,
2024-08-01,学校法人柏バプテスト学園,公社・官公庁・学校・研究施設,求人なし,千葉県柏市若葉町7-17,理事長 寺田 一郎,1985,,,,237 百万円,
2024-08-01,学校法人弥生学園,公社・官公庁・学校・研究施設,求人なし,千葉県柏市弥生町4-6,理事長 吉田 武史,1985,,,,263 百万円,
2024-08-01,学校法人聖泉学院,公社・官公庁・学校・研究施設,求人なし,千葉県船橋市薬円台4-6-3,理事長 田中 善之,1985,,,,,
2024-08-01,学校法人賀川学園,公社・官公庁・学校・研究施設,求人なし,千葉県船橋市宮本8-35-12,理事長 山﨑 敬三,1985,,,,854 百万円,
2024-08-01,学校法人大橋学園,公社・官公庁・学校・研究施設,求人なし,千葉県松戸市五香西1-19-2,理事長 大橋 功,2002,,,,744 百万円,
2024-08-01,学校法人明角学園,公社・官公庁・学校・研究施設,求人なし,東京都板橋区常盤台4-12-4,理事長 明角 喜與子,1999,,,,341 百万円,
2024-08-01,学校法人敷島学園,公社・官公庁・学校・研究施設,無,東京都東大和市高木1-87-1,理事長 網干 裕之,1986,,,,,
2024-08-01,学校法人小金井学園,公社・官公庁・学校・研究施設,無,東京都東久留米市前沢2-2-2,理事長 小金井 充,1998,,,,"1,310 百万円",
2024-08-01,学校法人東京第一バプテスト学園,公社・官公庁・学校・研究施設,求人なし,東京都世田谷区瀬田2-11-11,理事長 富田 直美,1999,,,,27 百万円,
2024-08-01,学校法人山崎学園,公社・官公庁・学校・研究施設,無,神奈川県相模原市中央区宮下本町3-4-12,理事長 山崎 正志,1975,,,,,
2024-08-01,学校法人若草学園,公社・官公庁・学校・研究施設,求人なし,神奈川県横浜市栄区元大橋2-32-3,理事長 長瀬 薫,1985,,,,,
2024-08-01,学校法人石渡育英学園,公社・官公庁・学校・研究施設,求人なし,神奈川県川崎市川崎区江川2-5-5,,1985,,,,,
2024-08-01,学校法人平等学園,公社・官公庁・学校・研究施設,求人なし,神奈川県横浜市港北区新羽町2876,理事長 平等 大智,1978,,,,902 百万円,
2024-08-01,学校法人清長学園,公社・官公庁・学校・研究施設,求人なし,神奈川県横浜市港南区日野7-34-7,理事長 小林 精司,1979,,,,"1,257 百万円",
2024-08-01,学校法人比留川学園,公社・官公庁・学校・研究施設,無,神奈川県綾瀬市深谷上6-12-43,,1978,,,,,
2024-08-01,学校法人志村学園,公社・官公庁・学校・研究施設,求人なし,神奈川県川崎市幸区北加瀬2-13-2,理事長 志村 雄治,1981,,,,355 百万円,
2024-08-01,学校法人峰岡学園,公社・官公庁・学校・研究施設,求人なし,神奈川県横浜市保土ケ谷区峰岡町2-195,理事長 西山 俊太郎,1982,,,,,
2024-08-01,学校法人初音丘学園,公社・官公庁・学校・研究施設,求人なし,神奈川県横浜市保土ケ谷区初音ケ丘42-2,理事長 渡邉 啓一,1966,,,,"1,816 百万円",
2024-08-01,学校法人吉原学園,公社・官公庁・学校・研究施設,求人なし,神奈川県横浜市戸塚区下倉田町1468-1,理事長 吉原 繁男,1972,,,,"1,151 百万円",
2024-08-01,学校法人竹田学園,公社・官公庁・学校・研究施設,求人なし,神奈川県横浜市都筑区中川1-3-2,理事長 竹田 ハツ,1972,,,,"3,342 百万円",
2024-08-01,学校法人白山学園,公社・官公庁・学校・研究施設,求人なし,神奈川県厚木市飯山南4-11-1,理事長 森 厚子,1973,,,,,
2024-08-01,学校法人横須賀田中学園,公社・官公庁・学校・研究施設,求人なし,神奈川県横須賀市上町2-10,,1991,,,,,
2024-08-01,学校法人円福学園,公社・官公庁・学校・研究施設,求人なし,長野県長野市篠ノ井横田772,理事長 藤本 光世,1966,,,,532 百万円,
2024-08-01,学校法人葵学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市南区浜田町1-15-4,理事長 水越 省三,1955,,,,681 百万円,
2024-08-01,学校法人中村学園,公社・官公庁・学校・研究施設,求人なし,愛知県東海市富木島町西長口70,理事長 中村 彰良,1966,,,,,
2024-08-01,学校法人長沢学園,公社・官公庁・学校・研究施設,求人なし,愛知県あま市木田南一丁目2-5,理事長 長澤 弘宣,1969,,,,,
2024-08-01,学校法人西岡学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市西区城西3-4-5,理事長 西岡 壽一,1955,,,,,
2024-08-01,学校法人ひばり学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市天白区久方1-147,,1967,,,,400 百万円,
2024-08-01,学校法人前嶋学園,公社・官公庁・学校・研究施設,求人なし,愛知県安城市百石町1-22-12,理事長 前嶋 恭子,1970,,,,"1,274 百万円",
2024-08-01,学校法人水野学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市北区上飯田通2-32,理事長 金子 宏明,1969,,,,365 百万円,
2024-08-01,学校法人弥富学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市瑞穂区丸根町2-54,,1957,,,,127 百万円,
2024-08-01,学校法人星崎学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市南区星崎1-310,理事長 祖父江 信英,1983,,,,289 百万円,
2024-08-01,学校法人聖マリア学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市千種区園山町1-59,理事長 アンヘレス・ガトン,1985,,,,224 百万円,
2024-08-01,学校法人筧学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市中村区深川町1-6,理事長 筧 裕彰,1985,,,,138 百万円,
2024-08-01,学校法人専念寺学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市北区川中町6-11,理事長 三浦 俊彦,1985,,,,376 百万円,
2024-08-01,学校法人聖心学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市北区金城1-1-57,理事長 マルティヌス・プリヨ・スサント,1985,,,,249 百万円,
2024-08-01,学校法人熊澤学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市北区清水5-27-14,理事長 熊澤 美都子,1985,,,,28 百万円,
2024-08-01,学校法人東高学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市北区金城町2-23-2,理事長 神野 眞成,1985,,,,205 百万円,
2024-08-01,学校法人宗圓学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市西区名塚町4-46,理事長 磯野 哲彦,1985,,,,170 百万円,
2024-08-01,学校法人本立寺学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市昭和区白金3-9-15,理事長 祖父江 光生,1985,,,,45 百万円,
2024-08-01,学校法人むらくも学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市昭和区円上町11-14,理事長 愛知 宗麿,1985,,,,242 百万円,
2024-08-01,学校法人宝泉学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市瑞穂区岳見町4-41,理事長 村瀬 和彦,1985,,,,519 百万円,
2024-08-01,学校法人善東学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市南区鳥山町3-40-1,理事長 一栁智真,1985,,,,251 百万円,
2024-08-01,学校法人天道学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市天白区八事天道815,理事長 山田 浩正,1985,,,,524 百万円,
2024-08-01,学校法人愛知石川学園,公社・官公庁・学校・研究施設,求人なし,愛知県あま市西今宿山伏一16,理事長 石川 哲央,1985,,,,417 百万円,
2024-08-01,学校法人猪高学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市名東区小池町65,理事長 佐藤 喜久雄,1971,,,,380 百万円,
2024-08-01,学校法人明星学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市東区代官町22-17,理事長 児玉 剛則,1973,,,,,
2024-08-01,学校法人チルド学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市名東区高針台3-701,理事長 岩井 美稚子,1975,,,,215 百万円,
2024-08-01,学校法人桜井学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市西区中小田井1-353,理事長 桜井 克明,1977,,,,363 百万円,
2024-08-01,学校法人石川学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市緑区池上台2-194,理事長 石川 信広,1978,,,,,
2024-08-01,学校法人牛田学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市緑区桃山3-201,理事長 柳 由紀子,1978,,,,593 百万円,
2024-08-01,学校法人村木学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市名東区よもぎ台1-101,理事長 村木 亮介,1978,,,,717 百万円,
2024-08-01,学校法人上野学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市千種区上野3-2-20,理事長 齋藤 眞司,1978,,,,127 百万円,
2024-08-01,学校法人磯野学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市西区笠取町2-89,理事長 磯野 光伸,1978,,,,342 百万円,
2024-08-01,学校法人ひろき学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市西区城西2-4-16,理事長 伊藤 秀樹,1979,,,,,
2024-08-01,学校法人あいく学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市名東区大針3-344-2,理事長 愛知 宜麿,1979,,,,366 百万円,
2024-08-01,学校法人児玉学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市守山区大屋敷13-73,理事長 児玉 春子,1979,,,,854 百万円,
2024-08-01,学校法人とくのう学園,公社・官公庁・学校・研究施設,求人なし,静岡県富士宮市源道寺町632,理事長 得能 敏正,1978,,,,113 百万円,
2024-08-01,学校法人水元学園,公社・官公庁・学校・研究施設,求人なし,静岡県静岡市駿河区用宗4-18-28,理事長 樺澤 智生,1980,,,,,
2024-08-01,学校法人梅川学園,公社・官公庁・学校・研究施設,求人なし,大阪府堺市中区八田西町2-14-56,理事長 梅川 治美,1976,,,,224 百万円,
2024-08-01,学校法人鴨谷学園,公社・官公庁・学校・研究施設,求人なし,大阪府堺市南区鴨谷台3-5-1,理事長 宮下 正明,1978,,,,"1,088 百万円",
2024-08-01,学校法人阿部野学園,公社・官公庁・学校・研究施設,求人なし,大阪府大阪市阿倍野区北畠3-7-5,理事長 井内 悌子,1979,,,,"1,528 百万円",
2024-08-01,学校法人ひまわり学園,公社・官公庁・学校・研究施設,求人なし,大阪府堺市西区浜寺石津町東5-8-25,理事長 澤田 道雄,1980,,,,,
2024-08-01,学校法人お東学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市中区橘2-8-75,理事長 藤井 正芳,1993,,,,206 百万円,
2024-08-01,学校法人服部学園,公社・官公庁・学校・研究施設,求人なし,愛知県岡崎市羽根東町1-2-1,理事長 服部 良男,1996,,,,"2,037 百万円",
2024-08-01,学校法人内田橋学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市南区内田橋2-30-8,理事長 加藤 博文,2001,,,,125 百万円,
2024-08-01,学校法人光明学園,公社・官公庁・学校・研究施設,求人なし,大阪府堺市北区新金岡町4-6,理事長 堀 源太郎,1969,,,,,
2024-08-01,学校法人鴻池学園,公社・官公庁・学校・研究施設,無,大阪府東大阪市鴻池元町10-38,理事長 松井 和男,1954,,,,"7,374 百万円",
2024-08-01,学校法人冨田学園,公社・官公庁・学校・研究施設,求人なし,大阪府交野市妙見坂7-2-2,理事長 冨田 泰史,1970,,,,832 百万円,
2024-08-01,学校法人ひじり学園,公社・官公庁・学校・研究施設,求人なし,大阪府豊中市新千里北町3-2-1,理事長 安達 譲,1966,,,,843 百万円,
2024-08-01,学校法人文化女子学院,公社・官公庁・学校・研究施設,求人なし,大阪府大阪市港区市岡元町2-1-28,理事長 吉田 昌功,1942,,,,"1,031 百万円",
2024-08-01,学校法人四葉学園,公社・官公庁・学校・研究施設,求人なし,大阪府東大阪市桜町2-17,理事長 廣田 尚美,1968,,,,561 百万円,
2024-08-01,学校法人わかば学園,公社・官公庁・学校・研究施設,求人なし,大阪府高槻市柳川町1-7-14,理事長 仲田 桂子,1967,,,,,
2024-08-01,学校法人泉新学園,公社・官公庁・学校・研究施設,無,大阪府堺市南区晴美台1-31-1,理事長 松井 直輝,1972,,,,"1,260 百万円",
2024-08-01,学校法人トモエ学園,公社・官公庁・学校・研究施設,求人なし,大阪府大阪市都島区東野田町4-2-7,理事長 北山 喜直,1949,,,,,
2024-08-01,学校法人宝珠学園,公社・官公庁・学校・研究施設,求人なし,大阪府堺市堺区宿屋町東3-2-36,理事長 新丸 和也,1982,,,,183 百万円,
2024-08-01,学校法人室町学園,公社・官公庁・学校・研究施設,求人なし,大阪府池田市室町7-4,理事長 大西 康夫,1983,,,,175 百万円,
2024-08-01,学校法人稲垣学園,公社・官公庁・学校・研究施設,求人なし,大阪府大阪市住吉区長居西3-1-14,理事長 白樫 章行,1986,,,,,
2024-08-01,学校法人敷島学園,公社・官公庁・学校・研究施設,求人なし,奈良県桜井市大字粟殿480-1,理事長 堀江 泰文,1981,,,,272 百万円,
2024-08-01,学校法人和歌山中央学園,公社・官公庁・学校・研究施設,求人なし,和歌山県岩出市波分32,理事長 土生川 覚弥,1978,,,,932 百万円,
2024-08-01,学校法人甲陽幼稚園,公社・官公庁・学校・研究施設,求人なし,兵庫県西宮市甲陽園本庄町7-23,理事長 山下 幸夫,1968,,,,"1,113 百万円",
2024-08-01,学校法人多田学園,公社・官公庁・学校・研究施設,求人なし,兵庫県宝塚市口谷東2-3-9,理事長 多田 仁三,1966,,,,406 百万円,
2024-08-01,学校法人茅渟の浦学園,公社・官公庁・学校・研究施設,求人なし,兵庫県神戸市東灘区鴨子ヶ原3-17-27,理事長 畑尾 佳伸,1964,,,,"1,363 百万円",
2024-08-01,学校法人鶴之荘学園,公社・官公庁・学校・研究施設,求人なし,兵庫県川西市小戸1-15-13,理事長 仲田 尚樹,1964,,,,188 百万円,
2024-08-01,学校法人西伊丹学園,公社・官公庁・学校・研究施設,求人なし,兵庫県伊丹市寺本5-373,理事長 佐伯 聰子,1964,,,,981 百万円,
2024-08-01,学校法人みなと学園,公社・官公庁・学校・研究施設,求人なし,兵庫県神戸市兵庫区荒田町3-20-4,理事長 山口 悦章,1964,,,,691 百万円,
2024-08-01,学校法人武庫之荘学園,公社・官公庁・学校・研究施設,求人なし,兵庫県尼崎市武庫之荘西2-44-35,理事長 今泉 信宏,1965,,,,43 百万円,
2024-08-01,学校法人吉田学園,公社・官公庁・学校・研究施設,求人なし,兵庫県西宮市室川町1-4,理事長 吉田 繁,1968,,,,141 百万円,
2024-08-01,学校法人一粒学園,公社・官公庁・学校・研究施設,求人なし,兵庫県川西市湯山台1-38-4,理事長 林 良明,1977,,,,405 百万円,
2024-08-01,学校法人光照学園,公社・官公庁・学校・研究施設,求人なし,兵庫県西宮市高須町1-1-5,理事長 堀 夕佳,1979,,,,"1,848 百万円",
2024-08-01,学校法人光の園学園,公社・官公庁・学校・研究施設,求人なし,兵庫県神戸市東灘区岡本1-14-12,理事長 杉浦 眞喜子,1979,,,,81 百万円,
2024-08-01,学校法人ひかり学園,公社・官公庁・学校・研究施設,求人なし,兵庫県川西市美山台3-5,理事長 岡本 功,1990,,,,861 百万円,
2024-08-01,学校法人神撫山学園,公社・官公庁・学校・研究施設,求人なし,兵庫県神戸市須磨区禅昌寺町2-5-1,理事長 近藤 利弘,1991,,,,455 百万円,
2024-08-01,学校法人みどり学園,公社・官公庁・学校・研究施設,求人なし,兵庫県神戸市須磨区中島町2-5-15,理事長 藤本 文代,2002,,,,185 百万円,
2024-08-01,学校法人大手学園,公社・官公庁・学校・研究施設,求人なし,兵庫県神戸市須磨区大手町7-2,理事長 進藤 彦助,2002,,,,298 百万円,
2024-08-01,学校法人片上学園,公社・官公庁・学校・研究施設,無,大阪府大阪市住吉区万代3-6-15,理事長 片上 星太郎,1981,,,,"1,039 百万円",
2024-08-01,学校法人石橋文化学園,公社・官公庁・学校・研究施設,求人なし,大阪府池田市石橋2-12-12,理事長 髙橋 敏子,1982,,,,341 百万円,
2024-08-01,学校法人寳晃学園,公社・官公庁・学校・研究施設,求人なし,福岡県福津市津屋崎7-12-1,理事長 阿部 良寛,1995,,,,99 百万円,
2024-08-01,学校法人久保学園,公社・官公庁・学校・研究施設,求人なし,福岡県福岡市城南区七隈1-13-62,理事長 吉村 正昭,1971,,,,926 百万円,
2024-08-01,学校法人なぎの学園,公社・官公庁・学校・研究施設,求人なし,福岡県福岡市南区花畑2-48-31,理事長 薙野 洋子,1972,,,,31 百万円,
2024-08-01,学校法人三宅学園,公社・官公庁・学校・研究施設,求人なし,広島県安芸郡海田町日の出町5-28,理事長 三宅 雄次郎,1977,,,,"1,425 百万円",
2024-08-01,学校法人本長寺学園,公社・官公庁・学校・研究施設,求人なし,広島県竹原市本町2-4-29,理事長 鴨宮弘宜,2003,,,,,
2024-08-01,学校法人岩国学園,公社・官公庁・学校・研究施設,求人なし,山口県岩国市尾津町2-7-1,理事長 中邑喜根子,1969,,,,,
2024-08-01,学校法人都築第一学園,公社・官公庁・学校・研究施設,求人なし,神奈川県横浜市戸塚区俣野町601,理事長 都築 仁子,1979,,,,"10,217 百万円",
2024-08-01,学校法人鳥井学園,公社・官公庁・学校・研究施設,求人なし,福岡県北九州市戸畑区西大谷1-9-52,理事長 鳥井 文彰,1984,,,,143 百万円,
2024-08-01,学校法人藤祥山学園,公社・官公庁・学校・研究施設,求人なし,福岡県北九州市戸畑区中原西1-3-23,理事長 天野 幸江,1999,,,,64 百万円,
2024-08-01,学校法人青山学園,公社・官公庁・学校・研究施設,求人なし,福岡県北九州市八幡西区萩原3-7-1,理事長 能美 和則,1975,,,,379 百万円,
2024-08-01,学校法人淡窓学園,公社・官公庁・学校・研究施設,求人なし,福岡県筑紫野市上古賀3-13-1,理事長 橋本 陽一郎,1977,,,,"1,122 百万円",
2024-08-01,学校法人めぐみ学園,公社・官公庁・学校・研究施設,求人なし,鹿児島県阿久根市波留5465-1,理事長 輿水 基,1971,,,,71 百万円,
2024-08-01,学校法人天山ルーテル学園,公社・官公庁・学校・研究施設,求人なし,佐賀県小城市小城町170-2,理事長 白川 道生,1994,,,,251 百万円,
2024-08-01,学校法人福田学園,公社・官公庁・学校・研究施設,求人なし,長崎県長崎市片淵3-11-7,理事長 上野 修,1969,,,,844 百万円,
2024-08-01,学校法人福丸学園,公社・官公庁・学校・研究施設,求人なし,鹿児島県鹿児島市武岡5-26-6,理事長 福丸 敬朗,1981,,,,203 百万円,
2024-08-01,学校法人やしま学園,公社・官公庁・学校・研究施設,求人なし,香川県高松市屋島西町2477-4,理事長 坪井 久也,1976,,,,502 百万円,
2024-08-01,学校法人晴心学園,公社・官公庁・学校・研究施設,求人なし,愛媛県今治市南高下町3-4-46,理事長 岡本 佳久,1967,,,,332 百万円,
2024-08-01,学校法人ヴェリタス学園,公社・官公庁・学校・研究施設,求人なし,鹿児島県鹿児島市武岡1-22-1,理事長 永田 良一,1972,,,,45 百万円,
2024-08-01,学校法人鹿児島竜谷学園,公社・官公庁・学校・研究施設,求人なし,鹿児島県鹿児島市東千石町21-38,理事長 森田 順照,1975,,,,835 百万円,
2024-08-01,学校法人北薩学園,公社・官公庁・学校・研究施設,求人なし,鹿児島県阿久根市塩浜町1-115,理事長 坪久田 洋美,1965,,,,305 百万円,
2024-08-01,学校法人東桜学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市東区東桜2-8-26,理事長 村瀬 忠雄,1956,,,,502 百万円,
2024-08-01,学校法人宝泉学園,公社・官公庁・学校・研究施設,求人なし,山梨県甲府市塩部4-6-5,理事長 畑 はつね,1965,,,,538 百万円,
2024-08-01,学校法人あさひ学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市守山区小幡南2-5-9,理事長 臼井 邦彰,1969,,,,731 百万円,
2024-08-01,学校法人愛和学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市名東区神里2-168,理事長 後藤 泰之,1966,,,,,
2024-08-01,学校法人浅野学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市守山区大字中志段味字吉田洞2911-18,理事長 浅野 裕功,1966,,,,434 百万円,
2024-08-01,学校法人栄光学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市緑区鳴海町字有松裏70-3,理事長 岡田 勝彦,1961,,,,"1,298 百万円",
2024-08-01,学校法人大江学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市南区港東通1-11,理事長 中島 雄道,1957,,,,374 百万円,
2024-08-01,学校法人大島学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市守山区大森1-2711,理事長 大島 茂雄,1970,,,,588 百万円,
2024-08-01,学校法人大谷学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市昭和区北山町3-9-2,理事長 大谷 喜久子,1955,,,,201 百万円,
2024-08-01,学校法人希望学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市昭和区塩付通6-8,理事長 森岡 さつき,1954,,,,677 百万円,
2024-08-01,学校法人広有学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市守山区瀬古東3-119,理事長 水野 郁夫,1966,,,,591 百万円,
2024-08-01,学校法人聖英学園,公社・官公庁・学校・研究施設,求人なし,愛知県江南市大間町南大間11-1,理事長 伊藤 靖祐,1967,,,,"1,717 百万円",
2024-08-01,学校法人安田学園,公社・官公庁・学校・研究施設,求人なし,茨城県つくば市下横場425,,1977,,,,263 百万円,
2024-08-01,学校法人愛友学園,公社・官公庁・学校・研究施設,求人なし,茨城県つくば市吉沼38,理事長 菊山 圭,1980,,,,,
2024-08-01,学校法人緑丘学園,公社・官公庁・学校・研究施設,求人なし,茨城県水戸市見川町2582-15,理事長 田中 久美子,1984,,,,"2,706 百万円",
2024-08-01,学校法人長谷川学園,公社・官公庁・学校・研究施設,求人なし,愛知県春日井市牛山町2082-1,理事長 長谷川 保仁,1974,,,,277 百万円,
2024-08-01,学校法人若木学園,公社・官公庁・学校・研究施設,求人なし,埼玉県さいたま市岩槻区大字金重24-1,理事長 島村 若之,1969,,,,"1,181 百万円",
2024-08-01,自衛隊滋賀地方協力本部,公社・官公庁・学校・研究施設,無,滋賀県大津市京町3-1-1大津びわ湖合同庁舎 5Ｆ,,,,,,,
2024-08-01,自衛隊大阪地方協力本部,公社・官公庁・学校・研究施設,無,大阪府大阪市中央区大手前4-1-67大阪合同庁舎第2号館 3Ｆ,,,,,,,
2024-08-01,自衛隊広島地方協力本部,公社・官公庁・学校・研究施設,無,広島県広島市中区上八丁堀6-30広島合同庁舎,,,,,,,
2024-08-01,自衛隊福岡地方協力本部,公社・官公庁・学校・研究施設,無,福岡県福岡市博多区竹丘町1-12,,,,,,,
2024-08-01,自衛隊東京地方協力本部,公社・官公庁・学校・研究施設,無,東京都新宿区市谷本村町10-1,,,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 自衛隊では、国の平和と独立を守るという使命の下、領土・領海・領空を守る活動や、災害派遣時の捜索・救助・医療などの対応、海外での国際平和協力活動などを行なっています。 2021年8月doda掲載求人より引用
2024-08-01,栃木県那須塩原市役所,公社・官公庁・学校・研究施設,求人なし,栃木県那須塩原市共墾社108-2,市長 渡辺 美知太郎,,,,,,
2024-08-01,静岡県菊川市役所,公社・官公庁・学校・研究施設,求人なし,静岡県菊川市堀之内61,市長 長谷川 寬彦,,,,,,
2024-08-01,鳥取県伯耆町役場,公社・官公庁・学校・研究施設,求人なし,鳥取県西伯郡伯耆町吉長37-3,町長 森安 保,,,,,,
2024-08-01,愛媛県鬼北町役場,公社・官公庁・学校・研究施設,求人なし,愛媛県北宇和郡鬼北町大字近永800-1,町長 兵頭 誠亀,,,,,,
2024-08-01,熊本県宇城市役所,公社・官公庁・学校・研究施設,求人なし,熊本県宇城市松橋町大野85,市長 守田 憲史,,,,,,
2024-08-01,愛知県幸田町役場,公社・官公庁・学校・研究施設,求人なし,愛知県額田郡幸田町大字菱池字元林1-1,町長 成瀬 敦,,,,,,
2024-08-01,兵庫県南あわじ市役所,公社・官公庁・学校・研究施設,求人なし,兵庫県南あわじ市市善光寺22-1,市長 守本 憲弘,,,,,,
2024-08-01,株式会社ルネッサンス・エナジー・リサーチ,公社・官公庁・学校・研究施設,無,大阪府大阪市中央区高麗橋1-7-7ザ・北浜タワー 28Ｆ 2810,代表取締役 岡田 治,2004,,,,10 百万円,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■炭化水素の水蒸気改質法による水素製造技術をベースとし、燃料電池を含むエネルギー・水素分野を中心とした、触媒・プロセス技術の製造販売・ライセンス、化学プロセス・プラントの設計・エンジニアリング■CO2選択透過膜等各種ガス透過膜及びその応用プロセスの開発■触媒・材料分野の計算化学ソフト開発及び化学プロセス分野のシミュレーションソフト開発 2022年12月doda掲載求人より引用
2024-08-01,学校法人三井学園,公社・官公庁・学校・研究施設,求人なし,埼玉県さいたま市南区鹿手袋4-14-7,理事長 玉田 英子,2003,,,,156 百万円,
2024-08-01,石川県白山市役所,公社・官公庁・学校・研究施設,求人なし,石川県白山市倉光2-1,市長 田村 敏和,,,,,,
2024-08-01,全国市議会議長会,公社・官公庁・学校・研究施設,求人なし,東京都千代田区平河町2-4-2全国都市会館 6Ｆ,,1932,,,,,
2024-08-01,青森県つがる市役所,公社・官公庁・学校・研究施設,求人なし,青森県つがる市木造若緑61-1,市長 倉光 弘昭,2005,,,,,
2024-08-01,茨城県城里町役場,公社・官公庁・学校・研究施設,求人なし,茨城県東茨城郡城里町大字石塚1428-25,町長 上遠野 修,2005,,,,,
2024-08-01,山梨県上野原市役所,公社・官公庁・学校・研究施設,求人なし,山梨県上野原市上野原3832,市長 村上 信行,2005,,,,,
2024-08-01,滋賀県東近江市役所,公社・官公庁・学校・研究施設,求人なし,滋賀県東近江市八日市緑町10-5,市長 小椋 正清,2005,,,,,
2024-08-01,滋賀県米原市役所,公社・官公庁・学校・研究施設,求人なし,滋賀県米原市米原1016,市長 平尾 道雄,2005,,,,,
2024-08-01,徳島県美馬市役所,公社・官公庁・学校・研究施設,求人なし,徳島県美馬市穴吹町穴吹字九反地5,市長 加美 一成,2005,,,,,
2024-08-01,福岡県福津市役所,公社・官公庁・学校・研究施設,求人なし,福岡県福津市中央1-1-1,市長 原﨑 智仁,2005,,,,,
