更新日,名称,業界(小分類),求人有無,所在地,代表者,設立,平均年齢,従業員数,企業URL,資本金,事業内容
2024-08-01,滋賀県守山市役所,公社・官公庁・学校・研究施設,求人なし,滋賀県守山市吉身2-5-22,市長 森中 高史,,,,,,
2024-08-01,滋賀県草津市役所,公社・官公庁・学校・研究施設,求人なし,滋賀県草津市草津3-13-30,市長 橋川 渉,,,,,,
2024-08-01,滋賀県大津市役所,公社・官公庁・学校・研究施設,求人なし,滋賀県大津市御陵町3-1,市長 佐藤 健司,1937,,,,,
2024-08-01,滋賀県長浜市役所,公社・官公庁・学校・研究施設,求人なし,滋賀県長浜市八幡東町632,市長 浅見 宣義,,,,,,
2024-08-01,滋賀県彦根市役所,公社・官公庁・学校・研究施設,求人なし,滋賀県彦根市元町4-2,市長 和田 裕行,,,,,,
2024-08-01,兵庫県芦屋市役所,公社・官公庁・学校・研究施設,求人なし,兵庫県芦屋市精道町7-6,市長 髙島 崚輔,,,,,,
2024-08-01,兵庫県三田市役所,公社・官公庁・学校・研究施設,求人なし,兵庫県三田市三輪2-1-1,市長 田村 克也,,,,,,
2024-08-01,兵庫県三木市役所,公社・官公庁・学校・研究施設,求人なし,兵庫県三木市上の丸町10-30,市長 仲田 一彦,,,,,,
2024-08-01,兵庫県洲本市役所,公社・官公庁・学校・研究施設,求人なし,兵庫県洲本市本町3-4-10,市長 上崎 勝規,,,,,,
2024-08-01,兵庫県小野市役所,公社・官公庁・学校・研究施設,求人なし,兵庫県小野市中島町531,市長 蓬莱 務,,,,,,
2024-08-01,兵庫県西宮市役所,公社・官公庁・学校・研究施設,求人なし,兵庫県西宮市六湛寺町10-3,市長 石井 登志郎,,,,,,
2024-08-01,兵庫県明石市役所,公社・官公庁・学校・研究施設,求人なし,兵庫県明石市中崎1-5-1,市長 丸谷 聡子,,,,,,
2024-08-01,兵庫県播磨町役場,公社・官公庁・学校・研究施設,求人なし,兵庫県加古郡播磨町東本荘1-5-30,町長 清水 ひろ子,,,,,,
2024-08-01,兵庫県加古川市役所,公社・官公庁・学校・研究施設,求人なし,兵庫県加古川市加古川町北在家2000,市長 岡田 康裕,,,,,,
2024-08-01,兵庫県加西市役所,公社・官公庁・学校・研究施設,求人なし,兵庫県加西市北条町横尾1000,市長 高橋 晴彦,,,,,,
2024-08-01,兵庫県高砂市役所,公社・官公庁・学校・研究施設,求人なし,兵庫県高砂市荒井町千鳥1-1-1,市長 都倉 達殊,,,,,,
2024-08-01,兵庫県市川町役場,公社・官公庁・学校・研究施設,求人なし,兵庫県神崎郡市川町西川辺165-3,町長 岩見 武三,,,,,,
2024-08-01,兵庫県赤穂市役所,公社・官公庁・学校・研究施設,求人なし,兵庫県赤穂市加里屋81,市長 牟礼 正稔,,,,,,
2024-08-01,兵庫県相生市役所,公社・官公庁・学校・研究施設,求人なし,兵庫県相生市旭1-1-3,市長 谷口 芳紀,,,,,,
2024-08-01,兵庫県姫路市役所,公社・官公庁・学校・研究施設,無,兵庫県姫路市安田4-1,市長 清元 秀泰,,,,,,
2024-08-01,兵庫県太子町役場,公社・官公庁・学校・研究施設,求人なし,兵庫県揖保郡太子町鵤280-1,町長 浅野 克己,,,,,,
2024-08-01,岡山県高梁市役所,公社・官公庁・学校・研究施設,求人なし,岡山県高梁市松原通2043,市長 近藤 隆則,,,,,,
2024-08-01,岡山県矢掛町役場,公社・官公庁・学校・研究施設,求人なし,岡山県小田郡矢掛町矢掛3018,町長 山岡 敦,,,,,,
2024-08-01,岡山県備前市役所,公社・官公庁・学校・研究施設,求人なし,岡山県備前市東片上126,市長 吉村 武司,,,,,,
2024-08-01,岡山県岡山市役所,公社・官公庁・学校・研究施設,求人なし,岡山県岡山市北区大供1-1-1,市長 大森 雅夫,,,,,,
2024-08-01,岡山県倉敷市役所,公社・官公庁・学校・研究施設,求人なし,岡山県倉敷市西中新田640,市長 伊東 香織,,,,,,
2024-08-01,岡山県総社市役所,公社・官公庁・学校・研究施設,求人なし,岡山県総社市中央1-1-1,市長 片岡 聡一,,,,,,
2024-08-01,岡山県津山市役所,公社・官公庁・学校・研究施設,求人なし,岡山県津山市山北520,市長 谷口 圭三,,,,,,
2024-08-01,広島県福山市役所,公社・官公庁・学校・研究施設,無,広島県福山市東桜町3-5,市長 枝廣 直幹,,,,,,
2024-08-01,岡山県井原市役所,公社・官公庁・学校・研究施設,求人なし,岡山県井原市井原町311-1,市長 大舌 勲,,,,,,
2024-08-01,広島県三原市役所,公社・官公庁・学校・研究施設,求人なし,広島県三原市港町3-5-1,市長 岡田 吉弘,,,,,,
2024-08-01,広島県尾道市役所,公社・官公庁・学校・研究施設,求人なし,広島県尾道市久保1-15-1,市長 平谷 祐宏,,,,,,
2024-08-01,広島県府中市役所,公社・官公庁・学校・研究施設,求人なし,広島県府中市府川町315,市長 小野 申人,,,,,,
2024-08-01,鳥取県鳥取市役所,公社・官公庁・学校・研究施設,求人なし,鳥取県鳥取市幸町71,市長 深澤 義彦,,,,,,
2024-08-01,鳥取県智頭町役場,公社・官公庁・学校・研究施設,求人なし,鳥取県八頭郡智頭町大字智頭2072-1,町長 寺谷 誠一郎,,,,,,
2024-08-01,広島県海田町役場,公社・官公庁・学校・研究施設,求人なし,広島県安芸郡海田町南昭和町14-17,町長 西田 祐三,,,,,,
2024-08-01,広島県呉市役所,公社・官公庁・学校・研究施設,求人なし,広島県呉市中央4-1-6,市長 新原 芳明,,,,,,
2024-08-01,広島県広島市役所,公社・官公庁・学校・研究施設,求人なし,広島県広島市中区国泰寺町1-6-34,市長 松井 一實,,,,,,
2024-08-01,広島県三次市役所,公社・官公庁・学校・研究施設,求人なし,広島県三次市十日市中2-8-1,市長 福岡 誠志,,,,,,
2024-08-01,広島県竹原市役所,公社・官公庁・学校・研究施設,求人なし,広島県竹原市中央5-1-35,市長 今榮 敏彦,,,,,,
2024-08-01,広島県東広島市役所,公社・官公庁・学校・研究施設,求人なし,広島県東広島市西条栄町8-29,市長 髙垣 廣德,,,,,,
2024-08-01,広島県廿日市市役所,公社・官公庁・学校・研究施設,求人なし,広島県廿日市市下平良1-11-1,市長 松本 太郎,,,,,,
2024-08-01,山口県岩国市役所,公社・官公庁・学校・研究施設,求人なし,山口県岩国市今津町1-14-51,市長 福田 良彦,,,,,,
2024-08-01,山口県上関町役場,公社・官公庁・学校・研究施設,求人なし,山口県熊毛郡上関町大字長島448,町長 柏原 重海,,,,,,
2024-08-01,山口県光市役所,公社・官公庁・学校・研究施設,求人なし,山口県光市中央6-1-1,市長 市川 熙,,,,,,
2024-08-01,山口県山口市役所,公社・官公庁・学校・研究施設,求人なし,山口県山口市亀山町2-1,市長 伊藤 和貴,,,,,,
2024-08-01,山口県周南市役所,公社・官公庁・学校・研究施設,求人なし,山口県周南市岐山通1-1,市長 藤井 律子,,,,,,
2024-08-01,山口県防府市役所,公社・官公庁・学校・研究施設,求人なし,山口県防府市寿町7-1,市長 池田 豊,,,,,,
2024-08-01,山口県柳井市役所,公社・官公庁・学校・研究施設,求人なし,山口県柳井市南町1-10-2,市長 井原 健太郎,,,,,,
2024-08-01,島根県海士町役場,公社・官公庁・学校・研究施設,求人なし,島根県隠岐郡海士町大字海士1490,町長 三宅 実,,,,,,
2024-08-01,島根県西ノ島町役場,公社・官公庁・学校・研究施設,求人なし,島根県隠岐郡西ノ島町大字美田600-4,町長 嘉戸 隆,,,,,,
2024-08-01,島根県知夫村役場,公社・官公庁・学校・研究施設,求人なし,島根県隠岐郡知夫村1065,村長 平木 伴佳,,,,,,
2024-08-01,島根県益田市役所,公社・官公庁・学校・研究施設,求人なし,島根県益田市常盤町1-1,市長 山本 浩章,,,,,,
2024-08-01,島根県江津市役所,公社・官公庁・学校・研究施設,求人なし,島根県江津市江津町1016-4,市長 中村 中,,,,,,
2024-08-01,島根県出雲市役所,公社・官公庁・学校・研究施設,求人なし,島根県出雲市今市町70,市長 飯塚 俊之,,,,,,
2024-08-01,島根県松江市役所,公社・官公庁・学校・研究施設,求人なし,島根県松江市末次町86,市長 上定 昭仁,,,,,,
2024-08-01,島根県浜田市役所,公社・官公庁・学校・研究施設,求人なし,島根県浜田市殿町1,市長 久保田 章市,,,,,,
2024-08-01,島根県川本町役場,公社・官公庁・学校・研究施設,求人なし,島根県邑智郡川本町大字川本271-3,町長 升谷 健,,,,,,
2024-08-01,山口県宇部市役所,公社・官公庁・学校・研究施設,求人なし,山口県宇部市常盤町1-7-1,市長 篠﨑 圭二,,,,,,
2024-08-01,山口県下関市役所,公社・官公庁・学校・研究施設,求人なし,山口県下関市南部町1-1,市長 前田 晋太郎,,,,,,
2024-08-01,山口県萩市役所,公社・官公庁・学校・研究施設,求人なし,山口県萩市大字江向510,市長 田中 文夫,,,,,,
2024-08-01,鳥取県米子市役所,公社・官公庁・学校・研究施設,求人なし,鳥取県米子市加茂町1-1,市長 伊木 隆司,,,,,,
2024-08-01,島根県安来市役所,公社・官公庁・学校・研究施設,求人なし,島根県安来市安来町878-2,市長 田中 武夫,,,,,,
2024-08-01,鳥取県日吉津村役場,公社・官公庁・学校・研究施設,求人なし,鳥取県西伯郡日吉津村大字日吉津872-15,村長 中田 達彦,,,,,,
2024-08-01,香川県丸亀市役所,公社・官公庁・学校・研究施設,求人なし,香川県丸亀市大手町2-4-21,市長 松永 恭二,,,,,,
2024-08-01,香川県高松市役所,公社・官公庁・学校・研究施設,求人なし,香川県高松市番町1-8-15,市長 大西 秀人,,,,,,
2024-08-01,香川県坂出市役所,公社・官公庁・学校・研究施設,求人なし,香川県坂出市室町2-3-5,市長 有福 哲二,,,,,,
2024-08-01,愛媛県今治市役所,公社・官公庁・学校・研究施設,求人なし,愛媛県今治市別宮町1-4-1,市長 徳永 繁樹,,,,,,
2024-08-01,愛媛県西条市役所,公社・官公庁・学校・研究施設,求人なし,愛媛県西条市明屋敷164,市長 玉井 敏久,,,,,,
2024-08-01,愛媛県伊予市役所,公社・官公庁・学校・研究施設,求人なし,愛媛県伊予市米湊820,市長 武智 邦典,,,,,,
2024-08-01,愛媛県宇和島市役所,公社・官公庁・学校・研究施設,求人なし,愛媛県宇和島市曙町1,市長 岡原 文彰,,,,,,
2024-08-01,愛媛県松山市役所,公社・官公庁・学校・研究施設,求人なし,愛媛県松山市二番町4-7-2,市長 野志 克仁,,,,,,
2024-08-01,高知県日高村役場,公社・官公庁・学校・研究施設,求人なし,高知県高岡郡日高村本郷61-1,村長 戸梶 眞幸,,,,,,
2024-08-01,高知県高知市役所,公社・官公庁・学校・研究施設,求人なし,高知県高知市本町5-1-45,市長 桑名 龍吾,,,,,,
2024-08-01,高知県土佐市役所,公社・官公庁・学校・研究施設,求人なし,高知県土佐市高岡町甲2017-1,市長 板原 啓文,,,,,,
2024-08-01,高知県土佐清水市役所,公社・官公庁・学校・研究施設,求人なし,高知県土佐清水市天神町11-2,市長 程岡 庸,,,,,,
2024-08-01,徳島県徳島市役所,公社・官公庁・学校・研究施設,求人なし,徳島県徳島市幸町2-5,市長 遠藤 彰良,,,,,,
2024-08-01,徳島県鳴門市役所,公社・官公庁・学校・研究施設,求人なし,徳島県鳴門市撫養町南浜字東浜170,市長 泉 理彦,,,,,,
2024-08-01,徳島県阿南市役所,公社・官公庁・学校・研究施設,求人なし,徳島県阿南市富岡町トノ町12-3,市長 岩佐 義弘,,,,,,
2024-08-01,福岡県久留米市役所,公社・官公庁・学校・研究施設,無,福岡県久留米市城南町15-3,市長 原口 新五,,,,,,
2024-08-01,福岡県古賀市役所,公社・官公庁・学校・研究施設,求人なし,福岡県古賀市駅東1-1-1,市長 田辺 一城,,,,,,
2024-08-01,福岡県大刀洗町役場,公社・官公庁・学校・研究施設,求人なし,福岡県三井郡大刀洗町大字冨多819,町長 中山 哲志,,,,,,
2024-08-01,福岡県宗像市役所,公社・官公庁・学校・研究施設,求人なし,福岡県宗像市東郷1-1-1,市長 伊豆 美沙子,,,,,,
2024-08-01,福岡県春日市役所,公社・官公庁・学校・研究施設,求人なし,福岡県春日市原町3-1-5,市長 井上 澄和,,,,,,
2024-08-01,福岡県小郡市役所,公社・官公庁・学校・研究施設,求人なし,福岡県小郡市小郡255-1,市長 加地 良光,,,,,,
2024-08-01,福岡県宇美町役場,公社・官公庁・学校・研究施設,求人なし,福岡県糟屋郡宇美町宇美5-1-1,町長 木原 忠,,,,,,
2024-08-01,福岡県志免町役場,公社・官公庁・学校・研究施設,求人なし,福岡県糟屋郡志免町志免中央1-1-1,町長 世利 良末,,,,,,
2024-08-01,福岡県篠栗町役場,公社・官公庁・学校・研究施設,求人なし,福岡県糟屋郡篠栗町中央1-1-1,町長 三浦 正,,,,,,
2024-08-01,福岡県新宮町役場,公社・官公庁・学校・研究施設,求人なし,福岡県糟屋郡新宮町緑ケ浜1-1-1,町長 長崎,,,,,,
2024-08-01,福岡県須恵町役場,公社・官公庁・学校・研究施設,求人なし,福岡県糟屋郡須惠町大字須惠771,町長 平松 秀一,,,,,,
2024-08-01,福岡県粕屋町役場,公社・官公庁・学校・研究施設,求人なし,福岡県糟屋郡粕屋町駕与丁1-1-1,町長 箱田 彰,,,,,,
2024-08-01,福岡県太宰府市役所,公社・官公庁・学校・研究施設,求人なし,福岡県太宰府市観世音寺1-1-1,市長 楠田 大蔵,,,,,,
2024-08-01,福岡県大川市役所,公社・官公庁・学校・研究施設,求人なし,福岡県大川市大字酒見256-1,市長 倉重 良一,,,,,,
2024-08-01,福岡県大牟田市役所,公社・官公庁・学校・研究施設,求人なし,福岡県大牟田市有明町2-3,市長 関 好孝,,,,,,
2024-08-01,福岡県大野城市役所,公社・官公庁・学校・研究施設,求人なし,福岡県大野城市曙町2-2-1,市長 井本 宗司,,,,,,
2024-08-01,福岡県筑後市役所,公社・官公庁・学校・研究施設,求人なし,福岡県筑後市大字山ノ井898,市長 西田 正治,,,,,,
2024-08-01,福岡県筑紫野市役所,公社・官公庁・学校・研究施設,求人なし,福岡県筑紫野市石崎1-1-1,市長 平井 一三,,,,,,
2024-08-01,福岡県広川町役場,公社・官公庁・学校・研究施設,求人なし,福岡県八女郡広川町大字新代1804-1,町長 渡邉 元喜,,,,,,
2024-08-01,福岡県八女市役所,公社・官公庁・学校・研究施設,求人なし,福岡県八女市本町647,市長 三田村 統之,,,,,,
2024-08-01,福岡県福岡市役所,公社・官公庁・学校・研究施設,無,福岡県福岡市中央区天神1-8-1,市長 髙島 宗一郎,1889,,,,,
2024-08-01,福岡県柳川市役所,公社・官公庁・学校・研究施設,求人なし,福岡県柳川市本町87-1,市長 金子 健次,,,,,,
2024-08-01,学校法人柳商学園,公社・官公庁・学校・研究施設,求人なし,福岡県柳川市本城町125,理事長 古賀 賢,1941,,,,"1,394 百万円",
2024-08-01,福岡県芦屋町役場,公社・官公庁・学校・研究施設,求人なし,福岡県遠賀郡芦屋町幸町2-20,町長 波多野 茂丸,,,,,,
2024-08-01,福岡県遠賀町役場,公社・官公庁・学校・研究施設,求人なし,福岡県遠賀郡遠賀町大字今古賀513,町長 古野 修,,,,,,
2024-08-01,福岡県行橋市役所,公社・官公庁・学校・研究施設,求人なし,福岡県行橋市中央1-1-1,市長 工藤 政宏,,,,,,
2024-08-01,福岡県吉富町役場,公社・官公庁・学校・研究施設,求人なし,福岡県築上郡吉富町大字広津226-1,町長 花畑 明,,,,,,
2024-08-01,福岡県直方市役所,公社・官公庁・学校・研究施設,無,福岡県直方市殿町7-1,市長 大塚 進弘,,,,,,
2024-08-01,福岡県赤村役場,公社・官公庁・学校・研究施設,求人なし,福岡県田川郡赤村大字内田1188,村長 道 廣幸,,,,,,
2024-08-01,福岡県川崎町役場,公社・官公庁・学校・研究施設,求人なし,福岡県田川郡川崎町大字田原789-2,町長 原口 正弘,,,,,,
2024-08-01,福岡県添田町役場,公社・官公庁・学校・研究施設,求人なし,福岡県田川郡添田町大字添田2151,町長 寺西 明男,,,,,,
2024-08-01,福岡県田川市役所,公社・官公庁・学校・研究施設,求人なし,福岡県田川市中央町1-1,市長 村上 卓哉,,,,,,
2024-08-01,福岡県中間市役所,公社・官公庁・学校・研究施設,求人なし,福岡県中間市中間1-1-1,市長 福田 健次,,,,,,
2024-08-01,福岡県飯塚市役所,公社・官公庁・学校・研究施設,求人なし,福岡県飯塚市新立岩5-5,市長 武井 政一,,,,,,
2024-08-01,福岡県豊前市役所,公社・官公庁・学校・研究施設,求人なし,福岡県豊前市大字吉木955,市長 後藤 元秀,,,,,,
2024-08-01,福岡県北九州市役所,公社・官公庁・学校・研究施設,無,福岡県北九州市小倉北区城内1-1,市長 武内 和久,,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 北九州への移住や定住をお考えの方へ、就職支援を中心としたサポートをおこなっています。 2023年2月doda掲載求人より引用
2024-08-01,大分県大分市役所,公社・官公庁・学校・研究施設,求人なし,大分県大分市荷揚町2-31,市長 足立 信也,,,,,,
2024-08-01,大分県日田市役所,公社・官公庁・学校・研究施設,求人なし,大分県日田市田島2-6-1,市長 椋野 美智子,,,,,,
2024-08-01,大分県臼杵市役所,公社・官公庁・学校・研究施設,求人なし,大分県臼杵市大字臼杵72-1,市長 中野 五郎,,,,,,
2024-08-01,大分県別府市役所,公社・官公庁・学校・研究施設,求人なし,大分県別府市上野口町1-15,市長 長野 恭紘,,,,,,
2024-08-01,大分県九重町役場,公社・官公庁・学校・研究施設,求人なし,大分県玖珠郡九重町大字後野上8-1,町長 日野 康志,,,,,,
2024-08-01,大分県佐伯市役所,公社・官公庁・学校・研究施設,求人なし,大分県佐伯市中村南町1-1,市長 田中 利明,,,,,,
2024-08-01,大分県中津市役所,公社・官公庁・学校・研究施設,求人なし,大分県中津市豊田町14-3,市長 奥塚 正典,,,,,,
2024-08-01,宮崎県宮崎市役所,公社・官公庁・学校・研究施設,無,宮崎県宮崎市橘通西1-1-1,市長 清山 知憲,,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ※各企業により異なります。 2021年9月doda掲載求人より引用
2024-08-01,宮崎県延岡市役所,公社・官公庁・学校・研究施設,求人なし,宮崎県延岡市東本小路2-1,市長 読谷山 洋司,,,,,,
2024-08-01,宮崎県串間市役所,公社・官公庁・学校・研究施設,求人なし,宮崎県串間市大字西方5550,市長 島田 俊光,,,,,,
2024-08-01,宮崎県小林市役所,公社・官公庁・学校・研究施設,求人なし,宮崎県小林市細野300,市長 宮原 義久,,,,,,
2024-08-01,宮崎県高千穂町役場,公社・官公庁・学校・研究施設,求人なし,宮崎県西臼杵郡高千穂町大字三田井13,町長 甲斐 宗之,,,,,,
2024-08-01,宮崎県諸塚村役場,公社・官公庁・学校・研究施設,求人なし,宮崎県東臼杵郡諸塚村大字家代2683,村長 西川 健,,,,,,
2024-08-01,宮崎県日向市役所,公社・官公庁・学校・研究施設,求人なし,宮崎県日向市本町10-5,市長 西村 賢,,,,,,
2024-08-01,熊本県熊本市役所,公社・官公庁・学校・研究施設,求人なし,熊本県熊本市中央区手取本町1-1,市長 大西 一史,,,,,,
2024-08-01,熊本県益城町役場,公社・官公庁・学校・研究施設,求人なし,熊本県上益城郡益城町大字宮園702,町長 西村 博則,,,,,,
2024-08-01,熊本県芦北町役場,公社・官公庁・学校・研究施設,求人なし,熊本県葦北郡芦北町大字芦北2015,町長 竹﨑 一成,,,,,,
2024-08-01,熊本県宇土市役所,公社・官公庁・学校・研究施設,求人なし,熊本県宇土市浦田町51,市長 元松 茂樹,,,,,,
2024-08-01,熊本県菊陽町役場,公社・官公庁・学校・研究施設,求人なし,熊本県菊池郡菊陽町大字久保田2800,町長 吉本 孝寿,,,,,,
2024-08-01,熊本県山江村役場,公社・官公庁・学校・研究施設,求人なし,熊本県球磨郡山江村大字山田甲1356-1,村長 内山 慶治,,,,,,
2024-08-01,熊本県長洲町役場,公社・官公庁・学校・研究施設,求人なし,熊本県玉名郡長洲町大字長洲2766,町長 中逸 博光,,,,,,
2024-08-01,熊本県南関町役場,公社・官公庁・学校・研究施設,求人なし,熊本県玉名郡南関町大字関町64,町長 佐藤 安彦,,,,,,
2024-08-01,熊本県玉名市役所,公社・官公庁・学校・研究施設,求人なし,熊本県玉名市岩崎163,市長 藏原 隆浩,,,,,,
2024-08-01,長崎県佐世保市役所,公社・官公庁・学校・研究施設,無,長崎県佐世保市八幡町1-10,市長 宮島 大典,,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 佐世保市への移住や定住をお考えの方へ、移住・暮らし・就職もサポートします。 2021年12月doda掲載求人より引用
2024-08-01,長崎県松浦市役所,公社・官公庁・学校・研究施設,求人なし,長崎県松浦市志佐町里免365,市長 友田 吉泰,,,,,,
2024-08-01,長崎県大村市役所,公社・官公庁・学校・研究施設,無,長崎県大村市玖島1-25,市長 園田 裕史,,,,,,
2024-08-01,長崎県長崎市役所,公社・官公庁・学校・研究施設,求人なし,長崎県長崎市魚の町4-1,市長 鈴木 史朗,,,,,,
2024-08-01,長崎県島原市役所,公社・官公庁・学校・研究施設,求人なし,長崎県島原市上の町537,市長 古川 隆三郎,,,,,,
2024-08-01,長崎県川棚町役場,公社・官公庁・学校・研究施設,求人なし,長崎県東彼杵郡川棚町中組郷1518-1,町長 山口 文夫,,,,,,
2024-08-01,長崎県波佐見町役場,公社・官公庁・学校・研究施設,求人なし,長崎県東彼杵郡波佐見町宿郷660,町長 一瀬 政太,,,,,,
2024-08-01,長崎県平戸市役所,公社・官公庁・学校・研究施設,求人なし,長崎県平戸市岩の上町1508-3,市長 黒田 成彦,,,,,,
2024-08-01,長崎県小値賀町役場,公社・官公庁・学校・研究施設,求人なし,長崎県北松浦郡小値賀町笛吹郷2376-1,町長 西村 久之,,,,,,
2024-08-01,長崎県諫早市役所,公社・官公庁・学校・研究施設,求人なし,長崎県諫早市東小路町7-1,市長 大久保 潔重,,,,,,
2024-08-01,佐賀県大町町役場,公社・官公庁・学校・研究施設,求人なし,佐賀県杵島郡大町町大字大町5017,町長 水川 一哉,,,,,,
2024-08-01,佐賀県白石町役場,公社・官公庁・学校・研究施設,求人なし,佐賀県杵島郡白石町大字福田1247-1,町長 田島 健一,,,,,,
2024-08-01,佐賀県佐賀市役所,公社・官公庁・学校・研究施設,求人なし,佐賀県佐賀市栄町1-1,市長 坂井 英隆,,,,,,
2024-08-01,佐賀県有田町役場,公社・官公庁・学校・研究施設,求人なし,佐賀県西松浦郡有田町立部乙2202,町長 松尾 佳昭,,,,,,
2024-08-01,佐賀県鳥栖市役所,公社・官公庁・学校・研究施設,求人なし,佐賀県鳥栖市宿町1118,市長 向門 慶人,,,,,,
2024-08-01,佐賀県唐津市役所,公社・官公庁・学校・研究施設,求人なし,佐賀県唐津市西城内1-1,市長 峰 達郎,,,,,,
2024-08-01,佐賀県玄海町役場,公社・官公庁・学校・研究施設,求人なし,佐賀県東松浦郡玄海町大字諸浦348,町長 脇山 伸太郎,,,,,,
2024-08-01,佐賀県武雄市役所,公社・官公庁・学校・研究施設,求人なし,佐賀県武雄市武雄町大字昭和12-10,市長 小松 政,,,,,,
2024-08-01,鹿児島県中種子町役場,公社・官公庁・学校・研究施設,求人なし,鹿児島県熊毛郡中種子町野間5186,町長 田渕川 寿広,,,,,,
2024-08-01,鹿児島県指宿市役所,公社・官公庁・学校・研究施設,求人なし,鹿児島県指宿市十町2424,市長 打越 あかし,,,,,,
2024-08-01,鹿児島県鹿児島市役所,公社・官公庁・学校・研究施設,求人なし,鹿児島県鹿児島市山下町11-1,市長 下鶴 隆央,,,,,,
2024-08-01,鹿児島県西之表市役所,公社・官公庁・学校・研究施設,求人なし,鹿児島県西之表市西之表7612,市長 八板 俊輔,,,,,,
2024-08-01,鹿児島県知名町役場,公社・官公庁・学校・研究施設,求人なし,鹿児島県大島郡知名町大字知名307,町長 今井 力夫,,,,,,
2024-08-01,鹿児島県和泊町役場,公社・官公庁・学校・研究施設,求人なし,鹿児島県大島郡和泊町大字和泊10,町長 伊地知 実利,,,,,,
2024-08-01,沖縄県読谷村役場,公社・官公庁・学校・研究施設,求人なし,沖縄県中頭郡読谷村字座喜味2901,村長 石嶺 傳實,,,,,,
2024-08-01,沖縄県那覇市役所,公社・官公庁・学校・研究施設,求人なし,沖縄県那覇市泉崎1-1-1,市長 知念 覚,,,,,,
2024-08-01,沖縄県本部町役場,公社・官公庁・学校・研究施設,求人なし,沖縄県国頭郡本部町字東5,町長 平良 武康,,,,,,
2024-08-01,沖縄県伊平屋村役場,公社・官公庁・学校・研究施設,求人なし,沖縄県島尻郡伊平屋村字我喜屋251,村長 伊礼 幸雄,,,,,,
2024-08-01,沖縄県座間味村役場,公社・官公庁・学校・研究施設,求人なし,沖縄県島尻郡座間味村字座間味109,村長 宮里 哲,,,,,,
2024-08-01,沖縄県庁,公社・官公庁・学校・研究施設,無,沖縄県那覇市泉崎1-2-2,知事 玉城 デニー,,,,,,
2024-08-01,千葉県警察本部,公社・官公庁・学校・研究施設,無,千葉県千葉市中央区長洲1-9-1,,,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 千葉県民の個人の生命、身体及び財産の保護、犯罪の予防、鎮圧及び捜査、被疑者の逮捕、交通の取締、その他公共の安全と秩序を維持する職務に従事します。 2022年8月doda掲載求人より引用
2024-08-01,埼玉県警察本部,公社・官公庁・学校・研究施設,無,埼玉県さいたま市浦和区高砂3-15-1,,,,,,,
2024-08-01,茨城県警察本部,公社・官公庁・学校・研究施設,無,茨城県水戸市笠原町978-6,,,,,,,
2024-08-01,山口県警察本部,公社・官公庁・学校・研究施設,無,山口県山口市滝町1-1,,,,,,,
2024-08-01,学校法人京都精華大学,公社・官公庁・学校・研究施設,求人なし,京都府京都市左京区岩倉木野町137,理事長 石田 涼,1993,,,,"24,185 百万円",
2024-08-01,学校法人ヴィアトール学園,公社・官公庁・学校・研究施設,求人なし,京都府京都市北区小松原南町33,理事長 島田 眞路,1952,,,,,
2024-08-01,学校法人四日市メリノール学院,公社・官公庁・学校・研究施設,求人なし,三重県四日市市平尾町2800,理事長 伊藤 春樹,1963,,,,"2,014 百万円",
2024-08-01,学校法人愛泉学園,公社・官公庁・学校・研究施設,求人なし,大阪府堺市堺区浅香山町1-2-20,理事長 重山 誠央,1939,,,,"2,276 百万円",
2024-08-01,学校法人愛知江南学園,公社・官公庁・学校・研究施設,求人なし,愛知県江南市高屋町大松原172,理事長 伊藤 由香,1967,,,,"6,928 百万円",
2024-08-01,学校法人愛知産業大学,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市中区橘2-6-15,理事長 小林 英三,1948,,,,"35,705 百万円",
2024-08-01,学校法人愛美学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市西区新道1-23-15,理事長 渡邉 眞帆子,1941,,,,"5,616 百万円",
2024-08-01,学校法人延暦寺學園,公社・官公庁・学校・研究施設,求人なし,滋賀県大津市坂本4-3-1,理事長 水尾 寂芳,1948,,,,"3,355 百万円",
2024-08-01,学校法人鴎友学園,公社・官公庁・学校・研究施設,求人なし,東京都世田谷区宮坂1-5-30,理事長 清水 哲雄,1933,,,,"5,943 百万円",
2024-08-01,学校法人海星学院,公社・官公庁・学校・研究施設,求人なし,北海道室蘭市高砂町3-7-7,理事長 小林 薫,1961,,,,105 百万円,
2024-08-01,学校法人芥田学園,公社・官公庁・学校・研究施設,求人なし,静岡県浜松市中央区向宿2-20-1,理事長 木俣 安弘,1944,,,,"1,991 百万円",
2024-08-01,学校法人開成学園,公社・官公庁・学校・研究施設,求人なし,埼玉県さいたま市大宮区堀の内町1-615,理事長 松﨑 一洋,1953,,,,"6,010 百万円",
2024-08-01,学校法人鎌倉女学院,公社・官公庁・学校・研究施設,求人なし,神奈川県鎌倉市由比ガ浜2-10-4,理事長 杉山 美智子,1926,,,,"2,648 百万円",
