更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,株式会社加西自動車学院,その他・各種スクール,求人なし,兵庫県加西市殿原町620,1967,代表取締役 青山 涼平,10 百万円,,,,
2024-08-01,学校法人幾徳学園,その他・各種スクール,求人なし,神奈川県厚木市下荻野1030,1962,理事長 中部 謙一郎,"27,377 百万円",,,,
2024-08-01,株式会社篠山自動車教習所,その他・各種スクール,求人なし,兵庫県丹波篠山市池上569,1962,代表取締役 小河 吉彦,30 百万円,,,,
2024-08-01,株式会社星煌学院,学習塾・予備校・専門学校,求人なし,愛知県名古屋市緑区大高町字上瀬木川西10-1,1994,代表取締役 酒井 秀樹,20 百万円,,,,
2024-08-01,株式会社知立自動車学校,その他・各種スクール,無,愛知県知立市山屋敷町見社11,1979,代表取締役 加藤 進,10 百万円,,,,
2024-08-01,株式会社中部会計専門学院,その他・各種スクール,求人なし,愛知県刈谷市若松町3-9ＹＦビル3Ｆ,1989,代表取締役 深谷 栄治,17 百万円,,,,
2024-08-01,株式会社東京アカデミー,その他・各種スクール,求人なし,大阪府大阪市北区角田町8-1大阪梅田ツインタワーズ・ノース 34Ｆ,1956,代表取締役 佐川 泰宏,40 百万円,,,,
2024-08-01,株式会社玉田ピアノ商会,その他・各種スクール,求人なし,大阪府大阪市北区角田町8-47阪急グランドビル 23Ｆ,1963,代表取締役 玉田 知規,10 百万円,,,,
2024-08-01,学校法人中西学園,学習塾・予備校・専門学校,求人なし,愛知県日進市岩崎町竹ノ山57,1948,理事長 中西 克彦,"51,342 百万円",,,,
2024-08-01,非営利株式会社新日本教育,その他・各種スクール,求人なし,愛知県日進市赤池3-707ラフィーネカニエ 202,1987,代表取締役社長 田中 宏樹,20 百万円,,,,
2024-08-01,学校法人大和学園,その他・各種スクール,求人なし,神奈川県大和市南林間3-10-1,1941,理事長 利光 康伸,"1,203 百万円",,,,
2024-08-01,学校法人東洋学園,学習塾・予備校・専門学校,求人なし,東京都渋谷区本町6-21-7専門学校東洋公衆衛生学院内,1983,理事長 蓮江 正道,"3,792 百万円",,,,
2024-08-01,学校法人安田学園教育会,その他・各種スクール,求人なし,東京都千代田区神田錦町2-11,1924,理事長 尾﨑 嘉則,"6,592 百万円",,,,
2024-08-01,学校法人行岡保健衛生学園,学習塾・予備校・専門学校,求人なし,大阪府大阪市北区本庄東1-13-11,1954,理事長 行岡 正雄,"18,219 百万円",,,,
2024-08-01,株式会社ワークアカデミー,その他・各種スクール,求人なし,大阪府大阪市北区豊崎3-15-10,1982,代表取締役 大石 博雄,90 百万円,,,,
2024-08-01,有限会社種子島自動車学校,学習塾・予備校・専門学校,求人なし,鹿児島県西之表市西之表16482,1967,代表取締役 伊達 昭博,3 百万円,,,,
2024-08-01,学校法人西沢学園,学習塾・予備校・専門学校,求人なし,大阪府大阪市北区南扇町3-16,1962,理事長 西澤 正樹,21 百万円,,,,
2024-08-01,株式会社三協企工,学習塾・予備校・専門学校,求人なし,東京都日野市旭が丘5-3-8,1973,代表取締役 榎並 睦人,40 百万円,,,,
2024-08-01,学校法人湘央学園,学習塾・予備校・専門学校,求人なし,神奈川県綾瀬市小園1424-4,1981,理事長 稲福 全人,"1,324 百万円",,,,
2024-08-01,学校法人田島学園,学習塾・予備校・専門学校,無,東京都墨田区横網1-10-8,1981,理事長 田島 光明,"2,095 百万円",,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 歯科衛生士、臨床検査技師を養成する専門学校 2023年4月doda掲載求人より引用
2024-08-01,社会福祉法人厚生館,その他・各種スクール,求人なし,東京都墨田区立花5-21-3,1952,理事長 中川 厚子,895 百万円,,,,
2024-08-01,学校法人杉山学園,学習塾・予備校・専門学校,求人なし,神奈川県横浜市西区楠町5-6,1967,理事長 杉山 博昭,448 百万円,,,,
2024-08-01,学校法人滝の坊学園,その他・各種スクール,求人なし,愛知県みよし市西陣取山26-1,1967,理事長 渡辺 祥子,"1,239 百万円",,,,
2024-08-01,株式会社関塾,学習塾・予備校・専門学校,無,大阪府大阪市中央区久太郎町3-4-30船場グランドビル 6Ｆ,1983,代表取締役社長 田部井 美幸,80 百万円,,,,
2024-08-01,株式会社東京創育社,その他・各種スクール,求人なし,東京都江東区門前仲町2-8-4セレストビル 2Ｆ,1993,代表取締役 矢口 全男,10 百万円,,,,
2024-08-01,株式会社日本プロデュースセンター,その他・各種スクール,求人なし,大阪府大阪市中央区内平野町1-3-6ＪＰＣビル 101,1983,代表取締役 武 笑美也,100 百万円,,,,
2024-08-01,株式会社中央,その他・各種スクール,求人なし,東京都江東区塩浜2-8-4,1963,代表取締役 野田 幸子,10 百万円,,,,
2024-08-01,株式会社国際教育社,その他・各種スクール,無,大阪府大阪市中央区島之内1-11-30滋慶第2ビル 1Ｆ,1987,代表取締役 渡辺 英緒,40 百万円,,,,
2024-08-01,株式会社ＴＨＩＮＫフィットネス,その他・各種スクール,求人なし,東京都江東区南砂3-3-6共同砂町ビル 1Ｆ,1986,代表取締役 手塚 栄司,89 百万円,,,,
2024-08-01,株式会社中央自動車学校,その他・各種スクール,求人なし,熊本県熊本市中央区坪井6-10-1,1971,代表取締役 松任 鎮央,10 百万円,,,,
2024-08-01,社会福祉法人フェスティナ・レンテ,その他・各種スクール,求人なし,東京都江東区白河3-3-6,1998,理事長 澤田 由美,560 百万円,,,,
2024-08-01,株式会社オーティーシー,その他・各種スクール,求人なし,大阪府大阪市北区堂島浜2-2-28堂島アクシスビル4ＦＳＹＮＴＨ,1973,代表取締役 棚橋 豪,50 百万円,,,,
2024-08-01,株式会社メビオ,その他・各種スクール,1,大阪府大阪市中央区石町2-3-12,1980,,10百万円,35.0,35,,■事業内容メビオは1980年の創設以来，「医師をめざす生徒一人ひとりに最善の指導を」の理念のもと，医学部進学専門予備校として，一貫して進学指導を行っています。
2024-08-01,株式会社ミライフ,学習塾・予備校・専門学校,無,大阪府大阪市中央区久太郎町3-1-26ミライフ本町ビル,1997,代表取締役社長 土居 仁美,90 百万円,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 コンピュータ教育、各種資格取得教育事業、WEBサービス事業、システム開発事業 2021年8月doda掲載求人より引用
2024-08-01,株式会社自然舎,その他・各種スクール,無,大阪府大阪市中央区島町2-2-19長光寺ビル 302,2000,代表取締役社長 山内 大器,16 百万円,,,,■スポーツクラブの運営■野外活動施設の運営■スポーツスクール、アウトドアスクールの企画・運営・指導■スポーツ施設、野外活動施設の企画、開発ならびに経営コンサルタント事業■スポーツ用品、アウトドア用品の販売、レンタル事業■トラベル事業 （大阪府知事登録第2-1461号） 2024年4月doda掲載求人より引用
2024-08-01,株式会社東京藤屋,その他・各種スクール,求人なし,東京都品川区南大井3-23-8,1956,代表取締役 小澤 克年,48 百万円,,,,
2024-08-01,株式会社コヤマドライビングスクール,その他・各種スクール,求人なし,東京都渋谷区神泉町11-1,1957,代表取締役 小山 義一,50 百万円,,,,
2024-08-01,学校法人池見学園,学習塾・予備校・専門学校,求人なし,東京都品川区東大井3-5-6,1956,理事長 石井 麦生,,,,,
2024-08-01,株式会社ケイエスコーポレーション,その他・各種スクール,求人なし,大阪府河内長野市木戸西町2-1-20,1968,代表取締役 洞淵 佳英,10 百万円,,,,
2024-08-01,学校法人トキワ松学園,その他・各種スクール,求人なし,東京都目黒区碑文谷4-17-16,1947,理事長 岡本 信明,"7,516 百万円",,,,
2024-08-01,学校法人環境造形学園,学習塾・予備校・専門学校,求人なし,東京都目黒区柿の木坂1-5-6,1990,理事長 日野 洋一,"3,173 百万円",,,,
2024-08-01,学校法人小関学院,その他・各種スクール,求人なし,東京都目黒区大橋2-4-2東都リハビリテーション学院,1988,理事長 小関 博久,"5,398 百万円",,,,
2024-08-01,中央産業株式会社,その他・各種スクール,求人なし,東京都目黒区目黒本町3-12-16中央マンション 1Ｆ,1956,代表取締役 鈴木 盛雄,23 百万円,,,,
2024-08-01,滝野川自動車株式会社,その他・各種スクール,無,東京都目黒区東山2-10-8東山ヒルズ Ｂ1,1950,代表取締役 鈴木 和江,100 百万円,,,,
2024-08-01,株式会社ライフブリッヂ,その他・各種スクール,求人なし,東京都目黒区東山2-6-4東京学参ビル,1972,代表取締役 佐藤 孝彦,98 百万円,,,,
