更新日,名称,業界(小分類),求人有無,事業内容,所在地,従業員数,資本金,設立,平均年齢,企業URL,代表者,上場市場名
2024-08-01,株式会社やまみ,食品・飲料メーカー（原料含む）,求人なし,,広島県三原市沼田西町小原字袖掛73-5,241,"1,245 百万円",1975,36.9,,代表取締役社長 山名 徹,スタンダード
2024-08-01,ヒロタ株式会社,ファッション・アパレル・アクセサリーメーカー,無,,岐阜県岐阜市玉姓町3-28,240,270 百万円,1952,,,代表取締役 廣田 孝昭,
2024-08-01,ヒューゴボスジャパン株式会社,繊維メーカー,求人なし,,東京都港区南青山5-2-1ＡＬＬＩＡＮＣＥ 3Ｆ,240,250 百万円,1992,,,代表取締役 イヴィツァ・マリック,
2024-08-01,ミツエイ株式会社,トイレタリーメーカー,無,■家庭用洗剤、業務用洗剤、漂白剤、柔軟剤などの洗剤類・化粧品・医薬部外品等の製造及び、充填用プラスチックボトルの成型【工場】いわき、熊本、ベトナム【営業所】東京、大阪、熊本 2024年5月doda掲載求人より引用,福島県いわき市中部工業団地6-5,240,100 百万円,1969,,,代表取締役 安部 徹,
2024-08-01,株式会社トライフ,製紙・パルプメーカー,求人なし,,静岡県島田市横井1-1-1,238,400 百万円,1949,,,代表取締役 宮尾 圭一,
2024-08-01,福田三商株式会社,製紙・パルプメーカー,求人なし,,愛知県名古屋市南区千竈通2-14-1,238,99 百万円,1950,,,代表取締役 林 寛子,
2024-08-01,遠藤科学株式会社,その他メーカー,求人なし,,静岡県静岡市駿河区西脇1294,237,62 百万円,1952,,,代表取締役 遠藤 恒介,
2024-08-01,王子タック株式会社,製紙・パルプメーカー,求人なし,,東京都中央区銀座5-12-8王子ホールディングス1号館,237,"1,550 百万円",1983,,,代表取締役 開原 学,
2024-08-01,大成工業株式会社,その他メーカー,求人なし,,兵庫県明石市二見町南二見9-1,237,95 百万円,1961,,,代表取締役 山田 耕平,
2024-08-01,東洋電化工業株式会社,その他メーカー,求人なし,,高知県高知市萩町2-2-25,237,300 百万円,1919,,,代表取締役 入交 建太,
2024-08-01,株式会社スチールセンター,金属・製綱・鉱業・非鉄金属メーカー,求人なし,,東京都千代田区内神田3-6-2アーバンネット神田ビル 6Ｆ,236,330 百万円,1950,,,代表取締役 羽鳥 歩,
2024-08-01,日本ルナ株式会社,食品・飲料メーカー（原料含む）,無,,東京都品川区大崎2-1-1ＴｈｉｎｋＰａｒｋ Ｔｏｗｅｒ 11Ｆ,234,397 百万円,1964,,,代表取締役 萩野 稔之,
2024-08-01,株式会社天童木工,家具・インテリア・生活雑貨メーカー,求人なし,,山形県天童市乱川1-3-10,234,300 百万円,1948,,,代表取締役 加藤 幸男,
2024-08-01,ロイヤル株式会社,食品・飲料メーカー（原料含む）,求人なし,,福岡県福岡市博多区那珂3-28-5,234,100 百万円,2005,,,代表取締役社長 白岩 雅博,
2024-08-01,株式会社内山アドバンス,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,,千葉県市川市新井3-6-10,233,300 百万円,1963,,,代表取締役 柳内 光子,
2024-08-01,株式会社Ｍｉｚｋａｎ　Ｈｏｌｄｉｎｇｓ,食品・飲料メーカー（原料含む）,求人なし,,愛知県半田市中村町2-6,233,10 百万円,2000,,,代表取締役 中埜 裕子,
2024-08-01,興人フィルム＆ケミカルズ株式会社,石油化学メーカー,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■事業内容：フィルム及びその関連製品の製造、加工及び販売 2022年8月doda掲載求人より引用,東京都港区芝公園2-6-15黒龍芝公園ビル 8Ｆ,233,100 百万円,2012,,,代表取締役 大石 康裕,
2024-08-01,明治飼糧株式会社,飼料メーカー,求人なし,,東京都江東区新砂1-2-10明治東陽町ビル 10Ｆ,232,480 百万円,1951,,,代表取締役社長 碓氷 博臣,
2024-08-01,石川金属工業株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,,福岡県北九州市小倉北区赤坂海岸2-1,231,99 百万円,1942,,,代表取締役 石川 重喜,
2024-08-01,株式会社椿本カスタムチエン,その他メーカー,求人なし,,大阪府大東市御領2-3-1,231,125 百万円,1951,,,代表取締役 松川 誠,
2024-08-01,メーカーズシャツ鎌倉株式会社,繊維メーカー,求人なし,,神奈川県鎌倉市雪ノ下3-1-31,230,100 百万円,1995,,,代表取締役社長 貞末 奈名子,
2024-08-01,ヤマックス株式会社,その他メーカー,求人なし,,大阪府大阪市北区中津1-16-31,229,40 百万円,1952,,,代表取締役 伊藤 豪,
2024-08-01,黄桜株式会社,食品・飲料メーカー（原料含む）,求人なし,,京都府京都市伏見区横大路下三栖梶原町53,228,60 百万円,1951,,,代表取締役 松本 真治,
2024-08-01,アジカル株式会社,食品・飲料メーカー（原料含む）,求人なし,,新潟県新潟市江南区元町2-3-56,228,100 百万円,1987,,,代表取締役 西山 徹,
2024-08-01,三菱電機冷熱応用システム株式会社,その他メーカー,求人なし,,和歌山県和歌山市手平6-5-66,227,300 百万円,1982,,,代表取締役 松木 哲三,
2024-08-01,株式会社シマキュウ,石油化学メーカー,求人なし,,新潟県長岡市原町1-5-15,227,100 百万円,1955,,,代表取締役 島田 隆昭,
2024-08-01,日本ハム惣菜株式会社,食品・飲料メーカー（原料含む）,無,加工食品の開発、製造（唐揚げ、焼売、豚かつ、ハンバーグ等） 2024年2月doda掲載求人より引用,新潟県三条市篭場1-27,227,488 百万円,1992,,,代表取締役 大橋 勲久,
2024-08-01,ニチハボード加工株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,無,,愛知県名古屋市南区元塩町5-15-4,225,90 百万円,1984,,,代表取締役 渡邊 登,
2024-08-01,ＮＯＫエラストマー株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,無,,福岡県嘉麻市大隈町1651,225,100 百万円,1980,,,代表取締役 深澤 清文,
2024-08-01,ＡＧＦ関東株式会社,食品・飲料メーカー（原料含む）,求人なし,,群馬県太田市世良田町1588-16,225,20 百万円,1995,,,代表取締役 花井 賢,
2024-08-01,尾張整染株式会社,繊維メーカー,求人なし,,愛知県一宮市高畑町2-25,224,200 百万円,1971,,,代表取締役 新實 啓悦,
2024-08-01,東洋テックス株式会社,住宅設備・建材メーカー,求人なし,,香川県高松市勅使町258-1,223,100 百万円,2004,,,代表取締役社長 小槌 和志,
2024-08-01,ヒゲタ醤油株式会社,食品・飲料メーカー（原料含む）,求人なし,,東京都中央区日本橋茅場町2-12-10Ｈ1Ｏ日本橋茅場町 5Ｆ,222,396 百万円,1918,,,代表取締役 濱田 孝司,
2024-08-01,北海道コカ・コーラプロダクツ株式会社,食品・飲料メーカー（原料含む）,求人なし,,北海道札幌市清田区清田一条1-2-1,221,50 百万円,2006,,,代表取締役 内田 尋己,
2024-08-01,小松シヤリング株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,,石川県小松市矢崎町丙25,219,120 百万円,1969,,,代表取締役 牛尾 邦彦,
2024-08-01,四国明治株式会社,食品・飲料メーカー（原料含む）,求人なし,,香川県三豊市財田町財田上1328-1,216,480 百万円,1994,,,代表取締役社長 元田 陽一,
2024-08-01,株式会社ゴーセン,繊維メーカー,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ＜東証一部上場のニッケ（日本毛織）のグループ企業＞■ラケットスポーツ用品（ガット、ラケットなど）の製造・販売■フィッシング用品（釣糸）の製造・販売■産業資材（自動車部材など）の製造・販売テニスガットを合成繊維で初めて開発したメーカーとして有名で、現在では電気自動車部材を供給する「最先端技術メーカー」です。 2021年12月doda掲載求人より引用,大阪府大阪市中央区瓦町3-3-10ニッケ大阪ビル 4Ｆ,215,100 百万円,2003,,,代表取締役 田淵 光仁,
