更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,従業員数,資本金,平均年齢,企業URL,代表者
2024-08-01,株式会社マツオカコーポレーション,繊維メーカー,8,■企業概要：メンズ・レディースのフォーマルウェアからカジュアルウェア、スポーツウェア、ユニフォームウェアまでの縫製、洗い加工、生地開発と生産、及び貿易業務までを手掛ける総合アパレルメーカーです。製品企画から受注、資材調達、生産、納品まで全ての工程を自社でワンストップで行うことが可能、その年間の取扱い点数は3000万点以上にも及びます。これだけの点数を扱える企業は国内でも極めて稀です。,広島県福山市宝町4-14,1956,スタンダード市場,17729,584百万円,,http://www.matuoka.co.jp/index.html,
2024-08-01,日本製紙株式会社,製紙・パルプメーカー,17,紙、板紙、パルプ、液体用紙容器、溶解パルプ・機能性化成品、機能性フィルムの生産・販売、およびエネルギー事業,東京都千代田区神田駿河台4-6（御茶ノ水ソラシティ）,1949,プライム市場,4938,"1,048億73百万円",,http://www.nipponpapergroup.com/,代表取締役社長 野沢 徹
2024-08-01,ＪＦＥスチール株式会社,金属・製綱・鉱業・非鉄金属メーカー,61,■企業概要鉄鉱石等を原料として最終製品の鋼材の生産までを一貫して行っている国内有数の鉄鋼メーカーです。JFEグループ内でも中核企業として位置し、グループ全体の売上高のうち約65%を占める鉄鋼事業を担当しています。粗鋼の年間生産量は2400万トンを越え、日本国内ではトップクラスの生産量を誇ります。また、世界的に見ても上位に位置する鉄鋼メーカーとして、あらゆる産業を支える日本を代表する企業です。,東京都千代田区内幸町2-2-3日比谷国際ビル,2003,,15185,"239,644百万円",,http://www.jfe-steel.co.jp/index.html,
2024-08-01,三菱ケミカル株式会社,総合化学メーカー,97,"■同社について：同社は、国内において業界最大手の総合化学メーカーである三菱ケミカルグループ※の一員です。広くモノづくりの基礎となる化成品・素材、特徴ある各種機能商品を中心に製造しています。国内外問わず今後更なる成長意欲を見せる同社にてスキルを発揮することが可能です。また、三菱ケミカルグループ※は連結従業員数は約69,607名、連結売上収益（IFRS）32,575億円（2021年3月期）、の規模感を誇っており、世界的に影響力のあるグループの一員と言えます。",東京都千代田区丸の内1-1-1パレスビル,1933,,42660,"53,229百万円",,https://www.m-chemical.co.jp/index.html,
2024-08-01,マルハニチロ株式会社,食品・飲料メーカー（原料含む）,11,【水産資源セグメント】 ●漁業ユニット ●養殖ユニット ●水産商事ユニット ●海外ユニット【加工食品セグメント】 ●加工食品ユニット ●ファインケミカルユニット【食材流通セグメント】 ●食材流通ユニット ●畜産ユニット【物流セグメント】 ●物流ユニット,東京都江東区豊洲3-2-20豊洲フロント,1943,プライム市場,12352,"20,000百万円",41.8,https://www.maruha-nichiro.co.jp/home.html,
2024-07-01,株式会社ＵＡＣＪ,金属・製綱・鉱業・非鉄金属メーカー,6,■事業概要：アルミニウム等の非鉄金属及びその合金の圧延製品・鋳物製品・鍛造製品並びに加工品の製造・販売等をグローバルに展開している素材メーカーです。,東京都千代田区大手町1-7-2,2013,プライム市場,9510,"52,277百万円",40.7,http://www.uacj.co.jp/index.htm,
2024-08-01,株式会社SUMCO,金属・製綱・鉱業・非鉄金属メーカー,47,■概要：同社は世界シェア約3割、海外売上高比率約8割の半導体用シリコンウェーハメーカーです。（東証プライム上場）,東京都港区芝浦1-2-1シーバンスN館,1999,プライム市場,9847,"199,000百万円",42.4,http://www.sumcosi.com/,
2024-08-01,コカ・コーラ　ボトラーズジャパン株式会社,食品・飲料メーカー（原料含む）,85,■事業内容清涼飲料の製造、加工および販売※同社は1都2府35県に及び、国内最大のコカ・コーラボトラーであるとともに、売上高でアジア最大級、世界でも有数の規模を誇ります。社員一人ひとりが製品・サービスを通じて、すべての人の日々の生活に寄り添い、幸せな時間や人生の場面につながる価値を生み出し、未来につないでいく、という思いで、「ハッピーなひとときを、ボトルから。」をコーポレートメッセージとしています。,東京都港区赤坂9-7-1,2001,,14010,100百万円,,https://www.ccbji.co.jp/,
2024-08-01,株式会社ワールド,ファッション・アパレル・アクセサリーメーカー,6,■事業内容：事業持株会社として、傘下のブランド事業、投資事業、デジタル事業、プラットフォーム事業を営むグループ全体の経営管理、及びそれに付帯する業務を行っています。■ワールドグループの事業内容：・ブランド事業…国内小売事業、国内卸売事業・投資事業…M＆A事業＋ポートフォリオマネジメント事業、バリューアップ事業・デジタル事業…EC事業＋デジタルソリューション事業・プラットフォーム事業…販売代行、店舗開発、催事、企画運営事業、空間創造事業、生産事業、調達、貿易事業、事務業務支援事業,兵庫県神戸市中央区港島中町6-8-1,1959,プライム市場,8388,"6,000百万円",45.7,http://corp.world.co.jp/,
2024-07-01,雪印メグミルク株式会社,食品・飲料メーカー（原料含む）,1,牛乳、乳製品及び食品の製造・販売等,〒160-8575 東京都新宿区四谷本塩町5番1号,2009,プライム市場,5715,200億円,,http://www.meg-snow.com/,代表取締役社長 佐藤 雅俊
2024-06-01,ＫＰＰグループホールディングス株式会社,製紙・パルプメーカー,1,■事業概要：紙・板紙・紙加工品・パルプ・古紙・化成品・紙関連機械・包装資材・その他関連商品の売買及び輸出入ならびに不動産の保有、賃貸、倉庫業を行っています。,東京都中央区明石町6-24,1924,プライム市場,570,350百万円,43.2,http://www.kppc.co.jp/ja/top.html,
2024-08-01,株式会社レゾナック,石油化学メーカー,24,◇プライム市場上場の大手総合化学メーカーです。昭和電工マテリアルズ（旧：日立化成）との完全統合し、「化学の力で社会を変える」を会社の存在意義（パーパス）とし、ワンストップ型先端材料パートナーとなり、製造業を超えたソリューション提供カンパニーとなることを目指した事業運営が行われています。また、社員が大切にすべき4つのバリュー（価値観）として、｢プロフェッショナルとしての成果へのこだわり｣｢機敏さと柔軟性｣｢枠を超える、オープンマインド｣｢未来への先見性と高い倫理観｣を定め、これらを上記存在意義（パーパス）と併せて経営理念としました。,東京都港区東新橋1-9-1,1962,プライム市場,23840,"182,146百万円",41.9,https://www.resonac.com/jp,
2024-08-01,カルビー株式会社,食品・飲料メーカー（原料含む）,7,菓子・食品の製造・販売,東京都千代田区丸の内1-8-3 丸の内トラストタワー本館22階,1949,プライム市場,4607,"12,046百万円",,http://www.calbee.co.jp/,代表取締役社長 兼 CEO 江原 信
2024-08-01,富士フイルム株式会社,機能性化学（有機・高分子）メーカー,99+,■グループパーパス：地球上の笑顔の回数を増やしていく。わたしたちは、多様な「人・知恵・技術」の融合と独創的な発想のもと、様々なステークホルダーと共にイノベーションを生み出し、世界をひとつずつ変えていきます。世界中の人々の笑顔を見つめてきた富士フイルムグループは、これからも幅広い事業領域で人々に寄り添い、従業員一人ひとりが「アスピレーション（志）」を持って、このグループパーパスの実現を目指すことで、地球上の笑顔の回数を増やしていきます。■コーポレートスローガン：Value from Innovation,東京都港区赤坂9-7-3,1934,プライム市場,39010,"40,000百万円",,http://www.fujifilm.co.jp/,
2024-07-01,株式会社ロッテ,食品・飲料メーカー（原料含む）,7,■事業内容：菓子、アイスクリーム、健康食品、雑貨の製造・販売キシリトールガム、ガーナミルクチョコレート、コアラのマーチなど、これまで数々のヒット商品を世に送り出してきた“お口の恋人”ロッテ。菓子以外にも幅広い分野で事業を展開し、お客様の生活を豊かに彩る企業です。,東京都新宿区西新宿3-20-1,1948,,2409,217百万円,38.9,http://www.lotte.co.jp/top.html,
2024-08-01,ＹＫＫ株式会社,住宅設備・建材メーカー,29,■YKK株式会社について：衣料品のみならず、鞄、靴、ひいては自動車の内装製品などあらゆる製品についているファスナー。そこには必ずといっていいほど「YKK」の文字があります。私達がほぼ毎日のように使っているファスナーは、同社が圧倒的なシェアを持っています。徹底した品質管理と一貫生産思想、そして様々なお客様のニーズに応じた供給体制のもと世界中で同一の高品質を提供する事で、ファスニング＝YKKという地位を確立してきました。,東京都千代田区神田和泉町1YKKビル,1934,,44510,"11,992百万円",41.7,http://www.ykk.co.jp/japanese/index.html,
2024-07-01,株式会社ワコール,ファッション・アパレル・アクセサリーメーカー,1,■インナーウェア（主に婦人のファンデーション、ランジェリー、ナイトウェア及びリトルインナー）■アウターウェア、スポーツウェア、その他の繊維製品および関連製品の製造、卸売販売および一部製品の消費者への直接販売,京都府京都市南区吉祥院中島町29,2005,,3830,"5,000百万円",,https://www.wacoal.jp/about/,代表取締役 社長執行役員 川西 啓介
2024-07-01,株式会社ポーラ・オルビスホールディングス,化粧品メーカー,2,■概要「POLA」「ORBIS」ブランドなど化粧品を中心とした事業を展開する企業グループとして、2007年1月1日より新たな体制をスタートさせました。1929年のポーラ創業以来、化粧品事業を通じて常に新しい価値を提供する努力を続けてきました。現在は「POLA」「ORBIS」を中心に、百貨店ブランド「THREE」、敏感肌専門ブランド「DECENCIA」、パーソナライズビューティケアブランド「FUJIMI」、海外ブランド「Jurlique」といった個性豊かなブランドを持ち、世界各国において多様な販売チャネル・価格帯で事業を展開。,東京都品川区西五反田2-2-3,2006,プライム市場,221,"10,000百万円",45.1,http://www.po-holdings.co.jp/,
2024-08-01,ピー・アンド・ジー株式会社,化粧品メーカー,1,■事業概要■P&Gは世界180カ国以上、48億人の人々に製品を提供している、世界最大の消費財メーカーです。高い価値と品質をもつ幅広い製品ブランドが、世界の人々から信頼され、愛されています。日本のP&Gは、P&Gグループの重要拠点として、グローバルなビジネスを推進していく役割を担っています。世界でも競争が最も厳しく、消費者のニーズも最も高いと言われる日本での知識と経験は、世界市場に通じるイノベーションを次々に生み出しています。,兵庫県神戸市中央区小野柄通7-1-18,2000,,450,"11,520百万円",40.0,https://jp.pg.com/,
2024-08-01,日鉄テクノロジー株式会社,金属・製綱・鉱業・非鉄金属メーカー,11,■事業内容：材料・解析、環境、計測エンジニアリング、検査・ソリューション、自動車部品、エレクトロニクス部品、エネルギー産業機械、事故解析、高圧評価試験、調査・研究、教育・研修、人材派遣、各種事業支援,東京都千代田区大手町1-6-1大手町ビル3F,2013,,3700,100百万円,,https://www.nstec.nipponsteel.com/,
2024-08-01,株式会社アルビオン,化粧品メーカー,4,■事業内容： 高級化粧品（スキンケア・メイクアップ・フレグランス・ヘアケア等）全般の開発、製造および全国の一流百貨店・有力化粧品専門店を通じての販売,東京都中央区京橋1-12-2,1956,,3388,760百万円,36.6,http://www.albion.co.jp/,
2024-08-01,ＪＸ金属株式会社,金属・製綱・鉱業・非鉄金属メーカー,21,■事業内容： ・非鉄金属資源の開発・採掘・非鉄金属製品（銅、金、銀等）の製造・販売・電解・圧延銅箔の製造・販売・薄膜材料（ターゲット材、表面処理剤、化合物半導体材料等）の製造・販売・精密圧延品の製造・販売・精密加工品の製造・販売・非鉄金属リサイクルおよび産業廃棄物処理,東京都港区虎ノ門2-10-4オークラ プレステージタワー,1905,,3041,"75,000百万円",40.3,http://www.nmm.jx-group.co.jp/,
2024-08-01,三和シヤッター工業株式会社,住宅設備・建材メーカー,99+,■事業内容各種シャッター、ドア、オーバーヘッドドア、住宅用窓シャッター、エクステリア製品、ステンレス製品、間仕切製品等の製造、販売事業,東京都板橋区新河岸2-3-5,2007,,3054,500百万円,,https://www.sanwa-ss.co.jp/,
2024-08-01,株式会社日本アクセス,食品・飲料メーカー（原料含む）,25,■事業内容：同社は伊藤忠商事グループに属する日本を代表する食品専門商社です。高度な情報機能を兼ね備えた『次世代卸』として、心豊かで笑顔あふれる食生活の創造に貢献します。,東京都品川区西品川1-1-1住友不動産大崎ガーデンタワー,1993,,4002,"2,620百万円",,http://www.nippon-access.co.jp/,
2024-07-01,アサヒビール株式会社,食品・飲料メーカー（原料含む）,1,【東証一部上場アサヒグループホールディングス100％出資】■国内酒類事業（アサヒグループの中核事業／ビール類を中心とする総合酒類事業）■グループ事業（国内飲料事業／国内食品事業／国際事業）,東京都墨田区吾妻橋1-23-1,1949,,4252,200億円,,http://www.asahibeer.co.jp/,代表取締役社長 松山 一雄
2024-08-01,株式会社ストライプインターナショナル,繊維メーカー,17,■事業内容：（レディス・メンズ・キッズ）の企画、製造、販売、卸／カフェショップの運営／IT事業の運営（ECサイト、レンタルアプリ）,岡山県岡山市北区幸町2-8,1995,,3699,100百万円,25.0,http://www.stripe-intl.com/,
2024-07-01,JNC株式会社,機能性化学（有機・高分子）メーカー,5,■事業内容：（1）高機能材料事業（2）アグリ・ライフイノベーション事業（3）ケミカルマテリアルズ事業（4）グリーンエネルギー、エンジニアリング事業,東京都千代田区大手町2-2-1新大手町ビル,2011,,2673,"31,150百万円",,http://www.jnc-corp.co.jp/,
2024-08-01,東洋製罐 株式会社,石油化学メーカー,45,■概要：東洋製罐の創立は1917年（大正6）。1919年よりわが国初の自動製缶設備による製缶を開始しました。以来今日まで、“包む”ことの大切さを基本に包装容器づくりに専念し、時代のニーズに応えた包装容器を世の中に供給し続けてきました。それは、同社が築きあげてきた信頼と実績、強固な経営基盤にあらわれています。日本の包装容器業界のリーディングカンパニーとして、世界トップクラスの規模を誇っています。国内では、缶詰・飲料缶は年間約300億の缶が製造され、そのうちの多くを東洋製罐が供給。主力製品である缶詰・飲料用金属缶については、国内でトップクラスのシェアを保持しています。,東京都品川区東五反田2-18-1大崎フォレストビルディング,1917,,2545,"1,000百万円",40.2,http://www.toyo-seikan.co.jp/index.html,
2024-07-01,ＦＤＫ株式会社,金属・製綱・鉱業・非鉄金属メーカー,12,■事業内容： 各種一次・二次電池および蓄電デバイスならびにエレクトロニクス関連の素材・部品とそれらの応用製品・応用装置の製造および販売,東京都港区港南1-6-41芝浦クリスタル品川8F,1950,スタンダード市場,1632,"31,709百万円",,https://www.fdk.co.jp/,
2024-08-01,ネスレ日本株式会社,食品・飲料メーカー（原料含む）,16,■事業内容：飲料・チョコレートをはじめとする飲食料品の製造・販売同社はスイスに本部を置くグローバル総合飲料食品企業です。「ネスカフェ」や「キットカット」の他にも、麦芽飲料の「ミロ」や調味料用食品の「マギー」、ペットフードの「ピュリナ」「フリスキー」、ミネラルウォーターの「ペリエ」など、様々な製品とブランドを展開しています。また「ネスカフェバリスタ」などのコーヒーマシン、世界初のカプセル式ティー専用マシン「スペシャル.T」、オフィスで本格的なコーヒーやティーを楽しめる新しい仕組み「ネスカフェ アンバサダー」を展開しています。,兵庫県神戸市中央区御幸通7-1-15ネスレハウス,1933,,2500,"4,000百万円",,http://www.nestle.co.jp/,
2024-07-01,日本軽金属株式会社,金属・製綱・鉱業・非鉄金属メーカー,5,～プライム上場／業界の名門、豊富な知見と技術を持つアルミニウムの総合メーカー～■事業概要：・アルミナ、水酸化アルミニウム、各種化学品およびアルミニウム地金／合金の製造、販売・アルミニウム板製品およびアルミニウム押出製品の製造、販売・輸送関連製品、電子材料、冷凍／冷蔵庫用パネル等のアルミニウム加工製品、炭素製品の製造、販売 ならびに運送、情報処理および保険代理等のサービスの提供・箔、粉末製品の製造、販売 ※グループ事業含む,東京都港区新橋1-1-13アーバンネット内幸町ビル,1939,プライム市場,2116,"30,000百万円",40.0,https://www.nikkeikin.co.jp,
2024-07-01,日本ロレアル株式会社,化粧品メーカー,7,日本ロレアル株式会社は、世界の化粧品業界のリーダーであるロレアルグループの日本法人としてビジネスを展開しています。私たち日本ロレアルは、日本での製造・販売を開始してから、2013年に50年を迎えました。私たちは、「すべての人生に、美しく生きる力を。世界を日本へ。日本を世界へ。」という企業理念のもと、事業を推進しています。ロレアルグループにおいて日本ロレアルは、戦略的な市場と位置づけられ、日本のみならず、アジア、グローバル市場のためのイノベーション拠点という役割を担い、アジア初のリサーチ＆イノベーションセンターや、アジア唯一のラグジュアリーブランドを製造する工場を有しています。,東京都新宿区西新宿3-7-1新宿パークタワー16F,1996,,2500,100百万円,,http://www.nihon-loreal.co.jp/,
2024-07-01,中国木材株式会社,その他メーカー,4,■概要：住宅構成用部材の製造販売事業。広島県に本社を置く地場優良企業となります。全国展開した物流ネットワークを使った即納体制で全国に部材を供給、さらに住宅の設計図を基にあらかじめ構造材の接合部加工を行うプレカット加工を自社で行い、お客様のニーズに応じ行っています。製造から物流までの一貫した体制を持つことが特長であり、コストパフォーマンスに優れる高品質な住宅づくりを支えてます。■事業概要：木材製材及び物流・販売、乾燥材・集成材の製造販売、プレカット加工、原木及び製材製品の直輸入、バイオマス発電,広島県呉市広多賀谷3-1-1,1955,,2104,100百万円,37.3,http://www.chugokumokuzai.co.jp/,
2024-08-01,ＵＢＥ三菱セメント株式会社,総合化学メーカー,16,■事業概略： 国内・海外（米国ほか）のセメント事業および生コンクリート事業、石灰石資源事業、環境エネルギー事業（石炭事業、電力事業、環境リサイクル事業）、建材事業その他関連事業等■事業内容：国内トップクラスのセメント・生コン事業をはじめ、環境エネルギー事業、建材事業などを担っております。,東京都千代田区内幸町2-1-1,2021,,2000,"50,250百万円",,https://www.mu-cc.com/,
2024-08-01,株式会社イノアックコーポレーション,総合化学メーカー,40,■Mission:社会や暮らしの課題・お客様のニーズに合わせて「快適を開発する」「快適をつくる」「快適を広める」■概要：ウレタン、ゴム、プラスチック、複合材をベースとした材料開発とその製品化により、自動車、二輪、情報・IT機器、住宅・建設関連から身近な生活関連商品、コスメ用品まで、生活の様々な場面に密着した製品を取り扱うメーカーです。,愛知県名古屋市中村区名駅南2-13-4,1954,,1835,720百万円,42.0,http://www.inoac.co.jp,
2024-08-01,株式会社ハウステック,住宅設備・建材メーカー,2,■浴室、厨房、洗面化粧台の住宅機器及びこれらの付属機器の製造、販売■浄化槽等の環境設備及びこれらの付属機器の製造、販売■ガス給湯器の製造、販売■シャワー用軟水器の製造、販売,群馬県高崎市栄町1-1,2001,,1712,1億円,,http://www.housetec.co.jp/,代表取締役社長 新井 仁
2024-06-01,王子製紙株式会社,製紙・パルプメーカー,1,■主な事業〇新聞用紙事業〇印刷・出版用紙事業〇情報用紙事業,東京都中央区銀座4-7-5王子ホールディングス本館9F,2012,,,350百万円,,https://www.ojipaper.co.jp/,
2024-08-01,デクセリアルズ株式会社,石油化学メーカー,41,【事業の特徴】デクセリアルズは創業以来、半世紀以上に渡りエレクトロニクス領域を中心にお客さまのニーズや課題に応える機能性材料を開発し提供してきました。製品の小型化や薄型化、視認性の向上など利便性を高めることに貢献しています。今後も長年培ってきた独自の技術、新たに生み出すテクノロジーを活かし、自動車、環境、ライフサイエンスなどの新たな事業領域においても、新しい価値を生み出し続けていきます。,栃木県下野市下坪山1724,2012,プライム市場,1943,"16,021百万円",,https://www.dexerials.jp,
2024-08-01,イオンフードサプライ株式会社,食品・飲料メーカー（原料含む）,無,■畜産・水産・デリカ商品の製造加工ならびに農産・加工・デイリー商品等を含めた配送イオングループのプロセスセンターとして、生鮮・加工食品の開発・製造・加工・流通等全ての工程を担う「食品メーカー」です。 2024年6月doda掲載求人より引用,千葉県船橋市高瀬町24-6,1981,,1830,100 百万円,,"Failed to retrieve page, status code: 410",代表取締役 戸田 茂則
2024-08-01,クアーズテック合同会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,4,■事業内容：当社では、半導体関連をはじめ、エレクトロニクス関連、自動車関連、機械・装置関連、医療関連などの各分野に向けて先端材料・高機能部品を提供しています。・半導体関連事業、エレクトロニクス関連事業・自動車関連事業、機械・装置関連事業・医療関連事業,東京都品川区大崎2-11-1大崎ウィズタワー,2006,,1900,400百万円,44.3,"Failed to retrieve page, status code: 410",
2024-06-01,王子コンテナー株式会社,製紙・パルプメーカー,7,■事業内容： 段ボールシート・ケースの製造販売／包装機械の開発・販売／包装資材の製造販売,東京都中央区銀座5-12-8王子ホールディングス1号館,2005,,1785,"10,000百万円",,http://www.oji-container.co.jp/,
2024-08-01,イトキン株式会社,ファッション・アパレル・アクセサリーメーカー,16,■事業内容： 婦人服・紳士服・子供服・クチュールフラワーの製造販売、輸出入業務を行っています。,東京都渋谷区千駄ヶ谷3-1-1イトキン原宿ビル,1950,,1771,100百万円,36.5,https://www.itokin.com/,
2024-08-01,田中貴金属工業株式会社,金属・製綱・鉱業・非鉄金属メーカー,18,■企業概要：1885／明治18年創業。貴金属取扱い量で国内最大を誇る貴金属専門メーカーです。非鉄金属の中でも希少な「貴金属」に特化して産業製品を多くの企業に提供しています。現在では、自動車や電化製品、通信機器など、生活を彩るさまざまな製品の中に同社の貴金属が幅広く使用されています。特に、電子・電気部品、環境関連部品、メッキなどの表面処理などのほか医療分野も含めてあらゆる分野で貴金属はなくてはならない素材として利用されています。貴金属の用途は無限にあり今後の益々の躍進が想定されます。,東京都中央区日本橋茅場町2-6-6,1918,,2429,500百万円,40.7,http://www.tanaka.co.jp/,
2024-08-01,マルコ株式会社,ファッション・アパレル・アクセサリーメーカー,12,■事業内容：婦人下着及びその関連事業「すべての女性を美しく」を掲げ、高品質な体型補正下着の開発、販売やそれに関連する事業を展開している企業です。,大阪府大阪市北区大淀中1-1-30,2018,,1769,10百万円,38.2,https://www.maruko.com/corp/,
2024-08-01,株式会社武蔵野（京都工場）,食品・飲料メーカー（原料含む）,16,弁当、おにぎり、寿司、サンドイッチ、調理パン、惣菜、調理麺の製造及び販売＜グループ企業＞■株式会社武蔵野ホールディングス■株式会社武蔵野フーズ■株式会社武蔵野ロジスティクス■プライムデイリーフーズ株式会社■株式会社 武蔵野沖縄,埼玉県朝霞市西原1-1-1 武蔵野ビル（本社）,1969,,11302,2億6000万円,,"Failed to retrieve page, status code: 410",代表取締役社長 安田 信行
2024-08-01,アピ株式会社,食品・飲料メーカー（原料含む）,35,■事業内容：（1）蜂蜜、ローヤルゼリー等の蜂産品、及び健康食品、医薬品、化粧品の製造販売 （2）養蜂指導と蜂・養蜂器具の販売 （3）健康訴求原料に関する研究、開発 （4）健康食品を主とした、商品企画から生産、出荷までのOEMトータルサービス,岐阜県岐阜市加納桜田町1-1,1972,,1641,48百万円,38.0,http://www.api3838.co.jp/,
2024-07-01,株式会社サクラクレパス,文房具・事務・オフィス用品メーカー,1,総合文具メーカーとして、描画材や筆記具・事務用品のみならず、色材技術を応用して医療分野・工業分野・エレクトロニクス分野にも商品展開しています。■創業以来リーディングカンパニーとして安定成長を続けています。■幼稚園・小学校などを対象にした教育用品の通販事業「Educe」を展開しています。,大阪府大阪市中央区森ノ宮中央1-6-20,1921,,1600,9000万円,41.4,https://www.craypas.co.jp/,代表取締役社長 西村 彦四郎
2024-08-01,株式会社神戸物産,ファーストフード関連,8,■業務スーパー（食品スーパー）、プレミアムカルビ（焼肉店）、馳走菜（惣菜店）、神戸クック・ワールドビュッフェ（ビュッフェレストラン）の経営■業務スーパー、馳走菜、神戸クック・ワールドビュッフェのフランチャイズ本部■加盟店への経営ノウハウの指導や援助■海外での商品開発や開発商品の輸入及び国内自社工場での商品開発。それらの商品の加盟店への供給■再生可能エネルギーを活用した発電所の運営,兵庫県加古川市加古川町平野125番1,1985,プライム市場,2458,5億円,,https://www.kobebussan.co.jp/,代表取締役社長 沼田 博和
2024-07-01,朋和産業株式会社,石油化学メーカー,1,■事業内容： ・プラスチックフィルム、紙等による軟包装資材の製造販売・販売促進ツールの企画、製造、販売・上記に付随する一切の業務,千葉県船橋市習志野4-16-12,1962,,1581,500百万円,,http://www.howa-s.co.jp/,代表取締役社長 小澤 善孝
2024-08-01,東洋アルミニウム株式会社,金属・製綱・鉱業・非鉄金属メーカー,3,■事業内容：アルミ箔・アルミパウダー・アルミペースト・アルミ合金粉末・高純度窒化アルミ粉の製造販売■使用用途：アルミ箔はクッキングホイル等の日用品から菓子・インスタント食品・薬品のパッケージや電解コンデンサに、またアルミペーストは自動車用メタリック塗料、アルミ粉は固体ロケット燃料、高純度窒化アルミニウム粉はIC基板などに、東洋アルミの提供する素材はあらゆるシーンで私たちの生活を支えています。,大阪府大阪市中央区久太郎町3-6-8,1931,,1477,"8,000百万円",43.2,http://www.toyal.co.jp/,
2024-08-01,株式会社オハラ,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,8,≪東証スタンダード市場の安定企業/光およびエレクトロニクス事業機器向けガラス素材の製造・販売を手掛けています≫■企業の特徴：同社は、技術力に強みを持った光学ガラス業界の老舗メーカーです。光産業の未来を創造する同社の光学ガラスは、デジタルカメラおよび液晶プロジェクターに代表されるデジタル関連機器をはじめとして、顕微鏡・天体望遠鏡などの光学機器にも使用されています。光学ガラスで培った技術をもとに開発された同社の特殊ガラスは、半導体／FPD露光装置用部材等に使用されている結晶化ガラスの他、光通信フィルター用サブストレート、精密測定用基板、装飾用など幅広い分野で活躍しています。,神奈川県相模原市中央区小山1-15-30,1944,スタンダード市場,478,"5,855百万円",42.0,http://www.ohara-inc.co.jp/jp/,
2024-08-01,株式会社Mizkan,食品・飲料メーカー（原料含む）,15,■事業内容：株式会社Mizkanは、日本＋アジア地域における食酢・味ぽん・納豆等の企画開発・製造・販売を担っています。生産工場は8工場(5拠点)あり、各工場からドライ製品(調味料)・チルド製品(納豆)を全国に安定供給しています。,愛知県半田市中村町2-6,1990,,1491,330百万円,43.0,http://www.mizkan.co.jp/company/,
2024-08-01,株式会社 チュチュアンナ,ファッション・アパレル・アクセサリーメーカー,10,■事業内容：レッグウェア、インナー、ウェア、服飾雑貨等の商品企画、小売、卸売,大阪府大阪市中央区森ノ宮中央1-10-2,1979,,1585,85百万円,32.8,http://www.tutuanna.co.jp,
2024-08-01,プラス株式会社,文房具・事務・オフィス用品メーカー,24,■主な事業内容・オフィス家具、オフィスインテリア用品の製造・販売・文具、事務用品、OA・PC関連商品、事務機器の製造販売・オフィス環境のデザイン・施工・内装工事・電子光学機器、教育機器の製造・販売・日用雑貨品、食料品、ソフトウェア、書籍の販売・インターネットを利用した上記商品の販売・上記商品を対象とした海外事業,東京都港区虎ノ門4-1-28虎ノ門タワーズオフィス12F,1948,,8108,"9,867百万円",,http://www.plus.co.jp/,
2024-08-01,株式会社クレステック,その他メーカー,4,■事業内容：ドキュメントの企画・制作、70ヶ国以上への翻訳対応、使いやすい制作システムの開発などを進め、世界各国が満足できる品質基準での製造と、国を超えた情報伝達サービスを展開しています。また、梱包資材も海外に生産拠点を保有し、企画・設計から生産、納品迄展開しています。,静岡県浜松市中央区東三方町69,1984,スタンダード市場,1428,215百万円,,https://www.crestec.co.jp/,
2024-08-01,株式会社バロックジャパンリミテッド,繊維メーカー,20,■事業内容：「MOUSSY」や「SLY」といったオリジナルブランドの展開によって、衣料品やアクセサリーの輸出輸入業務、および小売りを行っています。,東京都目黒区青葉台4-7-7,2003,プライム市場,1424,"8,258百万円",,http://www.baroque-japan.jp/,
2024-06-01,ニホンフラッシュ株式会社,住宅設備・建材メーカー,9,"分譲マンションの内装ドアを中心に、化粧造作材・収納ユニットなどの製造・販売を行う国内トップシェアメーカーです。国内では1日に約1,500本、2002年から進出した中国では同約2,200本もの製品を生産しており、日中あわせた供給能力は年間180万セットにものぼりますが、独自改良を加え続けているERPシステムが「多品種少量生産」「Just In Time」を可能にし、高付加価値商品を安価で産み出しています。",徳島県小松島市横須町5-26,1964,プライム市場,247,"1,117百万円",37.0,http://www.nfnf.co.jp/,
2024-08-01,麒麟麦酒株式会社,食品・飲料メーカー（原料含む）,2,■事業内容：酒類の製造、営業、販売,東京都中野区中野4-10-2中野セントラルパークサウス,2007,,3604,"30,000百万円",,http://www.kirin.co.jp/,
2024-08-01,JFEテクノリサーチ株式会社,試薬メーカー・受託合成・受託分析,17,■事業内容：（1）研究・開発・設計支援（課題解決型調査・利用技術提案）・材料や製品の性能評価、材料や製品の故障解析／不具合調査・材料微細構造解析技術、有機材料解析／フィルム評価（2）製造・検査支援（正確でタイムリーな「みえる化」技術）・極微量分析技術、分光、画像検査システム機器販売・オンサイト計測／分析サービス、オリジナル開発商品（3）調査・技術サービス支援（顧客視点の提案）・環境分析、環境調査及びアセスメント、水処理技術調査、土壌、地下水調査、特殊調査・知財調査、特許戦略、先行技術調査・教育、研修、システム構築、調査研究、市場調査・翻訳、DTP、Web制作、情報検索,東京都千代田区大手町1-6-1,2004,,1412,100百万円,48.0,http://www.jfe-tec.co.jp/,
