更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,従業員数,資本金,平均年齢,企業URL,代表者
2024-08-01,株式会社ノザワ,住宅設備・建材メーカー,8,■事業内容：押出成形セメント製品・スレート・不燃混和材・耐火被覆材（コーベックス）等の製造・販売・施工、石綿除去工事・建設資材販売、肥料の製造及び販売、一般建設業・損害保険代理業・生命保険募集業■事業の特徴：・国内事業…同社グループは押出成形セメント製品（アスロック・住宅用高遮音床材・住宅用軽量外壁材）、スレート、不燃混和材、耐火被覆材（コーベックス）等の製造、販売、施工及び石綿除去工事並びに建設資材販売、肥料の製造及び販売、一般建設業、損害保険代理業、生命保険募集業を行っています。,兵庫県神戸市中央区浪花町15,1913,スタンダード市場,336,"2,449百万円",43.8,http://www.nozawa-kobe.co.jp/,
2024-06-01,日本テルペン化学株式会社,香料メーカー,1,■企業概要同社は大正8年（1919）に再製樟脳株式会社として設立以来、テルペン類（植物から得られる天然精油）を主原料とした香料ケミカルズ事業において、国内トップクラスの地位を築いています。同社が自然との対話から学んだ数多くの知見は、時代のニーズに合わせてさまざまな技術と融合し、日常生活における個性豊かな癒しの創出に貢献しています。現在は、伝統のテルペンケミカルズだけではなくファインケミカルズ分野・エレクトロニクス分野にも同社製品が使用されています。,兵庫県神戸市東灘区向洋町東2-3,1919,,56,64百万円,46.0,http://www.nipponterpene.co.jp/,
2024-06-01,マルカン酢 株式会社,食品・飲料メーカー（原料含む）,1,■事業内容：食酢の製造販売及び関連食材の販売■事業の特徴：慶安2年（1649年）創業以来、食酢及び関連食材の製造・販売を行っています。家庭用商品のみならず、ドレッシングやたれなどの加工原料用に高酸度酢、外食店向けの業務用すし酢など幅広い多くの商品を展開しています。,兵庫県神戸市東灘区向洋町西5-6,1949,,99,30百万円,44.0,https://www.marukan.com/,
2024-07-01,日清鋼業株式会社,金属・製綱・鉱業・非鉄金属メーカー,3,■事業内容：（1）鉄鋼スラグの加工・販売・鉄鋼スラグの加工…最新の技術で神戸製鋼所の神戸、加古川両製鉄所、高砂製作所のスラグ加工、各種スラグ製品の製造を一手に引き受けています。/各種スラグ製品の品質試験…コンクリート試験、土質試験、路盤材試験など、整えられた試験体制は新たなスラグの可能性を模索する技術開発を可能にしています。/軌道工事、設備保全工事の施工…神戸製鉄所ならびに加古川製鉄所の保全工事および軌道工事を施工しています。,兵庫県神戸市灘区岩屋北町4-4-1,1958,,395,70百万円,42.0,http://www.nisshinkogyo.com/,
2024-08-01,株式会社シャルレ,ファッション・アパレル・アクセサリーメーカー,8,■事業内容：・レディースインナーを主体とする衣料品、化粧品、健康食品等の販売,兵庫県神戸市中央区港島中町7-7-1,1975,スタンダード市場,204,100百万円,43.8,http://www.charle.co.jp/,
2024-08-01,株式会社 シュゼット,食品・飲料メーカー（原料含む）,14,◇事業内容1969年兵庫県にて創業し、現在は百貨店を中心に４つの高級洋菓子・パンブランドで国内外155店舗を展開。商品企画・開発・製造・販売まで一貫して自社プロデュースを行う体制で、12期連続黒字経営。「ロイター」「Newsweek日本版WEB」掲載実績あり。SDGs・サスティナブルへの取組み事例として東日本への循環型支援商品にて「ソーシャルプロダクトアワード」、「企業フィランソロフィー賞」受賞。航空会社とのフードロス削減商品開発。,兵庫県芦屋市公光町7-10-101,1969,,412,100百万円,,http://www.suzette.co.jp/,
2024-08-01,大和工業株式会社,金属・製綱・鉱業・非鉄金属メーカー,12,■事業内容：同社は以下の3つを主力事業として国内、海外にグループ会社を有するグローバル企業です。「独立資本」で創業以来７０年以上もの長きにわたり、「鉄」と共に成長してきました。最大の特徴は、同業他社を圧倒する海外事業展開にあり、兵庫県姫路市から世界各国に成長の翼を広げています。 (1)鉄鋼：H形鋼、鋼矢板、溝形鋼、I形鋼、縞H形鋼 (2)重工：鋳鋼品、製缶品、機械加工品、造船用形鋼、EGR (3)軌道用品：鉄道用分岐器、脱線防止ガード、LRT軌道用分岐器、伸縮継目,兵庫県姫路市大津区吉美380,1944,プライム市場,4200,"7,996百万円",,https://www.yamatokogyo.co.jp/,
2024-08-01,多木化学株式会社,総合化学メーカー,6,■事業内容： アグリ事業、化学品事業、不動産事業,兵庫県加古川市別府町緑町2,1918,プライム市場,474,"2,147百万円",44.2,https://www.takichem.co.jp/index.html,
2024-07-01,兵庫パルプ工業株式会社,製紙・パルプメーカー,4,■事業内容： パルプの製造・販売、電力の製造・販売■主要製品：未晒・半晒クラフトパルプ,兵庫県丹波市山南町谷川858,1958,,170,60百万円,,https://www.hyogopulp.co.jp/index.html,
2024-08-01,第一工業株式会社,その他メーカー,2,■事業内容： 食品対応低温冷水機などの製造・販売,兵庫県姫路市保城474,1958,,40,30百万円,43.0,https://www.firstline.jp/,
2024-07-01,ハヤカワ電線工業株式会社,金属・製綱・鉱業・非鉄金属メーカー,5,■事業内容：ワイヤーハーネス及び電子部品の製造販売,兵庫県姫路市西延末422,1964,,204,99百万円,45.0,http://www.hdk-corp.com/,
2024-07-01,株式会社がまかつ,スポーツ・アウトドア用品メーカー,7,■事業内容同社は「釣具、アパレルの企画・製造・販売を行う釣具メーカーです。設立以来「自然との共生」をコンセプトに、究極のフィッシング・スポーツを探求し続けています。主力製品である釣鈎は、全国の釣具店でほぼ確実に販売されている等、同社ブランドは釣具のマーケットにおいて圧倒的な知名度があり、国内のみならず海外でも、「Gamakatsu」ブランドで販売されています。商品群には材料工学、機械工学はもとより、人間の勘や感性、人間工学的要素も視野に入れた高い技術力を結集し、世界中の幅広いユーザーニーズに対応しています。,兵庫県西脇市郷瀬町417,1968,,200,50百万円,,http://www.gamakatsu.co.jp/,
2024-08-01,株式会社大熊,ナノテク・バイオメーカー,4,■当社概要：1935年創業。研究開発を行う上で必要となる理化学機器/バイオ機器/分析機器/光学機器/環境機器/試薬等の販売及び 修理を手掛ける専門商社。長年にわたり積み上げてきた豊富なノウハウと実績を活かし、研究開発を支援する技術情報を提供。,岡山県岡山市南区大福378-1,1951,,57,45百万円,,なし,
2024-08-01,オーエム機器株式会社,住宅設備・建材メーカー,3,オフィス用フロアシステムなどを自社開発、福祉機器は大手メーカーへOEM供給を手掛けるメーカーです。現在の開発・製造領域は下記の通りです。（1）オフィス関連商品／OAフロア、コンピュータールーム・クリーンルーム用フロアなど（2）福祉関連商品／トイレ手すり、室内用車イスなど。大手住宅設備メーカーへのOEM供給を行っています。（3）ファクトリー関連商品／ドーリー車（運搬台車）、アルミカートなど（4）断熱高機能商品／空調設備パネル、断熱物置パネルなど,岡山県総社市赤浜500,1973,,137,64百万円,42.0,http://www.omrex.co.jp/,
2024-06-01,啓和ファインマテリアル株式会社,金属・製綱・鉱業・非鉄金属メーカー,2,■事業内容： 各種鉱産物の粉砕加工及び仕入販売,岡山県備前市八木山830,1968,,56,11百万円,,http://www.keiwa-fm.co.jp,
2024-05-01,株式会社ショーワ,ファッション・アパレル・アクセサリーメーカー,4,■事業内容：子供服、カジュアルウェア向けを中心にした独自のテキスタイルの企画・製造・販売およびソフト開発（関連会社アソシエイツ・ショーワとともに糸から服の製造販売まで行うトータルファッションクリエイター）,岡山県倉敷市児島稗田町2006,1905,,26,33百万円,52.0,http://www.showatex.co.jp/,
2024-06-01,中国精油株式会社,石油化学メーカー,3,■事業内容：・化学品精密蒸留及び特殊樹脂の受託製造（精密蒸留の技術は高く、高純度の製品を取得している）・潤滑油、オートケミカル品の製造、販売（オートケミカル品は一部自動車メーカーに納入している）・製鉄所構内での請負作業、下請企業管理（構内での再資源化、再利用等を提案し貢献している）・樹脂、ワックスの販売（海外品を輸入し国内で販売。一部海外にも輸出している）・シンナー溶剤の製造販売,岡山県岡山市北区中山下2-1-77,1941,,155,83百万円,37.3,https://www.chusei-oil.com/,
2024-08-01,ナガセヴィータ株式会社,食品・飲料メーカー（原料含む）,13,■事業内容：食品原料、医薬品原料、化粧品原料、健康食品原料、機能性色素の開発・製造・販売,岡山県岡山市北区下石井1-1-3日本生命岡山第二ビル新館,1932,,797,500百万円,,https://group.nagase.com/viita/about_us/,
2024-07-01,株式会社あじかん,食品・飲料メーカー（原料含む）,13,鶏卵加工製品・野菜加工製品・水産練製品・その他食品の製造、販売、および卸売、農産物の生産、販売、ならびに運輸業【「あじかん」の由来】「あ」に始まり、「ん」で終わる「あじかん」。ひらがな51文字が持つ、無限の可能性や創造性、そして、仏教の修行法「阿字観」、味覚の追求を意味する「味観」という意味も込められています。,広島県広島市西区商工センター七丁目3番9号,1965,スタンダード市場,880,11億225万円,43.0,http://www.ahjikan.co.jp/,代表取締役 社長執行役員 足利 直純
2024-06-01,オタフクホールディングス株式会社,食品・飲料メーカー（原料含む）,1,"■オタフクソースについての概要同社はソース、酢、たれ、その他調味料の開発・ 製造・販売を行う食品メーカーです。主力商品「お好みソース」は、お客様に多くのアドバイスを頂きながら出来た商品です。戦後、原爆焼け野原の中、屋台のお好み焼屋さんと共に試作を繰り返して開発されました。幸い日本中の多くの量販店様に製品を取り扱い頂いています。お客様のご要望を形にすることが、私たちの商品開発の基本です。例えば、量販店にある「お好みソース」などだけでなく、2,000種類以上の調味料を製造。",広島県広島市西区商工センター7-4-27,1952,,923,100百万円,40.5,https://www.otafuku.co.jp/,
2024-08-01,クレトイシ株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,10,【トヨタ自動車への研磨材料トップシェア企業】■概要:大正8年創業以来、90年超の歴史をもつ研削研磨の総合メーカーです。,東京都港区浜松町2-1-5クレトイシビル,1943,,644,330百万円,42.0,http://www.kgw.co.jp,
2024-08-01,三新化学工業株式会社,機能性化学（有機・高分子）メーカー,3,■事業内容： 有機ゴム薬品、重合調整剤、その他科学薬品の製造・製品：ゴム薬品、化学研磨剤、その他の製品、カチオン重合開始剤、防錆剤、重合調整剤・禁止剤,山口県柳井市柳井150,1949,,153,150百万円,,https://www.sanshin-ci.co.jp/keyword.html,
2024-08-01,株式会社トクヤマ,石油化学メーカー,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 化学関連製品の製造販売■化成品部門ソーダ・クロルアルカリ・塩化ビニル樹脂■セメント部門セメント・資源環境■電子材料部門シリコン（多結晶シリコン）・乾式シリカ・電子工業用高純度薬品・窒化アルミニウム■ライフサイエンス部門ファインケミカル・合成材料・メガネ材料・医薬品原料・歯科材料 ■環境事業部門資源リサイクル・イオン交換膜 2022年7月doda掲載求人より引用,東京都千代田区外神田1-7-5フロントプレイス秋葉原,1918,プライム,,"10,000 百万円",,"Failed to retrieve page, status code: 410",代表取締役 社長執行役員 横田 浩
2024-08-01,ＵＢＥ株式会社,石油化学メーカー,16,■概要：化学を中心に機械など幅広く事業を展開し、海外にも生産拠点を構えるグローバル企業です。,山口県宇部市大字小串1978-96,1942,プライム市場,2216,"58,435百万円",,https://www.ube-ind.co.jp/ube/jp/index.html,
2024-08-01,株式会社長府製作所,住宅設備・建材メーカー,1,■住宅設備機器を扱う総合メーカー＜営業品目＞◎給湯機器：石油給湯器/石油風呂釜/ガス給湯器/ガス風呂釜/電気温水器/エコキュート◎空調機器：ルームエアコン/ヒートポンプ式熱源機/FF式温風暖房機/温水暖房システム/石油ストーブ◎システム機器：システムバス/人工大理石浴槽/システムキッチン◎ソーラー機器：太陽熱温水器/ソーラー床下換気扇,山口県下関市長府扇町2番1号,1954,プライム市場,1400,70億円,,https://www.chofu.co.jp/,代表取締役社長 種田 清隆
2024-08-01,宇部マテリアルズ株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,5,■事業内容： 各種マテリアル製品の企画・開発・製造・販売（マグネシアクリンカーその他耐火材料・石灰その他窯業製品・マグネシウム系及びカルシウム系化学工業品・電子材料および光学材料・ファインセラミックスその他複合材料・樹脂用補強材・肥料・マグネシウム、カルシウム補強用の食品添加物）■当社の製品は鉄鋼・化学工業を中心に先端技術、建設、農業から環境分野にまで広がり、皆さんの暮らしを様々な形で支えています。,山口県宇部市相生町8-1,1949,,725,"4,047百万円",,https://www.ubematerials.co.jp/,
2024-08-01,株式会社ファーストリテイリング,ファッション・アパレル・アクセサリーメーカー,83,"ファーストリテイリンググループは、ユニクロ、ジーユー、セオリーなどのブランドを世界中で展開しています。2023年8月期の連結売上収益は2兆7,665億円です。グループの中核事業であるユニクロ事業は、世界中に2,434店舗を出店し、売上高は2兆3,275億円（2023年8月期）です。ユニクロはLifeWear（究極の普段着）のコンセプトのもと、素材調達から企画、生産、販売までの一貫したプロセスにより、高品質な素材や機能性素材を使った独自の商品を、リーズナブルな価格で販売しています。",山口県山口市佐山10717-1,1963,プライム市場,58505,"10,273百万円",,http://www.fastretailing.com/jp/,
2024-07-01,大倉工業株式会社,その他メーカー,6,【事業内容】●合成樹脂事業 ・カップ麺を包装しているシュリンクフィルムや電子材料を保護するラミネートフィルムなど、一般用から高度産業用まで、様々な包装用プラスチックフィルムの製造、販売をしている事業です,香川県丸亀市中津町1515,1947,プライム市場,1043,"8,619百万円",,https://www.okr-ind.co.jp/,
2024-07-01,キャスコ株式会社,スポーツ・アウトドア用品メーカー,3,■事業内容：ゴルフ用品の製造・販売（ゴルフボール、クラブ、グローブ、バッグ類、ウェア、シューズ、その他ゴルフ関連用品）,香川県さぬき市志度5412,1964,,197,100百万円,42.6,https://www.kascogolf.com/jp/,
2024-07-01,讃陽食品工業株式会社,食品・飲料メーカー（原料含む）,1,■事業内容：瓶詰・缶詰食品製造販売および、輸入販売■取扱商品：・業務用…ピクルス、テーブルオリーブ、チャツネ、アンチョビー、オリーブオイルなど・家庭用…ピクルス、テーブルオリーブ、チャツネ、オリーブオイル、ビネガー、アンチョビーなど,香川県高松市松島町1-13-14,1958,,116,219百万円,45.0,https://www.so-food.co.jp/,
2024-07-01,勇心酒造株式会社,化粧品メーカー,1,■事業内容：清酒製造販売、米醸造発酵製品製造販売、化粧品製造販売、医薬部外品製造販売お米と独自の発酵技術から生み出した「ライスパワーエキス」。その開発元である当社は、ライスパワーエキスの効果を最大限活かした商品や昔ながらの手作りのお酒はもちろんのこと、新しい価値を乗せたお酒もお届けしています。,香川県綾歌郡綾川町小野2088-1,1979,,125,10百万円,38.0,https://www.yushin-brewer.com/,
2024-06-01,中西電機株式会社,住宅設備・建材メーカー,3,■事業内容： 照明器具・電線・配線器具・空調機器・映像通信機器・受配電設備・太陽光発電・家庭電化器具その他の電気設備資材、システムキッチン・バスユニット・給湯設備その他の住設関連機器の卸売およびこれに付帯する事業,香川県高松市花ノ宮町1-9-25,1951,,98,80百万円,,http://www.nakanishi-denki.jp/,
2024-06-01,株式会社猪川商店,製紙・パルプメーカー,2,【明治30年創業の老舗企業】【地元の大手企業と安定した取引】■事業内容：・製紙および紙パルプ用工業薬品、紙加工用薬品、土木工事用薬品、建築資材用薬品、食品加工用薬品などの販売・ボイラーおよびボイラー薬品、公害防止設備ならびに測定機器および関連薬品その他各種資材などの販売,愛媛県四国中央市川之江町1211-4,1952,,19,30百万円,,http://www.inokawa.co.jp/,
2024-08-01,丸住製紙株式会社,製紙・パルプメーカー,8,■事業内容：（1）紙・パルプ分野…紙は、日常生活において、様々な形で身近に共存しています。しかし、生物が生きていく上で欠かすことのできない「自然」の一部から作られているのが「紙」です。同社は、かけがえのない「自然」と「紙」との共存を目標に、環境保全技術の向上に努め、地球環境の負荷軽減に真摯に取り組んでいます。※新聞用紙・出版用紙・印刷用紙・情報用紙・衛生用紙・クラフトパルプの製造ならびに販売。（2）エネルギー分野…「長期経営ビジョン2024」の実現に向けた「環境・社会関連事業の強化」戦略の一環として、発電事業への積極的な取り組みを展開しています。・バイオマス発電・太陽光発電,愛媛県四国中央市川之江町826,1946,,500,"1,200百万円",,https://www.marusumi.co.jp/,
2024-08-01,株式会社モロフジ,機能性化学（有機・高分子）メーカー,2,■企業概要： 包装資材などの合成樹脂製品、紙加工製品製造販売業■事業詳細：各種軽包装資材製造販売、ノベルティグッズの製品加工、ポリエチレンフィルム製品、セットアップ加工、合成樹脂製品、紙加工、食品容器製品,福岡県筑紫野市武蔵3-2-18,1989,,57,10百万円,,https://morofuji.co.jp/?gclid=EAIaIQobChMIpv6y-KiU8gIVTamWCh3WFgpUEAAYASAAEgJFj_D_BwE,
2024-07-01,株式会社ヴェントゥーノ,食品・飲料メーカー（原料含む）,1,■事業概要化粧品、健康食品の開発から販売までを一貫して自社で行っています。通信販売によって自社商品を販売。主な商品は、健康食品の「海藻専科」「快朝シリーズ」、ヘアケア・化粧品の「エフウィズシリーズ」など。一連の健康ブームによってTV番組や雑誌などでも数多く取り上げられ、発売以来ご好評を頂いています。,福岡県福岡市中央区大宮2-1-1,1990,,70,20百万円,35.0,http://www.ventuno.com/,
2024-07-01,TOTO株式会社,住宅設備・建材メーカー,1,トイレ・洗面・バス・キッチンなど水廻り設備の製造・販売,福岡県北九州市小倉北区中島2-1-1,1917,プライム市場,35027,"355億7,900万円",,https://jp.toto.com/,代表取締役社長執行役員 清田 徳明
2024-08-01,黒崎播磨株式会社,金属・製綱・鉱業・非鉄金属メーカー,22,■企業概要： 国内外の高炉メーカー向け耐火レンガの製造や各種窯炉の設計施工、半導体業界向け各種産業用ファインセラミックスの製造など、日本の基幹産業のモノづくりを支える 企業です。,福岡県北九州市八幡西区東浜町1-1,1918,プライム市場,2362,"5,537百万円",42.2,http://www.krosaki.co.jp/,
2024-08-01,大石産業株式会社,その他メーカー,5,■企業概要： ・包装資材の総合メーカーとして、産業用包装資材の製造販売を行っています（パルプモウルド、フィルム、重包装袋、段ボール）。・東京証券取引所上場企業です。,福岡県北九州市八幡東区桃園2-7-1,1947,スタンダード市場,346,466百万円,,http://www.osk.co.jp/,
2024-08-01,吉川工業株式会社,金属・製綱・鉱業・非鉄金属メーカー,1,■鉄鋼事業■エレクトロニクス事業■エンジニアリング事業■表面処理事業■ICTソリューション事業＜支社・支店＞■東京支社（新宿区）■室蘭支店（北海道）■君津支店（千葉県）■名古屋支店（愛知県）■堺支店（大阪府）■広畑支店（兵庫県）■光支店（山口県）■八幡支店（福岡県）■大分支店（大分県）■シンガポール,福岡県北九州市八幡東区尾倉2丁目1番2号,1920,,1600,1億円,,http://www.ykc.co.jp,代表取締役社長 吉川 和良
2024-07-01,古手川産業株式会社,その他メーカー,1,■事業内容： 1.工業用生石灰・消石灰・タンカル2.肥料・農業用生石灰・消石灰・炭酸苦土石灰3.石灰系地盤改良材（アースライム）4.排ガス処理用高反応消石灰（カルミューメソックス）5.アルカリ性中和剤（タマブラン）6.微細板状白色顔料（モノカーボネート）7.太平洋セメント株式会社の鉱工製品取扱い8.土質調査・試験,大分県津久見市合ノ元町1-4,1895,,123,79百万円,43.0,"Failed to retrieve page, status code: 410",
2024-08-01,佐々木食品工業株式会社,食品・飲料メーカー（原料含む）,5,■概要：大分県を中心に九州全域にてボーダレスな事業展開を図る佐々木グル―プにおいて、製粉・製麺の加工業としてスタート。現在は、本格的に健康食品原料（青汁原料）の製造・販売を行うとともに受託加工事業も展開。時代とともに多様化する人々の食生活の変化に対応できる原料メーカーを目指して、成長・発展を続ける企業です。,大分県豊後高田市界276,1954,,300,49百万円,,http://www.sasakishokuhin.co.jp/,
2024-08-01,旭有機材株式会社,製紙・パルプメーカー,25,■事業内容： 「錆びない、薬液に侵されない、軽い」といったプラスチックの特性を活かしてプラスチック・バルブを世界に先駆けて開発。化学工場、半導体工場、水族館、温泉、田園や住宅など、幅広い分野で活躍しています。また、フェノール樹脂、レジン・コーテッド・サンド（フェノール樹脂含浸の鋳物用砂）、発泡材料等の「樹脂事業」も展開。,宮崎県延岡市中の瀬町2-5955,1945,プライム市場,1355,"5,000百万円",43.0,http://www.asahi-yukizai.co.jp/,
2024-07-01,カネリョウ海藻株式会社,食品・飲料メーカー（原料含む）,1,■食品(主に海藻）の加工販売ドライ加工、塩蔵加工、パッキング加工、もずく加工、めかぶ加工、各種海藻加工品販売［グループ会社］カネリョウ海藻株式会社有限会社髙木商店株式会社トリトンフーヅ［主な取引先］全国魚市場荷受、全国食品問屋、スーパーマーケット、量販店,熊本県宇土市笹原町1544［工場］本社工場仙台工場(宮城県黒川郡)［営業所］本社仙台営業所（宮城県黒川郡）東京営業所（東京都中央区）大阪営業所（大阪市淀川区）,1993,,411,300万円,,https://www.kaneryo.co.jp/,代表取締役社長 髙木 良樹
2024-08-01,上田石灰製造株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,10,～創業明治23年・石灰産業界のパイオニア・「次代の環境づくり」にチャレンジする企業～,岐阜県大垣市赤坂町3751,1948,,134,100百万円,,http://www.uedalime.co.jp/,
2024-06-01,コダマ樹脂工業株式会社,石油化学メーカー,1,■事業内容：合成樹脂成形品製造及び販売（工業薬品、電子薬品用容器、農業資材、環境資材）■同社の特徴：・合成樹脂ブロー成形品および射出成形品の総合メーカーです、特に大型ブロー成形品では全国シェア75％を誇ります。・ISO9001を取得し、高品質な製品を生産し、あらゆるニーズに対応できるノウハウと生産システムを確立しています。・ISO14001を取得すると共に環境保護について積極的に取り組み、エコマーク認可商品の開発をしています。・世界で唯一クラス100のクリーン環境下での成形を実現しています。,岐阜県安八郡神戸町大字末守377-1,1957,,334,90百万円,42.0,http://www.d-kjk.co.jp/,
2024-07-01,アルプス薬品工業株式会社,食品・飲料メーカー（原料含む）,2,～創業70年、独自の生薬精製技術を有し、世界最大級の医薬品原薬の生産量を誇ります～■沿革：1947年に飛騨の山野に自生する薬草を利用して医薬品の製造をスタート。現在では、合成・生薬・漢方医薬品の他に天然色素、食品添加物、飼料添加物等を生産し、国内・海外に出荷しています。取引企業は国外も合わせ450社以上、大学・他企業との共同研究、受託製造等も積極的に行っています。■事業内容：医薬品、工業薬品、食品添加物、動物用医薬品、飼料添加物、化粧品、香料、肥料及び製薬の製造並びに販売、生薬に関する研究,岐阜県飛騨市古川町向町2-10-50,1947,,331,97百万円,41.0,https://www.alps-pharm.co.jp/,
2024-08-01,布袋食糧株式会社,食品・飲料メーカー（原料含む）,4,■企業概要：1946年に製粉工場として設立し、現在では食品製造に関わる顧客企業向けの原料供給をはじめ、自社での二次加工品の製造・研究開発、一般消費者向け食品の企画製造、小麦を軸として事業展開を行っています。■業務内容：（1）製粉及び小麦粉の販売（2）製麺、製パン、製菓及び小麦粉加工食品の販売（3）精米、精麦および米麦加工食品の販売（4）飲食店業および外食産業（5）飼料の製造加工、販売及び委託加工（6）製粉、精米、米麦加工食品製造ならびに外食産業で使用する機械装置類の賃貸（7）不動産の賃貸,愛知県江南市五明町高砂159,1946,,60,100百万円,42.9,http://www.hotey.co.jp/,
2024-07-01,サンレックス工業株式会社,繊維メーカー,5,■事業内容： 不織布及び不織布関連製品の製造,三重県四日市市朝明町1,1986,,134,240百万円,,https://www.sun-rex.jp/,
2024-07-01,旭工機株式会社,住宅設備・建材メーカー,1,■事業内容： 配管資材・住宅設備機器・鋼材・機械工具等の販売（加工や施工を含む）,三重県津市修成町8-1,,,65,48百万円,,http://asahi-kouki.co.jp/,
2024-08-01,青木油脂工業株式会社,機能性化学（有機・高分子）メーカー,6,■事業内容： 界面活性剤、ポリオール、その他、機能化学品の製造・販売,大阪府大阪市西淀川区大和田1-3-51,1949,,214,80百万円,38.0,https://blaunon.co.jp/,
2024-08-01,株式会社あみだ池大黒,食品・飲料メーカー（原料含む）,8,■事業内容： 主要品目の「粟おこし」「岩おこし」を始め、100種類以上のアイテムを有する大阪発「おかしづくり」の老舗です。米菓、焼き菓子、まんじゅう等の和菓子、チョコレートやクッキーなどの洋菓子の製造、および販売を行っており、テーマパークの土産菓子も手掛けております。またTVCMでお馴染みの「大阪花ラング」は新大阪駅で一番人気の大ヒット商品です。,大阪府大阪市西区北堀江3-11-26,1805,,170,30百万円,31.0,http://www.daikoku.ne.jp/pxc/,
2024-06-01,荒川化学工業株式会社,機能性化学（有機・高分子）メーカー,1,■工業用薬品・化学製品の製造販売■特色：創業140年をこえる歴史ある企業です。創業以来黒字経営を続けており、2003年3月に東証・大証1部上場を果たしました。※現在は東証プライム市場に上場シェア40％の製紙用薬品、印刷インキ用樹脂をはじめ、粘着・接着剤用樹脂のほか、チューインガムの素となる食品用エステルガムなど、国内トップシェアの製品をいくつも持っております。,大阪府大阪市中央区平野町1-3-7,1931,プライム市場,1677,"3,343百万円",,http://www.arakawachem.co.jp/jp/,
2024-07-01,アルインコ株式会社,金属・製綱・鉱業・非鉄金属メーカー,5,■事業内容：・仮設機材の開発／製造／販売・仮設足場の総合レンタルサービス・オクトシステムの総合レンタルサービス・各種DIY関連製品の開発／製造／販売・アルミ型材の加工／販売・無線通信関連機器の開発／製造／販売・フィットネス関連製品の販売,大阪府高槻市三島江1-1-1,1970,プライム市場,770,"6,361百万円",39.7,http://www.alinco.co.jp/,
2024-08-01,オージェイケイ株式会社,石油化学メーカー,6,◆事業内容：プラスチックフィルムおよびシートの製造・販売◆事業の特徴：1959年創立以来、総合食品包装材料メーカーとして「シート、フィルム、成形品」の3事業を基盤に歩んできました。おかげさまで設立60周年を迎えました。食品トレイなどに使われているPPシート（ポリプロピレンシート）のシェアは、業界でもトップクラスです。◆ビジョン：食品分野のみならず、非食品分野（医療用フィルム、物流）にも注力しており、さらなる事業拡大を目指しています。,大阪府大阪市北区梅田1-2-2-1300,1959,,172,246百万円,45.0,http://www.ojk-mfg.co.jp/,
2024-08-01,株式会社ヨータイ,金属・製綱・鉱業・非鉄金属メーカー,2,■事業概要：同社は創業80年を超えた耐火物製造・販売メーカーです。東京駅や中之島公会堂の壁面レンガにも同社製品が使用されており、歴史と技術力によって多方面から高い評価を得てきたことが伺えます。現在、同社の主要顧客業界としては、鉄鋼・セメント・ガラス・セラミック・非鉄鋼・電子部品などが挙げられ、｢高温・腐食・磨耗からの炉殻の保護｣と｢熱の遮断及び熱損失の防止｣において同社製品の性能が発揮されています。特に定型耐火物(耐火れんが)においては国内トップシェアを占めています。,大阪府貝塚市二色中町8-1,1936,プライム市場,578,"2,654百万円",40.0,http://www.yotai.co.jp/,
2024-08-01,株式会社大森屋,食品・飲料メーカー（原料含む）,1,(1) 味付海苔、焼海苔等の製造・販売(2) ふりかけ、お茶漬け、スープ等の製造・販売,大阪府大阪市此花区西九条1-1-60,1927,,,"8億1,434万円",,https://ohmoriya-inc.co.jp/,代表取締役社長 稲野 達郎
2024-06-01,川村義肢株式会社,その他メーカー,2,■事業内容：義肢、装具、福祉用具の製造販売。補聴器販売店の運営など。,大阪府大阪市北区天神橋1-18-18,1963,,593,83百万円,,https://www.kawamura-gishi.co.jp/,
2024-08-01,共栄社化学株式会社,機能性化学（有機・高分子）メーカー,5,【国内トップシェアメーカー】【会社概要】■同社は1904年に石鹸の製造メーカーとして創業して以来、界面活性剤の製造技術を核に技術の葉脈を築き、現在では機能性化学品（メタクリル酸誘導体、アクリル酸誘導体等）、金属工業用化学品（伸線用潤滑剤、防錆剤等）、塗料添加剤（消泡剤、タレ止剤、分散剤等）の３つの事業領域を展開しています。■乾式伸線用潤滑剤「コーシン」は、同社が日本で初めて量産化に成功し、発売以来半世紀以上を経た現在も国内トップシェアを占めています。■「世界に通用する優良中堅企業」を目指し、グローバルニッチなビジネスを展開しています。,大阪府大阪市中央区南本町2-6-12,1904,,265,210百万円,42.0,http://www.kyoeisha.co.jp/,
2024-08-01,貴和化学薬品株式会社,石油化学メーカー,1,【事業内容】金属表面処理剤の製造・販売／活性炭を中心とした各種化学品の販売／医薬品の販売／活性炭の交換工事及び活性炭の劣化分析／金属表面処理プラントの企画、施工、各種化学分析など,大阪府豊中市庄内栄町5-5-24,1953,,70,"3,000百万円",,http://www.kiwachem.co.jp/,
