更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,株式会社クリハラ,食品・飲料メーカー（原料含む）,求人なし,群馬県伊勢崎市境島村3022,1993,代表取締役 岩渕 真知子,30 百万円,,,,,
2024-08-01,赤羽鉄工株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,長野県上伊那郡箕輪町大字中箕輪8092,1970,代表取締役 赤羽 廣治,20 百万円,,,,,
2024-08-01,レイナ株式会社,繊維メーカー,求人なし,福岡県福岡市中央区渡辺通1-1-1サンセルコビル 3Ｆ,1977,代表取締役 末永 千晶,50 百万円,,,,,
2024-08-01,エヌピー化成株式会社,石油化学メーカー,求人なし,群馬県佐波郡玉村町大字川井155-1,1971,代表取締役 守谷 公男,75 百万円,,,,,
2024-08-01,株式会社キタキン,金属・製綱・鉱業・非鉄金属メーカー,求人なし,長野県上伊那郡箕輪町大字中箕輪1145-2,1966,代表取締役 北田 信明,40 百万円,,,,,
2024-08-01,株式会社東信鋼鉄,金属・製綱・鉱業・非鉄金属メーカー,求人なし,長野県上伊那郡箕輪町大字中曽根530-3,1967,代表取締役 中嶋 邦彦,95 百万円,,,,,
2024-08-01,栄通信工業株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,長野県上伊那郡箕輪町大字中箕輪11526,1960,代表取締役 今井 政彦,28 百万円,,,,,
2024-08-01,若女食品株式会社,食品・飲料メーカー（原料含む）,求人なし,島根県江津市渡津町961-4,1967,代表取締役 住田 真一,40 百万円,,,,,
2024-08-01,株式会社結び屋,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市豊平区月寒東二条19-20-40,1983,代表取締役 大森 健正,16 百万円,,,,,
2024-08-01,株式会社英技研,金属・製綱・鉱業・非鉄金属メーカー,求人なし,群馬県佐波郡玉村町大字上之手2103,1989,代表取締役 永塚 徹,20 百万円,,,,,
2024-08-01,株式会社ニチレイ・ロジスティクス九州,食品・飲料メーカー（原料含む）,求人なし,福岡県福岡市東区東浜2-85-19,1980,代表取締役 池田 忠男,100 百万円,,,,,
2024-08-01,ＮＴＮ鋳造株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,島根県出雲市灘分町475-1,1964,代表取締役 西埜植 彰勇,450 百万円,,,,,
2024-08-01,株式会社北日本メディカル,その他メーカー,求人なし,北海道札幌市豊平区平岸五条10-7-1,1989,代表取締役 櫻井 勇次,20 百万円,,,,,
2024-08-01,株式会社拓洋理研,その他メーカー,求人なし,福岡県福岡市中央区那の津3-9-11,1979,代表取締役 花井 慎一郎,10 百万円,,,,,
2024-08-01,株式会社コウリョウ,メーカー（素材・化学・食品・化粧品・その他）業界,求人なし,長野県伊那市長谷非持1064,1974,代表取締役 橋爪 義彦,10 百万円,,,,,
2024-08-01,株式会社カミイナ,ファッション・アパレル・アクセサリーメーカー,求人なし,長野県上伊那郡宮田村3418,1997,代表取締役 岡 貴之,30 百万円,,,,,
2024-08-01,宮田アルマイト工業株式会社,その他メーカー,求人なし,長野県上伊那郡宮田村5352-10,1973,代表取締役 清水 光吉,35 百万円,,,,,
2024-08-01,株式会社村山製作所,その他メーカー,求人なし,群馬県太田市下田島町1549-1,1967,代表取締役 村山 泰義,24 百万円,,,,,
2024-08-01,しげるテック株式会社,その他メーカー,求人なし,群馬県太田市新田木崎町366,1957,代表取締役 相馬 照彦,62 百万円,,,,,
2024-08-01,東毛再生アスコン株式会社,住宅設備・建材メーカー,求人なし,群馬県太田市新田反町町130-1,1982,代表取締役 池田 智,10 百万円,,,,,
2024-08-01,ホクシン工業株式会社,メーカー（素材・化学・食品・化粧品・その他）業界,求人なし,長野県下伊那郡松川町生田5888-1,1966,代表取締役 額賀 義朗,20 百万円,,,,,
2024-08-01,マックシステム株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,北海道札幌市豊平区豊平四条8-2-16グレース1 3Ｆ,1990,代表取締役 小林 徹也,10 百万円,,,,,
2024-08-01,丸高工業株式会社,その他メーカー,求人なし,島根県松江市東出雲町下意東1524-1,1953,代表取締役 高倉 完治,37 百万円,,,,,
2024-08-01,株式会社イイダアックス,住宅設備・建材メーカー,求人なし,長野県下伊那郡高森町上市田277-1,1969,代表取締役 福田 謙二,10 百万円,,,,,
2024-08-01,有限会社小笠原工芸社,家具・インテリア・生活雑貨メーカー,求人なし,北海道札幌市豊平区西岡538-26,1986,取締役 小笠原 重男,3 百万円,,,,,
2024-08-01,株式会社八洋フーズ,食品・飲料メーカー（原料含む）,求人なし,福岡県福岡市中央区那の津3-7-7,1983,代表取締役 川添 高弘,10 百万円,,,,,
2024-08-01,株式会社ビスク,文房具・事務・オフィス用品メーカー,無,福岡県福岡市中央区今泉1-16-20ヒュセットビル,1988,代表取締役 豊村 政人,20 百万円,,,,,
2024-08-01,化成工業株式会社,石油化学メーカー,求人なし,長野県下伊那郡阿智村春日1533-1,1968,代表取締役 中島 秀明,65 百万円,,,,,
2024-08-01,株式会社ジョーキュウ,食品・飲料メーカー（原料含む）,求人なし,福岡県福岡市中央区大名1-12-15,1989,代表取締役 松村 克己,92 百万円,,,,,
2024-08-01,株式会社山光食品,食品・飲料メーカー（原料含む）,求人なし,島根県松江市宍道町佐々布868-55,1991,代表取締役 周藤 貴裕,10 百万円,,,,,
