更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,上場市場名,事業内容
2024-08-01,オリヒロ株式会社,食品・飲料メーカー（原料含む）,求人なし,群馬県高崎市綿貫町1886,1972,代表取締役 鶴田 織寛,32 百万円,,,,,
2024-08-01,南海砂利株式会社,その他メーカー,求人なし,和歌山県橋本市学文路191-2,1944,代表取締役 上田 純也,40 百万円,,,,,
2024-08-01,株式会社群協製作所,金属・製綱・鉱業・非鉄金属メーカー,求人なし,群馬県高崎市上大類町392-2,1967,代表取締役社長 遠山 昇,10 百万円,,,,,
2024-08-01,株式会社三和玉店,食品・飲料メーカー（原料含む）,求人なし,群馬県高崎市大沢町221-1,1968,代表取締役 森 満,20 百万円,,,,,
2024-08-01,ネオプレテックス株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,群馬県高崎市倉賀野町2934,1954,代表取締役 塚越 康平,30 百万円,,,,,
2024-08-01,川口水産株式会社,食品・飲料メーカー（原料含む）,求人なし,和歌山県有田市宮原町滝川原212,1969,代表取締役 川口 泰史,10 百万円,,,,,
2024-08-01,木本産業株式会社,その他メーカー,求人なし,和歌山県有田市野187-1,1968,代表取締役 白川 達規,30 百万円,,,,,
2024-08-01,のぐち産業株式会社,食品・飲料メーカー（原料含む）,無,福岡県北九州市小倉北区西港町124-24,1982,代表取締役 野口 良太,10 百万円,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■食肉類処理・食肉類加工・食肉類委託加工・製造及び販売【主要取引先】■JA全農ミートフーズ株式会社■全国開拓農業協同組合連合会■株式会社中村食肉■熊本県畜産農業協同組合連合会■熊本県酪農業協同組合連合会■吉永食肉卸センター■福岡食肉市場株式会社 2022年10月doda掲載求人より引用
2024-08-01,株式会社石井味噌,食品・飲料メーカー（原料含む）,求人なし,長野県松本市埋橋1-8-1,1939,代表取締役 石井 康介,10 百万円,,,,,
2024-08-01,株式会社コトブキパック,製紙・パルプメーカー,求人なし,長野県松本市庄内2-7-10,1980,代表取締役 下澤 寿之,10 百万円,,,,,
2024-08-01,株式会社深堀テクニックス,金属・製綱・鉱業・非鉄金属メーカー,求人なし,群馬県高崎市上豊岡町561-29,1979,代表取締役 深堀 純一,15 百万円,,,,,
2024-08-01,株式会社ユニワールド,スポーツ・アウトドア用品メーカー,求人なし,和歌山県有田市千田72,1999,代表取締役 江川 正文,90 百万円,,,,,
2024-08-01,株式会社サン・グリーン,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉北区西港町90-6,1973,代表取締役 前田 隆,30 百万円,,,,,
2024-08-01,関西化学株式会社,石油化学メーカー,求人なし,和歌山県御坊市島62-4,1969,代表取締役 窪 徹,10 百万円,,,,,
2024-08-01,西田合成株式会社,石油化学メーカー,求人なし,和歌山県御坊市島1008-6,1991,代表取締役社長 西田 利造,10 百万円,,,,,
2024-08-01,株式会社シーアンドシー,食品・飲料メーカー（原料含む）,求人なし,群馬県高崎市中里町842-1,1989,代表取締役 平湯 正信,10 百万円,,,,,
2024-08-01,株式会社山口石材,その他メーカー,求人なし,長野県松本市北深志1-3-1,1979,代表取締役 山口 尚徳,10 百万円,,,,,
2024-08-01,株式会社カナセ,石油化学メーカー,求人なし,和歌山県西牟婁郡上富田町朝来1838-1,1947,代表取締役 金谷 清道,42 百万円,,,,,
2024-08-01,株式会社梅屋,食品・飲料メーカー（原料含む）,求人なし,和歌山県田辺市文里1-12-14,1953,代表取締役 西林 要,37 百万円,,,,,
2024-08-01,中田食品株式会社,食品・飲料メーカー（原料含む）,無,和歌山県田辺市下三栖1475-130,1962,代表取締役社長 中田 吉昭,90 百万円,,,,,梅干し・梅酒・梅加工食品の製造・販売 2024年2月doda掲載求人より引用
2024-08-01,ゼノア北九州販売株式会社,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉北区片野新町2-11-14103,1969,代表取締役社長 河内 ミドリ,10 百万円,,,,,
2024-08-01,株式会社岡畑農園,食品・飲料メーカー（原料含む）,求人なし,和歌山県田辺市上芳養1809,1985,代表取締役 岡畑 康榮,50 百万円,,,,,
2024-08-01,株式会社濱田,食品・飲料メーカー（原料含む）,求人なし,和歌山県田辺市上芳養391,1988,代表取締役 濱田 洋,10 百万円,,,,,
2024-08-01,有限会社西日本パッカー,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉北区神岳2-7-16,1989,代表取締役 後藤 誠,11 百万円,,,,,
2024-08-01,株式会社タチバナ,石油化学メーカー,求人なし,和歌山県田辺市下三栖11-19,1995,代表取締役 橘 一徳,10 百万円,,,,,
2024-08-01,有限会社アークコーポレーション,その他メーカー,求人なし,和歌山県田辺市上の山1-5-30,1993,代表取締役 橘 登,9 百万円,,,,,
2024-08-01,大信州酒造株式会社,食品・飲料メーカー（原料含む）,求人なし,長野県松本市大字島立2380,1948,代表取締役 田中 隆一,40 百万円,,,,,
2024-08-01,株式会社スドージャム,食品・飲料メーカー（原料含む）,求人なし,長野県安曇野市豊科高家1313-1,1950,代表取締役 須藤 尚孝,84 百万円,,,,,
2024-08-01,株式会社ナガノトマト,食品・飲料メーカー（原料含む）,求人なし,長野県松本市村井町南3-15-37,1957,代表取締役 井垣 孝夫,100 百万円,,,,,
2024-08-01,株式会社カタセ,ファッション・アパレル・アクセサリーメーカー,求人なし,長野県松本市出川3-10-3,1959,代表取締役社長 片瀬 衛,98 百万円,,,,,
2024-08-01,株式会社一千乃,家具・インテリア・生活雑貨メーカー,求人なし,群馬県高崎市下豊岡町3,1989,代表取締役 中田 保,22 百万円,,,,,
2024-08-01,株式会社鎚絵,その他メーカー,求人なし,福岡県北九州市小倉北区東港1-1-21,1988,代表取締役 藤波絵里子,10 百万円,,,,,
2024-08-01,株式会社横内,繊維メーカー,求人なし,長野県松本市庄内2-2-28,1953,代表取締役 横内 章,10 百万円,,,,,
2024-08-01,久保田容器工業株式会社,その他メーカー,求人なし,長野県松本市大字笹賀下二子5960,1963,代表取締役 久保田 修,10 百万円,,,,,
2024-08-01,川島工業株式会社,石油化学メーカー,求人なし,群馬県高崎市上豊岡町571-6,1960,代表取締役 川嶋 正靖,25 百万円,,,,,
2024-08-01,株式会社平尾水産,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉北区中井1-30-3,1994,代表取締役 灰原 宣明,10 百万円,,,,,
2024-08-01,株式会社ナリヒラ,その他メーカー,求人なし,群馬県高崎市浜川町391-5,1987,代表取締役 長野 正光,30 百万円,,,,,
2024-08-01,紀陽除虫菊株式会社,文房具・事務・オフィス用品メーカー,求人なし,和歌山県海南市下津町上1135,1952,代表取締役 小久保 好章,10 百万円,,,,,
2024-08-01,株式会社クロスポイント,その他メーカー,無,福岡県北九州市小倉北区片野4-21-12,1990,代表取締役 斉藤 智樹,50 百万円,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 製造メーカー事業：家庭用・業務用セントラル方式浄水システム「光水」企画開発・製造事業テーマ 「人暮貢水」人の暮らしに水を通じて貢献する. 2021年11月doda掲載求人より引用
2024-08-01,ニッティド株式会社,ファッション・アパレル・アクセサリーメーカー,求人なし,和歌山県海南市下津町丸田68-1,1973,代表取締役 井戸端 康宏,98 百万円,,,,,
2024-08-01,関門食品株式会社,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉北区西港町123-2,1949,代表取締役 宮本 正敏,23 百万円,,,,,
2024-08-01,株式会社高崎リビング,家具・インテリア・生活雑貨メーカー,求人なし,群馬県高崎市下佐野町982-6,1997,代表取締役 吉川 秀樹,20 百万円,,,,,
2024-08-01,ニシラク乳業株式会社,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉南区大字朽網3914-5,1963,代表取締役 鬼塚 香,484 百万円,,,,,
2024-08-01,株式会社ホタニ,その他メーカー,求人なし,和歌山県海草郡紀美野町動木1452,1973,代表取締役 穂谷 彰彦,40 百万円,,,,,
2024-08-01,株式会社久保製作所,スポーツ・アウトドア用品メーカー,求人なし,和歌山県海草郡紀美野町小畑83-1,1975,代表取締役 久保 真由巳,35 百万円,,,,,
2024-08-01,セントラルパック株式会社,食品・飲料メーカー（原料含む）,求人なし,長野県松本市大字笹賀5652-52大久保工場団地,1979,代表取締役社長 藤田 功,50 百万円,,,,,
2024-08-01,株式会社陽和,石油化学メーカー,求人なし,福岡県北九州市小倉南区大字朽網3914-75,1966,代表取締役 越出理隆,20 百万円,,,,,
2024-08-01,株式会社七尾製菓,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉南区葛原1-9-7,1965,代表取締役 原田 緑,40 百万円,,,,,
2024-08-01,株式会社ライオンズベーカリー,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉南区下城野3-3-4,1948,代表取締役 冨永 勝明,10 百万円,,,,,
2024-08-01,有限会社兵頭鉄工所,金属・製綱・鉱業・非鉄金属メーカー,求人なし,福岡県北九州市小倉南区葛原東4-8-1,1969,代表取締役 兵頭 潤三,15 百万円,,,,,
2024-08-01,丸栄化工株式会社,石油化学メーカー,1,福岡県北九州市小倉南区大字新道寺910,1968,,20百万円,,81,,,■事業内容：（1）強化プラスチック（FRP）製品の設計・製作・据付（2）機械器具設置工事業
2024-08-01,株式会社たかぎ,家具・インテリア・生活雑貨メーカー,求人なし,長野県松本市大手3-5-12,1973,代表取締役 島村 充,10 百万円,,,,,
2024-08-01,第一生コンクリート株式会社,住宅設備・建材メーカー,求人なし,長野県松本市大字笹賀5652-15,2010,代表取締役 坂井 勤,10 百万円,,,,,
2024-08-01,コダマ健康食品株式会社,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉北区東港1-1-12,1972,代表取締役 児玉 信幸,30 百万円,,,,,
2024-08-01,太陽インダストリー株式会社,その他メーカー,求人なし,福岡県北九州市小倉南区湯川4-1-1,1965,代表取締役 宮嵜 亮太郎,100 百万円,,,,,
2024-08-01,株式会社キタニ,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉南区蒲生1-8-32,1988,代表取締役 木谷 宏,30 百万円,,,,,
2024-08-01,株式会社メガ・コーポレーション,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市中央区大通西6-10-1大通西6ビル 6Ｆ,1995,代表取締役 鈴木 史,10 百万円,,,,,
2024-08-01,株式会社鶴元製作所,その他メーカー,求人なし,福岡県北九州市小倉南区新曽根1-8,1974,代表取締役 靍元 清一郎,10 百万円,,,,,
2024-08-01,株式会社タカギ,文房具・事務・オフィス用品メーカー,無,福岡県北九州市小倉南区大字堀越413,1979,代表取締役 髙城 いづみ,98 百万円,,,,,
2024-08-01,株式会社モハラテクニカ,金属・製綱・鉱業・非鉄金属メーカー,求人なし,群馬県高崎市矢島町326-1,1974,代表取締役 茂原 亮太,10 百万円,,,,,
2024-08-01,石井商事株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,群馬県高崎市倉賀野町3018,2001,代表取締役 石井 偉永,50 百万円,,,,,
2024-08-01,和歌山王子コンテナー株式会社,製紙・パルプメーカー,求人なし,和歌山県紀の川市桃山町段195-5,1978,代表取締役 青木 直,45 百万円,,,,,
2024-08-01,株式会社信州シキシマ,食品・飲料メーカー（原料含む）,求人なし,長野県松本市大字笹賀5670-2,1984,代表取締役 山内 敬司,100 百万円,,,,,
2024-08-01,ホクレン包材株式会社,石油化学メーカー,求人なし,北海道札幌市中央区北四条西1-1北農ビル 17Ｆ,1966,代表取締役 時田 明,60 百万円,,,,,
2024-08-01,アカネ工業株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,長野県上田市福田356,1962,代表取締役 曽根川 郁雄,15 百万円,,,,,
2024-08-01,株式会社森下メリヤス工場,繊維メーカー,求人なし,和歌山県和歌山市鷹匠町1-33,1953,代表取締役 森下 展行,10 百万円,,,,,
2024-08-01,東和製薬株式会社,文房具・事務・オフィス用品メーカー,求人なし,和歌山県紀の川市貴志川町丸栖1229,1958,代表取締役 藤岡 準平,16 百万円,,,,,
2024-08-01,田村産業株式会社,製紙・パルプメーカー,求人なし,和歌山県紀の川市貴志川町前田591,1965,代表取締役 吉田 知生,15 百万円,,,,,
2024-08-01,イツシン工業株式会社,石油化学メーカー,求人なし,長野県北佐久郡立科町大字塩沢1884-1,1973,代表取締役 生川 秀樹,12 百万円,,,,,
2024-08-01,コムパックシステム株式会社,製紙・パルプメーカー,求人なし,長野県上田市秋和940,1950,代表取締役 鈴木 由彦,35 百万円,,,,,
2024-08-01,株式会社アスパックス,製紙・パルプメーカー,求人なし,群馬県桐生市新里町板橋979-218,1957,代表取締役 宇井 孝廣,24 百万円,,,,,
2024-08-01,上田プラスチック株式会社,石油化学メーカー,求人なし,長野県上田市岩下229,1960,代表取締役 飯島 洋一,22 百万円,,,,,
2024-08-01,株式会社西沢,その他メーカー,求人なし,和歌山県紀の川市貴志川町井ノ口822,1995,代表取締役 西沢 恒久,10 百万円,,,,,
2024-08-01,株式会社しんこう技研,金属・製綱・鉱業・非鉄金属メーカー,求人なし,和歌山県紀の川市貴志川町北1199-3,1989,代表取締役 吉本 勇気,10 百万円,,,,,
2024-08-01,山小小林食品株式会社,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市北区北十二条西2-2-29,1961,代表取締役 小林 秀雄,10 百万円,,,,,
2024-08-01,大丸縫製株式会社,ファッション・アパレル・アクセサリーメーカー,求人なし,群馬県桐生市広沢町2-3368,1959,代表取締役 大川 泰正,10 百万円,,,,,
2024-08-01,西場工業株式会社,その他メーカー,求人なし,群馬県桐生市広沢町5-甲1274,1953,代表取締役 西場 仲一,15 百万円,,,,,
2024-08-01,株式会社武井樹脂製作所,製紙・パルプメーカー,求人なし,長野県上田市富士山2416-20,1964,代表取締役 武井 伍一,40 百万円,,,,,
2024-08-01,武田味噌醸造株式会社,食品・飲料メーカー（原料含む）,求人なし,長野県上田市中央4-12-21,1950,代表取締役 武田 幸一,15 百万円,,,,,
2024-08-01,株式会社蛭間木工所,住宅設備・建材メーカー,求人なし,群馬県桐生市広沢町1-2528,1948,代表取締役 蛭間 茂,10 百万円,,,,,
2024-08-01,有限会社新栄化工機,石油化学メーカー,求人なし,福岡県北九州市小倉南区沼緑町3-29-5,1990,,3 百万円,,,,,
2024-08-01,巴工業株式会社,石油化学メーカー,求人なし,長野県上田市芳田1817-1,1951,代表取締役 別府 牧雄,15 百万円,,,,,
2024-08-01,モールドバンク国分株式会社,その他メーカー,求人なし,長野県上田市国分1-3-37,1961,代表取締役 國分 秀俊,100 百万円,,,,,
2024-08-01,株式会社新村,石油化学メーカー,求人なし,長野県上田市秋和199-4,1962,代表取締役 新村 雄一,98 百万円,,,,,
2024-08-01,桐生トリコット株式会社,繊維メーカー,求人なし,群馬県桐生市琴平町11-44,1960,代表取締役 石井 弘乃,20 百万円,,,,,
2024-08-01,株式会社ひだの,食品・飲料メーカー（原料含む）,求人なし,長野県上田市大屋91,1957,代表取締役 肥田野 秀知,50 百万円,,,,,
2024-08-01,三高産業株式会社,その他メーカー,求人なし,群馬県桐生市境野町7-1860,1975,代表取締役 高山 淳史,15 百万円,,,,,
2024-08-01,株式会社田尻,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,群馬県桐生市広沢町4-2375,1960,代表取締役 田尻 益太郎,10 百万円,,,,,
2024-08-01,株式会社山十貿易,繊維メーカー,求人なし,福岡県北九州市小倉南区下曽根1-2-33（株）山十貿易テナントビル 2Ｆ,1995,代表取締役 山本 末男,30 百万円,,,,,
2024-08-01,株式会社オリエンタル,金属・製綱・鉱業・非鉄金属メーカー,求人なし,群馬県桐生市相生町3-800-21,1952,代表取締役 能澤 孝博,20 百万円,,,,,
2024-08-01,株式会社ワキノアートファクトリー,その他メーカー,求人なし,福岡県北九州市小倉南区大字呼野601-12,1955,代表取締役 脇野 正裕,30 百万円,,,,,
2024-08-01,株式会社ユーピーシグマ,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,福岡県北九州市小倉南区大字新道寺816-1,1992,代表取締役 小田 征之,10 百万円,,,,,
2024-08-01,丸中株式会社,繊維メーカー,求人なし,群馬県桐生市元宿町3-20,1950,代表取締役 篠田 一,50 百万円,,,,,
2024-08-01,桐生絹織株式会社,繊維メーカー,求人なし,群馬県桐生市西久方町1-3-30,1948,代表取締役 牛膓 穣,10 百万円,,,,,
2024-08-01,株式会社福岡養鰻,食品・飲料メーカー（原料含む）,無,福岡県北九州市小倉南区上吉田4-14-22,1982,代表取締役 各務 秀人,10 百万円,,,,,
2024-08-01,株式会社玄米酵素,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市北区北十二条西1-1-1第1酵素ビル,1972,代表取締役 鹿内 正孝,100 百万円,,,,,
2024-08-01,豊上製菓株式会社,食品・飲料メーカー（原料含む）,求人なし,長野県上田市下之郷1525-1,1975,代表取締役 齋藤 訓宏,15 百万円,,,,,
2024-08-01,紀州食品株式会社,食品・飲料メーカー（原料含む）,求人なし,和歌山県伊都郡かつらぎ町大字東渋田585,1948,代表取締役 堀口 紀美夫,48 百万円,,,,,
2024-08-01,築野ライスファインケミカルズ株式会社,食品・飲料メーカー（原料含む）,求人なし,和歌山県伊都郡かつらぎ町大字丁ノ町2283,1972,代表取締役 築野 富美,50 百万円,,,,,
2024-08-01,株式会社コスモ,家具・インテリア・生活雑貨メーカー,求人なし,群馬県桐生市広沢町4-2280,1981,代表取締役社長 玄馬 宏昭,10 百万円,,,,,
2024-08-01,オルガン製針株式会社,その他メーカー,求人なし,長野県上田市常磐城3-4-1,1963,代表取締役 瀧本 一喜,32 百万円,,,,,
2024-08-01,株式会社千吉良,繊維メーカー,求人なし,群馬県桐生市川内町2-22-10,1976,代表取締役 千吉良 大介,45 百万円,,,,,
2024-08-01,株式会社エイト,石油化学メーカー,求人なし,長野県上田市小島644,1977,代表取締役 石子 仁,48 百万円,,,,,
2024-08-01,株式会社新和,その他メーカー,求人なし,群馬県桐生市広沢町5-1641-1,1975,代表取締役 新居 博,10 百万円,,,,,
2024-08-01,原田織物株式会社,家具・インテリア・生活雑貨メーカー,求人なし,和歌山県橋本市高野口町名古曽821,1989,代表取締役 原田 晋平,10 百万円,,,,,
2024-08-01,商建産資株式会社,住宅設備・建材メーカー,求人なし,北海道札幌市北区太平十一条5-2-5ヴィア・パラッツォ 101,1978,代表取締役 中山 卓司,10 百万円,,,,,
2024-08-01,寺本紙器株式会社,製紙・パルプメーカー,求人なし,和歌山県橋本市高野口町名古曽1078,1958,代表取締役 寺本 忠行,10 百万円,,,,,
2024-08-01,株式会社アルファテックス,ファッション・アパレル・アクセサリーメーカー,求人なし,群馬県桐生市広沢町1-2740,1968,代表取締役 荒川 正博,90 百万円,,,,,
2024-08-01,株式会社笠盛,繊維メーカー,求人なし,群馬県桐生市三吉町1-3-3,1950,代表取締役 笠原 康利,10 百万円,,,,,
2024-08-01,伊田繊維株式会社,ファッション・アパレル・アクセサリーメーカー,求人なし,群馬県桐生市境野町6-429-1,1988,代表取締役 伊田 茂,20 百万円,,,,,
2024-08-01,株式会社イワタ,その他メーカー,求人なし,群馬県桐生市相生町5-486,1986,代表取締役 岩田 崇裕,10 百万円,,,,,
2024-08-01,株式会社ダイフレックス,金属・製綱・鉱業・非鉄金属メーカー,求人なし,長野県上田市古安曽783-1,1984,代表取締役 木内 健一,30 百万円,,,,,
2024-08-01,株式会社ホクレン協同サービス,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市北区北六条西1-3-8,1979,代表取締役 石尾 佳史,20 百万円,,,,,
2024-08-01,豊上ベーカリー株式会社,食品・飲料メーカー（原料含む）,求人なし,長野県上田市保野748-2,1979,代表取締役 堀内 昌也,15 百万円,,,,,
2024-08-01,株式会社ケルプ研究所,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市北区百合が原10-8-1,1978,代表取締役 福士 宗光,30 百万円,,,,,
2024-08-01,株式会社エーペック貿易,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉北区米町1-4-21ニチフビル 7Ｆ,1997,代表取締役 増田 正美,10 百万円,,,,,
2024-08-01,阪和工業株式会社,その他メーカー,求人なし,和歌山県有田郡湯浅町大字吉川195-7,1972,代表取締役 西本 英幸,20 百万円,,,,,
2024-08-01,株式会社玉よし,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市北区新川西二条1-3-1,1976,代表取締役 多谷 智良,15 百万円,,,,,
2024-08-01,株式会社青木,家具・インテリア・生活雑貨メーカー,求人なし,群馬県桐生市相生町1-413,1987,代表取締役社長 青木 千治,20 百万円,,,,,
2024-08-01,松屋電工株式会社,その他メーカー,求人なし,和歌山県有田郡広川町大字前田217-1,1948,代表取締役 赤井 直人,64 百万円,,,,,
2024-08-01,日香化成株式会社,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市北区新琴似六条15-1-8,1988,代表取締役 螺澤 七郎,20 百万円,,,,,
2024-08-01,株式会社長尾製缶所,金属・製綱・鉱業・非鉄金属メーカー,求人なし,和歌山県有田郡有田川町大字野田144,1963,代表取締役 長尾 浩志,20 百万円,,,,,
2024-08-01,森産業株式会社,ナノテク・バイオメーカー,求人なし,群馬県桐生市西久方町1-2-23,1943,代表取締役 森 裕美,60 百万円,,,,,
2024-08-01,株式会社フォーラル,文房具・事務・オフィス用品メーカー,求人なし,和歌山県有田郡有田川町大字垣倉242-1,1996,代表取締役 石田 義貴,30 百万円,,,,,
2024-08-01,兼希工業株式会社,家具・インテリア・生活雑貨メーカー,求人なし,群馬県伊勢崎市日乃出町1038-38,1949,代表取締役 細渕 敦,10 百万円,,,,,
2024-08-01,株式会社活里,食品・飲料メーカー（原料含む）,無,北海道札幌市北区新川西二条1-2-35,1988,代表取締役 葛西 徹哉,58 百万円,,,,,
2024-08-01,株式会社アタカ,金属・製綱・鉱業・非鉄金属メーカー,求人なし,北海道札幌市北区新琴似町1020-4,1989,代表取締役 安藤 孝男,10 百万円,,,,,
2024-08-01,株式会社二幸,食品・飲料メーカー（原料含む）,求人なし,群馬県伊勢崎市柴町1132,1968,代表取締役 中里 哲也,24 百万円,,,,,
2024-08-01,株式会社丸紀,その他メーカー,求人なし,和歌山県日高郡美浜町大字和田2235-2,1994,代表取締役 山田 裕明,20 百万円,,,,,
2024-08-01,株式会社白バルブ,石油化学メーカー,求人なし,福岡県北九州市八幡東区西本町2-7-20,1974,代表取締役 山下 健一,30 百万円,,,,,
2024-08-01,三和コーテックス株式会社,その他メーカー,求人なし,群馬県伊勢崎市波志江町4138-1,1958,代表取締役 牛久保 准一,12 百万円,,,,,
2024-08-01,八幡漬物株式会社,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市八幡西区青山2-10-41,1950,代表取締役 横尾 禎二,10 百万円,,,,,
2024-08-01,株式会社エム・ケー・サイエンス,その他メーカー,求人なし,長野県上伊那郡辰野町大字伊那富184,1993,代表取締役 秋葉 雅男,10 百万円,,,,,
2024-08-01,ヤマホ工業株式会社,その他メーカー,求人なし,和歌山県日高郡日高川町大字江川280-1,1969,代表取締役 今川 良成,10 百万円,,,,,
2024-08-01,株式会社藤本コーポレーション,繊維メーカー,無,福岡県北九州市八幡東区西本町4-13-9,1967,代表取締役 藤本 壮一,30 百万円,,,,,
2024-08-01,溝上酒造株式会社,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市八幡東区景勝町1-10,1952,代表取締役 溝上 智彦,30 百万円,,,,,
2024-08-01,株式会社球屋北原煙火店,その他メーカー,求人なし,群馬県伊勢崎市新栄町3805-8,1982,代表取締役 北原 清,10 百万円,,,,,
2024-08-01,株式会社淀工業,住宅設備・建材メーカー,求人なし,福岡県北九州市八幡東区前田3-7-11,1971,代表取締役 國分 淳一,25 百万円,,,,,
2024-08-01,千代田産業株式会社,その他メーカー,求人なし,福岡県北九州市八幡東区東山2-8-34,1977,代表取締役 村方 敏男,100 百万円,,,,,
2024-08-01,有限会社スージーパーカー,ファッション・アパレル・アクセサリーメーカー,求人なし,北海道札幌市北区北七条西7-1-33,1988,代表取締役 荒井 三明,3 百万円,,,,,
2024-08-01,岡崎ウレタン群馬株式会社,機能性化学（有機・高分子）メーカー,求人なし,群馬県伊勢崎市長沼町3849,1985,代表取締役 冷水 博仁,20 百万円,,,,,
2024-08-01,株式会社サンテックダイヤ,金属・製綱・鉱業・非鉄金属メーカー,求人なし,長野県岡谷市大栄町2-4-15,2000,代表取締役 永田 正樹,10 百万円,,,,,
2024-08-01,有限会社伊藤食品,食品・飲料メーカー（原料含む）,求人なし,福岡県鞍手郡鞍手町大字中山2933-10,1991,代表取締役 伊藤 博之,8 百万円,,,,,
2024-08-01,株式会社イズミテクノ,金属・製綱・鉱業・非鉄金属メーカー,求人なし,長野県岡谷市御倉町3-20,1966,代表取締役 林 尚孝,35 百万円,,,,,
2024-08-01,小野ゴム工業株式会社,その他メーカー,求人なし,長野県岡谷市長地柴宮1-1-9,1949,代表取締役 小野 雅弘,20 百万円,,,,,
2024-08-01,株式会社おはなはん,食品・飲料メーカー（原料含む）,求人なし,和歌山県和歌山市加納223-3,1983,代表取締役 松本 務,13 百万円,,,,,
2024-08-01,株式会社丸共ユニオン,金属・製綱・鉱業・非鉄金属メーカー,求人なし,長野県岡谷市田中町1-1-1,1950,代表取締役 小口 泰史,70 百万円,,,,,
2024-08-01,松亀味噌株式会社,食品・飲料メーカー（原料含む）,求人なし,長野県岡谷市湖畔1-10-19,1940,代表取締役 小口 政博,78 百万円,,,,,
2024-08-01,株式会社コルボワット,家具・インテリア・生活雑貨メーカー,求人なし,長野県岡谷市1715-4,1990,代表取締役 和田 重文,10 百万円,,,,,
2024-08-01,木の国酒造株式会社,食品・飲料メーカー（原料含む）,求人なし,和歌山県田辺市中辺路町小皆560,1988,代表取締役 服部 明行,75 百万円,,,,,
2024-08-01,株式会社三栄商会,繊維メーカー,求人なし,長野県岡谷市南宮2-1-30,1969,代表取締役 中島 博幸,22 百万円,,,,,
2024-08-01,株式会社ソーデナガノ,その他メーカー,求人なし,長野県岡谷市長地片間町2-5-21,1975,代表取締役 早出 隆幸,80 百万円,,,,,
2024-08-01,有限会社和泉庄,食品・飲料メーカー（原料含む）,求人なし,長野県飯田市銀座2-11,1977,代表取締役 加藤 庄司,5 百万円,,,,,
2024-08-01,株式会社お菓子のシアワセドー,食品・飲料メーカー（原料含む）,求人なし,長野県飯田市座光寺6628-168,1991,代表取締役 木下 裕亮,30 百万円,,,,,
2024-08-01,久保田製菓有限会社,食品・飲料メーカー（原料含む）,求人なし,長野県飯田市鼎名古熊2430-1,1961,代表取締役 久保田 榮一,10 百万円,,,,,
2024-08-01,株式会社コバックス,製紙・パルプメーカー,求人なし,長野県下伊那郡喬木村16845,1993,代表取締役社長 熊谷 和洋,10 百万円,,,,,
2024-08-01,マルコさっぽろ食販株式会社,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市北区新川一条4-4-7,1995,代表取締役 古谷 仁,10 百万円,,,,,
2024-08-01,株式会社東京製作所飯田工場,金属・製綱・鉱業・非鉄金属メーカー,求人なし,長野県飯田市松尾清水4619-2,1994,代表取締役 古池 隆行,10 百万円,,,,,
2024-08-01,平川産業株式会社,石油化学メーカー,求人なし,福岡県北九州市八幡西区則松5-5-21,1950,代表取締役 平川 浩太郎,35 百万円,,,,,
2024-08-01,まるか食品株式会社,食品・飲料メーカー（原料含む）,求人なし,群馬県伊勢崎市戸谷塚町49-1,1990,代表取締役 丸橋 嘉一,40 百万円,,,,,
2024-08-01,赤城食品株式会社,食品・飲料メーカー（原料含む）,求人なし,群馬県太田市台之郷町1115,1960,代表取締役 遠藤 洋平,30 百万円,,,,,
