更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,浪速製菓株式会社,食品・飲料メーカー（原料含む）,求人なし,岐阜県本巣市温井243-4,1984,代表取締役 山田 誠,10 百万円,,,,,
2024-08-01,アロフト株式会社,食品・飲料メーカー（原料含む）,求人なし,広島県呉市広多賀谷2-3-9,1953,代表取締役 岩本 真継,33 百万円,,,,,
2024-08-01,株式会社博多屋,食品・飲料メーカー（原料含む）,求人なし,福岡県糟屋郡新宮町下府2-10-33,1985,代表取締役 山本 一隆,20 百万円,,,,,
2024-08-01,株式会社栄興業,石油化学メーカー,求人なし,岐阜県本巣市小柿807-1,1997,代表取締役 金谷 栄次,40 百万円,,,,,
2024-08-01,株式会社上田商店,食品・飲料メーカー（原料含む）,無,福岡県糟屋郡新宮町上府北3-9-8,1991,代表取締役 上田 活巨,10 百万円,,,,,
2024-08-01,株式会社九州フジパン,食品・飲料メーカー（原料含む）,求人なし,福岡県糟屋郡新宮町上府北3-1-1,1980,代表取締役 中岡 泰三,392 百万円,,,,,
2024-08-01,日本ブライス株式会社,食品・飲料メーカー（原料含む）,求人なし,福岡県福岡市博多区祇園町4-13博多ゼネラルビル,1996,代表取締役 後藤 義和,100 百万円,,,,,
2024-08-01,株式会社桐原容器工業所,製紙・パルプメーカー,求人なし,広島県広島市中区舟入南4-1-11,1918,代表取締役 桐原 真一郎,10 百万円,,,,,
2024-08-01,株式会社アッキーフーズ,食品・飲料メーカー（原料含む）,無,福岡県糟屋郡新宮町夜臼6-7-1,1998,代表取締役 秋月 良倫,10 百万円,,,,,
2024-08-01,熊野製罐株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,広島県広島市中区舟入南6-5-23,1950,代表取締役 熊野 純一,90 百万円,,,,,
2024-08-01,福岡アルミ工業株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,福岡県糟屋郡久山町大字久原2800-1,1956,代表取締役 上田 雄三,20 百万円,,,,,
2024-08-01,芸陽油脂工業株式会社,農薬メーカー,求人なし,広島県広島市中区白島九軒町5-15芸陽ビル,1950,代表取締役 佐々木 康成,10 百万円,,,,,
2024-08-01,西日本鍛工株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,福岡県糟屋郡久山町大字山田2396-151,1947,代表取締役 白 光一郎,10 百万円,,,,,
2024-08-01,株式会社久原本家食品,食品・飲料メーカー（原料含む）,無,福岡県糟屋郡久山町大字猪野1442,1951,代表取締役 河邉 哲司,50 百万円,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■食品・調味料の製造販売業【関連企業】久原本家グループ（久原本家グループ本社、久原本家、久原醤油、北海道アイ、美田 等） 2022年12月doda掲載求人より引用,
2024-08-01,山陽マーク株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,広島県広島市西区楠木町1-2-5,1950,代表取締役 岡本 里司,90 百万円,,,,,
2024-08-01,ＭＯＬＺＡ株式会社,製紙・パルプメーカー,求人なし,岐阜県関市武芸川町八幡983,1956,代表取締役 澤村 温也,100 百万円,,,,,
2024-08-01,山陽建工株式会社,住宅設備・建材メーカー,求人なし,広島県広島市中区西川口町7-2,1968,代表取締役 河井 紀子,20 百万円,,,,,
2024-08-01,株式会社小堀製作所,金属・製綱・鉱業・非鉄金属メーカー,無,福岡県糟屋郡粕屋町大字仲原2803-1,2015,代表取締役 前田 大介,10 百万円,,,,,
2024-08-01,山陽ブロック工業株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,広島県広島市南区松川町2-3,1966,代表取締役 井上 尚彦,22 百万円,,,,,
2024-08-01,株式会社タムラ,食品・飲料メーカー（原料含む）,求人なし,福岡県福岡市東区多の津1-5-2,1973,代表取締役社長 田村 康宏,10 百万円,,,,,
2024-08-01,光酒造株式会社,食品・飲料メーカー（原料含む）,求人なし,福岡県糟屋郡粕屋町長者原東6-12-20,1959,代表取締役 光安 修造,10 百万円,,,,,
2024-08-01,第一鋼板工業株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,福岡県糟屋郡粕屋町大字仲原2728-1,1962,代表取締役 石田 鎮人,10 百万円,,,,,
2024-08-01,株式会社カネシマ,食品・飲料メーカー（原料含む）,求人なし,福岡県糟屋郡粕屋町長者原東1-1-13,1987,代表取締役 金島 正得,12 百万円,,,,,
2024-08-01,株式会社東洋化学,石油化学メーカー,無,岐阜県関市下之保4927-2,1977,代表取締役 佐藤 茂樹,10 百万円,,,,■プラスチック原料の製造・販売■プラスチックコンパウンドTOYOTECブランドを関市から世界へ！東洋化学はSDGsに取り組む企業様をサポートします。※当社の製品は自動車や家電の部品、日用品、農業・建築資材、包装資材など幅広く活用されています。 2024年1月doda掲載求人より引用,
2024-08-01,電機樹脂株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,福岡県糟屋郡粕屋町大字仲原1771-2,1985,代表取締役 樋口 敏和,10 百万円,,,,,
2024-08-01,株式会社長山フーズ・ファクトリー,食品・飲料メーカー（原料含む）,求人なし,福岡県福岡市東区松島1-15-17,1979,代表取締役 長山 淸志,10 百万円,,,,,
2024-08-01,株式会社みどり生コン,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,無,福岡県糟屋郡粕屋町大字江辻734-1,1988,代表取締役 岩谷 悟郎,20 百万円,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ＜設立35年！地元密着の老舗です＞☆日本産業規格（JIS規格）表示認証工場☆■生コンクリート製造販売■セメント及び建設資材販売＜主要取引先＞日鉄高炉セメント株式会社/福岡地区生コンクリート協同組合/株式会社みどり商事 2023年4月doda掲載求人より引用,
2024-08-01,株式会社ヤスモク,その他メーカー,求人なし,岐阜県郡上市八幡町市島18-1,1974,代表取締役 安田 知弘,25 百万円,,,,,
2024-08-01,有限会社福岡マイクロ工業,住宅設備・建材メーカー,求人なし,福岡県糟屋郡粕屋町大字仲原1772-1,1973,,10 百万円,,,,,
2024-08-01,積水化学北海道株式会社,石油化学メーカー,求人なし,北海道岩見沢市東町234,1963,代表取締役 福丸 文夫,200 百万円,,,,,
2024-08-01,明宝特産物加工株式会社,食品・飲料メーカー（原料含む）,求人なし,岐阜県郡上市明宝気良33-2,1988,代表取締役 名畑 和永,30 百万円,,,,,
2024-08-01,アイム電機工業株式会社,その他メーカー,求人なし,福岡県北九州市八幡西区黒崎城石3-4,1954,代表取締役 小野 隆二郎,87 百万円,,,,,
2024-08-01,株式会社カミキ,繊維メーカー,求人なし,福岡県遠賀郡水巻町猪熊1-3-37,1969,代表取締役 安達 喜啓,10 百万円,,,,,
2024-08-01,日本プレス工業株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,岐阜県加茂郡坂祝町酒倉2145-5,1947,代表取締役 吉田 竜平,50 百万円,,,,,
2024-08-01,紅忠コイルセンター九州株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,福岡県遠賀郡水巻町猪熊10-4-10,1979,代表取締役社長 清水 啓紀,100 百万円,,,,,
2024-08-01,株式会社清川産業,食品・飲料メーカー（原料含む）,求人なし,福岡県遠賀郡水巻町吉田西4-16-10,1981,代表取締役 清川 主雄,40 百万円,,,,,
2024-08-01,まこと工業株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,岐阜県加茂郡富加町大平賀488,1974,代表取締役 長谷川 真彦,60 百万円,,,,,
2024-08-01,ライン生コン株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,岐阜県加茂郡川辺町石神681-1,1965,代表取締役 横関 宏也,20 百万円,,,,,
2024-08-01,石原スプリング有限会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,岐阜県加茂郡川辺町福島800-1,1973,代表取締役 石原 広道,7 百万円,,,,,
2024-08-01,株式会社テクノプレニードヒダ,石油化学メーカー,求人なし,岐阜県加茂郡川辺町比久見445-6,1990,代表取締役 肥田 彰吾,20 百万円,,,,,
2024-08-01,親和産業株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,福岡県遠賀郡岡垣町大字糠塚360,1966,代表取締役社長 前川 友希,60 百万円,,,,,
2024-08-01,水巻鉄工株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,福岡県遠賀郡岡垣町大字糠塚1203-9,1990,代表取締役 岡田 邦夫,10 百万円,,,,,
2024-08-01,株式会社永和,その他メーカー,求人なし,福岡県遠賀郡岡垣町大字野間15-1,1964,代表取締役 宮原 純彦,41 百万円,,,,,
2024-08-01,佐合食品工業株式会社,食品・飲料メーカー（原料含む）,求人なし,岐阜県加茂郡八百津町錦織1530-75,1974,代表取締役 佐合 英樹,10 百万円,,,,,
2024-08-01,株式会社ますぶち園,食品・飲料メーカー（原料含む）,求人なし,岐阜県加茂郡白川町黒川1400,1977,代表取締役 各務 泰則,30 百万円,,,,,
2024-08-01,株式会社福永産業,食品・飲料メーカー（原料含む）,求人なし,福岡県遠賀郡遠賀町大字広渡2434,1981,代表取締役 福永 真二,50 百万円,,,,,
2024-08-01,株式会社俵工業所,その他メーカー,求人なし,福岡県遠賀郡遠賀町大字島津477-1,1969,代表取締役 俵 志郎,13 百万円,,,,,
2024-08-01,株式会社釣研,スポーツ・アウトドア用品メーカー,求人なし,福岡県遠賀郡遠賀町大字若松203,1986,代表取締役社長 奥村 稔,50 百万円,,,,,
2024-08-01,大朝理化学巧業株式会社,石油化学メーカー,求人なし,岐阜県可児郡御嵩町伏見1858,1964,代表取締役 辻 誠司,40 百万円,,,,,
2024-08-01,株式会社内藤鍛造所,金属・製綱・鉱業・非鉄金属メーカー,求人なし,福岡県鞍手郡小竹町大字赤地268,1962,代表取締役 内藤 誠治,25 百万円,,,,,
2024-08-01,ＴＯＴＯマテリア株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,岐阜県土岐市下石町304-701,1921,代表取締役 小林 秀紀,100 百万円,,,,,
2024-08-01,有限会社バイオ有機,肥料メーカー,求人なし,北海道網走市港町6-66,1988,代表取締役 加藤 直樹,5 百万円,,,,,
2024-08-01,株式会社サンシャインチトセ,繊維メーカー,求人なし,福岡県鞍手郡鞍手町大字木月3147-2,1981,代表取締役 栗山 淳,50 百万円,,,,,
2024-08-01,株式会社カネキ製陶所,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,岐阜県多治見市笠原町1222-2,1956,代表取締役 宮川 憲市,80 百万円,,,,,
2024-08-01,久松製陶株式会社,その他メーカー,求人なし,岐阜県多治見市笠原町1647,1959,代表取締役 土本 公彦,10 百万円,,,,,
2024-08-01,株式会社隅谷,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,岐阜県多治見市笠原町156-2,1958,代表取締役 隅谷 立美,50 百万円,,,,,
2024-08-01,株式会社中島窯業,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,岐阜県多治見市笠原町4024-26,1969,代表取締役 中島大貴,10 百万円,,,,,
2024-08-01,杉浦製陶株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,岐阜県多治見市笠原町995-102,1981,代表取締役 林 航,18 百万円,,,,,
2024-08-01,株式会社大成,製紙・パルプメーカー,求人なし,岐阜県中津川市坂下3227,1960,代表取締役 石原 昭,40 百万円,,,,,
2024-08-01,ヤマコー株式会社,文房具・事務・オフィス用品メーカー,求人なし,岐阜県中津川市坂下275-1,1973,代表取締役 村山 千利,95 百万円,,,,,
2024-08-01,ユニオン電装株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,岐阜県中津川市坂下212-1,1967,代表取締役 川上 哲也,24 百万円,,,,,
2024-08-01,株式会社竹原ゴム加工,石油化学メーカー,求人なし,岐阜県中津川市加子母1797,1979,代表取締役 中島 竜二,10 百万円,,,,,
2024-08-01,株式会社西日本油機,その他メーカー,求人なし,福岡県宮若市竹原126-1,1979,代表取締役 原 富夫,10 百万円,,,,,
2024-08-01,株式会社福岡タルク工業所,その他メーカー,求人なし,福岡県嘉穂郡桂川町大字豆田151,1967,代表取締役 西山 徳光,34 百万円,,,,,
2024-08-01,九州マルフジ建材株式会社,住宅設備・建材メーカー,求人なし,福岡県嘉穂郡桂川町大字土師2208-3,1964,代表取締役 佐藤 剛,50 百万円,,,,,
2024-08-01,岩倉化学工業株式会社,住宅設備・建材メーカー,無,北海道苫小牧市字沼ノ端134-450,1961,代表取締役 阿部 泰之,40 百万円,,,,建材事業／化成品事業 2024年5月doda掲載求人より引用,
2024-08-01,苫小牧王子紙業株式会社,製紙・パルプメーカー,求人なし,北海道苫小牧市白金町1-1-1,1964,代表取締役 渡部 司,10 百万円,,,,,
2024-08-01,株式会社三星,食品・飲料メーカー（原料含む）,求人なし,北海道苫小牧市字糸井141,1964,代表取締役 三浦 実,98 百万円,,,,,
2024-08-01,今井釀造合名会社,食品・飲料メーカー（原料含む）,求人なし,岐阜県下呂市萩原町萩原1315,1950,代表社員 今井 浩平,4 百万円,,,,,
2024-08-01,有限会社萩原チキンセンター,食品・飲料メーカー（原料含む）,求人なし,岐阜県下呂市萩原町古関1014-1,1969,代表取締役 日下部 讓,10 百万円,,,,,
2024-08-01,會澤高圧コンクリート株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,北海道苫小牧市若草町3-1-4独楽ビル 2Ｆ,1963,代表取締役社長 會澤 祥弘,63 百万円,,,,,
2024-08-01,株式会社さかえ屋,食品・飲料メーカー（原料含む）,無,福岡県飯塚市平恒432-6飯塚工業団地,1983,代表取締役 齊藤 剛,100 百万円,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 【創業74年／シャトレーゼグループ】■和洋菓子の製造（平垣工場）■和洋菓子、パンの製造・販売（店舗） 2023年7月doda掲載求人より引用,
2024-08-01,飛騨漬物食品株式会社,食品・飲料メーカー（原料含む）,求人なし,岐阜県下呂市少ケ野945-1,1972,代表取締役 近藤 利幸,10 百万円,,,,,
2024-08-01,金本工業有限会社,石油化学メーカー,求人なし,岐阜県下呂市金山町東沓部174-22,1990,代表取締役 徳山 鐘哲,4 百万円,,,,,
2024-08-01,福豊帝酸株式会社,その他メーカー,求人なし,福岡県飯塚市佐與1480-1,1957,代表取締役 宮嶋 寛幸,75 百万円,,,,,
2024-08-01,東和機電工業株式会社,その他メーカー,求人なし,福岡県飯塚市勢田2594-17,1964,代表取締役 福田 雄介,20 百万円,,,,,
