更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,国勝運送株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,石川県金沢市神田1-29-24,1976,代表取締役 立田 秀樹,20 百万円,,,,,
2024-08-01,三和富士交通株式会社,道路貨物運送業（宅配便・トラック運送など）,無,埼玉県入間郡三芳町大字上富1077-1,1978,代表取締役 吉川 永一,55 百万円,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 一般乗用旅客自動車運送事業■車両／クラウンセダン、クラウン・ロイヤルサルーン、ヴェルファイア、レクサス 2022年8月doda掲載求人より引用,
2024-08-01,全國通運株式会社,鉄道業,求人なし,東京都中央区日本橋茅場町3-9-10茅場町ブロードスクエア 6Ｆ,1959,代表取締役 永田 浩一,800 百万円,,,,,
2024-08-01,コイデ陸運株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,千葉県市原市岩崎839-8,1965,代表取締役 小出 等,50 百万円,,,,,
2024-08-01,株式会社アイザック・トランスポート,道路貨物運送業（宅配便・トラック運送など）,求人なし,富山県富山市米田町1-6-30,1975,代表取締役 北山 英人,10 百万円,,,,,
2024-08-01,株式会社岩崎勝商店,道路貨物運送業（宅配便・トラック運送など）,求人なし,千葉県市原市旭五所5-10,1970,代表取締役 岩崎 勝徳,10 百万円,,,,,
2024-08-01,川畑海運株式会社,海運業,求人なし,東京都中央区築地4-5-9築地安田第二ビル 6Ｆ,1964,代表取締役 上地 安芸輝,80 百万円,,,,,
2024-08-01,三越タクシー株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,新潟県長岡市柏町1-1-7,1953,代表取締役 野村 修士,10 百万円,,,,,
2024-08-01,山水海運株式会社,海運業,求人なし,東京都千代田区神田紺屋町17ＯＮＥＳＴ神田スクエア 6Ｆ,1953,代表取締役 増田 尚昭,10 百万円,,,,,
2024-08-01,東横商船株式会社,海運業,求人なし,神奈川県横浜市中区本牧ふ頭1ＫＵＫビル 5Ｆ,1956,代表取締役 飯泉 牧太郎,40 百万円,,,,,
2024-08-01,武松商事株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,神奈川県横浜市中区山下町105,1976,代表取締役 小椋 真哉,48 百万円,,,,,
2024-08-01,幸信商運株式会社,道路貨物運送業（宅配便・トラック運送など）,無,東京都中央区日本橋人形町3-5-4ユニゾ人形町3丁目ビル 3Ｆ,1963,代表取締役 縄谷 幸克,30 百万円,,,,,
2024-08-01,関東マリン・サービス株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,神奈川県横浜市中区不老町2-10-12船舶企業ビル 3Ｆ,1968,代表取締役 中川 一成,20 百万円,,,,,
2024-08-01,中央運送株式会社,道路貨物運送業（宅配便・トラック運送など）,無,東京都江東区豊洲6-6-2東京都中央卸売市場豊洲市場7街区水産卸売場棟 3Ｆ 314,1951,代表取締役 椎名 幸子,55 百万円,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■貨物自動車運送事業■貨物利用運送事業■冷蔵倉庫業■不動産の取得、保有、賃貸及び管理■産業廃棄物の収集、運搬及び処理 2023年6月doda掲載求人より引用,
2024-08-01,山梨交通株式会社,道路貨物運送業（宅配便・トラック運送など）,無,山梨県甲府市飯田3-2-34,1945,代表取締役 雨宮 正英,96 百万円,,,,,
2024-08-01,国通株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,神奈川県横浜市中区山下町193-1山下町コミュニティビル 6Ｆ,1961,代表取締役 中村 寛,50 百万円,,,,,
2024-08-01,京浜内外フォワーディング株式会社,海運業,求人なし,東京都中央区新川1-29-8三菱倉庫越前堀ビル,1953,代表取締役 髙田 智,30 百万円,,,,,
2024-08-01,京浜フエリーボート株式会社,海運業,求人なし,神奈川県横浜市中区海岸通1-1,1966,代表取締役 佐藤 和徳,70 百万円,,,,,
