更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,善光寺白馬電鉄株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,長野県長野市中御所1-20-1裾花ビル 1Ｆ,1929,代表取締役 松本 清,30 百万円,,,,,
2024-08-01,株式会社曲長富樫商店,倉庫業・梱包業,求人なし,北海道札幌市中央区北十条西17-36,1939,代表取締役 富樫 昭夫,95 百万円,,,,,
2024-08-01,松代運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,長野県長野市真島町真島690-1,1983,代表取締役 村上 高幸,50 百万円,,,,,
2024-08-01,群馬くみあい運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,群馬県前橋市亀里町1306-3,1973,代表取締役 山口 成章,194 百万円,,,,,
2024-08-01,昌栄高速運輸株式会社,道路旅客運送業,求人なし,長野県長野市神明25,1991,代表取締役 白石 昌己,31 百万円,,,,,
2024-08-01,株式会社太陽運輸,道路貨物運送業（宅配便・トラック運送など）,求人なし,群馬県前橋市五代町677-2,1963,代表取締役 藤野 隆司,50 百万円,,,,,
2024-08-01,株式会社九州ネギシ,道路貨物運送業（宅配便・トラック運送など）,無,福岡県北九州市門司区新門司北2-10-4,1994,代表取締役 京德治,30 百万円,,,,,
2024-08-01,フェリックス物流株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,福岡県北九州市門司区新門司1-6-2,1989,代表取締役 岡山 耕二,40 百万円,,,,,
2024-08-01,株式会社フジネット,道路貨物運送業（宅配便・トラック運送など）,求人なし,北海道札幌市中央区北十二条西20-1-20,1966,代表取締役社長 成田 憲治,15 百万円,,,,,
2024-08-01,札幌拓殖倉庫株式会社,倉庫業・梱包業,求人なし,北海道札幌市中央区北八条西14-28,1912,代表取締役 池田 俊介,10 百万円,,,,,
2024-08-01,日本中央交通株式会社,道路旅客運送業,求人なし,群馬県高崎市島野町1332,1953,代表取締役 諸井 昌代,50 百万円,,,,,
2024-08-01,株式会社宇佐美運輸機工,倉庫業・梱包業,求人なし,福岡県北九州市若松区南二島4-16-6,1981,代表取締役 宇佐美 正則,30 百万円,,,,,
2024-08-01,株式会社ライズトランスポート,道路貨物運送業（宅配便・トラック運送など）,求人なし,群馬県前橋市総社町1-7-4,1976,代表取締役 相原 佳寛,10 百万円,,,,,
2024-08-01,長野電鉄株式会社,鉄道業,求人なし,長野県長野市大字鶴賀権堂町2201,1920,代表取締役社長 久保田 敏之,495 百万円,,,,,
2024-08-01,洞海マリンシステムズ株式会社,海運業,求人なし,福岡県北九州市若松区山手町3-9,1967,代表取締役 今田 寿雄,34 百万円,,,,,
2024-08-01,太平運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,福岡県北九州市若松区大字安瀬1-21,1962,代表取締役 寺坂 勝善,13 百万円,,,,,
2024-08-01,卓伸商事株式会社,倉庫業・梱包業,求人なし,福岡県北九州市若松区大字安瀬1-3,1962,代表取締役 浦江 重充,10 百万円,,,,,
2024-08-01,鶴丸コーケン株式会社,倉庫業・梱包業,求人なし,福岡県遠賀郡水巻町猪熊10-4-8,1971,代表取締役 久保 泰一郎,10 百万円,,,,,
2024-08-01,株式会社丸仲運輸,道路貨物運送業（宅配便・トラック運送など）,求人なし,福岡県北九州市若松区響町1-80-2,1951,代表取締役 尾崎 進,30 百万円,,,,,
2024-08-01,株式会社ニユー札幌ビル,運輸・物流業界,求人なし,北海道札幌市中央区北四条西4-1-1,1960,代表取締役 植田 幸一,60 百万円,,,,,
2024-08-01,株式会社渡辺産業運輸,道路貨物運送業（宅配便・トラック運送など）,求人なし,和歌山県和歌山市西田井211,1980,代表取締役 渡辺 勝年,53 百万円,,,,,
2024-08-01,長野運送株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,長野県長野市中御所1-20-1裾花ビル 1Ｆ,1943,代表取締役 松本 清,50 百万円,,,,,
2024-08-01,相互タクシー株式会社,道路旅客運送業,求人なし,和歌山県和歌山市松島222,1954,代表取締役 田畑 孝芳,10 百万円,,,,,
2024-08-01,久岐通商株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,福岡県北九州市若松区南二島5-2-1,1988,代表取締役 梅田 和良,30 百万円,,,,,
2024-08-01,株式会社宮下,道路貨物運送業（宅配便・トラック運送など）,求人なし,長野県長野市大字南長池442,1952,代表取締役 宮下 秀己,50 百万円,,,,,
2024-08-01,加森観光株式会社,道路旅客運送業,求人なし,北海道札幌市中央区北四条西4-1加森ビル3,1981,代表取締役 加森久丈,100 百万円,,,,,
2024-08-01,住吉石油株式会社,海運業,求人なし,福岡県北九州市若松区桜町20-26,1980,代表取締役 須本 正彦,10 百万円,,,,,
2024-08-01,有限会社こだま運輸,道路貨物運送業（宅配便・トラック運送など）,求人なし,群馬県前橋市力丸町479,1962,代表取締役 渡邉 忠司,10 百万円,,,,,
2024-08-01,信越定期自動車株式会社,道路貨物運送業（宅配便・トラック運送など）,無,長野県長野市大字東和田舞台堰沖832,1948,代表取締役 佐藤 輝一,80 百万円,,,,,
2024-08-01,株式会社アサヒロジスティックス,倉庫業・梱包業,求人なし,福岡県北九州市若松区南二島2-28-13,1990,代表取締役 住田 智昭,10 百万円,,,,,
2024-08-01,戸畑港運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,福岡県北九州市戸畑区川代2-4-1,1958,,48 百万円,,,,,
2024-08-01,松田産業株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,福岡県北九州市戸畑区大字中原46-111,1960,代表取締役 松田 健一郎,45 百万円,,,,,
2024-08-01,旭梱包運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,福岡県北九州市戸畑区三六町14-22,1961,代表取締役 西村 謙一郎,40 百万円,,,,,
2024-08-01,旭洋海運株式会社,海運業,無,福岡県北九州市戸畑区南鳥旗町6-9,1966,代表取締役 後藤 修久,35 百万円,,,,,
2024-08-01,有限会社アパマン管理,運輸・物流業界,求人なし,長野県長野市吉田2-10-15,1991,取締役 神田 正昭,3 百万円,,,,,
2024-08-01,武石流通株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,長野県長野市真島町真島1170-1,1988,代表取締役 下城 豊嗣,10 百万円,,,,,
2024-08-01,大丸交通株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,福岡県北九州市小倉北区江南町5-33,1952,代表取締役 藤野 秀之,11 百万円,,,,,
2024-08-01,勝山自動車株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,福岡県北九州市小倉北区米町1-5-15勝山大坂町ビル,1952,代表取締役 廣石 敏文,40 百万円,,,,,
2024-08-01,小倉運送株式会社,道路貨物運送業（宅配便・トラック運送など）,無,福岡県北九州市小倉南区大字朽網3914-68,1950,代表取締役 増井 淳,50 百万円,,,,■一般貨物自動車運送事業■貨物利用運送事業（JRコンテナ、フェリー輸送）■倉庫業■港湾運送業■海上コンテナ運送事業■構内請負作業■不動産賃貸業＜保有車両数＞・190台弱 2024年5月doda掲載求人より引用,
2024-08-01,玄海産業株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,福岡県北九州市小倉北区西港町9-13,1958,代表取締役 伊藤 源二,20 百万円,,,,,
