更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,株式会社オートグランド,海運業,求人なし,大阪府大阪市中央区瓦町4-5-9井門瓦町ビル 5Ｆ,1994,代表取締役 田巻 不二夫,90 百万円,,,,,
2024-08-01,有限会社丸オ奥田商店,道路貨物運送業（宅配便・トラック運送など）,求人なし,東京都江東区木場5-12-3,1954,取締役 奥田 祐子,6 百万円,,,,,
2024-08-01,株式会社トランステック,道路貨物運送業（宅配便・トラック運送など）,求人なし,東京都台東区浅草橋1-3-14,1984,代表取締役 後藤 英一,25 百万円,,,,,
2024-08-01,株式会社青葉,道路貨物運送業（宅配便・トラック運送など）,求人なし,東京都江戸川区東葛西6-5-19,1983,代表取締役 川村 竜介,18 百万円,,,,,
2024-08-01,株式会社ハヤシ配送サービス,道路貨物運送業（宅配便・トラック運送など）,無,東京都墨田区緑2-6-51Ｆ、2Ｆ,1950,代表取締役 林 秀行,10 百万円,,,,,
2024-08-01,都設計工業株式会社,運輸・物流業界,求人なし,大阪府大阪市中央区南本町4-1-10ホンマチ山本ビル Ｂ1,1968,代表取締役 大関 健,25 百万円,,,,,
2024-08-01,株式会社丸加運送店,道路貨物運送業（宅配便・トラック運送など）,求人なし,東京都江東区亀戸5-7-8大村ビル 1Ｆ,1992,代表取締役 菅谷 充透,36 百万円,,,,,
2024-08-01,第一中央システムズ株式会社,海運業,求人なし,東京都港区三田1-4-28三田国際ビル 25Ｆ,1994,代表取締役 西本 宏至,50 百万円,,,,,
2024-08-01,日本興運株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,東京都江東区新木場2-5-2,2000,代表取締役 原 玲子,40 百万円,,,,,
2024-08-01,商都交通株式会社,道路貨物運送業（宅配便・トラック運送など）,無,大阪府大阪市中央区瓦屋町3-4-19,1950,代表取締役 三野 勝義,31 百万円,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■タクシー業■観光バス業■自動車整備業┗近畿運輸局指定工場 大指大第238号┗トヨタ自動車株式会社 指定工場┗JAF指定工場 2022年9月doda掲載求人より引用,
2024-08-01,不二タクシー株式会社,道路旅客運送業,求人なし,東京都江東区亀戸2-17-10,1954,代表取締役 遠藤 正章,40 百万円,,,,,
2024-08-01,丸伊運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,神奈川県横浜市中区太田町6-84-2大樹生命横浜桜木町ビル6Ｆ,1950,代表取締役 青木 数磨,38 百万円,,,,,
