更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,伊藤運輸倉庫株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,埼玉県蕨市北町5-10-19,1968,代表取締役 伊藤 吉典,10 百万円,,,,,
2024-08-01,富士興業株式会社,道路旅客運送業,求人なし,埼玉県蕨市中央6-3-50富士ビル 1Ｆ,1959,代表取締役 田中 正徳,10 百万円,,,,,
2024-08-01,株式会社大石運輸,道路貨物運送業（宅配便・トラック運送など）,求人なし,埼玉県蕨市中央6-6-8,1979,代表取締役 半田 茂,30 百万円,,,,,
2024-08-01,トス運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,静岡県磐田市匂坂中1273-1,1992,代表取締役 渡辺 精久,15 百万円,,,,,
2024-08-01,壱岐交通株式会社,道路旅客運送業,求人なし,長崎県壱岐市郷ノ浦町東触575-2,1920,代表取締役 酒井 誠二,27 百万円,,,,,
2024-08-01,小林運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,無,埼玉県戸田市新曽南3-8-8,1956,代表取締役社長 木内 一宏,81 百万円,,,,,
2024-08-01,京葉流通倉庫株式会社,倉庫業・梱包業,求人なし,埼玉県戸田市川岸3-9-4,1966,代表取締役 箱守 和之,90 百万円,,,,,
2024-08-01,エイトウイング株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,青森県弘前市大字田園4-1-1エイトウイング（株） 1Ｆ,2001,代表取締役 田澤 大介,10 百万円,,,,,
2024-08-01,株式会社ヤマムラ倉庫,倉庫業・梱包業,求人なし,静岡県焼津市坂本1325-1,1975,代表取締役 山村 正英,100 百万円,,,,,
2024-08-01,株式会社丸橋運送,道路貨物運送業（宅配便・トラック運送など）,無,静岡県焼津市田尻2235-9,1984,代表取締役 橋本 武彦,30 百万円,,,,・一般貨物自動車運送事業・自動車運送取扱事業 2024年3月doda掲載求人より引用,
2024-08-01,瀬野川産業株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,広島県広島市安芸区上瀬野1-17-12,1969,代表取締役社長 立川 弘幸,30 百万円,,,,,
2024-08-01,オカゼン株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,埼玉県戸田市美女木1-28-7,1971,代表取締役 沼田 彰,30 百万円,,,,,
2024-08-01,株式会社ティーユーロジネット,道路貨物運送業（宅配便・トラック運送など）,求人なし,広島県安芸郡坂町北新地1-4-31,1968,代表取締役 北浦 大作,50 百万円,,,,,
2024-08-01,渡辺運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,広島県広島市安芸区矢野新町2-4-2,1965,代表取締役 渡辺 資議,33 百万円,,,,,
2024-08-01,旭タクシー株式会社,道路旅客運送業,求人なし,熊本県熊本市西区二本木1-2-34,1951,代表取締役 赤池 賢太郎,10 百万円,,,,,
2024-08-01,東和運送株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,広島県広島市安芸区矢野新町2-4-6,1971,代表取締役 金川 義宏,10 百万円,,,,,
2024-08-01,ジャパンロジコム株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,埼玉県戸田市大字新曽14-1,1983,代表取締役 大山 貴義,20 百万円,,,,,
2024-08-01,実勝運輸有限会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,広島県広島市安佐南区伴西2-4-1,1974,代表取締役 小川 晋悟,10 百万円,,,,,
2024-08-01,京和運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,埼玉県戸田市笹目4-31-11,1975,代表取締役 林 良佶,15 百万円,,,,,
2024-08-01,株式会社グンリック,道路貨物運送業（宅配便・トラック運送など）,無,埼玉県戸田市美女木1-28-7,1962,代表取締役 沼田 彰,10 百万円,,,,,
2024-08-01,有限会社西塚運送,道路貨物運送業（宅配便・トラック運送など）,求人なし,埼玉県川口市芝中田1-40-3,1981,代表取締役 小林 英次,8 百万円,,,,,
2024-08-01,三八五ロジステックス株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,青森県八戸市沼館3-6-10,1952,代表取締役 泉 山元,50 百万円,,,,,
2024-08-01,株式会社リントラ,道路貨物運送業（宅配便・トラック運送など）,求人なし,青森県八戸市豊洲3-18,1964,代表取締役 澤藤 孝之,30 百万円,,,,,
2024-08-01,八戸港湾運送株式会社,運輸・物流業界,求人なし,青森県八戸市大字河原木字海岸16-4,1942,代表取締役 澤藤 孝之,100 百万円,,,,,
2024-08-01,株式会社タイセイ,道路貨物運送業（宅配便・トラック運送など）,無,埼玉県戸田市笹目5-24-2,1991,代表取締役 大西 昭範,75 百万円,,,,,
2024-08-01,ポストタクシー株式会社,道路旅客運送業,求人なし,青森県八戸市城下1-28-1,1953,代表取締役 西條 千惠子,20 百万円,,,,,
2024-08-01,武井運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,埼玉県川口市榛松2-5-10,1976,代表取締役 武井 春美,20 百万円,,,,,
2024-08-01,三八五流通株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,青森県八戸市大字長苗代字上中坪35-1,1949,代表取締役 泉山 元,780 百万円,,,,,
2024-08-01,株式会社銀河急送,道路貨物運送業（宅配便・トラック運送など）,無,埼玉県戸田市笹目3-10-20,1994,代表取締役 佐々木 智也,15 百万円,,,,,
2024-08-01,株式会社ケイウン,道路貨物運送業（宅配便・トラック運送など）,求人なし,埼玉県戸田市笹目6-12-2,1980,代表取締役 鈴木 正文,10 百万円,,,,,
2024-08-01,西野陸送有限会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,広島県東広島市西条町田口10196-22,1980,取締役社長 西野 章,4 百万円,,,,,
2024-08-01,株式会社アンビ・ア,道路旅客運送業,求人なし,静岡県焼津市栄町2-2-21,1941,代表取締役 松永 勝裕,29 百万円,,,,,
2024-08-01,熊本交通株式会社,道路貨物運送業（宅配便・トラック運送など）,求人なし,熊本県熊本市東区健軍1-27-5,1941,代表取締役 本田 達郎,15 百万円,,,,,
