更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,従業員数,資本金,平均年齢,企業URL,上場市場名
2024-08-01,株式会社 セルート,道路貨物運送業（宅配便・トラック運送など）,8,■事業内容：（1）緊急配送事業（バイク便・カーゴ軽四輪便）（2）メディカル、バイオ関連輸送事業（3）配送クラウドソーシングアプリ開発・運営■概要：同社は、顧客のあらゆる要望に応え、大切な「モノ」を迅速にドア・ツー・ドアで届ける物流トータルコーディネート企業です。全国の主要都市の直営拠点と各地の提携協力企業で繋ぐ全国ネットワークを活かした機動力、徹底したマーケティングと豊富なアイデアで確かな成長を遂げてきました。また近年では、配送クラウドソーシングアプリの開発など幅広く事業を展開しています。,東京都新宿区高田馬場1-31-18高田馬場センタービル,1984,,160,50百万円,33.0,http://www.saroute.co.jp/,
2024-08-01,株式会社コクヨロジテム,倉庫業・梱包業,1,・コクヨグループ内外のロジスティクス業務全般（物流システムメンテナンス・受注・在庫管理・運用管理保管・荷役・幹線輸送・小口配送・物流加工）・家具類の組立・施工及び、内装仕上げ工事・中古家具の再販売・コクヨ株式会社製 オフィス家具のアフターメンテナンス・ロジスティクスシステム構築の企画・提案・オフィスのリロケーションサービス・引越・倉庫業,大阪市東成区大今里南6-1-1,1999,代表取締役 松浦 鉄男,328,2億2500万円,,http://www.kokuyo-logitem.co.jp/,
2024-06-01,松本運輸倉庫株式会社,倉庫業・梱包業,2,■事業内容：1.危険品及び一般貨物等の荷役・保管（港湾運送事業・倉庫業）2.一般貨物及びセメントの輸送（貨物自動車運送事業）3.輸出入貨物に対する保税業務（倉庫保税業）4.船舶の入出港に関する一切の手続（船舶代理店業）5.産業廃棄物の運搬（産業廃棄物収集運搬業）,兵庫県尼崎市大高洲町2-1,1951,,30,60百万円,,https://www.mtw-group.com/,
2024-08-01,衣浦ポートサービス株式会社,海運業,2,■主な業務内容：・曳船業（タグボート）…衣浦港へ寄港する船舶の接岸・離岸の補助業務。3600馬力のタグボートを2隻所有しており、24時間体制で全ての船舶のニーズに対応。緊急作業にも対応できるよう防災船としても機能。・船舶繋離業…船舶の離着岸を補助。繋船索牽引車3台、綱取ボート3隻を駆使し豊富な経験と熟練の作業員を配置することによりさまざまな作業状況に臨機応変に対応。・通船業…岸壁と船舶の往来を援助。4隻の小型船舶を所有し、船員の送迎、船舶修理業者の往来、船用品の積込みなど、用途に合わせて運航。,愛知県半田市十一号地1-5第二港運ビル,1967,,31,50百万円,,http://k-port.co.jp/,
2024-08-01,戸田通商有限会社,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容：ステンレスなど鋼材の運搬事業■特徴：昭和57年に当社を設立し、愛知県半田市を拠点に愛知県内から全国各地へ、鋼材を専門とした運搬事業を行っています。創業より30年以上に渡り、鋼材の運搬事業に特化することで培った経験やノウハウと、自社の強みである「コンプライアンス、安全第一」を最大限活用し、取引先のニーズに対応しております。そして、取引先から預かった製品を定められた納期に確実にお届けするため、また、当社で長く働いてもらうためにドライバーの安全を第一に考え、安全に対する取り組みを積極的に行っております。■保有車輌：大型トレーラー5台（10ｔ、１２ｔ）,愛知県名古屋市中川区荒江町10-3,1982,,10,10百万円,,"Failed to retrieve page, status code: 410",
2024-06-01,セオ運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容： ・貨物自動車運送事業・自動車運送取扱業・海運業・倉庫業・産業廃棄物収集運送業（積替え・中間処理・保管）◎ISO14001（国際環境規格）認証取得企業 ◎株式会社クボタの協力会社として80年以上の活躍実績があります。,兵庫県尼崎市元浜町2-7-2,1934,,180,20百万円,,http://www.seo-g.co.jp/company.html,
2024-07-01,日本タクシー株式会社,道路旅客運送業,1,【創業70年以上の安定企業】■旅客自動車運送業 ■自動車整備業 ■自動車の管理請負業,大阪府大阪市旭区赤川1-10-21,1950,代表取締役社長 坂本 栄二,1200,,,https://nippontaxi-grp.co.jp/taxi/,
2024-07-01,株式会社Mizkan Logitec,倉庫業・梱包業,1,■事業概要:ミツカングループの物流部門担当として、日本およびアジアにおける自社商品の物流業務を手掛けています。,愛知県半田市中村町2-6,1994,,92,,43.0,https://www.mizkanholdings.com/ja/,
2024-07-01,中部冷蔵株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■同社について同社は、アイスクリームや冷凍食品の入出庫・保管・仕分けを行う物流会社として、物流による企業戦略・構築をサポートしています。■事業内容： 冷凍倉隋業、普通倉庫業、保税蔵置場、自動車運送取扱事■拠点【長野倉庫】長野県塩尻市大字広丘野村1983【北陸第1センター】富山県小矢部市平桜6144【北陸第2センター】富山県小矢部市平桜6150,愛知県春日井市長塚町1-103,1978,,30,10百万円,,https://c-gr.co.jp/company/,
2024-08-01,大和エネルフ株式会社,道路貨物運送業（宅配便・トラック運送など）,3,■事業内容： 1．一般廃棄物収集運搬業2．(特別管理)産業廃棄物収集運搬業3．産業廃棄物処分業,愛知県春日井市明知町1510-1,1970,,95,80百万円,,https://www.enelf.jp/,
2024-08-01,株式会社オリエント・サービス,倉庫業・梱包業,1,＜企業概要＞■事業内容：一般貨物自動車運送事業、貨物取扱事業、倉庫業、業務請負業、産業廃棄物収集運搬業、自動車賃貸業■当社の特徴：当社は物流プロセスをトータルに運営管理する物流システムの提供をはじめ、輸送、配送、集荷などの運送事業と、短期間からご利用頂ける貸し倉庫を運営しています。1988年に設立し、春日井市下条町に本社営業所を置き、一般貨物自動車運送業及び倉庫業として、物流拠点の運営をはじめ全国輸送ネットワークの運営をしています。,愛知県春日井市下条町1212-1,1988,,188,10百万円,,https://www.orient-service.co.jp/,
2024-07-01,株式会社日の丸リムジン,道路旅客運送業,7,■事業内容：（1）ハイヤー事業（2）タクシー事業（3）自動車運行管理請負事業（4）民間車検整備工場、部品、アクセサリー販売（5）レンタサイクル事業（6）不動産賃貸営業（7）ガソリンスタンド事業（8）旅行企画販売事業,東京都文京区後楽1-1-8,1981,,458,90百万円,,https://limo-hinomaru.jp/,
2024-07-01,堀尾物産株式会社,道路貨物運送業（宅配便・トラック運送など）,2,■事業内容： ⇒クレーンリース事業部（クレーン作業）、レッカー事業部（事故車等排除作業） 運輸事業部（一般貨物自動車運送事業）、不動産事業部、自動車販売（オークション・整備）,愛知県春日井市大手町44大手町ビル 1F,1965,,45,30百万円,,https://saiyo.horio-bussan.com/company,
2024-07-01,有限会社丸島運送店,道路貨物運送業（宅配便・トラック運送など）,1,■企業概要：当社は、瀬戸内に浮かぶ小豆島にて昭和34年より、半世紀にわたり島の物流業の一役を担っております。現在の社長は3代目です。主に、島の基幹産業である食品産業（醤油、佃煮、素麺、オリーブなど）の加工製品や、農産物及び電気部品等を地場配送から全国宅配、長距離運送まで幅広く手掛けております。■事業一覧： ・一般貨物自動車運送事業・貨物軽自動車運送事業・自動車運送取扱事業・砂利採取及び販売業・損害保険代理業 など,香川県小豆郡小豆島町安田甲348-8,1959,,19,3百万円,,http://marushima-exp.com/,
2024-06-01,ナショナルタクシー株式会社,道路旅客運送業,1,■一般乗用旅客自動車運送事業,大阪府大阪市城東区成育2-8-3,1951,代表取締役社長 金田 隆司,292,,,https://tokyo-nihonkotsu.net/national-taxi/recruit-lp/,
2024-08-01,コベルコシンワ株式会社,倉庫業・梱包業,4,■事業内容：各種梱包、造作家具製造販売、工業用冷却塔据付工事・部材製作・組立,兵庫県明石市大久保町八木597,1960,,242,140百万円,,http://www.kobelcoshinwa.com/,
2024-08-01,瑞穂産業株式会社,海運業,2,■事業内容：外航船舶の船主・船舶貸渡業／船舶管理業■企業概要：1）当社は鉄鉱石や石炭を世界中で運搬する外航貨物船を所有しており、それら船が安全に運航できるよう管理を行っております。2）当社ではばら積み貨物船やタンカー船等合わせて約40隻の外航船舶を保有しています。近年では環境に配慮した船舶の導入も進めています。＜今後の方針＞世界経済の変動、競争の激化、環境規制の強化により、より精度が高い船舶管理が要求されております。”安全な航海が達成できること”を大前提に、より効率の高い船舶管理を達成していきたいと考えております。,愛媛県今治市地堀6-4-32,1960,,17,14百万円,49.0,http://mizuhosangyo.co.jp/web/,
2024-07-01,ダイセーロジスティクス株式会社,道路貨物運送業（宅配便・トラック運送など）,2,■貨物自動車運送事業、倉庫業,■本社東京都文京区本駒込5-28-7■事業所（ハブセンター）全国28拠点（東京、埼玉、千葉、神奈川、茨城、群馬、福島、大阪、愛知、沖縄）,1975,代表取締役社長 田浦 辰也,842,1億円,,https://www.daisei-log.com,
2024-08-01,梅田交通株式会社,道路貨物運送業（宅配便・トラック運送など）,無,＜各社共通＞■一般乗用旅客自動車運送事業■自動車整備事業■自動車リース販売業■不動産事業■損害保険代理業■共済事業 2024年7月doda掲載求人より引用,大阪府大阪市住吉区長居西3-5-10,1961,代表取締役 古知 愛一郎,,50 百万円,,"Failed to retrieve page, status code: 410",
