更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,株式会社アカウンティング・システム,保険代理店,求人なし,神奈川県横浜市西区高島2-3-25みなとみらいＴＡビル 6Ｆ,1995,代表取締役 髙田 一毅,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エイアンドビーアシスト,保険代理店,求人なし,岩手県盛岡市中央通1-5-17アーバンヒル中央 101,2000,代表取締役 橋本 満,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,パレット企業年金基金,その他金融,無,東京都豊島区東池袋2-29-8西友労組会館 3Ｆ,,理事長 長谷川 穣,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ＤＢＪキャピタル株式会社,ベンチャーキャピタル・プライベートエクイティ,求人なし,東京都千代田区大手町1-9-6大手町フィナンシャルシティ サウスタワー,2005,代表取締役 新美 正彦,99 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社アイ・アール・ケイ,損害保険,無,福島県いわき市中岡町6-12-14いわき中小企業労務協会 2Ｆ,1993,代表取締役 小堀 信夫,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■損害保険・生命保険契約締結の代理または媒介■主要取引先あいおいニッセイ同和損害保険株式会社日本生命保険相互会社三井住友海上あいおい生命保険株式会社エヌエヌ生命保険株式会社大樹生命保険株式会社はなさく生命保険株式会社 2023年6月doda掲載求人より引用,
2024-08-01,クレバー保険企画株式会社,保険代理店,求人なし,長野県岡谷市赤羽1-1-35,2011,代表取締役 玉木 豊,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社アクシスコミュニティ,その他金融,求人なし,東京都台東区東上野2-18-22Ｓ＆Ｕビル5Ｆ,2009,代表取締役 柳澤 俊之,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ＵＣＳ,消費者金融,求人なし,東京都台東区小島2-14-5毛利ビル 701,2005,代表取締役 布施 盛重,53 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エクソル,保険代理店,求人なし,東京都葛飾区高砂5-39-4201,2001,代表取締役 荒川 裕一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,Ｍａｓｔｅｒｃａｒｄ　Ｐｒｅｐａｉｄ　Ｍａｎａｇｅｍｅｎｔ　Ｓｅｒｖｉｃｅｓ　Ｊａｐａｎ株式会社,クレジット・信販（ノンバンク）,求人なし,東京都渋谷区桜丘町26-1セルリアンタワー 16Ｆ,2011,代表取締役 内山 憲,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ミューチュアルトラスト,クレジット・信販（ノンバンク）,求人なし,東京都新宿区市谷本村町2-11外濠スカイビル 7Ｆ,2006,代表取締役 西本 政美,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ファーストブラザーズ投資顧問株式会社,投信・投資顧問,求人なし,東京都千代田区丸の内2-4-1丸の内ビルディング 25Ｆ,2011,代表取締役 峯村 昌樹,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ファースト信託株式会社,その他金融,求人なし,大阪府大阪市中央区瓦町2-4-7新瓦町ビル 4Ｆ,2006,代表取締役 畑山 邦雄,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ＶＯＲＴＥＸ,クレジット・信販（ノンバンク）,求人なし,東京都中央区銀座6-7-7第三岩月ビル 9Ｆ,2010,代表取締役 林 健二,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社フィナンシャルクリエイト,保険代理店,無,東京都豊島区南池袋2-19-4南池袋ビル5Ｆ,2011,代表取締役 髙塚 大弘,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,◆金融教育及びお金の知識啓蒙◆ファイナンシャルプラニング業◆メディア運営業◆各種コンサルティング業◆各種マーケティング業◆各種セミナー開催◆各種イベントの企画ならびに開催◆金融商品仲介業 関東財務局長（金仲）第845号◆生命保険代理店業◆損害保険代理店業 2024年5月doda掲載求人より引用,
2024-08-01,株式会社ＮＳＫ,投信・投資顧問,求人なし,東京都北区豊島2-3-1,2011,代表取締役 松木 剛,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ＰＬＵＳＳＯ,投信・投資顧問,求人なし,東京都世田谷区奥沢5-1-11メゾン・ド・ジョワ202,2011,代表取締役 金子 剛,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ライズ,保険代理店,求人なし,東京都中央区八丁堀3-17-16セントラル京橋三立ビル別館 503,2013,代表取締役 森 理行,4 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,カレラアセットマネジメント株式会社,投信・投資顧問,求人なし,東京都港区赤坂1-12-32アーク森ビル 12Ｆ,2011,代表取締役 廣川 雅一,162 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,セリオ・コンサルティング株式会社,保険代理店,求人なし,千葉県館山市犬石1496-157,2002,代表取締役 林 くみ子,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ハートリンクコンサルティング株式会社,保険代理店,求人なし,大阪府大阪市中央区内淡路町2-3-1,2009,代表取締役 松本 敏一,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ＲＪＴキャピタル株式会社,ベンチャーキャピタル・プライベートエクイティ,求人なし,東京都北区中里2-3-3久喜ビル405号,2011,代表取締役 横尾 嘉昭,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ジー・アール株式会社,リース,求人なし,山梨県南アルプス市下高砂392-1,2011,代表取締役 武藤 今朝晴,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社常陽キャピタルパートナーズ,投信・投資顧問,求人なし,茨城県水戸市南町2-5-5,2004,代表取締役 池田 重人,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社モジュンダー・アンド・カンパニー,保険代理店,求人なし,東京都中央区日本橋3-7-10丹平ビル 6Ｆ,1955,代表取締役 モジュンダー・ローレンス・トルーン,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日建ホールディングス株式会社,証券会社,求人なし,東京都港区芝3-8-2,2011,代表取締役 川上 耕司,396 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ノルマンディーオーナーズクラブ,その他金融,求人なし,東京都中央区日本橋人形町3-8-2人形町ミハマビル 8Ｆ,2011,代表取締役 岡田 壮史,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エスティサポート,保険代理店,求人なし,東京都江東区亀戸6-41-12,1999,代表取締役 小嶋 豊,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ライフサポート株式会社,保険代理店,求人なし,大阪府大阪市西区京町堀1-4-9,2011,代表取締役 東畑 政徳,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,保険サービスシステム株式会社,生命保険,求人なし,東京都千代田区有楽町1-2-2東宝日比谷ビル 17Ｆ,2002,代表取締役 成瀬 秀幸,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ＳＭＦＬ信託株式会社,その他金融,求人なし,東京都千代田区一ツ橋2-1-1如水会ビル,1995,代表取締役 卜部 重基,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,デューカスコピー・ジャパン株式会社,その他金融,無,東京都中央区銀座2-14-4銀座スクエア6Ｆ,2009,代表取締役 藤田 規之,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ライフブレイン,生命保険,無,富山県高岡市東上関336ＫＴビル,2003,代表取締役 加藤 純朗,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■損害保険代理業、生命保険の募集に関する業務、安全対策に関する業務、退職金コンサルティング、各種助成金の支援業務■取扱保険会社：AIG損害保険(株)、三井住友海上火災保険(株)、東京海上日動火災保険(株)、大同生命保険(株)、メットライフ生命保険(株)、エヌエヌ生命保険(株)、三井住友海上あいおい生命保険(株)、東京海上日動あんしん生命保険(株) 2022年8月doda掲載求人より引用,
2024-08-01,株式会社アイラ,保険代理店,求人なし,高知県高知市大膳町31,2001,代表取締役 下元 浩靖,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,おおぞら保険サービス株式会社,損害保険,求人なし,青森県三沢市東岡三沢3-41-87,2006,代表取締役 一戸 栄司,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,埼玉県住宅ローン株式会社,保険代理店,求人なし,埼玉県さいたま市北区宮原町4-144-1建設埼玉会館 2Ｆ,1982,代表取締役 齋藤 健次,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社アディス,損害保険,求人なし,埼玉県北本市中央4-191,2008,代表取締役 内田 敏文,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社大樹,保険代理店,求人なし,愛知県豊橋市菰口町3-80-1,2010,代表取締役 笠原 元樹,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社トリオ,保険代理店,無,愛知県名古屋市中区栄2-2-31ニュープラスビル8Ｆ,1984,代表取締役 溝口淳士,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社トラスト,保険代理店,求人なし,広島県三原市中之町2-5-12,2008,代表取締役 大出 喜章,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社三和,保険代理店,求人なし,徳島県徳島市新浜町4-2-18,2005,代表取締役 島田 修司,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社柏木実業,リース,求人なし,宮城県仙台市泉区大沢2-4-2,1975,代表取締役 中塚 順子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社保険パーク,保険代理店,求人なし,秋田県秋田市寺内字三千刈327-2,2003,代表取締役 鈴木 規純,4 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社アスリート保険,保険代理店,求人なし,群馬県高崎市新保町158-1,2004,取締役 齋藤 雅彦,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
