更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,株式会社共栄會,ファーストフード関連,無,東京都中央区築地4-7-5築地ＫＹビル 3Ｆ,1950,代表取締役 丸山 邦治,100 百万円,,,,,
2024-08-01,株式会社クオリス,ファーストフード関連,求人なし,新潟県新潟市中央区東大通1-2-5,1966,代表取締役 田中 健一,40 百万円,,,,,
2024-08-01,株式会社丸正産業,ファーストフード関連,求人なし,新潟県新潟市中央区古町通3番町650丸正ビル,1968,代表取締役 津吉 孝司,25 百万円,,,,,
2024-08-01,高松商事株式会社,ファーストフード関連,求人なし,東京都中央区銀座6-3-9Ｓｕｎーｍｉ高松,1975,代表取締役 溝渕 利幸,50 百万円,,,,,
2024-08-01,株式会社日本橋とよだ,ファーストフード関連,求人なし,東京都中央区日本橋室町1-12-3,1965,代表取締役 橋本 亨,10 百万円,,,,,
2024-08-01,株式会社杉野,ファーストフード関連,求人なし,神奈川県横浜市港北区新横浜3-8-8日総第16ビル 3Ｆ,1950,代表取締役 太田 三津子,75 百万円,,,,,
2024-08-01,株式会社キタカタ,ファーストフード関連,無,新潟県新潟市中央区女池上山1-5-17,1980,代表取締役 坂井 貴之,50 百万円,,,,,
2024-08-01,株式会社バリウス新潟,ファーストフード関連,求人なし,新潟県新潟市中央区新和1-5-35,1985,代表取締役 山崎 裕司,20 百万円,,,,,
2024-08-01,株式会社アーチ,ファーストフード関連,求人なし,茨城県行方市手賀1325,1991,代表取締役 理崎 勇次郎,10 百万円,,,,,
2024-08-01,株式会社ちゃんこ萩乃井,居酒屋・バー,無,宮城県東松島市矢本字河戸29-2,1975,代表取締役 大森 秀保,10 百万円,,,,,
2024-08-01,オリエンタル物産株式会社,外食産業・飲食業界,求人なし,神奈川県横浜市神奈川区金港町5-1リバーサイドビル横浜 7Ｆ,1956,代表取締役 佐川 美枝,10 百万円,,,,,
2024-08-01,株式会社伊勢定,居酒屋・バー,求人なし,東京都中央区日本橋室町1-9-8室町ビル3Ｆ,1987,代表取締役 富田 蓮右衛門,10 百万円,,,,,
2024-08-01,吉宗有限会社,ファーストフード関連,求人なし,東京都中央区銀座8-9-16銀座中央通り長崎センタービル Ｂ1Ｆ,1973,代表取締役 吉田 康弘,3 百万円,,,,,
2024-08-01,株式会社神田川,ファーストフード関連,無,東京都中央区銀座8-14-5銀座ＫＭビル,1974,代表取締役 黒岩 俊隆,23 百万円,,,,明治3年から続く、うなぎ・割烹を振る舞う和食店（うなぎ料理店、割ぽう料理店、日本料理店、弁当仕出し、持ち帰りうなぎ、料理仕出し） 2023年9月doda掲載求人より引用,
2024-08-01,株式会社太陽エンタープライズ,ファーストフード関連,無,神奈川県横浜市西区みなとみらい2-2-1横浜ランドマークタワー 47Ｆ,1977,代表取締役 荒川 正平,50 百万円,,,,,
2024-08-01,株式会社伊勢廣,居酒屋・バー,無,東京都中央区京橋1-4-9,1950,代表取締役 星野 雅信,10 百万円,,,,,
2024-08-01,株式会社華屋与兵衛,ファーストフード関連,求人なし,東京都港区港南2-18-1ＪＲ品川イーストビル,1974,代表取締役 佐藤 聖二,100 百万円,,,,,
2024-08-01,有限会社八重洲升本,ファーストフード関連,求人なし,東京都中央区八重洲1-7-3,1977,代表取締役 菅谷 祐介,4 百万円,,,,,
2024-08-01,藤岡食品株式会社,ファーストフード関連,求人なし,神奈川県横浜市神奈川区山内町1-1104,1955,代表取締役 藤岡 輝好,40 百万円,,,,,
2024-08-01,株式会社エフテム,ファーストフード関連,求人なし,神奈川県横浜市神奈川区鶴屋町2-16-4,1966,代表取締役 崔永周,19 百万円,,,,,
2024-08-01,株式会社ヨコハマ・フーズ,ファーストフード関連,求人なし,神奈川県横浜市神奈川区栄町1アーバンスクエア横浜 1101,1976,代表取締役 宮澤 昭夫,50 百万円,,,,,
2024-08-01,株式会社クラチ,ファーストフード関連,求人なし,神奈川県横浜市神奈川区神奈川2-3-7,1963,代表取締役 倉知 恒久,50 百万円,,,,,
2024-08-01,株式会社一六堂,居酒屋・バー,求人なし,東京都中央区日本橋3-4-1第二弥生ビル 3Ｆ,1995,代表取締役 柚原 洋一,50 百万円,,,,,
2024-08-01,株式会社フーサワ,ファーストフード関連,求人なし,千葉県柏市柏2-3-1フーサワビル Ｂ1,1950,代表取締役 風澤 俊之,15 百万円,,,,,
2024-08-01,株式会社パイオニア・アイ・ケア,ファーストフード関連,無,神奈川県横浜市西区楠町5-1,1987,代表取締役 深作 ふき,10 百万円,,,,,
2024-08-01,株式会社築地すし好,ファーストフード関連,無,東京都中央区築地6-16-1Ｄａｉｗａ築地ビル 5Ｆ,1969,代表取締役 成田 仁孝,50 百万円,,,,,
2024-08-01,株式会社ゼン,居酒屋・バー,求人なし,新潟県新潟市中央区愛宕1-4-12,2000,代表取締役 河内 善朗,10 百万円,,,,,
2024-08-01,株式会社豊珠興産,居酒屋・バー,求人なし,東京都中央区銀座5-15-1,1993,代表取締役 伊藤 広幸,90 百万円,,,,,
2024-08-01,株式会社ケー・アンド・アイ,ファーストフード関連,求人なし,千葉県柏市柏4-8-14柏染谷ビル1Ｆ,1977,代表取締役 坂巻 龍治,10 百万円,,,,,
2024-08-01,株式会社芝寿し,ファーストフード関連,求人なし,石川県金沢市いなほ2-4,1953,代表取締役 梶谷 真康,48 百万円,,,,,
2024-08-01,株式会社つば甚,ファーストフード関連,無,石川県金沢市寺町5-1-8,1952,代表取締役 鍔 正美,20 百万円,,,,,
2024-08-01,株式会社北辰水産,ファーストフード関連,無,千葉県柏市花野井712-111（株）北辰ビル,1988,代表取締役 藤塚 修治,20 百万円,,,,,
2024-08-01,株式会社フォーシーズンジャパン,居酒屋・バー,求人なし,神奈川県横浜市西区みなとみらい1-1-1,2001,代表取締役 猪又德夫,50 百万円,,,,,
2024-08-01,有限会社ＫＯＲＡＩＤＯＵ,ファーストフード関連,求人なし,東京都中央区日本橋浜町2-47-3浜町パークサイドビル,1999,代表取締役 平山 智子,8 百万円,,,,,
2024-08-01,株式会社サンライズサービス,ファーストフード関連,無,神奈川県川崎市高津区下作延5-28-1,1991,代表取締役 松村 幾敏,50 百万円,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 神奈川を中心に東京･埼玉・静岡4つの商圏エリアで多店舗展開している宅配すし「つきじ海賓」を展開しています。フランチャイズ展開は行わず、すべての店舗を直営にすることで「つきじ海賓」の質、サービスを全店均一に保っています。 2022年3月doda掲載求人より引用,
2024-08-01,株式会社オーキッド,ファーストフード関連,求人なし,千葉県柏市あけぼ-2-1-29オーキッドコート,1989,代表取締役 小田山 博史,10 百万円,,,,,
2024-08-01,ヤマイチ株式会社,居酒屋・バー,求人なし,富山県富山市野口812,1950,代表取締役社長 廣瀬 貴志,20 百万円,,,,,
2024-08-01,株式会社金田中,ファーストフード関連,求人なし,東京都中央区銀座7-18-17,1950,代表取締役 岡副 真吾,68 百万円,,,,,
2024-08-01,三輝株式会社,ファーストフード関連,求人なし,東京都中央区築地4-10-6三輝ビル 6Ｆ,1947,代表取締役 藤井 玉喜,18 百万円,,,,,
2024-08-01,株式会社大昇,ファーストフード関連,求人なし,富山県富山市天正寺349-1,1980,代表取締役 早川 英夫,10 百万円,,,,,
2024-08-01,株式会社福助,ファーストフード関連,無,東京都中央区築地1-8-13,1960,代表取締役 堀川 浩,49 百万円,,,,,
2024-08-01,株式会社タカシン,ファーストフード関連,求人なし,神奈川県横浜市中区山下町25,1972,代表取締役 高橋 大介,10 百万円,,,,,
2024-08-01,勝烈庵フーズ株式会社,ファーストフード関連,求人なし,東京都品川区東品川3-2-16,1962,代表取締役 竹内 裕嗣,40 百万円,,,,,
2024-08-01,株式会社日本海サービス,ファーストフード関連,求人なし,富山県富山市桜木町11-2第一パーキングビル 2Ｆ,1986,代表取締役 佐伯 知徳,6 百万円,,,,,
2024-08-01,富山フアーストフーズ株式会社,ファーストフード関連,求人なし,富山県富山市太郎丸本町1-3-6,1973,代表取締役 福田 徹也,10 百万円,,,,,
2024-08-01,株式会社甲州ほうとう小作,ファーストフード関連,求人なし,山梨県甲府市北口1-4-11,1978,代表取締役 河口 さと子,30 百万円,,,,,
2024-08-01,株式会社ユニオン・ランチ,ファーストフード関連,求人なし,富山県富山市向新庄町4-1-82,1980,代表取締役 遊道 義則,48 百万円,,,,,
2024-08-01,株式会社寿司田,ファーストフード関連,無,東京都豊島区南大塚2-43-9大塚寿ビル,1944,代表取締役 佐田 都史夫,49 百万円,,,,,
2024-08-01,株式会社勘八,ファーストフード関連,求人なし,東京都中央区銀座7-7-19,1970,代表取締役 中村 達,15 百万円,,,,,
2024-08-01,株式会社フードシステム,ファーストフード関連,求人なし,富山県富山市新庄北町11-26,1991,代表取締役 魚谷 和彦,10 百万円,,,,,
2024-08-01,株式会社コルドンブルー,ファーストフード関連,無,東京都中央区銀座1-19-13丸美屋ビル 3Ｆ,1960,代表取締役 三島 一剛,12 百万円,,,,■ケータリングサービス■ウエディングプロデュース■レストラン運営■各種イベント企画制作■パーティー料理製造 2023年9月doda掲載求人より引用,
2024-08-01,株式会社味一番フード,ファーストフード関連,求人なし,石川県金沢市久安2-334,1983,代表取締役 村上 良邦,20 百万円,,,,,
2024-08-01,株式会社三益産業,ファーストフード関連,求人なし,東京都中央区銀座5-1-8,1957,代表取締役 中島 敬夫,26 百万円,,,,,
2024-08-01,株式会社カリオカ,ファーストフード関連,求人なし,東京都中央区銀座5-4-8,1941,代表取締役 星原 隆志,12 百万円,,,,,
2024-08-01,株式会社吉澤商店,ファーストフード関連,求人なし,東京都中央区銀座3-9-19吉沢ビル 9Ｆ,1973,代表取締役 吉澤 良一,30 百万円,,,,,
