更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,資本金,平均年齢,企業URL,代表者,上場市場名
2024-07-01,株式会社アレーゼ三重,自動車ディーラー,2,■事業内容：イタリアを代表する自動車メーカー、フィアット／アバルトの正規ディーラーとして、新車・中古車の販売、修理、購入後のメンテナンスなどアフターサービスまで完全実施しております。■事業内容詳細：新車販売／中古車販売／車検点検作業／一般修理／車両輸送／レッカー／鈑金修理／用品販売／レンタカー／自動車保険／JAF加入／ローン／リース■勤務地：・フィアット／アバルト四日市・・・三重県 四日市市 茂福町2-27・フィアット／アバルト鈴鹿南・・・三重県鈴鹿市磯山3-12-37,三重県四日市市茂福町2-27,2008,10,5百万円,,https://www.arese-mie.com,,
2024-08-01,株式会社カウデザイン,専門店・その他小売,1,■海外製ヘルスケア機器や健康製品の輸入・販売■海外講師のセミナー開催やイベント企画など。,東京都港区南青山5-13-1 プレファス南青山5階,1996,2,1000万円,36.0,https://caudesign.jp/,代表取締役 寺岡 丈織,
2024-06-01,株式会社ハンズ,自動車ディーラー,2,■事業内容：新車および中古車の販売、買取、輸出、輸入業務、整備、板金塗装、レンタカー、リース、カーシェア、損害保険、生命保険,東京都江戸川区松島1-32-1,2010,15,40百万円,,http://handz.co.jp/,,
2024-06-01,上野自動車株式会社,自動車ディーラー,1,■トラックを主として新車、中古車の販売・買取■いすゞ自動車近畿㈱の販売協力店■修理・鈑金塗装■クレーン取り付け・ボディ載せ替えなど、ボディ架装及びカスタマイズ■トラックレンタカー【事業所】兵庫園田本店 （展示場／本店業務）兵庫篠山支店（大型展示場／レンタカー／工場）関東支店 （展示場／レンタカー）中部支店(岐阜県)（展示場）※全店合わせて400台を超える豊富な在庫,兵庫県尼崎市東園田町2-192,2006,44,"1,000万円",,http://0321.jp/,代表取締役 上野 栄利,
2024-06-01,株式会社新光商会,ホームセンター,1,■企業概要当社は、名古屋市にて配管材料の卸業を行っています。フランジ・パイプ・継手・バルブ・金具・ボルト・パッキン等幅広く取り扱っています。配管材料に関する事は新光商会にお任せ下さい。■事業内容配管卸業,愛知県知多市寺本新町2-56,2007,6,3百万円,,https://shinkou-shokai.com/,,
2024-08-01,株式会社ジャパネットホールディングス,通信販売・ネット販売,3,■通信販売事業、スポーツ・地域創生事業におけるグループ全体の人事戦略、経営戦略、広報戦略、情報システム開発を含む経営戦略、広告企画・映像・グラフィック制作■グループ各社のバックオフィス業務,長崎県佐世保市日宇町2781,2007,456,1000万円,37.0,https://corporate.japanet.co.jp/company/outline/japanetholings/,代表取締役社長 兼 CEO 髙田 旭人,
2024-07-01,有限会社ジョイフルライフ,コンビニエンスストア,2,■事業内容： ⇒ファミリーマートFC、コメダ珈琲店FC、飲食店の運営コンビニ「ファミリーマート」を米子・境港・安来に６店舗運営。飲食店「コメダ珈琲店」を米子に２店舗運営。地域のお客様１人１人にきめ細やかなサービスを提供して参りました。,鳥取県米子市大篠津町690-15,2005,85,3百万円,,https://joyful-kanex.jp/joyful/,,
2024-07-01,株式会社JCトレーディング,食品・GMS・ディスカウントストア,3,■事業内容： ・加工食品の輸出入及び販売,埼玉県さいたま市南区別所1-2-8インテルU302,2009,5,9百万円,,なし,,
2024-08-01,株式会社DOI乳販,専門店・その他小売,1,■事業内容： 牛乳の販売・配達■事業の特徴：同社では、神戸市、芦屋市、西宮市を中心に顧客の自宅に商品を届ける「宅配サービス」を提供しています。白バラ牛乳・メグミルク・ジャージー牛乳の牛乳・乳製品を中心とした豊富な宅配専用商品に加え、デザートから梅干まで顧客のニーズにあった商品を、自宅まで届けています。商品の品質はもちろん、当店独自のメール会員サービスも行い、顧客が楽しんで牛乳を飲めるよう努力しています。,兵庫県神戸市東灘区本庄町3-6-17,1970,28,3百万円,,"Failed to retrieve page, status code: 410",,
2024-06-01,株式会社ブリッジ,自動車ディーラー,1,■事業内容： ・マセラティ／ジャガー・ランドローバーの正規代理店としてのディーラービジネス・輸入車の販売及びアフターセールス・損害保険の販売（東京海上日動火災保険 代理店）・生命保険の販売（東京海上あんしん生命 代理店）・レンタカービジネス車に関連することをトータルでサポートし、中でも特に高額な輸入車を得意として事業を展開しています。上記ブランド以外のその他ブランドも、全国のネットワークを駆使してお客様にとってより良い商品をお届けし、カーライフを楽しんでいただけるよう日々励んでいます。,広島県福山市入船町2-1-24,2009,12,10百万円,,https://www.cb-bridge.co.jp/car/,,
2024-08-01,京越株式会社,専門店・その他小売,4,■事業内容：和装製品のEC製造小売直販／和装問屋筋・小売店・通販など和装製品の卸販売及びOEM受注アパレル製品の卸販売及びEC製造小売直販／ウィッグの製造EC小売直販／きものレンタル／和装製品小売販売,京都府京都市下京区東洞院通綾小路下る扇酒屋町2912F,2009,170,10百万円,,http://www.kyoetsu.co.jp/,,
2024-07-01,株式会社ウサギオンライン,専門店（アパレル・アクセサリー）,6,■事業内容(1)EC事業部：マッシュグループが独占販売権を持つコスメをはじめ、snidel、gelato piqueなど人気ブランドがいっせいに揃うショッピングモール(2)STORE事業部：音楽やアート作品などを取り揃えたファッションやカルチャーを発信するオンラインデパート「USAGI ONLINE」のリアルショップを運営(3)事業開発部：「USAGI ONLINE STORE」限定アイテムの企画ほか,東京都千代田区麹町5-7-2MFPR麹町ビル6F,2013,35,10百万円,,http://www.usagi-online.co.jp/profile.html,,
2024-07-01,イオンリカー株式会社,専門店・その他小売,3,■事業内容：リカー専門店運営事業、リカーのインターネット販売事業、リカーの商品供給事業■事業の特徴：・リカーショップ事業…首都圏を中心にリカー専門店を運営しています。・卸事業…自社直輸入ワインをはじめあらゆるお酒、食品をリカーショップに納入しています。・インターネット事業…イオンリカー独自の商品を中心にネット販売をしています。・コンサルタント事業…イオングループを中心に全国のリカーショップのマーチャンダイジング、運営、企画あらゆる面でサポートしています。,千葉県千葉市美浜区中瀬1-4,2013,230,10百万円,,http://www.aeonliquor.co.jp/,,
2024-07-01,株式会社ベーアクリエイション,専門店（アパレル・アクセサリー）,5,■事業内容：販売代行事業・FC事業,北海道札幌市清田区美しが丘四条6-9-8,2014,80,10百万円,,https://beacreation.com/,,
2024-08-01,株式会社ＭＴＧ　ＦＯＲＭＡＶＩＴＡ,百貨店,2,■事業内容： 株式会社MTGのブランド（ReFa/SIXPAD/MDNA SKIN/Style等）の商品を取り扱う百貨店・免税店・家電量販店の直営カウンター及びMTGが直接運営・管理する貸借店舗の運営業務の受託(営業、販売及びマーケティング、管理業務)と販売職（スタッフ含む）の育成・管理等前号に付帯または関連する一切の事業,東京都港区港南1-8-15Wビル20F,2020,198,40百万円,,https://www.mtg-fv.co.jp/company/,,
2024-07-01,株式会社ＹＳＫ,専門店・その他小売,1,■事業内容：（1）自動車・建設機械・産業機械・機械工具・貴金属・事務機器・OA機器の査定・買取・販売（2）カーコンビニ倶楽部FC事業（鈑金塗装・カーリース）（3）建物管理・リフォーム・解体工事・土木工事・産業廃棄物収集運搬業,静岡県静岡市駿河区丸子7-10-29,2005,10,10百万円,,https://www.ysk-coltd.com/index.html,,
2024-07-01,株式会社ＧＡＴＥ,専門店（アパレル・アクセサリー）,1,■古物商、各種乗車券の売買並びに中古品の販売及びレンタル■上記営業のフランチャイズチェーン店の加盟店募集及び経営指導業務■金属加工業■貴金属・宝石・皮革製品・雑貨及び衣類の販売■破棄物及び一般廃棄物処理業■コンサルタント業■広告代理店業,大阪府大阪市中央区東心斎橋1-2-17 第一住建東心斎橋ビル803,2021,,,30.0,http://kaitori-gate.com/,代表者 辰見 宏樹,
2024-07-01,有限会社フィンテック,自動車ディーラー,1,■事業内容： JAFロードサービス／中古車・新車販売・買取板金修理／塗装／車検整備／各種パーツ販売■企業概要： 北九州市八幡西区にてJAFロードサービスや中古車販売などを手掛ける企業です。,福岡県北九州市八幡西区養福寺町1-5,2005,9,3百万円,,http://www.fin-tech.info/,,
2024-07-01,株式会社ラフテル,専門店（アパレル・アクセサリー）,1,・装飾品のクリーニング、修理、リフォーム・貴金属、皮製品、時計などの買取卸し・特定国際種の買取卸し■古物営業許可番号東京都公安員会 第306661207416号,東京都台東区上野5-16-12サンライズ第一ビル3Ｆ,2010,46,,35.0,https://raftel.co.jp,代表取締役 鍋田 志行,
2024-07-01,株式会社ＣＯＣ,食品・GMS・ディスカウントストア,5,■事業内容： 菓子企画、事業投資、不動産投資、不動産管理、菓子小売,北海道札幌市中央区北二条西10-2-7,2005,20,3百万円,32.0,なし,,
2024-06-01,タステック・レンタリース株式会社,自動車ディーラー,3,■事業内容：自動車レンタカー業、自動車部品の仕入・販売を行っています。（1）レンタカー事業（2）パーツ事業（3）海外事業,東京都品川区東品川2-5-8天王洲パークサイドビル1F,2013,240,15百万円,,https://ssl.tastech-renta.co.jp/,,
2024-08-01,TODA株式会社,自動車ディーラー,2,■事業内容： ポルシェ社製乗用車の販売・メンテナンスおよび関連部品の販売を行っている、四国地区で唯一のポルシェジャパン正規ディーラーです。,愛媛県四国中央市土居町土居1115-2,1947,28,10百万円,,http://www.porsche.co.jp/dealers/shikokuchuo/,,
2024-08-01,株式会社Ｐｒｅｃｉｏｕｓ,百貨店,2,■オリジナル革製品の製造・販売※鞄、アクセサリー、財布、ブレスレット、ボールペン、書斎革小物、革製品、カフス、ベルト、エキゾチックレザー、クロコダイル、ガルーシャ、パイソン、リザード,大阪府八尾市竹渕3-66,2000,6,10百万円,,https://precious-prestige.jp/,,
2024-07-01,株式会社ＭＡＳＡＹＡ,専門店（アパレル・アクセサリー）,10,■事業内容： 全国に化粧品専門店（COLOR STUDIO）を37店舗展開しています。また、オンラインストアも展開しています。■メッセージ：わたしたちは、お客様とのコミュニケーションを大切にし、 「綺麗になりたい」という素直な気持ちにプロフェッショナルとしてきちんと応えるお客様の小さなしあわせに努力できるお店を目指しています,岡山県岡山市北区表町2-6-56,1958,195,10百万円,,"Failed to retrieve page, status code: 410",,
2024-07-01,株式会社ビーザ・ワン,専門店（アパレル・アクセサリー）,5,■事業内容： ブランド衣料品・雑貨販売（アパレル事業部）石油類販売（SS溝辺鹿児島空港バイパス店）広告代理店業（イベントソリューション事業部）飲食業（フードサービス事業部）■各事業について： 【フードサービス事業】【アパレル事業部】【エネルギー事業部】【イベントソリューション事業部】,鹿児島県鹿児島市東千石町8-29南国タクシービル5F,2008,101,10百万円,,http://www.be-theone.co.jp/top/,,
2024-08-01,有限会社オレンジカウンティ,自動車ディーラー,2,■事業内容：自動車小売業(ヴィンテージカーなどの販売、メンテナンス)■当社の強み：少数精鋭でアットホームな雰囲気の会社ですので従業員通しのコミュニケーションも非常に良好です。業務内容が専門的ですのでご自身の自動車整備のスキルアップにつながると共にやりがいを感じる事ができる業務です。ヴィンテージ車両を目の前にする事ができ、車好きの方には非常に面白みのある魅力的な職場です。,愛知県長久手市菖蒲池102,1997,2,3百万円,,https://orange-county4u.com/,,
2024-06-01,ｉＨＤジャパン株式会社,自動車ディーラー,4,■事業内容：車輌販売、車検・整備、鈑金・塗装、損害保険、ガソリンスタンド、レッカーサービス、特殊車輌製作■会社の特長：社長の方針により売上ノルマに対する減給は有りません。また、よくある営業と整備などの社内の確執もありません。平均年齢31歳で平均勤続年数も12年と長く働きやすい環境が整っています。,熊本県宇土市北段原町185-1,1963,70,5百万円,,https://www.i-hd.co.jp/,,
2024-06-01,株式会社恒電社,専門店・その他小売,1,■事業内容： ・太陽光発電設備の設置事業・太陽光発電設備のメンテナンス事業・再生可能エネルギーによる発電事業・法人向け電気工事および電気設備販売・一般家庭用電気工事および電気設備販売,埼玉県北足立郡伊奈町西小針6-108,1993,16,30百万円,,https://www.koden-kk.co.jp/,,
2024-08-01,株式会社ＫＯＭＰＥＩＴＯ,食品・GMS・ディスカウントストア,24,■事業内容： 日本のオフィスを健康にするOFFICE DE YASAIの企画・運営、食に関するイベントの企画・運営https://www.officedeyasai.jp/（1）オフィスでやさい（サラダ、カットフルーツ等の冷蔵食品サービス）（2）オフィスでごはん（惣菜、プレートごはん等の冷凍食品サービス）（3）OFFICE DE MEDIA（法人向けサンプリング・テストマーケティング/広告事業）（4）SALAD STAND（国内初のサラダ自販機事業）,東京都品川区西五反田2-28-5第2オークラビル5F,2012,95,"1,073百万円",32.5,https://kompeito.co.jp/,,
2024-07-01,株式会社三隅自動車商会,自動車ディーラー,2,■事業内容： 自動車販売（新車・中古車）、車検・点検、板金・塗装、ロードサービス、自動車保険、レンタカーなど生活の一部であるカーライフをサポート■特徴（TOPICS）： 自動車販売から整備、急な故障対応のロードサービスなど当社にご連絡いただければすべてお任せいただけます。お客様のカーライフをスムーズにサポートすることで地元に長く愛されています。,山口県長門市三隅下1369,1969,28,4百万円,,https://misumicars.co.jp/,,
2024-08-01,愛知クライスラー株式会社,自動車ディーラー,5,当社はJeep正規ディーラーを運営している企業です。現在では愛知県、岐阜県、三重県、静岡県にて11拠点展開しております。本年度も、顧客満足向上の為ネットワーク拡充を図り、新規出店を予定しております。商品・サービスを通じてお客様へ豊かな生活を提供し続けています。,愛知県名古屋市南区千竈通6-1-1,1997,208,30百万円,35.0,https://recruit.frcgroup.jp/,,
2024-06-01,株式会社スローウエアジャパン,専門店（アパレル・アクセサリー）,3,■事業概要・「インコテックス」「ザノーネ」「グランシャツ」「モンテドーロ」などを中心とした自社ブランドの卸・販売。・ SLOWEAR VENEZIA 丸の内店（路面店）、 大丸神戸店および福岡岩田屋店の運営。,東京都千代田区丸の内3-4-1新国際ビルヂング,2003,11,100百万円,40.0,https://www.slowear.com/jp-ja/,,
2024-07-01,株式会社軽自動車館,自動車ディーラー,3,■事業内容：新車／中古車販売、自動車の買取、各種保険代理店業務、自動車部用品販売、自動車整備,北海道札幌市中央区北五条西6-2-2札幌センタービル11F,1998,118,44百万円,,https://keijidousyakan.com/,,
2024-06-01,有限会社双葉商会,コンビニエンスストア,1,■事業内容： コンビニエンスストア（セブンイレブン）の店舗運営を行っております。網走市内2店舗、女満別空港内1店舗、女満別市街に1店舗を出店しており、業績拡大中です。■ビジョン： ⇒設立背景や社長の思いは同項目にて記載。 ■特徴（TOPICS）： ⇒マーケット環境、製品・サービスに関する優位性を記載。または、 教育体制や福利厚生など企業マネジメントに関する特徴も記載。 ■組織風土： ⇒風土の説明は、企業を取り巻く競合他社、マーケット要因、社内制度 や対面した社員の方の印象など社風を裏付ける根拠も記載。,北海道網走市北六条西6ー6,1995,62,30百万円,,なし,,
2024-06-01,株式会社ＴＳＣ,自動車ディーラー,1,■新車中古、国産車、輸入車の販売・買取■点検車検板金受付■自動車保険代理店■自動車用品販売【許可番号 千葉県公安委員会 第441030000961号】,千葉県習志野市本大久保4-12-3,2013,61,,,http://www.tsc-jp.net/,代表取締役 田久保 光一,
2024-08-01,愛さんさん宅食株式会社,食品・GMS・ディスカウントストア,1,■事業内容：・有料老人ホーム事業・障がい者・高齢者安心住宅事業・障害・難病をお持ちの方向けのグループホーム・歩くを実現する「リハビリデイサービス」・障がい者、高齢者向けの（予防）訪問介護・外出支援・訪問看護・ご高齢者向け宅食サービス事業・障がい者就労支援事業■企業概要：愛さんさんグループは、希望の場所づくりを通じて「生まれてきてよかった」を創り続けるソーシャルベンチャーです。■経営理念：「生まれてきてよかった」を創り続ける。働く仲間の物心共に豊かな人生の実現と自立支援を通して、「生まれてきてよかった」を創り続けることが目的です。,宮城県塩竈市本町12-5,,71,9百万円,,https://aisansan-group.jp/,,
2024-06-01,有限会社壹貮参,コンビニエンスストア,1,"■事業内容：コンビニエンスストアの運営■企業理念：「まちを元気に、ひとに笑顔を。」コンビニエンスストアというお店を通じて""地域社会の上質化""に取り組みます。小売業の枠を超え、お店を起点として「モノ」を売るだけではなく、「コト」を解決することで「ヒト」の笑顔を広げることを使命として日々邁進しています。",神奈川県相模原市中央区矢部1-7-15,2005,228,10百万円,,https://ichiniisan.co.jp/,,
2024-06-01,株式会社文教,コンビニエンスストア,2,■事業内容：医療機関内の売店レストラン・カフェ等の運営各種入院セット運営ベッドサイドテレビシステムの運営管理各種自動販売機設置、運営損害保険・生命保険代理店業務病院内駐車場管理業務その他病院･施設内サービス事業,東京都千代田区神田神保町1-13CONVEX神保町4F,1983,135,,,https://bunkyo-smg.co.jp/,,
2024-07-01,かねか株式会社,食品・GMS・ディスカウントストア,1,■事業内容：スーパーマーケットの経営（スーパーかねか柳津店・スーパーかねか高田店・スーパーかわちや安積店・スーパーかわちや柴宮店）,福島県河沼郡柳津町大字柳津字下平乙254,1982,114,5百万円,,https://kawachiya-gr.jp/,,
2024-05-01,株式会社おいもや,通信販売・ネット販売,1,■事業内容：・ECサイト運営、Webデザイン・自社商品のチラシやパッケージデザイン・お芋スイーツやフラワー、ギフトアイテムなど新商品の開発・催事販売、おいもやリアルショップの運営、卸売販売・受注業務、カスタマーサポート、自社商品の梱包、出荷,静岡県掛川市大渕9641,2007,46,7百万円,,https://www.oimoya.net/,,
2024-07-01,株式会社よちか,専門店（アパレル・アクセサリー）,1,■事業内容・海外ブランド衣料雑貨・服飾雑貨の輸入及び販売・上記品目の古物の売買業,京都府京都市上京区栄町364ハウスセゾンビル1F,2007,9,8百万円,,https://www.yochika.com/,,
2024-08-01,有限会社たなか,専門店（アパレル・アクセサリー）,6,■事業内容： 婦人服小売販売として、Theory、theoryluxe、GRACE CONTINENTAL、TOMORROW LAND、DOUBLE STANDARD CLOTHING、ADONISIS、CELFORD、Yanuk等を取り扱っております。常に忙しくしている全ての女性を応援し続け、少しでも気持ちが明るくなる空間の提供をし続けていきたいと思っています。その為に常に発信していかなければならないのはトータルコーディネート！,滋賀県大津市日吉台2-19-11,1990,25,3百万円,,http://www.cheerfulchoco.com/,,
2024-08-01,株式会社ドラジェ,通信販売・ネット販売,1,■事業内容：・酒類の輸入、販売・ネットショップ運営『ワインショップドラジェ』・通信販売業務、卸業務国内最大級の品揃えを誇る大型ワイン通販サイト『ワインショップドラジェ』での直販や、飲食店向けへ、世界中からこだわりのワイン、ウィスキー、ビールなどを選りすぐって販売しています。数ある輸入業者から「これはおすすめしたい！」「さまざまな方に飲んでほしい！」と思ったものを当店ソムリエたちが試飲してページの作成まで自らで手掛けております。さらに自社輸入も行っており、国内では当店でしか入手できない、よりお買い得で美味しいワインもご紹介しております。,埼玉県さいたま市桜区町谷2-23-17,1982,42,25百万円,,http://www.dragee.co.jp,,
2024-08-01,降幡自動車株式会社,自動車ディーラー,求人なし,,長野県松本市野溝西3-5-8,1999,,20 百万円,,"Failed to retrieve page, status code: 410",代表取締役 降幡 正夫,
2024-08-01,株式会社銀の森コーポレーション,食品・GMS・ディスカウントストア,4,■事業内容： 業務用冷凍食品、冷凍おせちの製造、総合公園施設「銀の森」 運営■トップメッセージ：銀の森コーポレーションは今年で創立50周年を迎え、業務用冷凍食品や冷凍おせちの製造販売をはじめ、和洋菓子の製造を行なっております。全国の百貨店に対して32万セットのおせちの卸事業を主事とし、これまで長年培ってきたおせちづくりのノウハウを活かし、新規事業としてパティスリー事業を展開しました。パティスリーブランド『GIN NO MORI』の製造・販売・店舗運営を行っています。森のおすそ分けをコンセプトに森で採れる食材を使った焼き菓子を提供しています。,岐阜県恵那市大井町2711-2,1972,267,40百万円,43.0,http://ginnomori.info/,,
2024-07-01,かわちや株式会社,食品・GMS・ディスカウントストア,3,■事業内容： スーパーマーケッ卜の経営（スーパーかわちや若松店・スーパーかわちや西会津店・スーパーかわちや津川店・スーパーかわちや大槻店）,福島県会津若松市米代2-6-36,2010,132,8百万円,,https://kawachiya-gr.jp/,,
2024-07-01,株式会社伝食,通信販売・ネット販売,2,海産物の提供を通じて、日常の食生活を健康で豊かなものにし社会貢献することを目指し、『甲羅組 』を主力に展開してきました。店舗販売の他に、インターネット販売、飲食店運営、水産加工事業など新たな取り組みを次々に始め、お客様がどこにいても『買いたいとき・食べたいとき』にいつでも行ける身近なお店になるよう発信してまいります。■事業内容： カニ、海産物の店頭販売・通信販売・飲食店の運営・水産加工事業,福井県敦賀市中央町2-22-32,2011,192,50百万円,35.0,https://denshoku-corp.jp,,
2024-08-01,株式会社須走オートサービス,自動車ディーラー,3,■企業概要：・（株）須走オートサービスでは、乗用車から大型トラックまでグループ全社並びに関係取引先様が所有する車輌の整備や修理、車検／点検業務などを行っています。自社の整備工場を完備することで、車輌維持にかかるコストを削減。確かな技術ときめ細かな気配りで、安全／安心／快適な輸送をサポートし、グル－プ各社の取引先様へのサ－ビス向上にも貢献しています。平成20年に設立し、指定工場を取得しました。主に親会社の車両整備を行ってますが、他社様の車両整備も行ってます。,静岡県沼津市西沢田213ー1,2008,10,5百万円,54.0,https://subashirigroup.com/contents/auoto/,,
2024-08-01,有限会社葡萄屋,コンビニエンスストア,1,■事業内容：コンビニエンスストアLAWSONのマネジメントオーナーで現在11店舗。経営店舗エリアは宮城県大崎市・栗原市・色麻町・南三陸町・大衡村です。コンビニは今や、社会インフラの一つとなったといわれる中、各店舗に於いても一層の顧客満足、地域貢献を追求し、エリアでのローソンブランドの向上を目指します。当社は、進取の精神のもとに、店内厨房の展開、ヘルスケア店舗に於ける薬の販売など、常に新しいことに取り組んできましたが、今後もこの精神を忘れず、何事にもチャレンジし、社員ともに成長していきたいと考えています。,宮城県大崎市古川李埣字前田38-1エトワール古川1005,2005,100,3百万円,,https://www.lawson.co.jp/company/mo/tohoku/114108.html,,
2024-08-01,株式会社ガレージ城,受託加工業（各種加工・表面処理）,1,自動車の鈑金塗装（カーコーティング/傷の修復/塗装/ルームクリーニング/ホイールコーティング/ヘッドライトコーティングなど）,東京都町田市小川6-14-12,1996,,300万円,,https://g-joe-car.jimdofree.com/,代表者 城村 寛幸,
2024-08-01,株式会社ＫＭグラデーション,自動車ディーラー,2,■会社概要・当社は栃木県那須塩原市を中心に、新車・中古車販売から、車検・整備、鈑金・塗装、そして24時間対応のレッカーサービスまで、すべて自社で提供する個性派カーディーラーです。特にレッカーサービスにおいては、弊社でお車をお求めのお客様の事故・故障に限らず、県内各地のプロのご依頼に迅速に対応、地域交通社会の安定に貢献しております。■事業内容・新車販売、中古車販売、鈑金、塗装、車検、整備、タイヤ販売、自動車保険、24時間レッカー,栃木県那須塩原市上塩原712-1,2008,17,2百万円,,https://www.kmgradation.jp/,,
2024-08-01,株式会社おくざわ,自動車ディーラー,2,■事業内容： 新車販売、中古車販売、リース、レンタカー、車検・点検・整備・修理、損害保険代理店業務、部品用品販売■モットー：商品は「売る」のではなく「買っていただく」もの。この考え方が当社らしさであり当社の強みだと思っています。これからもお客様から選んでいただける店作りに邁進してまいります。,栃木県佐野市田島町49-1,1988,46,10百万円,,http://dealer.honda.co.jp/hondacars-sano/,,
2024-07-01,株式会社トワイス,自動車ディーラー,2,■会社概要平成8年に自動車整備業として埼玉県に設立し、平成21年にイエローハット蓮田店を引き継ぎ、その他4店舗を引き継いで事業拡大しながら運営をしております。■事業内容イエローハット店舗運営（カー用品等の販売事業）■当社の特徴・イエローハット6店舗（蓮田、北本、北上尾、春日部、大宮、武蔵浦和店）運営を通じて、本社付近だけでなく、埼玉県内の広いエリアで地域社会に対して、貢献性のあるサービス提供に繋げております。・売上割合：法人取引90％、創業27年の信用と実績で多くのお客様とお取引いただいております。■サービス内容について・車検・鈑金・塗装・コーティング,埼玉県上尾市緑丘3-5-47,1996,70,10百万円,42.0,なし,,
2024-07-01,トップトラスト株式会社,食品・GMS・ディスカウントストア,1,■事業内容：・飲食店経営・スーパー内食品専門店のコーディネートやディベロッパ―様向け出店企画,静岡県三島市文教町1-7-25,2007,,27百万円,,http://www.toptrust.co.jp,,
2024-07-01,株式会社マッシュライフラボ,食品・GMS・ディスカウントストア,1,【企業概要】「私たちの発想を形にし、人々に幸せを届ける。」という企業理念、そして、人の24時間を豊かにし、笑顔を届ける「ウェルネスデザイン」の考えに則った企業です。材料を選ぶ時、調達する時、商品をつくる時、提供する時。ものづくりの過程でウェルネスデザインに当てはまらないものがあれば、どんなに利益が出るビジネスだとしても決してやらない。それが、自分たちの誇りであり使命でもある、マッシュのビジネスモデルです。,東京都千代田区麹町5-7-1麹町ダイビル 4F,2013,546,10百万円,,http://mashsaleslab.com/,,
2024-07-01,株式会社きゅうべえ,専門店・その他小売,2,■事業内容：・シェアサイクル事業・インバウンド観光事業（サイクリングツアーガイド）・商品開発事業（スポーツサイクル、用品ブランド）・リテール事業（リアルショップ、Eコマース）・メディア事業（インターネットによる情報配信、広告代理業）,京都府京都市東山区下堀詰町246テイブンビル2F,1981,70,25百万円,31.0,http://www.qbei.co.jp/,,
2024-07-01,株式会社クォリティ・ホーム,コンビニエンスストア,1,■事業内容：・不動産売買・ファミリーマートの運営※香川県内に11店舗（ファミリーマート高松仏生山北店、ファミリーマート三木町氷上店、ファミリーマート高松北バイパス店、ファミリーマート高松町店、ファミリーマート福岡町南店、ファミリーマート坂出府中店、ファミリーマート高松福岡町店、ファミリーマートサンフラワー通り店、ファミリーマート鶴市明見店、ファミリーマート高松林町店、ファミリーマート高松東バイパス店）,香川県高松市春日町1653-3,2001,17,20百万円,,http://quality-home.jp/,,
2024-07-01,株式会社ホンダカーズ埼玉南,自動車ディーラー,1,◆Honda新車販売◆中古車販売◆買取◆整備◆板金◆部品自動車◆損害・火災保険取り扱い私たちホンダカーズ埼玉南はグループ６社／31拠点／従業員数約750名から成る自動車ディーラーグループ「ダイワグループ」の一員です。※株式会社ダイワグループのHPもぜひご覧ください。,埼玉県川越市諏訪町15-1,1968,162,"5,000万円／グループ資本金合計2億6,000万円",30.1,https://www.hondacars-saitamaminami.co.jp/,代表取締役 社長 須加尾 明彦,
2024-06-01,株式会社ＳＯＭＥＳ,ホームセンター,2,当社は種子島、屋久島にホームセンター、コンビニエンスストアを展開しています。,鹿児島県西之表市西之表7708-1,,71,3百万円,,https://tanegashima.co.jp/,,
2024-06-01,株式会社コール・ミー,専門店・その他小売,3,■事業内容：・モバイル事業…KDDI株式会社正規販売代理店・ソリューション事業…KDDI株式会社正規販売代理店・ネットワーク事業…株式会社STNet正規販売代理店・シンプルライフ事業…スマホ教室マナビット運営,徳島県徳島市南昭和町1-36-4,1994,50,35百万円,32.0,https://au-callme.com/,,
2024-06-01,株式会社タカヤマ,専門店（アパレル・アクセサリー）,1,■事業内容： 総合衣料品の販売。（ファッションランドタカヤマの店舗運営）■ビジョン： 世代交代のタイミングでもあり、宮崎市内などを含めた店舗展開による事業拡大を早期に進めたいと会社として考えております。■特徴（TOPICS）： 先代が約30年間事業運営されてきた同社。店舗で働く社員の大多数が女性であり、活気ある職場です。県内他エリアへの店舗拡大に向けて、最近ではSNSを使った集客にも力を入れております。■運営店舗：国富店（配送センター）／西都店／日向店,宮崎県東諸県郡国富町大字木脇852-1,1990,53,10百万円,,https://fashion-takayama.jp/,,
2024-07-01,株式会社グランドライン,自動車ディーラー,1,■事業内容： ・新車・中古車・販売・リース・レンタカー・買取 - 車検・点検・整備・板金・損害保険（東京海上日動）,宮崎県小林市堤3005-12,1988,14,25百万円,,https://grandline-m.com/,,
2024-08-01,株式会社ローソンストア100,専門店・その他小売,4,■事業内容：『ローソンストア100』の店舗運営及び指導並びに商品関連事業「献立応援コンビニへ。」という新たなテーマのもと、お客様の毎日の「食」を応援してまいります。,神奈川県川崎市幸区大宮町1310ミューザ川崎セントラルタワー7F,2013,4078,99百万円,,https://store100.lawson.co.jp/company/outline/about/,,
