更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,株式会社ＳＥＡＳＯＮＳ,自動車ディーラー,求人なし,栃木県宇都宮市鐺山町1059-5,2011,代表取締役 瓊井田 哲生,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ｐｕｐｕ株式会社,専門店・その他小売,求人なし,福岡県福岡市中央区高砂1-11-1,2013,代表取締役 尾本 勝征,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ジャストフレンズ,専門店・その他小売,求人なし,北海道札幌市豊平区中の島二条7-2-2ＭＴビル 1Ｆ,2013,代表取締役 浦瀧 和幸,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社プラスでんき,専門店（家電量販店）,求人なし,愛知県岡崎市六名本町6-23小野ビル 2Ｆ,2013,代表取締役 岡田 章二,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社大安,専門店・その他小売,求人なし,茨城県日立市川尻町4-28-5,2013,代表取締役 大和田 康洋,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社自然堂,専門店・その他小売,求人なし,長野県北佐久郡軽井沢町大字長倉5386-1,2013,代表取締役 虻川 卓也,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社グランデ,専門店（アパレル・アクセサリー）,無,東京都台東区寿4-6-10宮本ビル 1Ｆ,2013,代表取締役 大山 武史,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 婦人靴販売及び卸売業 2023年8月doda掲載求人より引用
2024-08-01,株式会社サファリクリエート,専門店・その他小売,求人なし,広島県広島市西区庚午北3-20-6,2013,代表取締役 筒井 健司,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アンサー,自動車ディーラー,求人なし,岡山県総社市清音上中島1812-2,2013,代表取締役 田中 利治,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社カトデン,通信販売・ネット販売,求人なし,愛知県名古屋市中区大須3-14-43,2013,代表取締役 加藤 康任,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ビューティフルライフ・ナビ,ファーストフード関連,求人なし,大阪府大阪市中央区森ノ宮中央1-14-1大栄ビル,2013,代表取締役 梅村 忠幸,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社Ｆｅｗ’ｓ,専門店・その他小売,無,埼玉県さいたま市見沼区東大宮4-1-4トライフォース 2Ｆ Ａ,2013,代表取締役 緑川 真吾,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■イベント企画運営・プロモーション事業■アウトソーシング事業■エネルギー事業■美容・食品のOEM商品企画、買い付け■テレアポ・テレフォンマーケティング■物流事業■人材総合マネジメント 2022年4月doda掲載求人より引用
2024-08-01,株式会社オーエム・エックス,専門店・その他小売,求人なし,岡山県岡山市北区平田388-1,1997,代表取締役 森田 将基,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社Ｒ－ｅｖｏｌｕｔｉｏｎ,通信販売・ネット販売,求人なし,千葉県船橋市習志野台5-40-21,2012,代表取締役 町野 佳秀,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,アークギャラリー株式会社,自動車ディーラー,求人なし,千葉県千葉市稲毛区稲毛町5-60-13,2002,代表取締役 米盛 丞,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社みょうぎ物産センター,専門店・その他小売,求人なし,群馬県富岡市妙義町岳322-7,2005,代表取締役 松本 一郎,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,桜屋商事株式会社,食品・GMS・ディスカウントストア,求人なし,千葉県柏市柏1-6-10,1952,代表取締役 小山 勝由,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,パインズインターナショナル株式会社,専門店・その他小売,求人なし,千葉県いすみ市松丸1869-1,2002,代表取締役 櫻井 秀夫,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社神成自動車整備工場,専門店・その他小売,求人なし,埼玉県上尾市大字領家1169-2,1995,代表取締役 小川 裕史,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社カケハシ・スタイル,専門店・その他小売,求人なし,埼玉県大里郡寄居町大字寄居1630-2,2005,代表取締役 田中 大介,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＳＨＵＥＩ,専門店・その他小売,求人なし,千葉県柏市柏インター南9-10,2005,代表取締役 塚本 英夫,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社ベリック,専門店・その他小売,求人なし,埼玉県狭山市入間川4-1-32,2002,取締役 岩瀬 文平,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社村上商事,コンビニエンスストア,無,栃木県塩谷郡高根沢町光陽台1-9-3ＪＡしおのや 2Ｆ,2002,代表取締役 村上 充弘,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社きねんかんユウ,専門店・その他小売,求人なし,埼玉県春日部市備後西2-12-43,1996,取締役 成田 和江,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
