更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,資本金,平均年齢,企業URL,代表者,上場市場名
2024-08-01,株式会社ヨークベニマル,食品・GMS・ディスカウントストア,1,■事業内容： 同社は生鮮食品をはじめとする食料品や住居関連品、衣料品等を扱うスーパーマーケットを東北エリアを中心に展開しています。現在は、山形19店舗、宮城52店舗、福島74店舗、栃木25店舗、茨城32店舗に展開しています。同社は小商圏で繰り返しご来店くださるお客様の日常の食卓をより「楽しく、豊かに、便利にする」というコンセプトの実現をめざし、地域に密着した個展経営の確立や安全・安心で質の良い商品の開発、真心を込めた接客サービスや衛生管理の徹底などを基本的な方針とし、お客様に「感動」をご提供できる売り場づくりに取り組んでおります。,福島県郡山市谷島町5-42,1947,14577,"9,927百万円",,"Failed to retrieve page, status code: 410",,
2024-06-01,"株式会社ドン・キホーテ（Don Quijote Co., Ltd.）",食品・GMS・ディスカウントストア,1,コンビニエンスストアの約30倍のアイテム数を取り揃える総合アミューズメントストア『ドン・キホーテ』の運営。2008年からは従来のスケールを超えた新業態「MEGAドン・キホーテ」を開始。圧倒的な価格、品質を実現したプライベートブランド「情熱価格」も好調です。海外進出も加速中。総合小売グループとして次のステップに向かっています。,【本社】 東京都渋谷区道玄坂2-25-12 道玄坂通8F,1980,17107,"（連結）233億5,100万円 ／（単体）1億円 （2023年6月期）",36.0,https://www.ppihgroup.jp/recruit/,代表取締役社長 吉田 直樹,
2024-08-01,株式会社アルペン,専門店・その他小売,22,■プライベートブランドを強みにした国内トップクラスの総合スポーツ小売企業・「アルペン」「スポーツデポ」「ゴルフ５」など、スポーツに関わる様々な業態の店舗を全国で約400店舗展開する大手スポーツ用品小売企業です。競合他社と比較して、プライベートブランド商品の開発・販売に強みを持ち、高機能でリーズナブルな製品を多く市場に提供し強力な収益源としており、安定した売上利益を確保しています。・東証プライム上場企業でありながら外部資本から独立したオーナー企業。,愛知県名古屋市中区丸の内2-9-40,1972,2703,"15,163百万円",42.8,https://store.alpen-group.jp/corporate/,,プライム市場
2024-07-01,株式会社カスミ,食品・GMS・ディスカウントストア,1,1961年の創立以来「お客さまと時代に適応し続ける企業」になることを目指して、茨城を中心に千葉・埼玉・栃木・群馬・東京に店舗ネットワークを有する企業に成長中。2003年にはイオン株式会社と業務・資本提携を行い、イオングループの一員として店舗展開を行っています。＜店舗所在地＞千葉県、埼玉県、茨城県、栃木県、群馬県、東京都※運営店舗数：190店舗以上＜取扱商品＞食料品、家庭用品、衣料品等,本社（カスミつくばセンター）〒305-8510 茨城県つくば市西大橋599-1,1961,2929,1億円,,https://www.kasumi.co.jp/,代表取締役社長 塚田 英明,
2024-08-01,ユニー株式会社,食品・GMS・ディスカウントストア,1,"衣・食・住・余暇にわたる総合小売業地域のインフラとして衣・食・住・余暇にわたる総合スーパー『アピタ』『ピアゴ』『WALK（ショッピングモール）』などを運営店舗数：131店舗（2023年7月31日現在）◆年間1兆9,368億円の売上高を誇る『PPIHグループ』の一員です。▼グループ企業株式会社ドン・キホーテUDリテール株式会社株式会社長崎屋株式会社橘百貨店 など",愛知県稲沢市天池五反田町1番地,2012,2,1億円,,https://www.uny.co.jp/,代表取締役社長 榊原 健,
2024-07-01,株式会社ジョイフル本田,ホームセンター,4,■事業内容：ホームセンター事業、住宅リフォーム事業,茨城県土浦市富士崎1-16-2,1975,4486,"12,000百万円",40.4,https://www.joyfulhonda.com/,,プライム市場
2024-08-01,株式会社ロピア,食品・GMS・ディスカウントストア,69,■ビジョン：2027年度には売上高1兆円、2031年度グループ売上2兆円を目標に、「食品総合流通業」を基本成長戦略として取り組み、日本のみならず、「アジア50億人」をターゲットとしたグローバル企業へ拡大していきます！■事業概要：湘南地区を地盤に、スーパーマーケットの運営をメイン事業として展開しています。現在国内93店舗まで拡大しています。・食品スーパーマーケットの運営（生鮮食料品・一般食料品・酒類などの販売）・食肉専門店の運営・手造りハム・ソーセージ等の製造販売・食品の輸入貿易,神奈川県川崎市幸区南幸町2-9,1971,3100,10百万円,30.5,https://www.lopia.jp/,,
2024-08-01,株式会社 東急ストア,食品・GMS・ディスカウントストア,2,■事業内容： 一般食品、生鮮食品、衣料品、日用雑貨、生活関連商品、各種サービスにわたる総合小売業のチェーンストア ■店舗数：スーパーマーケット 91店舗、駅売店 26店舗、コンビニエンスストア 37店舗、ドラッグストア 6店舗（2024年2月末現在）,東京都目黒区上目黒1-21-12東光ビル,1956,6194,100百万円,43.0,https://www.tokyu-store.co.jp/,,
2024-08-01,株式会社天満屋,百貨店,無,◇百貨店事業◇クレジット事業◇スポーツ施設運営事業◇レンタカー事業◇旅行事業◇警備事業◇運輸事業◇印刷事業◇人材サービス事業◇ICT事業◇建設・不動産事業 2024年5月doda掲載求人より引用,岡山県岡山市北区表町2-1-1,1950,1857,100 百万円,,"Failed to retrieve page, status code: 410",代表取締役 斎藤 和好,
2024-08-01,株式会社キリン堂,ドラッグストア・調剤薬局,1,■事業内容：スーパードラッグストアチェーン、薬店チェーン、調剤薬局チェーン■市場規模/成長性 ドラッグストア業界は、小売流通業においては後発の業態でありながら、23年連続の成長の業態であり、現在7兆円を超え、さらにはコンビニ業界と並ぶ10兆円の市場規模への成長をめざしています。■業界内地位同社は、大阪に本社を置くドラッグストアチェーン、調剤薬局チェーンを展開する企業であり、現在関西を中心に約412店舗（2024年7月現在）の店舗展開をしており、さらには関西NO.1を目指しています(現在、スギ薬局様・ココカラファイン様に次いで第3位)。,大阪府大阪市淀川区宮原4-5-36,1958,1840,100百万円,,"Failed to retrieve page, status code: 410",,
2024-08-01,株式会社カクヤスグループ,食品・GMS・ディスカウントストア,4,2019年12月23日に東証二部（現東証スタンダード）への上場を果たし、急成長中の企業です。2020年中には３社のM&Aを果たし、今後グループ企業としてさらに幅広く展開していきます。「なんでも酒や」の事業名の「なんでも」とは、お客様のご要望に「なんでも」応えたいという、当社グループを意気込みや覚悟の表れです。カクヤスの想いとは、「いつでも・どこでも・どれだけでも」「お客様が必要とされるものを、ご要望にそった形態で」お届けすることです。お客様に一番便利だと感じて頂けることを願い、「お酒を中心とした流通のインフラ」となることを経営方針として掲げております。,東京都北区豊島2-3-1,1982,1804,64百万円,34.0,"Failed to retrieve page, status code: 410",,スタンダード市場
2024-07-01,株式会社 サニクリーン九州,専門店・その他小売,1,■マット・モップ・空気清浄機・浄水器など環境衛生商品のレンタル・販売■ユニフォームのレンタル・販売■ウォーターサーバーのレンタル■オフィスコーヒーサービス■害虫駆除・防除、殺菌・消毒など衛生管理サービス■一般家庭およびオフィス・店舗など清掃サービス■ガラス用フィルム施工■カーリース、新車・中古車・関連商品の販売、レンタカーサービス■トナー・インクカートリッジ販売・リサイクルサービス,福岡県福岡市博多区半道橋1-17-41,1967,1836,1億円,,https://www.skkyu.co.jp/,代表取締役社長 清水 英一,
2024-08-01,ブリヂストンリテールジャパン株式会社,専門店・その他小売,2,（1）チェーン事業 国内チェーン（コクピット、タイヤ館）運営及び直営店運営（2）自動車用品事業 国内市販用自動車用品企画・開発・販売,東京都小平市小川東町三丁目１番１号B-Trinityビル,2012,1900,3億円,37.0,https://www.bridgestone.co.jp/group/brj/,代表取締役 田中 浩二,
2024-08-01,ダイレックス株式会社,食品・GMS・ディスカウントストア,12,【ディスカウントストア「ダイレックス」の運営】日用雑貨、化粧雑貨、衣料品、テープ用品、スポーツ用品、食料品、文房具、日曜大工用品、ペット用品、カー用品、家庭園芸用品、家電製品、薬品、酒類、灯油などを販売しています。,佐賀県佐賀市高木瀬町大字長瀬930番地,2007,1690,33億6945万円,36.0,https://www.ds-direx.co.jp/,代表取締役社長 五味 肇,
2024-08-01,株式会社ベイシア,食品・GMS・ディスカウントストア,31,■概要：商圏ニーズに合わせて多彩な形態の店舗を展開。衣食住を総合的に扱うスーパーセンター、食品特化型のスーパーマーケットを主力形態としながら、1都14県に133店舗出店しています。米国のウォルマートをベンチマークしながら北関東を中心に成長をしている小売業です。広い売り場は、アメリカを彷彿とさせるような圧倒的な品ぞろえで「より良いものをより安く」をモットーに生活者の日々の生活に潤いを与えることを主眼にビジネスを行っております。,群馬県前橋市亀里町900,1996,1467,"3,099百万円",,http://www.beisia.co.jp/,,
2024-06-01,中部薬品株式会社（Ｖ・drug）,ドラッグストア・調剤薬局,1,★ドラッグストア・調剤薬局チェーン『V・drug』の経営医薬品・健康食品・化粧品・日用品などを販売するドラッグストアと調剤薬局を運営しています。愛知県・岐阜県・三重県・静岡県・富山県・石川県・福井県・京都府・兵庫県に展開。,本社／岐阜県多治見市高根町4-29,1984,8159,14億4144万円,35.1,http://www.vdrug.co.jp/,代表取締役社長 高巣 基彦,
2024-08-01,ブックオフグループホールディングス株式会社,専門店・その他小売,1,■事業内容：グループ会社の経営管理及びそれに付帯する業務（国内ブックオフ事業、富裕層向け事業、海外事業 ほか）,神奈川県相模原市南区古淵2-14-20,2018,1572,100百万円,,なし,,プライム市場
2024-08-01,株式会社QVCジャパン,通信販売・ネット販売,4,■事業内容：テレビ、インターネットなどを主体としたマルチプラットフォーム通信販売業,千葉県千葉市美浜区ひび野2-1-1,2000,1500,"11,500百万円",,https://qvc.jp/annai/index.html,,
2024-08-01,株式会社オオゼキ,食品・GMS・ディスカウントストア,1,スーパーマーケット「オオゼキ」の運営（生鮮食料品・一般食料品・酒類・日用雑貨などの販売）,東京都世田谷区北沢2-9-21-2F,1975,1438,1億円,30.0,"Failed to retrieve page, status code: 410",代表取締役 社長 石原坂 潤,
2024-08-01,株式会社Francfranc,専門店・その他小売,2,■事業内容：Francfrancを中心としたインテリア・雑貨小売販売事業私たちは「かわいくなれ、世界。」のタグラインとともに、単なる「モノづくり」にとどまらず、生活という「文化」を創出している会社です。生活を彩るデザイン性高い家具や雑貨を創り、一人一人のお客様それぞれが感じられる多様な「かわいい！」という心の高鳴りを感じていただける商品とライフスタイルを提案し、毎日をより楽しく、社会を豊かなものに変えていくことを目標としています。,東京都港区北青山3-5-12,1990,1509,100百万円,33.0,https://www.francfranc.co.jp/,,
2024-08-01,株式会社成城石井,食品・GMS・ディスカウントストア,1,■スーパーマーケット■輸入、食品関連の卸売販売■食品製造■飲食店（ワインバー＜Le Bar a Vin 52 AZABU TOKYO＞の運営）成城石井／191店舗（直営160店舗・FC31店舗）Le Bar a Vin 52 AZABU TOKYO（飲食店）／7店舗※2024年8月1日時点,神奈川県横浜市西区北幸2-9-30 横浜西口加藤ビル5F,1927,8429,1億円,,http://www.seijoishii.co.jp/,代表取締役社長 後藤 勝基,
2024-08-01,株式会社パーク・コーポレーション,専門店・その他小売,7,同社は「Living With Flowers EveryDay」を基本理念に、全国に約100店舗を展開する「青山フラワーマーケット」の運営をはじめ「花や緑」にまつわる多角的なサービスを提供しています。,東京都港区南青山5-6-26青山246ビル7F,1988,1311,20百万円,30.0,http://www.park-corp.jp/,,
2024-07-01,静岡トヨタ自動車株式会社,自動車ディーラー,1,■事業内容： 新車販売（トヨタ車・レクサス車）／中古車販売／自動車リース／自動車の買取／車両整備全般／自動車保険を中心とした損害保険代理店事業／JAF代理店業務／携帯電話(au)及び用品の販売 他,静岡県静岡市駿河区国吉田2-3-1,1946,1246,300百万円,,https://www.shizuokatoyota.co.jp/,,
2024-08-01,いすゞ自動車九州株式会社,自動車ディーラー,8,■事業内容：（1）自動車および内燃機関ならびにそれらの部品および付属品の販売（2）自動車および内燃機関ならびにそれらの部品および付属品の修理加工（3）自動車の賃貸およびリース業（4）損害保険代理業および自動車損害賠償保障法に基づく保険代理業（5）生命保険の募集に関する業務（6）農業協同組合法に基づく共済代理店業（7）中小企業等協同組合法に基づく共済代理店業務（8）前各号に付帯する事業,福岡県福岡市東区東浜1-10-85,2007,1238,100百万円,,http://www.isuzu-kyusyu.co.jp/index.html,,
2024-08-01,株式会社プレナス,専門店・その他小売,6,"■事業内容：持ち帰り弁当店「ほっともっと」・定食レストラン「やよい軒」を事業の柱とし、国内に2,831店舗（ほっともっと2,466店舗/やよい軒365店舗／2022年12月末時点）を展開。これからも、人びとの未来を見据え、地域や環境、健康、そしておいしさにこだわり、多くの人びとの満足・笑顔・感動を実現するために、挑戦し続けます。",福岡県福岡市博多区上牟田1-19-21,1976,1209,"3,461百万円",,https://www.plenus.co.jp/,,
2024-08-01,株式会社 クロップス,通信キャリア・ISP・データセンター,3,【概要】1989年に日本移動通信株式会社（現KDDI株式会社）の一次代理店として発足しました。以来、綿密なエリアマーケティングに基づき、愛知県、三重県、岐阜県、静岡県、東京都を中心に積極的な出店活動を展開。現在では、auStyle及びUQスポットを81店舗所有し、東海エリアでは最大級のauネットワークを築いています。,愛知県名古屋市中村区名駅3-26-8KDX名古屋駅前ビル,1977,637,255百万円,29.0,https://www.crops.ne.jp/,,スタンダード市場
2024-08-01,株式会社ユニバース,食品・GMS・ディスカウントストア,1,■地域に密着した食品中心のスーパーマーケットの経営現在59店舗中32店舗が店舗面積2000㎡以上の大規模スーパーマーケットです。★北東北でシェア・売上No.1★・北東北に59店舗を運営プライム市場上場の株式会社アークスと経営統合し、現在のグループ連結売上は、約5000億円です。※2018年食品スーパーマーケット年鑑（株式会社流通企画／北海道・東北地区版参考）,【本社】青森県八戸市大字長苗代字前田83-1,,4319,15億2290万円,47.0,"Failed to retrieve page, status code: 410",代表取締役社長 三浦 建彦,
2024-08-01,バリュエンスホールディングス株式会社,専門店（アパレル・アクセサリー）,43,■概要：「大切にしてきたモノの価値を、必要とする誰かへとつなぐこと」を目指し、リユースビジネスにおける新たな価値観・取組みを提案する、新進気鋭の企業です。,東京都港区南青山5-6-19MA5,2011,1041,"1,219百万円",31.1,https://www.valuence.inc/,,グロース市場
2024-08-01,株式会社バイク王＆カンパニー,自動車ディーラー,56,■インセンティブキャンペーンについて：一般職（買取・販売、電話受付、整備（店舗・物流センター））を対象とし、実施しております。※現在キャンペーンのため、制度化はされておりません※2ヶ月毎に上記対象の成績上位者計50名程度に成績順に支給しています。■概略「バイクライフの生涯パートナー」というビジョンを掲げ、従来展開してきたバイク買取というお客様と点で繋がる関係から、小売販売をはじめとする様々なサービス提供によって「面と時間軸の広がり」を持ってお客様と繋がる関係へ進化し、お客様から「バイクのことならバイク王」と認識され選ばれる存在になれるよう邁進しています。,東京都世田谷区若林3-15-4,1998,1035,590百万円,34.2,http://www.8190.co.jp/,,スタンダード市場
2024-08-01,ジュピターショップチャンネル株式会社,通信販売・ネット販売,26,■事業内容：CATV放送、衛星放送、インターネット、カタログ等の媒体を通して通信販売を展開する「ショップチャンネル」の運営を中心としたダイレクトマーケティング事業,東京都江東区東陽7-2-18,1996,978,"4,400百万円",43.0,http://www.shopch.jp/,,
2024-07-01,ＫｅｅＰｅｒ技研株式会社,専門店・その他小売,1,■カーコーティング、洗車用ケミカルと機器等の開発・製造・販売■カーコーティング技術認定店「キーパープロショップ」の展開■カーコーティング&洗車の専門店「キーパーLABO」の運営,愛知県大府市吉川町4-17,1993,1118,"13億4,755万円 (2023年9月末現在)",,https://keepergiken.co.jp/,代表取締役社長兼 Co-COO 賀来 聡介,プライム市場
2024-07-01,株式会社キデイランド,専門店・その他小売,1,玩具、ファンシーグッズ、キャラクターグッズの専門店※オンラインショップあり【店舗】直営店：72店舗フランチャイズ店：4店舗,東京都千代田区九段北1-13-5 ヒューリック九段ビル９階,1964,1140,1億円,,https://www.kiddyland.co.jp/,代表取締役社長 津村 孝彦,
2024-08-01,株式会社トヨタユーゼック,自動車ディーラー,1,■事業内容：同社は1955年､トヨタグループ唯一の中古車戦略企業として､トヨタ自動車（株）100％出資のもとに設立されました｡設立以来60年以上にわたりトヨタグループの中古車流通を担ってきた会社です。中古車のオークション運営や小売、トヨタ販売店様向けの中古車ビジネスサポート、海外輸出などを行っています。1967年に日本で初めて自動車オークションを開始し、現在全国に16ヶ所のオークション会場を展開して運営しています。,千葉県千葉市美浜区中瀬2-6-1WBGウエスト28F,1955,949,"6,830百万円",37.3,http://www.toyota-usec.com/top/,,
2024-05-01,いすゞ自動車中国四国株式会社,自動車ディーラー,3,■事業内容： 小型トラック･大型トラック･バス･特殊車の販売。部品・用品の販売。車検・点検整備。損害保険代理店業務。■企業理念：常に挑戦を続け､お客様と地域社会から信頼されるパートナーとして永く選ばれる企業を目指します ■行動指針：POLICY 01 コンプライアンスの推進に努め、企業の社会的責任を果たします。POLICY 02 お客様の声に誠実で迅速な対応を心がけ､信頼に応えていきます。POLICY 03 常に感謝の気持ちと熱意をもって行動し､新たな可能性を追求します。■事業所所在地：山口県･広島県･島根県･鳥取県･岡山県･愛媛県･徳島県･高知県,広島県広島市佐伯区五日市港3-7-11,2007,955,100百万円,,https://isuzu-chushi.co.jp/,,
