更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,有限会社ツァ・クローネ,専門店・その他小売,求人なし,京都府宇治市琵琶台1-4-2,1995,代表取締役 阪本 秀伸,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社メゾンレクラン,専門店（アパレル・アクセサリー）,求人なし,東京都港区六本木6-3-1六本木ヒルズクロスポイント 8Ｆ,2001,代表取締役 高橋 眞智子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社トリニティフォース,専門店・その他小売,求人なし,東京都品川区北品川4-11-8はるさめハイツ601,1998,代表取締役 石原 晴美,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社リバティ長岡,食品・GMS・ディスカウントストア,求人なし,京都府長岡京市長岡2-1-23,2002,代表取締役 池上 康治,95 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ＣＡＲ工房株式会社,自動車ディーラー,無,神奈川県相模原市南区下溝3054-1,2002,代表取締役 長谷川 茂,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 GTスポーツカーに特化した中古車販売・買取 2022年7月doda掲載求人より引用
2024-08-01,有限会社キャッチ,自動車ディーラー,求人なし,静岡県富士宮市小泉340-1,2001,代表取締役 深澤 正洋,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社シンコウ電化,専門店（家電量販店）,無,神奈川県横浜市鶴見区潮田町3-137-1,1989,代表取締役 髙塚 英輝,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社チョコレートショップ,食品・GMS・ディスカウントストア,無,福岡県福岡市博多区綱場町3-17,1985,代表取締役 佐野 隆,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ◆チョコレート、生菓子、焼き菓子などの製造販売 2022年9月doda掲載求人より引用
2024-08-01,有限会社澤田ラジオ商会,専門店（家電量販店）,求人なし,静岡県静岡市葵区上石町6-13,1971,代表取締役 澤田 嘉治,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社オートサロン永松,自動車ディーラー,求人なし,福岡県福岡市東区松香台1-23-14,1981,代表取締役 永松 一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社レディスコンタクトレンズ,専門店・その他小売,求人なし,福岡県福岡市早良区藤崎1-1-36,1974,代表取締役 福田 千夏,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,カーナベル株式会社,通信販売・ネット販売,求人なし,三重県四日市市新正4-6-8カーナビルディング,2009,代表取締役 三浦 真家,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社すずきゅう,専門店・その他小売,求人なし,三重県鈴鹿市池田町1235,1978,代表取締役 荻田 賢,11 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社エルキー,専門店・その他小売,求人なし,福岡県福岡市早良区賀茂3-24-1エルキービル 101,1978,代表取締役 廣田 忠,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社Ｍｒ．カンカン,食品・GMS・ディスカウントストア,求人なし,奈良県桜井市大字出雲23,2008,代表取締役 神田 直樹,11 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,生活協同組合コープ自然派奈良,食品・GMS・ディスカウントストア,無,奈良県磯城郡田原本町大字西竹田33-1,2002,代表理事 辰巳 千嘉子,553 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,無店舗販売事業 2023年10月doda掲載求人より引用
2024-08-01,株式会社ビークル横川,自動車ディーラー,求人なし,神奈川県横浜市磯子区田中2-24-6,1976,代表取締役 横川 幸男,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ヒグチ園,専門店・その他小売,求人なし,福岡県福岡市南区若久3-1-1,1995,代表取締役 樋口 俊朗,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社大和屋酒舗,専門店・その他小売,求人なし,広島県広島市中区胡町4-3大和屋ビル 1Ｆ,2014,代表取締役 大山 晴彦,7 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社あすかや,通信販売・ネット販売,求人なし,奈良県生駒郡斑鳩町興留7-7-12,2009,代表取締役 米田 保夫,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社フォーサイト,専門店（アパレル・アクセサリー）,求人なし,広島県広島市中区新天地5-18,2004,取締役 藤田 稔,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社ミルズインターナショナル,小売業界,求人なし,神奈川県横須賀市長坂4-6-92号,1997,代表取締役 櫻井 聡,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
