更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,資本金,平均年齢,従業員数,企業URL,代表者,上場市場名
2024-08-01,株式会社トップ,食品・GMS・ディスカウントストア,求人なし,,東京都世田谷区松原5-8-16パインヒルズ 1Ｆ,1969,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石橋 直己,
2024-08-01,株式会社ミュージックエイト,通信販売・ネット販売,求人なし,,東京都世田谷区太子堂3-27-6,1965,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 助安 伴之,
2024-08-01,株式会社ニュー千里,自動車ディーラー,求人なし,,大阪府高槻市唐崎北1-2-5,1991,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 久保 正一,
2024-08-01,名神自工株式会社,自動車ディーラー,求人なし,,大阪府高槻市千代田町5-1,1963,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大久保 彰,
2024-08-01,株式会社マルヤマ,専門店・その他小売,求人なし,,東京都世田谷区南烏山4-12-7,1963,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 池亀 正弘,
2024-08-01,株式会社音通,専門店・その他小売,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ◇スポーツクラブ『JOYFIT24』、『FIT365』の運営◇ホットヨガスタジオ『LAVA』の運営◇カラオケ機器のリース及び販売 2023年5月doda掲載求人より引用,大阪府大阪市北区本庄東1-1-10ＲＩＳＥ88ビル 8Ｆ,1981,"1,725 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 岡村 邦彦,スタンダード
2024-08-01,株式会社アドバンスクリヤマ,食品・GMS・ディスカウントストア,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ◆食料品、酒類等総合食品小売業 2022年11月doda掲載求人より引用,東京都世田谷区南烏山5-14-3,1953,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 栗山 和久,
2024-08-01,株式会社笹井コーポレーション,専門店・その他小売,無,,大阪府高槻市富田町3-8-13,1963,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 笹井 祥計,
2024-08-01,株式会社ミートモリタ屋,食品・GMS・ディスカウントストア,求人なし,,大阪府高槻市芥川町1-7-7駅前駐輪ビル 4Ｆ,1972,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉岡 登志夫,
2024-08-01,株式会社明治屋フードサービス,食品・GMS・ディスカウントストア,求人なし,,神奈川県横浜市中区尾上町5-76明治屋尾上町ビル 4Ｆ,1972,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 米井 元一,
2024-08-01,株式会社エリートスポーツ,自動車ディーラー,求人なし,,東京都世田谷区南烏山6-38-10602,1969,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 安藤 良一,
2024-08-01,吉川水産株式会社,専門店・その他小売,求人なし,,東京都世田谷区南烏山5-9-1,1964,36 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 森 伸夫,
2024-08-01,オキ通商株式会社,専門店・その他小売,無,,東京都世田谷区南烏山6-2-3,1969,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 沖田 洋,
2024-08-01,藤原自動車株式会社,専門店・その他小売,求人なし,,大阪府高槻市萩之庄5-6-1,1990,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤原 晃治,
2024-08-01,高槻給食株式会社,専門店・その他小売,求人なし,,大阪府高槻市高槻町2-11,1973,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 北野 康治,
2024-08-01,株式会社八木橋,専門店・その他小売,求人なし,,東京都文京区根津1-18-2,1975,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 髙見澤 正夫,
2024-08-01,株式会社ヤマムロ,食品・GMS・ディスカウントストア,求人なし,,東京都世田谷区上北沢5-7-2,1950,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山室 勝,
2024-08-01,株式会社土佐屋商店,食品・GMS・ディスカウントストア,求人なし,,東京都世田谷区北沢3-20-2,1955,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中津 直三,
2024-08-01,桑内株式会社,専門店・その他小売,求人なし,,大阪府高槻市高槻町15-24,1952,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 桑内 義和,
2024-08-01,マコト電機株式会社,専門店・その他小売,無,,東京都世田谷区瀬田3-2-4,1966,36 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 伊達 淳,
2024-08-01,株式会社クリード,専門店（アパレル・アクセサリー）,求人なし,,東京都世田谷区大原1-51-4クリードビル,1978,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中 利行,
2024-08-01,株式会社ホシノインパル,専門店・その他小売,求人なし,,東京都世田谷区桜丘5-32-3,1980,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 星野 一樹,
2024-08-01,株式会社ワークスベル,小売業界,求人なし,,東京都世田谷区下馬3-22-10ベルコーポ 101,1983,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宮下 彰朗,
2024-08-01,有限会社小川周商事,百貨店,求人なし,,東京都世田谷区祖師谷3-36-30,1959,37 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小川 和夫,
2024-08-01,篠田株式会社,自動車ディーラー,無,,東京都世田谷区上野毛1-9-9,1986,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 篠田 和広,
2024-08-01,株式会社ロードカー,専門店・その他小売,無,【関西を中心に22拠点】■車買取専門店 ユーポス■ボルボ正規ディーラー 自動車販売（新車・中古車）■整備・鈑金塗装・損害保険・生命保険 2024年3月doda掲載求人より引用,大阪府大阪市西区新町1-28-3四ツ橋グランスクエア 3Ｆ,1967,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 柏原 隆宏,
2024-08-01,有限会社池ノ上ピエール,専門店・その他小売,求人なし,,東京都世田谷区代沢2-42-8阪本アパート 1Ｆ,1979,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴木 徹,
2024-08-01,大平輪業有限会社,自動車ディーラー,求人なし,,東京都世田谷区成城1-2-3,1963,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山口 明也,
2024-08-01,大阪スバル株式会社,自動車ディーラー,無,,大阪府守口市八雲東町1-21-23,1964,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 上野 修,
2024-08-01,有限会社嘉衛門,自動車ディーラー,無,,東京都世田谷区等々力7-7-1嘉衛門ビル,1990,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中山 伸一,
2024-08-01,有限会社笠岡自動車整備,自動車ディーラー,求人なし,,東京都世田谷区桜丘3-25-1,1984,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 笠岡 威男,
2024-08-01,株式会社オオニシ,専門店・その他小売,求人なし,,大阪府守口市南寺方東通5-11-11,1984,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大西 康雄,
2024-08-01,株式会社サニック,専門店・その他小売,求人なし,,東京都世田谷区玉堤2-9-12第一東京園マンション 101,1983,16 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 高橋 清志,
2024-08-01,株式会社スターボード,専門店（アパレル・アクセサリー）,求人なし,,東京都世田谷区代田3-15-11,1984,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 村越 一夫,
2024-08-01,株式会社加納商会,通信販売・ネット販売,求人なし,,大阪府守口市大庭町2-9-26,1984,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 加納 正美,
2024-08-01,株式会社ワンズ・インターナショナル,専門店・その他小売,求人なし,,東京都世田谷区中町4-14-11,1994,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 井上 学,
2024-08-01,有限会社森ブラザー,専門店（アパレル・アクセサリー）,求人なし,,東京都世田谷区玉川3-18,1969,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 森 陽一郎,
2024-08-01,株式会社長寿堂恵佳,食品・GMS・ディスカウントストア,求人なし,,大阪府守口市西郷通2-18-15,1957,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山本 利夫,
2024-08-01,新興電機株式会社,通信販売・ネット販売,求人なし,,大阪府守口市南寺方東通5-11-15,1980,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 古賀 光一,
2024-08-01,杉山食品工業株式会社,食品・GMS・ディスカウントストア,求人なし,,東京都世田谷区野毛2-27-17,1963,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 杉山 猛,
2024-08-01,株式会社三恵,専門店・その他小売,求人なし,,東京都世田谷区太子堂2-16-6,1953,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 飯島 明子,
2024-08-01,株式会社ベルニコ,専門店・その他小売,求人なし,,埼玉県草加市稲荷3-1-12,1955,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 桐部 泰治,
2024-08-01,株式会社東京メガネ,専門店・その他小売,求人なし,,東京都世田谷区若林1-20-11,1954,99 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 白山 聡一,
2024-08-01,株式会社シェフカワカミ,食品・GMS・ディスカウントストア,無,,大阪府守口市外島町3-7,1994,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 川上 誠一郎,
2024-08-01,株式会社スポーツマリオ,専門店・その他小売,求人なし,,東京都渋谷区幡ヶ谷1-1-1ニッコービルディング 1Ｆ,1988,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 桐原 裕輔,
2024-08-01,有限会社ジュエリーオグラ,専門店（アパレル・アクセサリー）,求人なし,,東京都世田谷区野沢2-34-6ビルディング小倉 1Ｆ,1963,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 小倉 三喜雄,
2024-08-01,株式会社ファイヤー・ボールズ,自動車ディーラー,無,,東京都町田市南町田5-10-24,1963,13 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐野坂 憲治,
2024-08-01,株式会社カリス成城,専門店・その他小売,求人なし,,東京都世田谷区成城6-15-15,1983,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 坂出 智之,
2024-08-01,東京フードサービス株式会社,専門店・その他小売,求人なし,,東京都世田谷区桜新町1-12-13第5吉田ビル 5Ｆ,1978,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 村上 彰,
2024-08-01,株式会社栄喜堂,専門店・その他小売,求人なし,,東京都世田谷区等々力4-4-6ｉ―ｈｏｍｅＡ 401,1951,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石井 貴英,
2024-08-01,株式会社エレホーム,通信販売・ネット販売,求人なし,,大阪府枚方市長尾元町5-1-8,1991,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 草野 昌一,
2024-08-01,株式会社アイ・ディー・エー,専門店・その他小売,求人なし,,東京都世田谷区北沢2-35-2第3新屋敷ビル 201,2006,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤岡 典宏,
2024-08-01,株式会社グリーンディスプレイ,専門店・その他小売,求人なし,,東京都世田谷区三宿2-15-14メゾンドロワール 1Ｆ,1976,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 望月 善太,
2024-08-01,株式会社スーパーストアナカガワ,専門店・その他小売,求人なし,,大阪府枚方市長尾家具町3-11-17,1957,48 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中川 知美,
2024-08-01,日東金属株式会社,自動車ディーラー,求人なし,,東京都世田谷区奥沢7-11-5,1979,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 永井 悟,
2024-08-01,株式会社つたや,専門店（アパレル・アクセサリー）,求人なし,,大阪府枚方市大垣内町2-5-5中井ビル,1973,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 平岡 幸子,
2024-08-01,水島米穀株式会社,専門店・その他小売,無,,東京都世田谷区代田3-3-3,1960,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 水島 禎一,
2024-08-01,近畿中央ヤクルト販売株式会社,専門店・その他小売,求人なし,,大阪府茨木市美沢町15-30,1955,36 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 湯澤 衛,
2024-08-01,ヨシダ産業株式会社,専門店（アパレル・アクセサリー）,求人なし,,大阪府茨木市東野々宮町12-21,1965,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 河﨑 敏也,
2024-08-01,株式会社グリーンアート,専門店・その他小売,求人なし,,東京都世田谷区宮坂2-25-7ハイツ西村,1988,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 倉田 美千男,
2024-08-01,みくりや青果株式会社,専門店・その他小売,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■生鮮野菜全般、輸入野菜、カット野菜、カットフルーツ等の販売 2022年12月doda掲載求人より引用,大阪府茨木市宮島1-1-1大阪府中央卸売市場内,1978,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 細田 喜代司,
2024-08-01,株式会社とうはん,食品・GMS・ディスカウントストア,求人なし,,大阪府茨木市宮島3-2-8,1965,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤原 福治,
2024-08-01,新興テクニカ株式会社,専門店・その他小売,求人なし,,東京都世田谷区中町2-8-11,1975,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 韓 誠,
2024-08-01,中央自動車株式会社,自動車ディーラー,求人なし,,大阪府茨木市奈良町13-28,1988,48 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山本 忠司,
2024-08-01,松本ミシン株式会社,専門店・その他小売,求人なし,,大阪府茨木市元町2-13プランドール松本 1Ｆ,1961,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松本 知子,
2024-08-01,美沢タイヤ株式会社,自動車ディーラー,求人なし,,大阪府茨木市美沢町20-20,1977,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 木村 勝彦,
2024-08-01,有限会社ルートサービス,自動車ディーラー,求人なし,,大阪府茨木市宮島3-3-17,1972,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 尾松 大輔,
2024-08-01,株式会社タカトク,通信販売・ネット販売,無,,東京都江戸川区一之江2-12-3,2000,93 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 桃原 一二,
2024-08-01,株式会社大商,専門店・その他小売,求人なし,,大阪府茨木市宇野辺2-15-38,1976,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大石 正仁,
2024-08-01,株式会社アトラスオート,自動車ディーラー,求人なし,,大阪府吹田市春日1-5-35,1976,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山部 秀康,
2024-08-01,株式会社バイオ・サプリ,通信販売・ネット販売,求人なし,,東京都世田谷区玉川田園調布2-5-6東光ビル 1Ｆ,1999,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 山本 貴文,
2024-08-01,株式会社デジベリー,専門店・その他小売,求人なし,,神奈川県横浜市中区不老町1-2-1,2001,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 野渡 龍,
2024-08-01,小阪自動車工業株式会社,自動車ディーラー,求人なし,,大阪府茨木市中河原町6-10,1966,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小阪 雅則,
2024-08-01,アロエワールド株式会社,食品・GMS・ディスカウントストア,求人なし,,東京都港区元麻布1-5-8,1999,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 ガルマンスビィハーオルド,
2024-08-01,株式会社サン商会,専門店・その他小売,求人なし,,東京都渋谷区渋谷2-9-10青山台ビル 201,1966,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 澁谷 武士,
2024-08-01,中條文具株式会社,専門店・その他小売,求人なし,,東京都世田谷区赤堤1-8-19第2居成ビル 1Ｆ,1963,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中條 嘉久,
2024-08-01,株式会社ローヤルオブジャパン,専門店・その他小売,求人なし,,東京都渋谷区恵比寿南1-1-1ヒューマックス恵比寿ビル 5Ｆ,1969,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松澤 光剛,
2024-08-01,株式会社花門フラワーゲート,専門店・その他小売,求人なし,,東京都中央区八丁堀3-19-2京橋第7長岡ビル,1971,95 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 平野 貴士,
2024-08-01,株式会社東京ブックセンター,通信販売・ネット販売,求人なし,,東京都渋谷区千駄ヶ谷3-12-14,1965,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 二川 由夫,
2024-08-01,株式会社カワシマ,専門店・その他小売,求人なし,,東京都渋谷区道玄坂2-9-10,1949,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 川島 利雄,
2024-08-01,株式会社京王電業社,専門店・その他小売,求人なし,,東京都渋谷区笹塚2-14-6,1966,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 福田 勝則,
2024-08-01,株式会社ＡＬＥＸ　ＰＡＲＴＮＥＲＳ,専門店・その他小売,求人なし,,東京都世田谷区野沢2-6-3,1971,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 籠田 江司,
2024-08-01,株式会社山田平安堂,専門店・その他小売,求人なし,,東京都渋谷区猿楽町18-12ヒルサイドテラスＧ 202,1948,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山田 健太,
2024-08-01,株式会社金田商店,食品・GMS・ディスカウントストア,求人なし,,大阪府八尾市志紀町南3-2,1953,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 金田 敏明,
2024-08-01,マキヤ商事株式会社,専門店・その他小売,求人なし,,東京都渋谷区代々木2-23-1,1948,18 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐々木 康行,
2024-08-01,国際金属薬品株式会社,専門店・その他小売,求人なし,,東京都渋谷区渋谷1-10-3スタープラザ青山 801,1972,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社モード・エ・ジャコモ,専門店（アパレル・アクセサリー）,無,,東京都中央区新川1-17-25,1975,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 荻津 知宏,
2024-08-01,株式会社大井,専門店・その他小売,求人なし,,東京都渋谷区道玄坂2-3-1渋谷駅前ビル 5Ｆ,1976,39 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大井 寛,
2024-08-01,日欧商事株式会社,専門店・その他小売,求人なし,,東京都世田谷区宮坂1-23-11,1971,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 安藤 裕美,
2024-08-01,株式会社カラカラ商事,専門店・その他小売,求人なし,,東京都渋谷区猿楽町30-8第一育良ビル 1Ｆ,1976,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 上田 卓司,
2024-08-01,ダイカウイング株式会社,専門店・その他小売,求人なし,,大阪府八尾市山本町南8-4-22,1974,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤原 巧,
2024-08-01,コーデンシＴＫ株式会社,専門店・その他小売,求人なし,,東京都渋谷区南平台町3-1コーデンシＴＫ渋谷ビル,1973,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉田 昌史,
2024-08-01,株式会社マルエー食糧,専門店・その他小売,求人なし,,大阪府八尾市弓削町南1-25,1978,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 溝畑 清農祐,
2024-08-01,東京宝くじサービス株式会社,専門店・その他小売,求人なし,,東京都渋谷区道玄坂1-9-4ＯＤＡビル,1954,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 奥澤 的,
2024-08-01,株式会社マリオン,専門店・その他小売,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■マリオンクレープ直営店でのクレープの製造・販売 2023年1月doda掲載求人より引用,東京都渋谷区神宮前6-18-1クレインズパーク 6Ｆ,1976,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 平田 照,
2024-08-01,株式会社バレンタイン,専門店・その他小売,求人なし,,東京都渋谷区代々木3-8-3ＰＤ・ＳＰＡＣＥ 3Ｆ,1979,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴木 雅子,
2024-08-01,マニー株式会社,専門店・その他小売,求人なし,,東京都渋谷区松濤1-26-1,1977,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山田 善已,
2024-08-01,株式会社サンキョー,専門店・その他小売,求人なし,,東京都渋谷区神宮前3-31-18外苑コーポ 205,1962,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 尾留川 亮太,
2024-08-01,ズージャパン株式会社,専門店・その他小売,求人なし,,東京都渋谷区南平台町3-5,1974,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 畠山 玲子,
2024-08-01,株式会社フィルム,専門店（アパレル・アクセサリー）,求人なし,,東京都港区北青山2-11-3Ａ－ＰＬＡＣＥ Ｂ1Ｆ,1977,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 滝野 雅久,
2024-08-01,株式会社エス・ジー・イー,専門店・その他小売,求人なし,,東京都渋谷区渋谷4-2-8ホーマットグリーンヒル 410,1988,48 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 西尾 繁子,
2024-08-01,名古屋田邊株式会社,専門店・その他小売,求人なし,,東京都渋谷区恵比寿西1-16-4長谷戸ビル 3Ｆ,1949,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田邊 英,
2024-08-01,有限会社藤木商店,専門店・その他小売,求人なし,,東京都世田谷区三宿2-19-14イケガミビル 201,1953,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤木 伸欣,
2024-08-01,株式会社グリーンオーナメント,専門店・その他小売,求人なし,,大阪府八尾市千塚1-1,1986,36 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 森本 勝正,
2024-08-01,株式会社パワーマーク,専門店（家電量販店）,求人なし,,東京都世田谷区松原1-56-191Ｆ,1992,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 管 哲朗,
2024-08-01,株式会社三愛,専門店（アパレル・アクセサリー）,求人なし,,大阪府八尾市南亀井町4-3-32,1983,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 福島 茂樹,
2024-08-01,有限会社サンタネ,食品・GMS・ディスカウントストア,求人なし,,東京都渋谷区上原2-30-3,1982,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 佐野 和子,
2024-08-01,株式会社シー・ボディ,通信販売・ネット販売,求人なし,,東京都港区南青山5-4-30南青山ＹＳＳビル6Ｆ,1990,42 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 浅井 崇公,
2024-08-01,株式会社ジエイナス,専門店・その他小売,求人なし,,東京都渋谷区代々木3-1-3,1982,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 平川 太陽,
