更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,資本金,平均年齢,従業員数,企業URL,代表者,上場市場名
2024-08-01,株式会社アサヒ興洋,家具・インテリア・生活雑貨メーカー,1,■事業内容：キャラクターレジャーシートをはじめとしたピクニック雑貨や、毎日食卓で使っているお椀、茶碗、箸等の生活雑貨の製造・販売をしております。,東京都品川区南品川1-9-12,1975,50百万円,,70,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エノモト,専門店・その他小売,求人なし,,東京都三鷹市井口3-6-16,1972,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 板谷 英樹,
2024-08-01,株式会社ケーアイトレーディング,専門店・その他小売,求人なし,,東京都中野区東中野3-8-13ＭＳＲ東中野 1Ｆ,1988,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 長 瀨文義,
2024-08-01,久松自動車販売株式会社,自動車ディーラー,求人なし,,大阪府大阪市阿倍野区阿倍野筋1-1-43あべのハルカス22Ｆ,1986,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 久松 孝治,
2024-08-01,奥山管材機器株式会社,専門店・その他小売,求人なし,,東京都中野区中央4-5-1,1960,97 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 森沢 一郎,
2024-08-01,株式会社大江,専門店・その他小売,求人なし,,大阪府門真市北巣本町36-8,1958,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大江 政二,
2024-08-01,株式会社新栄,自動車ディーラー,求人なし,,東京都三鷹市新川2-12-5,1990,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 新津 行博,
2024-08-01,株式会社ストック,専門店（アパレル・アクセサリー）,求人なし,,東京都中野区中野5-65-9,1954,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 遠山 隆,
2024-08-01,株式会社マルマンストア,食品・GMS・ディスカウントストア,求人なし,,東京都中野区中野1-60-11,1962,272 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 日越 洋治,
2024-08-01,東京割烹株式会社,専門店・その他小売,求人なし,,東京都中野区新井2-1-19パックマートビル 3Ｆ,1961,11 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岩本 飛鳥,
2024-08-01,ダイヤ株式会社,専門店・その他小売,無,■ゴルフ事業ゴルフ用品全般、スポーツヘルス用品などのスポーツ関連用品全般の企画開発販売■家庭用品事業洗濯用品、バス・洗面用品、キッチン用品などの生活関連用品全般の企画開発販売■ベビー用品事業ベビー用品の企画開発販売■コインランドリー事業ダイヤコインランドリー（大阪市北区）の運営 2023年9月doda掲載求人より引用,東京都中野区中野2-2-4,1961,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 豊澤 一誠,
2024-08-01,有限会社ワールドオート新川,専門店・その他小売,求人なし,,東京都三鷹市下連雀6-19-14,1983,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 新川 徹雄,
2024-08-01,株式会社赤塚屋,専門店・その他小売,無,国産牛肉、輸入牛肉、国産豚肉、輸入豚肉、国産チキン、輸入チキン、オファール、ハム・ソーセージなどの食肉卸および輸入 2024年2月doda掲載求人より引用,東京都新宿区富久町7-12ＡＫビル 2Ｆ,1963,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 新田 隆祐,
2024-08-01,株式会社アクセルオート,自動車ディーラー,求人なし,,東京都福生市加美平1-27-8,1990,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 樋口 昭久,
2024-08-01,株式会社東京富士カラー,専門店・その他小売,無,◆カラー写真事業・デジタル関連事業の運営◆撮影スタジオ店舗の運営◆各種自動販売機の設置及び運営◆宝くじ店舗の運営 2023年10月doda掲載求人より引用,東京都中野区本町2-29-12ＮＦビル 9Ｆ,1976,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山浦 晟暉,
2024-08-01,株式会社三愛,自動車ディーラー,求人なし,,大阪府門真市岸和田2-17-7,1964,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 八田 多佳子,
2024-08-01,読賣京阪販売株式会社,専門店・その他小売,求人なし,,大阪府門真市野里町4-12ヨミウリＹ・Ｃ読売京阪,1969,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 末吉 茂信,
2024-08-01,パイオニア株式会社,専門店・その他小売,無,,大阪府門真市新橋町16-22,1973,75 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 須賀 康弘,
2024-08-01,絹笠商事株式会社,専門店・その他小売,求人なし,,大阪府門真市常盤町2-3ラ・ドルチェ・ヴィータ,1970,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 永山 宜泉,
2024-08-01,ヨコタサービス有限会社,自動車ディーラー,求人なし,,東京都青梅市新町9-2203-3,1980,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小林 泰英,
2024-08-01,ナカタニ自動車株式会社,自動車ディーラー,求人なし,,大阪府門真市東田町6-16,1971,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中谷 清貴,
2024-08-01,株式会社辻洋装店,専門店（アパレル・アクセサリー）,求人なし,,東京都中野区上高田2-10-14,1976,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 辻 吉樹,
2024-08-01,株式会社オザム,食品・GMS・ディスカウントストア,求人なし,,東京都青梅市友田町5-350,1985,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小澤 国生,
2024-08-01,イケダ自工株式会社,自動車ディーラー,求人なし,,大阪府門真市岸和田3-13-18,1986,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 池田 毅志,
2024-08-01,株式会社熊谷電機,専門店・その他小売,求人なし,,東京都府中市美好町1-25-11,1976,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 熊谷 敏雄,
2024-08-01,株式会社おさるとめぐま,専門店・その他小売,求人なし,,東京都中野区中野5-52-15中野ブロードウェイ 3Ｆ,1996,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 西口 太志,
2024-08-01,株式会社フジヤカメラ店,専門店・その他小売,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 カメラおよびカメラ関連品の販売／通信販売業務／その他関係業務カメラ・メガネ・電気・OA【小売】/その他流通・小売≪取扱い商材に合わせて複数の店舗があります≫■フジヤカメラ本店（カメラ本体・レンズ）■動画館（ビデオカメラ・映像編集・配信機器）■用品館（三脚・バック・スタジオ撮影機器）■ジャンク館（壊れたカメラ・ジャンクパーツ・書籍）■ECサイト（店舗取扱品の総合販売） 2023年3月doda掲載求人より引用,東京都中野区中野5-61-1,1946,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大月 浩司郎,
2024-08-01,くちば物産株式会社,百貨店,求人なし,,大阪府摂津市鳥飼上3-3-29,1984,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 口羽 素行,
2024-08-01,株式会社繁輪,専門店・その他小売,求人なし,,大阪府大阪市旭区高殿7-19-3,1987,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山田 武志,
2024-08-01,株式会社スクール服装,専門店・その他小売,求人なし,,東京都杉並区阿佐谷南3-35-7クレール阿佐ヶ谷 2Ｆ,1952,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大出 勝,
2024-08-01,エスイー工業株式会社,専門店・その他小売,求人なし,,東京都杉並区和田1-10-4,1968,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 遠藤 重一郎,
2024-08-01,株式会社アビックスコーポレーション,自動車ディーラー,無,,東京都府中市白糸台3-18-8,1998,24 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 清澤 淳,
2024-08-01,有限会社小林商店,食品・GMS・ディスカウントストア,求人なし,,東京都杉並区高円寺南4-7-7,1951,7 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 小林 義明,
2024-08-01,株式会社デバイスドライバーズ,専門店・その他小売,求人なし,,東京都府中市清水が丘2-23-2,1999,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 日高 亜友,
2024-08-01,山田薬品株式会社,専門店・その他小売,求人なし,,東京都杉並区西荻北3-19-3ベルフォート西荻駅前 1Ｆ,1951,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山田 克敏,
2024-08-01,有限会社柏屋,専門店・その他小売,求人なし,,東京都府中市緑町2-12-21,1952,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田中 勝彦,
2024-08-01,株式会社村野商店,食品・GMS・ディスカウントストア,求人なし,,東京都府中市白糸台1-1-6,1952,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 村野 太郎,
2024-08-01,宮川石材株式会社,専門店・その他小売,求人なし,,東京都八王子市下柚木2-17-13,1964,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宮川 健一,
2024-08-01,株式会社スーパーヤマザキ,百貨店,求人なし,,東京都府中市寿町1-6-3村木ビル 2Ｆ,1967,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 水野 渉,
2024-08-01,株式会社花智,専門店・その他小売,求人なし,,東京都府中市矢崎町1-26-3,1981,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 片山 智哉,
2024-08-01,株式会社アライモータース,自動車ディーラー,求人なし,,東京都府中市晴見町3-13-13,1980,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 荒井 俊一,
2024-08-01,株式会社ジュエリー・ベリーニ,専門店（アパレル・アクセサリー）,求人なし,,東京都杉並区高円寺南2-27-4,1982,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 古屋 秀市,
2024-08-01,有限会社オートサービス土井,自動車ディーラー,求人なし,,大阪府摂津市西一津屋3-6,1991,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 土井 清司,
2024-08-01,株式会社Ｇ－７バイクワールド,小売業界,求人なし,,兵庫県神戸市須磨区弥栄台3-1-6,1990,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 西村 佳三,
2024-08-01,東信水産株式会社,専門店・その他小売,求人なし,,東京都杉並区上荻1-15-2丸三ビル 3Ｆ,1971,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 織茂 信尋,
2024-08-01,株式会社櫻井ホンダ,専門店・その他小売,求人なし,,東京都杉並区下高井戸2-6-3,1983,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 櫻井 俊克,
2024-08-01,有限会社小山自動車,自動車ディーラー,求人なし,,東京都杉並区方南2-4-8,1983,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 小山 克彦,
2024-08-01,斎成物産株式会社,食品・GMS・ディスカウントストア,求人なし,,東京都杉並区堀ノ内2-27-7,1991,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 斎 洋子,
2024-08-01,株式会社ケイセイ,専門店・その他小売,求人なし,,大阪府高石市綾園4-9-9,1992,11 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 渋谷 光宏,
2024-08-01,株式会社アゲイン,専門店・その他小売,求人なし,,東京都杉並区梅里2-7-3鈴木第一ビル 1Ｆ,1992,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉澤 寛,
2024-08-01,株式会社指田園,専門店・その他小売,求人なし,,東京都昭島市緑町1-3-13,1966,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 指田 裕士,
2024-08-01,藤井寺スポーツ株式会社,専門店・その他小売,求人なし,,大阪府藤井寺市岡2-8-37フジビル 1Ｆ,1993,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田中 眞理代,
2024-08-01,株式会社池田通信機,専門店・その他小売,求人なし,,大阪府藤井寺市野中5-6-2,1988,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 池田賴雄,
2024-08-01,株式会社プティルウ,通信販売・ネット販売,求人なし,,大阪府泉佐野市りんくう往来南5-8,1972,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 長田 和人,
2024-08-01,唐橋卓球株式会社,専門店・その他小売,求人なし,,東京都渋谷区代々木1-13-3,1968,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 唐橋 和之,
2024-08-01,株式会社ミヤビコーポレーション,自動車ディーラー,求人なし,,東京都調布市深大寺東町8-18-1,1995,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鳥井 雅彦,
2024-08-01,有限会社三河屋,コンビニエンスストア,無,,東京都調布市上石原3-10-17,1991,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 野口 直紀,
2024-08-01,株式会社書原,専門店・その他小売,求人なし,,東京都世田谷区北烏山1-59-2,1967,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 上村 智士,
2024-08-01,大阪ケミカル工業株式会社,通信販売・ネット販売,求人なし,,奈良県生駒市東生駒3-398-242,1964,18 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 池田 昌代,
2024-08-01,有限会社佐野時計眼鏡店,専門店・その他小売,求人なし,,東京都調布市国領町2-4-1,1972,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐野 和弘,
2024-08-01,株式会社大谷賢三商店,専門店・その他小売,無,,大阪府東大阪市横小路町5-5-5,1962,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大谷 直弘,
2024-08-01,株式会社金子園,食品・GMS・ディスカウントストア,求人なし,,東京都杉並区高円寺北3-22-14,1966,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 市川 大輔,
2024-08-01,キープ株式会社,専門店・その他小売,求人なし,,大阪府東大阪市菱江4-5-10,1960,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 越野 正也,
2024-08-01,株式会社浪花あられ,通信販売・ネット販売,求人なし,,東京都足立区西新井4-38-11,1957,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 畠山 重光,
2024-08-01,株式会社フォンテック,通信販売・ネット販売,求人なし,,東京都杉並区荻窪5-22-5エクセル荻窪 1Ｆ,1971,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 河合 登,
2024-08-01,東京学校用品株式会社,専門店・その他小売,求人なし,,東京都府中市緑町3-3-1ヴェールメゾン府中 202,1972,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山﨑 誠司,
2024-08-01,株式会社クロックワークホールディングス,専門店・その他小売,求人なし,,東京都中央区築地4-1-1東劇ビル 14Ｆ,1971,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 平野 信之,
2024-08-01,株式会社ナイス,専門店・その他小売,求人なし,,東京都町田市小野路町3374-1,1988,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中島祥隆,
2024-08-01,株式会社アユミ電機,専門店・その他小売,求人なし,,東京都町田市高ヶ坂3-27-15,1981,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 皆川 哲也,
2024-08-01,有限会社小山モータース,自動車ディーラー,求人なし,,東京都町田市小山町1156,1962,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 萩原 義昭,
2024-08-01,有限会社高山自動車,自動車ディーラー,求人なし,,東京都町田市野津田町369,1988,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 髙山 雄一,
2024-08-01,有限会社細野自動車,自動車ディーラー,求人なし,,東京都町田市小山町23-1,1968,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 細野 進,
2024-08-01,株式会社ラポールコーポレーション,自動車ディーラー,求人なし,,東京都町田市鶴間8-11-36,1991,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐藤証,
2024-08-01,有限会社清和電機西荻店,専門店（家電量販店）,求人なし,,東京都杉並区松庵3-31-14,1973,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 北原 良幸,
2024-08-01,有限会社タータン,専門店・その他小売,求人なし,,東京都杉並区荻窪1-58-14,1989,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田中 稔實智,
2024-08-01,ナサ流通企画株式会社,専門店・その他小売,求人なし,,大阪府東大阪市稲田三島町1-20,1988,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 長尾 弥,
2024-08-01,菅波楽器株式会社,専門店・その他小売,求人なし,,東京都町田市中町1-16-2,1951,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 菅波 康郎,
2024-08-01,株式会社マツヤマ,専門店・その他小売,求人なし,,東京都町田市原町田6-21-23,1949,18 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 東條 実,
2024-08-01,株式会社家具の大正堂,ホームセンター,無,■家具・インテリアなどの販売、住宅の新・増改築、室内装飾のデザイン施工ほか■家具販売店「ルームズ大正堂」の店舗展開 2024年1月doda掲載求人より引用,神奈川県相模原市南区上鶴間本町9-50-45,1970,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 渋谷 金隆,
2024-08-01,株式会社久美堂,専門店・その他小売,求人なし,,東京都町田市原町田6-11-10久美堂ビル,1951,24 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 井之上 賢一,
2024-08-01,株式会社宝永堂,専門店（アパレル・アクセサリー）,求人なし,,東京都町田市原町田6-1-17,1946,17 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 三橋 信介,
2024-08-01,株式会社小阪楽器店,専門店・その他小売,求人なし,,大阪府東大阪市長堂1-18-22,1962,48 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 南 千里,
2024-08-01,株式会社ビッグヨーサン,食品・GMS・ディスカウントストア,求人なし,,東京都町田市成瀬が丘2-25-5,1981,37 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 本多 みどり,
2024-08-01,株式会社ベビーランド・タマベビー,専門店・その他小売,求人なし,,東京都町田市根岸1-12-12,1981,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 野口 義廣,
2024-08-01,株式会社ワン・バイ・ワン,専門店・その他小売,求人なし,,大阪府東大阪市今米2-1-39,1998,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 幸島 邦晴,
2024-08-01,株式会社ヨコハマ・モーターセールス,自動車ディーラー,求人なし,,福島県石川郡石川町字大橋2-16,1978,195 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 永野 文義,
2024-08-01,株式会社七洋商会,自動車ディーラー,求人なし,,東京都小金井市桜町2-1-2,1978,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 橋田 数彦,
2024-08-01,株式会社ときわスポーツ,専門店・その他小売,求人なし,,東京都小金井市本町2-5-5,1971,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大内 文雄,
2024-08-01,株式会社梶原,専門店・その他小売,求人なし,,東京都小金井市本町2-19-30,1973,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 梶原 泰之,
2024-08-01,有限会社ジュピター,専門店・その他小売,求人なし,,東京都小金井市本町3-8-3メゾンドール佐藤 105,1989,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 阿部 豊,
2024-08-01,有限会社鈴木モータース,自動車ディーラー,求人なし,,東京都小金井市中町3-4-4,1955,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴木 一美,
2024-08-01,株式会社ワークス,専門店・その他小売,求人なし,,大阪府東大阪市島之内1-7-8,1998,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 谷口 満,
2024-08-01,宮田商事株式会社,専門店・その他小売,求人なし,,東京都豊島区南池袋1-26-9ＭＹＴⅡビル,1962,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宮田 知典,
2024-08-01,キワ株式会社,食品・GMS・ディスカウントストア,求人なし,,東京都豊島区駒込6-26-16ＦＧＳビル2Ｆ,1971,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小山内 佳章,
2024-08-01,北東製粉株式会社,通信販売・ネット販売,求人なし,,東京都豊島区南池袋1-15-25,1925,88 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 重田 耕治,
2024-08-01,株式会社寺子屋,通信販売・ネット販売,求人なし,,東京都小金井市前原町3-33-32,1967,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 間 光男,
2024-08-01,株式会社丸昌,専門店・その他小売,求人なし,,東京都豊島区池袋2-39-2,1967,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 高須 稔,
2024-08-01,株式会社アンジェロ・ジャパン,専門店（アパレル・アクセサリー）,求人なし,,大阪府東大阪市高井田本通7-3-18アンジェロビル,1970,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 谷野 豪,
2024-08-01,株式会社お茶の井上園,専門店・その他小売,求人なし,,東京都小金井市東町4-6-3ヴェルデ武蔵野 1Ｆ,1969,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 井上 孝一,
2024-08-01,株式会社オートレギュレーション,自動車ディーラー,求人なし,,東京都小平市鈴木町2-846-27,1991,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 濵川 知人,
2024-08-01,株式会社木内書店,専門店・その他小売,求人なし,,東京都小平市学園東町3-6-36,1987,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 木内 秀夫,
2024-08-01,武蔵野自動車株式会社,自動車ディーラー,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 お車の購入から車検・点検・修理・鈑金・保険・廃車まで皆さまのカーライフをトータルでサポートしております。当店は格安店ではございませんが、お客様のカーライフの安心・安全をモットーにリーズナブルな価格に笑顔と愛情を添えてご提供しております。 2023年4月doda掲載求人より引用,東京都小平市御幸町3-4,1962,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 早川 征一郎,
2024-08-01,株式会社魚タカ,食品・GMS・ディスカウントストア,無,,東京都小平市仲町630-10,1989,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 印南 利治,
2024-08-01,株式会社エンゼル商事,専門店（アパレル・アクセサリー）,求人なし,,東京都豊島区駒込1-14-7パークサイド木下 1Ｆ,1970,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山口 眞知子,
2024-08-01,合資会社加藤商店,専門店・その他小売,求人なし,,東京都小平市小川西町4-14-21,1952,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表社員 加藤 宏康,
2024-08-01,ビッグモーカル株式会社,通信販売・ネット販売,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ◎成人向けビデオソフト (DVD、Blu-ray Disc、映像配信）の企画・製作・販売 ◎通信・放送衛星（CS・BS）など宇宙波及びCATVを含む映像ソフトの企画・制作 2023年6月doda掲載求人より引用,東京都豊島区巣鴨2-9-5若杉ビル5Ｆ,1987,22 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 手塚 直美,
2024-08-01,株式会社ロイ電器,専門店・その他小売,求人なし,,東京都小平市上水南町2-14-12ロイビル国分寺 2Ｆ,1978,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 西岡 良尋,
