更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,飯島商事株式会社,自動車ディーラー,求人なし,長崎県長崎市金屋町4-19,1970,代表取締役 飯島 康夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,長崎トヨペット株式会社,自動車ディーラー,求人なし,長崎県長崎市出島町12-13,1951,代表取締役 馬場 政隆,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社明治屋商店,小売業界,求人なし,長崎県長崎市小江町2734-23,1951,代表取締役 田川 俊幸,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ヒョウドウプロダクツ,専門店・その他小売,求人なし,静岡県浜松市中央区市野町2732,1988,代表取締役 兵頭 昭則,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社大進本店,専門店・その他小売,無,広島県広島市中区鉄砲町2-15バルミープラザ八丁堀,1967,代表取締役 山本 茂樹,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,■進物の大進 進物・記念品の総合商社・贈り物・冠婚葬祭ギフト・記念品の専門店「進物の大進」を運営（18店舗）・自社ホームページやECサイトの運営・オリジナルギフト商品の開発・ギフト商品の仕入れ・法人向けイベントのプロデュースや販促物の企画■その他事業・写真館・生花販売・結婚式場案内・結婚式場経営・結婚相談（結婚情報サービス）・幼児教育・生命保険代理店業務 2023年12月doda掲載求人より引用,
2024-08-01,株式会社ダイヤカンパニーライフ,専門店（アパレル・アクセサリー）,求人なし,広島県広島市中区紙屋町1-5-10紙屋町クラタビル 2Ｆ,1961,代表取締役 戸田 大心,17 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社松美屋,専門店・その他小売,求人なし,埼玉県所沢市中新井1-850-7,1980,代表取締役 松本 保,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社新樹苑,小売業界,求人なし,長崎県長崎市浜町9-7,1951,代表取締役 久保山 ゆかり,11 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ニユー,専門店（アパレル・アクセサリー）,求人なし,広島県広島市中区本通9-23,1951,代表取締役 桑本 仁子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社川島モータース,小売業界,求人なし,静岡県浜松市中央区城北1-10-8,1982,代表取締役 川嶋 登志久,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社キムラオートサービス,自動車ディーラー,求人なし,静岡県浜松市中央区西丘町935-3,1989,取締役 木村 亨二,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ニッポンレンタカー中国株式会社,専門店・その他小売,無,広島県広島市中区千田町3-1-10コーポ千田 2Ｆ,1969,代表取締役 大島 弘明,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■レンタカー事業（ビジネス・レジャー）■カーリース事業 2023年8月doda掲載求人より引用,
2024-08-01,株式会社協和モータース,自動車ディーラー,求人なし,静岡県浜松市中央区中田町272-2,1950,代表取締役 百合山 満広,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社さがみ園,食品・GMS・ディスカウントストア,求人なし,静岡県浜松市中央区若林町335,1990,代表取締役 菊地原 敦史,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ガレリア・レイノ株式会社,専門店・その他小売,求人なし,広島県広島市中区上幟町11-46エクセレント上幟 1Ｆ,1948,代表取締役 富田 昭生,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社昭和高丘,自動車ディーラー,求人なし,静岡県浜松市中央区助信町8-30,1980,代表取締役 佐藤 辰美,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社華美,専門店・その他小売,求人なし,広島県広島市西区南観音3-12-10,1970,代表取締役 木下 睦夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社福屋,百貨店,求人なし,広島県広島市中区胡町6-26,1929,代表取締役 大下 洋嗣,460 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社平和サービス．ステーシヨン,専門店・その他小売,求人なし,広島県広島市中区舟入町1-20,1961,代表取締役 田村 秀樹,35 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社マルエス原田,専門店（アパレル・アクセサリー）,求人なし,広島県広島市中区本通7-28,1957,代表取締役 原田 亮二,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ミナミモータース,自動車ディーラー,求人なし,長崎県長崎市草住町274,1968,代表取締役 伊東 祐二郎,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,トヨタカローラ長崎株式会社,自動車ディーラー,求人なし,長崎県長崎市稲佐町2-10,1964,代表取締役 藤岡 良規,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日東自動車株式会社,自動車ディーラー,求人なし,静岡県浜松市中央区助信町32-28,1966,代表取締役 白尾 圭司,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社浜松文明堂,食品・GMS・ディスカウントストア,求人なし,静岡県浜松市中央区子安町1401,1966,代表取締役 中川晃太朗,14 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ミドリ安全浜松株式会社,専門店・その他小売,求人なし,静岡県浜松市中央区神田町404-3,1986,代表取締役 多々良 仁志,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社齋藤土木建材,専門店・その他小売,求人なし,埼玉県飯能市大字芦苅場790-3,1983,代表取締役 齊藤 正樹,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社三村松,専門店・その他小売,求人なし,広島県広島市中区堀川町2-16,1958,代表取締役 三村 和雄,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,理研産業株式会社,専門店・その他小売,求人なし,広島県広島市中区大手町4-6-27,1952,代表取締役 久保田 勝彦,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社和光,専門店・その他小売,求人なし,広島県広島市中区本通5-10,1958,代表取締役 田中宣永,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社遠州自販,自動車ディーラー,求人なし,静岡県浜松市中央区流通元町16-2,1995,代表取締役 山崎 健一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社オグショー,自動車ディーラー,求人なし,静岡県浜松市中央区下石田町1841-1,1998,代表取締役 小栗 伸幸,21 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,エヌ・アイ・ネットワーク株式会社,専門店・その他小売,求人なし,静岡県浜松市中央区有玉台1-19-32,1999,代表取締役 杉浦 正明,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社国際ランドリー,専門店・その他小売,求人なし,長崎県長崎市鳴見町28-11,1974,代表取締役 坂口 幸一郎,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社ユー・トラック第一,自動車ディーラー,求人なし,静岡県浜松市中央区豊西町160,1999,代表取締役 岩本 泰宏,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ワイツー,通信販売・ネット販売,求人なし,静岡県浜松市中央区初生町103-9,1999,代表取締役 井口 晴義,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,埼玉北部ヤクルト販売株式会社,専門店・その他小売,求人なし,埼玉県本庄市東台4-8-4,1971,代表取締役 齋藤 清一,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社こしん,食品・GMS・ディスカウントストア,求人なし,北海道枝幸郡枝幸町新栄町640,1959,代表取締役 馬酔木 美奈子,23 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社とぴあサービス,食品・GMS・ディスカウントストア,求人なし,静岡県浜松市中央区有玉南町1975ＪＡとぴあ浜松 1Ｆ,1980,代表取締役 渥美 保広,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
