更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,株式会社レガロ,専門店（アパレル・アクセサリー）,求人なし,東京都目黒区東山1-8-6サンロイヤル東山 101,1993,代表取締役 樋口 浄,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社イン・ディス・ライフ,専門店（アパレル・アクセサリー）,求人なし,東京都目黒区上目黒1-26-9中目黒オークラビル 3Ｆ,1994,代表取締役 中山 朋也,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社インディバ・ジャパン,専門店・その他小売,求人なし,東京都目黒区碑文谷5-15-1Ｂ1Ｆ、1Ｆ,1995,代表取締役 山口 祐司,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社荻山商会,専門店・その他小売,求人なし,東京都大田区山王3-29-6,1951,取締役 荻山 一成,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社信英商事,専門店・その他小売,求人なし,東京都世田谷区砧7-1-6,1995,代表取締役 石井 英行,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ロイヤルリカー株式会社,専門店・その他小売,求人なし,東京都渋谷区広尾5-25-6広尾セントラルハイツ 201,1977,代表取締役 高橋 愛朗,91 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,大和田青果株式会社,食品・GMS・ディスカウントストア,求人なし,東京都渋谷区桜丘町1-2,1957,代表取締役 杉浦 賢吉,36 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社二十一世紀,専門店・その他小売,求人なし,東京都渋谷区笹塚1-21-17,1978,代表取締役 岩﨑 哲也,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ジュリア,専門店・その他小売,求人なし,東京都渋谷区神宮前1-19-8原宿ファミリービル銀座一ビル 501,1980,代表取締役 宮腰 雅彦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社イトマサ,専門店・その他小売,求人なし,東京都渋谷区東2-21-3イトマサビル 4Ｆ,1962,代表取締役 谷 憲治,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社三ツ矢,専門店・その他小売,求人なし,東京都渋谷区渋谷2-9-11丸三青山ビル 5Ｆ,1992,代表取締役 酒巻 修平,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エリート,専門店・その他小売,求人なし,東京都渋谷区神宮前1-13-11大西ビル 3Ｆ,1963,代表取締役 小泉 伸一,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ビューテックス,専門店・その他小売,無,東京都渋谷区代々木1-15-7キャッスル代々木 101,1999,代表取締役 岩本 敏郎,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,マクニール株式会社,通信販売・ネット販売,無,東京都渋谷区代官山町1-8,1998,代表取締役 濵中三朗,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社Ｊａｃｋ,専門店（アパレル・アクセサリー）,求人なし,東京都中野区新井2-31-19ドムス窪寺 101,1964,代表取締役 岩波 秀一郎,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ベルベ,専門店・その他小売,求人なし,東京都中野区新井2-10-11ヤシマ1804ビル 5Ｆ,1985,代表取締役 鈴木 幸之助,70 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社井塚,専門店・その他小売,求人なし,東京都中野区新井5-6-2井塚マンション 1Ｆ,1951,代表取締役 井塚 晴久,19 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ミスズ,専門店・その他小売,求人なし,東京都杉並区西荻南2-17-8ミスズビル 1Ｆ,1978,代表取締役 半田 晴久,90 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社デンカランド,専門店（家電量販店）,求人なし,東京都杉並区高円寺北3-33-17ピュアマンション 101,1977,代表取締役 野崎 一郎,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社郵趣サービス社,通信販売・ネット販売,無,東京都杉並区上高井戸3-1-9,1971,代表取締役 本山 芳尚,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,岩通ネットワークソリューション株式会社,専門店・その他小売,無,東京都杉並区久我山1-7-41,1973,代表取締役 小野口 匡史,94 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社東京即売,専門店・その他小売,求人なし,東京都豊島区東池袋3-7-6,1953,代表取締役 臼田 隆弘,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
