更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,平均年齢,従業員数,企業URL,資本金,事業内容,上場市場名
2024-08-01,中和エフ・エル株式会社,その他,求人なし,北海道札幌市中央区南四条西9-1008中和石油（株）本社 2Ｆ,1987,代表取締役 杉澤 謙次郎,,,,10 百万円,,
2024-08-01,東京土地建物株式会社,その他,求人なし,群馬県前橋市三俣町3-31-15,1990,代表取締役 福元 一成,,,,3 百万円,,
2024-08-01,株式会社長野イズミ,その他,求人なし,長野県長野市真島町川合1511-1,1998,代表取締役 原山 和也,,,,10 百万円,,
2024-08-01,株式会社ダイツウ,その他,求人なし,北海道札幌市中央区北五条西19-26ハイム浅野 1Ｆ,1987,代表取締役 中山 純一,,,,10 百万円,,
2024-08-01,株式会社麻生島工務店,その他,求人なし,福岡県北九州市小倉北区原町1-8-1,1968,代表取締役 麻生嶋 繁,,,,20 百万円,,
2024-08-01,株式会社サンテック,その他,求人なし,長野県長野市大字鶴賀南千歳町862-5臼井ビル 3Ｆ,1999,代表取締役 北澤 智賢,,,,10 百万円,,
2024-08-01,安全基材株式会社,その他,求人なし,群馬県高崎市剣崎町94-5,1962,代表取締役 川浦 誠,,,,30 百万円,,
2024-08-01,株式会社ソフトフロントホールディングス,その他,無,東京都千代田区九段南1-4-5泉九段ビル 6Ｆ,1997,代表取締役社長 二通 宏久,,,,10 百万円,,グロース
2024-08-01,道央情報サービス協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区南三条東4-3-6,1992,代表理事 小野 徹,,,,20 百万円,,
2024-08-01,株式会社群馬管材センター,その他,求人なし,群馬県高崎市飯塚町483,1961,代表取締役 新井 一朝,,,,10 百万円,,
2024-08-01,社会福祉法人河西福祉会,特殊法人・財団法人・その他団体・連合会,求人なし,和歌山県和歌山市松江東1-7-25,1992,理事長 松尾 直章,,,,"1,396 百万円",,
2024-08-01,糸井商事株式会社,その他,求人なし,群馬県高崎市上大類町399,1955,代表取締役 糸井 丈之,,,,96 百万円,,
2024-08-01,株式会社アンクル,その他,求人なし,北海道札幌市中央区南十一条西17-2-34パワーハウス 3Ｆ,1986,代表取締役 大塚 信一,,,,10 百万円,,
2024-08-01,公益財団法人北野美術館,特殊法人・財団法人・その他団体・連合会,求人なし,長野県長野市若穂綿内7963-2,1967,代表理事 北野 貴裕,,,,,,
2024-08-01,一般社団法人長野県建設業協会,その他,求人なし,長野県長野市大字南長野南石堂町1230-6長建ビル内,1953,会長 木下 修,,,,,,
2024-08-01,株式会社クリーンオート,その他,求人なし,群馬県高崎市大八木町3000-13,1964,代表取締役 宮前 明弘,,,,48 百万円,,
2024-08-01,公益財団法人わかやま産業振興財団,特殊法人・財団法人・その他団体・連合会,求人なし,和歌山県和歌山市本町2-1フォルテ・ワジマ 6Ｆ,1991,代表理事 島 正博,,,,,,
2024-08-01,公益財団法人和歌山県農業公社,特殊法人・財団法人・その他団体・連合会,求人なし,和歌山県和歌山市茶屋ノ丁2-1和歌山県自治会館 6Ｆ,1989,代表理事 下 宏,,,,,,
2024-08-01,公益財団法人和歌山市文化スポーツ振興財団,特殊法人・財団法人・その他団体・連合会,求人なし,和歌山県和歌山市西汀丁36和歌山商工会議所,1971,代表理事 辻 正義,,,,,,
2024-08-01,豊津観光開発株式会社,その他,求人なし,福岡県京都郡みやこ町光冨95-1,1972,代表取締役 天野 啓子,,,,88 百万円,,
2024-08-01,株式会社大一物流,その他,求人なし,長野県長野市川中島町今里1588,1995,代表取締役 小山 忠房,,,,16 百万円,,
2024-08-01,有限会社矢野綜合食品,その他,求人なし,福岡県北九州市小倉北区下富野4-1-4,1970,代表取締役 矢野 隆一,,,,6 百万円,,
2024-08-01,岡部産業株式会社,その他,求人なし,福岡県北九州市小倉北区片野5-3-10第10岡部ビル 2Ｆ,1966,代表取締役 岡部 安三,,,,90 百万円,,
2024-08-01,株式会社小林材木店,その他,求人なし,群馬県高崎市上佐野町657-1,1946,代表取締役 小林 貞信,,,,13 百万円,,
2024-08-01,明石石油株式会社,その他,求人なし,福岡県北九州市小倉北区井堀1-18-25,1971,代表取締役 明石 潤馬,,,,10 百万円,,
2024-08-01,上州貨物自動車株式会社,その他,求人なし,群馬県高崎市大八木町573,1954,代表取締役 狩野 昭一,,,,10 百万円,,
2024-08-01,株式会社関口フレーム,その他,求人なし,群馬県高崎市倉賀野町2642,1955,代表取締役 小林 文一,,,,20 百万円,,
2024-08-01,一般財団法人西日本産業衛生会,特殊法人・財団法人・その他団体・連合会,求人なし,福岡県北九州市小倉北区室町3-1-2,1970,代表理事 野田 誠吾,,,,,,
2024-08-01,長野森林組合,特殊法人・財団法人・その他団体・連合会,求人なし,長野県長野市大字稲葉字上千田沖134-2,2001,代表理事 村石 正郎,,,,336 百万円,,
2024-08-01,高崎弁当株式会社,その他,求人なし,群馬県高崎市倉賀野町41,1963,代表取締役 末村 歓也,,,,10 百万円,,
2024-08-01,大伸化学工業株式会社,その他,求人なし,和歌山県海南市且来263,1977,代表取締役 笠野 禎則,,,,10 百万円,,
2024-08-01,高崎倉庫株式会社,その他,求人なし,群馬県高崎市下佐野町71,1897,代表取締役 宮澤 伸,,,,50 百万円,,
2024-08-01,株式会社オザワ,その他,求人なし,長野県松本市美須々7-8,1985,代表取締役 小澤 弘幸,,,,20 百万円,,
2024-08-01,セントラルフーズ株式会社,その他,求人なし,長野県安曇野市豊科高家2287-23,1989,代表取締役 塩沢 敬,,,,10 百万円,,
2024-08-01,ネットアストーヨー住器株式会社,その他,求人なし,長野県松本市大字島立3051-7,1966,代表取締役 祢津 正喜,,,,10 百万円,,
2024-08-01,綜合部品株式会社,その他,求人なし,福岡県北九州市小倉北区西港町89-15,1967,代表取締役 石飛 勝信,,,,38 百万円,,
2024-08-01,株式会社都心ビル,その他,求人なし,北海道札幌市中央区大通西2-5,1973,代表取締役 笹岡 正之,,,,10 百万円,,
2024-08-01,株式会社保坂商店,その他,求人なし,群馬県高崎市問屋町3-9-9,1956,代表取締役 保坂 正孝,,,,10 百万円,,
2024-08-01,大洋装備株式会社,その他,求人なし,福岡県北九州市小倉北区西港町72-3,1978,代表取締役 瀧上 里恵,,,,15 百万円,,
2024-08-01,ミヤケ工業株式会社,その他,求人なし,群馬県高崎市下豊岡町1267,1969,代表取締役 湯浅 均,,,,20 百万円,,
2024-08-01,丸山電業株式会社,その他,求人なし,長野県松本市梓川倭3708-1,1989,代表取締役 丸山 隆子,,,,30 百万円,,
2024-08-01,株式会社損害保険サービス,その他,求人なし,長野県松本市蟻ケ崎4-4-16,1980,代表取締役 中谷 恒行,,,,20 百万円,,
2024-08-01,事業協同組合札都個人タクシー協会,その他,求人なし,北海道札幌市中央区南二十八条西13-1-7,1967,代表理事 石川 信男,,,,2 百万円,,
2024-08-01,昭和プラント株式会社,その他,求人なし,福岡県北九州市小倉北区菜園場1-11-15,1980,代表取締役 長水 鉄彦,,,,20 百万円,,
2024-08-01,株式会社興洋商会,その他,求人なし,福岡県北九州市小倉北区原町2-2-14,1989,代表取締役 丸林 茂樹,,,,10 百万円,,
2024-08-01,札幌市管工事業協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区北二条東8-86-10,1973,代表理事 佐藤 安幸,,,,52 百万円,,
2024-08-01,ムラカタ流通株式会社,その他,求人なし,福岡県北九州市小倉北区西港町94-9,1983,代表取締役 村方 浩司,,,,20 百万円,,
2024-08-01,株式会社ヨシケイ信州,その他,求人なし,長野県松本市大字神林6021-1,1983,代表取締役 百瀬 修太郎,,,,10 百万円,,
2024-08-01,株式会社ホームエネルギー九州,その他,求人なし,福岡県糟屋郡志免町別府東3-1-7,1978,代表取締役 堤 昌敏,,,,30 百万円,,
2024-08-01,有限会社たか電設,その他,求人なし,和歌山県海南市大野中966,1991,代表取締役 橋本隆典,,,,3 百万円,,
2024-08-01,三鵬商事株式会社,その他,求人なし,北海道札幌市中央区南一条西5-5,1972,代表取締役 芝崎 良雄,,,,30 百万円,,
2024-08-01,丸晋実業株式会社,その他,求人なし,福岡県北九州市小倉北区米町1-3-1明治安田生命北九州ビル 2Ｆ,1981,代表取締役社長 小野 則夫,,,,30 百万円,,
2024-08-01,有限会社なにわ,その他,求人なし,福岡県北九州市小倉北区赤坂5-4-61,1969,取締役 竹森 広樹,,,,10 百万円,,
2024-08-01,株式会社竹中組,その他,求人なし,群馬県高崎市八千代町2-1-6,1961,代表取締役 竹中 隆,,,,30 百万円,,
2024-08-01,株式会社ルネ,その他,無,東京都渋谷区渋谷2-11-89Ｆ,1979,代表取締役 飯野 城,,,,30 百万円,■ブランド商品の企画、製造、販売婦人服、小物（バッグ、アクセサリー、靴他）の企画、製造、販売（小売・卸売・ECサイト）を一貫して行う総合アパレルメーカーです。銀座本店を旗艦店として、全国主要都市（東京・名古屋・京都・大阪・広島・福岡・札幌）の大手百貨店を中心に店舗を展開。海外への卸売、ECサイト（オンラインショップ）も手掛けています。 2023年12月doda掲載求人より引用,
2024-08-01,淡島工業株式会社,その他,求人なし,群馬県高崎市三ツ寺町696,1960,代表取締役 淡島 信二,,,,10 百万円,,
2024-08-01,株式会社ヨシカネ,その他,求人なし,福岡県北九州市小倉北区大門1-4-1,1979,代表取締役 林 義謙,,,,10 百万円,,
2024-08-01,有限会社古恵良質店,その他,求人なし,福岡県北九州市小倉北区宇佐町1-12-5,1969,代表取締役 古惠良 隆,,,,10 百万円,,
2024-08-01,株式会社双葉屋,その他,求人なし,北海道札幌市中央区北十二条西20-2-2,1960,,,,,20 百万円,,
2024-08-01,トヨタエルアンドエフ群馬株式会社,その他,求人なし,群馬県高崎市緑町3-1-9,1969,代表取締役 横田 衛,,,,10 百万円,,
2024-08-01,株式会社三京広告社,その他,求人なし,福岡県北九州市小倉北区熊谷3-13-8,1964,代表取締役 縄田 剛之,,,,10 百万円,,
2024-08-01,大谷電気株式会社,その他,求人なし,和歌山県橋本市城山台2-11-8,1981,代表取締役 西 隆好,,,,10 百万円,,
2024-08-01,株式会社木暮産業,その他,求人なし,群馬県高崎市若田町146-1,1977,,,,,13 百万円,,
2024-08-01,上武印刷株式会社,その他,求人なし,群馬県高崎市島野町890-25,1969,代表取締役 横堀 孝,,,,10 百万円,,
2024-08-01,医療法人社団日高会,その他,求人なし,群馬県高崎市中尾町886,1978,理事長 安藤 義孝,,,,"1,437 百万円",,
2024-08-01,有限会社エムエー電機,その他,求人なし,長野県松本市大字和田3852-2,1997,取締役 小林 武宏,,,,9 百万円,,
2024-08-01,株式会社環境システム,その他,求人なし,福岡県北九州市小倉北区東港1-6-1,1978,代表取締役 平原 勝行,,,,20 百万円,,
2024-08-01,関工業株式会社,その他,求人なし,群馬県高崎市倉賀野町2453-17,1970,代表取締役 関 芳邦,,,,12 百万円,,
2024-08-01,株式会社公世社花平,その他,求人なし,和歌山県橋本市市脇4-8-10,1985,代表取締役 平野 聖太郎,,,,20 百万円,,
2024-08-01,株式会社ヨシカワ,その他,求人なし,群馬県高崎市中大類町465-1,1970,代表取締役 吉川 美帆,,,,12 百万円,,
2024-08-01,太陽建設株式会社,その他,求人なし,福岡県北九州市小倉北区下富野4-20-15,1976,代表取締役 松井 祐也,,,,20 百万円,,
2024-08-01,北海道千代田株式会社,その他,求人なし,北海道札幌市中央区北四条西4-1伊藤・加藤ビルディング伊藤ビルディング 7Ｆ,1982,代表取締役 池上 啓八,,,,20 百万円,,
2024-08-01,オズ株式会社,その他,求人なし,和歌山県有田市新堂386,1918,代表取締役 上山 治,,,,20 百万円,,
2024-08-01,株式会社丸高高瀬商店,その他,求人なし,北海道札幌市中央区南五条西4-2-2,1955,代表取締役 高瀬 一嘉,,,,10 百万円,,
2024-08-01,有限会社タカノ三和,その他,求人なし,群馬県高崎市島野町1018-3,1984,代表取締役 髙野 雅樹,,,,10 百万円,,
2024-08-01,株式会社オートクリニック,その他,求人なし,群馬県高崎市矢中町49-10,1977,代表取締役 深澤 聡明,,,,10 百万円,,
2024-08-01,有限会社タカハシ電設,その他,求人なし,長野県松本市大字笹賀3553-1,1991,代表取締役 髙橋 昭彦,,,,3 百万円,,
2024-08-01,株式会社三和製作所,その他,求人なし,群馬県高崎市下滝町433,1981,代表取締役 市川 富造,,,,20 百万円,,
2024-08-01,株式会社太陽電気,その他,求人なし,群馬県高崎市下豊岡町519-2,1963,代表取締役 富沢 和弘,,,,10 百万円,,
2024-08-01,モノエクリーニング有限会社,その他,求人なし,北海道札幌市中央区北一条西23-2-28,1958,代表取締役 物江 新太郎,,,,5 百万円,,
2024-08-01,株式会社南舗道,その他,求人なし,群馬県高崎市筑縄町69-18,1978,代表取締役 荻原 陽一郎,,,,10 百万円,,
2024-08-01,株式会社ダイコウ技建,その他,求人なし,福岡県北九州市小倉北区原町2-15-24,1986,代表取締役 光山 永寿,,,,40 百万円,,
2024-08-01,株式会社ふみこ農園,その他,求人なし,和歌山県有田郡有田川町大字野田594-1,1996,代表取締役 成戸 文子,,,,10 百万円,,
2024-08-01,株式会社ラパンフーヅ,ファーストフード関連,求人なし,北海道札幌市中央区宮ケ丘2-1-1ラフアイエツト宮ケ丘 1Ｆ,1984,代表取締役 今 智行,,,,20 百万円,,
2024-08-01,株式会社ミニボックス,その他,求人なし,群馬県高崎市島野町988-1,1980,代表取締役 松本 秀樹,,,,10 百万円,,
2024-08-01,有限会社ル・モード,その他,求人なし,福岡県北九州市小倉北区上到津4-3-10,1991,代表取締役 冨安 育夫,,,,3 百万円,,
2024-08-01,大和建設株式会社,その他,求人なし,群馬県高崎市寺尾町1777,1973,代表取締役 萩原 正弘,,,,20 百万円,,
2024-08-01,株式会社エクスバーム,その他,求人なし,福岡県北九州市小倉北区船場町12-3紫江’ＳＩＩ 2Ｆ,1985,代表取締役 大野 憲治,,,,10 百万円,,
2024-08-01,株式会社親熱電工,その他,求人なし,北海道札幌市北区麻生町3-10-1キタコー麻生ビル2Ｆ,1991,代表取締役 若木 正,,,,10 百万円,,
2024-08-01,株式会社開青通商,その他,求人なし,群馬県高崎市倉賀野町5565-3,1963,代表取締役 北形 慶昭,,,,10 百万円,,
2024-08-01,ベストカー有限会社,その他,求人なし,福岡県北九州市小倉北区馬借3-7-27,1976,代表取締役 牧山 春徳,,,,5 百万円,,
2024-08-01,紀伊商事株式会社,その他,求人なし,和歌山県御坊市名屋町3-9-6,1940,代表取締役 田端 静代,,,,10 百万円,,
2024-08-01,小倉武田産業株式会社,その他,求人なし,福岡県北九州市小倉北区井堀4-3-11,1975,代表取締役 渡邉 康弘,,,,10 百万円,,
2024-08-01,株式会社旭商会,その他,求人なし,和歌山県御坊市名屋町3-6-11,1965,代表取締役 森本 弘之,,,,10 百万円,,
2024-08-01,学校法人愛和学園,その他,無,福岡県福岡市博多区博多駅前2-13-23,1967,理事長 阿部 浩二,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■愛和外語学院外国人向け日本語学校■国際アニメーション専門学校（1）アニメーション総合科（2）ＣＧ科■愛和システムエンジニア専門学校（1）ＩＴエンジニア学科■グローバルクリエイター専門学校（1）グローバルクリエーター科■九州ビジネス専門学校（1）ＩＴ科（2）総合日本語科 2022年10月doda掲載求人より引用,
2024-08-01,株式会社内外美装,その他,求人なし,福岡県北九州市小倉北区青葉2-1-15,1977,代表取締役 河村隆一,,,,20 百万円,,
2024-08-01,研榮工業株式会社,その他,求人なし,群馬県高崎市上豊岡町569-13,1979,代表取締役 宮澤 一喜,,,,20 百万円,,
2024-08-01,群馬上島珈琲株式会社,その他,求人なし,群馬県高崎市問屋町西2-4-12,1989,代表取締役 橋本 茂樹,,,,50 百万円,,
2024-08-01,有限会社角田油業,その他,求人なし,福岡県北九州市小倉北区西港町72-17,1988,代表取締役 中村 光,,,,5 百万円,,
2024-08-01,株式会社トンフー,その他,求人なし,北海道札幌市中央区南四条西14-1-32札幌パームビル 2Ｆ,1995,代表取締役 森蔭 則仁,,,,20 百万円,,
2024-08-01,株式会社木下写場,その他,無,福岡県北九州市小倉北区熊本1-4-6,1992,代表取締役 木下 雅文,,,,20 百万円,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 各種記念写真、婚礼写真の撮影・制作・記念写真に付随する衣装、美容業務、ブライダル関連グッズの販売/レストラン等の飲食業、婚礼プロデュース業 2022年11月doda掲載求人より引用,
2024-08-01,学校法人未来学舎,その他,求人なし,長野県松本市渚2-8-5,1986,理事長 青山 織人,,,,"1,507 百万円",,
2024-08-01,株式会社丸珠物産,その他,求人なし,福岡県北九州市小倉北区西港町94-9,1996,代表取締役 小林 信一,,,,50 百万円,,
2024-08-01,有限会社由比ケ浜薬局,その他,求人なし,長野県松本市大字岡田松岡181-5,1994,代表取締役 由比ケ浜 昇,,,,5 百万円,,
2024-08-01,エージーエス株式会社,その他,無,北海道札幌市中央区南六条西3-6-33ＡＧＳ6・3ビル,1998,代表取締役 原口 友一,,,,10 百万円,,
2024-08-01,高橋林業株式会社,その他,求人なし,北海道札幌市中央区北四条西5-1（財）北海道林業会館 6Ｆ,1970,代表取締役 高橋 洋康,,,,10 百万円,,
2024-08-01,株式会社朝日販売サービス,その他,求人なし,福岡県福岡市博多区博多駅前2-1-1,1975,代表取締役 木原 登,,,,10 百万円,,
2024-08-01,株式会社上武設計事務所,その他,求人なし,群馬県高崎市八千代町3-7-16,1971,代表取締役 大西 勉,,,,10 百万円,,
2024-08-01,株式会社秋富商店,その他,求人なし,和歌山県田辺市本町99,1967,代表取締役 瀬田 浩之,,,,30 百万円,,
2024-08-01,株式会社たかす,その他,求人なし,和歌山県田辺市新万25-10,1981,代表取締役 鷹巣 守,,,,10 百万円,,
2024-08-01,社会福祉法人栄法会,その他,求人なし,福岡県北九州市小倉北区三萩野2-8-23,1972,理事長 黒田 幸裕,,,,545 百万円,,
2024-08-01,有限会社北九州義肢製作所,その他,求人なし,福岡県北九州市小倉北区清水3-5-6,1966,代表取締役 福島 忠之,,,,9 百万円,,
2024-08-01,株式会社近藤会館,その他,求人なし,福岡県北九州市小倉北区船場町2-10,1969,代表取締役 近藤 京子,,,,15 百万円,,
2024-08-01,株式会社マティーニ,その他,無,群馬県高崎市倉賀野町72,1993,代表取締役 武藤 礼浩,,,,20 百万円,,
2024-08-01,長野県医療事業協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,長野県松本市梓川倭628-1,1995,代表理事 谷口 亮一,,,,90 百万円,,
2024-08-01,総合物流サービス株式会社,その他,求人なし,福岡県北九州市小倉北区西港町92-3,1989,代表取締役 髙森 正光,,,,30 百万円,,
2024-08-01,株式会社ナカタ,その他,求人なし,和歌山県田辺市下三栖1475-130,1986,代表取締役社長 中田 吉昭,,,,20 百万円,,
2024-08-01,医療法人ＭＧＲ,特殊法人・財団法人・その他団体・連合会,求人なし,福岡県北九州市小倉北区浅野1-1-1アミュプラザ小倉東館4Ｆ,1989,理事長 田辺 健一,,,,10 百万円,,
2024-08-01,株式会社中央補償コンサルタント,その他,求人なし,福岡県北九州市小倉北区木町3-3-7中央ビル 2Ｆ,1982,代表取締役 橘 智宏,,,,10 百万円,,
2024-08-01,ツカサ印刷株式会社,その他,求人なし,福岡県北九州市小倉北区霧ケ丘3-9-3,1974,代表取締役 宮 俊二,,,,10 百万円,,
2024-08-01,有限会社西日本ブレーン,その他,求人なし,福岡県北九州市小倉北区吉野町10-19パークプラザ三萩野 2Ｆ,1985,取締役 森下 りつ子,,,,5 百万円,,
2024-08-01,株式会社ニチベイエレクトロニクス,その他,求人なし,福岡県北九州市小倉北区清水4-7-3,1986,代表取締役 末武 重光,,,,10 百万円,,
2024-08-01,株式会社建工テック,その他,求人なし,群馬県高崎市緑町3-17-2,1996,代表取締役 堀越 充,,,,11 百万円,,
2024-08-01,株式会社ビックス,その他,求人なし,福岡県北九州市小倉北区井堀1-5-28,1982,代表取締役 宮沢 義勝,,,,10 百万円,,
2024-08-01,一般財団法人松本ものづくり産業支援センター,特殊法人・財団法人・その他団体・連合会,求人なし,長野県松本市大字和田4010-27,1989,代表理事 嵯峨 宏一,,,,,,
2024-08-01,株式会社光影,その他,求人なし,群馬県高崎市和田多中町11-34,1954,代表取締役 舘野 光正,,,,10 百万円,,
2024-08-01,株式会社長野第一興商,その他,求人なし,長野県松本市元町1-8-10,1981,代表取締役 山岸 栄二,,,,70 百万円,,
2024-08-01,上條鋼材株式会社,その他,求人なし,長野県松本市大字和田5511-14,1943,代表取締役 上條 隆章,,,,50 百万円,,
2024-08-01,株式会社平田屋,その他,求人なし,福岡県北九州市小倉北区白銀1-1-6,1973,代表取締役 平田 昌嗣,,,,90 百万円,,
2024-08-01,株式会社札幌コマーシヤルフオト,その他,求人なし,北海道札幌市中央区宮の森一条11-宮の森スタジオ 3Ｆ,1980,代表取締役 岸本 日出雄,,,,10 百万円,,
2024-08-01,株式会社エイ・シー・シー群馬,その他,求人なし,群馬県高崎市大八木町920-15,1992,代表取締役 金田 幸子,,,,10 百万円,,
2024-08-01,有限会社小薮,その他,無,和歌山県田辺市宝来町16-6,2001,代表取締役 小薮 憲功,,,,10 百万円,,
2024-08-01,フクダ電子長野販売株式会社,その他,求人なし,長野県長野市青木島町大塚866-1,1972,代表取締役 山田 研,,,,40 百万円,,
2024-08-01,株式会社関東特殊防水,その他,求人なし,群馬県高崎市綿貫町378-1,1992,代表取締役 石川 行人,,,,10 百万円,,
2024-08-01,ライフケア群栄株式会社,その他,求人なし,群馬県高崎市小八木町312-15ビジネスパーク小八木 102,1993,代表取締役 吉田 勝紀,,,,10 百万円,,
2024-08-01,ありがとう相続株式会社,その他,求人なし,北海道札幌市中央区北一条西13-4ＦＷＤ札幌ビル 10Ｆ,1986,代表取締役 玉木 祥夫,,,,20 百万円,,
2024-08-01,株式会社カネト小原,その他,求人なし,長野県松本市深志2-3-28カネトオハラビル,1973,代表取締役 小原 正久,,,,15 百万円,,
2024-08-01,一般社団法人札幌林材協会,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区北四条西5-1,1998,代表理事 芳賀 信裕,,,,,,
2024-08-01,株式会社ミカサ,その他,求人なし,長野県松本市高宮北4-2,1962,代表取締役 三澤 敏宏,,,,30 百万円,,
2024-08-01,株式会社シスプラ,その他,求人なし,群馬県高崎市問屋町3-10-3問屋町センター第2ビル 6Ｆ,1988,代表取締役 椛澤 均,,,,80 百万円,,
2024-08-01,有限会社清水電器,その他,求人なし,群馬県高崎市下大島町235-1,1991,代表取締役 清水 若貴,,,,10 百万円,,
2024-08-01,株式会社森田,その他,求人なし,長野県松本市埋橋2-4-3,1961,代表取締役 森田 典明,,,,32 百万円,,
2024-08-01,株式会社須澤電気商会,その他,求人なし,長野県松本市旭2-11-80,1960,代表取締役 須澤 正英,,,,20 百万円,,
2024-08-01,公益社団法人札幌東法人会,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市厚別区厚別中央二条5-4-35新札幌駅前ハイツ 806,1995,代表理事 藤井 幸一,,,,,,
2024-08-01,土田砂糖株式会社,その他,求人なし,長野県松本市市場2-16土田ビル 1Ｆ,1951,代表取締役 土田 真弓,,,,30 百万円,,
2024-08-01,有限会社ヤマダドレス,その他,求人なし,長野県松本市中央2-5-4,1955,代表取締役 山田 真人,,,,10 百万円,,
2024-08-01,株式会社徳永設備,その他,求人なし,長野県松本市大字島立2194,1962,代表取締役 徳永 真一,,,,20 百万円,,
2024-08-01,株式会社亀屋,その他,求人なし,長野県松本市大字惣社514,1955,代表取締役 原 隆,,,,15 百万円,,
2024-08-01,株式会社トビタ機材,その他,求人なし,長野県松本市筑摩1-14-32,1968,代表取締役 飛田 清一,,,,12 百万円,,
2024-08-01,ツーリストホテル株式会社,その他,求人なし,長野県松本市深志2-4-24,1968,代表取締役 縣 秀享,,,,45 百万円,,
2024-08-01,株式会社ビーコミュニケーションズ,その他,求人なし,北海道札幌市中央区北四条西6-1-3北4条ビル 5Ｆ,1999,代表取締役 渡邉 卓也,,,,10 百万円,,
2024-08-01,北九州ミートセンター株式会社,その他,求人なし,福岡県北九州市小倉北区末広2-3-7,1999,代表取締役 宮下 博文,,,,20 百万円,,
2024-08-01,熊谷製麺株式会社,その他,求人なし,長野県松本市渚4-2-10,1952,代表取締役 熊谷 宗紀,,,,10 百万円,,
2024-08-01,さくらネットワーク・システム協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区南八条西17-3-26,1984,代表理事 八谷 源吾,,,,5 百万円,,
2024-08-01,株式会社五幸,その他,求人なし,長野県松本市中央2-1-24五幸本町ビル 2Ｆ,1971,代表取締役 太田 隆治,,,,18 百万円,,
2024-08-01,有限会社ｇｒｅｅｎ,その他,求人なし,群馬県高崎市上並榎町42-8,1980,代表取締役 花木 剛,,,,3 百万円,,
2024-08-01,株式会社ユーパック,その他,求人なし,群馬県高崎市剣崎町2-3,1988,代表取締役 梅澤 剛,,,,10 百万円,,
2024-08-01,有限会社九州マグロ,その他,求人なし,福岡県北九州市小倉北区菜園場1-12-33,1999,取締役 髙井 浩,,,,3 百万円,,
2024-08-01,有限会社北九コンサルタント,その他,求人なし,熊本県熊本市中央区上通町6-4,1996,代表取締役 井上 英明,,,,3 百万円,,
2024-08-01,株式会社ＬＮＪさくらスマイル,その他,求人なし,北海道札幌市中央区大通西8-2-6ＬＮＪ札幌大通公園ビル,1994,代表取締役 丸橋 大輔,,,,10 百万円,,
2024-08-01,松本秩父生コン株式会社,その他,求人なし,長野県松本市野溝木工1-8-18,1969,代表取締役 宮下廣大,,,,20 百万円,,
2024-08-01,ヤワタ工業株式会社,その他,求人なし,群馬県高崎市若田町10-1,1984,代表取締役 境原 英子,,,,10 百万円,,
2024-08-01,丸一運送株式会社,その他,求人なし,和歌山県海南市下津町下津735,1972,代表取締役 岩井 洋人,,,,10 百万円,,
2024-08-01,株式会社環境技術センター,その他,求人なし,長野県松本市大字笹賀5652-166,1975,代表取締役 勝野 宗一,,,,20 百万円,,
2024-08-01,横田海運有限会社,その他,求人なし,和歌山県海南市下津町大崎734-4,1969,代表取締役 横田 之雄,,,,20 百万円,,
2024-08-01,前田鉄工株式会社,その他,求人なし,和歌山県海草郡紀美野町長谷957-2,1950,代表取締役 前田 富彦,,,,18 百万円,,
2024-08-01,公益財団法人札幌国際プラザ,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区北一条西3-3札幌ＭＮビル,1991,代表理事 平木 浩昭,,,,,,
2024-08-01,大洋鋳造株式会社,その他,求人なし,和歌山県海草郡紀美野町長谷983,1967,代表取締役 辻本 章男,,,,30 百万円,,
2024-08-01,日本冷食販売株式会社,その他,求人なし,長野県松本市大字笹賀5896-1,1967,代表取締役 二木 哲也,,,,45 百万円,,
2024-08-01,株式会社二光印刷,その他,求人なし,長野県松本市大字和田6532-6,1974,代表取締役 新保 次郎,,,,12 百万円,,
2024-08-01,根来鈑創株式会社,その他,求人なし,和歌山県海草郡紀美野町長谷983-3,1979,代表取締役 根来 勝代,,,,30 百万円,,
2024-08-01,株式会社ジェーピー北海,その他,求人なし,北海道札幌市中央区北二条西1-1,2000,代表取締役 北山 俊彦,,,,80 百万円,,
2024-08-01,株式会社成電半導体,その他,求人なし,群馬県高崎市上豊岡町571-9,1985,代表取締役 瀧澤 啓,,,,10 百万円,,
2024-08-01,株式会社ベルカプセル高崎,その他,求人なし,群馬県高崎市倉賀野町2462-6,1988,代表取締役 羽山 慎二,,,,30 百万円,,
2024-08-01,佐佐井株式会社,その他,求人なし,福岡県北九州市小倉南区上曽根新町2-25,1984,代表取締役 佐々井 久博,,,,10 百万円,,
2024-08-01,株式会社岩崎建材店,その他,求人なし,福岡県北九州市小倉南区湯川5-7-7シャンピアゆがわ 1Ｆ,1979,代表取締役社長 岩﨑 祐司,,,,10 百万円,,
