更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,従業員数,資本金,平均年齢,企業URL,事業内容,上場市場名
2024-08-01,田中建設工業株式会社,その他,無,東京都港区東新橋1-9-1東京汐留ビルディング 9Ｆ,1982,代表取締役社長執行役員 中尾 安志,105,297 百万円,43.7,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 建築構造物の解体工事及びそれに付随する工事の施工及び施工管理※建築構造物解体工事の施工管理事業に特化したスペシャリスト集団で、民需主体の高い元請け比率が特徴。現在は首都圏を中心として今後は京阪神のほか他のエリアでも積極的に事業を展開し、さらなる事業拡大を実現してまいります。 2022年9月doda掲載求人より引用,スタンダード
2024-08-01,株式会社アジュバンコスメジャパン,その他,求人なし,兵庫県神戸市中央区下山手通5-5-5,2021,代表取締役 田中 順子,105,10 百万円,,,,
2024-08-01,株式会社明治座,その他,求人なし,東京都中央区日本橋浜町2-31-1浜町センタービル,1950,代表取締役社長 三田 芳裕,104,100 百万円,,,,
2024-08-01,環境リサーチ株式会社,その他,無,東京都八王子市小門町104,1989,代表取締役 飯田 哲哉,104,50 百万円,,,【人と地球に優しい社会づくりに貢献】・環境調査・受託分析「見えないものを見える化する」環境課題の可視化と改善に努めます。■アスベスト総合調査（含有分析調査・劣化度調査・浮遊測定）■シックハウスの調査（室内空気測定・放散速度測定）■遮音・騒音・振動測定■作業環境測定■カビ調査■ダイオキシン調査■水・土壌分析■PCB分析■臭気調査■美術館測定 2023年11月doda掲載求人より引用,
2024-08-01,エスケイエンジニアリング株式会社,その他,無,東京都千代田区岩本町2-1-15吉安神田ビル 6Ｆ,1971,代表取締役 菅野 俊,104,300 百万円,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 石油・ガス、地熱井他の掘削 2022年8月doda掲載求人より引用,
2024-08-01,テイカＭ＆Ｍ株式会社,その他,求人なし,大阪府大阪市西淀川区大野3-7-140,1976,代表取締役 村田 太,104,10 百万円,,,,
2024-08-01,株式会社アマデウス・ジャパン,その他,求人なし,東京都中央区日本橋2-5-1日本橋高島屋三井ビルディング 16Ｆ,2004,代表取締役 ヤコブセン・カイ・ゲリット,104,360 百万円,,,,
2024-08-01,積水ハウス不動産パートナーズ株式会社,その他,求人なし,東京都渋谷区代々木2-1-1,2010,代表取締役 八束 誠,104,200 百万円,,,,
2024-08-01,株式会社アキタサトー商会,その他,求人なし,秋田県秋田市新屋鳥木町1-92,1980,代表取締役 佐藤 智也,103,20 百万円,,,,
2024-08-01,カンデン水島産業株式会社,その他,求人なし,岡山県倉敷市松江4-4-8,1981,代表取締役 長江 真治,103,10 百万円,,,,
2024-08-01,株式会社ウィングロード,その他,求人なし,東京都中央区湊2-4-1ＴＯＭＡＣビル 5Ｆ,2001,代表取締役 小口 弘明,103,50 百万円,,,,
2024-08-01,日本カタン株式会社,その他,求人なし,大阪府枚方市磯島南町13-1,2017,代表取締役 森田 洋,102,9 百万円,,,,
2024-08-01,株式会社リーガル販売,その他,求人なし,千葉県浦安市日の出2-1-8,1969,代表取締役 原 正義,101,10 百万円,,,,
2024-08-01,ニッケル．エンド．ライオンス株式会社,その他,求人なし,兵庫県神戸市中央区波止場町6-6,1946,代表取締役 服部 一郎,101,40 百万円,,,,
2024-08-01,久保孝ペイント株式会社,その他,求人なし,大阪府大阪市東淀川区西淡路3-15-27,1952,代表取締役 本田 大作,101,150 百万円,,,,
2024-08-01,株式会社徳島ジャムコ,その他,求人なし,東京都世田谷区松原3-40-7パインフィールドビル 5Ｆ,1992,代表取締役 田代 敏之,100,30 百万円,,,,
2024-08-01,むさし野紙業株式会社,その他,求人なし,埼玉県川越市大字下広谷404-1,1990,代表取締役 小林 哲也,100,30 百万円,,,,
2024-08-01,ＤＯＷＡメタルテック株式会社,その他,求人なし,東京都千代田区外神田4-14-1秋葉原ＵＤＸビル 22Ｆ,2006,代表取締役 鬼王 孝志,100,"1,000 百万円",,,,
2024-08-01,タレスＤＩＳジャパン株式会社,その他,求人なし,東京都港区赤坂2-17-7赤坂溜池タワー 8Ｆ,2003,代表取締役 アラン・コレイア,100,10 百万円,,,,
2024-08-01,明治アニマルヘルス株式会社,その他,求人なし,熊本県熊本市北区大窪1-6-1,2022,代表取締役社長 廣瀬 和彦,100,100 百万円,,,,
2024-08-01,株式会社ハイレックス関東,その他,求人なし,千葉県茂原市小林1523,1963,代表取締役 衣川 浩二,99,96 百万円,,,,
2024-08-01,エム・ビ・エル・総合サポート株式会社,その他,求人なし,香川県さぬき市津田町津田2890-1,1987,代表取締役 川口 正行,99,35 百万円,,,,
2024-08-01,エコシステムリサイクリング株式会社,その他,求人なし,埼玉県本庄市仁手1781-3,1989,代表取締役 江島 光一郎,99,300 百万円,,,,
2024-08-01,株式会社ティラドロジスティクス,その他,求人なし,愛知県知多郡東浦町大字藤江字六反田1-1,1965,代表取締役 大塚 昌彦,98,48 百万円,,,,
2024-08-01,Ｃ＆Ｃビジネスサービス株式会社,その他,求人なし,東京都中央区八重洲2-2-1東京ミッドタウン八重洲 八重洲セントラルタワー 13Ｆ,2002,代表取締役 髙橋 保時,98,100 百万円,,,,
2024-08-01,株式会社サポート２１,その他,求人なし,大阪府大阪市北区堂島2-2-2,2006,代表取締役 平井 陽一,98,23 百万円,,,,
2024-08-01,光が丘興産株式会社,その他,求人なし,東京都練馬区高松5-8-20Ｊ．ＣＩＴＹ 17Ｆ,1956,代表取締役 田川 亮,97,"1,054 百万円",,,,
2024-08-01,ハウスコム東神奈川株式会社,その他,求人なし,神奈川県横浜市西区南幸2-20-2,2022,代表取締役 篠崎 勇二,97,20 百万円,,,,
2024-08-01,名鉄タクシーホールディングス株式会社,その他,無,愛知県名古屋市中川区西日置2-3-5名鉄交通ビル 3Ｆ,1945,代表取締役 浅野 丈夫,96,100 百万円,,,■一般乗用旅客自動車運送事業（タクシー・ハイヤー）■土地建物賃貸借・管理等※名古屋鉄道株式会社の出資比率100％ 2023年12月doda掲載求人より引用,
2024-08-01,信陽機材リース販売株式会社,その他,求人なし,長野県上田市常入1-14-5,1979,代表取締役 外山 博久,95,28 百万円,,,,
2024-08-01,株式会社ジョヴィ,その他,無,大阪府大阪市浪速区難波中2-10-70パークスタワー 25Ｆ,1970,代表取締役 人見 比出樹,95,238 百万円,,,,
2024-08-01,ＭＨＣ環境ソリューションズ株式会社,その他,求人なし,東京都港区西新橋1-3-1西新橋スクエア,1989,代表取締役 安藤 淳一郎,94,130 百万円,,,,
2024-08-01,株式会社東京アールアンドデー,その他,求人なし,東京都千代田区内幸町2-2-2富国生命ビル 2Ｆ,1981,代表取締役 岡村 了太,94,250 百万円,,,,
2024-08-01,株式会社サンジェニックス,その他,求人なし,富山県南砺市梅原6317-1,1961,代表取締役 木村 準,94,27 百万円,,,,
2024-08-01,ハウスコム千葉株式会社,その他,求人なし,千葉県千葉市中央区富士見1-2-11,2022,代表取締役 塚田 敦志,94,20 百万円,,,,
2024-08-01,ＪＵＫＩプロサーブ株式会社,その他,求人なし,東京都多摩市鶴牧2-11-1ＪＵＫＩビル,1952,代表取締役 塚野 朗,93,90 百万円,,,,
2024-08-01,五洋海運株式会社,その他,求人なし,愛知県名古屋市港区入船1-7-40伊勢湾海運ビル,1949,代表取締役 伊藤 正,93,50 百万円,,,,
2024-08-01,ダイコー小和野株式会社,その他,求人なし,大阪府大阪市住之江区南港東8-1-108,1965,代表取締役 瀬戸口 洋,93,50 百万円,,,,
2024-08-01,エイジスマーチャンダイジングサービス株式会社,その他,求人なし,千葉県千葉市花見川区幕張町3-7727-1,2001,代表取締役 仁田 善郎,93,100 百万円,,,,
2024-08-01,株式会社ジオン商事,その他,無,大阪府大阪市西区靱本町1-12-4信濃橋東洋ビル,1968,代表取締役 川端 康資,92,45 百万円,,,,
2024-08-01,株式会社日音,その他,求人なし,東京都港区赤坂4-2-6住友不動産新赤坂ビル 7Ｆ,1963,代表取締役社長 海本 泰,92,50 百万円,,,,
2024-08-01,共立航空撮影株式会社,その他,求人なし,東京都三鷹市大沢5-21-13,1972,代表取締役 前田 和則,92,66 百万円,,,,
2024-08-01,オムロンフィールドエンジニアリング北海道株式会社,その他,求人なし,北海道札幌市中央区北三条西1-1サンメモリア 6Ｆ,1975,代表取締役 立石 泰輔,92,20 百万円,,,,
2024-08-01,株式会社リットーミュージック,放送・新聞・出版,求人なし,東京都千代田区神田神保町1-105神保町三井ビルディング,1978,代表取締役 松本 大輔,91,100 百万円,,,,
2024-08-01,日合工業株式会社,その他,求人なし,茨城県神栖市東和田34-1,1970,代表取締役 國分 祐介,91,50 百万円,,,,
2024-08-01,株式会社小野ダスキン,その他,求人なし,兵庫県小野市粟生町1936-55,1978,代表取締役 千種 秀,91,200 百万円,,,,
2024-08-01,北交大和タクシー株式会社,その他,求人なし,福岡県北九州市戸畑区天神1-1-24,1940,代表取締役 吉田 孝行,91,30 百万円,,,,
2024-08-01,ベルフォアジャパン株式会社,その他,無,東京都江戸川区臨海町4-3-1葛西トラックターミナルＤ棟 2Ｆ,2004,代表取締役 加藤 道久,90,20 百万円,,,◎ドイツ「BELFOR社」の日本法人（拠点数：世界28カ国）■災害早期復旧サービス（ベルフォア独自開発の洗浄剤や技術を使用）・早期復旧コンサルティング・設備・機器の復旧・工場、建屋の復旧・フリーズドライ法による文書復旧・半導体設備の無害化処置・生産設備のメンテナンスサービス 2024年4月doda掲載求人より引用,
2024-08-01,ＤＯＷＡエコシステム株式会社,その他,求人なし,東京都千代田区外神田4-14-1秋葉原ＵＤＸ 22Ｆ,2006,代表取締役 矢内 康晴,90,"1,000 百万円",,,,
2024-08-01,ＧＭＯソリューションパートナー株式会社,その他,無,東京都渋谷区桜丘町26-1セルリアンタワー 6Ｆ,2007,代表取締役 伊藤 幹高,90,100 百万円,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■Webサイト集客支援事業■Webサイト開設・集客・在庫管理・運営支援事業■不動産仲介・オークション運営事業 2022年4月doda掲載求人より引用,
2024-08-01,北九州環境プラントサービス株式会社,プラントメーカー・プラントエンジニアリング,求人なし,福岡県北九州市若松区響町1-62-24ＪＥＳＣＯ 3Ｆ,2004,代表取締役 楠 雅之,90,10 百万円,,,,
2024-08-01,新生製缶株式会社,その他,求人なし,大阪府大阪市大正区三軒家東3-10-33,2012,代表取締役 粟屋 敬,90,100 百万円,,,,
2024-08-01,グラハム株式会社,その他,無,東京都文京区後楽2-3-21住友不動産飯田橋ビル,2018,代表取締役 福島 健二,90,25 百万円,,,◆採用コンサルティング事業＃クライアントは日本全国、あらゆる業界、あらゆる規模の企業＃商材は日本にあるほぼ全ての求人サービス。中には日本で数社しか取り扱えないサービスも＃採用動画やＨＰ作成など、クライアントの長期的なブランディングを行うケースも急増中＃売ってからがスタート。顧客の採用業務そのものをサポートして、採用成功まで伴走 2024年2月doda掲載求人より引用,
2024-08-01,株式会社埼玉オークラ,その他,求人なし,埼玉県東松山市大字柏崎58,2019,代表取締役 大熊 年幸,90,100 百万円,,,,
2024-08-01,株式会社ゴールドウインロジテム,その他,求人なし,富山県小矢部市浅地135-1,1997,代表取締役 藤井 貞夫,89,50 百万円,,,,
2024-08-01,ＭＣシッピング株式会社,その他,求人なし,東京都千代田区丸の内2-6-1,1989,代表取締役 松永 啓一,89,30 百万円,,,,
2024-08-01,株式会社プレミアＩＴ＆プロセスマネジメント,その他,求人なし,秋田県にかほ市平沢字堺田84-1,2011,代表取締役 中村 干城,89,51 百万円,,,,
2024-08-01,ＴＫＣカスタマーサポートサービス株式会社,その他,求人なし,栃木県鹿沼市天神町1848-1,2017,代表取締役 飯塚 真規,89,25 百万円,,,,
2024-08-01,豊信合成株式会社,その他,求人なし,長野県上伊那郡中川村片桐6487-15,1974,代表取締役 村上和隆,88,230 百万円,,,,
2024-08-01,白洋舍北海道リネンサプライ株式会社,その他,求人なし,北海道札幌市白石区東札幌一条1-1-20,1967,代表取締役 丸谷 勝広,88,75 百万円,,,,
2024-08-01,株式会社真誠,その他,求人なし,愛知県北名古屋市片場新町29,1961,代表取締役 冨田 博之,88,100 百万円,,,,
2024-08-01,ミリオン化学株式会社,その他,無,大阪府吹田市広芝町12-41,1957,代表取締役 山本 浩孝,88,80 百万円,,,【創業95年／資本金45億円／東証プライム上場企業「日本パーカライジング」のグループ会社】■金属表面処理剤の研究開発・販売■表面処理・塗装・排水処理プラントの設計・販売■排水処理薬品の販売■清掃関連薬剤の製造・販売■熱処理加工（QPQ処理）・表面処理加工■圧延油製造■建築物清掃業 2023年9月doda掲載求人より引用,
2024-08-01,株式会社沖縄ハイシンク,その他,求人なし,沖縄県うるま市字州崎14-29沖縄ＩＴ津梁パーク企業集積施設6号棟,2015,代表取締役 王 悦,88,400 百万円,,,,
2024-08-01,株式会社エクセディ奈良,その他,求人なし,奈良県大和郡山市額田部寺町68,2015,代表取締役 石川 貴基,88,250 百万円,,,,
2024-08-01,株式会社札幌北洋リース,リース,求人なし,北海道札幌市中央区大通西3-11北洋ビル 6Ｆ,1989,代表取締役 村田 圭二,87,50 百万円,,,,
2024-08-01,株式会社ローズコーポレーション,その他,求人なし,茨城県かすみがうら市上稲吉2045-1,1987,代表取締役 松島 英樹,87,100 百万円,,,,
2024-08-01,三重県観光開発株式会社,その他,求人なし,三重県津市新町1-5-35津新町近鉄ビル 2Ｆ,1960,代表取締役 鳥居 正彦,87,100 百万円,,,,
2024-08-01,株式会社ザクア,その他,求人なし,東京都港区高輪1-3-13ＮＢＦ高輪ビル,2019,代表取締役 和田 輝,86,100 百万円,,,,
2024-08-01,大阪第一交通株式会社,その他,求人なし,大阪府堺市堺区神南辺町1-45-1,1956,代表取締役 芝辻 徹,85,10 百万円,,,,
2024-08-01,インスペック株式会社,その他,求人なし,秋田県仙北市角館町雲然荒屋敷79-1,1988,代表取締役社長 菅原 雅史,84,802 百万円,41.9,,,スタンダード
2024-08-01,ハウスコム西神奈川株式会社,その他,求人なし,神奈川県藤沢市湘南台1-2-5,2022,代表取締役 篠崎 勇二,84,20 百万円,,,,
2024-08-01,水島鋼板工業株式会社,その他,求人なし,岡山県倉敷市水島川崎通1-4,1966,代表取締役 関家 勇二,83,50 百万円,,,,
2024-08-01,シマノセールス株式会社,その他,求人なし,大阪府堺市西区築港新町1-5-15,1989,代表取締役 谷山 豊,83,277 百万円,,,,
2024-08-01,株式会社ＡＮＡ総合研究所,その他,求人なし,東京都港区東新橋1-5-2汐留シティセンター 33Ｆ,2006,代表取締役 阿部 信一,83,30 百万円,,,,
2024-08-01,鹿島トランスシティサービス株式会社,その他,求人なし,茨城県神栖市柳川4123,2004,代表取締役 齋藤 正志,83,10 百万円,,,,
2024-08-01,株式会社ラインコネクト,その他,求人なし,千葉県柏市東上町2-24アーク柏イースト 3Ｆ,2017,代表取締役 武田 雅彦,83,10 百万円,,,,
2024-08-01,株式会社テレビ岩手,その他,求人なし,岩手県盛岡市内丸2-10,1969,代表取締役 川島 千惠子（福士千惠子,82,400 百万円,,,,
2024-08-01,那須ダイワ株式会社,その他,求人なし,栃木県大田原市寒井1464-11,1980,代表取締役 小村 恭央,82,25 百万円,,,,
2024-08-01,太平洋ブリーディング株式会社,その他,求人なし,福島県双葉郡富岡町大字小良ケ浜字松葉原47,1971,代表取締役 宮﨑 徳男,82,100 百万円,,,,
2024-08-01,株式会社ワールドケミカル,その他,無,東京都台東区台東1-1-14ＡＮＴＥＸ24 3Ｆ,1971,代表取締役 森 渉,82,50 百万円,,,,
2024-08-01,会宝産業株式会社,その他,求人なし,石川県金沢市東蚊爪町1-25,1985,代表取締役 近藤 高行,82,82 百万円,,,,
2024-08-01,ＤＯＷＡメタルマイン株式会社,その他,求人なし,東京都千代田区外神田4-14-1秋葉原ＵＤＸ 22Ｆ,2006,代表取締役 須山 俊明,82,"1,000 百万円",,,,
2024-08-01,キヤノン技術情報サービス株式会社,その他,求人なし,東京都大田区下丸子3-30-2,2003,代表取締役 池田 雅之,82,10 百万円,,,,
2024-08-01,株式会社ＪＡＬマイレージバンク,その他,求人なし,東京都品川区東品川2-4-11野村不動産天王洲ビル 22Ｆ,2008,代表取締役 関 口暢子（坂本暢子）,82,40 百万円,,,,
2024-08-01,昭和製器株式会社,その他,求人なし,北海道小樽市色内3-1-1,1968,代表取締役 渡邊 泰文,81,40 百万円,,,,
2024-08-01,九州リテイルサービスホールディングス株式会社,その他,無,福岡県福岡市博多区金の隈2-24-10エイジス九州本社ビル,1982,代表取締役 福田 賢司,81,100 百万円,,,,
2024-08-01,藤村機器株式会社,その他,求人なし,青森県弘前市大字高田3-6-2,1957,代表取締役 藤村 充,81,100 百万円,,,,
2024-08-01,コニカミノルタコネクト株式会社,その他,求人なし,東京都日野市さくら町1コニカミノルタ東京サイト日野,1971,代表取締役社長 濱田 圭佐,81,50 百万円,,,,
2024-08-01,森村ＳＯＦＣテクノロジー株式会社,機械部品・金型メーカー,求人なし,愛知県小牧市大字岩崎2808,2019,代表取締役 佐藤 美邦,81,100 百万円,,,,
2024-08-01,株式会社アペックス,その他,求人なし,東京都八王子市宇津木町523-1,2020,代表取締役 景山 敏行,81,100 百万円,,,,
2024-08-01,株式会社山城精機製作所,その他,求人なし,東京都豊島区東池袋1-24-1ニッセイ池袋ビル 15Ｆ,1956,代表取締役 兵部 匡俊,80,60 百万円,,,,
2024-08-01,株式会社管製作所,その他,求人なし,山形県天童市大字荒谷字堂ノ前1000-28,1982,代表取締役 管 信良志,80,248 百万円,,,,
2024-08-01,東北太平洋生コン株式会社,その他,求人なし,宮城県名取市植松字田野部124,2000,代表取締役 中谷 勲,80,100 百万円,,,,
2024-08-01,株式会社ジェイテクトエンジニアリング,その他,求人なし,愛知県刈谷市朝日町1-1,1999,代表取締役 児玉 文博,80,10 百万円,,,,
2024-08-01,株式会社Ａ－ＴＲＵＣＫ,その他,無,千葉県船橋市高根町1706,1985,代表取締役 守屋 慶隆,80,90 百万円,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 冷凍冷蔵車・保冷車専門レンタル業商業車・トラック専門新車・中古車販売トラック専門鈑金・塗装修理・架装トラック用品販売損保保険代理業及び自動車損害賠償法に基づく保険代理業 2022年11月doda掲載求人より引用,
2024-08-01,香川いすゞ自動車株式会社,その他,求人なし,香川県高松市春日町1315,2004,代表取締役 国東 直矢,80,20 百万円,,,,
2024-08-01,株式会社オー・ピー・エル,診断薬・臨床検査機器・臨床検査試薬メーカー,求人なし,大阪府茨木市横江2-4-54,2006,代表取締役 広田 周一,80,98 百万円,,,,
2024-08-01,株式会社九州サンソセンター,その他,求人なし,福岡県北九州市戸畑区大字中原先の浜46-93,2007,代表取締役 髙瀬 敏,80,100 百万円,,,,
2024-08-01,ＬＲＱＡ　ＬＩＭＩＴＥＤ,その他,求人なし,神奈川県横浜市西区みなとみらい2-3-1クィーンズタワーＡ 10Ｆ,,,80,,,,,
2024-08-01,株式会社オールウェイズ,その他,無,東京都中央区新富1-9-6ザ・パークレックス新富町 4Ｆ、5Ｆ,2019,代表取締役 内田 善行,80,10 百万円,,,,
2024-08-01,ＴＴヒューマンアセットサービス株式会社,その他,求人なし,神奈川県川崎市幸区鹿島田1-1-2新川崎三井ビルディング ＷＥＳＴ ＴＯＷＥＲ 24Ｆ,2019,代表取締役 塩川 浩久,80,15 百万円,,,,
2024-08-01,サダシゲ特殊合板株式会社,その他,求人なし,広島県府中市鵜飼町605,1960,代表取締役 古和 敦也,79,30 百万円,,,,
2024-08-01,豊通ペットリサイクルシステムズ株式会社,その他,無,滋賀県蒲生郡日野町大字鳥居平1680-1,2020,代表取締役 小坂 彦二,79,400 百万円,,,,
2024-08-01,株式会社オフショア・オペレーション,その他,求人なし,東京都台東区東上野2-1-13東上野センタービル 6Ｆ,1990,代表取締役 井上 和男,78,26 百万円,,,,
2024-08-01,堺第一交通株式会社,その他,求人なし,大阪府堺市堺区神南辺町1-45-1,1969,代表取締役 迫田 謙典,78,10 百万円,,,,
2024-08-01,みずほトラストビジネスオペレーションズ株式会社,その他,求人なし,東京都江東区佐賀1-17-7,2011,代表取締役 渡辺 伸充,78,30 百万円,,,,
2024-08-01,歌舞伎座舞台株式会社,その他,求人なし,東京都中央区銀座7-15-5共同ビル 4Ｆ,1949,代表取締役 安藤 拓孝,77,10 百万円,,,,
2024-08-01,大阪ピグメント株式会社,石油化学メーカー,求人なし,奈良県大和郡山市今国府町6-11,1984,代表取締役 山下 隆広,77,100 百万円,,,,
2024-08-01,センコーインターナショナル株式会社,その他,求人なし,東京都江東区潮見2-8-10,2019,代表取締役 高橋 健二,77,90 百万円,,,,
2024-08-01,アンリツカスタマーサポート株式会社,その他,求人なし,神奈川県厚木市恩名5-1-1,1997,代表取締役 髙橋 宏之,75,100 百万円,,,,
2024-08-01,株式会社南栄,パルプ・紙・木材 （商社）,求人なし,熊本県八代市日置町677-1,1952,代表取締役 秋山 正行,75,30 百万円,,,,
2024-08-01,株式会社日進エンジニアリング,その他,求人なし,宮城県黒川郡大和町松坂平2-7-2,2009,代表取締役 藤井 一二,75,20 百万円,,,,
2024-08-01,株式会社オンワードデジタルラボ,その他,求人なし,東京都港区海岸3-9-32オンワードベイパークビルディング,2019,代表取締役 山下 哲,75,100 百万円,,,,
2024-08-01,三井金属パーライト株式会社,その他,求人なし,大阪府貝塚市港14,2022,代表取締役 寺田 明弘,75,400 百万円,,,,
2024-08-01,ニチゾウ北海道サービス株式会社,その他,求人なし,北海道札幌市中央区北三条西4-1-1日本生命札幌ビル 8Ｆ,1996,代表取締役 加藤 圭二,74,10 百万円,,,,
2024-08-01,株式会社日本ピージーエム,その他,求人なし,東京都千代田区外神田4-14-1秋葉原ＵＤＸビル 22Ｆ,1991,代表取締役 佐藤 重樹,74,300 百万円,,,,
2024-08-01,ＳＭＣテック株式会社,リース,求人なし,千葉県流山市駒木593,1986,代表取締役 奥井 善之,73,100 百万円,,,,
2024-08-01,株式会社海の中道海洋生態科学館,その他,求人なし,福岡県福岡市東区大字西戸崎18-28,1988,代表取締役 東 圭司,73,150 百万円,,,,
2024-08-01,株式会社ワコールアートセンター,その他,無,東京都港区南青山5-6-23スパイラルビル 4Ｆ,1985,代表取締役 鈴木 淳,73,50 百万円,,,,
2024-08-01,きらぼしビジネスオフィスサービス株式会社,その他,求人なし,東京都港区南青山3-10-43,1975,代表取締役 沼田 正則,73,10 百万円,,,,
2024-08-01,ケイカン交通株式会社,道路旅客運送業,求人なし,福井県あわら市国影37-612,1966,代表取締役 矢﨑 孝明,73,32 百万円,,,,
2024-08-01,タタ・エレクシー・リミテッド,その他,求人なし,神奈川県川崎市幸区堀川町580ソリッドスクエア東館 3Ｆ,,日本における代表者 Ａ．チョウドリィ,73,750 百万円,,,,
2024-08-01,日精メタルワークス株式会社,その他,求人なし,新潟県上越市大字島田2490-1,2013,代表取締役 小林 孝浩,73,50 百万円,,,,
2024-08-01,九州プロセスセンター株式会社,その他,求人なし,熊本県熊本市北区楠野町1088-7,2018,代表取締役 中山 晴雄,73,100 百万円,,,,
2024-08-01,信濃電気製錬株式会社,その他,求人なし,東京都千代田区神田司町2-4-2神田アーバンビルディング5Ｆ,1921,代表取締役 榊 昌生,72,100 百万円,,,,
2024-08-01,大和工機株式会社,その他,求人なし,山梨県笛吹市一宮町東原865,1966,代表取締役 大塚 一基,71,45 百万円,,,,
2024-08-01,坂出コスモ興産株式会社,その他,無,香川県坂出市番の州緑町1-1,1989,代表取締役 大村 正樹,71,30 百万円,,,株主 コスモ石油株式会社 100％コスモ石油坂出物流基地の運営受託■物流基地内作業（桟橋業務、陸上出荷業務、警備・防災業務、試験・分析業務）■船舶代理店業■通関業■瀬戸内地区広域共同防災協議会の事務局業務受託 ほか 2024年5月doda掲載求人より引用,
2024-08-01,高知福山通運株式会社,その他,求人なし,高知県高知市桟橋通6-10-16,1919,代表取締役 八田 弘明,71,50 百万円,,,,
2024-08-01,Ｓ＆Ｓコンポーネンツ株式会社,その他,求人なし,長野県須坂市大字日滝3500-8,2006,代表取締役 佐藤 雅彦,71,80 百万円,,,,
2024-08-01,白河コスモス電機株式会社,その他,求人なし,福島県白河市夏梨10,1960,代表取締役 吉田 徹,70,60 百万円,,,,
2024-08-01,新日本プロレスリング株式会社,その他,無,東京都中野区中央1-38-1住友中野坂上ビル4Ｆ,1972,代表取締役 棚橋 弘至,70,92 百万円,,,,
2024-08-01,ライオンブリッジジャパン株式会社,その他,無,神奈川県横浜市西区みなとみらい2-2-1-1横浜ランドマークタワー 42Ｆ,1989,代表取締役 稲垣 美貴,70,41 百万円,,,,
2024-08-01,ホロジックジャパン株式会社,その他,無,東京都文京区後楽1-4-25日教販ビル,2004,代表取締役 山崎 恵一,70,70 百万円,,,,
2024-08-01,株式会社インフィールド,その他,求人なし,東京都千代田区神田駿河台4-2-5御茶ノ水ＮＫビル 11Ｆ,1995,代表取締役 石原 功一,70,10 百万円,,,,
2024-08-01,住重特機サービス株式会社,その他,求人なし,東京都西東京市谷戸町2-1-1,1986,代表取締役 田中 英明,69,30 百万円,,,,
2024-08-01,南海ゴルフマネジメント株式会社,その他,求人なし,和歌山県橋本市隅田町下兵庫1123,1961,代表取締役 木原 久友,69,20 百万円,,,,
