更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,株式会社冨士プロエネルギー,その他,無,福岡県嘉麻市大隈町805,1953,代表取締役 冨金原 武,3 百万円,,,,,
2024-08-01,株式会社丸河興業,その他,求人なし,岐阜県恵那市岩村町2144-2,1966,代表取締役 河原 三次,10 百万円,,,,,
2024-08-01,株式会社日工,その他,求人なし,福岡県嘉麻市泉河内1062-3,1992,,27 百万円,,,,,
2024-08-01,株式会社水堀組,その他,求人なし,北海道苫小牧市汐見町3-6-22,1974,代表取締役 田元 繁光,20 百万円,,,,,
2024-08-01,タイム技研岐阜株式会社,その他,求人なし,岐阜県下呂市萩原町上呂1980-1,1981,代表取締役 富永 高之,80 百万円,,,,,
2024-08-01,小池建設株式会社,その他,求人なし,岐阜県下呂市萩原町尾崎2-1,1977,代表取締役 小池 正勝,12 百万円,,,,,
2024-08-01,日本キャドセンター株式会社,その他,無,岐阜県下呂市萩原町上呂2151,1989,代表取締役 北林 浩二,10 百万円,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 CADを使って建築設計の作図補助を行う会社です。(設計事務所ではありません） 2023年3月doda掲載求人より引用,
2024-08-01,共栄電気株式会社,その他,求人なし,岐阜県下呂市萩原町上呂416,1967,代表取締役 金子 剛之,20 百万円,,,,,
2024-08-01,株式会社ホベツ運輸,その他,求人なし,北海道苫小牧市新明町1-2-5,1958,代表取締役 前田 久藏,21 百万円,,,,,
2024-08-01,株式会社ニッパ,その他,求人なし,福岡県飯塚市平塚631-1,1990,代表取締役 岡﨑 加代,20 百万円,,,,,
2024-08-01,株式会社山辺電機,その他,求人なし,福岡県飯塚市堀池173流通センター通り卸商団地,1968,代表取締役 赤崎 俊治,10 百万円,,,,,
2024-08-01,長竹道路株式会社,その他,求人なし,福岡県飯塚市平恒515-19,1975,代表取締役 長竹 一三,20 百万円,,,,,
2024-08-01,株式会社水明館,その他,無,岐阜県下呂市幸田1268下呂温泉水明館内,1948,代表取締役社長 瀧 康洋,50 百万円,,,,,
2024-08-01,株式会社春田建設,その他,求人なし,福岡県飯塚市平恒42,1983,代表取締役社長 春田 統一,40 百万円,,,,,
2024-08-01,王木輸送株式会社,その他,求人なし,北海道苫小牧市新明町5-1-1,1978,代表取締役 藤田 俊哉,20 百万円,,,,,
2024-08-01,下呂温泉事業協同組合,その他,求人なし,岐阜県下呂市幸田1165-3,1973,代表理事 滝 多賀男,105 百万円,,,,,
2024-08-01,山本浄化興業株式会社,その他,求人なし,北海道苫小牧市字勇払165-4,1976,代表取締役 山本 紘之,10 百万円,,,,,
2024-08-01,九州バルカー株式会社,その他,求人なし,福岡県飯塚市平恒1-7飯塚工業団地,1985,代表取締役 曽根 俊二,30 百万円,,,,,
2024-08-01,金山土木協業組合,特殊法人・財団法人・その他団体・連合会,求人なし,岐阜県下呂市金山町下原町24-1,1971,理事長 廣瀬 銛男,28 百万円,,,,,
2024-08-01,株式会社金山化成,その他,求人なし,岐阜県下呂市金山町菅田桐洞680,1988,代表取締役 中島 睦稔,10 百万円,,,,,
2024-08-01,株式会社ダスキン・サンフラワー,その他,求人なし,北海道苫小牧市汐見町3-7-19,1973,代表取締役 藤山 小夜子,10 百万円,,,,,
2024-08-01,株式会社日栄工業,その他,求人なし,北海道苫小牧市字沼ノ端258-131,1984,代表取締役 稲田 純,20 百万円,,,,,
2024-08-01,有限会社中野商事,その他,求人なし,北海道苫小牧市新中野町3-1-25,1981,取締役 田中 幸広,10 百万円,,,,,
2024-08-01,株式会社北高商運,その他,求人なし,北海道苫小牧市あけぼの町1-4-16,1982,代表取締役 能戸 昇志,11 百万円,,,,,
2024-08-01,株式会社ササキ,その他,求人なし,北海道苫小牧市豊川町3-12-4,1975,代表取締役 佐々木 秀尚,20 百万円,,,,,
2024-08-01,株式会社とまビルサービス,その他,求人なし,北海道苫小牧市表町2-1-14王子不動産第3ビル 7Ｆ,1973,代表取締役 水野 光宏,12 百万円,,,,,
2024-08-01,新川工業株式会社,その他,求人なし,福岡県飯塚市佐與1217,1979,代表取締役 新川 修,30 百万円,,,,,
2024-08-01,下川原アルミ工業株式会社,その他,求人なし,北海道苫小牧市汐見町2-13-1,1982,代表取締役 下川原 秋雄,10 百万円,,,,,
2024-08-01,有限会社斎藤石油店,その他,求人なし,福岡県朝倉市杷木古賀1869,2005,代表取締役 斎藤 猛,5 百万円,,,,,
2024-08-01,医療法人同樹会苫小牧病院,その他,求人なし,北海道苫小牧市新中野町3-9-10,1985,理事長 上村 恭一,932 百万円,,,,,
2024-08-01,有限会社梶原工建,その他,求人なし,福岡県朝倉市杷木寒水19-6,1989,代表取締役 梶原 俊宏,20 百万円,,,,,
2024-08-01,越智産業株式会社,その他,求人なし,北海道苫小牧市新開町3-8-9,1986,代表取締役 小松博,45 百万円,,,,,
2024-08-01,株式会社久保組,その他,求人なし,福岡県朝倉市長渕725-1,1955,代表取締役 田中 高良,30 百万円,,,,,
2024-08-01,株式会社石松組,その他,求人なし,福岡県朝倉市入地2483,1981,代表取締役 石松 聡美,20 百万円,,,,,
2024-08-01,株式会社三宝建商,その他,求人なし,北海道苫小牧市あけぼの町1-3-1,1987,代表取締役 久保田 征雄,10 百万円,,,,,
2024-08-01,株式会社菅原組,その他,求人なし,北海道苫小牧市汐見町2-9-11,1988,代表取締役 菅原 一恭,8 百万円,,,,,
2024-08-01,株式会社安藤商会,その他,求人なし,福岡県朝倉郡筑前町栗田1408-2,1986,代表取締役 安藤 一朗,30 百万円,,,,,
2024-08-01,有限会社古賀商店,その他,求人なし,福岡県朝倉郡筑前町栗田942-2,1985,代表取締役 古賀 保一,8 百万円,,,,,
2024-08-01,有限会社アルプス電機,その他,求人なし,岐阜県飛騨市古川町金森町11-7,1961,代表取締役 廣田真也,3 百万円,,,,,
