更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者,上場市場名
2024-08-01,株式会社コバヤシ工業,建設コンサルタント,2,《1933年創業、創業88年を超える老舗総合建築業／創業以来この土地に根を張り、「富士山に恥ずかしくない仕事をすること」をモットーとする会社》■事業内容：建築工事・土木工事の設計施工請負業／ 不動産取引業及び宅地造成事業／建設プロジェクトにかかわる企画立案・調査・メンテナンス・マネージメント業務の請負,山梨県南都留郡富士河口湖町小立1777-1,1964,46.0,30,20百万円,http://www.koba-yashi.co.jp/,,
2024-07-01,藤原鋼材株式会社,住宅設備・建材,9,■事業内容：鋼材全般の販売・加工業務を行っています。,東京都港区麻布十番1-7-3,1955,,65,100百万円,https://www.fk-k.co.jp/,,
2024-08-01,小泉トーヨー住器株式会社,内装・インテリア・リフォーム,2,■事業内容： ⇒サッシ工事、建具工事、エクステリア工事、外構、リフォーム、水廻り,山梨県南都留郡富士河口湖町船津680,1988,,15,10百万円,https://www.koizumi-toyo.com/,,
2024-08-01,有限会社エス・ケー防災,設備管理・メンテナンス,1,【事業内容】様々なビル・建物の消防法で定められた消防用設備(消火器具、屋内消火栓設備、スプリンクラー、自動火災報知器設備、避難器具など)の保守・工事■消防設備の工事・保守点検・火災などに備えるため、消防法により 所定の建物では定期的に消防設備点検。・消火設備・警報設備・防火設備・防排煙設備・避難設備等の建物の防火対象物工事・点検。■火災報知器・消火器・避難器具など防災用品の販売・業務用・家庭用など様々な警報機・警報機システム・火災報知器・消火器・避難器具の販売。,山梨県南都留郡富士河口湖町船津1596-5,1997,40.0,10,3百万円,https://www.sk-bousai.co.jp,,
2024-08-01,エーエフマネジメント株式会社,不動産管理,1,■ファシリティマネジメント事業■プロパティマネジメント事業■リゾート事業,横浜市港北区新横浜2-3-12 新横浜スクエアビル10F,1972,,,5000万円,http://apollofm.co.jp/,代表取締役 計屋 卓摩,
2024-07-01,株式会社角屋ハウジング,住宅（ハウスメーカー）,1,■事業内容： ・リフォーム・注文住宅・不動産物件・不動産買取,山梨県上野原市上野原26,1962,,35,11百万円,https://www.kadoya-group.co.jp/,,
2024-07-01,有限会社山陽化成工業,設備管理・メンテナンス,3,■事業内容：・プラスチック製品加工及び販売・排水管施工、加工工事一式・塩ビパイプ、鋼製パイプ加工及び販売・その他工事一式取り扱い■同社の強み：現在まで数多くの道路が新しく作られて、社会を支えるインフラとして活用されていますが、その道路も定期的に補修が必要となります。同社では、ほとんどの案件が、既存の高架橋の補修に関する工事となるため、社会インフラを支えているという醍醐味が味わえます。,神奈川県横浜市港北区新羽町669,1975,34.5,16,3百万円,なし,,
2024-08-01,中越興業株式会社,サブコン,3,■事業内容：総合建設業（道路等の土木工事一式、建築工事一式、宅地造成工事一式、水道施設工事一式、電気工事、ほ装工事、宅地分譲、のり面工事、管工事、構造物解体工事、造園工事、軌道工事、とび土工工事、新エネルギー事業、防水工事、石工事）を行っています。,富山県南砺市野口800,1946,44.8,92,48百万円,https://www.tyuetsu-kogyo.co.jp,,
2024-06-01,日興基礎株式会社,ゼネコン,3,■事業内容： 建築基礎杭施工業■当社について：当社は昭和53年創業以来、主に共同住宅（マンション）の基礎杭施工を行って来ました。マンションはお客様が安心して一生住めるように頑強でなくてはなりません、そのためにも建物を支える杭が最も重要です。,東京都港区新橋4-25-6ヤスヰビル2 8F,1978,,27,40百万円,https://www.nikkokiso.co.jp/,,
2024-06-01,株式会社ハマツーウェイ,住宅設備・建材,2,■事業内容：不動産の売買、売買・貸仲介、賃貸管理、不動産コンサルティング、住宅の設計・施工・アフター＆リフォーム、,神奈川県横浜市港北区新横浜3-5-1新横浜KTビル2F,1972,,45,50百万円,https://www.hama2way.com/,,
2024-05-01,木村産業株式会社,サブコン,3,■事業内容： ・総合建設請負業（土木・建築・電気 その他建設工事全般）・建築設計、工事監理業務・建設資材、工具類販売・火薬販売及び各種花火打ち揚げ・土地活用事業（地域開発等）・不動産業（不動産の売買、賃貸借、仲介）,富山県砺波市庄川町金屋2062,1947,,21,20百万円,なし,,
2024-07-01,株式会社アイケーディ,サブコン,3,■事業内容： 当社は三重県の中勢地区を中心に、土木工事、建築工事の両方を行う総合建設会社です。公共工事に加えて、民間工事や大手ゼネコンの下請工事も行っており、兼業で不動産賃貸業も営んでおります。,三重県津市広明町112-5第3いけだビル2F,1962,42.0,31,50百万円,http://www.kabu-ikd.co.jp,,
2024-06-01,株式会社辻工務店,内装・インテリア・リフォーム,1,■事業内容：住宅や店舗・オフィスなどの設計・建築やリフォームはもちろん、歴史的建造物の修復・保存・再生など(津市を拠点に事業を運営しております),三重県津市大門28-13,1954,,11,20百万円,https://www.tsujikoumuten.co.jp/,,
2024-06-01,東進産業株式会社,サブコン,2,当社は道路・橋梁をメインとした公共土木工事・施工を請け負う会社です。2016年で創立50周年を迎え、国土交通省やNEXCO中日本などのお客様を中心に信頼をいただき、安定した案件受注をかなえております。■事業概要：・道路交通安全施設（ガードレール・交通標識付け替え 等）・法面保護工事・橋梁関連の耐震工事（高速道路橋脚の補強 等）・道路ﾒﾝﾃﾅﾝｽ工事・ほか、一般土木工事 等└ 9割以上が道路・橋梁案件です。,三重県津市大里睦合町2597,1966,50.0,26,30百万円,http://www.tsn1200.co.jp/,,
2024-07-01,アルカスコーポレーション株式会社,ゼネコン,2,■事業内容： 建築、土木、住宅、舗装工事等の建設工事土地活用事業（店舗開発、賃貸マンション等のコンサルタント）不動産業（不動産の売買、賃貸借、仲介及び鑑定、コンサルタント業務）リノベーション・リフォーム事業生コンクリート製造、販売土石採取、製造、販売一般廃棄物及び産業廃棄物の収集、運搬及び処理処分業並びにそれに付帯する分析業務石油類の販売,富山県南砺市長源寺89,1964,46.6,92,88百万円,https://arcus-corp.com/,,
2024-07-01,株式会社　日栄工業,設備管理・メンテナンス,1,◆各種製品の現場据付◆鉄鋼製品の製造・加工◆プラント配管の現場施工,神奈川県横浜市鶴見区駒岡2-6-3,1980,45.0,15,10百万円,https://www.ni-chiei.com,代表取締役 山口 栄一,
2024-08-01,株式会社 越佐ロード,サブコン,4,■事業内容： 主にアスファルト舗装工事業（土木工事業・市道除雪作業等）を展開しています。※佐渡市内・新潟市内をメインとして、近隣市町村・福島県内にて作業しています。,新潟県佐渡市栗野江1259-1,1982,43.7,14,67百万円,https://r.goope.jp/essaroad,,
2024-06-01,株式会社サンワハウス,内装・インテリア・リフォーム,2,■事業内容： ・住宅リフォーム工事・太陽光発電システム販売施工・オール電化設備販売施工・家庭用蓄電池販売施工,愛知県名古屋市昭和区鶴舞2-5-22NJビル2F,2001,,57,10百万円,https://www.sanwahouse.ne.jp/index.html,,
2024-06-01,株式会社テック関屋,サブコン,1,■事業詳細：・解体部門：抜群の機動力でフレキシブルに対応。一般住宅からRC建造物、内装解体、アスベスト処理を伴う解体工事並びにダイオキシン処理を含めた焼却炉解体、各種プラント解体まであらゆる建造物への対応が可能な解体のプロフェッショナル。蓄積されたノウハウ、トップレベルの技術力、最新の設備を駆使したクリーン＆スピーディーな作業が当社の誇りです。・土木部門：未来の暮らし・産業・経済をより豊かにすべく、都市の基盤づくりを行う土木部門。最新技術と地球環境の調和がもっとも重要なテーマです。人々が夢見る未来を、経験豊かなスタッフ陣が卓越した技術で確実に大地に描いていきます。,新潟県新潟市南区東萱場2161‐2,1989,36.0,36,20百万円,http://www.sekiya-eco.com/,,
2024-06-01,株式会社三重空調,設備管理・メンテナンス,1,■事業内容：・設備工事業（空調、給排水衛生・電気・消防）・ビル設備管理業務・空調機械設備の定期保守点検及び修理業務・官公庁の受注を主体とし、民間受注にも意欲的に 取組む安定企業・組織として工事課・サービス課・管理課の3部門を もち全県下を営業エリアとしている。,三重県津市桜田町9-10,1970,49.0,30,20百万円,http://mie-kuucho.com/,,
2024-06-01,三重水熱工業株式会社,サブコン,1,■事業内容： 管工事（給排水・衛生・消防設備）・建築工事・電気工事・土木工事など,三重県津市上浜町2-223,1965,47.0,10,20百万円,https://masaichi.net/miesuinetsu/,,
2024-07-01,株式会社テクセル,住宅設備・建材,1,■事業内容： ・金物工法プレカット、金物、パネル販売及び住宅資材の販売・その他関連業務,千葉県袖ヶ浦市南袖45,2000,34.0,81,50百万円,なし,,
2024-06-01,名鉄六合株式会社,ゼネコン,4,■事業内容：・建築土木の設計及び監理、施工・建築土木資材の製造、売買及び斡旋・土地建物の売買及び斡旋・土地建物の賃貸及び管理・特定労働者派遣事業,愛知県名古屋市中区錦3-10-33,1947,,41,90百万円,https://www.rokugou.com/,,
2024-07-01,有限会社成見建設,サブコン,1,■事業内容：土木一式工事、大工工事、とび・土工工事、石工事、舗装工事※現在は主に太陽光発電の基礎造成工事を請け負っています。■企業の魅力少人数での運営のため、個々の持つ実力を的確に発揮できます。社長を中心として幅広い年齢構成の為、知識が豊富なベテラン社員が多数在籍しております。地元、滋賀県を中心とし、地域密着経営で、安定した仕事量を確保しております。■組織風土落ち着きがあり、従業員同士の仲の良い職場です。社員数が多くな為、みんなが協力しあい業務を進める傾向があります。役職や入社歴などの壁はなく、フラットな職場環境ではあります。,滋賀県大津市千町1-18-14,1988,40.0,5,3百万円,なし,,
2024-06-01,株式会社ハチキ,サブコン,2,■事業内容： 土木工事（公共、民間）、通信設備工事（ＮＴＴ関連）「公共土木部門・通信土木部門」ともに安定した業績を保ち、地域の発展に大きく貢献してまいりました。■ビジョン： 顧客満足を重視し、誠意を込めた最良の製品を提供する。教養・技術力の向上に積極的に取り組み、思いやりをもって社会貢献活動等に貢献する。,滋賀県大津市大江7-2-22,,,11,20百万円,なし,,
2024-06-01,株式会社今井組,ゼネコン,1,■事業内容：管更生工事及び、治山工事※管更生70％・治山工事30％ほぼ100％京都市からの受託業務になります■特徴（TOPICS）： 京都市より、老朽化した上下水道の修繕の工事を受託しております。京都市の下水管が約4200kmあるといわれその補修・業務がメインになります。（1年で1％約50kmしか補修できていない状態です。）人々の生活を支えるなくてはならないインフラ整備ですので今後の需要は顕著であります。,京都府京都市北区上賀茂朝露ケ原町15,1931,,7,50百万円,なし,,
2024-08-01,OMC株式会社,プラントメーカー・プラントエンジニアリング,2,■事業内容：配合飼料及び肥料の各プラントの設計・開発製造・販売、ペットフードプラントの設計・施工フイシュミールプラントの設計・施工目養魚飼料プラントの設計・施工、産業廃棄物処理設備の開発・製造,愛知県名古屋市中区富士見町8-8,1910,,100,100百万円,http://www.onoe.co.jp/,,
2024-07-01,株式会社ファミリーエクステリア,内装・インテリア・リフォーム,6,＜企業概要＞：■事業内容：当社は新築のお庭はもちろん、古くなったお庭のやり変え、車庫の拡張、庭木の剪定などお庭やエクステリアに関する領域を取り扱っております。建築物の解体から造成・アスファルト舗装、エクステリアのプランニング・施工管理、植栽も行っております。,三重県津市河芸町中瀬273,1991,,34,13百万円,http://www.family-exterior.co.jp/,,
2024-08-01,閑林工業株式会社,設備管理・メンテナンス,4,【事業概要】給排水・衛生・空調・換気・排煙・自動制御・ガス・排水処理・設計・施工、アフターケア・メンテナンス当社は、建築物の給排水・空調・エネルギー供給といったライフライン、防災設備などの設計・施工・管理に関する専門エンジニアリング企業として、確かな技術と優れた品質で、高い評価を得てきました。,愛知県名古屋市中区錦1-8-39,1951,43.0,61,50百万円,http://www.kanbayashi.jp/,,
2024-08-01,株式会社日東建設,ゼネコン,5,■企業概要：・昭和24年の創業以来、75年におよび中部圏の建設業務に携わってきた同社は、永年にわたって培われてきた設計、施工を元に、マンションやオフィスビルをはじめ、病院、一般住宅など、様々な建物において高い評価を得るに至りました。その技術は、中部建築賞など様々な賞を頂くほどです。・耐久と健康に配慮した快適な空間の想像を目指す同社は、免震や耐震工事、オール電化住宅、省エネ化など環境にも配慮したサービス、商品の提供を行っております。・地域密着型地元企業としての特性を活かし、より密接な信頼関係をお客様と築くため、同業他社とは一味違う「差別化」を図っています。,愛知県名古屋市中区伊勢山2-11-33,1924,50.1,102,490百万円,http://www.nitto-kensetsu.co.jp,,
2024-08-01,大輪建設株式会社,サブコン,2,■事業内容：土木建築工事の設計、見積りならびに施工／建設業の請負／建設・土木の設計・施工に関する監理業／建築工事業にかかる人材の教育訓練、指導及び育成事業,滋賀県大津市別保2-9-48,1950,48.0,22,62百万円,https://oowa.co.jp/,,
2024-07-01,協成電気設備株式会社,サブコン,3,■事業内容：高圧受変電設備、低圧電灯動力設備、自動制御設備、電気通信設備、自動火災報知設備、各種電気設備配線工事の設計及び施工■事業の特徴：（1）工場内電気設備…当社では、工場や事務所の建屋新築、改修に伴う配線工事から工場設備の移設、増設、撤去に伴う配線工事まで、工場内の電気設備の配線なら何でも行います。また、工場内の様々な環境を考慮し、顧客のニーズに応じた施工を行っています。（2）その他の施設…当社では、一般の施設をはじめ、公共施設など、幅広い分野においても、豊富な実績があります。,滋賀県大津市富士見台15-46,1961,,20,20百万円,http://www.kyoseidenki.com/,,
2024-08-01,栄興建設株式会社,ゼネコン,1,■事業内容：マンション、工場、倉庫、病院、学校、事務所ビル、社会福祉施設 （幼稚園、保育園、老健施設等 ）一般住宅などの設計・施工・リフォーム・耐震化 など幅広い事業展開を行っています。,愛知県名古屋市中区松原3-3-1,1949,53.0,30,40百万円,http://www.eikokensetsu.co.jp/index.html,,
2024-08-01,株式会社高菱,住宅設備・建材,1,【企業概要】当社は生活に密着した水、ガス、下水道、冷暖房、換気の工事を行っています。三菱電機の冷熱機器サービス認定店及空調冷熱システム機種代理店です。私たちは「快適」「安全」をコンセプトに、宙（空間）を創造する技術集団です。技術力に創造力をプラスした提案型の設計施工を進めています。新潟県や上越市発注の公立学校の空調設備や給排水設備工事の受注を創業時より積み重ねており、前施工分の保守、点検受注も増加しています。当社が空調設備工事を受注した工場に関しては、毎月定例的な保守点検業務があり、年間で100件近い受注があります。,新潟県上越市東本町2-4-7,1960,46.0,33,25百万円,http://www.k-koryo.com,,
2024-07-01,株式会社笹川組,建設コンサルタント,7,■事業内容・総合建築業（一般建築工事/土木工事）、不動産賃貸管理業 「匠の技」創業70年の信頼と実績でお客様の納得の行く建物をご提供させていただきます。 ～当社独自の技術と実績でお客様の納得の行く建物を相談からデザイン、設計、施工、メンテナンスまでトータルサポート～,滋賀県大津市打出浜13-15笹川ビル,1952,,55,100百万円,http://www.sasakawa.co.jp,,
2024-08-01,徳倉建設株式会社,ゼネコン,19,■事業内容：総合建設業,愛知県名古屋市中区錦3-13-5,1947,47.4,405,"2,368百万円",https://www.tokura.co.jp/,,
2024-07-01,株式会社マノモク,住宅設備・建材,5,■事業内容： ・プレカット・木材・新建材・銘木・合板・住宅設備、その他住宅関連資材の販売・施工,愛知県豊田市深見町岩花1068-23,1962,42.0,47,48百万円,http://www.manomoku.co.jp/,,
2024-08-01,株式会社上越商会,建設コンサルタント,4,■事業内容：砂利、砂、砕石、玉石等石材の採取販売／生コンクリート製造販売、生コンクリート圧送／土木工事請負、道路除排雪請負／自動車貨物運送／産業廃棄物の収集運搬、処理／自動車・建設機械の整備、車検／セメント販売／宅地の造成、販売／各種土質試験／融雪商品製造販売、融雪工事施工,新潟県上越市大字土橋1012,1956,50.0,260,90百万円,http://www.joetsu-shokai.co.jp/,,
2024-08-01,株式会社澤井商事,建設コンサルタント,2,■事業内容：土木建築工事の請負並びに企画・設計・施工及びコンサルティング、農作業の代行・請負・委託、農作物の生産及び販売、砂利採取販売、道路運送車両法で定める自動車分解整備、不動産の売買、一般貨物自動車運送事業及び貨物運送取扱事業、産業廃棄物の収集運搬,新潟県上越市三和区川浦1258,1961,51.0,58,100百万円,http://www.sawaishoji.co.jp/,,
2024-07-01,株式会社ゼロ・コーポレーション,住宅（ハウスメーカー）,12,「ゼロホームの100年住宅」を提供する、京都を中心に関西の住宅業界をけん引するハウスメーカーです。■企業の強み：・自社で土地仕入れから販売、設計、施工、アフターメンテナンスまで全てを内製化している数少ない不動産会社です。・2005年より注文住宅事業に参入しました。特に街中の建替においては、技術力、コスト、品質面で他メーカーをよせつけない実力が評価されています。,京都府京都市北区紫野上野町108-1,1981,36.5,213,80百万円,https://zerohome.jp/,,
2024-07-01,株式会社中村組,サブコン,1,■事業内容：（1）プラント事業：重量物運搬、仮設工事、配管工事等／プラント設備の新設やメンテナンス、機器解体工事などを施工管理しております。自社だけではなく、協力会社とのネットワークで、幅広い経験と技術を活かしつつ、新工法を取り入れ施工しており、お客様のあらゆるご要望に対応可能な体制で取り組んでおります。,滋賀県大津市晴嵐1-11-16,1962,51.0,82,20百万円,http://www.nakamuragumi.jp/,,
2024-07-01,株式会社大島組,建設コンサルタント,2,【企業概要】創業以来、生産施設・商業施設や住宅をはじめ、官公庁の建築・土木工事といった建設事業を通じ、地域社会の発展に携わってまいりました。土木工事は官公庁からの受注を受け、道路工事、下水道工事、河川工事等全般を手掛け、建築工事は学校や工場、事務所等大型物件を得意としています。社員一人ひとりが「やりがい」や「誇り」を持ち、地域から信頼される会社を目指しています。当社は「ハッピーパートナー企業認定」「パパ・ママ子育て応援プラス認定」「にいがた健康経営推進企業」「新潟県SDGｓ推進建設企業」に認定されています。,新潟県上越市石橋1-8-33,1949,45.6,49,30百万円,http://www.ooshimagumi.com,,
2024-08-01,株式会社アンセイ,石油・資源,無,■水まわりの緊急出張メンテナンス■水道衛生工事■給排水設備工事■ガス給湯器設置工事■住宅のリフォーム全般 2024年6月doda掲載求人より引用,東京都世田谷区駒沢1-4-15真井ビル 7Ｆ,1995,,,30 百万円,"Failed to retrieve page, status code: 410",代表取締役 青木 幹,
2024-06-01,アヤハ不動産株式会社,不動産仲介,2,■事業内容：・宅地の造成開発及び新築販売・不動産の売買、仲介、賃貸管理業務・建築設計施工並びに管理,滋賀県大津市馬場2-7-7,1972,,,100百万円,https://www.ayaha.co.jp/gr-realestate.htm,,
2024-06-01,株式会社セントラルリフォーム,住宅（ハウスメーカー）,2,■事業内容： アパート・マンション・一戸建て・ビル・店舗などのリフォーム全般水漏れ・清掃・カギ交換・網戸張替・建具調整などアパート・マンション空室対策建築全般における設計施工事業テナント・マンション・ビル新築、改修等の企画業務テナント・マンション・住宅等のデザイン業務不動産の賃貸業務マンション・アパート・オフィス・事業用テナントなどの賃貸管理事業防犯セキュリティシステムの企画・設計・施工太陽光発電事業不動産管理事業レンタルスタジオ事業,三重県津市阿漕町津興213,1995,,8,12百万円,https://crm110.jp,,
2024-06-01,株式会社杉本組,ゼネコン,1,■事業内容： 1) 建築・その他建設工事全般の企画・設計・施工・管理に関する業務2) 不動産の売買・賃貸借・管理・仲介に関する業務3) 損害保険代理店に関する業務,愛知県名古屋市中区正木4-10-15杉本ビル,1948,,120,300百万円,https://www.sugimotogumi.co.jp/,,
2024-07-01,株式会社サンセイ,建設コンサルタント,1,建設コンサルタント登録 [建06第3653号] ■河川砂防及び海岸・海洋■下水道■道路■鋼構造及びコンクリート■土質及び基礎■都市および地方計画 ■造園測量業登録 [第（12）-5802号] 地質調査業登録 [質02第2534号] 補償コンサルタント業[補03第3076号] ■土地調査■物件 ＜主な受注先＞■滋賀県■大阪府■滋賀・大阪各市町村■国の出先機関,滋賀県大津市木下町15-19,1972,45.0,33,3400万円,http://www.san-sei.jp/,代表取締役 山本 巧,
2024-08-01,株式会社加納工務店,建築設計事務所,1,■事業内容：建設工事の請負・型枠専門工事請負ならびに企画・設計業務設計～施工～完成までワンストップで対応できる事で、不具合が生じた場合や設計変更が発生した場合にも早急な対応ができると高い評価を得ております。高級住宅建設においての認知度が高く、設計事務所からも高級住宅=当社とのブランド力を持つ会社です。,愛知県名古屋市中区千代田1-4-15,1968,,47,80百万円,http://www.kanokom.com/,,
2024-05-01,株式会社進富,住宅設備・建材,1,◆企業概要1982年（昭和57年）千葉県東葛飾郡沼南町にて、当社の前身の新進産業㈱を設立、鋼材の販売事業を開始。1994年（平成６年）㈱進富に商号変更。その後、業容の拡大及び鋼材の加工に力を入れる為に、2001年（平成13年）東葛飾郡沼南町から、現本社・工場のある千葉県白井市に工場を集約、2008年(平成20年）白井市名内に新工場増設。その後、ISO14001、ISO9001、特定建設業許可を取得。また、国土交通省の鉄骨の性能評価Mグレードを獲得。2018年(平成30年）白井市河原子に加工した建材等の塗装工場を建設。鋼材等の建材の加工・販売事業を営んでいます。,千葉県白井市平塚2761-1,1994,49.0,115,30百万円,http://www.kk-shintomi.co.jp/,,
2024-06-01,株式会社三東工業所,サブコン,2,■事業内容：【工事部門】・工場プラント配管設備・各種タンク・給排水衛生設備・空調設備・消火設備・食品・医療・ファインケミカル等のサニタリー配管設備・上下水道工事・土木工事・その他各種配管設備,三重県四日市市河原田町1333-1,1957,,50,71百万円,http://www.santokogyo.co.jp/,,
2024-08-01,日新建工株式会社,ゼネコン,6,■事業内容：総合建設業■安心で快適なまちづくりに取り組んでいます：・私たちは道路全般工事や河川工事／上下水道工事など社会基盤整備を通して、安心で快適なまちづくりに取り組んでいます。確かな技術と豊かな経験による優れた施工実績で生活者のよりよい未来へ貢献します。,京都府京都市北区紫竹北大門町72-1,1966,46.0,17,100百万円,http://www.dokakong.co.jp/,,
2024-07-01,山下板金工業株式会社,サブコン,1,■事業内容：当社は工場等の空調ダクト、換気ダクトの製作、取付、メンテナンスといった管工事全般を主に取り扱っております。当社は、地元有力企業の協力企業として年商1億円程度の売上を維持しております。また、一つの現場での工期は2～3日で完了するものから、数週間程度要する工事まで様々です。■優位性について：同業他社が比較的少ないこともあり、受注先は順調に推移しております。当社の場合、一般企業からの受注もありますが、食品製造工場からの受注が多いのが特徴です。,三重県四日市市東日野2-88,1984,,8,10百万円,なし,,
2024-07-01,株式会社ジェクティ,設備管理・メンテナンス,1,■建築物環境衛生総合管理業＜東京都22総第378号、三重県23総四農環第4042号10＞■建築物飲料水貯水槽清掃業＜三重県23貯四農環第4042号4＞■建築物ねずみ昆虫等防除業＜三重県22ね四農環第4036号9＞■医療関連サービス認定＜G（3）-1110241698＞■一般建築業＜三重県知事許可（般-22）第21556号＞■警備業＜第55003262号＞■労働者派遣事業＜派24-300039＞,三重県四日市市諏訪町4-5 四日市諏訪町ビル8F,1982,,,3000万円,http://jeqty.com/,代表取締役 山田 重樹,
2024-08-01,株式会社内藤建築事務所,建築設計事務所,45,■概要：建築・土木・地域開発・環境整備に関する企画、設計、監理及び関連するコンサルタント及びそれらに附帯する一切の業務■詳細：建物の全てに関わる専門家集団としてあらゆる業務に対応できる経験とノウハウを持った建築事務所です。業務内容としては、まちづくり、新築、リニューアルの設計業務、医療経営コンサルタント、インテリアデザイン業務、工事監督業務、耐震診断、各種調査業務等幅広く行っています。その中でも主に医療施設、高齢者施設、健康施設など医療・福祉に関わる施設の企画、設計に強みを持っています。,京都府京都市左京区田中大堰町182,1942,45.0,204,50百万円,http://www.naito-archi.co.jp/index.html,,
2024-07-01,有限会社ヤマコウ,サブコン,1,■事業内容： 土木工事、とび・土木工事、石工事、管工事、鋼構造物工事、舗装工事、しゅんせつ工事、機械器具設置工事、水道施設工事■特徴（TOPICS）： ・設備工事を東海３県から、水道工事を四日市市から受注しています。・大和リースを元受とした大型プレハブ建設などを幅広く請け負っています。（震災時等の仮設プレハブ住宅建設、小学校建設時の仮設プレハブ等） ■組織風土： ・コロナ禍以外は社員全員での研修旅行を実施してきております。（神戸、九州など）・コロナ禍以外は新年会など懇親会を行ってきました。・今日においては残業は少ないです。,三重県四日市市下海老町381-8,1995,45.0,12,20百万円,なし,,
2024-07-01,株式会社フクヤマ電設,住宅設備・建材,1,■事業内容： 電気工事業を行っています。・電気／配線工事…店舗照明のLED化、アンペア増設、LAN配線工事等・照明のLED化…電気使用量の省エネ、省エネ試算のご提案、LED化の提案から実施・照明機器取付け工事・エアコンの取付け・取外し・移設工事・エアコンクリーニング・修理・厨房換気扇・レンジフードのダクト工事・コンセント・スイッチ増設・トイレ・お風呂などの水廻りの電気工事・パソコン配線・LAN工事・テレビ設置工事,滋賀県近江八幡市長光寺町777-2,2004,,9,5百万円,http://fukuyamadensetsu.jp/,,
2024-06-01,福井電気工業株式会社,設備管理・メンテナンス,2,【企業概要】株式会社福井電気工業は、昭和54年に設立された滋賀県近江八幡市に本社を置く電気工事業者です。設立以来40年以上にわたり、店舗、工場、事務所、官公庁施設などの各種設備工事を手がけてまいりました。同社は一級電気施工管理技士5名、二級管工事施工管理技士2名、消防設備士甲種4類3名を含む専門知識と技術を持つスタッフを擁しており、迅速な対応を心掛けています。【事業内容】電気工事／電気通信工事／消防施設工事／空調工事／給排水工事／太陽光発電工事,滋賀県近江八幡市北之庄町919-3,1979,,10,20百万円,https://www.fukui-denki.biz/,,
2024-07-01,秀工業株式会社,サブコン,3,■事業内容：建物解体業、産業廃棄物の収集運搬業、産業廃棄物処理業、土砂の採取・販売,千葉県成田市所1245-2,1976,,129,20百万円,http://hide-kk.co.jp/,,
2024-06-01,株式会社ワークホームズ,住宅（ハウスメーカー）,3,■事業内容：木造住宅販売・施工及びアフターメンテナンス、宅地建物取引業、東京海上日動火災保険代理店、太陽光発電システム販売店,滋賀県近江八幡市上田町1293-1,1977,37.0,97,90百万円,https://workhomes.jp/since1977/,,
2024-06-01,やわらぎ住宅株式会社,ディベロッパー,4,■事業内容：同社は、木造住宅の企画・設計・施工・販売・リフォーム工事、不動産の仲介、建売分譲住宅販売を行っており、顧客の家づくりを誠心誠意サポートしています。家づくりは、一生に一度あるかないかの大きな買い物。だから、お客様に納得していただけるまで、じっくりご相談と打合せを重ねご満足いただけるマイホームを建てること、その家の成長を見守り、サポートすることが、地域に根ざした企業としての当社の使命だと考えております。,滋賀県近江八幡市鷹飼町北4-5-1,1986,,9,35百万円,https://www.yawaragijutaku.co.jp/,,
2024-07-01,ミナモト通信株式会社,設備管理・メンテナンス,1,■事業内容： 以下の設備の保守・工事・修理調整・設計【交通システム関連設備】【情報システム関連設備】【照明設備】【鉄道車両設備】,神奈川県横浜市戸塚区平戸町559-6IKビル2F,1976,39.8,265,40百万円,http://www.minatsu.co.jp/,,
2024-06-01,成和建設株式会社,サブコン,2,■事業内容： 土木・建築工事及びそれに付帯する工事,新潟県新発田市三日市530-4,1991,,22,20百万円,http://seiwaken-k.sakura.ne.jp/,,
2024-08-01,東和スポーツ施設株式会社,サブコン,5,■業種：土木工事、とび・土工工事、舗装工事、造園工事、建築工事■事業内容： 各種運動場・競技場の設計・施工・体育施設の設計及び施工・遊戯施設の設計及び施工・土木工事の請負業・建築工事の請負業・造園工事の請負業・体育施設用具・遊戯施設用具・造園及び園芸用品の製作並びに販売・日本競走馬に関する業務・前略号に付帯する一切の業務・環境に優しいエコ商品の研究開発及び販売,京都府京都市左京区北白川下池田町79-1,1984,,18,50百万円,http://www.towa-sports.co.jp/,,
2024-06-01,紘永工業株式会社,設備管理・メンテナンス,2,■事業内容： 創業30年以上、消防設備の工事・点検に強みをもつ設備工事会社です。神奈川県に本社を置き、神奈川・東京を中心にビル・商業施設・工場・マンション等の消火設備工事、消火機器の販売、空調・衛生設備工事等を手がけています。また店舗の消防設備等のリニューアル・改修工事も行なっています。近年の売上高は30億円以上と順調に業績を伸ばしています。,神奈川県横浜市 戸塚区柏尾町191-2,1978,,60,55百万円,https://koei-kogyo1978.com/,,
2024-07-01,株式会社麦島建設,ゼネコン,1,【事業内容】「建物を通して一生のお付き合い」を掲げ、営業・企画から建設計画、設計、施工、の一連の流れと、完工後のメンテナンス・管理までを取り扱う総合建築企業。日本で初めて共同住宅（アパート）を建設するなど、常に新しい可能性に挑戦すると共に、お客様・社員に安心感を与えるような健全な経営を行なっております。2004年1月には麦島建設が中心となって、ユニホーなど関連会社11社を統括する「ZENホールディングス」を設立し、より総合力に磨きをかけております。今後は株式公開を目指してさらに成長中です。,愛知県名古屋市昭和区鶴舞2-19-10,1958,,100,50百万円,http://www.mugishima.com/,,
