更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,株式会社ＴＳＹ．Ｓ,設備管理・メンテナンス,求人なし,神奈川県厚木市三田2886,2007,代表取締役 清水 久子,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社産工,設備管理・メンテナンス,求人なし,福岡県福岡市中央区大名1-1-1天神有明ビル 6Ｆ,1986,代表取締役 堤 眞奈美,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社テンポイント,不動産金融,求人なし,神奈川県横浜市港北区新吉田町3415-11,2003,代表取締役 田中 栄,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＩＫＣ,サブコン,求人なし,大阪府大阪市此花区酉島6-14-1,1991,代表取締役 石原 保志,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社オプリ,不動産仲介,求人なし,広島県広島市中区基町1-20,1964,代表取締役 須澤 俊,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,Ｅ．Ｒ．キャピタル株式会社,不動産金融,求人なし,大阪府大阪市中央区博労町4-2-7波多野ビル 1Ｆ,2008,代表取締役 早苗 博之,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社金井建築設計,サブコン,求人なし,大阪府池田市城山町3-18,2000,代表取締役 金井 義則,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社リンテック,建築設計事務所,無,大阪府東大阪市鴻池元町3-23プチエトワール3番館 202,2003,代表取締役 林 武,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,■鉄骨施工図作成■営業企画・販売業務■企画・提案業務■高度人材紹介サービス 2023年11月doda掲載求人より引用
2024-08-01,株式会社ＬＩＮＫ’Ｓ,サブコン,求人なし,埼玉県さいたま市大宮区桜木町1-398-1ＡｄｄＧｒａｃｅＯｍｉｙａ8Ｆ807,2010,代表取締役 横山 純,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＲＥＩＴホールディングス,不動産仲介,求人なし,東京都渋谷区恵比寿西2-2-9,2012,代表取締役 川島 勇之介,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ナベックエンジニアリング,設備管理・メンテナンス,求人なし,千葉県八街市朝日52-3,2013,代表取締役 渡辺 英雄,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ｆｏｕｒｌｉｓｔ,不動産管理,求人なし,神奈川県横浜市神奈川区三ツ沢南町5-1,2004,代表取締役 阿部 健司,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
