更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,株式会社エンジンドック,住宅設備・建材,求人なし,福岡県福岡市東区西戸崎2-22-48,1987,代表取締役 金丸 和彦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社サン設計事務所,建築設計事務所,無,北海道札幌市東区北三十三条東6-2-28,1975,代表取締役 吉岡 潤三,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社管工設備,住宅設備・建材,求人なし,北海道札幌市東区北二十二条東15-4-7長内第一ビル 3Ｆ,1987,代表取締役 川本 邦弘,14 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,長野消防設備株式会社,住宅設備・建材,求人なし,長野県小諸市加増2-11-1,1966,代表取締役 清水 信博,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社木美デザイン建築社,建築設計事務所,求人なし,鳥取県米子市両三柳844-7,1971,代表取締役 木美 俊彦,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社向洋,内装・インテリア・リフォーム,求人なし,鳥取県米子市両三柳155-6,1975,代表取締役 大柄 達也,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,堀越建設株式会社,ゼネコン,求人なし,長野県小諸市大字御影新田447-1,1977,代表取締役 堀越 光一,26 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社島津組,プラントメーカー・プラントエンジニアリング,求人なし,鳥取県米子市観音寺新町3-4-29,1987,代表取締役 島津 志朗,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社丸和青山工業,サブコン,求人なし,北海道札幌市東区中沼西一条1-3-5,1980,代表取締役 青山 高士,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,六興通信工業株式会社,設備管理・メンテナンス,求人なし,北海道札幌市東区東苗穂五条1-7-13,1976,代表取締役 永山 忠将,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ユニ,建築設計事務所,求人なし,北海道札幌市東区北二十三条東6-5-20,1976,代表取締役社長 髙松 学人,48 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,河本工業株式会社,ゼネコン,求人なし,群馬県館林市北成島町2544,1948,代表取締役 河本 榮一,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,米子ガス産業株式会社,プラントメーカー・プラントエンジニアリング,求人なし,鳥取県米子市旗ヶ崎2200,1979,代表取締役 宇野 松人,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社岡田製作所,設備管理・メンテナンス,求人なし,群馬県館林市近藤町318-2,1967,代表取締役 鈴木 郁男,28 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社スギヤマ,サブコン,求人なし,福岡県福岡市東区多の津4-5-13スギヤマビル 5Ｆ,1962,代表取締役 杉山 英治,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ヨナゴ技研コンサルタント,建設コンサルタント,求人なし,鳥取県米子市彦名町1460-4ケーエムビル 3Ｆ,1971,代表取締役 大西 幸人,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,只松建設株式会社,不動産仲介,求人なし,福岡県福岡市東区八田2-21-28,1957,代表取締役 只松 幹雄,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,たむら道路株式会社,設備管理・メンテナンス,求人なし,福岡県福岡市東区松島3-14-1,1973,代表取締役 田村 隆一,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社斉木電気設備,設備管理・メンテナンス,求人なし,鳥取県米子市二本木1040,1972,代表取締役 斉木 健之,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,東海住宅販売株式会社,不動産仲介,求人なし,福岡県福岡市東区千早2-1-1東海住宅ビル,1969,代表取締役 伏見 太郎,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社関東エレベーターシステム,設備管理・メンテナンス,求人なし,群馬県館林市日向町752,1976,代表取締役 高橋 健二,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日南産業株式会社,サブコン,求人なし,北海道札幌市東区東雁来六条2-6-18,1984,代表取締役 日下 幸弘,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,桧山建設綜業株式会社,建築設計事務所,求人なし,北海道札幌市東区北四十三条東18-3-5,1980,代表取締役 檜山 美紀子,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社大栄機工,サブコン,求人なし,北海道札幌市東区丘珠町494-2,1986,代表取締役 中上 英樹,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社藤原組,ゼネコン,求人なし,福岡県福岡市東区箱崎6-11-34,1948,代表取締役 藤原 定司,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
