更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,上場市場名
2024-08-01,株式会社世古口建設,住宅設備・建材,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 総合解体工事業・土木一式工事業・宅地造成工事業・舗装工事業・建築一式工事業・管工事業・宅地建物取引業 2023年3月doda掲載求人より引用,三重県多気郡明和町大字斎宮3908,1979,代表取締役 世古口 芳男,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,池田建設株式会社,住宅（ハウスメーカー）,無,,三重県多気郡明和町大字金剛坂1356,1981,代表取締役 早津 真由子,48 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社モリタ,不動産管理,求人なし,,愛知県名古屋市南区弥次ヱ町3-30,1976,代表取締役 森田 清英,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社山平,不動産管理,求人なし,,東京都港区西新橋1-9-1ブロドリー西新橋ビル 2Ｆ,1984,代表取締役 田代 雅巳,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,サンアロー化成株式会社,設備管理・メンテナンス,求人なし,,新潟県佐渡市宮川837-1,1973,代表取締役 圓 山静,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社水谷,設備管理・メンテナンス,求人なし,,東京都港区東麻布1-23-8ＣＡＳＴＥＬＬＯＭＩＺＵＴＡＮＩ 2Ｆ,1958,代表取締役 水谷 晃,70 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,三幸商事株式会社,住宅設備・建材,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■各種薄板鋼板、ぶりき・TFS、表面処理鋼板、アルミ板、ステンレス板の販売■上記各鋼板の剪断及び印刷加工並びにプレス加工 ■上記各鋼板の輸出・輸入■不動産賃貸業 2022年1月doda掲載求人より引用,大阪府大阪市西区北堀江1-22-14なにわ筋三幸ビル,1952,代表取締役 武田 有広,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社中建,土地活用,求人なし,,愛知県名古屋市熱田区神宮2-6-7ＭＥＩＮＡＮビル 6Ｆ,1993,代表取締役 中井 規博,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,あざみ野不動産株式会社,不動産仲介,無,・建売住宅分譲・マンション分譲及び仲介・事務所用地・寮等の仲介・法人事業用地・店舗・賃事務所等の仲介＜関連会社＞■親会社(株)タイセイ・ハウジー■グループ会社ハウジングセンター(株)株式会社タイセイ・ハウジープロパティ株式会社タイセイ・ハウジーリバース株式会社エス・イー・ティー・クリエーション 2024年5月doda掲載求人より引用,神奈川県横浜市青葉区新石川1-6-2あざみ野不動産ビルリバーサイドビル 102,1976,代表取締役 赤間 敏雄,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社池野商店,不動産仲介,求人なし,,東京都港区新橋2-9-7ＩＫＥＮＯ7－4Ｆ、5Ｆ,1985,代表取締役 池野 信二郎,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社リョウテック,設備管理・メンテナンス,求人なし,,愛知県名古屋市昭和区村雲町17-26成和ビル 2Ｆ,1999,代表取締役 藤原 修,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,スリーナイン島野株式会社,設備管理・メンテナンス,求人なし,,大阪府大阪市西区南堀江3-2-17,1956,代表取締役 島野 和弘,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,北斗商事株式会社,サブコン,求人なし,,岐阜県羽島市竹鼻町2978-2,1972,代表取締役 新村 稔,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,下村建設株式会社,ゼネコン,求人なし,,大阪府大阪市西区靱本町1-7-22,1948,代表取締役 下村 隆洋,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社シンコー,住宅設備・建材,求人なし,,大阪府大阪市西区南堀江4-32-11,1953,代表取締役 吉成 典子,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社リム横浜,建築設計事務所,求人なし,,神奈川県横浜市青葉区美しが丘5-13-5松澤ビル 1Ｆ,1984,代表取締役 齋藤剛冊,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大口電設株式会社,サブコン,求人なし,,神奈川県横浜市青葉区大場町698-10,1975,代表取締役 大口 憲明,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社織笠工業,サブコン,求人なし,,愛知県名古屋市南区豊田3-17-19,1993,代表取締役 折笠 毅彦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,住倉建物サービス株式会社,設備管理・メンテナンス,求人なし,,大阪府大阪市西区南堀江1-4-19なんばスミソウビル,1971,代表取締役 天春 毅,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,セイコー産業株式会社,住宅設備・建材,求人なし,,大阪府大阪市西区新町1-14-38,1965,代表取締役 内田 健一,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,松本鋼機株式会社,住宅設備・建材,求人なし,,兵庫県神戸市兵庫区湊町1-88-1,1949,代表取締役 藤尾 昌義,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社夢ハウジング,土地活用,求人なし,,京都府京都市南区東九条明田町25-2,1996,代表取締役 松本 忠基,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社美希産業,ゼネコン,求人なし,,愛知県津島市大字津島字北新開226-1,1997,代表取締役 長屋 善光,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アイ・メッツ,プラントメーカー・プラントエンジニアリング,無,,愛知県名古屋市熱田区波寄町25-1名鉄金山第一ビル 9Ｆ,2001,代表取締役 塩﨑 敦子,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,トーカイ株式会社,ゼネコン,求人なし,,愛知県名古屋市南区丹後通4-9,1995,代表取締役 小田 哲士,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,横浜庭苑株式会社,サブコン,求人なし,,神奈川県横浜市青葉区荏田北1-3-12,1971,代表取締役 土志田 淳,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社フリーベル,不動産仲介,求人なし,,愛知県名古屋市南区呼続1-10-23,1947,代表取締役 木下 實,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,中村瀝青工業株式会社,設備管理・メンテナンス,求人なし,,兵庫県神戸市兵庫区菊水町10-1-3,1954,代表取締役 中村 高明,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社芳賀電設,サブコン,求人なし,,京都府京都市南区上鳥羽南中ノ坪町90-2,1990,代表取締役 芳賀 実,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,高千穂鉄工株式会社,設備管理・メンテナンス,求人なし,,兵庫県神戸市東灘区青木2-12-13,1951,代表取締役 鶴岡 宏一,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,宝輸送機株式会社,サブコン,求人なし,,大阪府大阪市西区西本町1-3-10信濃橋富士ビル 2Ｆ,1970,代表取締役 田中 成和,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社丸八土建,サブコン,求人なし,,三重県多気郡大台町江馬668-1,1961,代表取締役 橋本 智弥,69 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,辰巳興業株式会社,不動産管理,求人なし,,大阪府大阪市西区京町堀1-3-13,1964,代表取締役 四宮 孝郎,95 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,朝日プランニング株式会社,不動産仲介,無,,東京都渋谷区神宮前5-17-4神宮前トーラスＭ 3Ｆ,1985,代表取締役 松岡 孝太郎,54 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社小木曽タイル店,住宅設備・建材,求人なし,,京都府京都市右京区西院安塚町30,1949,代表取締役 小木曽 元,43 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,宮崎木材工業株式会社,内装・インテリア・リフォーム,求人なし,,京都府京都市中京区絹屋町129宮崎平安堂ビル 3Ｆ、4Ｆ,1942,代表取締役 宮﨑 真里子,88 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社山下組,ゼネコン,求人なし,,京都府京都市右京区西京極大門町9,1947,代表取締役 山下 尚治,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,伸和建設株式会社,ゼネコン,求人なし,,京都府京都市右京区西院上花田町21,1948,代表取締役 北尾 行弘,75 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,第一建材株式会社,内装・インテリア・リフォーム,求人なし,,大阪府大阪市西区京町堀2-11-23第一ビル,1955,代表取締役 原田 雅史,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社菊政工務店,ゼネコン,求人なし,,神奈川県横浜市青葉区荏田西1-9-16荏田西金子ビル 2Ｆ,1973,代表取締役 菊地 省三,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,江島産業株式会社,サブコン,求人なし,,愛知県名古屋市南区鶴田1-5-13,1968,代表取締役 稲積 雄司,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大幸建設株式会社,サブコン,求人なし,,大阪府大阪市西区新町1-4-21大幸ビル,1947,代表取締役 大澤 幸子,39 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ゾアコーポレーション,ゼネコン,求人なし,,神奈川県横浜市青葉区あざみ野2-30,1977,代表取締役 加藤 義人,14 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大伸産業株式会社,建設・プラント・不動産業界,求人なし,,大阪府大阪市西区靱本町2-5-14ダイシンビル,1950,代表取締役 篠原 基宏,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社村上工務店,内装・インテリア・リフォーム,求人なし,,兵庫県神戸市兵庫区三川口町2-4-8,1948,代表取締役 村上 豪英,51 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社吉川組,ゼネコン,求人なし,,京都府京都市右京区嵯峨釈迦堂門前南中院町16,1961,代表取締役 中澤 哲夫,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社長村商会,設備管理・メンテナンス,無,,兵庫県神戸市兵庫区本町2-1-12,1958,代表取締役 岡田 正昭,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社上宗建設,建築設計事務所,求人なし,,京都府京都市右京区花園木辻南町7-40,1949,代表取締役 榎原 一廣,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,京栄水道株式会社,設備管理・メンテナンス,求人なし,,京都府京都市右京区西院金槌町11,1973,代表取締役 加藤 燦弘,21 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ダイロック,住宅設備・建材,求人なし,,大阪府大阪市西区九条南2-5-24,1954,代表取締役 箕村 理,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アラキ工務店,住宅（ハウスメーカー）,求人なし,,京都府京都市右京区梅津高畝町52-2,1973,代表取締役 荒木 勇,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社丸協,不動産仲介,求人なし,,愛知県名古屋市中区千代田3-22-8,1951,代表取締役 山本 真梨子,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大和システム株式会社,不動産仲介,求人なし,,大阪府大阪市北区天満4-8-2,1960,代表取締役 鳥川 裕,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,中外商工株式会社,サブコン,無,,大阪府大阪市西区靱本町1-9-15財団法人近畿富山会館 4Ｆ,1952,代表取締役 岡田 憲一,95 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社中西組,サブコン,求人なし,,兵庫県神戸市兵庫区芦原通6-1-18,1952,代表取締役 中西 一雄,37 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,伊藤硝子産業株式会社,ディベロッパー,求人なし,,兵庫県神戸市兵庫区大開通10-1-8,1988,代表取締役 伊藤 曉子,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,昭和電業株式会社,プラントメーカー・プラントエンジニアリング,求人なし,,愛知県名古屋市南区鶴里町3-22,1960,代表取締役 野田 浩志,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,中衛工業株式会社,サブコン,無,◆設備工事事業└ 給排水衛生工事└ 各種水処理プラント└ 土木工事・空調工事└ 浄化槽工事◆設備メンテナンス事業└ 浄化槽・貯水槽などのメンテナンス【許可・認可・登録】◎建設業国土交通大臣（一般）管工事業、とび・土工工事業、解体工事業◎浄化槽工事業（愛知県・岐阜県・三重県）◎浄化槽保守点検業（愛知県・名古屋市・岐阜県・岐阜市・三重県）◎貯水槽清掃業（愛知県・岐阜県） 2023年12月doda掲載求人より引用,愛知県名古屋市南区鶴里町3-11,1955,代表取締役 関谷 俊征,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社水野工務店,サブコン,求人なし,,愛知県名古屋市南区寺部通4-23水野工務店ビル,1964,代表取締役 水野 将和,35 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,名古屋フエルト工業株式会社,設備管理・メンテナンス,求人なし,,愛知県名古屋市南区阿原町11-1,1958,代表取締役 後藤 耕司,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社大同,設備管理・メンテナンス,求人なし,,京都府京都市右京区西院上花田町23-2,1954,代表取締役 拝師 知行,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社東和総合サービス,不動産管理,求人なし,,大阪府大阪市西区新町1-28-3四ツ橋グランスクエア 8Ｆ,1963,代表取締役 和田 妙純,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社明和建築企画,不動産管理,求人なし,,神奈川県横浜市青葉区市ケ尾町1153-6サンビューハイツ市ケ尾 402,1988,代表取締役 石川 良樹,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社カデックス,設備管理・メンテナンス,無,,兵庫県神戸市兵庫区東山町1-11-2,1964,代表取締役 河野 貴司,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,平和ハーティ株式会社,住宅設備・建材,求人なし,,兵庫県神戸市兵庫区三川口町2-2-21,1959,代表取締役 北辻 憲昭,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,太田電気工業株式会社,住宅設備・建材,求人なし,,京都府京都市右京区西院坤町106-1106－2,1977,代表取締役 太田 靖久,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社尾田組,ゼネコン,求人なし,,奈良県奈良市高畑町738-2,1953,代表取締役 尾田 安信,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,三村電機工業株式会社,サブコン,求人なし,,愛知県名古屋市南区中割町3-13-1,1978,代表取締役 萩野 隆司,22 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,サンセイ電機工業株式会社,不動産仲介,求人なし,,京都府京都市右京区太秦下角田町12-1レスタージュ京都722,1959,代表取締役 山本宏,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,関西造園土木株式会社,サブコン,求人なし,,兵庫県神戸市兵庫区下沢通2-2-21,1946,代表取締役 東 真,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社長妻工務店,建築設計事務所,無,＼設立75年の実績あり／■総合建設業（総合企画・設計・施工・リフォーム・不動産・測量登記・設備工事など） 2024年2月doda掲載求人より引用,大阪府大阪市西区南堀江4-9-38,1993,代表取締役 山口 聡,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社建協工務店,サブコン,求人なし,,兵庫県神戸市兵庫区下沢通7-2-25,1944,代表取締役 辰己 岩夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社エルビーシステム,住宅（ハウスメーカー）,求人なし,,神奈川県横浜市青葉区すみよし台30-28,1989,代表取締役 太田 ますみ,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社コデラダイナックス,住宅設備・建材,求人なし,,愛知県知多郡武豊町大字冨貴字高代6-6,1968,代表取締役 小寺 勝世志,69 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社愛知工業所,設備管理・メンテナンス,求人なし,,愛知県名古屋市港区十一屋1-57,1966,代表取締役 吉戸 洋一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大希企画株式会社,内装・インテリア・リフォーム,無,,神奈川県横浜市青葉区市ケ尾町1055-21,1988,代表取締役 宮川 邦博,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社リゾートハウス,ディベロッパー,求人なし,,東京都港区南青山5-12-4タイヘイビル泰平南青山ビル 4Ｆ,1974,代表取締役 岡田 菊夫,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＴＯＨＫＡＩ,サブコン,無,■フローリング販売・施工■乾式二重床施工■ウッドデッキ販売・施工■床を中心とした各種リフォーム＜主要取引先（一例）／五十音順・敬称略＞淺沼組／安藤・間／大成建設／戸田建設／徳倉建設／西松建設／長谷工コーポレーション／矢作建設工業／三井住友建設／スターツCAM ／フジタ／村中建設 2024年3月doda掲載求人より引用,愛知県名古屋市南区明円町64,1966,代表取締役 大塚 康生,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日炉工業株式会社,プラントメーカー・プラントエンジニアリング,求人なし,,大阪府大阪市西区江戸堀2-4-21,1951,代表取締役 日南 行雄,24 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ミック,建築設計事務所,無,■クレーンリース■風力発電設備工事■橋梁工事■基礎工事■重仮設機材リース■民間車検＜関連会社(ミックグループ)＞・ミック四日市株式会社・株式会社ミック九州・ミック運輸株式会社・東海テック自動車学校・株式会社ミックホールディング・ミックセフティズ有限会社 2023年12月doda掲載求人より引用,愛知県名古屋市南区元塩町3-18,1970,代表取締役社長 田代 浩信,72 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大藤建材工業株式会社,サブコン,求人なし,,東京都港区新橋6-13-12木澤ビル 301,1978,代表取締役 横溝 広明,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日宝建設工業株式会社,ゼネコン,求人なし,,大阪府大阪市西区江之子島2-2-23,1965,代表取締役 那須 伸介,90 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社スミ設備,設備管理・メンテナンス,求人なし,,愛知県名古屋市南区三吉町5-31,1977,代表取締役 鷲見 康雄,32 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,イサジ興業株式会社,ゼネコン,求人なし,,愛知県名古屋市南区大堀町9-23,1970,代表取締役 伊佐治 義行,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,阪神道路開発株式会社,サブコン,求人なし,,兵庫県神戸市兵庫区大開通6-3-13みやびアローズ神戸 201,1951,代表取締役 田村 宏樹,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,東洋電気工事株式会社,設備管理・メンテナンス,求人なし,,兵庫県神戸市兵庫区駅前通5-1-18メイプル兵庫,1972,代表取締役 合田 吉伸,36 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＧＡＲＤＥ,内装・インテリア・リフォーム,5,◆事業内容：①コンサルティング：②デザイン：③コーディネーション：,東京都港区南青山5-2-1,1985,,80百万円,,98,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,高千代産業株式会社,住宅設備・建材,求人なし,,兵庫県神戸市兵庫区出在家町2-2-31,1964,代表取締役 田原 秀洋,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社山上組,サブコン,求人なし,,奈良県奈良市鳥見町1-1-3,1958,代表取締役 山上 武宏,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,小池工業株式会社,サブコン,求人なし,,愛知県名古屋市南区豊田2-19-18,1985,代表取締役 小池 浩,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社浄美社,設備管理・メンテナンス,求人なし,,京都府京都市右京区太秦川所町7-100,1966,代表取締役 滋野 好史,90 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社カド,内装・インテリア・リフォーム,求人なし,,三重県伊勢市小俣町宮前297,1952,代表取締役 門 朝道,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,エフコム株式会社,サブコン,無,,東京都港区芝2-28-8芝2丁目ビル 7Ｆ,1983,代表取締役 町野 武重,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社植藤造園,サブコン,求人なし,,京都府京都市右京区山越中町13,1997,代表取締役 佐野 晋一,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,アイチ建運株式会社,サブコン,求人なし,,愛知県名古屋市南区豊田3-4-15,1987,代表取締役 長谷川 芳信,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,福井水道工業株式会社,サブコン,求人なし,,奈良県奈良市法蓮町152-1,1948,代表取締役 福井 清高,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ツカサ,内装・インテリア・リフォーム,求人なし,,京都府京都市右京区西京極町ノ坪町26,1971,代表取締役 長谷川 喜昭,134 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ニチボー,住宅設備・建材,求人なし,,兵庫県神戸市兵庫区上沢通3-2-3ニチボービル,1971,代表取締役 野口 政雄,35 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,三和住宅株式会社,不動産仲介,求人なし,,奈良県奈良市西大寺東町2-1-63サンワシティ西大寺 5Ｆ,1962,代表取締役 小林 正樹,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,富士アスフアルト販売株式会社,サブコン,求人なし,,和歌山県海南市下津町下津1402-2,1963,代表取締役 〆木好紀,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社デンサン,設備管理・メンテナンス,求人なし,,大阪府大阪市西区江戸堀1-8-2ＥＢＩビル 3Ｆ,1950,代表取締役 衣斐 茂樹,55 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,冨士ネオ工業株式会社,設備管理・メンテナンス,求人なし,,大阪府大阪市西区江戸堀1-19-3江戸堀ビル,1967,代表取締役 田村 光延,48 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社フジテツ,サブコン,求人なし,,奈良県奈良市山町645,1965,代表取締役 下田 博,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ベルジー,建設・プラント・不動産業界,求人なし,,愛知県名古屋市名東区極楽3-49,1975,代表取締役 鈴木 隆徳,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
