更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者
2024-08-01,株式会社Ｐ１６,不動産仲介,8,■事業内容： 不動産に関するコンサルティング業務・不動産の売買及び仲介・不動産賃貸事業・不動産リノベーション事業・都市開発に関する企画調査・生命保険及び損害保険代理業,東京都千代田区内神田2-2-6田中ビル8F,2009,30.0,14,,https://www.p16.co.jp/,
2024-08-01,株式会社ウィンハウジング,住宅（ハウスメーカー）,1,戸建住宅分譲・不動産仲介・リフォーム・建替事業・賃貸業務・不動産業全般・薬局の運営 ◆宅建免許番号：国土交通大臣(1)第8630号 ◆大阪市内を中心にオリジナル戸建住宅「ウィンタウンシリーズ」の販売を行っています。,◆大阪本社/大阪市住之江区中加賀屋2-2-25◆東京支店/東京都港区虎ノ門3-20-3ノアーズアーク虎ノ門7階,2003,,7,,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010873494/: 'NoneType' object has no attribute 'get',代表取締役 中村 忠彦
2024-07-01,株式会社総合環境計画,建設コンサルタント,16,■事業内容：・建設環境環境アセスメント/予測/解析(大気、騒音、振動、水質、悪臭、地下水、土壌汚染、景観、日照、電波障害等) 自然環境調査・自然環境保全計画/環境測定・実態調査/風環境・予測・解析/地球温暖化防止等に係る調査検査検討,東京都江東区牡丹1-14-1KDX門前仲町ビル5F,1989,,58,45百万円,http://www.sg-kankyo.co.jp/,
2024-08-01,株式会社東海リライアンス,設備管理・メンテナンス,1,■建物総合管理（設備管理・清掃）■警備保安業務全般（施設・雑踏・イベント）■不動産開発、不動産の売買、賃貸、管理およびその仲介,東京都新宿区市谷本村町1-1,1981,,280,5000万円,http://www.tokai-r.co.jp/,代表取締役社長 中島 弘人
2024-07-01,株式会社中部電機,プラントメーカー・プラントエンジニアリング,3,■事業内容：工業炉の販売：各種工業炉、洗浄機の設計製作設備メンテナンス：バッチ炉～連続浸炭炉まで、熱処理炉の点検・修理設備改善：安全・環境・省エネの提案工事部品販売：熱処理に関する部品、対寿命表面処理の販売,愛知県名古屋市瑞穂区浮島町6-25,2009,,17,30百万円,http://www.chubudenki.jp/index.html,
2024-08-01,プロパティー・パートナーズ株式会社,不動産管理,2,■事業内容：・オフィスビル、商業施設等の企画・設計・工事・管理運営・集合住宅の企画・設計・分譲・賃貸・管理運営・不動産（オフィス、住居、商業施設等）への投資 など,東京都港区浜松町1-27-17三和ビル4F,2007,47.2,22,100百万円,https://www.property-p.com/,
2024-06-01,株式会社ＩＳＩ・ビルド,ゼネコン,2,■事業内容： 当社は平成13年に創立された総合建設会社です。土木工事をメインに道路・河川・下水道・建築等の施工の業務をしております。埼玉県東部を中心に関東圏北部の案件を請け負うことが多いです。案件の依頼先は100％官公庁からの案件で、設立から２、3年の下請けを経験した後、社員総出で官公庁の案件の元請けとして受注をはじめ、実績を積まれてきました。初めは苦労も多かったですが、ここ数年で売り上げが順調に伸び、埼玉県でも50社しかいないと言われる入札資格Ａランクを取ることが出来ました。,埼玉県幸手市大字幸手2619,2001,,17,30百万円,https://www.isi-build.com/,
2024-07-01,株式会社相模エンジニアリング,建設コンサルタント,2,■事業内容：土木構造物の調査、点検、診断、設計,千葉県八千代市村上南1-1-13パルファミール2F,1999,,30,3百万円,http://www.sagami-ec.com/,
2024-06-01,株式会社アリヤス設計コンサルタント,建築設計事務所,1,■事業内容： (1)橋梁を含む各種構造物の計画・調査及び設計(2)道路に関する計画・調査及び設計(3)河川に関する計画・調査及び設計(4)農業土木に関する計画・調査及び設計(5)上下水関する計画・調査及び設計(6)公園に関する計画・調査及び設計(7)構造物診断及び補修設計(8)地質・土質・地すべりの調査及び解析(9)測量各種(10)土木全般の施工管理,北海道札幌市豊平区月寒西三条6-2-1,1967,46.0,48,30百万円,なし,
2024-08-01,成幸利根株式会社,サブコン,19,■会社概要：地下工事・基礎工事のスペシャリストとして、山留・遮水壁工事、基礎工事、地盤改良工事、環境対策工事・防災工事などを提供。安全で安心な暮らしを実現するための「インフラ構築」の一翼を担う企業であるヒロセグループの一員。2019年には、地震発生時に変形追従が可能な「フレックス エコウォール工法（耐震性鉛直遮水壁工法）」を開発し、工期短縮かつ経済性にすぐれた工法として実用化することに成功。地球環境問題等への関心が高まるなか、持続可能な社会の構築に向けて、環境対策・防災対策の分野での取り組みを強化しています。,東京都中央区日本橋堀留町1-2-10日本橋堀留町ファースト3F,2008,,220,100百万円,https://seikotone.co.jp/,
2024-08-01,株式会社グッド・アイズ建築検査機構,建設コンサルタント,3,■事業内容：・これまで行政のみで行ってきた確認検査業務が1998年に民間開放され、「公正中立な第三者機関」として2005年9月に設立した指定確認検査機関です。主に建築確認検査、構造計算適合性判定、住宅性能評価、長期優良住宅、住宅瑕疵担保保険、CASBEE、フラット35（適合証明）、デューデリジェンスの業務を行っております。,東京都新宿区百人町2-16-15M・Yビル2F,2005,,41,100百万円,https://www.good-eyes.co.jp/,
2024-08-01,タマキハウジング株式会社,住宅（ハウスメーカー）,4,■事業内容戸建住宅／賃貸マンション／分譲マンション 設計監理・建築施工・土地活用コンサル★戸建住宅・アパート・分譲マンションなど様々な建物づくりをしております★グループ企業からの分譲マンション建築や一般戸建て住宅建築など、定期的に受注が入ってくるので様々な建物造りに関わることが出来ます。＝こんな住宅も、沖縄で先駆けて建築しました＝★車社会の沖縄…パーキングスペースを確保するために 『屋上庭園』つきの住宅を建築★沖縄にもIT革命を 『IOT住宅』でスマホなどのデバイスと連携★外国人居住者が多い沖縄だから… 土足対応、マスターベッドルーム、シャワー完備 外国人向け住宅を建設,沖縄県那覇市古波蔵3-5-43ウィングシャトー那覇リバーガーデン1F,2008,38.6,27,40百万円,https://www.tamaki-house.co.jp/,
2024-06-01,株式会社エムテック,不動産管理,2,■事業内容：名古屋市内に住んでいる方なら一度は目にしたことのある「MTEC」の看板で有名なエムテックが経営する駐車場の管理、運営、メンテナンス事業を行っています。,愛知県名古屋市中区栄5-7-14,2000,33.0,210,41百万円,http://www.109chu.com/,
2024-07-01,株式会社ディーテック,設備管理・メンテナンス,1,■事業内容： 電気設備工事、空調設備工事、全般＜電気と空調の工事が得意な会社です＞新設・改装・リニューアル・増設まで電気工事、空調工事のことなら私たちまでご相談ください。『お客様に信頼され選ばれつづけること』をスローガンに積み重ねてきた提案力と技術力で、お客様の様々なお悩みを解決いたします。設計から施工、メンテナンスまで、経済と環境の両立を目指した安全で快適な省エネ空間をご提供いたします。,福岡県大野城市南ケ丘2-1-23,2009,,4,10百万円,https://www.dtech-inc.co.jp/,
2024-07-01,株式会社エスポ,設備管理・メンテナンス,4,＜企業概要＞■事業内容消防設備を販売・施工している会社です。消防設備の設計・施工管理・保守・点検・リニューアル・管工事・消防施設工事等営業品目：真空スプリンクラー・放水型ヘッドを用いるスプリンクラー・共同住宅用スプリンクラー設備等、泡消火設備、屋内外消火設備、連結送水、連結散水設備、ドレンチャー設備、ガス系消火設備、粉末消火設備大手防災設備会社からの受注がメインです。,宮城県仙台市若林区白萩町35-19,2009,41.0,17,10百万円,http://s-po.jp/,
