更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,吉岡電気工業株式会社,サブコン,求人なし,大阪府摂津市東正雀18-10ラフィーネ・ドゥ・ミル,1965,代表取締役 吉岡 啓次,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社西村工業,設備管理・メンテナンス,求人なし,愛知県半田市岩滑東町1-116,2001,代表取締役 西村 清志,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社Ｒ・Ｐｌａｎｎｉｎｇ,設備管理・メンテナンス,求人なし,兵庫県神戸市中央区相生町4-2-13,2005,代表取締役 山田 満,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ジョイホーム,建築設計事務所,求人なし,群馬県高崎市小八木町553-2,1993,代表取締役 山崎 和也,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社藤田工務所,サブコン,求人なし,青森県三戸郡五戸町大字上市川字中筒67-255,1994,代表取締役 藤田 竹志,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大輪実業株式会社,不動産仲介,求人なし,大阪府東大阪市長田2-1-11,1976,代表取締役 吉川 定三,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,創建プランニング株式会社,住宅設備・建材,無,千葉県船橋市西船4-31-20シンセロＡＫＩＯ 101,1988,代表取締役 金子 光春,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,一級建築士事務所・リフォーム設計・施工・及びそれらに関連する事業船橋市及び市川市一般入札事業等塗装工事(外壁・屋根一般塗装、遮熱、断熱塗装 等）防水工事(FRP、ウレタン塗膜、シート防水 等)外装工事(屋根葺替え、瓦屋根補修、雨樋 等)内装工事(クロス、フローリング 等)水廻り工事(風呂、トイレ、キッチン 等)エクステリア工事(バルコニー、テラス、玄関ドア 等)外構工事耐震工事 2023年11月doda掲載求人より引用
2024-08-01,株式会社オカイ,ゼネコン,求人なし,奈良県大和高田市今里町16-41,1996,代表取締役 甲村 耕三,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社あさひ不動産,不動産仲介,求人なし,愛知県名古屋市中区新栄1-6-2マルセンビル 1Ｆ,1990,代表取締役 宮﨑 誠明,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ブリーズハウジング,住宅（ハウスメーカー）,求人なし,徳島県徳島市北矢三町3-2-84,1976,代表取締役 宮城 優,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社創建ホーム,住宅設備・建材,求人なし,愛知県一宮市森本2-14-3,2006,代表取締役 城石 隆,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社リビングアートいしだ,内装・インテリア・リフォーム,求人なし,岡山県岡山市東区中川町597-8,2002,代表取締役 石田 淳司,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社イノマタ,内装・インテリア・リフォーム,求人なし,愛知県一宮市古金町2-29-4,1989,代表取締役 猪俣 光雄,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社イチロー,不動産金融,求人なし,神奈川県横浜市港南区最戸1-2-27Ｓｔ上大岡 101,1969,代表取締役 佐藤 一郎,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ホーセイエステート,不動産仲介,求人なし,長崎県佐世保市祇園町19-1池田ハイツ 203,1994,代表取締役 池田 豊,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,箱崎プラント工業株式会社,プラントメーカー・プラントエンジニアリング,求人なし,福岡県福岡市博多区金の隈2-17-35,1984,代表取締役 野村 健志,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社Ｉ．Ｓ．Ｗ,内装・インテリア・リフォーム,求人なし,愛知県春日井市高山町字辻山35-17,2007,代表取締役 伊藤 昌秀,4 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＮＥＸＵＳ,サブコン,求人なし,千葉県柏市増尾台1-11-70,2008,代表取締役 梅澤 竜也,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,平和ハウス株式会社,不動産仲介,求人なし,大阪府堺市美原区小寺794,1973,,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,鶴川リビング株式会社,不動産金融,求人なし,東京都町田市広袴3-25-19,1976,代表取締役 松原 章三,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社平和メンテ・エンジニアリング,設備管理・メンテナンス,求人なし,福岡県筑紫野市大字俗明院43,1998,代表取締役 大橋 直之,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社イルカハウジング,不動産仲介,求人なし,神奈川県横浜市鶴見区平安町1-28,1999,代表取締役 嶺井 秀範,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社木村電工社,設備管理・メンテナンス,求人なし,東京都北区豊島1-31-3,1973,代表取締役 木村 雅一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,誠晃産業株式会社,不動産仲介,求人なし,神奈川県横浜市神奈川区新子安1-32-5マツバラホームズ1995 102,1990,代表取締役 松原 誠人,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社西三,設備管理・メンテナンス,求人なし,愛知県豊田市加納町市坂15-5,1991,代表取締役 深谷 浩次,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社ＢＯＮＢＯＮ,内装・インテリア・リフォーム,求人なし,東京都港区南青山4-5-12,2003,代表取締役 中島 孝之,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アネストブレーントラスト,設備管理・メンテナンス,求人なし,東京都新宿区西新宿3-15-7ＭＨビル 6Ｆ,2004,代表取締役 荒井 康矩,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社愛宕ファシリティーズ,設備管理・メンテナンス,求人なし,新潟県新潟市中央区大島95-12,2007,代表取締役 北垣 大介,13 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社イルトン,不動産仲介,求人なし,東京都板橋区板橋4-37-3,1990,代表取締役 琴 民樹,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社田中工務店,住宅（ハウスメーカー）,求人なし,香川県高松市上天神町686-1,1997,代表取締役 田中 浩一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社建設コンサルタントナガトモ,建設コンサルタント,求人なし,宮崎県児湯郡新富町富田東3-29-2,1974,代表取締役 長友 大,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,藤原工業株式会社,不動産管理,求人なし,大阪府吹田市寿町2-26-9,1989,代表取締役 藤原 浩一,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社高山測量設計,建築設計事務所,求人なし,愛知県名古屋市緑区鳴海町字嫁ケ茶屋195-2ブリーズドゥメールＰ 102,1991,取締役 高山 康司,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,開成株式会社,不動産仲介,求人なし,福岡県福岡市中央区大手門2-4-26高山ビル 501,1989,代表取締役 髙山 久徳,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社風間調査設計事務所,建築設計事務所,求人なし,新潟県新潟市江南区早通3-1245-1,2001,,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,まつもと工務店株式会社,設備管理・メンテナンス,求人なし,埼玉県狭山市大字水野673-1,2005,代表取締役 松本 武也,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社グルーヴ,不動産管理,無,大阪府大阪市中央区久太郎町2-5-28久太郎町恒和ビル 7Ｆ,2001,代表取締役 池元 宏行,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社セゾン沖縄,内装・インテリア・リフォーム,求人なし,沖縄県沖縄市字登川2247-2,1993,代表取締役 上原 文浩,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,フジアート株式会社,内装・インテリア・リフォーム,求人なし,神奈川県藤沢市城南1-8-7,2001,代表取締役 渡邉 富士雄,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,三洋テック株式会社,ゼネコン,求人なし,埼玉県春日部市豊町2-7-2,2011,代表取締役 小畑 義弘,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ランドスタイル株式会社,サブコン,求人なし,群馬県館林市羽附町647-1,2008,代表取締役 石山 清隆,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社桜井電設,設備管理・メンテナンス,求人なし,埼玉県川口市大字差間234-34,1973,代表取締役 桜井 一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社章和工業所,不動産仲介,求人なし,大阪府大阪市大正区三軒家東5-13-11,1977,代表取締役 上林 彰夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社平田,不動産仲介,求人なし,奈良県奈良市登美ヶ丘1-1-8,1973,代表取締役 平田 康裕,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社バロック,サブコン,求人なし,東京都江戸川区東葛西5-12-6,2010,代表取締役 望月 健太郎,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社サワノ,内装・インテリア・リフォーム,無,兵庫県高砂市荒井町小松原1-2-10,2008,代表取締役 澤野 文明,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社テック・ワン,設備管理・メンテナンス,無,埼玉県川口市江戸1-1-14,2009,代表取締役 山本 信敬,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,三洋村山株式会社,不動産仲介,求人なし,埼玉県朝霞市朝志ケ丘1-7-7,1951,代表取締役 村山 桃子,18 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,岡島財産コンサルタンツ株式会社,不動産管理,求人なし,東京都千代田区鍛冶町2-4-5,2011,代表取締役 岡島 博史,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社城北ハウジング,建築設計事務所,求人なし,埼玉県さいたま市南区南浦和2-40-3大井ビル 2Ｆ,2004,取締役 本川 勝,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社カインドリフォーム,内装・インテリア・リフォーム,無,大阪府大阪市東住吉区西今川2-19-3,2006,代表取締役 寺田 憲広,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社三上リアルエステート,不動産仲介,求人なし,埼玉県志木市本町5-21-3レジデンス三上 1Ｆ,1982,代表取締役 三上 保教,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社高岡工業,住宅設備・建材,求人なし,埼玉県所沢市糀谷408-5,2006,代表取締役 高岡 幸博,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社大京ステップ,サブコン,求人なし,埼玉県飯能市大字宮沢117-6,1986,代表取締役 山口 維摩,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社テック防災,設備管理・メンテナンス,求人なし,東京都北区赤羽2-25-3竹花ビル 101,1997,代表取締役 永井 龍馬,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社平野設備工業所,サブコン,求人なし,北海道札幌市東区東雁来六条3-1-1,1978,代表取締役 渡会 幸夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社平林タイル,サブコン,求人なし,愛知県知多郡東浦町大字石浜字なかね11-3,1987,代表取締役 平林 秀之,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社大樹,ゼネコン,求人なし,広島県安芸郡海田町国信1-6-40,1992,代表取締役 小松 正,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社ＣＬＶ,プラントメーカー・プラントエンジニアリング,求人なし,愛知県名古屋市天白区平針南3-806-1,2001,代表取締役 内藤 康浩,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社エルテック,設備管理・メンテナンス,求人なし,岡山県岡山市北区島田本町1-2-25,2000,代表取締役 國富 郷太郎,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社小沢建設工業,ゼネコン,求人なし,埼玉県川越市大字藤間1132-14,2010,代表取締役 小沢 啓,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,パブリックアソシエイツ株式会社,不動産管理,求人なし,大阪府大阪市中央区淡路町1-4-9ＴＰＲ北浜ビル602,2008,代表取締役 酒井 弘,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社コンクウェスト,不動産仲介,求人なし,滋賀県草津市野路1-12-16,2002,代表取締役 河合 隆史,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社早川重鍛興業,ゼネコン,求人なし,埼玉県さいたま市岩槻区加倉5-10-9,2004,代表取締役 早川 庫吾,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社グッドホーム,不動産仲介,求人なし,東京都杉並区下井草3-33-12,2004,代表取締役 髙宮 秀一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ワコーテクノ,ゼネコン,求人なし,大阪府大阪市旭区新森7-16-20新森イマザトビル,1988,,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社すまいまもり,内装・インテリア・リフォーム,求人なし,福島県いわき市鹿島町久保字反町20-2,2009,代表取締役 尾形 憲一,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社森工業,サブコン,求人なし,埼玉県白岡市篠津942-1,2008,代表取締役 小森谷 清,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社首都圏設備,建設・プラント・不動産業界,求人なし,埼玉県越谷市大字平方2558-3,2006,代表取締役 真中 敏雄,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,春名建設株式会社,ゼネコン,求人なし,兵庫県神戸市垂水区舞子坂3-17-2奥の池ハイム 4Ｆ,1978,代表取締役 芝本 和彦,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社住研川越管理,不動産管理,求人なし,埼玉県川越市仙波町3-16-13,2000,代表取締役 渡邉 吉雄,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ｉ・ｅ・ｓリビング倶楽部,内装・インテリア・リフォーム,求人なし,北海道札幌市中央区南一条東6-2-30ラ・フォーレ札幌 101,2005,代表取締役 笹尾 健之,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社森本調査設計,土地活用,求人なし,愛知県日進市岩崎台2-1005,2002,取締役 森本 拓也,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社仙北企業,不動産仲介,求人なし,宮城県大崎市古川南町3-2-27,1982,代表取締役 髙橋 孝,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社エバテック,設備管理・メンテナンス,求人なし,埼玉県さいたま市岩槻区南平野3-19-6,1995,代表取締役 菊池 和彦,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ツカサ建設工業株式会社,サブコン,求人なし,埼玉県戸田市下戸田2-12-21,2002,代表取締役 山田 賢司,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社大生舎,不動産仲介,求人なし,東京都千代田区外神田2-3-11,1952,代表取締役 山崎 栄二,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,早島・地所株式会社,不動産仲介,求人なし,岡山県都窪郡早島町早島443-1リトルプレイスはやしま 1Ｆ 101,2007,代表取締役 佐藤 勝司,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,松岡不動産株式会社,不動産仲介,求人なし,大阪府大阪市北区堂島1-4-18,1964,代表取締役 松岡 辰弥,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社タキザワ電工,サブコン,求人なし,埼玉県狭山市大字南入曽6-5,2006,代表取締役 瀧澤 健,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日興設備工業株式会社,住宅設備・建材,求人なし,埼玉県さいたま市北区本郷町1410-3,1971,代表取締役 内田 嘉則,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ティー・エステート,不動産仲介,求人なし,東京都渋谷区渋谷3-18-7渋谷東一号館 4Ｆ,2004,代表取締役 田中 廣実,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ベースインテリア,内装・インテリア・リフォーム,求人なし,埼玉県川口市大字赤井1313-42,2011,代表取締役 中里 仁,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,三浦建設有限会社,サブコン,求人なし,愛知県尾張旭市西大道町六兵衛前3935,2002,代表取締役 三浦 一成,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社エクステリアワーク・ＳＫＹ,サブコン,求人なし,岐阜県土岐市泉町久尻25-12,2003,取締役 山口 将亘,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社五黄不動産,不動産仲介,求人なし,福岡県福岡市博多区博多駅東1-11-5アサコ博多ビル1001,2008,代表取締役 矢野 充一,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ＫＯＳマネジメント株式会社,不動産管理,求人なし,大阪府大阪市浪速区湊町1-2-3マルイト難波ビル 14Ｆ,2007,代表取締役 福西 尚武,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ウチダ,サブコン,求人なし,東京都足立区興野2-20-29,1990,代表取締役 内田 喜代美,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社三進,設備管理・メンテナンス,求人なし,埼玉県八潮市大字大曽根147-1,2001,代表取締役 髙野 守,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ナチュールホーム株式会社,建築設計事務所,求人なし,岐阜県羽島市福寿町平方9-39,1984,代表取締役 高橋 普佐男,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,新田石油株式会社,不動産仲介,求人なし,兵庫県神戸市中央区上筒井通7-3-10,1956,代表取締役 久保田 千惠子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社東亜サービス,不動産仲介,求人なし,千葉県佐倉市大崎台1-6-1,1991,代表取締役 宍倉 睦美,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,不動産情報センター株式会社,不動産仲介,求人なし,大阪府大阪市港区波除3-2-5アミューズＭＡＫＩ,2004,代表取締役 加藤 良一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
