更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,株式会社好陽産業,サブコン,求人なし,茨城県北茨城市華川町中妻392,1979,代表取締役 滑川 征宏,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,飯塚不動産株式会社,不動産仲介,求人なし,千葉県船橋市本中山3-20-14,1988,代表取締役 飯塚 和利,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,啓明興業株式会社,不動産仲介,求人なし,東京都千代田区紀尾井町3-32紀尾井ビル 6Ｆ,1972,代表取締役 山内 達男,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,アドレス株式会社,不動産仲介,求人なし,福島県いわき市平六町目3-18グラン・ドムール緑川ビル 1Ｆ,1998,代表取締役 高尾 昇,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社日建住宅,住宅（ハウスメーカー）,求人なし,千葉県船橋市咲が丘1-34-9,1976,代表取締役 宮澤 太,70 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,三朋住宅設備株式会社,設備管理・メンテナンス,求人なし,千葉県船橋市薬円台5-10-36,1977,代表取締役 鈴木 和代,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社サン中央ホーム,不動産仲介,求人なし,千葉県船橋市飯山満町3-1535-17第二中央ビル 101,1977,代表取締役 工藤 祐政,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社山城産業,設備管理・メンテナンス,求人なし,千葉県船橋市栄町1-20-4メゾンＹＫ 2Ｆ,1978,代表取締役 山崎 誠,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,北総電機産業株式会社,サブコン,求人なし,千葉県船橋市本郷町720,1980,代表取締役 椎名 教泰,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エイケン,設備管理・メンテナンス,求人なし,千葉県船橋市米ケ崎町729,1966,代表取締役 太田將彦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,稲村工業株式会社,サブコン,求人なし,千葉県船橋市飯山満町2-683-3,1978,代表取締役 稲村 清忠,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社烏山,不動産管理,求人なし,東京都千代田区内幸町2-2-3日比谷国際ビル 511,1961,代表取締役 吉田 和子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
