更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,株式会社オガワクリーンシステム,住宅設備・建材,求人なし,東京都立川市錦町6-21-14,1973,代表取締役 小川 恭智,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社フレスコ,設備管理・メンテナンス,求人なし,東京都渋谷区本町1-42-9301,2001,取締役 田中 進,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社藤紋,サブコン,求人なし,東京都立川市栄町2-22-2,1973,代表取締役 吉澤 美樹,24 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社東建社,設備管理・メンテナンス,求人なし,東京都立川市富士見町1-15-5ことぶきビル,1965,代表取締役 松島 敏郎,51 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社三原組,ゼネコン,求人なし,大阪府箕面市稲1-5-3,1975,代表取締役 三原 光治,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,中島建設株式会社,ゼネコン,求人なし,東京都立川市錦町1-2-11,1958,代表取締役 中島 孝昌,32 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社クレアスライフ,ディベロッパー,求人なし,東京都港区六本木5-1-3ゴトウビルディング1ｓｔ,2007,代表取締役 尾池 雄二,420 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社クラテック,プラントメーカー・プラントエンジニアリング,求人なし,東京都立川市砂川町2-36-1,1972,代表取締役 倉内 淳,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ドライバー・ホース,不動産管理,求人なし,大阪府箕面市西小路2-13-40,1989,代表取締役 植山 典昭,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社日輪,設備管理・メンテナンス,求人なし,大阪府箕面市船場東2-4-2,1984,代表取締役 加藤 輝幸,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ウェルダン,ゼネコン,求人なし,東京都立川市栄町4-16-9,1982,代表取締役 兼坂 成一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社トーコン,サブコン,求人なし,東京都立川市富士見町7-33-28オリンピア工業（株）本社ビル 4Ｆ,1973,代表取締役 小関 長一郎,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社高砂建設工業,サブコン,求人なし,東京都立川市幸町1-7-15,1979,代表取締役 海老沢 成治,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,坂建設株式会社,住宅（ハウスメーカー）,求人なし,大阪府箕面市今宮2-4-8,1983,代表取締役 坂 忠義,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
