更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,むつみ造園土木株式会社,サブコン,求人なし,秋田県秋田市山王5-13-3,1969,代表取締役 佐々木 創太,35 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社トキオ・テック,内装・インテリア・リフォーム,求人なし,東京都千代田区東神田2-9-6平野ビル 2Ｆ,1971,代表取締役 平野 正樹,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ユニカホールディングス株式会社,住宅設備・建材,求人なし,東京都千代田区岩本町2-10-6川原ビル 2Ｆ,1965,代表取締役 篠原 由郎,72 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社達山,内装・インテリア・リフォーム,求人なし,秋田県秋田市土崎港中央3-12-26,1981,代表取締役 筒井 雄也,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社加賀昭塗装,サブコン,求人なし,秋田県秋田市土崎港東2-9-12,1970,代表取締役 田山 大智,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社三和企画,建築設計事務所,求人なし,千葉県千葉市若葉区大宮町3360-34,1974,代表取締役 田中 邦典,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社小川建材店,建築設計事務所,求人なし,千葉県千葉市若葉区若松町717-8,1955,代表取締役 小川 智浩,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社東一興業,サブコン,求人なし,宮城県仙台市青葉区国見ケ丘2-24-7,1989,代表取締役 西原 康夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ユニバーサル・ライフ,プラントメーカー・プラントエンジニアリング,求人なし,山形県山形市大字長谷堂602-1,2001,代表取締役 古内 昭治,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社山岸商會,内装・インテリア・リフォーム,求人なし,福島県福島市北矢野目字窪田23-2,1983,代表取締役 山岸 重夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エンタツ,不動産仲介,無,宮城県仙台市青葉区中央3-7-1エンタツパーキングビル 1Ｆ,1979,代表取締役 横山 一作,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社小堀商会,サブコン,求人なし,千葉県千葉市若葉区若松町981-44,1959,代表取締役 小堀 達也,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社暁恒産,住宅設備・建材,求人なし,茨城県水戸市笠原町1590-1,1989,代表取締役 根本 妃美子,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ウヌマ地域総研,建設コンサルタント,求人なし,秋田県秋田市八橋新川向13-19,1976,代表取締役 鵜沼 順之,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
