更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,株式会社フジ相互開発,不動産金融,求人なし,宮城県仙台市宮城野区原町3-5-32コーポゼン 1Ｆ 102,1975,代表取締役 佐々木 亨,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社イー・ジェー・アール,不動産金融,求人なし,宮城県仙台市宮城野区宮千代3-9-15,1987,代表取締役 青木 真大,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社高砂不動産,不動産仲介,求人なし,宮城県多賀城市高橋2-19-7イーストアーバニィ 101,1980,取締役 瀬戸 芳秋,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社テラ構造設計,建築設計事務所,求人なし,宮城県遠田郡涌谷町下郡字竹の花14,1991,代表取締役 髙橋 一夫,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,栗駒通商株式会社,不動産仲介,求人なし,宮城県栗原市高清水欠屋敷8-1,1969,代表取締役 千田 雅啓,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社カンノ広芸,内装・インテリア・リフォーム,求人なし,宮城県柴田郡大河原町字錦町3-48,1989,代表取締役 菅野 文男,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ランドマーク不動産株式会社,不動産管理,求人なし,宮城県柴田郡大河原町字西桜町2-1ランドマークビル 101,1991,代表取締役 松崎 守男,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社オープン・スペース不動産,不動産仲介,求人なし,宮城県大崎市古川駅前大通4-1-15,1987,代表取締役 髙橋 哲夫,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社ネットワークの里,建築設計事務所,求人なし,山形県山形市大字八森705-1,2001,取締役 只野 政徳,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,アースリストア株式会社,サブコン,求人なし,山形県上山市狸森字焼山309-3,1993,代表取締役 石川 光治郎,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
