更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,上場市場名
2024-08-01,大同舗道株式会社,サブコン,求人なし,,北海道札幌市中央区北二条東17-2岩田建設本店 5Ｆ,1973,代表取締役 金子 立一,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,神野建設株式会社,サブコン,求人なし,,福岡県北九州市若松区大字安瀬25-1,1966,代表取締役 神野 康,95 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社蔭山組,内装・インテリア・リフォーム,求人なし,,和歌山県和歌山市中島547-3,1988,代表取締役社長 蔭山 耕造,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社吉本建設,ゼネコン,求人なし,,和歌山県和歌山市大垣内739,1990,代表取締役 吉本 成伸,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社浅井良工務店,住宅（ハウスメーカー）,求人なし,,和歌山県和歌山市築港3-29-4,1979,代表取締役 中口 勝之,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,国土建設株式会社,ディベロッパー,求人なし,,和歌山県和歌山市手平4-6-70,1982,代表取締役 瀧 敏秀,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日昇ホーム株式会社,住宅（ハウスメーカー）,求人なし,,群馬県前橋市亀里町590-1角田ビル 1Ｆ,1993,代表取締役 角田 佳彦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ソウワ・ディライト,サブコン,求人なし,,群馬県前橋市小屋原町722-1,1981,代表取締役 渡邉 辰吾,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大和施設株式会社,設備管理・メンテナンス,求人なし,,長野県長野市大字大豆島3059-11,1962,代表取締役 宮下 俊明,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,炭平コーポレーション株式会社,ゼネコン,求人なし,,長野県長野市大字北長池1667,1948,代表取締役 鷲澤 幸一,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,旭興業株式会社,不動産管理,無,,福岡県北九州市小倉北区鍛冶町2-1-1クルーズ勝山通ビル 3Ｆ,1963,代表取締役 福永 幸子,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,松澤工業株式会社,設備管理・メンテナンス,求人なし,,長野県長野市大字東和田508,1948,代表取締役 松澤 吉剛,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社高橋造園土木,内装・インテリア・リフォーム,求人なし,,群馬県前橋市金丸町38,1986,代表取締役社長 高橋 副二,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社若港,サブコン,求人なし,,福岡県北九州市若松区くきのうみ中央7-18,1967,代表取締役 六田 啓二,65 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社マツハシ冷熱,設備管理・メンテナンス,求人なし,,長野県長野市若里1-5-1,1962,代表取締役 上島 隆久,270 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,上起建設株式会社,ゼネコン,求人なし,,和歌山県和歌山市西浜921,1981,代表取締役 矢野 友造,90 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社鹿熊組,ゼネコン,求人なし,,長野県長野市大字鶴賀緑町1631-3,1959,代表取締役 鹿熊 聡,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社九州設備工業所,サブコン,求人なし,,福岡県北九州市若松区大字畠田941-1,1968,代表取締役 牧野 将大,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社北海道建設会館,不動産管理,求人なし,,北海道札幌市中央区北四条西4-1伊藤ビル6Ｆ,1949,代表取締役 玉木 勝美,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,金澤工業株式会社,サブコン,求人なし,,長野県長野市大字中御所岡田町157-1,1953,代表取締役 金澤 久仁彦,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,第一電設株式会社,内装・インテリア・リフォーム,求人なし,,群馬県前橋市上細井町2316-1,1976,代表取締役 堀口 晃,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社山二,住宅設備・建材,求人なし,,長野県須坂市大字井上1700-17,1954,代表取締役 宮野尾 宏,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社白樺設計,建築設計事務所,求人なし,,北海道札幌市中央区南一条西17-1-18白樺ビル 202,1969,代表取締役 蒔田 淳一,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社長橋商会,サブコン,求人なし,,長野県長野市篠ノ井御幣川932-1,1959,代表取締役 長橋 俊哉,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ひびき灘開発株式会社,不動産管理,無,■土地の造成、管理、分譲および賃貸■倉庫など港湾関連施設の建設、管理運営および賃貸■廃棄物、浚渫土砂などの埋立処分＜株主＞◎公共団体／北九州市、福岡県◎民間企業／日本製鉄株式会社、AGC株式会社、三菱ケミカル株式会社、電源開発株式会社、日本コークス工業株式会社、出光興産株式会社、日産自動車株式会社、黒崎播磨株式会社、株式会社みずほ銀行、株式会社福岡銀行 2024年5月doda掲載求人より引用,福岡県北九州市若松区久岐の浜1-9,1973,代表取締役 古川 義彦,"1,365 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社吉川ゼネラルソリューション,ゼネコン,求人なし,,和歌山県和歌山市松江北7-6-5ＹＯＳＨＩＫＡＷＡ ＢＬＤＧ．ＷＡＫＡＹＡＭＡ,1964,代表取締役 須磨 德裕,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,飯島建設株式会社,ゼネコン,求人なし,,長野県長野市若里6-3-22,1965,代表取締役 中川大三,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ティー・エム・エス,内装・インテリア・リフォーム,求人なし,,群馬県前橋市田口町1321-2,1990,代表取締役 宇野 研二,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,共栄電設株式会社,サブコン,求人なし,,和歌山県新宮市新宮3451-1,1966,代表取締役 五味加壽人,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,藤森建設工業株式会社,住宅設備・建材,求人なし,,長野県長野市三輪6-7-6,1946,代表取締役 小黒 公洋,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,新光ビルサービス株式会社,設備管理・メンテナンス,求人なし,,群馬県前橋市駒形町1465-19,1982,代表取締役 戸塚 正男,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社信州冷機,サブコン,求人なし,,長野県長野市真島町川合2036-33,1970,代表取締役 轟 一弥,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,扶桑精機株式会社,建設・プラント・不動産業界,求人なし,,和歌山県和歌山市田尻154-1,1981,代表取締役 井田 憲男,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ライトコーポレーション,建築設計事務所,求人なし,,和歌山県和歌山市和歌浦中2-2-2,1991,代表取締役社長 芝本 好司,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社一条工務店群馬,住宅（ハウスメーカー）,求人なし,,群馬県前橋市上小出町1-6-2,1986,代表取締役 藤生 武久,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,共和建設株式会社,内装・インテリア・リフォーム,求人なし,,長野県長野市三輪1-2-13,1946,代表取締役社長 野本 大介,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,近畿産業株式会社,サブコン,求人なし,,和歌山県和歌山市東布経丁1-5,1975,代表取締役 上田 佳弘,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社白海,サブコン,無,■海上土木工事・しゅんせつ工事での土木施工管理【建設業許可】福岡県知事 許可（特定）第107355号【認証取得】ISO 9001・ISO 14001・ISO 45001 2024年4月doda掲載求人より引用,福岡県北九州市若松区響町3-1-33,1982,代表取締役 石橋 敬,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,削進技研工業株式会社,サブコン,求人なし,,和歌山県和歌山市北島300-9,1979,代表取締役 浅井 浩規,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社春原木材,建築設計事務所,求人なし,,長野県長野市松代町豊栄6414-5,1949,代表取締役 春原 明,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社船元建設工業,ゼネコン,求人なし,,福岡県北九州市若松区南二島5-5-1,1974,代表取締役 船元 泰博,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,信濃酒井建設株式会社,ゼネコン,求人なし,,長野県長野市篠ノ井山布施8470,1963,代表取締役 山﨑 徳彦,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,松代建設工業株式会社,内装・インテリア・リフォーム,求人なし,,長野県長野市青木島1-2-1,1962,代表取締役 湯本 宜成,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,高木建設株式会社,建築設計事務所,求人なし,,長野県長野市安茂里小市1-3-31,1952,代表取締役 髙木 亜矢子,92 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アイ・ピー・イー,建築設計事務所,求人なし,,群馬県前橋市元総社町533-13,1990,代表取締役 金森 基,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アクティブマドリード,不動産仲介,求人なし,,和歌山県和歌山市十一番丁10Ｊａｍビル 2Ｆ,1987,代表取締役 依岡 善明,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社昌和機械工業所,サブコン,求人なし,,和歌山県和歌山市松江中1-14-27,1966,代表取締役 池田 慎一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,紀州住機建設株式会社,ゼネコン,求人なし,,和歌山県和歌山市岩橋1632-1,1989,代表取締役 吉松 三喜,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,川中島建設株式会社,ゼネコン,求人なし,,長野県長野市篠ノ井岡田200-1,1944,代表取締役社長 笠井 澄人,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,小山木材株式会社,住宅設備・建材,求人なし,,長野県長野市松代町松代155,1965,代表取締役 小山 正晃,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,昭和建物株式会社,不動産管理,求人なし,,長野県長野市大字鶴賀1403大通り昭和ビル,1929,代表取締役 小池 輝幸,272 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,池田建設株式会社,不動産仲介,求人なし,,長野県長野市広田77,1960,代表取締役 池田 章,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社恒栄工業,住宅設備・建材,求人なし,,北海道札幌市西区二十四軒二条7-2-21,1978,代表取締役 上原 伸也,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社トーチュー企画,不動産管理,求人なし,,群馬県前橋市元総社町1611,1986,代表取締役 伊藤 忠義,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社第一製版印刷,建設・プラント・不動産業界,求人なし,,和歌山県和歌山市西浜1660-421,1976,代表取締役 松下 孝行,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,鉄鋼処理産業株式会社,プラントメーカー・プラントエンジニアリング,求人なし,,福岡県北九州市若松区南二島2-22-11,1981,代表取締役 宜本 繁紀,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日本綜合建設株式会社,建設コンサルタント,求人なし,,長野県長野市若里2-15-57,1957,代表取締役 美谷島 寿一,70 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社愛美堂,内装・インテリア・リフォーム,求人なし,,群馬県前橋市天川大島町1100-20,1980,代表取締役 中村 美幸,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,松浦舗道建設株式会社,ゼネコン,求人なし,,和歌山県和歌山市中島526第2松浦マンション 1Ｆ,1986,代表取締役 松浦 良暢,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,北海道ビルサービス株式会社,不動産管理,求人なし,,北海道札幌市中央区大通西3-7北洋大通センター 13Ｆ,1965,代表取締役 工藤 和繁,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社中央宅建,不動産仲介,求人なし,,北海道札幌市中央区南十一条西9-2-3宅建ビル,1972,代表取締役 堀井 眞吾,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社大松建設,サブコン,求人なし,,長野県長野市柳町81,1973,代表取締役社長 井上 善行,88 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,新日本設計株式会社,建築設計事務所,求人なし,,長野県長野市大字稲葉2561,1963,代表取締役 吉澤 隆美,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アトリエブンク,建築設計事務所,求人なし,,北海道札幌市中央区北二条東4-1-2サッポロファクトリー3条館 4Ｆ,1970,代表取締役 菅沼 秀樹,14 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社カワハラ通信,サブコン,求人なし,,福岡県北九州市若松区南二島2-20-21,1992,代表取締役 川原 裕治,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,共栄防災株式会社,建設・プラント・不動産業界,求人なし,,群馬県前橋市岩神町2-10-9,1970,代表取締役 此島 浩平,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,山路ライン株式会社,設備管理・メンテナンス,無,,和歌山県和歌山市園部1215-3,1987,代表取締役 山路 耕吉,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社サンビック,内装・インテリア・リフォーム,求人なし,,群馬県前橋市元総社町151-5コーポ大淵 1Ｆ,1971,代表取締役 大渕 尚親,78 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ナガサカ電気株式会社,サブコン,求人なし,,長野県長野市大字北長池726-1,1967,代表取締役 小林 正直,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ミヤマグッドホーム,内装・インテリア・リフォーム,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■屋根・外壁・内装・水廻りなどのリフォーム■高齢者向けリフォーム＜主要取引先＞官公庁（市・県）、財団法人電力中央研究所、株式会社カインズ、大東建託株式会社、大東建物管理株式会社、エイブル保証株式会社、株式会社ミニテック、株式会社セキチュー、株式会社ニトリ、イオンリテール株式会社、株式会社LIXILリアルティ、ほか 2022年10月doda掲載求人より引用,群馬県前橋市鳥羽町819-6,1990,代表取締役 金井 晴男,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,協同建設株式会社,住宅（ハウスメーカー）,求人なし,,長野県長野市松代町東条201,1977,代表取締役 斎藤 洋一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,カネイ設備工業株式会社,住宅設備・建材,求人なし,,和歌山県和歌山市築港3-6,1968,代表取締役 岩本 勉,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,三栄工業株式会社,サブコン,求人なし,,福岡県北九州市戸畑区牧山海岸4-8,1948,代表取締役 村田 信幸,35 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社中部工販,住宅設備・建材,求人なし,,長野県長野市大字柳原2362-23,1992,代表取締役 茂原 英嗣,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,戸畑土建工業株式会社,サブコン,求人なし,,福岡県北九州市戸畑区沖台2-11-16,1944,代表取締役 大西 松雄,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,札幌国際ビル株式会社,不動産仲介,求人なし,,北海道札幌市中央区北四条西4-1札幌国際ビルディング 5Ｆ,1972,代表取締役 伊藤 美香子,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,札幌ユニオン新管財株式会社,設備管理・メンテナンス,求人なし,,北海道札幌市中央区北五条西6-1第二道通ビル,1957,代表取締役 松永 芳久,13 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,信越ビー・アイ・ビー株式会社,設備管理・メンテナンス,求人なし,,長野県長野市大字柳原2550-15,1994,代表取締役 小林 義孝,19 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社日動,不動産仲介,求人なし,,北海道札幌市中央区南一条西1-16-4シルキービルシルキーハイツ 101,1977,代表取締役 前川 大輔,70 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社電波,設備管理・メンテナンス,求人なし,,福岡県北九州市戸畑区西鞘ケ谷町1-25,1971,代表取締役 勝葉 正紀,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,長野日化サービス株式会社,内装・インテリア・リフォーム,求人なし,,長野県長野市大字安茂里1557-1,1971,代表取締役 土山 俊行,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社コーティングコーポレーション,設備管理・メンテナンス,求人なし,,長野県長野市篠ノ井御幣川627-1,1990,代表取締役 小林 一成,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社デイール企画,建築設計事務所,求人なし,,北海道札幌市中央区南一条東1-2-1太平洋興発ビル 6Ｆ,1985,代表取締役 野呂 幸司,55 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日本ウェルド株式会社,サブコン,求人なし,,福岡県北九州市戸畑区金比羅町4-5,1966,代表取締役 大塚 潤,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ジー・イー機電株式会社,設備管理・メンテナンス,求人なし,,北海道札幌市中央区南六条西1-5-3,1959,代表取締役 大竹 繁夫,11 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,菅原造園建設株式会社,サブコン,求人なし,,福岡県北九州市戸畑区天神2-2-21,1979,代表取締役 菅原 千秋,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アースワーク,サブコン,求人なし,,長野県長野市大字柳原2361-12,1990,代表取締役 永井 秀明,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ウィルアクト,建設コンサルタント,求人なし,,長野県長野市若里4-17-20相沢第一ビル 3Ｆ,1979,代表取締役 宮下義德,16 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アイネス,建設コンサルタント,求人なし,,北海道札幌市中央区南二条東2-7-1ネオビル3,1981,代表取締役 中崎 義昭,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,九船建設株式会社,設備管理・メンテナンス,求人なし,,福岡県北九州市戸畑区銀座1-7-13,1984,代表取締役 矢野 聖子,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アパマン・プラザ,不動産仲介,求人なし,,北海道札幌市中央区南九条西4-1-12,1985,代表取締役 山崎 勇司,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,メルテックコンサルタント株式会社,建設コンサルタント,求人なし,,北海道札幌市西区二十四軒一条4-1-10,1971,代表取締役 工藤髙宏,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ダイアックス株式会社,住宅設備・建材,求人なし,,北海道札幌市西区琴似一条3-1-33ダイアックスビル 2Ｆ,1987,代表取締役 須藤 泰成,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,東日工業株式会社,不動産仲介,求人なし,,群馬県前橋市総社町総社2074-1,1981,代表取締役 原 正広,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,異島電設株式会社,住宅設備・建材,求人なし,,福岡県北九州市戸畑区新池3-3-18,1985,代表取締役 異島 洋,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社川中島装建,サブコン,求人なし,,長野県長野市稲里町下氷鉋392-3,1990,代表取締役 後藤 茂広,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ダイシン設計株式会社,ゼネコン,求人なし,,北海道札幌市中央区北五条西6-1-23道通ビル 4Ｆ,1979,代表取締役 本多 弘幸,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社桂積算,建設コンサルタント,無,,北海道札幌市中央区大通西10-4南大通ビル,1979,代表取締役 田中 正剛,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社日拓,サブコン,求人なし,,長野県長野市稲里町下氷鉋498-9,1988,代表取締役 山上 卓秀,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,花山建設株式会社,建築設計事務所,求人なし,,福岡県北九州市戸畑区元宮町11-18,1973,代表取締役 花山 武雄,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,井上ビルド工業株式会社,ディベロッパー,求人なし,,福岡県北九州市戸畑区牧山2-9-3,1987,代表取締役 井上 龍雄,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,トーリツ株式会社,建築設計事務所,無,,北海道札幌市東区北四十三条東16-1-8,1988,代表取締役 田中 利昭,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ヤマト防災サービスセンター,設備管理・メンテナンス,求人なし,,北海道札幌市中央区北三条東10-16,1984,代表取締役 高橋 一豪,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社亦野建築設計事務所,建築設計事務所,求人なし,,群馬県前橋市下小出町2-9-17,1970,代表取締役 亦野 高裕,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社泰斗設備工業,設備管理・メンテナンス,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 泰斗設備工業は26年の経験があります！弊社は平成7年7月3日に創立され、20年以上にわたり地元地域の給排水設備に携わってきました。給排水設備は、知識と経験が必要な工事です。20年以上の経験と知識を活かして、お客様の信頼と満足を得られるよう施工させていただきます。弊社はアフターフォローも充実させ、お客様との信頼関係の構築ができるよう努めております。 2021年11月doda掲載求人より引用,長野県長野市中越2-44-6,1995,代表取締役 坂野 貴彦,36 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社オーカワ,ゼネコン,求人なし,,和歌山県和歌山市松江北1-2-13,1973,代表取締役 大川 将玄,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,山一建設株式会社,住宅（ハウスメーカー）,求人なし,,群馬県前橋市箱田町1417-6,1988,代表取締役 山本 典輝,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社信誠,サブコン,求人なし,,長野県長野市青木島町大塚463-5,1986,代表取締役 下山 繁之,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社山田工務所,建設コンサルタント,求人なし,,群馬県前橋市表町2-9-15,1951,代表取締役 山田 弘道,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
