更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,株式会社松井建設,サブコン,求人なし,愛媛県松山市東石井6-3-11,1970,代表取締役 松井 光太郎,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社小林鉄工所,建築設計事務所,求人なし,香川県善通寺市善通寺町1971-2,1972,代表取締役 小林 潔,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社生島工業,プラントメーカー・プラントエンジニアリング,求人なし,神奈川県平塚市大神3233-6,1985,代表取締役 生島 彰,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,マルヨシ電機株式会社,住宅設備・建材,求人なし,愛知県半田市有楽町3-109,1989,代表取締役 河合 長政,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社えざき,不動産仲介,求人なし,愛媛県松山市空港通1-8-16,1983,代表取締役 日野 健太郎,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社エビザワ商店,内装・インテリア・リフォーム,求人なし,大阪府大阪市旭区高殿2-11-15,1980,代表取締役 海老澤 彰,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社大電,プラントメーカー・プラントエンジニアリング,求人なし,大阪府大阪市旭区高殿2-10-14,1961,代表取締役 岡本 浩志,96 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社山本工務店,ゼネコン,求人なし,兵庫県尼崎市西昆陽2-26-27,1968,代表取締役 山本 益也,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日本道路機材工業株式会社,住宅設備・建材,求人なし,兵庫県尼崎市大浜町1-19-1,1974,代表取締役 増満 豊,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,新宿グリーンビル管理株式会社,不動産管理,求人なし,東京都新宿区西新宿6-14-1新宿グリーンタワービル 14Ｆ,1985,代表取締役 伊東 伸夫,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社チエツクメイト,不動産管理,求人なし,東京都新宿区歌舞伎町2-23-12チェックメイトビル 8Ｆ,1960,代表取締役 藤澤 薫,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,クラウンエクステリア株式会社,設備管理・メンテナンス,求人なし,愛知県半田市青山2-15-2,1993,代表取締役社長 渡辺 尚樹,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,昭和電機株式会社,住宅設備・建材,求人なし,香川県善通寺市善通寺町5-2-9,1973,代表取締役 齋藤 芳紀,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日綜不動産株式会社,ディベロッパー,求人なし,東京都新宿区歌舞伎町2-25-2荒生ビル 1Ｆ,1984,代表取締役 熊川 尚,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社都市計画設計研究所,建設コンサルタント,求人なし,東京都新宿区山吹町261,1967,代表取締役 三浦 幸雄,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社小西組,ゼネコン,求人なし,大阪府大阪市旭区中宮2-1-4シャトー城北1 1Ｆ,1967,代表取締役 小西 雅樹,98 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日星設備株式会社,住宅設備・建材,求人なし,愛知県半田市南大矢知町3-101-21,1979,代表取締役 星野 敬祐,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社タイセイサプライ,住宅設備・建材,求人なし,愛知県半田市青山6-17-4,1989,代表取締役 小栗 永三,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,松栄株式会社,設備管理・メンテナンス,求人なし,大阪府大阪市旭区清水2-16-4松栄ビル,1963,代表取締役 速水 勝己,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社羽田建設,住宅（ハウスメーカー）,求人なし,愛知県半田市有楽町5-137,1990,代表取締役 羽田 将之,22 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社フロントサイドコミュニティー,不動産管理,無,東京都豊島区南池袋1-19-12山の手ビル東館 3Ｆ,1982,代表取締役 横前 尚美,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,■マンション総合管理■建物・設備維持保全工事のコンサルティング■不動産サービス■リフォームおよびインテリアコーディネートのコンサルティング 2024年4月doda掲載求人より引用
2024-08-01,愛媛シールド工業株式会社,設備管理・メンテナンス,求人なし,愛媛県松山市枝松6-2-13,1984,代表取締役 三宅 広一,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,愛媛メンテナンス株式会社,設備管理・メンテナンス,求人なし,愛媛県松山市道後北代7-10続木ビル 22,1981,代表取締役 續木 達哉,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社鍵田組,ゼネコン,求人なし,兵庫県尼崎市崇徳院2-55,1947,代表取締役 鍵田 佳成,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,河本工業株式会社,プラントメーカー・プラントエンジニアリング,求人なし,兵庫県尼崎市西難波町4-11-21,1959,代表取締役 笠原 一郎,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社豊環境開発,サブコン,求人なし,愛知県半田市宮本町6-202-1,1975,代表取締役 榊原 康徳,95 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社豊田住宅,サブコン,求人なし,東京都新宿区荒木町19,1979,代表取締役社長 巣山 政紀,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,出亜電気工業株式会社,住宅設備・建材,求人なし,愛知県半田市青山1-4-8,1982,代表取締役 伊藤 靖男,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社第一積算建築事務所,ゼネコン,求人なし,東京都豊島区南池袋2-33-3イマダビル 7Ｆ,1973,代表取締役 岸端研也,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,昌平株式会社,住宅（ハウスメーカー）,求人なし,兵庫県尼崎市道意町6-26,1956,代表取締役 柄谷 順一郎,29 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社勝工務店,サブコン,求人なし,神奈川県平塚市四之宮1-15-63,1987,代表取締役 青木 まり子,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社誠電社,住宅設備・建材,求人なし,愛知県半田市住吉町3-146,1979,代表取締役 小川 洋之,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,計画エンジニヤリング株式会社,建築設計事務所,求人なし,東京都豊島区東池袋1-24-1,1971,代表取締役 桑野 剛平,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社八神,設備管理・メンテナンス,求人なし,大阪府大阪市旭区大宮1-21-12,1965,代表取締役 北野 公廣,78 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ルコ・ネットワークサービス株式会社,不動産管理,求人なし,東京都新宿区揚場町1-21飯田橋升本ビル 8Ｆ,1984,代表取締役 升本 和彦,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社チタコーポレーション,不動産仲介,無,愛知県半田市北二ツ坂町2-15-15宮池テラス 2Ｆ,1995,代表取締役 三好 修,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社五興設備,住宅設備・建材,無,東京都新宿区新宿6-6-1新宿石井ビル 2Ｆ,1973,代表取締役 野﨑 正勝,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社阪神設備工業所,ゼネコン,求人なし,兵庫県尼崎市南初島町10-149,1968,代表取締役 岡本 史明,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社グリーンライフ,サブコン,求人なし,愛知県半田市乙川太田町2-97,1987,代表取締役 新美 雅樹,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,福居建設株式会社,サブコン,求人なし,兵庫県尼崎市名神町1-3-26,1960,代表取締役 福居 京子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,横山機械製造株式会社,設備管理・メンテナンス,求人なし,大阪府大阪市西淀川区大野1-7-8,1969,代表取締役 杉浦 圭史,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社成武建設,サブコン,求人なし,愛媛県松山市畑寺町123-1,1984,代表取締役 石橋 和典,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社パルトゥー,サブコン,求人なし,徳島県板野郡松茂町中喜来字中瀬堤外17-1,1997,代表取締役 柏原 好忠,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社松善工務店,サブコン,求人なし,兵庫県尼崎市武庫町3-11-28,1970,代表取締役 紺屋 一弘,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社丸板,不動産仲介,求人なし,東京都新宿区新宿6-29-3新宿桑原ビル 6Ｆ,1987,代表取締役 板尾 節郎,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,アール・エスホーム株式会社,ゼネコン,求人なし,徳島県板野郡松茂町笹木野字八北開拓162,1997,代表取締役 多田 穣治,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社吉川組,サブコン,求人なし,兵庫県尼崎市武庫之荘本町3-11-20,1958,代表取締役 吉川 壽一,48 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社若本製作所,住宅設備・建材,求人なし,兵庫県尼崎市丸島町9,1952,代表取締役 若本 誠治,49 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社エフテック,住宅設備・建材,求人なし,愛知県半田市柊町5-10-12,1992,代表取締役 福庭 文明,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ゼネラル商会,設備管理・メンテナンス,求人なし,兵庫県尼崎市久々知西町2-3-6,1964,代表取締役 栃尾 進,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,兼子建設株式会社,ゼネコン,求人なし,徳島県板野郡松茂町長原136,1963,代表取締役 吉﨑 高市,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社坂本重機建設,ゼネコン,求人なし,愛媛県松山市食場町167-5,1988,代表取締役 坂本 建,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社リビング椿,不動産管理,求人なし,愛媛県松山市東石井6-6-44,1976,代表取締役 大西 晋平,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社加門組,サブコン,求人なし,兵庫県尼崎市大西町3-8-17,1967,代表取締役 加門 禎子,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社びるり,サブコン,求人なし,愛媛県松山市宮西1-4-43大智ビル 3Ｆ,1986,代表取締役 西山 周,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
