更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,上場市場名,事業内容
2024-08-01,サンテクノ株式会社,サブコン,求人なし,北海道帯広市西二十三条北2-17-8,2003,代表取締役 兼子 賢,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ヤブシタ,サブコン,求人なし,北海道札幌市中央区北一条西9-3-1南大通ビルＮ1－3Ｆ,1963,代表取締役 森 忠裕,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ワイズテック,サブコン,求人なし,北海道札幌市白石区菊水元町六条1-6-8,2000,代表取締役 西谷 由巳子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社アーニストホーム,住宅（ハウスメーカー）,求人なし,北海道函館市富岡町3-15-39アーニスト館 1Ｆ,1988,代表取締役 新田 眞幸,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,富良野美瑛テクノ有限会社,設備管理・メンテナンス,求人なし,北海道富良野市字北扇山734,2004,代表取締役 増田 雅士,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ジョイフルホーム,建築設計事務所,求人なし,北海道旭川市永山十四条3-4-13,2006,代表取締役 落合 孝優,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,佐幸内装株式会社,ゼネコン,求人なし,宮城県仙台市太白区柳生字関場57,1981,代表取締役 佐々木 健,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エスイーテクニカ,ゼネコン,求人なし,宮城県仙台市泉区実沢字清吾12,2000,代表取締役 関口 光昭,68 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社千葉鳶,ゼネコン,求人なし,宮城県塩竈市松陽台1-3-5,1973,代表取締役 千葉 美徳,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エスコアコーポレーション,不動産管理,求人なし,宮城県仙台市青葉区一番町2-10-26旭開発ビル 4Ｆ,1985,代表取締役 松尾 裕幸,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ホクエイ,サブコン,求人なし,東京都江東区木場5-6-33岩佐ビル,1982,代表取締役 杉原 辰志,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,内海工業株式会社,ゼネコン,求人なし,宮城県大崎市鹿島台広長字内ノ浦122-1,2006,代表取締役 内海 桃治,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社あすなろ工房,サブコン,求人なし,宮城県石巻市南中里3-12-21,2005,代表取締役 白出 将基,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ヤマトワーク有限会社,サブコン,求人なし,宮城県仙台市若林区二木字山王3-2,2002,代表取締役 鈴木 伸俊,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東和通信建設株式会社,設備管理・メンテナンス,求人なし,宮城県仙台市泉区七北田字白水沢111-18,1999,代表取締役 松本 崇,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社岩栄,設備管理・メンテナンス,求人なし,宮城県栗原市金成中町94,2000,代表取締役 岩渕 博文,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社みやぎ造景,サブコン,求人なし,宮城県仙台市宮城野区岩切字堰堀27,2006,代表取締役 鎌田 浩,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,暁志組株式会社,サブコン,求人なし,宮城県仙台市宮城野区中野字柳原25-5,2006,代表取締役 今野 浩,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,オンワ株式会社,不動産管理,求人なし,宮城県仙台市青葉区上杉1-6-10,2004,代表取締役 椎名 昇,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社バーディ空調,住宅設備・建材,無,宮城県仙台市宮城野区鶴ケ谷東2-3-18,2003,代表取締役 山田 茂,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,アクティス株式会社,プラントメーカー・プラントエンジニアリング,求人なし,宮城県刈田郡蔵王町宮字町59,2006,代表取締役 阿部 和広,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社青葉工業,サブコン,求人なし,宮城県名取市愛島北目字切通前266-1,2001,代表取締役 伊深 秀一,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,泰信電気工業有限会社,住宅設備・建材,求人なし,青森県八戸市八太郎2-9-44,2004,代表取締役 久保田 諭,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ライフスタイルカンパニー,内装・インテリア・リフォーム,求人なし,青森県八戸市長苗代2-17-12,2004,代表取締役 三河 幸夫,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社トップテクノ,内装・インテリア・リフォーム,求人なし,青森県八戸市石堂3-11-6,2006,代表取締役 鮫口 昌克,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,青森相互電設株式会社,建設・プラント・不動産業界,求人なし,青森県青森市合浦2-13-24,1984,代表取締役 島谷 浩司,21 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,大羽建設株式会社,サブコン,求人なし,青森県上北郡六ヶ所村大字倉内字笹崎398-3,1988,代表取締役 田中 良孝,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東日株式会社,内装・インテリア・リフォーム,求人なし,岩手県北上市流通センター20-18,1993,代表取締役 片方 玄人,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社テラ,サブコン,求人なし,岩手県遠野市青笹町中沢2地割52,1944,代表取締役社長 三浦 一,65 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社佐金,不動産仲介,求人なし,東京都杉並区和泉4-9-27,1946,代表取締役 佐藤 一人,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,いわきプレカット協同組合,住宅設備・建材,求人なし,福島県いわき市常磐藤原町斑堂126-31,1991,代表理事 荒川 仁弥,46 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エスケーコーポレーション,不動産仲介,求人なし,福島県福島市大町7-25アクティ大町 1Ｆ,2006,代表取締役 小出 浩丈,21 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社レオ,設備管理・メンテナンス,求人なし,山形県東田川郡庄内町杉浦字カクチ10,2001,代表取締役 羽田 秀夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社パストリア,サブコン,求人なし,福島県二本松市渋川字臼石8-10,1990,代表取締役 箕川 耕太郎,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ジェイエイライフ,不動産仲介,求人なし,山形県寒河江市中央工業団地123-1,2000,代表取締役 安孫子 常哉,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社清和建設,サブコン,求人なし,福島県郡山市田村町谷田川字矢平131-9,1989,代表取締役 清野 隆匡,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社新妻空調サービス,設備管理・メンテナンス,求人なし,福島県南相馬市原町区本陣前2-26-7,2001,代表取締役 新妻 良宗,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,三盛産業株式会社,プラントメーカー・プラントエンジニアリング,無,神奈川県川崎市川崎区京町1-16-19,1971,代表取締役 中山 孝士,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,横浜ライト工業株式会社,サブコン,求人なし,神奈川県横浜市保土ケ谷区今井町870,1986,代表取締役 浜口 伸一,33 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,地方上場,
2024-08-01,舶用資材株式会社,不動産仲介,求人なし,神奈川県横浜市中区本牧三之谷32-1,1961,代表取締役 齋藤 重武,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,京浜ゼネラルワークス株式会社,不動産仲介,求人なし,神奈川県川崎市川崎区南町2-11ＰＨビル 2Ｆ,1967,代表取締役 渡辺 真人,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社グリンバレー,不動産仲介,求人なし,東京都大田区蒲田5-21-13ペガサスステーションプラザ蒲田Ｂ2－28,1972,代表取締役 江守 剛,96 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ＭＡＥＫＯ,ゼネコン,求人なし,神奈川県横浜市港北区大倉山7-36-3,1970,代表取締役 前田 貴則,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,新都市建設株式会社,ゼネコン,無,神奈川県横浜市緑区上山1-6-2,1973,代表取締役 樋田 憲治,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社イチショー,不動産仲介,求人なし,神奈川県横浜市港北区新横浜3-18-5アイズビル 8Ｆ,1973,代表取締役 市澤 美枝子,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社プロテック,設備管理・メンテナンス,求人なし,神奈川県小田原市曽我別所403-6,1992,代表取締役 小川 和男,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,平川建設株式会社,住宅設備・建材,求人なし,神奈川県横浜市神奈川区菅田町2780,1977,代表取締役 平川 裕秋,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社リード建設,不動産金融,求人なし,神奈川県川崎市多摩区登戸449,1987,代表取締役 片山 亜衣子,90 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社新堀建材トーヨー住器,設備管理・メンテナンス,求人なし,神奈川県平塚市広川310-2,1985,代表取締役 新堀 将一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社一藤,サブコン,求人なし,神奈川県藤沢市葛原2353,1990,代表取締役 佐藤 花月,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社新子安不動産,不動産仲介,求人なし,神奈川県横浜市神奈川区入江1-19-16,1960,代表取締役 木間 悠,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,トレドテクノサービス株式会社,設備管理・メンテナンス,求人なし,神奈川県横浜市神奈川区反町1-7-1ＵＳ1ビル 1Ｆ,1988,代表取締役 荒木 誠司,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,商業施設開発株式会社,不動産金融,求人なし,東京都千代田区一ツ橋2-5-3一ツ橋フォレスター 703,1974,代表取締役 福島 直,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社濱道建設,サブコン,求人なし,神奈川県横須賀市山科台46-13,1989,代表取締役 工藤 学,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社田辺設計,建設コンサルタント,無,神奈川県横浜市中区蓬莱町2-4-1関内トーセイビルⅢ 8Ｆ,1966,代表取締役社長 風呂迫 泰寛,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■公共官庁の建築設計■民間元請けの建築設計■ゼネコンの協力業務■土地有効活用の計画検討及びコンサルティング業務 【登録】 一級建築士事務所 神奈川県知事登録 第962号 横浜市指名参加登録 第0006498号 【協力会社】 ・構造設計／株式会社あい設計 ・設備設計／設備設計Suzuki、株式会社日本環境設計 ・積算／株式会社綜合積算 2022年12月doda掲載求人より引用
2024-08-01,株式会社ＥＣＪ,ゼネコン,求人なし,神奈川県横浜市戸塚区深谷町1881,1987,代表取締役 重成 敏夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ミツボシ,内装・インテリア・リフォーム,求人なし,神奈川県横浜市金沢区寺前1-2-20,1990,代表取締役 三星 肇,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社進和,設備管理・メンテナンス,求人なし,神奈川県高座郡寒川町一之宮5-12-10,1991,代表取締役 生井 正美,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社不二商会,不動産仲介,求人なし,神奈川県川崎市川崎区元木1-5-11,1947,代表取締役 髙橋 浩治,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社長利工業所,サブコン,求人なし,神奈川県川崎市川崎区藤崎1-13-8,1979,代表取締役 長利 武彦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社大坂,ゼネコン,求人なし,神奈川県横浜市磯子区氷取沢町661-3,1987,代表取締役 坂下 俊雄,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社トライト,サブコン,求人なし,神奈川県横須賀市大矢部5-2-8,1997,代表取締役 桑原 憲志,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社シンワ検査,建築設計事務所,求人なし,神奈川県横浜市都筑区早渕1-22-15,1992,代表取締役 古田 信和,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ネットワークメディア株式会社,サブコン,求人なし,神奈川県横浜市戸塚区品濃町1732,1993,代表取締役 梅木 明美,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社フォーサイト,不動産金融,求人なし,神奈川県相模原市南区相模大野8-8-15ＡＸＩＳ 102,1993,代表取締役 小川 智之,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社泰明,サブコン,求人なし,神奈川県横浜市泉区岡津町2703-14,1998,代表取締役 神田 征彦,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,イーアイエンジニアリング株式会社,プラントメーカー・プラントエンジニアリング,求人なし,神奈川県横浜市神奈川区守屋町3-13,1995,代表取締役 村重 宜宏,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ハウスワン,建築設計事務所,求人なし,神奈川県横浜市都筑区川向町2000-3,1986,代表取締役 梅津 明浩,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ハートグループホールディングス,不動産仲介,求人なし,神奈川県茅ヶ崎市新栄町13-45陽北ビル 4Ｆ,1997,代表取締役 島崎 亮,75 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ヌマタ,内装・インテリア・リフォーム,求人なし,神奈川県三浦郡葉山町下山口1936沼田ビル 1Ｆ,1957,代表取締役 沼田 宏之,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社橋本電気工事,サブコン,求人なし,神奈川県川崎市麻生区王禅寺1227-12,1989,代表取締役 橋本 則人,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,アーティス株式会社,ゼネコン,求人なし,神奈川県横浜市南区井土ケ谷上町3-20,2005,代表取締役 寺地 信彦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社デベロップ,不動産管理,無,千葉県市川市市川1-4-10市川ビル 8Ｆ,2007,代表取締役 岡村 健史,920 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■建築・不動産事業└建築用コンテナモジュールによる独自の建築工法を確立■エネルギー事業└全国約1000か所以上の発電所を開発・運営■ホテル事業└インバウンド・国内宿泊ニーズに応えるホテル事業を展開■トランクルーム事業└暮らしを快適にしたい方々に高品質なトランクルームを提供■子育て支援事業└屋内こどもの遊び場「キッズフル」と企業主導型保育園「そらのこどもたち」を運営 2022年12月doda掲載求人より引用
2024-08-01,株式会社エクステリアうだがわ,サブコン,求人なし,千葉県市川市大洲2-12-20エクステリアうだがわビル 1Ｆ,1974,代表取締役 宇田川 貴正,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,若潮建設株式会社,サブコン,求人なし,千葉県船橋市西浦2-17-1,1973,代表取締役 髙橋 力,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社サンセイホーム,不動産金融,求人なし,千葉県白井市冨士114-7冨士ハイム104のＢ,1982,代表取締役 野﨑 正一,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社アースラボラトリー,建設コンサルタント,求人なし,千葉県松戸市高塚新田43,2003,代表取締役 鶴見 哲也,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社グランド・ガーデン,内装・インテリア・リフォーム,求人なし,千葉県船橋市習志野台7-20-77,2002,代表取締役 佐藤 久,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社イーリンクス,不動産仲介,求人なし,千葉県市川市東菅野2-9-7,1993,代表取締役 荒村 泰啓,67 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,民家工房常栄有限会社,住宅（ハウスメーカー）,求人なし,神奈川県愛甲郡愛川町半原1938-1,1988,代表取締役 山本 常美,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ヴェルデ,住宅設備・建材,求人なし,神奈川県厚木市岡田3-9-14,2000,代表取締役 田野島 昭子,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社トーユウ電気,設備管理・メンテナンス,求人なし,神奈川県平塚市田村1-16-14,1989,代表取締役 藤田 靖正,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社聖建,ゼネコン,求人なし,神奈川県相模原市中央区富士見3-4-3,1997,代表取締役 黒羽 公二,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社トープラ,不動産仲介,求人なし,神奈川県小田原市栄町1-14-12,1998,代表取締役 大滝 靖生,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社健康太郎の家,不動産管理,求人なし,栃木県宇都宮市峰2-28-8三向ハイツＮｏ．5－102,1970,代表取締役 岩原 臣男,98 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社伍代,不動産金融,求人なし,千葉県松戸市小山35-2松戸パレス 103,1977,代表取締役 鈴木 重吉,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,太陽電設株式会社,設備管理・メンテナンス,求人なし,千葉県千葉市緑区おゆみ野中央7-9-7,1984,代表取締役 坂本 隆志,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社イワクラホールディングス,不動産仲介,求人なし,千葉県千葉市稲毛区黒砂1-5-15ＩＳＡビル 3Ｆ,1984,代表取締役 豊田 宜民,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ケーアイテクノ,設備管理・メンテナンス,求人なし,千葉県袖ケ浦市南袖31,2000,代表取締役 和田 一仁,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社レイテック,サブコン,求人なし,神奈川県相模原市南区相模大野3-19-15サンハイツ 302,1999,代表取締役 後藤 義昭,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,Ｊ・システム株式会社,設備管理・メンテナンス,求人なし,神奈川県小田原市成田481-1,1994,代表取締役 沖 紀和,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社栄塗技建,サブコン,求人なし,栃木県宇都宮市西川田町409-3,1997,代表取締役 本山 昭彦,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,住ハウジング株式会社,ディベロッパー,求人なし,千葉県船橋市本中山3-24-19,1990,代表取締役 竹内 良太,98 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社タクト,内装・インテリア・リフォーム,求人なし,神奈川県小田原市成田197-1,2005,代表取締役 小野 博正,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社第一建商,サブコン,求人なし,千葉県市川市高谷1774,1988,代表取締役 片岡 正史,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,岡本電気工事株式会社,設備管理・メンテナンス,求人なし,東京都墨田区錦糸3-2-1アルカイースト 5Ｆ,1964,代表取締役 秋田 充弘,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,新成株式会社,プラントメーカー・プラントエンジニアリング,求人なし,千葉県船橋市豊富町710-1,1989,代表取締役 瀬山 亘英,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社フジケン,内装・インテリア・リフォーム,無,千葉県鎌ケ谷市丸山3-5-25ハイツ大久保 1Ｆ,2007,代表取締役 齋藤 健一,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ネオハウジング株式会社,不動産仲介,求人なし,千葉県習志野市大久保1-3-15,1987,代表取締役 岡部 勉,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社アイテック,土地活用,無,神奈川県秦野市戸川84-1,2003,代表取締役 今井 晴美,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社落合建設,ゼネコン,求人なし,神奈川県座間市入谷西5-62-7,2004,代表取締役 落合 真一,35 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,泰明工業株式会社,ゼネコン,求人なし,千葉県千葉市中央区星久喜町886-1,1988,代表取締役 岩崎 広幸,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社オーケンコーポレーション,ゼネコン,求人なし,群馬県沼田市横塚町1088-1,1980,代表取締役 石坂 英雄,49 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,江間忠ラムテック株式会社,住宅設備・建材,求人なし,栃木県那須塩原市下厚崎5-391,2005,代表取締役 伊藤 泰彦,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社斉藤林業,住宅（ハウスメーカー）,求人なし,群馬県沼田市発知新田町759-1,1984,代表取締役 齋藤 英之,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社企画社,建築設計事務所,求人なし,群馬県高崎市飯玉町150-1,1990,代表取締役 樺澤 豊,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社メタックス,サブコン,求人なし,神奈川県川崎市中原区木月4-1-10,2004,代表取締役 志水 勝哉,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社銅藤ルーフテック,内装・インテリア・リフォーム,求人なし,栃木県宇都宮市問屋町3426-22,2004,代表取締役 佐藤 秀昭,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社アイビーエー,プラントメーカー・プラントエンジニアリング,求人なし,栃木県佐野市田沼町1668,2005,代表取締役 石橋 一将,7 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,アイパル株式会社,不動産仲介,求人なし,千葉県習志野市谷津4-3-19,1999,代表取締役 猪股 勝弘,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社タイシン・テクノ,設備管理・メンテナンス,無,千葉県船橋市藤原3-28-19,1994,代表取締役 神田 努,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
