更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,株式会社アイ建築工房,内装・インテリア・リフォーム,求人なし,北海道帯広市西十九条北1-5-15,2008,代表取締役 太田 好啓,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,仲介プラザ株式会社,不動産仲介,求人なし,神奈川県藤沢市湘南台2-5-8Ｎビル 1Ｆ,2005,代表取締役 小田 洋靖,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,東亜設備株式会社,内装・インテリア・リフォーム,求人なし,大阪府大阪市北区西天満3-5-12エアテック・トーアビル 6Ｆ,2007,代表取締役 北村 賀永子,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社ワッフルリンク,不動産仲介,求人なし,北海道帯広市大通南19-3-1グランディール19 1Ｆ,2005,代表取締役 鳥越 範彦,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,アーム株式会社,不動産仲介,求人なし,岐阜県各務原市那加前洞新町4-183,2010,代表取締役 北川 善一,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,セカンドフィールド株式会社,内装・インテリア・リフォーム,求人なし,埼玉県飯能市大字芦苅場351-82Ｆ,2008,代表取締役 塩川 恭浩,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社フィールドプロジェクト,内装・インテリア・リフォーム,求人なし,福岡県久留米市東合川8-4-16,2004,代表取締役 堀江 忠利,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社光洋,設備管理・メンテナンス,求人なし,東京都台東区上野3-19-3アンユビル 4Ｆ,1990,代表取締役 杉瀬 正和,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,光和テック株式会社,住宅設備・建材,求人なし,大阪府堺市北区百舌鳥梅北町5-252,2006,代表取締役 中澤 利枝子,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ステディーライズ,内装・インテリア・リフォーム,無,東京都中野区新井2-7-2ＤＲマンション中野 Ｂ1,1998,代表取締役 鈴木 修一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 内装仕上工事及びオフィス家具等の施工・設計・管理及びコンサルティング業務再生エネルギー事業 2023年1月doda掲載求人より引用
2024-08-01,株式会社伍神工業,サブコン,無,愛知県名古屋市守山区天子田2-1706,2001,代表取締役 神之浦 政彦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社賃貸のラバン,不動産仲介,求人なし,大阪府大阪市福島区大開1-4-21ビル,1988,代表取締役 亀田 佳彦,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,西日本工測株式会社,建設コンサルタント,求人なし,兵庫県姫路市坂元町108,2010,代表取締役 池田 健二,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社バンガード,設備管理・メンテナンス,求人なし,神奈川県横浜市中区住吉町5-65-2アソルティ横濱馬車道 202,2004,代表取締役 杉原 盛司,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
