更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,株式会社住宅速報センター,不動産仲介,求人なし,千葉県八千代市勝田台1-29京成サンコーポ勝田台Ｆ棟 1Ｆ,1983,代表取締役 久保 喜代志,31 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ソーコー,建築設計事務所,求人なし,東京都中央区日本橋小伝馬町14-14ＫＳ日本橋ビル 4Ｆ,1988,代表取締役 中鉢 宗夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ホーメックス,住宅（ハウスメーカー）,求人なし,新潟県柏崎市大字土合628-1,1983,代表取締役 矢島 栄,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社渡辺板金工業,サブコン,求人なし,富山県高岡市能町東26,1990,代表取締役 渡邊 一三,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社関川産業,建設・プラント・不動産業界,求人なし,新潟県新発田市日渡112,1975,代表取締役 関川 良平,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社正雄工業,内装・インテリア・リフォーム,求人なし,千葉県八千代市大和田新田1075-53,1983,代表取締役 永島 正勝,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エルティディ,建築設計事務所,求人なし,東京都中央区築地2-1-2秀和築地レジデンス 8Ｆ,1979,代表取締役 小滝 茂樹,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社石井組,ゼネコン,求人なし,新潟県新発田市城北町2-10-20,1963,代表取締役 石井 和郎,24 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,新菖工業株式会社,設備管理・メンテナンス,求人なし,新潟県新発田市富塚町1-1-33,1962,代表取締役 荒井 英之,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社川城建設,住宅（ハウスメーカー）,求人なし,千葉県八千代市大和田112,1963,代表取締役 川城 直紀,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
