更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,株式会社ザ・ハウス,不動産仲介,求人なし,東京都渋谷区恵比寿南1-11-13恵比寿ヴェルソービル 3Ｆ,2013,代表取締役 山橋 俊大,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社にしの,不動産仲介,求人なし,東京都台東区元浅草4-3-2,1952,代表取締役 西野 正雄,17 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社トスハウス,サブコン,無,埼玉県川口市南鳩ヶ谷4-11-1,1999,取締役 大原 実,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■防水工事（埼玉県知事許可 第070763号） 2023年4月doda掲載求人より引用
2024-08-01,有限会社菊水建設,ゼネコン,求人なし,北海道札幌市西区宮の沢二条1-1-35503,1989,代表取締役 波田 敏之,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社内田工務店,内装・インテリア・リフォーム,無,東京都中央区新川1-16-4ＶＯＲＴ茅場町イースト 3Ｆ,2001,代表取締役 内田 正人,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■建設工事業■内装工事業■建物リフォーム業■全各号に付帯する一切の業務 2022年1月doda掲載求人より引用
2024-08-01,株式会社ＨＫ工業,サブコン,求人なし,千葉県八街市八街は37-5,2010,代表取締役 小長野 仁志,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ミサト,サブコン,求人なし,埼玉県三郷市戸ケ崎3-447,2010,代表取締役 中村 希美代,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社青葉住宅販売,不動産仲介,求人なし,千葉県習志野市鷺沼2-5-32アネックス鷺沼 1－Ａ,1973,取締役 川上 たくま,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,神和食糧株式会社,不動産仲介,求人なし,神奈川県藤沢市湘南台2-26-18,1976,代表取締役 大川 隆央,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社オキエイシステム,プラントメーカー・プラントエンジニアリング,求人なし,埼玉県桶川市大字加納87-2,2011,代表取締役 喜屋武 宗訓,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
