更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,有限会社小川ビル,不動産仲介,求人なし,千葉県千葉市稲毛区緑町1-23-15,1969,代表取締役 小川 秀久,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,富士不動産株式会社,不動産金融,求人なし,東京都文京区白山5-36-16,1989,代表取締役 有光 翔太朗,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日本水処理テクノ株式会社,サブコン,求人なし,埼玉県川越市大字天沼新田330松井ビル 2Ｆ,2006,代表取締役 小山 髙広,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社タケッチ,内装・インテリア・リフォーム,無,愛知県名古屋市北区楠4-1105,1990,代表取締役 竹内 一晃,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＡＲＥＡ,内装・インテリア・リフォーム,求人なし,千葉県浦安市北栄3-9-16407,1998,代表取締役 矢作 公一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社ヤマボウシ,不動産仲介,求人なし,千葉県野田市東金野井1090-2,1973,代表取締役 小林 喜久男,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社エコモ,ゼネコン,求人なし,東京都中野区上高田3-22-9アパート 1Ｆ,1982,代表取締役 佐藤 哲也,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,第一建興江島株式会社,サブコン,求人なし,北海道札幌市東区北二十三条東18-2-3,1969,代表取締役 髙荷 三千雄,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,三和興産株式会社,不動産金融,求人なし,大阪府枚方市長尾台1-1-5,2010,代表取締役 里 信夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社青木工業,サブコン,求人なし,愛知県名古屋市中川区吉津4-2701,2007,代表取締役 バユル・エルギュン,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ハッタ,建設・プラント・不動産業界,求人なし,神奈川県横浜市瀬谷区本郷1-68-4,1997,代表取締役 八田 信生,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社サイズ・コーポレーション,不動産管理,求人なし,東京都新宿区西新宿5-24-16西新宿ウェールビル 2Ｆ,2002,代表取締役 上月 啓市,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社エイプラス・プロパティ,不動産金融,求人なし,北海道中川郡本別町勇足元町21-13－1,1997,代表取締役 伊藤 勇人,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社平野技研,サブコン,求人なし,千葉県千葉市花見川区千種町338-12,2010,代表取締役 平野 亮介,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
