更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,京浜金物株式会社,ディベロッパー,求人なし,神奈川県川崎市川崎区浜町1-6-8,1953,代表取締役 内藤 隆明,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,中部土木株式会社,設備管理・メンテナンス,求人なし,愛知県名古屋市名東区社台3-125,1963,代表取締役 難波 陽一,99 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,協栄テックス株式会社,設備管理・メンテナンス,求人なし,東京都品川区大井1-45-2ジブラルタル大井ビル 2Ｆ,1979,代表取締役 工藤 嘉幸,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社シンテック,サブコン,求人なし,兵庫県神戸市北区山田町上谷上字古々谷3-2,1990,代表取締役 安田 和彦,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社きどころ,住宅設備・建材,求人なし,愛知県名古屋市名東区梅森坂1-127きどころ第一ビル,1970,代表取締役 城所 達也,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,寄隆建設株式会社,ゼネコン,求人なし,大阪府大阪市港区田中2-14-13,1979,代表取締役 宮本 錦一,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社アクト・ツーワン,不動産管理,求人なし,神奈川県川崎市川崎区南町1-1日本生命川崎ビル,1962,代表取締役 石原 秀明,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,下野工業株式会社,サブコン,求人なし,山口県岩国市三笠町2-4-45,1964,代表取締役 下野 賢一,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東急技術センター株式会社,内装・インテリア・リフォーム,求人なし,東京都目黒区青葉台3-17-13鉄信ビル 4Ｆ,1971,代表取締役 源 淳一,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,白田建設株式会社,サブコン,求人なし,山口県岩国市通津2325-13,1957,代表取締役 白田 信彦,35 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
