更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,株式会社野口商事,ゼネコン,求人なし,茨城県牛久市柏田町406,1966,代表取締役 野口 剛志,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,環境技術サービス株式会社,プラントメーカー・プラントエンジニアリング,求人なし,茨城県つくば市花畑2-10-5,1987,代表取締役 河津 宏昭,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ホコタ設計コンサルタンツ株式会社,建築設計事務所,求人なし,茨城県鉾田市安房1571,1975,代表取締役 方波見 一成,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大勝建設株式会社,ゼネコン,求人なし,茨城県神栖市波崎8850,1969,代表取締役 宮内 隆,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社日進建興,サブコン,求人なし,茨城県稲敷郡河内町金江津3716-2,1989,代表取締役 石川 清,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,常総土木工業株式会社,サブコン,求人なし,茨城県つくばみらい市福岡1383-1,1986,代表取締役 飯野 正子,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,田中機工株式会社,住宅設備・建材,無,茨城県猿島郡境町大字染谷106,1958,代表取締役 田中 慎二,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■建築資材（ALC『へーベル』）製造・加工◎旭化成建材（株）協力企業 2022年4月doda掲載求人より引用
2024-08-01,株式会社オクスト,不動産仲介,求人なし,茨城県古河市下辺見2704,1970,代表取締役 小川 浩由,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社大福不動産,不動産仲介,求人なし,栃木県宇都宮市桜4-1-35,1972,代表取締役 渡邉 弘,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社とちぎ産業交流センター,設備管理・メンテナンス,求人なし,栃木県宇都宮市ゆいの杜1-5-40,1994,代表取締役 辻 真夫,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,北関東工管株式会社,住宅設備・建材,求人なし,栃木県宇都宮市元今泉4-3-15,1973,代表取締役 渡辺 幸代,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社エム・プロダクト,設備管理・メンテナンス,求人なし,栃木県宇都宮市針ヶ谷町1006,1981,代表取締役 佐藤 義晴,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社シンエヌ,サブコン,求人なし,栃木県宇都宮市京町9-50,1988,代表取締役 清水 憲,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社オカベ住設,住宅設備・建材,無,栃木県佐野市大橋町3220-11,1981,代表取締役 三関 淳司,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 住宅設備工事・上下水道工事・給排水衛生設備工事 2022年2月doda掲載求人より引用
2024-08-01,株式会社清和工業,サブコン,求人なし,栃木県真岡市熊倉2-19-2,1989,代表取締役 吉野 清一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,三和水工株式会社,設備管理・メンテナンス,求人なし,群馬県伊勢崎市堀口町872-5,1971,代表取締役 後閑 正裕,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,カツミテクノ株式会社,建築設計事務所,求人なし,埼玉県さいたま市西区三橋6-152-2,1973,代表取締役 坂本 克已,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,埼北産業株式会社,サブコン,求人なし,埼玉県さいたま市北区吉野町1-394,1974,代表取締役 小川 裕児,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,板垣電気工事株式会社,プラントメーカー・プラントエンジニアリング,無,埼玉県さいたま市大宮区櫛引町1-718-1,1972,代表取締役 板垣 誠志,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■送電鉄塔の建設 2022年4月doda掲載求人より引用
2024-08-01,旭ビル管理株式会社,不動産管理,求人なし,埼玉県さいたま市大宮区宮町3-134-2,1975,代表取締役 宍戸 壮一,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ギガプランニング,不動産仲介,求人なし,埼玉県さいたま市大宮区高鼻町1-49明和マンション 3Ｆ,1996,代表取締役 石関 龍,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ビルテクノマイニチ,不動産管理,求人なし,埼玉県さいたま市大宮区浅間町2-244-1,1995,代表取締役 田部井 良,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大宮ソニックシティ株式会社,不動産管理,求人なし,埼玉県さいたま市大宮区桜木町1-7-5ソニックシティビル 12Ｆ,1987,代表取締役 田中 聡,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社彩都コンサルタント,建築設計事務所,無,埼玉県さいたま市大宮区天沼町1-372,1975,代表取締役 新井 徹郎,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社イコム,不動産仲介,無,埼玉県さいたま市中央区新都心11-2明治安田生命さいたま新都心ビルランド・アクシス・タワー 34Ｆ,1994,代表取締役 早川 徹,96 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ゆたか建設株式会社,設備管理・メンテナンス,無,埼玉県さいたま市中央区上落合2-3-5,1997,代表取締役 朱 順子,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アトラス住販,ディベロッパー,求人なし,埼玉県さいたま市中央区上落合6-18-21,1991,代表取締役 久保田辰徳,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,与野都市開発株式会社,不動産管理,求人なし,埼玉県さいたま市中央区上落合2-3-3,1989,代表取締役 柳田 雅彦,250 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社大栄建築事務所,建築設計事務所,1,埼玉県さいたま市浦和区常盤9-20-3北浦和第二大栄ビル,1965,,100百万円,,19,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,■事業内容：・建築コンサルティング業務・設計業務・監理業務 他
2024-08-01,北浦和ターミナルビル株式会社,不動産管理,求人なし,埼玉県さいたま市浦和区北浦和1-7-1北浦和ターミナルビル 1Ｆ,1977,代表取締役 辻村 公雄,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,埼玉県土地開発公社,土地活用,求人なし,埼玉県さいたま市浦和区北浦和5-6-5,1968,理事長 小暮 謙一,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,三洋電設株式会社,サブコン,求人なし,埼玉県さいたま市南区鹿手袋3-22-21三洋ビル 4Ｆ,1975,代表取締役 早稲田 力也,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社フェルゼ伸興,内装・インテリア・リフォーム,求人なし,埼玉県さいたま市南区白幡4-9-5,1969,代表取締役 増田 伸二,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社環境総合研究所,土地活用,求人なし,埼玉県川越市大字鴨田592-3,1980,代表取締役 吉田 裕之,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社マツモト貿易,ゼネコン,求人なし,埼玉県川越市大字下赤坂681-1,1978,代表取締役 松本 秋夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,渋谷電通工業株式会社,サブコン,求人なし,埼玉県川越市脇田町28-1,1959,代表取締役 渋谷 恒雄,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社五大,不動産管理,求人なし,埼玉県熊谷市筑波2-49-1五大ビル 8Ｆ,1974,代表取締役 齋藤 孝一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社協和建設,内装・インテリア・リフォーム,求人なし,埼玉県熊谷市上之994-27,1993,代表取締役 久保 雅捷,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ヤザキシンメイ,住宅設備・建材,無,埼玉県川口市本町2-2-15クレール川口 105,1986,代表取締役 秦 恒明,26 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,古橋電気産業株式会社,サブコン,求人なし,埼玉県川口市上青木3-19-22ジュネス古橋 1Ｆ,1977,代表取締役 高橋 和博,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社桜井ハウジング,建築設計事務所,求人なし,埼玉県川口市大字東内野526-7,1987,代表取締役 櫻井 暁雄,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,物産住宅メンテナンス株式会社,設備管理・メンテナンス,求人なし,東京都中央区日本橋小伝馬町4-9小伝馬町新日本橋ビルディング 8Ｆ,1993,代表取締役 藤井 正英,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,城南建設株式会社,サブコン,求人なし,埼玉県川口市戸塚4-32-26,1979,代表取締役 高橋 建哉,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
