更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,ＪＩＮ株式会社,不動産金融,求人なし,千葉県南房総市富浦町多田良1204-8,1990,代表取締役 長谷川 仁,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ベクトル株式会社,サブコン,求人なし,埼玉県入間市大字上藤沢625-3,2011,代表取締役 髙橋 毅光,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社リ・ライフ,住宅（ハウスメーカー）,求人なし,茨城県水戸市千波町1150-1石川ビル 1Ｆ,2003,代表取締役 熊居 鉄雄,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,下川工業株式会社,サブコン,求人なし,群馬県前橋市力丸町234,1968,代表取締役 竹内 義人,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ロビンスジャパン株式会社,不動産仲介,無,千葉県八千代市勝田台北2-13-1須田ビル 1Ｆ,2008,代表取締役 木下 一博,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,■新築住宅の設計・施工・販売■輸入住宅のコンサルティング■アパートの設計・施工・販売■リフォーム工事■LA・Garageの運営／輸入車、外車、中古車の買い取り、販売、自動車部品やタイヤ販売 2024年5月doda掲載求人より引用
2024-08-01,吉谷土木株式会社,建設・プラント・不動産業界,求人なし,千葉県習志野市花咲2-2-22宏栄ビル301,1985,代表取締役 吉谷 徳一,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,山清住販有限会社,不動産金融,求人なし,埼玉県所沢市緑町2-1-3シティパル新所沢 102,1989,取締役 清水 富美子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社クルス,内装・インテリア・リフォーム,求人なし,茨城県つくば市上郷1387-1,1966,代表取締役 中村 和夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社安里興業,サブコン,求人なし,東京都西東京市栄町1-8-13ネクステージひばりヶ丘 201,1988,代表取締役 安里 太進,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,東化研株式会社,住宅設備・建材,無,栃木県宇都宮市陽東4-6-16,1969,代表取締役 藤川 文隆,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■総合害虫防除施工（請負、コンサルタント）■有害生物防除施工■総合食品害虫防除施工請負、コンサルタント■微生物制御■文化財保護施工＜営業所＞・東京営業本部（東京都新宿区）・東北営業所（宮城県仙台市）・北関東営業所（栃木県宇都宮市）・埼玉営業所（埼玉県さいたま市）＜グループ・関連企業＞・株式会社アズマ・ピー・シー・サービス・東化研株式会社（東京都中野区） 2023年8月doda掲載求人より引用
2024-08-01,有限会社ＢＦサービス,サブコン,求人なし,千葉県市原市五井875,2006,代表取締役 加藤 孝夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
