更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,株式会社大悦工務店,内装・インテリア・リフォーム,求人なし,東京都杉並区天沼1-46-11依田ビル,1965,代表取締役 依田 浩一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社小竹電気商会,サブコン,求人なし,東京都杉並区西荻北5-26-11,1974,代表取締役 阿部 正裕,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アイ・ケー・ケー,設備管理・メンテナンス,無,東京都豊島区高田3-23-13,1988,代表取締役 石井 康夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社ウッドベル,内装・インテリア・リフォーム,求人なし,東京都豊島区西池袋5-17-11ルート西池袋ビル 702,1991,代表取締役 鈴木 功,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社エム・オー・エフ,内装・インテリア・リフォーム,求人なし,東京都豊島区東池袋5-3-2,1991,代表取締役 田﨑 修,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社サンフィールド,内装・インテリア・リフォーム,求人なし,東京都豊島区要町3-46-4,1995,代表取締役 古田島 和明,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,テクニカルクラフト株式会社,サブコン,求人なし,東京都豊島区巣鴨1-4-5,1992,代表取締役 大塚 隆,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社トラストサービス,建築設計事務所,求人なし,東京都渋谷区千駄ヶ谷5-29-11,1996,代表取締役 伊藤 弘康,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ワセダ電子株式会社,サブコン,求人なし,東京都豊島区高田3-2-14クレベール高田馬場 204,1973,代表取締役 加藤 武司,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ジオテックス,サブコン,求人なし,東京都豊島区南池袋1-19-14加藤ビル 3Ｆ,2002,代表取締役 金子 光宏,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
