更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者,上場市場名
2024-08-01,道路建設株式会社,サブコン,2,■事業内容： ・舗装及び一般土木工事 ・アスファルト合材及び土壌安定用特殊乳剤の製造販売 ・緑化事業に関する業務 ・道路舗装用資材の製造販売並びに賃貸・道路清掃及び除雪等の業務 ・一般・産業廃棄物の再生処理並びに再生資源の販売 ・園芸・農産物の栽培並びに販売及び土壌改良剤・肥料の製造販売 ・住宅のリフォーム及びエクステリア事業 ・土地建物の賃貸並びに管理業 ・前各号に関連又は付帯する一切の業務,北海道札幌市北区北7条西4-3-1新北海道ビル12F,1967,44.3,109,40百万円,http://www.douken.co.jp/,,
2024-08-01,菱中建設株式会社,ゼネコン,6,■事業内容：（1）特定建設業 国土交通大臣許可…土木工事業、建築工事業、大工工事業、左官工事業、とび・土工工事業、石工事業、屋根工事業、タイル・れんが・ブロック工事業、鋼構造物工事業、鉄筋工事業、舗装工事業、しゅんせつ工事業、板金工事業、ガラス工事業、塗装工事業、防水工事業、内装仕上工事業、熱絶縁工事業、造園工事業、建具工事業、水道施設工事業（2）1級建築士事務所登録（3）宅地建物取引業登録,北海道苫小牧市錦町2-6-22,1938,43.3,128,100百万円,http://www.hisinaka.jp/index.html,,
2024-06-01,花菱建材株式会社,建設コンサルタント,1,■事業内容当社は1971年に設立した砕石製造業の会社です。おもに土木用砕石、コンクリート用砕石の製造、販売をしています。山から原料となる原石を搬出し 機械により色々な大きさに振り分けます。砕石から製造・運搬まで、社内で一貫しております。■組織構成当社には現在25名が在籍しており、砕石した建設材料と土木一般材料をお客様のもとへ運ぶ運搬部、製造を行う工場、事務に分かれています。■本社：岐阜県恵那市上矢作町小田子536-2■砕石工場：愛知県豊田市夏焼町下り山 495-9,岐阜県恵那市上矢作町小田子536-2,1971,,25,12百万円,なし,,
2024-08-01,金子工業株式会社,ゼネコン,5,■事業内容：総合建設業、不動産業 他,岐阜県下呂市萩原町萩原1500,1947,46.0,105,100百万円,http://www.kaneko-kougyo.co.jp/,,
2024-06-01,株式会社山口技研コンサルタント,建設コンサルタント,1,■事業内容： 胆振地方、日高地方に根を張り、測量、土木設計の事業を行っています。案件は官公庁からの受注がほとんどです。■組織体制：2020年1月現在、社員は11名おり、うち技術者が7名在籍しています。■社屋（職場環境）：2020年8月に新社屋を建築しました。,北海道苫小牧市柏木町1-3-7,,,11,15百万円,http://ya-giken.co.jp/,,
2024-07-01,株式会社伊田屋,住宅設備・建材,4,総合建設業：建設設計・建設工事木製品製造販売：土木・造成工事注文住宅・分譲住宅・リフォーム不動産売買仲介上下水道施設工事,岐阜県下呂市金山町東沓部3311,1970,,80,"4,940百万円",https://www.itayahome.jp/,,
2024-08-01,大鎮キムラ建設株式会社,建築設計事務所,3,■事業内容：苫小牧・室蘭・日高・千歳を施工エリアとする苫小牧のハウスメーカーです。大手ハウスメーカーも押さえ、2009年より11年連続苫小牧・室蘭地区No.1の着工棟数実績を誇ります。,北海道苫小牧市日吉町1-4-6,1978,32.0,59,20百万円,http://daishinkimura.com/,,
2024-07-01,株式会社飛州コンサルタント,建設コンサルタント,5,■事業内容＜建設コンサルタント業務＞ 道路事業、河川・砂防事業、施設保全事業、災害復旧事業、治山事業 設計部が中心となり、域密着型の業務中心にジャンルを問わず幅広く挑戦し続けております。 発注者や地域住民の意向により、解りやすいプレゼンテーションをモットーに展開しております。設計業務では三次元ＣＡＤも適用し合理化を図っております。＜補償コンサルタント業務＞ 土地調査、物件調査、事業損失調査 調査事業部が中心となり、土地調査を主に、権利者調査、建物調査、営業補償、工損調査、各々の補償額の評価、積算を実施しております。,岐阜県高山市新宮町1868-5,1983,47.6,31,30百万円,http://hisyu.co.jp/,,
2024-05-01,加永建設株式会社,サブコン,2,■事業内容： 道路改良、橋梁保全、河川、治山等の公共事業,岐阜県飛騨市神岡町東町483-1,1973,,17,20百万円,なし,,
2024-07-01,静鉄建設株式会社,ゼネコン,4,■事業内容：土木建築工事一式、造園緑化工事一式、不動産売買及び仲介、一級建築士事務所、ビルメンテナンス,静岡県静岡市葵区末広町93,1965,,82,100百万円,http://www.shizutetsu-con.jp/,,
2024-07-01,日成建設株式会社,住宅設備・建材,1,■事業内容： 総合建設業（建設工事、土木工事、建築設計／管理、不動産取引／管理）,静岡県静岡市駿河区寿町6-25,1959,,42,70百万円,http://www.nissei-const.co.jp,,
2024-07-01,平井工業株式会社,設備管理・メンテナンス,8,■事業内容： ・建設事業…官公庁施設、マンション、教育施設、医療福祉施設、商業施設などの多数実績あり。静岡県建設業協会賞の受賞歴あり。・土木事業…道路、橋など、あらゆる公共工事の実績あり。国土交通省の局長賞をはじめ、毎年の様に表彰を受けています。・建物診断…技術者による建物診断を行います。・土地活用…税務、土地活用提案、工事、そしてアフターフォローまでトータルサポート・環境事業…最先端技術による管きょ更正・補修システム・PFI事業…民間の資金と技術・ノウハウを活用し、効率的で質の高い公共サービスを実現する事業など,静岡県静岡市葵区太田町33,1948,40.0,135,100百万円,http://www.hi-hirai.co.jp/profile/profile.html,,
2024-08-01,森田硝子株式会社,住宅設備・建材,4,■事業内容：当社は、1912年（大正元年）創業の静岡県内最大手の板ガラス、アルミサッシの卸売、設置工事業者です。,静岡県静岡市葵区金座町4,1947,43.0,50,18百万円,https://www.morita-g.co.jp,,
2024-08-01,株式会社水野組,サブコン,4,■事業内容：一般土木工事：公共事業における、道路改良工事や上下水道工事を主に行っております。舗装工事：公共事業における、道路補修工事を行っております。また、民間工事として駐車場整備等も行っております。,静岡県静岡市清水区秋吉町3-20,1966,51.0,17,20百万円,https://www.big-advance.site/s/124/1304,,
2024-07-01,株式会社小野田産業,住宅（ハウスメーカー）,1,当社は新築・リフォームの施工・建築、不動産の売買・仲介などをメインに運営する会社です。1945年に小野田製材として誕生して以来、地元「静岡市」を拠点に静岡県内を中心に活動しております。▼スタイリッシュな提案と確かな技術力家は多くの方にとって一生に一度の買い物です。そんな大切なものだからこそ私たちはお客様の思いをカタチにし、お客様とONODAだからできる特別なオーダーメイドを提供します。洗練されたデザインとライフスタイルにあった間取り、そこに住む人と一体化した理想の動線、最新の設備、ONODAはお客様と共に創造し、共に形にしていきます。,静岡県静岡市清水区梅田町13-8,1945,,24,35百万円,https://www.onoda-sg.co.jp/,,
2024-07-01,ドボテック株式会社,サブコン,1,■事業内容昭和43年の設立以来、地域密着で土木工事業を営んでおります。お客様のご要望にお応えし、丁寧で迅速に対応しご納得いただける高い技術力で地域に貢献してまいります。建物以外の建設工事のことを土木工事業と言い、主に木材や土石を使って橋や鉄道、道路などを造ります。公共土木工事以外にも、民間土木工事で擁壁やブロック積・フェンス工事など住宅に関する工事も行っております。熟練のスタッフがお客様に寄り添った対応をいたしますので地元の顧客からも厚い信頼を得られています。,福岡県八女郡広川町大字久泉65-1,1968,,7,7百万円,http://dobotec.ltd/index.html,,
2024-08-01,石塚建設興業株式会社,建築設計事務所,2,■事業内容： ⇒・土木建築工事の請負及びその他各種工事請負業・管工事、電気工事の設計・施工・土木建築工事の設計、設備、監理及び管理に関する事業・不動産業・前各号に附帯する一切の事業■ビジョン： ⇒我が社は、建設生産活動を通して、地域社会の発展に寄与するすると共に、我が社で働く人々の物的精神的豊かさを希求した企業活動を推進しています。,北海道稚内市潮見1-9-15,1963,,80,70百万円,http://www.ishiken-cs.co.jp/,,
2024-08-01,藤建設株式会社,サブコン,1,■事業内容： 土木と建築の総合工事業,北海道稚内市港5-5-15,1952,47.0,85,100百万円,https://www.fujikensetu-net.co.jp,,
2024-08-01,高橋建設株式会社,建築設計事務所,求人なし,,静岡県静岡市清水区宮加三788-4,1968,,,31 百万円,"Failed to retrieve page, status code: 410",代表取締役 髙橋 博,
2024-07-01,昭和設計株式会社,建設コンサルタント,4,■事業内容：総合建設コンサルタント（建設コンサルタント・補償コンサルタント・測量業・1級建築士事務所）,静岡県静岡市葵区若松町41-1,1953,47.0,117,30百万円,http://www.shizuoka-showa.co.jp/,,
2024-08-01,株式会社大伸建設工業,サブコン,4,■事業内容：静岡県、静岡市発注の公共工事を主体に土木工事、水道施設工事を行なっております。■特徴：公共工事の受注が70～80％、特に水道関連がメインです。売上の大部分は公共工事が占めております。元請けとしての施工と下請けとしての施工の両方を行っております。,静岡県静岡市駿河区下川原4-24-3,1968,,,20百万円,なし,,
2024-05-01,永井電機株式会社,ゼネコン,2,■事業内容： 永井電機株式会社は、美唄市で農業プラントや工場、一般住宅などの電気工事を手がける老舗企業です。電気工事業をメインに、コンセントやスイッチ設置、照明器具交換から市立病院など大型案件の工事まで、電気の内線工事を総合的に行っています。,北海道美唄市東四条北1-2-1,1966,54.0,15,27百万円,https://mdg-nagai-denki.com/,,
2024-06-01,株式会社建装,サブコン,1,■事業内容：建築一式工事、防水工事、塗装工事、内装工事、土木工事、とび土工、屋根工事、大工工事、左官工事、建具工事、舗装工事通所介護、介護予防通所介護及び第1号通所事業、障害児通所支援事業,静岡県静岡市葵区西草深町8-8,1971,45.0,62,40百万円,https://kensou110.jp/,,
2024-08-01,三興商事株式会社,住宅設備・建材,16,■事業内容： 建築工事における施工管理、営業（取扱商品：金属屋根、外壁、固定柱脚、金属製建具、木製建具、EXP金物、 体育館床、体育器具、ステンレスプール、乾式タイル、木造大断面等）,静岡県静岡市駿河区中田1-5-3,1971,,,40百万円,https://www.35s.jp/,,
2024-08-01,株式会社柿原組,住宅設備・建材,2,■事業内容：・土木建築工事の設計、施工、管理及びコンサルタント業務・マンションの開発、分譲、大規模改修及び不動産の仲介、売買・以上に付帯関連する一切の業務,福岡県福岡市中央区薬院3-4-21,1945,,32,100百万円,http://www.kakiharagumi.jp/,,
2024-07-01,協和八光建設株式会社,サブコン,1,■事業内容：土木工事業、とび土工工事業、舗装工事業、水道施設工事業、建築工事業、解体工事業,北海道江別市緑町西3-10-3,1951,,22,50百万円,http://kyouwahakkou.co.jp/,,
2024-08-01,船木建設株式会社,住宅（ハウスメーカー）,2,■事業内容： 総合建築業：新築・リフォーム・公共工事・新築：木造・RC造、鉄骨造・リフォーム：外壁・屋根・キッチン・BR・UR・内装・設備・外構（塀、庭、ロードヒーティング）他■当社の特長船木建設は江別で1959年に創業した地域密着の住宅会社です。公共工事を行う建築会社、リフォーム会社、新築戸建て住宅のハウスメーカー・工務店でもあります。大工・現場監督のスキル育成強化を重視し、住宅の新築、リフォームともに、設計・プランニング・現場監督・アフターメンテナンスに至るまで経験豊富な担当者が住まいづくりを１棟１棟丁寧に担当させていただきます。,北海道江別市元江別本町20-1,1959,,29,32百万円,https://www.funaki-kk.co.jp/company/,,
2024-08-01,清光建設株式会社,サブコン,2,■事業内容： 道路や下水道の土木工事業（舗装工事業を除く）,北海道江別市野幌美幸町31-8,1975,,20,20百万円,なし,,
2024-08-01,平成建設株式会社,ディベロッパー,2,■業務詳細：・不動産に関する企画・開発・運営をサポートし、お客様の資産価値を高め資産活用のお手伝いをします。ショッピングセンター誘致・オフィスビル・高齢者福祉施設・賃貸マンション等当社では様々なプロジェクトを手掛けた実績あるプロがお客様の収益向上の為様々なプロジェクトを企画立案しお客様へ当社の技術を提供します。,北海道江別市四条5-5,1989,,25,40百万円,http://heiseikensetu.com/index.html,,
2024-07-01,セイキ住工株式会社,住宅設備・建材,1,■事業内容： 各種網戸、スクリーン、目かくし、省エネルギー製品、各種加工品の設計、開発、製造,静岡県静岡市駿河区豊田3-5-27,1976,,140,99百万円,https://www.seiki.gr.jp/company/jyuko/,,
2024-08-01,光和電気工事株式会社,住宅設備・建材,1,当社は、東京電力株式会社グループを主体に送電架設工事を手掛けています。東京電力株式会社沼津営業所との取引は長く、毎期安定した受注を確保している他、大手送電企業の高圧架設電線路建設、改良補修の諸工事を得意としています。■事業内容：◇送電線の建設工事◇保守業務◇管理全般,静岡県静岡市清水区興津東町234,1973,,42,20百万円,http://www.kouwa-denki.co.jp/,,
2024-08-01,株式会社ガス檢中部,設備管理・メンテナンス,6,■事業内容：高圧ガスプラントの検査業務１．高圧ガスプラントの保安検査およびメンテナンス２．高圧ガスプラントの設計施工３．高圧ガス保安法による指定保安検査業務４．産業廃棄物収集運搬ならびに再生業務５．コインランドリー店舗運営,静岡県静岡市駿河区中村町439-1,1974,,57,20百万円,http://chubu.gasken.co.jp/,,
2024-07-01,株式会社建設のマルモ,住宅（ハウスメーカー）,1,■事業内容： ・建設工事業・内装仕上工事業・土木工事業,静岡県静岡市駿河区西島1038-2,1980,,51,20百万円,https://marumohome.com/,,
2024-08-01,三原グループ株式会社,サブコン,2,■企業概要当社は福岡県の工業地帯である苅田に本社を置く総合建設業の会社です。建設事業とスチール事業（自動車部品製造）の２つを主軸としています。昭和29年の創業から長きにわたって技術力を蓄積し続け、まちづくり・ものづくり・地域の発展に貢献してきました。当社社長が苅田商工会議所の会頭を務めていることもあって地元企業との繋がりも広く、地域特性に根差したサービスを展開しています。,福岡県京都郡苅田町幸町8-1,1954,42.0,82,40百万円,http://mihara-group.jp/,,
2024-07-01,信建工業株式会社,建設コンサルタント,1,■事業内容:・公園、街路、観光レジャー施設等のデザイン・設計、製造、販売・防災、健康福祉、環境、ビオトープ関連施設の開発、設計、製造、販売・レイズドベッドによる園芸療法関連製品の開発、設計、製造、販売・ユニバーサルデザイン・ガーデニング製品の開発、設計、製造、販売・ドッグランおよびペット共生施設の開発、設計、製造、販売・ペットビジネスにおけるサービス管理・運営コンサルティング事業公園トイレ・施設の様々なニーズに対応公園トイレを中心に公園施設、防災施設、景観施設、ドッグランなどを設計からデザイン・製造・施工まで一括して行っています。全国の施設で実績多数。,静岡県静岡市葵区千代1-18-29,1980,,33,10百万円,https://www.shinken-kogyo.co.jp/,,
2024-06-01,三栄機工株式会社,プラントメーカー・プラントエンジニアリング,3,■企業概要： リサイクル・生産・物流ライン等、様々な工場設備の充実に向けてベストプラントをご提案いたします。■事業詳細：・搬送機械及び搬送装置製作据付・選別機械（トロンメル、振動篩/他）製作・リサイクルプラント設計・施工・各種プラント設計・施工・雨・防塵カバー製作・販売・各種コンベヤー部品製作・販売・各種破砕機修理及び部品販売■特徴：設計・製造・設置・メンテナンスまで一貫した受注体制を整えています。,福岡県京都郡苅田町若久町3-22-5,1988,,27,16百万円,http://www.sanei-kikou.com/,,
2024-08-01,株式会社福喜,内装・インテリア・リフォーム,2,■事業内容： 住宅リフォーム業,福岡県京都郡みやこ町犀川本庄518-1,1986,,9,,http://www.fukuki-co.jp/,,
2024-08-01,株式会社三共コンサルタント,建設コンサルタント,2,■事業内容：測量調査・開発行為・事業損失、土木工事設計・資料作成、防災・砂防調査、地質調査・施工管理試験、地図情報システム,北海道士別市東四条三丁目2,1987,,93,19百万円,http://www.sankyou-s.co.jp/,,
2024-06-01,株式会社エー・アンド・エー総合設計,建築設計事務所,2,■事業内容：公共施設、教育施設、医療・福祉施設、商業施設、生産施設、オフィス、集合住宅等の企画・設計・工事監理業務を行っております。,静岡県静岡市駿河区寿町12-35SKビル,1962,,18,26百万円,https://aa-arc.co.jp/,,
2024-06-01,中日本ハイウェイ・メンテナンス東名株式会社,設備管理・メンテナンス,3,■高速道路・一般有料道路の維持修繕業務■休憩施設の環境整備業務■警備業法に基づく警備業■道路の維持管理に関する資機材の開発及び販売,神奈川県横浜市港北区新横浜2-3-12,2007,,278,3000万円,https://www.c-nexco-hmt.jp/,代表取締役 増島 隆夫,
2024-08-01,三和建設株式会社,不動産管理,3,■事業内容・建物新築の設計、 施工、請負及び管理・建物リフォームの設計、施工、請負及び管理・建物に付帯または関連する工事の設計、施工、請負及び管理・不動産の売買・賃貸借・不動産の売買・賃貸借の仲介、コンサルティング・賃貸借不動産物件の管理代行,静岡県静岡市清水区辻4-10-9,1979,36.0,26,30百万円,https://www.sanwagr.co.jp/index.html,,
2024-08-01,古賀設備工事株式会社,住宅設備・建材,1,■事業内容：給排水衛生設備、空調換気設備、下水道・浄化槽設備、水道施設の設計施工■特徴：同社は、個性を生かした「人」を作り、経験を積むことで「技術力」を身につけ、安心と実績を誇る「信頼」を得られる調和のとれたバランスの良い企業を目指しています。,佐賀県佐賀市高木瀬西6-11-4,,,20,20百万円,http://www.koga-s.com/,,
2024-07-01,株式会社五十嵐組,建設コンサルタント,3,■事業内容：(1)土木工事業：道路工事・河川工事・下水道工事・土地造成工事、土木関連作工物工事(2)建築工事業：店舗・工場・マンション・公共施設等、鉄筋コンクリート造、鉄骨造、一般木造等(3)砕石業、砂利・土砂の採取業(4)除雪・排雪請負業、道路維持■代表挨拶：・弊社は1957年（昭和32年）に「五十嵐砂利店」として創業いたしました。以来、土木・建築・砂利砕石・道路維持を事業の柱として地域とともに歩み、65年を迎えようとしています。時代の変化を敏感に感じ取り、変化を恐れずチャレンジし続け、皆様により一層信頼される企業となるよう努力して参ります。,北海道名寄市西五条北11-58-23,1963,,66,25百万円,https://igarashi-gumi.co.jp/,,
2024-07-01,株式会社大洋建設,サブコン,1,■事業内容： 土木・建築請負、施工、監理、及び前項に附帯する一切の事業,佐賀県佐賀市本庄町大字本庄253-12,1965,,58,40百万円,https://taiyo-k.ne.jp/,,
2024-08-01,フジピーシー株式会社,住宅設備・建材,1,■事業内容・建築工事・左官工事・とび・土工工事・石工事・タイル・れんが・ブロツク工事・防水工事・内装仕上工事・建具工事,静岡県藤枝市稲川852,,,,30百万円,https://kensetumap.com/company/284007/,,
2024-07-01,北海舗道株式会社,ゼネコン,3,■事業内容： ・道路舗装工事・特殊舗装工事（カラー舗装、排水性舗装等）・道路舗装維持工事・アスファルト合材製造・販売・アスファルト塊受入道路維持事業は、地域の人々の暮らしを支える道路の機能の保持と、利用者の安全性や利便性の確保を目的に行われます。夏季は、異常箇所の修繕や草刈りなど、道路機能を維持するためのさまざまな業務を行い、冬季は、地域の暮らしを守るため、除雪や排雪や路面整正など、昼夜を問わず出動出来る体制を整えています。,北海道名寄市字内淵200,1977,48.6,27,25百万円,http://www.hokkaihodo.jp/,,
2024-08-01,株式会社中野建設,住宅（ハウスメーカー）,2,■事業内容： 大正期の創業以来、建築、土木、舗装、住宅、営業・管理、リニューアル部門など多岐に渡る事業を展開しています。,佐賀県佐賀市水ヶ江2-11-23,1918,43.0,252,97百万円,"Failed to retrieve page, status code: 410",,
2024-06-01,株式会社原田設計,建設コンサルタント,1,＜企業概要＞■事業内容・建築設計・監理、補償コンサルタント及び測量・土木設計,佐賀県佐賀市諸富町徳富1289,1972,,26,20百万円,http://haradasekkei.com,,
2024-08-01,松尾工業株式会社,住宅設備・建材,2,■事業内容：・空気調和設備設計施工…冷暖房、空気調和、クリーンルーム、蓄熱システム、換気、その他空気調和設備全般・給排水衛生設備設計施工…給排水衛生、瓦斯、冷凍冷蔵設備、排水処理設備、その他給排水衛生設備全般,佐賀県佐賀市多布施1-3-1,1980,,42,20百万円,https://www.matsuo-kg.jp/,,
2024-06-01,有限会社増田建設,ゼネコン,2,■事業内容・建設業・佐賀県や市からの公共工事（主に道路舗装工事）をメインとし、その他民家の駐車場まで幅広く工事を請け負っています。・元請が売上の約7割で年間20件ほど、下請が売上の約3割で60件ほどの工事を行っています。・現場はほとんどが佐賀市内で、神埼市などの仕事があります。■特徴・佐賀市や佐賀県からの道路舗装工事をメインとする土木舗装工事会社。・ベテランが揃っており、技術力には定評があります。・佐賀の大手建設会社松尾建設(株)などとの取引も長く、安定して受注しています。■社風・雰囲気・アットホームで、仕事の流れは本人の意思を尊重する自由な雰囲気です。,佐賀県佐賀市鍋島3-13-21,1993,,13,6百万円,なし,,
2024-07-01,新栄地研株式会社,建設コンサルタント,2,■事業内容： 地質調査・土質調査・土質試験・岩石試験・安定解析・施工管理・さく井・原位置調査・水質調査・土壌試験・環境調査(大気・騒音・振動)・土木設計・測量全般,佐賀県佐賀市若楠2-5-25,1984,46.0,56,10百万円,http://www.shineichiken.co.jp/gaiyou.html,,
2024-07-01,株式会社後藤田組,サブコン,2,■企業概要：・総合建設業として主に千歳市内の建築・土木工事に携わっております。建築部門は学校や団地等公共施設から一般住宅や商業施設等の新築・改修工事を、土木部門は道路・下水道・公園等の整備・改修工事や一般住宅の外構工事等も行っております。会社設立当初から千歳市をはじめ北海道や各省庁発注の工事(市内施設の新築や改修)を中心に受注し安定した企業です。,北海道千歳市千代田町1-9,1943,50.0,6,20百万円,なし,,
2024-08-01,アイグステック株式会社,サブコン,7,■事業内容： （1）一般建築…マンション・事務所・店舗・住宅その他各種建物の建築請負（2）防音工事…航空機その他騒音防止のための遮音化工事請負（3）建築設計（一級建築士事務所）各種建築物の設計・監理■施工実績：・建築工事…公共工事、学校、幼稚園、共同住宅、商業施設・改修工事…マンション大規模改修工事、耐震改修、施設防音改修工事、集合住宅防音工事（サッシ改修）,神奈川県藤沢市大庭5404-7湘南エスパス1FA,1976,50.0,101,100百万円,http://www.aigs-tech.jp,,
2024-06-01,千歳建設株式会社,サブコン,3,■事業内容：・建築工事・土木工事・舗装工事・アスファルト製造・販売業・戸建及び共同住宅建築・その他業務（各種舗装工事／道路、駐車場等の除雪及び排雪／ロードヒーティング／造園工事／縁石切下げ工事）■品質方針：地域社会・顧客の期待と要求に応えた構築物とサービスを提供する事により顧客満足を向上させていく。品質マネジメントシステムの要求事項を充足し、その改善が継続的に続く事によりシステムの水準向上と不適合製品の撲滅をはかる。経営理念を体得した人材を育成し、安全・品質・工程・原価を十分にマネジメントすることにより付加価値を確保し、地域NO.1企業の基盤を築く。,北海道千歳市流通1-3-1,1975,,44,30百万円,http://www.chitose-kensetsu.co.jp/,,
2024-07-01,株式会社ミサワホーム静岡,住宅（ハウスメーカー）,19,■概要：ミサワホーム株式会社の静岡エリアの販売、設計、施工をする会社です。時代の変化を見据えながら従来にない“まちと住まい”をカタチにすることで、問題解決のお手伝いをしている会社です。,静岡県静岡市駿河区手越367,1949,40.0,253,100百万円,http://shizuoka.misawa.co.jp/,,
2024-07-01,株式会社ＩＫＪ,サブコン,2,■事業内容：・宅建業・建設業 土木工事、とび・土工工事、解体工事、建築工事、石工事、鋼構造物工事、舗装工事、しゅんせつ工事、水道施設工事・産業廃棄物収集運搬 福岡県、佐賀県・特別管理産業廃棄物収集運搬 福岡県、佐賀県,福岡県糸島市有田898-1,2016,,13,5百万円,https://ikjnet.com/,,
2024-07-01,株式会社ホクセイ・ホーム,住宅（ハウスメーカー）,2,■業務内容・注文住宅の設計・施工・販売・不動産売買・不動産賃貸・不動産仲介・住宅リフォーム・インテリアコーディネイト,北海道千歳市日の出5-8-1,2000,,6,"2,500百万円",http://www.puerda.jp/,,
2024-08-01,株式会社ニッケーコー,住宅設備・建材,4,■事業内容：オールウェザーハウス(膜構造建築物)の設計・製造・施工・販売オールウェザーハウスとは・・ニッケーコーが自然との共存を考え、環境に優しい製品を提供していきたいという思いを込めた、「全天候型膜構造建築物」の総称で、独自のブランドです。具体的には、倉庫・荷捌場屋根・作業場・工場内クリーンブース・販売展示場屋根・競技場屋根等、必要に合わせたものをオーダーメイドで作っていきます。,静岡県静岡市駿河区丸子新田192-1,1995,42.7,27,20百万円,http://www.nikkeico.co.jp/,,
2024-06-01,株式会社田端本堂カンパニー,サブコン,2,■事業内容： 〇土木部門・・・心で豊かな社会を目指して、ICT技術などを活かしながら、土木技術の向上に努めています。私たちは、様々な場面において地域社会に貢献してまいります。〇建築部門・・・建築は、人とモノの関わりや文明の発展において、非常に重要な技術です。私たちは常に安全・快適を追求、自然との共生もしっかり考慮しながら、100年以上の実績と最先端の技術で、高水準な生活空間の実現に向け挑戦し続けます。,北海道三笠市岡山359-1,1951,,,,https://www.tabataweb.jp/,,
2024-08-01,フクイＭ＆Ｃ株式会社,住宅設備・建材,2,■事業内容【木材・建材販売】●木材：プレカット加工材販売九州各地域を中心とした原木生産者や製材工場と連携して、品質が担保された地元の木材を、お届けしています。自社でCAD、CAM入力をしたプレカット加工材の販売しています。●建材販売主要なメーカーの製品を扱っています。,佐賀県唐津市和多田南先石1‐29,1953,45.0,42,21百万円,http://www.fukui-mk.com/index.html,,
2024-07-01,株式会社テラダ,内装・インテリア・リフォーム,2,■事業内容： 網戸、内窓外窓、風除室、玄関ドア、ガラス等の修理交換、リフォーム等長年培った豊富な経験と磨き抜かれた技術で、お客様により良い製品とサービスをお届けしています。＜営業エリア＞札幌市近郊、滝川市、砂川市、赤平市、歌志内市、奈井江町、浦臼町、新十津川町、上砂川町、雨竜町、浜益村 等,北海道札幌市東区東雁来八条2-1-8,1965,,18,30百万円,http://www.terada2128.biz/,,
2024-06-01,不二建設株式会社,ゼネコン,1,■事業内容道路舗装工事一般土木工事・農業土木工事アスファルト合材販売除排雪作業産業廃棄物処理業砂利採取販売・生コン製造販売・建設資材製造販売,北海道滝川市西滝川232-1,1935,48.0,78,20百万円,http://www.fujiken.co.jp/,,
2024-08-01,株式会社井手工務所,サブコン,6,■企業概要：設立58周年の同社は行政が約9割、民間1割程の佐賀の施工案件を担う歴史ある地場建設企業です。また、社寺建築にも力を入れており、佐賀県内でも数少ない社寺の工事ができる宮大工も在籍しています。■事業内容： （1）建築工事業・公共工事…社会活動の拠点となる建物は、安心・安全でなければなりません。当社では長年の技術と知識で、社会インフラの整備の一役を担っています。・民間工事…一般住宅をはじめ、アパートやマンション、商業施設、外構工事も手掛けております。（2）土木工事業（3）とび・土工工事業,佐賀県唐津市和多田天満町1-6-38,1962,53.0,20,30百万円,http://ide-k.com/,,
2024-05-01,株式会社総合施設メンテナンス,設備管理・メンテナンス,1,■企業概要：ビルメンテナンス事業を行っています。建物を計画的かつ適正に管理し、施設の安全機能の維持･向上を図り、経年使用による機能低下と事故の未然防止、故障の早期発見に努め、積極的に維持管理を行い機能の保持と耐久性の向上を図ることを当社は基本とします。,佐賀県唐津市魚屋町2015,1973,,60,10百万円,http://tms-karatsu.com/index.html,,
2024-06-01,株式会社峰土建,サブコン,2,■事業内容・土木工事、建築工事、遊具工事、不動産,佐賀県唐津市和多田大土井1-59,1960,,15,5百万円,https://mine-doken.jimdofree.com,,
2024-08-01,株式会社ナラタ,建設コンサルタント,2,■事業概要土木工事業、解体工事業、とび・土工工事業、鋼構造物工事業,佐賀県唐津市宇木435-1,1975,,78,90百万円,https://narata.jp/,,
2024-08-01,株式会社トスプロ,サブコン,1,■事業内容：LPガス/石油類販売、ガス機器販売設置、キッチン・トイレ等リフォーム、上下水道工事、給排水工事、管工事その他■当社について：当社は創業60年を迎え2018年4月1日付けで社名を株式会社トスプロに変更しました。地域の皆様のリクエストに応えることで仕事の幅を広げ、現在はガス灯油等の燃料販売、設備工事、リフォーム事業、宅配水事業4部門にて業務を行っています。信用と信頼を大切にし、「お客様に喜ばれることを考え尽くし続ける」をモットーに誠実さ・真面目さ・真摯さでお客様に奉仕できるよう日々努力しています。,佐賀県鳥栖市儀徳町2927-1,1958,,26,12百万円,https://www.tosu-pro.co.jp/,,
2024-06-01,株式会社高取造園土木,サブコン,2,"■事業内容●土木工事・造園業・エクステリア、和風庭園、洋風庭園、リガーデン、公園工事、庭園工事の設計・施工・管理、住宅外構、ガーデニング、ウッドデッキ■特徴・仕事を通じて、緑あふれる家づくり・街づくりをしている会社です。老若男女の仲間で力を合わせ日々頑張っています。・創業以来、佐賀・久留米・鳥栖・筑豊・福岡を中心に、施工実績は3,000件以上にのぼります。・寺社の日本庭園、スポーツスタジアムの植栽、マンションの外構やエクステリア、飲食店や個人宅のオリジナリティあふれる庭など、内容も多岐に渡ります。",佐賀県鳥栖市立石町117,1967,,21,20百万円,https://takatori-landscape.com/,,
2024-07-01,有限会社前田重工業,ゼネコン,3,■事業内容：・重機土工事（造成、道路、河川、海岸、災害復旧等）・発生土（残土）運搬／処分・産業廃棄物収集運搬・建設機械等重量物運搬,静岡県静岡市葵区山崎2-21-8,1992,,23,5百万円,http://www.maejyu.jp/,,
