更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者,上場市場名
2024-05-01,三ッ輪エンジニアリング株式会社,サブコン,4,■事業内容： ・機械プラントの設計、製作、据付、メンテナンス ・鋼構造物、各種製罐関連製品の設計、製作、組立、据付工事及び修理・土木・建築工事の設計、施工、維持管理 ・自動車整備（車検・点検・板金・塗装）・大型特殊車輌整備（車検・点検・板金・塗装） ・特定自主検査（建設機械・クレーン等）・自動車用部品、自動車油脂類、タイヤ等の販売 ・大型特殊車輌等の販売及び買取・物置用中古コンテナーの販売及び賃貸 ・賃貸駐車場,北海道釧路市鳥取南6-2-24,1963,,37,98百万円,http://www.mitsuwa-eng.com/,,
2024-08-01,東邦コンサルタント株式会社,建設コンサルタント,2,■事業内容： 釧路を中心に街づくりを支える土木設計・測量・補償・計画調査など、街づくりの一歩目のインフラ整備に携わっております。・土木設計：道路、河川・砂防、土木構造物、港湾・空港、上下水道、公園緑地、農業土木、森林土木、施工管理・都市開発・計画：都市計画・調査、土地区画整理（換地設計）、市街地再開発、団地開発、地域計画、字地番改正・環境調査：地質調査、水質調査、交通量調査、OD調査、雪害調査、動植物調査,北海道釧路市鳥取大通4-16-23,1967,48.0,60,30百万円,http://www.toho-con.co.jp/,,
2024-07-01,宮脇土建株式会社,サブコン,3,■事業内容：商業施設、公共施設、集合住宅、事務所、病院・介護施設、耐震補強工事工場・農業施設、土木工事等の施工管理（現場代理人）,北海道釧路市春採6-1-5,1952,,43,36百万円,http://miyawakidoken.com/,,
2024-07-01,東洋建工株式会社,設備管理・メンテナンス,2,～地元福岡に本社を置く1963年創業の大規模修繕工事の専門会社～■企業概要：当社は1963年に外壁の吹付工事と防水工事を専門に行う施工会社として創業しましたが、1985年に元請負体制へシフトし現在では福岡県内有数の大規模修繕工事の専門会社へ成長、事業規模を進展させています。■事業内容： ・建物大規模改修工事 ・防水工事 ・外壁仕上工事 ・塗装工事 ・改修工事設計 ・建物調査診断 ・その他建物補強工事,福岡県福岡市博多区光丘町3-1-7,1963,,20,50百万円,http://www.toyokenkou.co.jp/,,
2024-08-01,パナソニック ホームズ埼玉西株式会社,住宅（ハウスメーカー）,6,■事業内容：パナソニックホームズ（一戸建／集合住宅の販売・設計・施工・アフターメンテナンス・集合住宅管理事業・リフォーム・損害保険代理店業務,埼玉県所沢市くすのき台3-17-1,1981,45.0,155,30百万円,https://homes.panasonic.com/phsn/,,
2024-07-01,キュウニチ株式会社,サブコン,3,■事業内容： ●熱絶縁工事業保温工事、保冷工事、耐火・断熱工事をはじめとする熱を利用する全ての産業における工事施工,福岡県春日市宝町1-1-3,,,,,http://kyunichi.co.jp/,,
2024-08-01,株式会社塩月工業,サブコン,3,■事業内容：鉄道関連工事、ダム工事、都市土木工事、下水工事、道路工事、造成工事、PC工事、橋梁工事、河川工事、等の大型特殊土木工事を中心に取り組んでいます。※資格者数…1級土木施工管理技士（16名）、1級建築施工管理技士（2名）２級土木施工管理技士（8名）、2級建設機械施工技士（12名）、コンクリート技士（1名）、2級建設業経理士（５名）、他有資格者多数,福岡県春日市大土居2-133,1973,50.0,50,50百万円,https://www.shiotsuki.jp/,,
2024-06-01,佐合硝子株式会社,住宅設備・建材,1,＜企業概要＞■事業内容・建材（アルミサッシ、シャッター、板硝子等）販売・施工（営業品目） 硝子工事・建具工事 （ビル用・住宅用サッシ、シャッター取付工事など）・建材（板硝子、サッシ、シャッター等）の販売,岐阜県可児市今渡1865,1970,50.0,26,10百万円,https://sago-g.com/,,
2024-07-01,市原産業株式会社,内装・インテリア・リフォーム,4,■設備工事、建築全般のリフォーム工事、士木工事、営繕工事、不動産取引など,■本社／岐阜県可児市川合2749-9■イチハラホームギャラリー／岐阜県可児市谷迫間541-1■尾張支店／愛知県小牧市新町3丁目360,1939,42.0,110,3000万円,https://www.ichihara-s.net/,代表取締役 市原 俊享,
2024-06-01,株式会社岡山三共アメニティ,設備管理・メンテナンス,2,■仕事についての詳細特徴当社は岡山県を中心に、まちづくり・地域貢献に携わる事業を展開している『みどりグループ』の中で、 シロアリ防除施工、床下調湿材（備長竹炭）、床下換気システム、床下の強制換気、備長竹炭施工、断熱施工(ヒートマジックシステム)、蜂駆除処理（スズメ蜂・ミツバチ・アシナガ蜂）を行っている会社です。三井化学の系列でもある三井化学クロップ＆ライフソリューション（株）の岡山地区特約代理店として、県下農協・その他住宅メーカー様から大半の工事を受注している安定基盤が強みです。,岡山県赤磐市穂崎869-1,1992,,,10百万円,https://www.okayamasankyo-amenity.com/,,プライム市場
2024-08-01,吉田建設株式会社,サブコン,2,■事業内容：社寺、仏閣、ビル・マンション工事、土木・造園工事、家内下水道工事、工場、店舗工事、住宅新築・増改築工事、上下水道工事、営繕リフォーム工事,岐阜県可児市今渡1852,1970,50.0,20,30百万円,http://www.yak-k.co.jp/,,
2024-07-01,株式会社サンエイホーム,不動産仲介,1,■事業内容： 賃貸仲介、売買仲介、賃貸管理（プロパティマネジメント）、開発分譲、建築、住宅リフォーム、メンテナンス、不動産プランニング、コンサルタント■当社について：当社は地元所沢で40年以上。賃貸仲介・一般売買仲介・事業用物件売買仲介・賃貸管理・プロパティマネジメント・開発分譲・建築・リフォーム・不動産活用提案・プランニング・コンサルティングまで、様々な事業領域を擁する総合不動産企業です。,埼玉県所沢市くすのき台1-12-17サンエイビル,1986,41.0,28,10百万円,https://www.sanei-home.co.jp/,,
2024-06-01,横山工業株式会社,ゼネコン,1,■事業内容：山岳トンネル掘削工事、公共土木工事■同社の特徴：トンネル工事の施工では東海地区でトップの企業で、北陸・関西・関東なども営業エリアとしています。トンネル専用建設機械を多数保有し、大手建設会社の協力会社として安全優先で自社施工しています。鉄道・道路・水路・換気立抗等、多種にわたるトンネル工事の施工実績を50年にわたり積み重ねています。,岐阜県可児市大森1530-2,1973,,150,37百万円,http://yokoyama-in.co.jp/,,
2024-08-01,株式会社リオス（旧第一電建株式会社）,サブコン,4,■事業内容：（1）一般電気工事…住宅、ビル、店舗、事務所などの電気設備を施工します。打合せ、設計、施工、メンテナンスまで一元管理で行います。特に最近では省エネ事業として、照明機器、空調機などのリニューアル工事を提案しています。同社が施工した電気工事は我が子の様な思いで一生メンテナンスをします。（2）道路・公園照明…同社保有の穴掘建柱車、高所作業車などにて照明灯基礎工から埋設配管堀削、照明灯設置工まで一元化した施工で展開しており、町の夜景の大黒柱を担います。,福岡県福岡市博多区井相田2-8-15,1971,35.0,49,20百万円,https://www.rios-group.co.jp/,,
2024-07-01,株式会社山岡興業,建設コンサルタント,2,【事業内容】可児市の公共工事中心で、舗装、道路改良、下水道、河川整備、橋梁工事などの土木事業を行っています。中でも特に舗装工事を得意としています。創業５４年、可児市中心に土木工事で高い信頼と実績を築いてきました。,岐阜県可児市土田5036,1979,,6,20百万円,http://yamaoka-k.jp/,,
2024-07-01,株式会社富士建設工業,不動産管理,3,■会社概要・設立25年以上の不動産会社として所沢地域社会の顧客に支えられながら、事業用不動産(アパート・マンション・土地)の仕入れ、販売、建築、入居者募集から維持管理、メンテナンスなど不動産に関わる事業をトータルに手がけています。■事業内容・総合不動産業,埼玉県所沢市くすのき台3-8-4,1987,44.0,40,360百万円,https://www.fujiken-k.co.jp/corporate/,,
2024-08-01,株式会社エステート白馬,不動産管理,3,■事業内容・宅地造成分譲及び建売、不動産賃貸管理、不動産売買仲介、建築工事の設計施工、保険募集業務,埼玉県所沢市東住吉12-21,1992,,125,80百万円,http://e-hakuba.com/,,
2024-08-01,株式会社アルフハウジング,建設コンサルタント,4,■事業内容：建築請負業・建売分譲・リフォーム業・不動産売買・仲介・賃貸管理・賃貸（エイブル事業）・損害保険業務,岐阜県可児市下恵土1-71,1992,35.0,11,10百万円,https://www.alfhousing.jp/,,
2024-08-01,株式会社Ｄｅｔｏ,設備管理・メンテナンス,2,■概要：シャワーヘッド、浄水器、温水洗浄便座等の「水」にかかわる製品をOEMを中心に企画・製造しています。,岐阜県岐阜市吉野町6-14三井生命岐阜駅前ビル7階,1965,45.0,74,34百万円,http://www.deto.co.jp/,,
2024-08-01,株式会社オンダ製作所,住宅設備・建材,6,■概要：当社は総合配管資材メーカーとして、暮らしに欠かせない製品を開発から生産まで一貫して行っています。ONDAブランドは全国で御愛好いただいております。■事業内容：住宅用関連資材（給水、給湯、給油、ガス、電気など等のバルブと管継手及び、樹脂製品）の製造・販売,岐阜県山県市富永18,1972,38.0,805,90百万円,http://www.onda.co.jp/,,
2024-06-01,株式会社筑紫商会,ゼネコン,3,■事業内容給排水衛生設備工事・冷暖房設備工事・土木工事・水道施設工事・消防施設工事・不動産賃貸業・建築工事・産業廃棄物収集運搬業,福岡県大野城市白木原4-5-11,1974,45.0,17,20百万円,https://www.chikushishokai.com/,,
2024-06-01,株式会社堀内電気,プラントメーカー・プラントエンジニアリング,1,■事業詳細：・太陽光発電・電気設備工事・公共工事・電気自動車充電設備・エコシップ■企業概要： 当社は、工場や商業施設をはじめ、一般住宅、ホテル、倉庫など、あらゆるお客様の電気設備に関するニーズにお応えする企業です。■拠点：・本社：福岡県福岡市博多区浦田一丁目5番46号・大野城営業所：福岡県大野城市大城3丁目6番25号・大隅営業所：鹿児島県曽於郡大崎町假宿1142-4・出水営業所：鹿児島県出水市昭和町1-5・長崎営業所：長崎県西海市西彼町八木原郷1990番9,福岡県福岡市博多区浦田1-5-46,1997,,30,40百万円,https://www.horiuchi-e.co.jp/,,
2024-05-01,株式会社関屋電設,サブコン,1,■企業概要： 電気工事を中心に、情報通信やLED、太陽光発電まで電気のことならオールラウンドに対応できる会社です。,福岡県大野城市川久保3-1-10,1972,44.0,47,20百万円,https://www.sekiya-densetu.co.jp/,,
2024-08-01,株式会社松野組,サブコン,2,■事業内容： 土木･建築一式・舗装・水道施設の公共工事の請負がメイン自動車修理業、不動産の賃貸・管理業、太陽光発電事業■強み・社風： 創業から100年にわたり、地域に住む人々の安心安全・快適な社会環境づくりに取り組んでいます。遠方への転勤はありませんので、岐阜で働き地域に貢献したい方にはピッタリの会社です。また社風について、従業員50名の中小企業だからこそ、ベテラン社員から若手社員まで話しやすく風通しの良い会社です。若手社員には、FC岐阜セカンドチームに所属する者や、ボクシングアマチュア大会で全国大会に出場した者がおり、業務以外で活躍・活動する社員を全面的にサポートします。,岐阜県瑞穂市穂積1330,1922,43.0,51,30百万円,https://www.matsunogumi.co.jp/,,
2024-08-01,株式会社不二産業,サブコン,1,■企業概要： 昭和26年に岐阜県瑞穂市で創業して以来、文部科学省、岐阜県、県内建築・土木・農林事務所、瑞穂市、本巣市その他の市町村のほか、民間の建設会社や一般の個人のお客様に至るまで、空調・給排水に関するさまざまな工事を手掛けています。,岐阜県瑞穂市本田735,1951,,18,20百万円,http://fujisangyo-gifu.com/,,
2024-07-01,株式会社河北建設,住宅（ハウスメーカー）,1,■事業内容： 住宅、リフォーム、商業施設等の建築業,福岡県大野城市筒井4-21-1,1979,,10,10百万円,https://kawakita-kensetu.co.jp/,,
2024-08-01,悠悠ホーム株式会社,住宅（ハウスメーカー）,52,■企業概要：当社は九州は福岡の地で、木造住宅を専門に手掛けている住宅メーカーです。創業者が家族の健康を想い、安心安全な家を創りたいと始まった当社ですが、創業から30年以上経った今もなお、「住む人の健康を第一に考えた家づくり」をモットーとしています。実際に、当社で住宅を購入されたオーナー様の入社実績も複数あるなど、お客様には当社のファンになって頂けております。今後は5年で300億円の売上（現在約140億円）を目指しており、住宅事業の強化、不動産事業や福祉施設（保育園・高齢者住宅等）にも注力しています。,福岡県大野城市筒井4-4-17,1994,38.0,295,20百万円,http://www.yuyuhome.co.jp/,,
2024-07-01,株式会社リンクス,不動産仲介,3,■事業内容：不動産事業・企画・開発・仲介、総合建築・店舗企画・調査・設計・施工・管理・監修,岡山県岡山市南区西紅陽台2-58-549,2000,,9,20百万円,http://www.links-okayama.co.jp/,,
2024-08-01,株式会社高島衛生,住宅設備・建材,3,■事業内容：・廃棄物処理事業（市町村からの委託や許可を受け、家庭や事業所のごみを収集運搬、中間処理）・下水道事業（下水道管内の調査、補修、更生、清掃、水路、側溝、排水処理設備の清掃）,岐阜県岐阜市境川1-172,1958,50.0,72,12百万円,https://t-eisei.co.jp/,,
2024-07-01,株式会社三富,住宅（ハウスメーカー）,5,■企業概要：住宅メーカーや工務店、建築会社など建築に関わる企業へ、エクステリア商品を販売します。大手メーカーの 商品のみならず、自社ブランド「B-Life.s」も展開しています。■事業内容：エクステリアの建材販売■主要取扱製品： 門扉、フェンス、カーポート、テラス、ベランダ、バルコニー、物置などのエクステリア建材,岐阜県羽島郡岐南町八剣7-75,1971,,213,18百万円,http://santomi.jp/recruit-new/,,
2024-08-01,株式会社まつばら,ゼネコン,1,■事業内容： 土木工事、建築工事、リフォーム、エクステリア、水道・下水道工事を中心に、解体工事、伐採工事、草刈り、その他工事まで幅広く行っております。 長年の実績を評価され、東建託株式会社さまをはじめとする多くの民間企業から仕事をいただいております。また、県立鴨方高校の改修工事等、浅口市からの公共工事も 手掛けております。,岡山県浅口市金光町占見515-1,1989,49.0,6,10百万円,https://www.matsubara21.jp/,,
2024-07-01,ジィエース株式会社,設備管理・メンテナンス,4,■業務概要：1973年の創業以来、エンジンが搭載されている業務用ガス空調機の設計・施工～メンテナンスまで一貫したサービスを行っています。■業務詳細：(1)ガス空調設備機器の販売、設計、施工、保守管理 (2)ガスエンジン採用のコージェネシステム及び、エアーコンプレッサーの販売、設計、施工、保守管理(3)ガス機器全般、エコウィル（業務用・家庭用）、エネファーム、太陽光発電システムの販売、設計、施工、保守管理,岐阜県羽島郡岐南町徳田1-290,1973,37.0,25,10百万円,http://www.gace.co.jp/,,
