更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,株式会社明星,不動産仲介,求人なし,岐阜県大垣市郭町2-25Ｋｉｘ中央ビル 2Ｆ,1972,代表取締役 山田 達也,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社高橋土建,ゼネコン,求人なし,埼玉県川越市大字小ケ谷118-1,1967,代表取締役 高橋 薫,52 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東新土地株式会社,不動産仲介,求人なし,岐阜県大垣市鶴見町397-11,1984,代表取締役 平野 博己,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社大庭電気商会,サブコン,求人なし,埼玉県川越市脇田本町25-1大庭ビル,1965,代表取締役 大庭 正巳,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社マロケン,住宅設備・建材,無,北海道函館市東山町118-133,1983,代表取締役 古谷 直人,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 建築・土木の専門型枠工事事業 2023年8月doda掲載求人より引用,
2024-08-01,株式会社イッシン,ゼネコン,求人なし,岐阜県大垣市神田町1-76トミダユニティービル 1Ｆ,1987,代表取締役 富田 真洋,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,加納水道設備株式会社,設備管理・メンテナンス,求人なし,岐阜県大垣市三津屋町2-56,1987,代表取締役 加納 浩二,35 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,中部パークシステム株式会社,サブコン,求人なし,岐阜県大垣市中川町4-157-3,1987,代表取締役 奥田 隆庸,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,友野建設株式会社,サブコン,求人なし,福岡県久留米市荒木町荒木1348-2,1981,代表取締役 友野 カツ子,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,共同流通株式会社,不動産仲介,無,埼玉県川越市諏訪町10-13,1988,代表取締役 小島 崇弘,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社谷本工研,サブコン,求人なし,岡山県岡山市北区神田町1-8-6,1977,代表取締役 谷本 明典,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社コンチネンタル技建,建築設計事務所,求人なし,岐阜県大垣市三本木3-31-1,1987,代表取締役 山田 康,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社一光開発,住宅（ハウスメーカー）,求人なし,岐阜県大垣市林町7-652-1,1984,代表取締役 北村 哲也,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社住研川越,不動産仲介,求人なし,埼玉県川越市脇田町18-1川越駅前ビル 2Ｆ,2000,代表取締役 渡邉 吉雄,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,トウショー商事株式会社,内装・インテリア・リフォーム,求人なし,岡山県岡山市南区新福1-16-27,2001,代表取締役 荻野 英俊,31 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ホーム企画,サブコン,求人なし,北海道函館市五稜郭町35-1（株）ホーム企画函館五稜郭ビル 6Ｆ,1983,代表取締役 角田 隆芳,35 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エフエヌティ,内装・インテリア・リフォーム,求人なし,岐阜県大垣市久徳町545-1,1997,代表取締役 堤 健,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東興アイテック株式会社,建設コンサルタント,求人なし,北海道函館市西桔梗町862-5,1990,代表取締役 朝倉 友和,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社テクノスタッフ,サブコン,求人なし,埼玉県所沢市大字牛沼486-1,1998,代表取締役 本田 光弘,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社イトゼン空調,設備管理・メンテナンス,求人なし,岐阜県大垣市和合本町1-479-1,1992,代表取締役 伊藤 勝也,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社首都圏緑化サービス,ゼネコン,無,埼玉県川越市大塚1-32-1アジアビル 2Ｆ,1999,代表取締役 西平 文隆,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 1.建物解体工事2.一般土木工事3.伐採・抜根・土木工事4.駐車場土木工事5.施行・設計・管理 2022年10月doda掲載求人より引用,
2024-08-01,株式会社橋爪土木,サブコン,求人なし,福岡県久留米市国分町828-4,1996,代表取締役 山下 佳子,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,大垣設備株式会社,内装・インテリア・リフォーム,求人なし,岐阜県大垣市荒尾町1810-66,1974,代表取締役 矢橋龍宜,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,うめの地所株式会社,不動産管理,無,福岡県久留米市東和町6-20,1984,代表取締役 梅野 誠二,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,■不動産の売買仲介業■不動産の賃貸仲介業■不動産の管理業■その他不動産業に付帯する一切の業務【免許・登録番号】宅地建物取引業免許登録番号福岡県知事（8）11135号 2023年12月doda掲載求人より引用,
2024-08-01,株式会社ナナホーム,住宅（ハウスメーカー）,無,埼玉県川越市神明町23-1三光ビル 202,1997,代表取締役 中村 正秋,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
