更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,青森ガス株式会社,ガス,求人なし,青森県青森市港町3-6-33青森ガスビル,1954,代表取締役 竹中 義道,100 百万円,,,,,
2024-08-01,株式会社チョープロ,ガス,求人なし,長崎県西彼杵郡長与町高田郷62-1,1949,代表取締役 荒木 健治,30 百万円,,,,,
2024-08-01,株式会社富士熔材,ガス,求人なし,静岡県富士市中央町2-9-7,1963,代表取締役 鈴木 秀典,10 百万円,,,,,
2024-08-01,加藤石油株式会社,石油・資源,無,埼玉県越谷市千間台西2-5-7,1973,代表取締役 加藤 浩司,21 百万円,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■自動車正規代理店■損害保険代理店■ガソリンスタンド 2021年8月doda掲載求人より引用,
2024-08-01,有限会社和興電気,新エネルギー（太陽光・風力・地熱・バイオなど）,求人なし,青森県青森市大字安田字近野321-8,1990,代表取締役 本堂 均,10 百万円,,,,,
2024-08-01,第一エネルギー設備株式会社,石油・資源,求人なし,埼玉県越谷市蒲生茜町13-2,1978,代表取締役 中内 啓夫,10 百万円,,,,,
2024-08-01,祇園山崎ガス株式会社,ガス,求人なし,広島県広島市安佐南区山本1-8-27,1973,代表取締役 山崎 修,10 百万円,,,,,
2024-08-01,イハシライフ株式会社,石油・資源,求人なし,埼玉県越谷市越ヶ谷1-6-5,1985,代表取締役社長 井橋 英蔵,20 百万円,,,,,
2024-08-01,可部ガス販売株式会社,ガス,求人なし,広島県広島市安佐北区可部南1-4-35,1960,代表取締役 木村 洋二,28 百万円,,,,,
2024-08-01,有限会社黒田米穀燃料店,石油・資源,求人なし,埼玉県越谷市瓦曽根1-14-6,1964,代表取締役 黒田 重信,3 百万円,,,,,
2024-08-01,株式会社ソーラー管理サービス,新エネルギー（太陽光・風力・地熱・バイオなど）,求人なし,埼玉県さいたま市大宮区大成町2-277-1ＫＣビル,1994,代表取締役 森 保,10 百万円,,,,,
2024-08-01,汎高圧工業株式会社,石油・資源,求人なし,埼玉県蕨市錦町1-11-7,1961,代表取締役 小林 洋平,48 百万円,,,,,
2024-08-01,株式会社ハローＧ,ガス,無,静岡県焼津市石津中町17-12,1989,代表取締役 芝崎 豪,40 百万円,,,,,
2024-08-01,大興石油株式会社,石油・資源,求人なし,埼玉県戸田市美女木北2-8-3,1968,代表取締役 岡田 康,10 百万円,,,,,
2024-08-01,八戸液化ガス株式会社,ガス,求人なし,青森県八戸市卸センター2-6-27,1960,代表取締役 平野 薫,95 百万円,,,,,
2024-08-01,イワタニ山陽株式会社,ガス,求人なし,広島県広島市安芸区中野1-7-2,1998,代表取締役社長 竹下 正文,173 百万円,,,,,
2024-08-01,巻田油業株式会社,石油・資源,求人なし,静岡県焼津市中港2-5-16,1951,代表取締役 巻田 達央,35 百万円,,,,,
2024-08-01,東洸ホールディングス株式会社,石油・資源,求人なし,熊本県熊本市中央区本荘5-14-18,1951,代表取締役 石原 裕士,42 百万円,,,,,
