更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,従業員数,資本金,平均年齢,企業URL,代表者
2024-08-01,パーソルホールディングス株式会社,人材紹介・職業紹介,78,■同社について：＜事業内容＞「はたらいて、笑おう。」というグループビジョンの下、人材サービスを中心に幅広いサービスを提供しているパーソルグループ。同社はそのホールディングスとして約140社のグループ会社における経営計画・管理並びにそれに付帯する業務を行っています。具体的にはグループ全体の人事、財務、IT、経営戦略、広報、法務、監査、営業、総務FMなどを担っています。,東京都渋谷区代々木2-1-1,2008,プライム市場,60675,"17,479百万円",,https://www.persol-group.co.jp/index.html?from_gn,
2024-08-01,ＵＴグループ株式会社,技術系アウトソーシング（特定技術者派遣）,64,■事業概要：製造・設計開発・建設分野等の無期雇用派遣事業■事業詳細：小資源国・日本において最大の資源とは「人」です。同社のミッションとは、その人財が最も輝ける場を提供することで「はたらく力で、イキイキをつくる」ことです。そのために同社は、人と企業のベスト・マッチングを図ることで、すべての働く人にチャレンジの機会と成長の環境を提供します。,東京都品川区東五反田1-11-15電波ビル6F,2007,プライム市場,38527,680百万円,,https://www.ut-g.co.jp/,
2024-08-01,テクノプロ・ホールディングス株式会社,技術系アウトソーシング（特定技術者派遣）,5,～技術系人材サービス企業として国内最大規模のテクノプロ・グループ～■事業内容・機械、電気・電子、組込制御、ITインフラ、ソフト開発・保守、化学、生化学、建築施工管理など幅広い技術領域でワンストップソリューションを提供しています。・技術ソリューションを提供する株式会社テクノプロと株式会社テクノプロ・コンストラクションはプロジェクト規模や工程、作業内容、納期、作業環境といったお客様のご要望を総合的に検討した上で技術者派遣、受託・請負、海外オフショアなど最適なソリューションをご提案しています。,東京都港区六本木6-10-1六本木ヒルズ森タワー35F,2012,プライム市場,257,"6,929百万円",44.0,https://www.technoproholdings.com/,
2024-08-01,日研トータルソーシング株式会社,技術系アウトソーシング（特定技術者派遣）,99+,■事業概要：人材派遣事業、業務請負事業、人材紹介事業■事業詳細：エンジニア派遣、製造派遣、製造アウトソーシング、人材紹介、紹介予定派遣等の、総合人材サービス。メーカーなどとパートナー企業としての関係を築きながら高い技術力を提供し、相互にメリットを享受して成長を続けています。,東京都大田区西蒲田7-23-3日研第一ビル,1981,,23000,50百万円,29.3,"Failed to retrieve page, status code: 410",
2024-08-01,株式会社アウトソーシング,人材派遣,11,■事業内容：・国内技術系アウトソーシング事業・国内製造系アウトソーシング事業・国内サービス系アウトソーシング事業・海外技術系事業・海外製造系及びサービス系事業・労働者派遣事業（許可番号…派13-305267）、有料職業紹介事業（許可番号…13-ユ-305783）,東京都千代田区丸の内1-8-3丸の内トラストタワー本館5F,1997,,126543,"25,293百万円",39.0,https://www.outsourcing.co.jp/,
2024-08-01,株式会社テクノプロ,技術系アウトソーシング（特定技術者派遣）,99+,"■事業内容：正社員として雇用する20,000人を越える技術者・研究者を擁する独立系技術人材サービス企業であり、テクノプロ・ホールディングス（東京証券取引所[プライム市場]上場）の中核企業です。およそ2,000社にものぼる国内外の大手企業、大学、研究機関等の顧客に対し、機械、電気、電子、情報システム、化学、医薬、バイオ、エネルギー、プラントエンジニアリング等さまざまな分野での技術開発、研究開発へ、様々な形で技術を提供しています。",東京都港区六本木6-10-1六本木ヒルズ森タワー35F,1997,,22108,101百万円,35.4,http://www.technopro.com/,
2024-08-01,株式会社ワールドインテック,技術系アウトソーシング（特定技術者派遣）,99+,上場企業を主体とする研究開発、情報、技術、製造分野の総合コンサルティング、人事コンサルティングおよびアウトソーシング■事業内容：○ファクトリー事業（製造分野の請負および派遣事業）○テクノ・SI事業（生産技術・設計開発の請負および派遣事業）○Ｒ＆Ｄ事業（研究開発・臨床開発分野の派遣事業）○リペア事業（修理サービスの請負および派遣事業）○購買事業（半導体関連の部品・部材調達事業）○行政受託事業（産学官連携による共同人材育成・就職支援事業）○パークマネジメント事業（農業公園等の運営管理）○アライアンス事業,福岡県北九州市小倉北区大手町11-2,2014,,17482,450百万円,35.0,https://www.witc.co.jp/,
2024-08-01,ＵＴエイム株式会社,アウトソーシング,20,【プライム上場グループ】■製造業を中心とする人材派遣・請負事業、外国人受入れ支援事業■人材派遣：製造オペレーター、製造設備エンジニア、半導体テストエンジニア■業務請負：製造工程全般、製造設備保全、半導体テスト■外国人受入れ支援：東南アジアを中心とする技能実習生及び特定技能者の受入れ支援・監理代行,東京都品川区東五反田1-11-15 電波ビル6階,1995,,14302,5億円,37.0,https://www.ut-g.co.jp/ut-aim/corporate/history/,代表取締役社長 外村 学
2024-07-01,株式会社パソナグループ,アウトソーシング,1,■エキスパートサービス(人材派遣)■BPOサービス(委託・請負)■HRコンサルティング■教育・研修■グローバルソーシング(海外人材サービス)■キャリアソリューション(人材紹介、キャリア支援)■アウトソーシング■ライフソリューション■地方創生ソリューション,東京都港区南青山3-1-30 PASONA SQUARE,1976,プライム市場,2,50億円,,https://www.pasonagroup.co.jp/,代表取締役グループ代表 南部 靖之
2024-08-01,株式会社メイテック,技術系アウトソーシング（特定技術者派遣）,99+,■事業内容：エンジニアリングソリューション事業（機械設計、電気・電子設計、ソフトウェア開発、ケミカルエンジニアリング、解析・評価）※労働者派遣事業許可番号「派 23-301659」,神奈川県厚木市森の里青山15-1,2023,,8483,800百万円,,http://www.meitec.co.jp/,
2024-08-01,株式会社ウィルグループ,人材派遣,9,■事業内容：セールスアウトソーシング、コールセンターアウトソーシング、ファクトリーアウトソーシング、介護ビジネス支援、海外HR、スタートアップ人材支援,東京都中野区本町1-32-2ハーモニータワー27F,2006,プライム市場,4845,"2,089百万円",34.3,http://willgroup.co.jp/,
2024-08-01,株式会社夢真,技術系アウトソーシング（特定技術者派遣）,99+,■企業説明：2019年10月1日をもって施工図作図、建築施工管理技術者等の建築関係人材派遣を主たる業務とする株式会社夢真として事業を開始。事業組織とグループ経営を行う組織とを分離し、双方の責任と権限を明確化することで、意思決定の迅速化、柔軟な事業推進、競争力の強化を図ります。,東京都港区虎ノ門1-3-1,2019,,6043,110百万円,,"Failed to retrieve page, status code: 410",
2024-08-01,富士産業株式会社,アウトソーシング,3,■医療機関、介護・福祉施設、学校、会社等の食事提供業務受託事業■レストランの経営■売店の経営■厨房設備のプラン、レイアウト等及び厨房機器の販売■食品の販売■医療・介護福祉経営に関するコンサルタント事業,東京都港区新橋5-32-7（本社）,1972,,17647,5000万円,,http://www.fuji-i.com/,代表取締役 中村 仁彦
2024-07-01,株式会社ジャパン・リリーフ,人材派遣,1,■事業内容：総合人材サービス事業（物流・航空・医療業界への人材派遣事業、送迎請負事業（自家用自動車運行管理サービス）,東京都港区芝浦4-9-25芝浦スクエアビル12F,1994,,5113,83百万円,40.0,"Failed to retrieve page, status code: 410",
2024-08-01,株式会社オープンアップITエンジニア,技術系アウトソーシング（特定技術者派遣）,79,■概要：同社は株式会社オープンアップグループの連結子会社である株式会社夢テクノロジーと株式会社ビーネックスソリューションズ（ITインフラ事業）の2社が統合し、2023年7月1日に誕生いたしました。Open UP ＝（エンジニアが）キャリアを拓くを意味しており、エンジニアが OPENUP するのを、研修や就業機会創出により、サポートするという意志を社名に反映いたしました。市場価値の高い(最先端技術を求められるレベルで扱えること)エンジニアを育成することを方針としております。,東京都千代田区神田練塀町300住友不動産秋葉原駅前ビル6F,1999,,5759,70百万円,,https://www.openupitengineer.co.jp/,
2024-08-01,株式会社ウイルテック,技術系アウトソーシング（特定技術者派遣）,99+,■事業内容：技術サービス、製造サービス、アフターサービス設計開発から製造、修理に至るまで、モノづくりのトータルサービスを提供しています。技術サービスでは製品設計開発・設備設計開発・システム設計開発などにおける、機械・電気電子・ソフトウェア設計開発から解析、試験評価、システム保守、サポートに至るまで、幅広いニーズに対応しております。※労働者派遣事業許可番号 (派)27-180027、有料職業紹介事業許可番号 27-ユ-180017,大阪府大阪市淀川区東三国4-3-1グロリア240 4F,1992,スタンダード市場,5876,155百万円,39.0,http://www.willtec.jp/,
2024-08-01,株式会社フォーラムエンジニアリング,技術系アウトソーシング（特定技術者派遣）,33,【事業内容】 ※「コグナビ」とは…就職支援から始まり、転職、派遣、研修と、エンジニアの人生をサポートするサービスです！（１）コグナビ派遣（２）コグナビ新卒（３）コグナビ転職,東京都港区虎ノ門2-10-4オークラプレステージタワー15F,1981,プライム市場,4377,117百万円,37.0,http://www.forumeng.co.jp/,
2024-08-01,株式会社ＬＩＴＡＬＩＣＯ,人材紹介・職業紹介,99+,■事業内容：「障害は人ではなく、社会の側にある」多様な人が幸せになれる「人」が中心の社会に向かって、社会の側にある障害をネットとリアルのサービスで一つひとつ取り除いていくことが同社のミッションです。民間ならではの持続可能な事業的アプローチで、社会課題に挑戦しています。 （1）就労支援事業…障害者就労支援サービス事業「LITALICOワークス」（2）教育事業…子どもの創造性、多様性を育むIT×ものづくり教室「LITALICOワンダー」、発達が気になる子どもに個別最適な教育を提供する「LITALICOジュニア」,東京都目黒区上目黒2-1-1中目黒GTタワー15F/16F/20F,2005,プライム市場,4601,464百万円,31.9,https://litalico.co.jp/,
2024-08-01,三菱電機ライフサービス株式会社,アウトソーシング,2,■事業内容：（1）総合不動産サービス事業（2）ビジネスサービス事業（3）フードサービス事業（4）物販サービス事業（5）健康サポート事業（6）介護サービス事業（7）トラベルサービス（8）リゾートサービス事業（9）人材派遣サービス事業（10）子育て支援サービス事業,東京都港区芝公園2-4-1芝パークビルB館7F,1964,,4688,"3,000百万円",45.1,http://www.mdlife.co.jp/,
2024-08-01,株式会社メイテックフィルダーズ,技術系アウトソーシング（特定技術者派遣）,99+,■事業概要：人材派遣の中でもエンジニア派遣に特化したビジネスを展開しています。主に自動車や産業用機器、半導体、情報通信機器などのさまざまなモノづくりを行う企業に、エンジニアの高度な技術力を提供しています。■事業詳細：特に得意としている領域は、設計開発～評価試験までの製品開発におけるミドルレンジと言われる領域を強みとしております。近年はAIやIoTなどの技術革新が進んでおり、社会におけるエンジニア人材の重要性がドンドン加速しており、当社は各顧客企業の戦略の重要な役割をになっています。,東京都台東区上野1-1-10オリックス上野1丁目ビル,1979,,4310,120百万円,32.9,"Failed to retrieve page, status code: 410",
2024-06-01,株式会社コプロ・ホールディングス,技術系アウトソーシング（特定技術者派遣）,3,"◎グループ全体従業員4,189名(2024年3月末時点）／名古屋駅「大名古屋ビルヂング」に本社を構える若き急成長企業です！■企業概要：株式会社コプロ・ホールディングス100％出資の子会社である株式会社コプロコンストラクションは、スーパーゼネコンを中心に、専門性の高いエンジニアを建設業界に派遣する人材派遣企業です。人間力と技術力の両方を高いレベルで兼ね備えた人材を派遣するために、管理部門・営業部門の社員だけでなく、エンジニアに関しても新卒採用に力を入れています。顧客満足および社員満足向上のためのトラスト活動を通じ、クライアントとエンジニアの双方のサポートを行っています。",愛知県名古屋市中村区名駅3-28-12大名古屋ビルヂング25F,2006,プライム市場,4189,30百万円,33.0,http://www.copro-h.co.jp/,
2024-08-01,株式会社エス・エム・エス,人材紹介・職業紹介,99+,■事業内容：日本は超高齢・人口減少社会に突入しました。2025年には4人に1人が75歳以上になると想定されており、介護のニーズや社会保障費が増加しています。一方で少子化が進行し、社会を支える生産年齢人口は減少しているのが現状です。これからの日本は、誰も経験したことのない、変化の予測ができない社会となり、既にさまざまな問題や課題が発生しています。この状況を受けて、誰もが健康に暮らし働き続けること、労働力人口の増加、各産業における生産性向上のための仕組み構築、社会保障費抑制などの対策が国や企業により推進されています。,東京都港区芝公園2-11-1住友不動産芝公園タワー,2003,プライム市場,2343,"2,315百万円",33.0,http://www.bm-sms.co.jp/,
2024-08-01,株式会社ウィルオブ・ワーク,人材派遣,34,プライム市場上場・株式会社ウィルグループのグループ会社■人材派遣・紹介予定派遣事業■業務委託・請負運営事業■人材紹介事業■コンサルティング事業※派13-080490／13-ユ-080459※取引社数：4800社※登録スタッフ数：約89万人,東京都新宿区新宿3-1-24,1997,,4283,9900万円,,https://willof-work.co.jp/corp/aboutus/,代表取締役社長 村上 秀夫
2024-07-01,株式会社ナレルグループ,人材派遣,3,■事業内容：ナレルグループを中心とした当グループでは、建設業及びIT向けアウトソーシング事業を中心に事業を展開しております。建設業向けアウトソーシング事業では、ゼネコン等の建設会社に施工管理技術者・CAD技術者等の人材派遣を行っており、IT業界向けアウトソーシング事業ではSIre等の開発案件・インフラ管理業務に対する人材派遣や、SES（システムエンジニアリングサービス）契約による委託を行っております。2019年にはPEファンドのアドバンテッジパートナーズによる資本参加があり、アドバンテッジパートナーズの協力のもと、継続的な成長に向け全社一丸となって取り組んでおります。,東京都千代田区二番町3-5麹町三葉ビル3F,2019,グロース市場,2400,50百万円,,https://nareru-group.co.jp/,
2024-08-01,株式会社テクノプロ・コンストラクション,人材派遣,99+,■事業内容：同社は、建設系受託・請負・人材サービスにおいて、設計・施工管理に特化した建設現場を支える多種多様なニーズにお応えする事業を行っています。建築・土木・設備・電気から、プラントエンジニアリングに至るまで、トータルに建設現場を支えられる技術者が在籍し、ビル・マンション・商業施設など建設の施工に関わる管理業務である「安全・品質・工程・原価」の4つの要素を的確にサポートしています。施工現場で求められる管理業務から事務所内の管理業務に至るまで、幅広くこなすことのできる技術者で形成されています。,東京都港区六本木6-10-1六本木ヒルズ森タワー35F,2008,,3134,110百万円,37.5,http://www.technopro-construction.com/,
2024-08-01,マンパワーグループ株式会社,人材派遣,99+,■事業内容：総合人材サービス全般を行っています。労働者派遣事業、有料職業紹介事業、再就職支援事業、アウトソーシング事業、ITソリューションサービス事業、コンサルティング事業,東京都港区芝浦3-1-1田町ステーションタワーN 30F,1966,,3772,"4,000百万円",,"Failed to retrieve page, status code: 410",
2024-08-01,株式会社日産クリエイティブサービス,自動車（四輪・二輪）メーカー,8,■事業概要：日産自動車グループのサービス関連事業各種,神奈川県横浜市戸塚区上矢部町2384,2004,,2985,90百万円,,http://www.nissan-nics.co.jp/,
2024-08-01,株式会社ベルシステム24ホールディングス,コールセンター,1,■事業内容：グループ戦略の立案／グループ会社の統制／グループ経営資源の最適配分,東京都港区虎ノ門4-1-1,2014,プライム市場,220,"26,985百万円",41.8,https://www.bell24hd.co.jp/jp/,
2024-08-01,株式会社TMJ,コールセンター,35,■事業内容：・BPOに関するアウトソーシングサービス・コンサルティングサービス・コンタクトセンター運営・人材派遣・システム導入支援提供,東京都新宿区西新宿7-20-1住友不動産西新宿ビル,1992,,2840,100百万円,38.1,https://www.tmj.jp/,
2024-08-01,ＳｏｃｉｏＦｕｔｕｒｅ株式会社,アウトソーシング,17,■アウトソーシングサービス■調査・コンサルティングサービス■システムソリューション■人材ソリューション■ブランチソリューション,東京都港区浜松町1-30-5 浜松町スクエア8階,1998,,2300,4億8000万円,,https://www.scft.co.jp/,代表取締役 兼 社長執行役員 兼 COO 菅原 彰彦
2024-08-01,三井住友トラスト・ビジネスサービス株式会社,アウトソーシング,1,■三井住友信託銀行等の受託業務■人材派遣業務（許認可番号：派遣/13-010330・紹介/13-ユ-010857）,東京都港区芝3丁目33番1号 三井住友信託銀行芝ビル8F,1990,,2517,1億円（三井住友信託銀行100％出資）,35.0,https://www.smtbs.jp/,取締役社長 山崎 和恵 ※正しくは、崎は「たつさき」
2024-08-01,株式会社魚国総本社,アウトソーシング,2,■事業内容： ・社員食堂(オフィス、工場)・保育園、認定こども園、幼稚園・学校給食、給食センター・病院(患者給食、職員食)・介護施設、福祉施設・レストラン,大阪府大阪市中央区道修町1-6-19,1914,,17745,286百万円,,https://www.uokuni-s.co.jp/,
2024-08-01,株式会社平山,人材紹介・職業紹介,14,■現場改善コンサルティング■製造請負事業■製造派遣・人材紹介事業■開発&設計技術者派遣事業■人材教育事業■EAPコンサルティング■海外進出支援業務■IoTシステム導入・運用【許可番号】労働者派遣事業許可番号 派13-310767有料職業紹介事業許可番号 13-ユ-309562,東京都港区港南1丁目8番40号 A-PLACE品川6階,2018,スタンダード市場,3992,1億円,38.0,http://www.hirayamastaff.co.jp/hirayama/,代表取締役社長 平山 善一
2024-08-01,株式会社トライトキャリア,人材紹介・職業紹介,54,※2020年11月1日より、旧：株式会社ティスメから、新：株式会社トライトキャリアに社名変更しております。■事業内容：介護・医療人材紹介 当社は、医療、介護、保育の領域に特化した人材紹介・人材派遣を行っております。優秀な人材を求める介護・医療現場とキャリアを活かしたい求職者の架け橋となり、ニーズにあった人材を迅速にご提案致します。,大阪府大阪市北区曾根崎2-12-7清和梅田ビル18F,2004,,5104,"2,430百万円",28.0,なし,
2024-08-01,SOLIZE 株式会社,技術系アウトソーシング（特定技術者派遣）,99+,■概要：設計派遣・受託、コンサルティング、試作、3Dプリンタ及びCAD/CAEソフト販売代理店 主要顧客：自動車・産業機械 等 製造業,東京都千代田区三番町6-3三番町UFビル3F,1990,スタンダード市場,1969,,,https://www.solize.com/,
2024-08-01,株式会社テノ．ホールディングス,人材派遣,3,【事業内容】子会社の経営指導,福岡県福岡市博多区上呉服町10-10呉服町ビジネスセンター5F,2015,スタンダード市場,34,453百万円,,https://www.teno.co.jp/,
2024-08-01,株式会社エスユーエス,技術系アウトソーシング（特定技術者派遣）,74,■事業内容：（1）IT分野、機械分野、電気・電子分野、化学・バイオ分野における技術者派遣事業…技術者派遣事業では、最先端の高いスキルを持ったエンジニアを提供する「技術者派遣」、システム開発・アプリケーション開発（汎用機系・組み込み系・制御系）・機構設計・電気設計等の幅広い開発プロジェクトを請け負う「請負開発」、同社内において開発プロジェクトを受ける「受託開発」等の事業を展開しています。,京都府京都市下京区四条通烏丸東入ル長刀鉾町8京都三井ビルディング5F,1999,グロース市場,2239,436百万円,30.9,http://www.sus-g.co.jp/,
2024-08-01,テプコ・ソリューション・アドバンス株式会社,人材派遣,3,・情報処理サービス事業・ビジネスプロセスアウトソーシング事業・フィールドサービス事業・エネルギーの需給契約に関する出向サービス業務の請負・エネルギーの利用に関する調査，相談，各種用件取次業務等の請負・一般用電気工作物の調査の請負・ガス消費機器の調査・周知の請負・有料職業紹介事業・労働者派遣事業・前各号に関する顧客対応並びに，リサーチ，コンサルティング及び情報提供サービス等の事業,東京都港区芝3-2-18 ICON PLACE SHIBAKOEN,1999,,2296,"1,000万円",,https://www.tepco-sa.co.jp/ssl/,代表取締役社長 種橋 章
2024-08-01,株式会社リクルートスタッフィング,人材派遣,97,■事業内容：リクルートグループが展開する人材関連事業領域において、人材派遣事業を中心とした領域を担当しています。働く機会を求める個人と、タイムリーな人員配置を望む企業とのマッチングをしてきました。働く個人には、安定して働き続けるために必要な就業環境の整備・よりよいキャリアへステップアップするためのサポート・それぞれのライフステージにあった仕事を提供しています。,東京都千代田区有楽町1-13-1第一生命日比谷ファースト,1987,,2043,300百万円,39.0,https://www.r-staffing.co.jp/sol/contents/corporate/fresh/?vos=cojnjksslsagpca,
2024-08-01,株式会社ティーネットジャパン,技術系アウトソーシング（特定技術者派遣）,99+,■事業内容：発注者支援業務コンピューターシステム開発機械・電気・電子分野の技術者派遣除菌機器・湿式調湿機の製造・ 販売運搬機械システムの設計・製造特殊空調設備の設計・施工自動車・産業機械・FAプラントエンジニアリング 他,香川県高松市成合町930-10,1976,,2500,263百万円,39.0,http://www.tn-japan.co.jp/,
2024-08-01,株式会社 ジェイ エイ シー リクルートメント（JAC Recruitment）,人材紹介・職業紹介,2,【グループ11カ国・34拠点のグローバル企業グループ】人材紹介事業厚生労働大臣許可番号（人材紹介事業） 13－ユ－010227,東京都千代田区神田神保町1-105番地,1988,プライム市場,1952,"6億7,226万円",35.5,https://corp.jac-recruitment.jp/,代表取締役会長兼社長 田崎 ひろみ
2024-08-01,株式会社ウィルオブ・コンストラクション,技術系アウトソーシング（特定技術者派遣）,9,建設系技術者の人材派遣事業／建設系技術者の人材紹介事業／メディア事業【 運営サイト】施工管理求人ナビ ／ 現場の神様／ 施工の神様【 主要取引先 】株式会社竹中工務店、鹿島建設株式会社、大成建設株式会社、株式会社大林組、清水建設株式会社、株式会社安藤・間 ※順不同、敬称略【 許認可 】労働者派遣事業許可番号 派13-315748／ 有料職業紹介事業許可番号 13-ユ-313764,東京都新宿区西新宿2-1-1 新宿三井ビルディング55F,2011,,400,,27.6,"Failed to retrieve page, status code: 410",代表取締役社長 田中 謙
2024-08-01,株式会社リクルートスタッフィング情報サービス（リクルートグループ）,ITアウトソーシング,8,IT領域における「労働者派遣事業」「アウトソーシング事業」「有料職業紹介事業」労働者派遣事業許可番号（派13-307020）有料職業紹介事業許可番号（13-ユ-301799）,東京都江東区亀戸5-2-3 さくら亀戸ビル3F,1972,,1963,"1億5,000万円",28.1,http://www.rs-is.co.jp/,代表取締役社長 岩佐 知紀
2024-08-01,ジャパニアス株式会社,技術系アウトソーシング（特定技術者派遣）,99+,■企業概要AI・IoT・クラウドを中心とした先端エンジニアリング事業を展開しております。設立以来、連続黒字経営の東証グロース上場企業です。「地元主義」・「成長力」・「自社内開発」の3つの特徴を持ち、設立以来着実な成長を遂げています。,神奈川県横浜市西区みなとみらい2-2-1横浜ランドマークタワー18F,1999,グロース市場,1701,20百万円,34.4,http://www.jna.co.jp/,
2024-08-01,ＮＴＴデータマネジメントサービス株式会社,人材派遣,12,■事業内容：シェアードサービス事業、ビジネスサポート事業、その他これらに付随する事業,東京都江東区豊洲3-3-3豊洲センタービル11F,1992,,1654,100百万円,40.7,http://www.nttd-ms.co.jp/,
2024-07-01,富士フイルムサービスクリエイティブ株式会社,コールセンター,7,■事業内容：私たちは、富士フイルムビジネスイノベーションおよび富士フイルムビジネスイノベーションジャパンの営業販売サポート、およびアフターサポートのコンタクトセンター機能(製品メンテナンス受付、消耗品受注、ソリューション&サービスヘルプデスク等)を担い、新たな価値を創造し、かつ様々なサポート・サービスをワンストップでご提供できる体制を目指し、変革活動を継続しております。,東京都新宿区西新宿5-1-1,2011,,676,100百万円,44.0,https://www.fujifilm.com/fbsc/,
2024-08-01,株式会社アルトナー,技術系アウトソーシング（特定技術者派遣）,41,■事業内容：1）ソフトウェア 2）電気・電子 3）機械 ／ 左記分野の基礎研究、設計開発、及び開発技術等の周辺業務労働者派遣事業(派27-020513)、有料職業紹介事業(27-ユ-020355),神奈川県横浜市港北区新横浜2-5-5住友不動産新横浜ビル5F,1962,プライム市場,1321,238百万円,30.4,https://www.artner.co.jp/,
2024-08-01,日総工産株式会社,技術系アウトソーシング（特定技術者派遣）,99+,■事業内容：製造系人材サービス（製造派遣、製造請負、職業紹介等）,神奈川県横浜市港北区新横浜1-4-1日総工産新横浜ビル,1971,,1235,100百万円,40.0,https://www.nisso.co.jp/,
2024-08-01,株式会社アビスト,技術系アウトソーシング（特定技術者派遣）,70,■事業内容：工業設計技術サービス事業（機械設計開発、システム・ソフトウェア開発、電気・電子設計開発）、3D-CAD教育事業（取引先のエンジニア教育、工業系大学の3D-CAD教育受託）、３Dプリント造形サービス 他）,東京都三鷹市下連雀3-36-1トリコナ5F,2006,スタンダード市場,1276,"1,026百万円",32.8,http://www.abist.co.jp/,
2024-05-01,ドコモ・サポート株式会社,コールセンター,2,■主な事業内容：・NTTドコモインフォメーションセンター運営業務 ・NTTドコモオンラインサービス業務・NTTドコモ法人ユーザ向け支援業務 ・NTTドコモのマーケティング等支援業務、他,東京都港区赤坂1-8-1赤坂インターシティAIR24階,1997,,1261,20百万円,,http://www.docomo-support.co.jp/information/overview.html,
2024-08-01,ＭＳ＆ＡＤグランアシスタンス株式会社,コールセンター,8,■事業内容：・総合アシスタンス・コールセンター事業,東京都文京区後楽2-5-1,1989,,1252,100百万円,35.0,https://www.grand-assistance.co.jp/,
2024-07-01,株式会社イーウェル※東急不動産、住友商事、豊田通商システムズ出資会社,アウトソーシング,9,"■事業概要株式会社イーウェルは2000年に設立され、パッケージメニュー「WELBOX」、カフェテリアプランをはじめ、福利厚生アウトソーシングサービスや健康支援サービスの提供しています。全体での受託実績人数は約906万人、契約団体数は1,635社。中でも、WELBOXは約445万人、872団体と高い利用実績を誇ります。また、財形貯蓄などのBPOサービス運用、健康支援サービスも含めたトータル提案が多い点も特徴です。",東京都千代田区紀尾井町3-6紀尾井町パークビル,2000,,1221,499百万円,37.0,http://www.ewel.co.jp/,
2024-07-01,SGフィルダー株式会社,人材派遣,1,事業内容SGフィルダーは、佐川急便を中核とするSGホールディングスのグループ会社として、人材アウトソーシング事業を展開しています。■労働者派遣法に基づく労働者派遣事業■人材ビジネスアウトソーシング事業■職業安定法に基づく有料職業紹介事業■経営または人材採用活動・教育研修に関するコンサルタント業務■人材採用活動・教育研修・給与計算事務の代行または請負業務など,東京都江東区新砂1-6-35イーストスクエア東京2F,2011,,1261,100百万円,,http://www.sg-fielder.co.jp/,
2024-08-01,株式会社コンフィデンス・インターワークス,人材派遣,19,■同社について・HRソリューション事業（人材派遣・受託・人材紹介）、メディア&ソリューション事業を手掛ける。・2021年6月に東証マザーズ（現グロース）上場。2022年12月に大阪支社開設。上場前も含め、業績では右肩上がりを継続。■事業について1.【人材事業】■ HR Solution事業 ゲーム・エンタメ業界に特化した人材サービス（派遣／紹介／フリーランス）、キャリア支援サービス■ アウトソーシング事業 ゲーム開発・運営におけるアウトソーシング（請負／受託）サービス,東京都新宿区新宿2-19-1ビッグス新宿ビル10F,2014,グロース市場,1169,520百万円,33.8,https://ciw.jp/,
2024-08-01,富士フイルムビジネスエキスパート株式会社,アウトソーシング,26,■総務シェアード■人事シェアード■購買シェアード■保険代理業■セールスプロモーションシェアード■R&Dシェアード（研究開発支援）■経理シェアード,東京都港区西麻布4丁目12番24号 興和西麻布ビル,1990,,1781,5000万円,,https://www.fujifilm.com/ffbx/ja,代表取締役社長 鈴木 竜男
2024-08-01,日本郵政コーポレートサービス株式会社,人材派遣,13,■事業概要：同社は、日本郵政グループ100％出資の民営化第１号グループ会社として、シェアードサービス・人材サービスを中心とする事業を行っています。（1）ＢＰＯサービス（請負事業）（2）総合人材サービス 一般労働者派遣事業（派）13-303102／有料職業紹介事業 13・ユ・302595（3）ヘルスケアサービス,東京都港区赤坂8-4-14青山タワープレイス5F,2007,,1123,640百万円,39.0,http://www.jp-cs.jp/,
2024-07-01,ライクスタッフィング株式会社,人材紹介・職業紹介,1,■人材派遣サービス■人材紹介サービス■アウトソーシングサービス■採用・教育支援サービス＜登録番号＞一般労働者派遣事業許可番号：派27-301665有料職業紹介事業許可番号：27-ユ-301145登録支援機関番号：19登-001950＜関連会社＞ライク株式会社ライクキッズ株式会社ライクケア株式会社ライクプロダクツ株式会社,東京都渋谷区道玄坂1-12-1 渋谷マークシティ ウェスト17階,2009,プライム市場,1047,7000万円,28.0,https://www.like-gr.co.jp/staffing,代表取締役社長 宮郷 剛士
2024-08-01,東京海上アシスタンス株式会社,アウトソーシング,25,■事業内容：東京海上日動火災保険株式会社の自動車保険のお客様向けロードアシスタンスサービスを始めとする事業を行っているミレア・モンディアル株式会社より、東京海上関連事業及び当該事業に関連する従業員を東京海上アシスタンス株式会社が引き継ぎ、2014 年4 月1 日より約800名体制でスタートしました。下記の事業を展開し、さらなる顧客満足の向上を目指しています。・ロードアシスタンス・入院アシスタンス・ホームアシスタンス,東京都品川区東品川4-12-1,2014,,1166,100百万円,,"Failed to retrieve page, status code: 410",
2024-08-01,株式会社プライムアシスタンス,コールセンター,6,■事業内容：アシスタンス事業（相談対応または事業者への取次ぎを行う業務）を行っています。（1）ロードアシスタンス（2）ホームアシスタンス （3）海外メディカルケアプログラム（4）上記以外の事業,東京都中野区本町1-32-2ハーモニータワー,2012,,1005,450百万円,36.0,https://prime-as.co.jp/,
2024-08-01,アフラック保険サービス株式会社,保険代理店,27,■事業内容アフラック生命保険のグループ会社であり、アフラック生命保険株式会社の代理店としてトップクラスの実績をもつ保険代理店事業と、長年のコールセンター運営のノウハウを活かした受託事業を行っています。,東京都新宿区西新宿2-3-1,1975,,947,100百万円,,"Failed to retrieve page, status code: 410",
