更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,東京大学エクステンション株式会社,研修サービス,求人なし,東京都千代田区大手町1-6-1大手町ビル 7Ｆ,2018,代表取締役 山本 貴史,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ポジティブ・キャリア,人材紹介・職業紹介,求人なし,東京都渋谷区渋谷2-21-1渋谷ヒカリエ8Ｆ,2018,代表取締役 多胡 敦史,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＦＡＩＲ,人材紹介・職業紹介,求人なし,東京都新宿区西新宿7-7-26ワコーレ新宿第一ビル802,2018,代表取締役 香川 隼也,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＣＩＶＩＣ　ＰＲＩＤＥ,人材紹介・職業紹介,求人なし,山梨県富士吉田市松山1414-1,2018,代表取締役 鎌倉 有佑,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社スタートキャリア,人材紹介・職業紹介,求人なし,神奈川県藤沢市鵠沼海岸5-1-22～103,2018,代表取締役 魚津 君明,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＴＨＥＯＲＹ,コールセンター,無,大阪府大阪市西淀川区大野2-2-30,2018,代表取締役 津村 和樹,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■コールセンター事業■リサイクル品の買取及び販売（洋服、 家電、貴金属、ブランド品など）■インターネットを利用した物品販売■古物営業法による古物商 2022年11月doda掲載求人より引用
2024-08-01,株式会社ＦＩＬＬ　ＬＩＧＨＴ,人材紹介・職業紹介,求人なし,東京都新宿区新小川町5-4ＮＩＣビル 2Ｆ,2018,代表取締役 湯浅 晃平,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社マイトモジャパン,人材紹介・職業紹介,求人なし,大阪府大阪市北区浪花町13-38千代田ビル北館10ＦＣ号室,2018,代表取締役 山本 健諭,27 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,合同会社Ｘｉ,アウトソーシング,求人なし,大阪府大阪市福島区福島5-13-18福島ビル 602,2018,代表社員 関口 貴矢,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ＲｙｕＰａｙ株式会社,アウトソーシング,求人なし,沖縄県那覇市久米2-4-16大樹生命那覇ビル 3Ｆ,2018,代表取締役 佐藤 孝彦,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ディーエージェント,人材派遣,求人なし,兵庫県西宮市常磐町1-33店舗 2Ｆ,2018,代表取締役 稲永 大湖,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＤＯＲＡＳ,人材派遣,求人なし,東京都中央区新富1-16-8新富町営和ビル 4Ｆ,2018,代表取締役 岡崎 佑真,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社Ｈ２Ｏキャリア,人材紹介・職業紹介,求人なし,神奈川県横浜市青葉区黒須田32-11シンフォニーあざみ野 102,2018,代表取締役 大木 敏晴,7 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社特定技能支援センター,人材派遣,求人なし,群馬県前橋市表町2-30-3駅前ハーモニービル4Ｆ,2018,代表取締役 周 青霞,27 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,スタッフビルド株式会社,技術系アウトソーシング（特定技術者派遣）,求人なし,大阪府大阪市西区西本町1-3-15,2018,代表取締役 峯 直宏,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社クリート,人材派遣,求人なし,東京都港区虎ノ門3-15-6デュアレス愛宕虎ノ門 901,2018,代表取締役 小越 干富美,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ゲート,人材紹介・職業紹介,求人なし,東京都渋谷区神泉町20-15神泉モンドビル 2Ｆ,2018,代表取締役 鈴木 恭平,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社デジタルアイ,人材派遣,無,東京都新宿区西新宿8-2-20,2018,代表取締役 埴原 武,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社グローリー,人材紹介・職業紹介,求人なし,東京都荒川区西日暮里1-2-15201,2018,代表取締役 チャン・バン・トゥエン,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社フォーサイトファイブ,人材派遣,無,東京都港区六本木3-13-12エルサビル 403,2018,代表取締役 穴澤 利香,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■テレビ局への番組スタッフの派遣■テレビ番組制作■映像制作■インターネット放送制作■プロデュース業労働者派遣事業許可番号派13-313778 2022年8月doda掲載求人より引用
2024-08-01,株式会社リプロ,人材紹介・職業紹介,無,東京都品川区西五反田1-28-3,2018,代表取締役 橋本 純,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ●人材紹介事業部 許可番号13-ユ-31085●求人広告事業部／取り扱いメディア(doda、マイナビ転職、マイナビ新卒、バイトル、マイナビバイトなど)●採用アウトソーシング事業部●ホテルの人事支援●環境衛生事業部(グリストラップ、仮設トイレ等の消臭抑制液の販売)●アスリートキャリア支援●新規事業開発部(SEO・MEOサービス、給与即払いサービス、HP・採用HP作成、企業内研修など) 2022年7月doda掲載求人より引用
2024-08-01,株式会社ルクス,人材紹介・職業紹介,求人なし,東京都渋谷区東3-21-1ＴＳＡビル,2018,代表取締役 小原 瑞輝,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アスナロ,人材紹介・職業紹介,求人なし,大阪府大阪市中央区南本町2-3-12ＥＤＧＥ本町 403,2018,代表取締役 中川 皓之,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社シーティーエス,人材紹介・職業紹介,求人なし,奈良県大和郡山市泉原町8-2,2018,代表取締役 美馬 健二,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＨｅａｌｅＲ,求人サイト・求人メディア,求人なし,兵庫県神戸市兵庫区荒田町1-5-14ロータス湊川公園 102,2018,代表取締役 菊地 涼,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
