更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,上場市場名,平均年齢,従業員数,資本金,企業URL
2024-08-01,株式会社眞照堂,葬儀,求人なし,,青森県八戸市城下3-10-20,1989,代表取締役 中村 彰,,,,90 百万円,
2024-08-01,株式会社セルモ,ブライダル・ウェディング,求人なし,,熊本県熊本市中央区世安1-4-1,1968,代表取締役 岩上 梨可,,,,100 百万円,
2024-08-01,株式会社ライフサポートルピナス,ブライダル・ウェディング,求人なし,,広島県呉市阿賀北8-2-25,1985,代表取締役 服部 聖也,,,,10 百万円,
2024-08-01,株式会社ウエデイングボツクス,ブライダル・ウェディング,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■成人式振袖レンタル及び販売■花嫁・花婿衣裳レンタル■結婚式・ウェディングプランニング・フォトスタジオ■ウェディングレストラン事業 2022年4月doda掲載求人より引用,熊本県熊本市中央区手取本町4-8,1986,代表取締役 松本 徳太郎,,,,11 百万円,
2024-08-01,株式会社東上セレモサービス,ブライダル・ウェディング,無,冠婚・葬祭の引き受け業務及びこれに付帯する物品の販売と斡旋業務＜セレモニーホールなど＞東上セレモニーホール（新座市・志木市・川越市・坂戸市・狭山市・入間市・所沢市・入間郡・ふじみ野市・朝霞市）＜結婚式場＞ベルセゾン（新座市）◎経済産業大臣許可(互)第3013号◎国際標準化機構 ISO9001 認証取得 2024年5月doda掲載求人より引用,埼玉県新座市東北2-27-3,1973,代表取締役 吉原 礼子,,,,20 百万円,
2024-08-01,株式会社マリーゴールドホールディングス,ブライダル・ウェディング,無,・ブライダルバンケット運営・ブライダルフラワー・写真、スタジオ運営・ブライダルコスチュームのレンタル・販売・輸入業務・ブライダルコスチュームのデザイン企画・製造・オーダーメイドドレス受注販売・ブライダルヘアメイク・ブライダルバンケット人材請負業務・リゾートホテル運営 2024年1月doda掲載求人より引用,熊本県熊本市東区秋津新町1-34,1997,代表取締役 山崎 崇,,,,50 百万円,
2024-08-01,株式会社アムール熊本,ブライダル・ウェディング,求人なし,,熊本県熊本市東区秋津新町1-34,1994,代表取締役 山崎 茂,,,,10 百万円,
2024-08-01,有限会社朝日屋,葬儀,求人なし,,広島県尾道市東土堂町9-19,1990,代表取締役 鍜治川 孝雄,,,,10 百万円,
2024-08-01,株式会社出雲総業,ブライダル・ウェディング,求人なし,,熊本県八代市松江町290-1八代ホワイトパレス内,1972,代表取締役社長 守田 芳祐,,,,20 百万円,
2024-08-01,株式会社香花堂,葬儀,求人なし,,熊本県人吉市駒井田町1057,1960,代表取締役 田中 信孝,,,,15 百万円,
2024-08-01,株式会社落合葬儀社,葬儀,求人なし,,熊本県荒尾市荒尾830-2,1986,代表取締役 落合 克哉,,,,10 百万円,
2024-08-01,株式会社肥後葬祭,葬儀,求人なし,,熊本県宇城市小川町江頭56-1,1985,代表取締役 杉本 優子,,,,16 百万円,
2024-08-01,和田産業株式会社,葬儀,求人なし,,熊本県菊池郡菊陽町大字原水1546-2,1990,代表取締役 和田 雄治,,,,10 百万円,
2024-08-01,株式会社イワテブライダルセンター,ブライダル・ウェディング,求人なし,,岩手県盛岡市中央通3-3-23,1981,代表取締役 鳥居 清一,,,,10 百万円,
2024-08-01,株式会社ジェイエイ・メモリアルセンター,葬儀,求人なし,,静岡県伊豆市熊坂421-1,2000,代表取締役 風見 勝伸,,,,10 百万円,
2024-08-01,株式会社ヒラトヤブライダルファッション,ブライダル・ウェディング,求人なし,,岩手県盛岡市三本柳7地割27-1,1980,代表取締役 髙橋 肇,,,,10 百万円,
2024-08-01,株式会社日本コフィン,葬儀,求人なし,,広島県府中市本山町10530-268,1965,代表取締役 平山 八広,,,,36 百万円,
2024-08-01,有限会社有江商店,葬儀,求人なし,,埼玉県蓮田市大字閏戸2895-2,1961,代表取締役 松山 太郎,,,,5 百万円,
2024-08-01,株式会社サンウェイ,ブライダル・ウェディング,求人なし,,岩手県奥州市水沢字内匠田51-1,1976,代表取締役 菊地志康,,,,14 百万円,
2024-08-01,ライフサービス株式会社,葬儀,求人なし,,静岡県牧之原市堀野新田477-1,1989,代表取締役 原口 茂和,,,,20 百万円,
2024-08-01,株式会社八重樫葬具店,葬儀,無,■寝台車で病院よりご遺体の移送■式場の選定■各宗派僧侶のご紹介■供物、花輪、生花の手配■仏壇、仏具一式の販売 2023年12月doda掲載求人より引用,岩手県北上市大通り4-7-2,1994,代表取締役 八重樫 徹子,,,,10 百万円,
2024-08-01,株式会社いわたや,ブライダル・ウェディング,求人なし,,静岡県磐田市森下81,1968,代表取締役 志村 聡,,,,10 百万円,
2024-08-01,株式会社中部日本互助会,葬儀,求人なし,,愛知県名古屋市守山区新城9-12,1975,代表取締役 田中 友次,,,,20 百万円,
2024-08-01,株式会社加藤石材店,葬儀,求人なし,,愛知県名古屋市千種区山門町1-48,1970,代表取締役 加藤 大祐,,,,10 百万円,
2024-08-01,株式会社メモリアル秩父,ブライダル・ウェディング,求人なし,,埼玉県秩父郡皆野町大字皆野621,1974,,,,,10 百万円,
2024-08-01,株式会社貸衣裳のマルイチ,ブライダル・ウェディング,求人なし,,愛知県名古屋市千種区今池1-17-3,1969,代表取締役 大脇 久嗣,,,,10 百万円,
2024-08-01,株式会社松枝衣裳店総本店,ブライダル・ウェディング,求人なし,,愛知県名古屋市千種区池下1-9-12,1956,代表取締役 松枝 伸佳,,,,20 百万円,
2024-08-01,株式会社ＷＢ,ブライダル・ウェディング,求人なし,,大阪府大阪市北区天神橋4-7-5,1996,代表取締役 武富 秋久,,,,222 百万円,
2024-08-01,株式会社名古屋冠婚葬祭互助会,ブライダル・ウェディング,無,,愛知県名古屋市北区辻本通1-21,1972,代表取締役社長 土田 直樹,,,,50 百万円,
2024-08-01,株式会社白川殿,ブライダル・ウェディング,求人なし,,愛知県名古屋市北区山田1-6-35,1961,代表取締役 大嶋 耐之,,,,10 百万円,
2024-08-01,株式会社泰進,葬儀,求人なし,,山口県下関市長府扇町10-30,1983,代表取締役 佐久間 有里,,,,30 百万円,
2024-08-01,株式会社トレーダー愛,ブライダル・ウェディング,求人なし,,山口県下関市王喜本町6-4-50,1984,代表取締役 神田 忠,,,,10 百万円,
2024-08-01,株式会社櫻井葬儀店,葬儀,求人なし,,山口県宇部市明治町1-9-5,1961,代表取締役 櫻井 正明,,,,23 百万円,
2024-08-01,株式会社一柳葬具総本店,葬儀,無,1.各宗葬祭請負及び葬祭具、供花、供物その他各種葬祭用品の販売並びに貸付2.霊柩及び遺体専用自動車の貸付3.法要、追悼会及び慰霊祭の請負4.生花及び造花その他各種装飾品の販売5.葬祭の施行に関する個人及び団体を会員組織とする募集業務6.損害保険代理業7.生命保険募集に関する業務8.全各号に付帯する一切の業務 2024年5月doda掲載求人より引用,愛知県名古屋市中区栄3-14-11,1949,代表取締役社長 一柳 ハジメ,,,,10 百万円,
2024-08-01,株式会社レクスト,ブライダル・ウェディング,求人なし,,愛知県名古屋市中区富士見町10-27,1959,代表取締役 金森 茂明,,,,96 百万円,
2024-08-01,株式会社風之荘,葬儀,求人なし,,大分県大分市西大道1-1-17,1992,代表取締役 藥眞寺 哲也,,,,14 百万円,
2024-08-01,一柳商事株式会社,葬儀,無,,愛知県名古屋市中区栄3-14-11,1963,代表取締役社長 一柳 ハジメ,,,,20 百万円,
2024-08-01,株式会社紀生,ブライダル・ウェディング,求人なし,,宮城県仙台市青葉区昭和町6-6ニカーシビル 2Ｆ,1974,代表取締役 守末 佳奈,,,,50 百万円,
2024-08-01,有限会社泉都葬祭社,葬儀,求人なし,,大分県別府市光町12-25,1970,取締役 工藤 晴生,,,,11 百万円,
2024-08-01,有限会社和光,葬儀,求人なし,,千葉県千葉市稲毛区宮野木町582-5,1997,代表取締役社長 中台 廣子,,,,6 百万円,
2024-08-01,株式会社プレア,葬儀,求人なし,,千葉県千葉市稲毛区小中台町356-13,1982,代表取締役社長 冨岡 琢磨,,,,10 百万円,
2024-08-01,株式会社エムジェイキュー,ブライダル・ウェディング,求人なし,,宮城県仙台市太白区鹿野2-19-20,1994,代表取締役 神田 忠,,,,25 百万円,
2024-08-01,株式会社ふくば,葬儀,求人なし,,福島県福島市鎌田字中田10-8,1975,代表取締役 羽田 大,,,,10 百万円,
2024-08-01,株式会社ジョウコウ,ブライダル・ウェディング,求人なし,,東京都千代田区有楽町1-2-14紫ビル 9Ｆ,1991,代表取締役 髙瀬 秀樹,,,,40 百万円,
2024-08-01,株式会社エディファミリー,ブライダル・ウェディング,求人なし,,茨城県水戸市千波町1935-1セレモニア富士水戸50号バイパス館 4Ｆ,1967,代表取締役社長 荻原 武,,,,50 百万円,
2024-08-01,株式会社へいあん秋田,ブライダル・ウェディング,求人なし,,秋田県秋田市川尻町字大川反233-75,1971,代表取締役 岡本 啓一,,,,50 百万円,
2024-08-01,博善株式会社,ブライダル・ウェディング,求人なし,,東京都千代田区神田錦町1-13,1929,代表取締役 藤井 城,,,,16 百万円,
2024-08-01,株式会社ウェディングエルティ,ブライダル・ウェディング,求人なし,,福島県福島市野田町1-10-41,1984,代表取締役 手塚 健一,,,,30 百万円,
2024-08-01,株式会社あいあーる,ブライダル・ウェディング,求人なし,,宮城県仙台市青葉区郷六字舘19,1973,代表取締役 菊地 隼,,,,20 百万円,
2024-08-01,株式会社こすもす秋田,葬儀,求人なし,,秋田県秋田市寺内字三千刈238-1,1989,代表取締役 松丸 喜樹,,,,28 百万円,
2024-08-01,株式会社ジェイエイ栃木ライフ,葬儀,求人なし,,栃木県宇都宮市平出工業団地26-4,1967,代表取締役 加藤 知明,,,,190 百万円,
2024-08-01,株式会社ジョイン,葬儀,求人なし,,山形県山形市元木1-13-25,1973,代表取締役 武田 良和,,,,60 百万円,
2024-08-01,株式会社コボリ,ブライダル・ウェディング,求人なし,,栃木県宇都宮市問屋町3172-43,1982,代表取締役 太城 将雄,,,,20 百万円,
2024-08-01,いばそう企画有限会社,葬儀,求人なし,,茨城県日立市川尻町5-35-9,1997,代表取締役 林 三弘,,,,23 百万円,
2024-08-01,株式会社一休さん大黒堂,葬儀,求人なし,,福島県会津若松市東千石1-1-32,1983,代表取締役 堺野 多美夫,,,,50 百万円,
2024-08-01,株式会社ジェイエイライフ・千葉,ブライダル・ウェディング,求人なし,,千葉県千葉市美浜区新港70-3ＪＡ全農ちば 1Ｆ,2000,代表取締役 谷 静男,,,,175 百万円,
2024-08-01,有限会社渡辺貸衣裳店,ブライダル・ウェディング,求人なし,,栃木県宇都宮市大通り1-3-23,1958,代表取締役 渡辺 睦夫,,,,6 百万円,
2024-08-01,株式会社ニチボ,ブライダル・ウェディング,求人なし,,栃木県宇都宮市一条3-1-10,1984,代表取締役 髙木 良平,,,,188 百万円,
2024-08-01,株式会社ナウエル,ブライダル・ウェディング,求人なし,,山形県米沢市松が岬2-1-19,1980,代表取締役 酒井 登,,,,20 百万円,
2024-08-01,アルファクラブ株式会社,ブライダル・ウェディング,無,【冠婚事業】◇婚礼施設「Belle Vie GROUP（ベルヴィグループ）」の運営◇神前式・キリスト教式・その他の各種結婚式の挙式、ご披露宴の開催、結納など祝儀に関する儀式のご提供、ご宴会・会議・ディナーショーの開催など【葬祭事業】◇葬祭施設「さがみ典礼」の運営◇各種葬儀の施行、法事・法要に関するアドバイス及び手配、料理・返礼品・生花等供物の手配など 2023年9月doda掲載求人より引用,福島県郡山市鶴見坦2-4-5,1979,代表取締役 神田 貢典,,,,100 百万円,
2024-08-01,昭和興業株式会社,葬儀,求人なし,,千葉県市川市八幡2-1-3,1969,代表取締役 松丸 美春,,,,50 百万円,
2024-08-01,株式会社和泉家石材店,葬儀,求人なし,,千葉県市川市大野町4-2452市川市営霊園前,1973,代表取締役 和泉 太郎,,,,30 百万円,
2024-08-01,株式会社セレモール,葬儀,求人なし,,栃木県栃木市沼和田町5-27,1996,代表取締役 片柳 誠,,,,10 百万円,
2024-08-01,株式会社ヌマザワ,葬儀,求人なし,,山形県新庄市大町3-41,1954,代表取締役 沼澤 紘一,,,,25 百万円,
2024-08-01,株式会社柳屋,葬儀,求人なし,,栃木県栃木市河合町8-21,1969,代表取締役 片柳 哲,,,,10 百万円,
2024-08-01,株式会社アイエム,葬儀,求人なし,,東京都中央区京橋2-8-1八重洲中央ビル 6Ｆ,1982,代表取締役 水上 逸朗,,,,401 百万円,
2024-08-01,株式会社ホクサン,葬儀,求人なし,,栃木県佐野市富岡町1494,1987,代表取締役 横井 帝之,,,,43 百万円,
2024-08-01,株式会社おおの,葬儀,求人なし,,栃木県鹿沼市上野町130-3,1989,代表取締役 大野 益通,,,,30 百万円,
2024-08-01,株式会社石巻葬儀社,葬儀,求人なし,,宮城県石巻市中里2-1-35,1970,代表取締役 太田 かおり,,,,10 百万円,
2024-08-01,株式会社セレモ,葬儀,求人なし,,千葉県船橋市駿河台1-27-1,1968,代表取締役 林 勇樹,,,,50 百万円,
2024-08-01,アイパル株式会社,葬儀,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ・冠婚葬祭互助会の運営・提供・葬祭の企画運営・婚礼の企画運営 2022年3月doda掲載求人より引用,茨城県北茨城市華川町車1099,1984,代表取締役 鷺 喜三郎,,,,25 百万円,
2024-08-01,宗教法人證大寺,葬儀,求人なし,,東京都江戸川区春江町4-23-1,1953,代表役員 井上 城治,,,,,
2024-08-01,株式会社白壽殿,葬儀,求人なし,,宮城県塩竈市桜ケ丘2-27,1967,代表取締役 菅原 宏和,,,,20 百万円,
2024-08-01,株式会社あおき,葬儀,求人なし,,福島県白河市大観音前39,1974,代表取締役 青木 大,,,,25 百万円,
2024-08-01,株式会社ごんきや,葬儀,求人なし,,宮城県塩竈市袖野田町24-2,1958,代表取締役 佐藤 知樹,,,,40 百万円,
2024-08-01,株式会社武蔵屋,葬儀,求人なし,,山形県南陽市椚塚1675-1,1966,代表取締役 柘植 吉一,,,,10 百万円,
2024-08-01,株式会社石塚社,葬儀,求人なし,,茨城県坂東市弓田2655-1,1978,代表取締役 石塚 寿,,,,13 百万円,
2024-08-01,株式会社ベスト・ワン,ブライダル・ウェディング,求人なし,,東京都千代田区二番町9-3,1987,代表取締役 木村 泰雄,,,,20 百万円,
2024-08-01,株式会社フローラ,ブライダル・ウェディング,求人なし,,福島県南相馬市原町区高見町2-30-6,1981,代表取締役 三浦 尚克,,,,98 百万円,
2024-08-01,株式会社扶桑,ブライダル・ウェディング,求人なし,,茨城県つくば市東新井38-8,1984,代表取締役 塙 伸一,,,,40 百万円,
2024-08-01,アーバン株式会社,ブライダル・ウェディング,求人なし,,宮城県気仙沼市本郷22-5,1973,代表取締役 谷村 明信,,,,20 百万円,
2024-08-01,株式会社舟屋,葬儀,求人なし,,宮城県気仙沼市新浜町1-2-2,1977,代表取締役 吉田 明昇,,,,10 百万円,
