更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,上場市場名,代表者
2024-08-01,タイム技研株式会社,電子部品メーカー,12,～世界で3社しかないガスバルブの量産ができるメーカー・ニッチな市場でトップシェア～■事業内容：開発技術と生産技術の2つの技術を伸ばし、機械的・電気的アクチュエータの開発・生産から、エレクトロニクスのソフト／ハード開発まで総合的に出来る制御機能部品メーカーです。開発から製造までを一貫して行い、多品種・小ロット生産にも対応しております。ガス給湯器、電気温水器のバルブは国内シェア60％となっております。エレクトロニクスの分野においては毎年100件近くの新製品の開発を行い、未来のエネルギーとして注目を集める燃料電池に携わる機能部品の開発も行っております。,愛知県丹羽郡大口町外坪5-98,1978,,510,180百万円,https://www.time-eng.co.jp/,,
2024-08-01,北陽電機株式会社,計測機器・光学機器・精密機器・分析機器メーカー,4,■同社の強み：「光」を使ったセンサをメインに、開発から販売までの一貫体制を構築しています。オートメーション化された製造ラインに使う光電スイッチやイメージセンサ、距離センサなどのレーザ分野に特化した主力製品は、業界をリードする立場にあります。また、「専門は深く、その他の知識は広く」をモットーに、長年育まれてきた「HOKUYO DNA」をしっかりと受け継いだ、プロフェッショナル集団を育成しています。,大阪府大阪市西区江戸堀1-9-6,1946,41.5,250,50百万円,http://www.hokuyo-aut.co.jp/,,
2024-07-01,兼房株式会社,機械部品・金型メーカー,2,～東証／名証2部上場、工業用刃物国内トップシェアの刃物メーカー～■企業概要：工業用刃物で国内シェア40％強の日本一の企業です。海外にも積極的に進出しており、世界的な認知を得ています。兼房が作り出す工業用刃物は、建材・家具・建具をはじめとし、本やパンフレットなどの紙製品、紙幣、スキー板などのレジャー用品から油井パイプ、自動車部品、鉄道用のレールまで、その製造工程の様々な段階で利用されています。,愛知県丹羽郡大口町中小口1-1,1948,,724,"2,142百万円",http://www.kanefusa.co.jp/,スタンダード市場,
2024-08-01,丸紅エレネクスト株式会社,電子部品メーカー,2,■事業内容：電気機器接続部品の販売※取扱い商品…圧着コネクタ、圧接コネクタ、はんだコネクタ、基板対基板接続用コネクタ、電磁波ノイズ対策製品、テープ・接着剤製品,大阪府大阪市北区堂島1-6-20堂島アバンザ,1972,,266,200百万円,https://www.m-elenext.co.jp/,,
2024-08-01,株式会社日産オートモーティブテクノロジー,自動車（四輪・二輪）メーカー,58,■事業内容： 自動車の商品企画・デザイン／開発・設計／実験（１）自動車、その他機械類およびその関連機器、電気・電子機器等の設計製図とデータ作成の受託（２）上記に関する実験、測定の受託（３）自動車、その他機械類およびその関連機器、電気・電子機器等、技術図面などの翻訳の受託（４）上記に関する技術提供および付帯関連する一切の業務（５）上記に関する発明考案、デザイン、ノウハウ、技術情報等に付帯関連する一切の業務（６）上記に関する業務、及びその他の業務を対象とした労働者派遣事業,神奈川県厚木市岡田3050厚木アクストメインタワー12F,1985,,3125,100百万円,http://www.nissan-automotive-technology.com/index.html,,
2024-08-01,株式会社エレニックス,計測機器・光学機器・精密機器・分析機器メーカー,8,■事業内容： 【装置事業】・細穴放電加工機・創成放電加工機・レーザー放電ハイブリッド加工機・放電焼結装置（SPS）【加工／組立事業（装置事業以外の請負制作）】・設計・機械加工・仕上げ加工・組立・配線/試運転調整,神奈川県座間市小松原2-26-18,1985,,61,15百万円,https://www.elenix.co.jp/,,
2024-08-01,株式会社フジイ金型,機械部品・金型メーカー,2,■事業内容： アルミ、亜鉛、マグネシウム、真鍮などのダイカスト金型の専門メーカーです。800tonまでの鋳造機に対応したダイカスト金型の設計、製造、加工、修理を行っております。,愛知県丹羽郡扶桑町大字南山名字名護根106,1980,37.0,80,15百万円,"Failed to retrieve page, status code: 410",,
2024-08-01,株式会社ソミック石川,自動車部品メーカー,18,■事業内容： (1) 重要保安部品であるボールジョイントの開発・設計・製造・販売 (2) ダンパーの開発・設計・製造・販売 ■特徴：・1916年に創業し、創業100周年を超えました。「夢をかなえる会社」として、国内だけでなく、海外事業も拡大している企業です。・1937年にトヨタ自動車の協力工場となり、自動車部品の製造を開始して以来、15万キロ走っても、ガタがこない耐久性と、正確性を実現しています。,東京都墨田区本所1-34-6,1916,37.0,1661,324百万円,http://www.somic.co.jp/,,
2024-08-01,株式会社サンメカニック,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,7,■事業内容：1）産業用ロボットシステムの設計製作／産業用ロボットのティーチング、メンテナンス2）ダイカスト周辺設備の設計、製作、販売3）天井クレーンの設計製作、メンテナンス4）タワーパーキング・コンベアーの設計製作、メンテナンス5）自動火災報知機・自家用発電設備の設置、メンテナンス6）制御システム・ソフトウェアの設計製作7）エレベーター・荷物用リフトの販売、メンテナンス8）変電設備・一般電気工事,愛知県一宮市大和町戸塚字町長100-1,1975,,57,50百万円,http://www.sunmechanic.co.jp/,,
2024-06-01,米花工業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：各種燃焼装置等の開発・設計・製造・販売,大阪府大阪市中央区南本町1-8-14,1978,,12,20百万円,http://yonehana.co.jp/,,
2024-07-01,日産サービスセンター株式会社,受託加工業（各種加工・表面処理）,1,・新車納車前整備（新車点検・ディーラーオプション装着）・板金塗装修理（一般事故車修理）など,神奈川県横須賀市夏島町2-50,1966,,412,2億1500万円,https://www.nissan-sc.co.jp/index.html,,代表取締役社長 酒井田 泰
2024-08-01,アイメックス株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,6,■事業内容：湿式超微粒粉砕及び分散装置、プラスチック押出成形システム装置の製造・販売,東京都墨田区押上1-38-4,1961,44.0,49,45百万円,http://www.aimex-apema.co.jp/,,
2024-07-01,株式会社アピステ,計測機器・光学機器・精密機器・分析機器メーカー,7,■概要:モノづくり業界へ「ノンフロン制御盤用クーラー」や「高性能ミストコレクタ」、「高性能集塵機」、「チラー」を提案する産業用機器メーカー。本当に付加価値のあるものだけを商品開発し、勝つ為の戦略を実践し、高い営業利益率を誇っている。また、顧客ニーズを的確に捉えて、必要な部分だけに開発資源を投入する。このスピード感溢れる開発体制と販売体制が競合に入る隙を与えない。,大阪府大阪市北区堂島浜1-4-16アクア堂島,1992,34.7,163,100百万円,http://www.apiste.co.jp/,,
2024-07-01,株式会社美和製作所,自動車部品メーカー,4,■事業内容：自動車関連部品の製造(事業分野)・トランスファプレスライン、大型自動プレスライン…成形が困難な高張力鋼板などの塑性加工により、「軽量かつ高強度」の部品を製造・溶接組立ライン…高精度の溶接加工技術により材料歪みの発生を軽減し、ロボットによる安定した量産体制を実現・塗装ライン…高性能・高品質のカチオン電着塗装で、製品ごとの自動制御で塗装膜圧を管理(主要製品)・自動車のフロントクロスメンバー(サスペンションシステムを車台に固定するための部品)、ロアアーム、アッパーアームなど足回り関係部品及びボディー部品の各種,愛知県あま市篠田遠原1,1959,42.0,200,72百万円,http://www.miwasei.co.jp/,,
2024-05-01,株式会社原ネームプレート製作所,自動車部品メーカー,2,■事業内容： 各種スクリーン印刷、オフセット印刷銘板、塗装透過用ノブ、レーザーノブ、マスキングパネル、インジェクション成形,愛知県あま市二ツ寺六町64,1939,33.0,70,30百万円,http://www.haraname.co.jp/,,
2024-08-01,株式会社レイトロン,半導体メーカー,6,■事業内容：・「音声技術」「映像技術」「無線通信技術」の３つの分野において、世の中に役に立つ研究テーマを自社で設定、企画し、新しい機能を生み出し、さまざまなビジネスモデルで世の中に紹介・普及をいたしております。またこれら自社の研究成果をお客様のニーズに合わせた形での技術提供をいたしております。・顧客からの要望に対しシステムLSIといった集積回路の設計開発において、コンサルティングから設計/レイアウト検証までを提案しています。,大阪府大阪市中央区本町1-4-8エスリードビル本町11F,1992,35.0,40,30百万円,http://www.raytron.co.jp/,,
2024-07-01,株式会社日本計器鹿児島製作所,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容： ・電子部品(センサ)の製造・農業サポート製品の開発・製造販売・省力化機器・自動機の設計・製造販売,鹿児島県南九州市知覧町郡5159-1,1976,46.9,83,30百万円,http://www.nkworks.co.jp/,,
2024-08-01,株式会社東伸,機械部品・金型メーカー,1,■事業内容：・各種金型設計製作・精密プレス加工・各種精密部品加工,神奈川県秦野市戸川124-1,1974,,70,30百万円,http://www.toshin-g.co.jp/index.html,,
2024-08-01,株式会社セントラルヨシダ,自動車部品メーカー,11,■同社は1917年の創業以来、一貫して「鉄の形を変える仕事」をしています。釘という最もシンプルなモノづくりから始まった同社の仕事は、自動車の重要保安部品という、世界最高峰の技術と精度を必要とする仕事へと進化しました。多種多様な同社の製品は、国産車を始めとする自動車部品に採用され、世界中のより豊かな生活づくりに貢献していきます。,愛知県あま市森1-4-1,1948,38.0,230,100百万円,http://www.c-y-c.co.jp/,,
2024-08-01,株式会社コーワ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,10,■事業内容：・生活家電分野・産業機器分野・自社ブランド・化粧品事業,愛知県あま市西今宿平割一22,1935,46.4,170,50百万円,https://www.kowa-ne.co.jp/,,
2024-07-01,株式会社川熱,受託加工業（各種加工・表面処理）,4,■事業内容：金属表面加工業（ショットブラスト、粉体塗装、金属溶射等）■企業特徴：熱処理において豊かな経験と実績を誇る「川熱」。その大きな特長は、「50トン以上にもおよぶ超大型溶接構造品まで扱えること」、さらに「熱処理からブラスト、防錆塗装まで一貫して行えること」、競合他社には見られない先進かつ高度な技術をもつことです。これらの特性を最大限に生かし、また、熱を扱うノウハウをすべて駆使しつつ、特殊粉体塗装(樹脂コーティング)という新しい表面処理方法を開発しました。,神奈川県綾瀬市小園910-2,1987,32.0,119,98百万円,http://www.kawanetsu.co.jp/,,
2024-08-01,株式会社風技術センター,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,≪風洞実験装置、各種性能評価試験装置及び建築業界向け風洞実験用模型 国内トップシェアの設備メーカー≫■主要事業内容1）風洞装置及びその周辺機器の設計、製造及び販売 2）建築・建設業界向け各種性能評価試験装置の設計、製造及び販売 3）測定機器の設計、製造及び販売 4）納入設備の改良及びメンテナンス 5）風洞実験用模型、その他の実験用模型、展示模型の制作及び販売,東京都墨田区墨田4-8-7,,,43,,https://www.windec.co.jp/,,
2024-08-01,株式会社菰下精密鎔断,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,4,■事業内容： 造船・建設産業機械等の部品及び材料の鎔断を主とする鉄鋼業を手掛けています。,神奈川県厚木市三田47-1,1976,,36,40百万円,http://www.komocut.co.jp/,,
2024-08-01,ユアサプライムス株式会社,総合電機メーカー,6,■事業内容： 冷暖房機器、電機製品、住宅関連商品などの卸売■同社の魅力：同社は、1978年に設立して以来「公正かつ堅実な企業活動を通じて、 豊かな社会づくりに貢献します」をモットーに、住生活の担い手である消費者に潤いと豊かさを提供し続けています。主力商品は、夏の季節家電・扇風機と、冬の季節家電・コタツで、そのほかにも、炊飯器や電子レンジ等、生活家電のPB（プライベートブランド）商品などを取り扱っています。ISO14001・ISO9001を取得し、環境と品質に配慮をした経営方針です。創業350年以上の歴史を誇るユアサ商事グループに属しており、同社は、2023年に45周年を迎えます。,東京都中央区日本橋富沢町9-8富沢町グリーンビル2F,1978,41.5,98,450百万円,http://www.yuasa-p.co.jp/,,
2024-08-01,熊野機工株式会社,機械部品・金型メーカー,8,【事業内容】・機械器具設置工事業搬送物流システム全般据付工事、立体自動倉庫据付工事、自動車生産ライン据付工事、各種搬送システム（コンベア）、半導体搬送設システム（クリンールム内のコンベア）据付工事、架台設置工事など・設備付帯製品の設計・製作、一般製缶の設計・加工・立体駐車場据付工事、重量物据付工事・設備保守メンテナンスサービスなど【当社の特長】これからの物流機器ビジネスを中心としたトータルサポートコミュニケーションを中核に、今まで培ってきた豊富な搬送システム実績とノウハウを駆使し、より幅広い分野での事業活動のお手伝い役として、常に万全の体制を備えております。,愛知県弥富市神戸8-34-4,1976,40.0,30,30百万円,https://kumanokk.com/kumano/company/,,
2024-08-01,株式会社岩城工業,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■概要：自動車関連及び電気機器などに使用するゴム、プラスチック、タイル、樹脂などを金型により成型するためのプレス機専門メーカーです。日本製・台湾製・中古など幅広い油圧プレスに関するサービスをワンストップで提供しています。,愛知県弥富市鳥ヶ地2-233-2,1980,33.0,19,10百万円,http://www.iwa-ki.com/,,
2024-08-01,株式会社エムエムアイ,建設機械・その他輸送機器メーカー,4,■事業内容：クラブ式クレーンと総称される、天井クレーン、橋形クレーンをはじめ、自動搬送設備の設計・製作から点検・修理・改造・部品の交換までクレーン全てを総体的にサポートしています。お客様の作業における重要な役割を果たす設備を扱うだけに、引き合いから据付工事、メンテサービスまで見届けることが、当社最大の責務だと考えています。,愛知県弥富市五之三町川平341-1,1973,45.7,116,80百万円,http://www.kk-mmi.co.jp/,,
2024-06-01,テックス株式会社,受託加工業（各種加工・表面処理）,1,■事業内容： 各種めっき、アルマイト、電解研磨、洗浄、クリーンスチーム洗浄。,鹿児島県薩摩郡さつま町求名13572-1,1970,,41,20百万円,http://www.tecs-k.co.jp/,,
2024-07-01,河西工業株式会社,自動車部品メーカー,25,■企業概要同社は車の内装をトータルに手掛けるシステムサプライヤーです。設立60年以上の歴史を持ち、KASAIグループとして国内外にグローバルネットワークを有しています。■事業概要自動車内装部品（カーインテリア）の研究開発・設計・製造・販売を展開。,神奈川県高座郡寒川町宮山3316,1946,38.3,8981,"5,821百万円",http://www.kasai.co.jp/,スタンダード市場,
2024-07-01,日本端子株式会社,電子部品メーカー,1,■事業内容： ・連鎖端子の製造販売・コネクタの製造販売・電線端末処理機械・工具の製造販売,神奈川県平塚市八重咲町26-7,1960,39.0,457,100百万円,https://www.nippon-tanshi.com/,,
2024-08-01,株式会社共立物流システム,建設機械・その他輸送機器メーカー,2,【事業内容】●各種コンテナの製造・販売・リース・液体物流機器・粉体物流機器・其他物流機器●包装・荷役・輸送・保管・情報の機器及び資材の製造・販売リース●包装・荷役・輸送・保管・情報に関するシステムの販売並びにコンサルタント業務●産業資材製品の仕入れ及び販売･リース●工業用機械の仕入及び販売･リース,大阪府大阪市中央区瓦町1-6-10,1972,,38,60百万円,https://www.kpds.co.jp/,,
2024-06-01,株式会社幸伸,機械部品・金型メーカー,2,■事業内容： 機械部品製造・販売お客様からのご要望に応じ、様々な仕入れ先、幅広いラインナップの中から、ご要望に沿った製品を提供いたします。また、受注製造なども行っており、お客様からの様々なニーズに対応が可能です。,大阪府大阪市中央区日本橋1-2-1幸伸ビル,1937,,120,10百万円,http://www.koshin.jp/,,
2024-06-01,株式会社トリコ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容： 半導体製造装置、液晶製造装置及びコンピューターシステム関連機器の修理サービス半導体製造装置及び液晶製造装置用金属、樹脂、石英部品の製造、販売電子機器部品の輸入、販売中古設備・機械類の修理・販売クリーンルームの設計、施工管理設備の搬入、搬出ウレタン発泡機の製造、販売、修理排ガス処理装置の販売、保守サービス航空機部品の輸入、販売環境製品の販売(省エネ商材）■企業理念：トリコは、社是「技・匠・心」の精神に則り、あらゆるニーズに対して感度の高い企業活動を通じ、地球環境に配慮し、お客様ならびに地域社会に貢献できる企業を目標に従業員一丸となって努力してまいります。,東京都港区新橋3-6-6,1973,49.3,88,499百万円,http://www.torico-ltd.co.jp/,,
2024-08-01,東西化学産業株式会社,計測機器・光学機器・精密機器・分析機器メーカー,33,【グランフロント大阪・京都駅ビル・スポーツジム・スーパー銭湯などの施設に対して水処理設備の提案を行う水のプロフェッショナル】■事業概要・水処理システムの設計及びコンサルティング・水処理薬剤の開発、製造、販売・水処理装置・機器・計測器の開発、製造、販売・水処理システムのアフターサービス ・水質分析 など,大阪府大阪市中央区城見2-1-61ツイン21MIDタワー18F,1964,36.0,229,100百万円,https://www.tohzai.co.jp/,,
2024-08-01,日菱産業株式会社,自動車部品メーカー,3,■事業内容：・自動車部品及び内装品（射出成形を中心とした自動車内装品、ネット、皮革製品）・合成樹脂原料及び製品（射出成形、押出成形品及び原料）・その他（農業資材、オレフィンフィルム、シート等プラスチック製品、断熱材）●例として、運転席と助手席の間にあるコンソールボックス（小物入れ）なども同社が手掛けています。外から見える部分ではないためわかりにくいですが、同社が手掛けている製品が数多くの自動車に使用されています。,大阪府大阪市中央区船場中央3-2-8船場センタービル-328,1966,46.0,32,30百万円,https://www.nichiryou.net/,,
2024-05-01,日本汽力株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,5,■事業内容： ・各種ボイラ、タービン、付属機器の据付 ・各種公害防止装置、環境装置、都市ごみ処理装置・省力化、環境対策設備機器の設計・製作、据付及びエンジニアリング・各種化工機（産業、化学プラント）・各種コンベア、その他輸送機械の設計・製作・据付工事・第１種、第２種圧力容器の設計・製作・据付工事特に大量の原木・水・エネルギーを必要とする紙パルプ業界ではその製造工程において排出される廃棄物や薬品の再利用（回収）が課題でありました。同社は回収ボイラの建設から保守点検業務にいたるまで総合的なサポート体制で豊富な実績を誇り高い評価を得ています。,大阪府大阪市中央区北浜東2-16日刊工業新聞社ビル8F,1939,47.2,94,60百万円,http://www.nihonkiryoku.co.jp/,,
2024-08-01,日本精線株式会社,機械部品・金型メーカー,2,～ステンレス鋼線のパイオニア企業で、ステンレス鋼材の国内シェアNo.1～■企業概要特殊鋼大手・大同特殊鋼株式会社のグループ企業であり、またステンレス鋼線業界における国内トップメーカー・プライム市場上場企業です。同社は「Micro＆Fine Technology」をスローガンに『より細く、より強く、より精密に』社会に貢献する製品の開発に日々取組んでいます。,大阪府大阪市中央区高麗橋4-1-1興銀ビル9F,1951,,602,"5,000百万円",http://www.n-seisen.co.jp/index.html,プライム市場,
2024-08-01,畑中特殊バルブ工業株式会社,機械部品・金型メーカー,1,【100年超の歴史！ロケット関連にも採用されるモノづくり】特殊バルブの製造・販売＜大手企業とのお取引多数！＞【プラント業界】三菱重工業東芝JFEエンジニアリング日揮千代田化工建設IHI【エネルギー業界】JERA（旧東京電力・中部電力）ENEOS東京ガス大阪ガス【化学・重工業界】三菱重工業ダイセルAGC旭化成クレハ敬称略／順不同,東京都江東区深川1-3-11 2階,1981,37.0,41,5000万円,http://www.hsv.co.jp,,代表取締役 畑中 雄二郎
2024-08-01,株式会社キラ・コーポレーション,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,13,■事業内容：キラ・コーポレーションは、地域産業を中心としたものづくりに貢献するため、切削加工自動化ライン、超音波加工機、マシニングセンタ、ボール盤の製造・販売、及びメンテナンスを提供する小型工作機械メーカーです。自社で商品企画から受注、設計、生産、納品、サポート（点検・修理等）まで幅広く行っています。,愛知県西尾市吉良町富好新田中川並39-1,1944,41.0,101,75百万円,http://www.kiracorp.co.jp/,,
2024-08-01,ローレル精機株式会社,計測機器・光学機器・精密機器・分析機器メーカー,3,国内で2社しかないニッチな通貨処理機メーカー。金融・流通・医療業界など幅広い業界との取引で、景気に左右されず安定業績となっております。【企業概要】■ローレルバンクマシン社製品の設計・開発・製造を、「ローレル精機(東京工場)」と「ローレル機械(大阪工場)」の2社で担っております。同社において、生活に身近な通貨処理機の設計・開発・製造に携わっていただくことができます。,東京都北区東田端1-12-16,1958,,254,10百万円,なし,,
2024-06-01,マキノジェイ株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,自動車産業、建設、農業機械などの量産部品加工分野に特化。自社開発の工作機械を中心に加工・取付具・工具のエンジニアリングとロボットやガンドリーローダーなどの搬送装置を含めたトータルな生産技術を提供しています。■事業内容： ・生産技術・加工技術に関するエンジニアリング業務・各種自動化ライン用マシニングセンタの設計、製造、販売・FMS・FTLの各種ソフトウェア及び自動化機器の設計、製作、販売・治具の設計、製作、販売・株式会社牧野フライス製作所製品の販売,神奈川県愛甲郡愛川町中津4007,1993,,191,490百万円,https://www.makinoj.co.jp/,,
2024-08-01,丸加化工機株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,4,■社員一人一人の成果が即会社の成長へ反映される、働き甲斐のあるコンパクトサイズの老舗ポリウレタン注入機メーカーです。■創業55年間連続黒字、自己資本率94%の安定業績で社員への豊かさの分配を経営基本としております。■ポリウレタンは自動車の内外装／建材パネル／冷蔵庫など白物家電に使用され、代替えの効かない非常に需要の高い素材になります。,愛知県みよし市莇生町原12,1969,,35,99百万円,http://www.meg-maruka.co.jp/,,
2024-08-01,株式会社カプコン,アミューズメント・エンタメ・ゲームメーカー,97,■企業概要：当社は大阪に本社を置くゲームソフトメーカーです。オリジナリティあふれるゲームソフト開発力を強みに、人気コンテンツを多面展開（ワンコンテンツ・マルチユース）することにより、安定成長を遂げています。,大阪府大阪市中央区内平野町3-1-3,1979,37.6,3186,"33,239百万円",http://www.capcom.co.jp,プライム市場,
2024-06-01,日創工業株式会社,自動車（四輪・二輪）メーカー,1,■概要：日創工業は、作業関係車両のクレーン架装や建機メーカー向メンテナンス作業車の独自開発の他、小型ポンプ車をはじめとした特装車両の開発・設計・製造を行っています。特に独自開発の油圧駆動のコンプレッサーと、得意のクレーン架装技術を融合させたメンテナンス作業車は、主に建設機械メーカー様などからご評価をいただいています。1988 年の設立以来、優秀な技術者たちは、常に時代の要請に応えながら幅広いニーズに柔軟に対応し、高い品質のさまざまな特装車両を製造し続けています。,神奈川県相模原市緑区長竹295-1,1988,,9,10百万円,https://www.aska-acg.com/nisso-inc,,
2024-06-01,株式会社イー・エム・シー・ジャパン,計測機器・光学機器・精密機器・分析機器メーカー,2,■事業内容： 同社が行っているのは、社会貢献。飛行機、自動車、医療機器、スマートフォン。世の中のインフラ製品が問題なく通信が出来るように、専門の電磁波を測定している会社。,神奈川県相模原市緑区長竹210-3,1989,38.9,58,17百万円,https://www.emcj.co.jp/,,
2024-08-01,株式会社アセント,アミューズメント・エンタメ・ゲームメーカー,5,■事業内容： ・スタジアム・アリーナ大型映像・音響システムの設計・施工・ホール音響・大学用ＡＶ設備の設計・施工・自治体向け議場システムの開発・設計・施工 ・プロオーディオ・ビデオ機器の開発・プロオーディオ・ビデオシステム用ソフトウェアの開発 ・防災映像情報システムの設計・施工■当社の魅力：企画・提案から開発・施工、そしてメンテナンスまでトータルソリューションをワンストップで提供していることが強みです。特にスタジアムの映像・音響に強みを有し、エンターテイメント化するスポーツイベントに映像・音響技術で貢献しております。■社風：人も技術も手塩に掛けて育てます。,東京都港区芝浦4-16-23AQUACITY芝浦7F,1988,39.0,61,50百万円,https://ascent-jp.com/,,
2024-08-01,ナトコ株式会社,電子部品メーカー,3,■事業内容：塗料・インキ・合成樹脂・ファインケミカル製品の製造・販売及び関連商品の販売。,愛知県みよし市打越町生賀山18,1948,42.3,219,"1,626百万円",https://www.natoco.co.jp/,スタンダード市場,
2024-06-01,西森工業株式会社,機械部品・金型メーカー,1,■事業内容：完全受注生産の熱処理治工具製造、ステンレス鋼製品製造、耐熱鋳綱製品販売、金網・メッシュベルト等製造販売 他,愛知県みよし市明知町砲録山2-369,1966,41.0,15,20百万円,http://www.nishimori.co.jp/,,
2024-08-01,株式会社NAITO,機械部品・金型メーカー,8,■概要：(1)受託製造サービス事業(2)新商品企画、製造、販売を主とする新規事業(3)アミューズメント事業,愛知県みよし市三好町川畔116,1967,,321,30百万円,https://www.do-naito.jp/,,
2024-06-01,株式会社テムトス,受託加工業（各種加工・表面処理）,2,■事業詳細：金属精密機械加工（CNCフライス加工、CNC旋盤加工、CNC放電加工、CNC研削加工）■当社の特徴： 当社はCNC工作機械を駆使し、アルミ系、鉄系に留まらず、ステンレス、チタン等、難削材の高精度・超微細加工を行っています。扱う形状は、箱ものから板もの、球形、楕円形等々、あらゆる複雑形状に対応しています。また、お客様の技術的/形状的/機能的な課題解決を、企画・設計段階から参画し、材料調達、加工、検査までを社内一貫体制でサポートしています。,神奈川県相模原市緑区名倉2584-1,1989,35.0,15,10百万円,http://temtos.com/,,
2024-06-01,株式会社SCREEN GP サービス西日本,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,1,■事業内容：・印刷／製版関連システム全般におけるメンテナンスサービス・ソフトオペレーション指導・企画提案を含むコンサルティング業務および、各々で培った知識／技術に基づくIT関連業務,大阪府大阪市西区阿波座2-1-1CAMCO西本町,1978,,114,50百万円,https://www.screen.co.jp/ga/company/japan/screen-gpsw,,
2024-08-01,株式会社ヤスダコーポレーション,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,5,■事業内容：主に建築材料を生産するための産業機械製造販売,愛知県豊橋市大橋通3-67,1956,,50,13百万円,http://www.yasuda-corporation.com/,,
2024-06-01,セイコーＮＰＣ株式会社,半導体メーカー,3,■概要半導体・センサモジュール製品の設計開発・製造・販売■詳細：1975年にセイコーグループの半導体メーカーとして設立されて以来、様々な電子機器に必要不可欠な高精度、高品質な半導体製品を生み出し社会に提供してきました。主力製品である水晶発振器用ICは世界屈指のシェアを誇り、車載や通信基地局、スマートフォンなどに組み込まれ、みなさまの生活を支えています。当社が目指すところは、アナログとデジタルを組み合わせて新しい価値を創造し、人と人、人と物、物と物をつなぐ製品を提供し、持続可能な社会への貢献することです。,東京都台東区台東2-9-4,1975,42.5,230,"1,000百万円",http://www.npc.co.jp/,,
2024-08-01,株式会社石川工場,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,10,【企業概要】■石川式撹拌擂潰機（自動乳鉢）の製造販売 微量機、真空/加熱/冷却型の小型機、鉢固定式や鉢回転式の大型機等、 多様な種類の石川式撹拌擂潰機（自動乳鉢）を手掛けています。,東京都江東区辰巳1-1-8,1902,,11,10百万円,http://www.ishikawakojo.jp/,,
2024-07-01,株式会社伊原工業,機械部品・金型メーカー,1,■事業内容：自動車・住宅・電気部品等の金属プレス加工塑性加工機械の開発・製造プレス用金型の設計・製造トラックボデー用品・キャリヤカー用品の開発・製造キャンピングカー用シート及び用品の開発・製造住宅部材・部品の製造,愛知県豊川市伊奈町南山新田350,1955,,90,10百万円,https://www.ihara-inc.com/,,
2024-08-01,株式会社プラセス,自動車部品メーカー,5,■会社概要：自動車関連を中心として、OA機器やエレクトロニクス分野等のプラスチック部品の金型設計、製作から成形、印刷、塗装、組立までを一貫して行っております。μ単位の精度が要求されるコネクタやハウジング類の小型精密部品、ハイブリット車のシフトノブ・ボディといった自動車重要機能部品、成型2次加工品、薄肉外観成形品や二色成型品などの特殊成型部品と、あらゆるフィールドで使用されています。,愛知県豊川市宿町権平24,1977,39.0,195,15百万円,https://www.plasess.com/,,
2024-08-01,オリエント粉砕機株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■企業概要：粉砕機・集塵機メーカーとして、1968年に設立し、千葉県八千代市を拠点に事業を展開しております。当社では、粉砕機・集塵機以外にも、減臭装置、定量送り装置、送風機、焼却炉、フィルター縫製を取り扱っております。■事業内容： 機械製造業■特徴（TOPICS）： 当社製品は、環境にやさしいのは勿論のこと、コストパフォーマンスの面などにおいても、導入いただいた工場に対してメリットが多いのが、当社製品の特徴となっております。また、当社が作る大型の粉砕機は、当社独自の技術であり、日本国内でも希少なものとなっています。,千葉県八千代市島田台798-4,1968,,5,40百万円,"Failed to retrieve page, status code: 410",,
2024-07-01,ネグロス電工株式会社,機械部品・金型メーカー,1,パイラック・レースウェイ・ケーブルラック等の電設資材の研究開発・製造・販売※主力製品：ケーブルラック、レースウェイ、パイラック ほか※営業拠点：全国39カ所（営業所・出張所）※常設展示場（3カ所）：東京・名古屋・大阪※生産拠点：工場7カ所、商品センター3カ所,東京都江東区亀戸2-40-1（本社）,1953,38.0,1500,1億円,https://www.negurosu.co.jp/,,代表取締役社長 菅谷 三樹生
2024-08-01,株式会社錦,機械部品・金型メーカー,3,■事業内容： ・工業用ブラシの製造、販売,東京都文京区大塚3-13-10,1949,38.0,50,20百万円,https://www.brush-nic.co.jp/,,
