更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,資本金,平均年齢,企業URL,上場市場名,代表者
2024-08-01,大鳥機工株式会社,機械部品・金型メーカー,9,■事業内容：建築金物、工作機械、専用機、繊維機械の製造・販売,鳥取県鳥取市南栄町19,1948,170,100百万円,,http://www.ohtori-kiko.co.jp/,,
2024-07-01,アスリートＦＡ株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,4,■事業内容： 自動化設備の設計・製造・販売■経営理念私たち、ＡｔｈｌｅｔｅＦＡはＦｕｔｕｒｅ Ａｒｔｓを創造します,長野県諏訪市四賀2970-1,1988,99,85百万円,43.2,http://www.athlete-fa.jp/,,
2024-08-01,日本サーモテック株式会社,計測機器・光学機器・精密機器・分析機器メーカー,2,"■事業概要：・1991年11月創業し、一般的な温度センサーでは計測が難しい溶解金属の温度を連続的に計測するセンサーの製造販売を行っています。・溶解金属に接触して温度を計測する同社のセンサーは、1,500℃の誤差は±5℃以内です。非接触のものに比べ精度が高く、全国各地の高炉や電炉に採用されています。■事業詳細：・連続測温プローブの製造、販売・連続測温プローブ周辺機器の製造、販売・消耗型熱電対、CEカップの製造、販売・消耗型熱電対、CEカップ周辺機器の製造、販売・測温関連商品及び周辺機器の販売、補修",福岡県北九州市八幡西区森下町26-89,1991,18,98百万円,37.0,https://jtt1991.co.jp,,
2024-07-01,株式会社クリンビー,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容： ・代替フロン洗浄機、乾燥機、蒸留機、精密機械の設計、製造、販売・汎用機器、産業機械の販売,長野県諏訪市四賀3011-3,1995,78,47百万円,,https://www.cleanvy.co.jp/,,
2024-07-01,大黒自工株式会社,自動車部品メーカー,2,■事業内容：各種自動車整備（車検・定期点検・一般整備）、自動車板金・塗装、フレーム修正、冷凍機修理、コンピュータ診断、石油類の販売（軽油・重油・灯油・オイル等）、新車・中古車販売、クレーン等自動車関連及び自動車用品（タイヤ、バッテリー、ホイール他）の販売、車両リース、損害保険代理店,北海道札幌市中央区南二条西12-323-18,1963,40,30百万円,,http://daikoku-web.com/content/zikou/,,
2024-07-01,株式会社ライト光機製作所,計測機器・光学機器・精密機器・分析機器メーカー,16,【競技用ライフルスコープで高評価をされている、光学機器メーカー／顧客は海外比率が高く、日本における参入障壁が高い安定企業です】■事業内容：同社は1956年に設立され、ライフルスコープ、双眼鏡、望遠鏡、その他光学機器の開発製造・輸出を展開しています。,長野県諏訪市中洲3637,1956,300,25百万円,,http://www.light-op.co.jp/,,
2024-07-01,カクショウ工業株式会社,機械部品・金型メーカー,1,■事業内容：空圧・空調機器用部品、消防機器用部品、ガス・コネクター機器用部品、自動車部品、文具用部品など、精密部品の加工及びアッセンブリー,長野県諏訪市大字中洲4589-1,1964,30,40百万円,,http://park2.wakwak.com/~kks-1/index.html,,
2024-06-01,日本精機工業株式会社,機械部品・金型メーカー,5,■事業内容：超精密切削部品の製造・販売,長野県諏訪市中洲4750,1950,70,90百万円,,http://nihonseiki.net/,,
2024-08-01,シントク株式会社,自動車部品メーカー,13,■会社情報シントクは、信州の自然に囲まれた工場で大型製缶機械加工を主体に組立までを一貫生産しています。マシンベースをはじめとし、大型機械や優れた設備を整え社内一貫加工を実現。特に品質管理、短納期を遵守しています。製造実績も12業種を超え、常に多種多様なリクエストに24時間体制でお応えします。創業から一貫し「ものづくり」にこだわり、常に付加価値のある製品とサービスをご提供できるよう技術向上に努めています。■事業内容半導体、液晶、有機EL、IT、工作機械、自動車、食品、医療、電池、物流、検査、繊維業界などの部品製造、組立,長野県諏訪市中洲566-7,1975,65,15百万円,44.0,https://shintoku.co.jp/,,
2024-07-01,株式会社ケーアンドケー,計測機器・光学機器・精密機器・分析機器メーカー,1,■事業内容：「ものづくり」をトータルサポートする工業製品商社です。■業務内容:電機・電子部品・精密加工部品の商社事業,長野県諏訪市豊田文出456-2,1987,20,35百万円,,https://www.j-kandk.co.jp/index.html,,
2024-05-01,株式会社鈴木,電子部品メーカー,2,■事業内容： 精密プレス金型、精密モールド金型コネクタコンタクト、コネクタハウジング、自動車電装部品ＳＭＴ関連装置、半導体関連装置、専用機医療器具組立,長野県須坂市大字小河原町2150-1,1933,1062,"2,442百万円",,https://www.suzukinet.co.jp/,プライム市場,
2024-06-01,株式会社後島精工,受託加工業（各種加工・表面処理）,1,■あいさつ： 後島精工は精密金型や治工具等で培った精密加工技術を更に発展させるべく硬質被膜処理設備、微細加工設備を導入し、電子部品業界向けの特殊治具の製造販売を展開して参りました。挑戦と発想の転換を基に、絶えずIT産業のニーズに即応できる企業として一層の努力をして参りたいと思っております。代表取締役社長 後島 剛■基本方針： 一、私達は、「和」と「挑戦」と「創造力」をもって、お客様に信頼される品質と技術を提供し、特殊治具トップメーカーを目指します。 一、私達は、環境保全を重要経営課題に位置付け、モノ作りの中に、積極的に取り入れ、豊かな社会作りに貢献いたします。,長野県須坂市大字小河原2171-5,1972,24,20百万円,,http://www.gotoseiko.jp,,
2024-07-01,日通工エレクトロニクス株式会社,電子部品メーカー,2,■企業概要：同社は1999年に日通工株式会社（現：NECプラットフォームズ株式会社）の80年以上にわたる電子コンポーネント事業が分離、独立し、「日通工エレクトロニクス」として設立しました。同社はフィルムコンデンサの開発から、製造、販売までの一貫した体制を実現しております。商品開発のスピードアップとコスト競争力の強化を図り、国内、海外のお客様にさらにご満足頂ける商品の提供を目指していきます。フィルムコンデンサとは、数ある電子部品のうち、ノイズを押さえたり、電荷を溜めたりする受動部品です。,長野県須坂市小河原2031-1,1999,106,100百万円,,http://www.nitsuko-ele.co.jp/,,
2024-08-01,株式会社坂本電機製作所,機械部品・金型メーカー,5,■事業内容：電気機械器具の製造・自社製品…産業用制御機器、電子応用機器（デジタル水準器、傾斜計など）・他社製品…精密機械加工部品（半導体製造装置、医療機器、工作機械向け）、半導体製造装置および食品（おにぎり成型機）機器など各種ユニット組み立て・国からの委託試験研究…高度木材生産機械開発,福岡県福岡市東区和白3-27-55,1951,102,30百万円,44.0,http://www.sem-sakamoto.co.jp/,,
2024-08-01,株式会社九州テラオカ,計測機器・光学機器・精密機器・分析機器メーカー,17,【POSシステムやセルフレジで有名！業界シェアトップで大正創業の歴史を有する老舗の寺岡精工グループ】■事業内容：寺岡精工のグループ会社として同製品の営業や保守を中心に展開しています。電子はかり、電子計量値付システム、自動計量包装値付機、POSシステム、POP作製システム、仕分けシステム、カウンティングスケール、自動倉庫管理システム、店舗総合情報管理システム、浄水システム、廃棄物管理システム、飲食店向けPOSシステム、クリーニング店向けPOSシステムなどの販売、保守,福岡県福岡市東区多の津4-24-31,1968,140,30百万円,43.7,https://www.teraokaseiko.com/jp/kyushu-teraoka/,,
2024-07-01,株式会社レアックス,計測機器・光学機器・精密機器・分析機器メーカー,2,■事業内容： ・地質、土質、水文、環境に関する調査解析業務・土木設計施工管理・コンピューターシステムの運用に関するコンサルティング及び関連ソフトの開発販売業務・地質調査機器の研究開発と販売業務・損害保険代理店業務・不動産賃貸及び管理業に関する業務■経営理念：「社会とお客様のニーズを的確に捉え、最新テクノロジー（剃刀）と地球科学（斧）の融合により、ニーズに的確にお答えし、満足できる技術サービス・製品を提供します」,北海道札幌市東区北二十四条東17-1-12,1988,28,10百万円,,https://www.raax.jp/,,
2024-08-01,第一施設工業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,11,当社は長年ファクトリーオートメーション(FA)の領域で搬送システムの設計、構築、提案などを行っています。老舗搬送装置メーカーとして技術を磨き続け、近年は産業用ロボットの領域や先端鮮度維持領域等の事業拡大にも取り組んでいます。特に半導体の「垂直搬送装置」においては業界トップのシェアを誇り、取引先は国内外の業界大手が中心です。社歴40年のベテラン、異業種からの転職組、外国籍社員など様々な人材が壁を作らず共存しながら活躍しているところは当社の強みです。今年は特に、女性と外国籍社員採用に力を入れており、更なる多様化を進めています。,福岡県糟屋郡新宮町上府北3-9-22,1967,143,99百万円,38.5,https://www.daiichi-shisetsu.co.jp/,,
2024-08-01,有限会社紺野鉄工所,機械部品・金型メーカー,1,■会社概要・紺野鉄工所は、昭和40年に群馬県渋川市で設立・もともとは金物工具の修理からはじまった設立56年の老舗企業です。事業としては、主にゼネコン様が建築施工に利用する重量鉄骨の制作・取り付けを行っています。・地場のゼネコンがメインのお客様で、設計・制作実績としては様々なものがございます。例えば、私たちの生活に身近な店舗や駐車場などの民間企業の施設及び、インターチェンジなどのインフラ関連の鉄骨設計や制作など、年間30件程度、様々な案件に対応します。大きなものは1億円超の受注案件もございます。,群馬県渋川市有馬2120-5,1965,14,5百万円,50.0,"Failed to retrieve page, status code: 410",,
2024-08-01,株式会社冨士製作所,機械部品・金型メーカー,12,■事業内容： 製麺プラントの企画、設計、製造、販売 ＜主要製品＞・その他食品製造設備および工業用省力機械の製造、販売 ・即席麺製造プラント ・生麺、乾麺製造設備 ・各種食品の定量供給、充填及びシール用設備・各種省力機械 ・スナック麺プラントの企画、設計、製造、販売 ・その他食品製造および工業用省力機械の企画、設計、製造、販売,群馬県藤岡市篠塚15,1964,82,30百万円,46.0,http://www.fuji-mfg.jp/,,
2024-08-01,サンヨー株式会社,機械部品・金型メーカー,3,■事業内容・半導体産業用各種統装置機器の設計製作・医療薬品検査用装置機器の設計製作・プラスチック成形加工及び金型設計製作・各種非鉄・金属材精密機械加工部品・レーザー加工部品、板金製品,群馬県藤岡市立石1510,1972,160,92百万円,,https://www.sanyo-inc.co.jp/,,
2024-07-01,株式会社山岸工業,機械部品・金型メーカー,2,■事業内容： 3D精密パイプ加工・精密製缶・試作板金・環境機器製造・自社製品製造■特徴（TOPICS）： ▽匠の技が造り出す製品 高度な現場技術と3次元データ活用など設計/製造モノづくりの情報活用が造り出す高品質製品▽確かな技術を支える生産設備 パイプ加工、板金加工、溶接、組み立てまで最新鋭の加工機を活用し、熟練加工で短納期対応▽昭和54年創業の歴史 パイプ加工、精密製缶加工、板金加工のプロフェッショナル,長野県中野市田上100,,,10百万円,,http://www.yama-tec.jp/,,
2024-08-01,株式会社西田製作所,機械部品・金型メーカー,2,■事業内容・機械金属加工業・NC旋盤、マシニングセンターをメインとした切削加工・0.01ｍｍの精度で製品の加工を行い、多品種小ロット生産に対応。・生産ロット：月産4万～100ケ／ロットにも対応。・製品サイズ：φ20～φ320・製品：ギア（丸物）、シャフトに対応・材質：鉄・アルミ,鳥取県倉吉市広栄町900-2,1989,49,10百万円,,https://nishida-mfg.jp,,
2024-07-01,株式会社小間工業,機械部品・金型メーカー,7,■事業内容：超小型精密部品製造（各種アンテナ部品、自動車部品、宇宙・航空機部品、半導体製造・検査装置部品等）■事業の特徴：金属製品製造業です。主として、CNC複合加工旋盤、CNCマシニングセンターによる通信機器および電子機器の部品加工（半導体製造検査装置部品加工、および検査治具組み立て、各種アンテナ部品、コネクタ部品）・宇宙・航空機関連、自動車および次世代自動車関連、圧力計測機器、錠鍵、精密部品の切削加工を行っています。また、製品の最終工程まで協力会社と連携し、溶接・熱処理・塗装・表面処理まで行っています。,群馬県富岡市南後箇56-1,1977,104,10百万円,42.0,https://www.koma-k.jp/,,
2024-07-01,ＯＫＩ富岡マニュファクチャリング株式会社,総合電機メーカー,7,■事業内容： １．情報処理機器及びその周辺機器に関連する部品製造、ならびに組立試験２．情報処理機器の組立用作業工具の製造、修理、販売３．金属工作機械用作業工具及び金属プレス、自働化設備の設計、製造、修理、販売４．各種生産設備の保守・故障診断・修理,群馬県富岡市富岡1256-1,1984,665,10百万円,41.0,なし,,
2024-08-01,フジセイコー株式会社,受託加工業（各種加工・表面処理）,求人なし,,群馬県安中市郷原939-1,1981,,90 百万円,,"Failed to retrieve page, status code: 410",,代表取締役 渡辺 竜太
2024-07-01,株式会社エスク,機械部品・金型メーカー,1,■事業内容： ⇒精密金型加工技術をベースに、各種精密部品加工（精密金型部品・機械部品・精密板金部品・樹脂成型品）から精密金型治具設計製作・FA機器設計製作・OEM製品開発まで幅広く製造しておりす。自社製品（SSSスケート）も製造開発販売しております。,長野県諏訪郡下諏訪町5889,1986,44,99百万円,48.0,http://www.esc-net.co.jp,,
2024-07-01,日産部品九州販売株式会社,自動車部品メーカー,3,■事業内容： 日産純正部品を中心とした各種部品およびカーライフ用品、自動車関連機械工具の卸売業取扱商品：日産純正部品、ピットワーク商品、日産純正カーライフ商品、各種オイル、ケミカル商品、タイヤ、バッテリー、自動車整備用設備、機械工具、リビルト部品、中古自動車部品、その他自動車関連商品,福岡県福岡市博多区半道橋2-9-22,1969,325,375百万円,,https://buhin.nissan.co.jp/KYUSHU/,,
2024-08-01,タグチ工業株式会社,建設機械・その他輸送機器メーカー,10,■事業内容：・機械器具設置工事業,福岡県福岡市博多区東比恵3-28-27,1968,70,80百万円,,https://taguchi-kogyo.com/,,
2024-08-01,デュプロ株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,5,■概要：同社は九州全域と沖縄エリアでのデュプロ製品の販売を担う、デュプログループの一員です。新聞店向けの折込広告丁合機や、印刷機材市場向けのグラフィックアーツ製品、一般企業向けの各種省力化機器等、幅広いラインアップで顧客に製品やサービスの提案・提供を行っています。■事業：オフィス用印刷機、新聞販売店省力化機器、丁合機（頁揃え機）、製本機器、紙折機、コンピュータ連続帳票裁断機、圧着ハガキ作成機、DM関連機器、その他省力化機器、OA機器全般の販売,福岡県福岡市博多区博多駅南1-5-28デュプロビル,1962,73,20百万円,,http://www.duplo-f.co.jp/,,
2024-08-01,株式会社カスタムグラビア,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：グラビア印刷用シリンダーの製造,福岡県福岡市東区箱崎ふ頭6-6-47,1963,205,96百万円,40.7,https://custom-net.co.jp/,,
2024-06-01,長野精工株式会社,自動車部品メーカー,1,当社は、電機・自動車、さらに農機用のエンジンパーツ等を手掛ける精密加工に特化したモノづくりメーカーです。小型歯車製作から始まり、減速機の生産や金型の設計・製作へ技術転用し、ダイカスト鋳造やファインブランキングプレス加工等に発展させてまいりました。現在は、様々な分野のお客様に高性能な製品をお届けするため、フィリピンに３つの生産拠点を持ち、技術交流や分業化により、質の高い生産体制の構築を実現しております。,長野県茅野市金沢698,1960,190,220百万円,42.0,http://www.nagano-seiko.co.jp/naganoseiko.html,,
2024-07-01,株式会社MID ALFA,自動車部品メーカー,1,■事業内容：1. 自動車の販売及び修理業2. 自動車・自動車付属品の輸出入業3. 損害保険代理業及び自動車損害賠償保障法に基づく代理業務4. 生命保険の募集に関する業務5. 自動車のリース及びレンタル業務6. 不動産の売買、賃貸、仲介及び管理業務7. コンピュータネットワークを利用した自動車の販売8. コンピュータネットワークによる情報の収集、分析並びに情報提供業務9. スポーツ・レジャーの会員権の販売及び仲介業務10. 時計・眼鏡・光学機械の販売11. インターネットを利用した物品販売12. 旅行業法に基づく旅行業及び旅行業者代理業,北海道札幌市東区東苗穂五条2-6-10,1982,587,50百万円,,https://mid-alfa.co.jp/,,
2024-06-01,株式会社東海電線,電子部品メーカー,3,■会社概要・1988年創業、群馬県桐生市に本社を置き各種電子機器等の内部配線に利用される電線の製造販売を行っております。・創業当初より、「品質第一」「信頼第一」に新しい時代の創造を技術と真心でサポートしております。■事業内容・各種電子機器等の内部配線に利用される電線の製造、販売,群馬県桐生市新里町赤城山919-261,1988,12,25百万円,,http://www.tohkai-densen.com/index.html,,
2024-05-01,株式会社正田製作所,機械部品・金型メーカー,1,■事業内容：自動車部品/バイク部品の製造(ステアリング部品、パワーユニット、ボディ部品等) 電動アシスト自転車部品の製造,群馬県桐生市新里町板橋320-1,1952,197,99百万円,45.0,https://shodass.com/,,
2024-07-01,サンエス工業株式会社,電子部品メーカー,1,■企業概要：・1959年電子部品加工業を清水電気として創業、1989年現在社名に変更し設立。2004年ISO9001認証取得。・当社は電子部品加工(コンデンサ等)、輸送機器部品加工・組立・検査、および消臭製品・感染症対策製品の開発・製造を行っている。・主要取引先に電子部品の製造・販売を手掛ける大手電子部品メーカーを有し、その他に大手ベアリングメーカー等からの業務受注もあり業績は堅調。・2021年、主要取引先からの受注増加により、増収・増益・増産体制を図るため新工場を建設。,群馬県高崎市下室田町1159-2,1989,178,20百万円,40.0,http://sanesu-k.com,,
2024-07-01,株式会社丸信製作所,機械部品・金型メーカー,1,■企業概要：輸送用機械器具製造・販売(自動車部品、産業機械・建設車輌・油圧機器部品他)特にエンジン部品、ブレーキ部品、油圧部品、シャフト類をメインに扱っており、これらは皆さんが乗車している車に使われています。それを可能にしているのが、弊社の特徴でもある自動車部品製造で培った、品質、納期、コストを常に改善し材料調達から、完品まで一貫した生産ラインです。数も少数品から、量産品まで多種多様なご要望に応えているからこそ、様々な自動車メーカーさんにも使っていただけるような製品づくりを可能にしています。,長野県佐久市根岸3561,1946,137,10百万円,42.0,https://www.sakums.co.jp/,,
2024-06-01,株式会社富士建,建設機械・その他輸送機器メーカー,3,■企業概要： 創業から45年以上にわたり、建設基礎工事業界で高い技術力を維持・向上し続けている企業です。建設工事用機材の設計・開発・製造をメインに手掛がけています。（主に基礎工事・シールド工事など）■事業詳細：建設工事用機材の設計、開発、製造／3次元測量設計・３Dモデル作成／機械器具設置工事／鋼構造物工事,福岡県福岡市博多区金の隈2-2-38,1976,13,10百万円,,https://fujikenpro.com/,,
2024-07-01,株式会社産機,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容： 各種クレーン及び荷役機械等自動搬送設備の設計から開発、施工、サポートまで一貫体制で行います。,島根県松江市矢田町250-33,1967,58,30百万円,43.0,http://crane-sanki.jp,,
2024-08-01,株式会社芹沢システムリサーチ,自動車部品メーカー,13,"■事業内容：・試験 および 検査システム・通信,計測,制御システム・情報処理システム・シミュレーションシステム上記システム および 関連製品 の 設計開発・製造・販売■同社について：当社は1976年の創業以来、FA(Factory Automation：工場自動化)システムおよびQA(Quality Assurance：品質保証)システムを製作して参りました。",群馬県高崎市棟高町1928-53,1984,15,25百万円,47.5,http://www.serizawa-sr.com/,,
2024-08-01,ホシザキ北海道株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,7,■事業内容： 全自動製氷機、業務用冷凍冷蔵庫、食器洗浄機をはじめとする 各種業務用厨房機器の販売及び修理・メンテナンス業務・保守契約提案,北海道札幌市白石区菊水一条4-1-8,1978,363,100百万円,44.8,https://www.hoshizaki-hokkaido.co.jp/,,
2024-07-01,有限会社福島造船鉄工所,造船・重工業,3,■事業内容：（1）各種船舶の建造修理（2）各種船舶機関及び電機艤装修理（3）各種船舶の内装艤装及びリフォーム（4）各種プラント及び鉄骨構造物製造（5）海洋構造物の設計及び建造修理（6）駐車場機械の設計、施工、販売（7）駐車場（時間貸・月極）の管理運営,島根県松江市御手船場町561,1868,40,3百万円,41.8,http://fukuship.co.jp/index.html,,
2024-08-01,株式会社ホンダカーズ札幌中央,自動車（四輪・二輪）メーカー,5,■事業内容：札幌ホンダグループの中で下記の事業を行っています。（1）新車（Honda車）の販売…ハイブリッド、ミニバン、コンパクト、セダン、スポーツ／SUV、軽自動車、商用車（2）各種中古車販売（3）自動車整備・修理・点検・車検・板金・塗装業務・定期点検パック「まかせチャオ」…期間中、半年に一回ごとにプロによる定期点検とエンジンオイル交換を実施します。愛車のコンディションを常に快適にたもつだけではなく、トラブルの早期発見にもつながります。また、パックなのでそのつど点検を受けるよりも料金がリーズナブルです。,北海道札幌市白石区南郷通3-南7-13,1976,350,40百万円,36.0,http://www.hondaism.com/,,
2024-08-01,チヨダエレクトリック株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,4,■事業内容： 医理科機器・産業機器の開発・製造・販売,長野県千曲市大字新田124,1979,105,40百万円,44.0,https://www.chiyoda-electric.co.jp/,,
2024-08-01,ジェイエムテクノロジー株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,10,当社は、 １９９５年に設立以来 半導体製造装置の早期立上げ、安定稼働に寄与する技術サービスおよび産業機械の設計・製造・販売を展開してまいりました。今まで長年蓄積した技術と知見によるサービスのご提案や部品の選定・修理も行っております。 全社員が常に現場視点を忘れず、お客様の幅広いご要望にお応えすることを通じて信頼を築いてまいりました。,福岡県福岡市博多区下川端町3-1リバレインオフィス9F,1995,97,426百万円,45.0,http://www.jmtech.co.jp/,,
2024-07-01,馬潟工業有限会社,機械部品・金型メーカー,1,■事業内容： ⇒普通鋼、特殊鋼（耐熱鋼、超耐熱鋼など）の機械加工 / 鋸切断加工 / 旋盤加工 / フライス加工 / 平面研削加工 / 特殊鋼の黒皮素材からの荒削り など主な材質など(仮)航空機 / エネルギー / IT機器等向けディスク / リング / ロール、丸棒 / 板材,島根県松江市八幡町786,1975,48,10百万円,,https://makatakg.com/,,
2024-08-01,エイテックス株式会社,半導体メーカー,3,■事業内容： 当社は、九州福岡に本社を置く『LED照明の製造メーカー』です。競業他社様の多くが中国等海外での生産にシフトする中、創業以来、国内生産にこだわり、高品質な製品をお客様へお届けしております。「長尺でフレキシブル」「防水仕様の屋外向け」など、大手メーカーが参入しにくい“ニッチ”な部分が「照明業界でのブランド」として認知されており、3年前からは大手メーカーとのOEMもスタートし、ブランド力を活かした営業を行っています。また、弊社製品は国内外で特許を取得しており、「メイドインジャパン」を重視するアジア・中東の海外デザイナーなどからも受注があり、グローバルに活動をしている会社です。,福岡県福岡市博多区東光2-10-3,1991,51,40百万円,47.0,https://www.atex-jp.com,,
2024-07-01,アピックヤマダ株式会社,機械部品・金型メーカー,8,■事業概要：（1）金型・装置関連…半導体製造用モールディング（樹脂封止）等の金型および装置（2）部品関連…リードフレーム、モールド部品※更に既存のコア技術を活かし、技術開発部門を中心に新規プロジェクトが多数進行中。■事業詳細：・モールディング事業・自動化機器事業・精密部品事業,長野県千曲市大字上徳間90,1953,429,100百万円,49.4,https://www.yamaha-robotics.com/corporate/outline/apicyamada,,
2024-07-01,株式会社堀越製作所,受託加工業（各種加工・表面処理）,5,■事業内容：機械加工 組立全般（1）ダクタイル（FCD）加工（2）小ロットから中産ロットが得意です（3）CNC旋盤、MCセンター,群馬県高崎市吉井町池779-11,1953,57,10百万円,,https://www.horikoshi-ss.com/,,
2024-06-01,有限会社福田工業,自動車部品メーカー,3,■事業内容： 精密鈑金・筐体加工、プレス加工■当社の特徴： ・昭和30年2月に創業し精密板金加工業者として、着実に安定した業績を維持しております。■組織風土： ・会社の安定と社員の生活を第一に考えております。・ものづくりの好きな人が活躍できる職場です。・風通しの良い職場であり、働きやすい職場です。,群馬県高崎市吉井町池770-3,1955,13,10百万円,,http://www.fukuda-kogyo.jp/,,
2024-07-01,株式会社タノ製作所,自動車部品メーカー,7,■事業内容： 自動車の軽量化や低コスト化という需要に伴い、様々な自動車部品が樹脂化されてきました。このような市場の流れの中で当社は、精密機から大型機までラインナップした新たなマシーンの導入で、素材加工から成形、アセンブリーまでの一貫生産体制を確立し、一層効率の良い作業フローを整えました。今後はこのような充実体制で、お客様の求める「高品質」「短納期」「低コスト」に高いレベルで応え、世界に通用する企業を目指していきます。,群馬県高崎市吉井町池779-13,1972,167,30百万円,,http://tanoss.jp/,,
2024-08-01,株式会社新興製作所,金属・製綱・鉱業・非鉄金属メーカー,求人なし,,長野県佐久市田口5131,1965,,40 百万円,,"Failed to retrieve page, status code: 410",,代表取締役 佐藤 正雄
2024-06-01,株式会社富岡製作所,計測機器・光学機器・精密機器・分析機器メーカー,1,■概要：・当社は、IT関連部品、自動車部品、医療機器、油圧・空圧部品、コネクター部品等様々な分野の部品を高精度・高品質に製造しています。一個から数十万個までロットを問わず生産しています。社員一人一人が目標を持ち、お客様のニーズにお応えするべく日々スキルの向上に努めています。■下記記載の指針をもとに日々の業務に励んでいます。■経営理念：・全社員の幸福を追及すると共に人類、社会の進歩発展に貢献する。,群馬県甘楽郡甘楽町大字善慶寺71,1977,7,10百万円,46.0,http://tomioka-ss.com/company.html,,
2024-08-01,株式会社LUC,機械部品・金型メーカー,1,■事業内容： ・バッテリー事業部：蓄電池パックの加工や組立業務に特化しており、製品の品質と精密さに力を注いでいます・運送事業部：お客様からお預かりする大切な商品を安全に確実にお届けします・海外引越し事業部：世界最高峰と言われている海外向け引越しのノウハウを活かし、大切な荷物をお届けします・飲食事業部（いも屋 碓氷金太郎）：厳選されたサツマイモを仕入れ、熟成倉庫で成熟させたサツマイモを干し芋に加工、販売をしています,群馬県安中市松井田町五料118-1,1988,70,10百万円,,http://www.u-luc.co.jp/,,
2024-07-01,東信工業株式会社,電子部品メーカー,2,当社は1951年に「株式会社東信製糸所」として製糸業で創業しました。その後1959年にコンデンサの製造・販売へ事業転換を図り社名を「東信工業株式会社」として以来70年間事業を継続しております。本社は東京都千代田区においていますが、製品企画、開発、営業の拠点は、長野県上田市の「丸子事業所」が担っています。■社是：「信頼される会社・品質第一・社会への貢献」■取扱製品：主に電解コンデンサ・フィルムコンデンサ等、その他多数取り扱い,東京都千代田区内神田2-15-4司ビル,1951,10,67百万円,45.0,http://www.toshinkk.co.jp,,
2024-08-01,丸子警報器株式会社,自動車部品メーカー,10,～自動車用ホーンの専門メーカーとして国内トップシェア、主要自動車メーカー各社に納入実績を持ち、独自ブランドで海外マーケットにも展開～,長野県上田市上丸子1880,1949,94,13百万円,41.0,http://www.maruko-horn.co.jp,,
2024-06-01,株式会社石原産業,受託加工業（各種加工・表面処理）,2,■事業内容： ～ミクロンレベルの精密加工技術～長野県で精密加工、金型製作、精密部品加工をしています。自動機や金型に使われる精密部品の他、自動車や医療分野等の1個～数百個程度の少ロット品を得意としています。試作品から連続生産する量産品にも対応可能です。また、大学や企業の研究開発支援パートナーとして、共同研究にも力をいれています。,長野県上田市長瀬1053-7,1968,80,50百万円,,http://www.ishi-hara.co.jp/,,
2024-06-01,コトヒラ工業株式会社,総合電機メーカー,2,■事業内容：ユニットバスパネル受託製造、産業機械装置受託製造、自社開発製品,長野県東御市滋野乙1320,1945,303,40百万円,,https://www.kotohira.biz/,,
2024-07-01,滋野自動車株式会社,建設機械・その他輸送機器メーカー,5,■事業内容： 当社は、1966年（昭和41年）浅間山の麗のモータース屋で創業して以来57年、建設機械、車両等のレンタル・販売から整備、修理、更に運送と徐々に事業の幅を拡大し、建設機械関連の事業を幅広く展開しています。＜営業品目＞１建設機械修理・販売２自動車修理・販売３タイヤ交換・販売４自動車装飾品の販売５自動車・建設機械のレンタル６損害保険代理業７特定自主検査８車検整備,長野県東御市滋野乙1589-1,1966,15,10百万円,,https://shigeno-jidousha.com/,,
2024-08-01,ＦＵＴＡＥＤＡ株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,3,■事業内容・設備事業・ホテル運営事業・雑貨店運営事業,福岡県福岡市博多区店屋町3-23サカタビル5F,1999,32,100百万円,,https://www.futaeda.com/,,
2024-07-01,株式会社五味工業,機械部品・金型メーカー,1,■事業内容：精密機械部品、金型部品、自動省力化FA機器、各種治工具製造,長野県諏訪郡下諏訪町中央通り245,1966,25,49百万円,37.0,http://kk-gomi.co.jp/,,
2024-08-01,株式会社ワシダ商会,自動車ディーラー,1,■国産・輸入車の新車・中古車の販売■自動車の買取・修理・整備■パーツ販売・取付■新車ディーラーの運営■レンタカー事業■各種損害保険代理店業,北海道札幌市豊平区豊平4条3丁目1-10,,30,,,https://washida-s.co.jp/,,代表取締役 鷲田 良二
2024-07-01,株式会社シンセイ,受託加工業（各種加工・表面処理）,2,■事業内容： 無電解ニッケルめっき 電解ニッケルめっき 錫めっき 銅めっき パッシベーション（不動態化）処理 アルマイト処理 精密洗浄 剥離処理 化学研磨など（メッキで対応している材料 アルミニウム（合金含む） 鉄 SUS 銅など）,長野県上伊那郡辰野町大字伊那富2690-5,1972,16,32百万円,,http://www.shinsei-japan.co.jp,,
