更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,資本金,平均年齢,企業URL,上場市場名,代表者
2024-06-01,太陽窓業株式会社,機械部品・金型メーカー,2,太陽窓業は、昭和47年に岡山県で設立、法人／個人様々なお客様を対象にスチールサッシ・ステンレスサッシ・アルミサッシの取り付け・メンテナンス・製品化を行っている会社です。長年の実績の積み重ねでスチールドア製造では岡山県トップの実績を誇ります。現在は、YKKAP／文化シャッターの優良認定工場に指定もされているため、強固な事業基盤を誇っています。主にスチールドアを製作を手掛けていますが、他に鉄、ステンレス、アルミなどを加工してフルオーダー品も製作しています。少ロット、多品目など規模を問わずお客様の要望に合わせながら、特殊な製造技術と豊富な施工経験であらゆるオーダーにお応絵できる点が強みです。,岡山県岡山市北区高松原古才541,1972,18,10百万円,,https://www.taiyou-sougyou.co.jp/,,
2024-08-01,大紀産業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容：・食品加工乾燥機及び特注乾燥機の製造販売・葉たばこ乾燥機及びその関連機器・資材の製造販売、ハウス温風暖房機の製造販売・鉄骨パイプハウス施工工事及びハウス園芸資材の販売,岡山県岡山市北区清心町3-3,1948,26,20百万円,42.0,"Failed to retrieve page, status code: 410",,
2024-06-01,株式会社中国調和,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,【事業内容】空調工事の設計及び施工 当社は昭和48年設立の空調管工事業者です。中四国地方を中心に空調ダクトの仕事に携わっています。公共施設や工場など大規模な施設にきれいな空気を運ぶため、建物の構造に合わせた最適なダクトの設計・製作・取付工事を行い、快適な空間創りのお手伝いをしています。地元岡山では岡山駅、総合グラウンド、イオンや芸術創造劇場ハレノワなど、地域のランドマークになる建物に携わりました。近年は認知度の高まりから全国から依頼がきますが、これは当社が積み重ねた信頼と実績の結果です。安定した経営基盤を持っており、中四国地方のダクト専門業者の中ではトップクラスの規模です。,岡山県岡山市東区藤井115,1973,37,49百万円,36.0,https://www.c-chouwa.co.jp/,,
2024-08-01,東洋重機工業株式会社,建設機械・その他輸送機器メーカー,2,■事業内容：（1）建設機械販売…ブルドーザー、油圧ショベル、タイヤショベル、ミニ建機、舗装機械、ダンプトラック、ラフタクレーン、トラッククレーン、クローラクレーン、高所作業車、地下建設機械、その他土木建設機械（2）整備・架装・加修…建設機械、トラッククレーンボディ、各種アタッチメント（3）ユニット事業…エンジン・油圧機器再生、設計製作及び加修、部品販売（5）環境、リサイクル事業,岡山県岡山市北区久米6,1961,126,48百万円,42.0,http://www.tjk.ne.jp/,,
2024-08-01,ナビック株式会社,計測機器・光学機器・精密機器・分析機器メーカー,3,事業内容：省力化、合理化機器の開発、設計、製作、金属加工、製缶事業の特徴：（1）精密部品加工・各種電気部品試作・治具・工具の設計・製作…同社は電子部品の製造で鍛えた世界レベルの精密加工技術と、NCマシンや3次元測定機器などの最新設備を保有し、同社でしかできない高精度な製品を短納期で製作しています。（2）産業機器（省力化機器）の開発…同社の産業機器はスペースや材質、動力装置などあらゆる条件に柔軟に対応して、製品・サービスを提供しており、高付加価値なソフトとハードを融合した世界で1台しかないオリジナル機械の設計・製造を実現します。,岡山県岡山市東区福治598-1,1977,50,50百万円,,http://www.navic-kk.co.jp/,,
2024-07-01,株式会社ニッカリ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容：モノレール、小型の園芸機械の製造・販売を行っています。■経営理念：「正道」「人道」「王道」（1）倫理を重んじ、普遍の尺度で全ての活動において正しく判断する（2）従業員、顧客、株主をはじめ、同社に関わる全ての人々を大切にする（3）利益を最大化し、会社を永続させる,岡山県岡山市東区西大寺川口465-1,1959,129,48百万円,,https://www.nikkari.co.jp/,,
2024-06-01,株式会社日産サティオ岡山,自動車（四輪・二輪）メーカー,1,■事業内容：自動車販売・整備業・自動車保険代理店業■事業所：岡山市・倉敷市・津山市、県下14拠点（ルノー岡山店・カーセブン東岡山店含む）■経営理念：（1）同社は、顧客から最高の信頼をしてもらえるサービスを提供し、地域No.1の自動車販売会社を目指します。（2）同社は、社員1人1人の個性を尊重し、日々の仕事を通じて、公私共に社員やご家族の満足が少しでも多く実現出来る会社を目指します。（3）同社は、地域に根差した地場会社である岡山県唯一の日産ディーラーとして、郷土の発展に貢献し、顧客や地域から信頼される会社を目指します。,岡山県岡山市北区西長瀬1203-6,1966,230,60百万円,,https://ns-okayama.nissan-dealer.jp/top.html,,
2024-07-01,アンテナ技研株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,3,■概要：1.アンテナ及びこれに関連する製品の設計、製造、調整、並びにその販売2.アンテナ及びこれに関連する技術の調査、研究開発,埼玉県さいたま市見沼区宮ヶ谷塔4-72,1965,61,63百万円,42.0,http://www.antenna-giken.co.jp/,,
2024-08-01,べスタック株式会社,自動車部品メーカー,1,■事業内容：創業約50年の老舗企業です。プラスチック射出成形加工、金型製作をメインに行っており、主にホンダ車の内装部品として採用されています。■企業の特徴：熱可塑性樹脂の試作から、量産金型の設計製作も行っております。24時間全自動生産体制でインサート成形に最適な立型成形機もございます。硬いＰＰＳ材料から柔らかい軟質塩ビ材料まで加工が可能です。関連の塗装・印刷、更には組立も行っております。■製品の特徴樹脂成型加工品は幅広い業界でニーズがある製品です。現状は主に自動車部品として品質の高い製品を納入しており、取引先からも評価をいただいております。,埼玉県さいたま市見沼区丸ヶ崎2054,1972,16,10百万円,,"Failed to retrieve page, status code: 410",,
2024-08-01,福徳工業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容： 消火栓・水道用バルブ製品製造・産業機械製造販売 ■取引先：全国自治体多数（HPをご覧ください）(1) 水道用減圧弁(2) 地上式消火栓(3) 地下式消火栓(4) 水道用空気弁(5) 開閉代・通風筒(6) 補修弁・多排型空気弁(7) 鋳造品 (ポンプ・産業機器用)(8) 産業機器 (生産用機器・治工具)の製造・販売,岐阜県岐阜市西川手10-1439-1,1947,8,10百万円,,https://www.hukutoku.co.jp/,,
2024-07-01,富士変速機株式会社,機械部品・金型メーカー,1,■事業内容：（1）変速機、減速機の製造ならびに販売（2）各種駐車場装置の製造ならびに販売（3）各種工作機械、工業用機械およびその部品の製造ならびに販売（4）民生用機械器具、その他産業用機器装置の製造ならびに販売（5）各種建築材料の製造および販売ならびに建築物の設計施工（6）前各号に付帯する一切の業務,岐阜県岐阜市中洲町18,1965,220,"2,507百万円",39.0,http://www.fujihensokuki.co.jp/,,
2024-06-01,三輪精機株式会社,自動車部品メーカー,1,■事業内容：・乗用車エンジン制御関連製品、トラックやバスのブレーキ関連製品、エンジン排気ガス制御関連製品の製造および販売・トランスミッション関連製品、キャブチルト装置関連製品、エアサスペンション制御関連装置、建設機械車両用油圧製品の製造および販売,埼玉県川越市芳野台3-1-1,1938,540,100百万円,42.0,http://www.sanwaseiki.co.jp/,,
2024-07-01,三興精機株式会社,自動車部品メーカー,2,■事業内容：プレス金型、金型部品、試作、自動車部品生産,岐阜県岐阜市菊地町2-44,1958,69,10百万円,,https://www.sanko-seiki.com/wordpress/profile-jp/,,
2024-05-01,吉岡ネジ工業株式会社,受託加工業（各種加工・表面処理）,1,■事業内容： 旋盤、フライス盤、プレス、溶接、ネジ切盤、曲げ加工、その他鉄関係金物等製造■事業詳細：（1）溶接加工（2）建築用ボルト販売（3）アイアンワーカー（4）ビームワーカー（5）コーナーシャー（6）胴縁加工,岡山県岡山市東区九蟠557-15,,24,10百万円,,http://www.yoshiokaneji.co.jp/,,
2024-08-01,仁科工業株式会社,受託加工業（各種加工・表面処理）,4,■事業内容： 高度な技術で多様なニーズにお答えするめっき加工の専門企業です。■特徴（TOPICS）： 一般産業向けから半導体、液晶、更更には宇宙、原子力、防衛関連まで幅広い産業分野の多種多様なニーズに高度な表面処理（めっき）技術でお応えします。数ミリ単位の超小物部品から最大重量20t級の大物まで幅広く対応が可能です。また、同社はISO9001品質マネジメントシステムに引き続き、ISO14001環境マネジメントシステムを全工場で取得し、環境にも配慮した事業展開を行っています。国内最大級の超大型無電解ニッケルめっき槽を完備しています。,埼玉県さいたま市中央区下落合1003,1951,98,10百万円,41.0,http://www.nishina-inc.com/,,
2024-08-01,株式会社インポート・プラス,自動車（四輪・二輪）メーカー,2,■事業内容： アルファロメオ・クライスラー・フィアット・ジープ・アバルト正規ディーラー,北海道札幌市西区山の手六条1-3-1,1998,63,90百万円,,http://www.import-plus.com/,,
2024-07-01,株式会社福谷電装,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：（1）自動化・省力化機械の開発、設計、製作（2）各種専用機用治具の開発、設計、製作（3）検査装置の開発、設計、製作（4）制御装置・システムの開発、設計、製作（5）機械設置工事・配線工事（6）関連メンテナンス,岡山県岡山市北区福谷415-1,1982,26,10百万円,,http://www.fukutani-denso.co.jp/,,
2024-06-01,御津電子株式会社,機械部品・金型メーカー,1,■事業内容：（1）制御機器の開発、製造（ODM）…マッサージ機・磁気治療器などといった健康機器や、車庫などのエクステリアに使われるLED照明、美顔器などの家電製品の開発や製造には、専門的な開発知識・技術・経験が必要となってきます。製品を開発し製造するコストは、膨大になる傾向が強くあります。同社では開発／製造部隊を揃えている為、そういった機器や機械を開発・製造する事が可能です。「こんな健康機器を作りたい」「小ロットで健康機器を作りたい」といった要望に応えることが可能です。,岡山県岡山市北区宿本町8-15086-228-0792,1970,65,10百万円,,https://mitsudenshi.co.jp/,,
2024-07-01,丸石株式会社,受託加工業（各種加工・表面処理）,2,■事業内容：・産業廃棄物処分業（がれき類／ガラスくずコンクリートくず及び陶磁器くず）／産業廃棄物収集運搬業 （岐阜県、岐阜市、愛知県、名古屋市、三重県）・ライフライン事業（上下水道工事（上下水道指定工事店）、ガス工事等）・エクステリア事業（門・玄関のまわりからガーデン、車庫まわり、景観エクステリアにいたるまで、エクステリア全般の設計・施工）・プラント運営（マルチプラント、RCプラント）・改良土センター事業 （建設現場発生土の改良・再生 リサイクル）,岐阜県岐阜市須賀1-10-1,1971,146,30百万円,51.0,http://www.maruishi-group.com/,,
2024-06-01,株式会社イノテック,機械部品・金型メーカー,1,■事業内容： 産業部品のFC、FCD鋳造、アルミダイカスト、アルミグラビティー鋳造、機械部品の精密加工、アルミダイカスト金型の設計および製作、Vプーリー・カップリングなど伝動部品の製造と卸販売、砂型鋳造の金型設計製作,岡山県岡山市東区西大寺川口420-1,1953,260,95百万円,,http://www.inno-tech.jp/,,
2024-06-01,株式会社ラピート,受託加工業（各種加工・表面処理）,1,■事業内容：試作鈑金加工、金型の設計・製作・「熱可塑性樹脂複合材料 CFRTP」の製造及び形成加工・3次元レーザー加工、治具および検具の設計、製作・3次元CADによるデータ作成、リバースエンジニアリング,岡山県岡山市中区原尾島3-5-6,1955,30,10百万円,,http://www.rapiit.com/,,
2024-07-01,平和産業株式会社,機械部品・金型メーカー,1,■企業概要：IT機器、ゲーム機、車載部品、家電製品用の精密モーターや駆動メカ部に使用される精密軸受、機械部品を生産しています。モーターや駆動メカの性能、機能を最大限に引き出す最重要部品の1つである、当社の商品 “Peace-lon（ピースロン）” は多くの工業製品に用いられ、その信頼と実績により海外でもシェアを拡大し続けています。■事業内容： 焼結合金製品、精密機械部品の製造販売,埼玉県さいたま市南区文蔵4-21-11,1964,60,10百万円,,https://peace-lon.co.jp/,,
2024-08-01,ＮＩＴＴＯＫＵ株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,73,■概要：コイル用自動巻線機で世界から評価されているメーカーです。■事業内容：・自動機および同部品の製造販売・電子および電気機器、同部品の製造販売・医療機器および同部品の製造販売・半導体製品および同部品の製造販売・情報記録処理機能付カードおよび同部品の製造販売・ソフトウェアの開発、販売および貸与,埼玉県さいたま市大宮区東町2-292-1,1972,1200,"6,884百万円",39.0,http://www.nittoku.co.jp/,スタンダード市場,
2024-08-01,Ｍａｔｓｕｏ　Ｓａｎｇｙｏグループ株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容： 商品の万引き防止装置の開発と製造、販売各種警報装置、電子応用機器システムの開発と製造、販売防犯設備機器システムの設計・販売、施工、保守点検,福岡県大牟田市新勝立町1-48-1渋谷ビル,1984,15,10百万円,,https://matsuosangyo.jp/,,
2024-07-01,株式会社林自工,自動車部品メーカー,3,■事業内容：自動車及び建設機械の修理、自動車部品の販売／自動車及び建設機械部品の製作、加工、再生,北海道札幌市清田区美しが丘三条10-1-1,1943,52,10百万円,,https://hayashi-jiko.co.jp/,,
2024-07-01,伏見工業有限会社,機械部品・金型メーカー,1,当社は、建設機械や自動車部品の製造に使用される「シェル中子」の製造を行う会社です。自動車用ブレーキ部品や建機用油圧部品等の鋳物製造を行うアサゴ工業株式会社の協力会社としても製造を行っております。※シェル中子（なかご）とは：シェルモールド法において使用される砂型のことです。小さく複雑な形状で成形が難しい中空鋳物を作るための中子であり、建設機械や農業用機械、自動車等の部品を製造する際に使用されます。,岡山県岡山市北区三手83-1,1985,10,5百万円,,なし,,
2024-07-01,高木鉄工株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容：様々な分野の産業用機械を顧客のニーズに合わせてオーダーメイドで製造しております。産業機械の設計・製造・組立・据付まで一貫して行えることが当社の特長です。その他にも各種加工や試作品製作なども手掛けております。50年来のお付き合いであるブリヂストン様を中心とした取引先から多種多様なニーズに応えております。常に産業構造の変革に対応し、数多くの先駆的製品を世に送り出し、「技術のタカキ」という誠に誇り高い評価をいただいております。,福岡県久留米市荒木町藤田1423-32,1966,40,10百万円,,http://www.takaki-iron.jp/,,
2024-08-01,有限会社中川工業,機械部品・金型メーカー,3,■事業内容：素材の製缶から焼付け塗装まで一貫生産しております。・機械部門… ＮＣ旋盤及びＮＣフライス、マシニング等による機械部品の加工・製缶部門…半自動溶接機や自動切断機を使って主な加工部品…油圧部品・半導体・液晶関連・印刷機・原子力部品・ロボットアーム等■特徴（TOPICS）： 当社は1989年に設立し、機械加工事業を行っております。少人数で家庭的な働きやすい会社です。,岡山県岡山市北区大崎735,1989,10,3百万円,,なし,,
2024-06-01,株式会社埼京工機,機械部品・金型メーカー,1,■事業内容： 埼京工機は、機械工具の専門販売商社です。図のとおり、8つの系統の商品を主に取り扱っています。豊富な経験と実績による幅広く高度な商品知識で、貴社をサポートいたします。■同社について：昭和42年の創業以来業況堅調に推移。車輌を製造するにあたっての工作機器、機械に使用するドリルやネジ等の標準品と特殊部品の卸を行う。主に自動車関連部分品製造業が取引先となる。東松山に営業所を有し埼玉県を中心に営業を行っている。また取引先数は多く、小ロットの受注から迅速に対応している。■主要商品：切削工具、測定工具、工作機械、特殊刃具補用機器、物流機器、空油圧機器、軸受関連,埼玉県川越市大字藤間192-5,1967,17,60百万円,48.0,https://saikyo-kohki.co.jp/,,
2024-07-01,朝日興業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：食器洗浄機、タンクレストイレ、肩湯、自販機等に搭載される小型ポンプの開発から量産組立、部品の塗装や機械加工を行っております。また、自動車のボンネットやドアといった外側から見える製品（外板）を作る金型の設計から製作、設置立ち合いまで行う二つの部門があります。新規事業として、精密製缶事業に取り組んでいます。,岐阜県大垣市長松町848-1,1948,74,42百万円,46.0,http://asahikogyo.co.jp/,,
2024-07-01,株式会社長谷川製作所,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,1,■企業概要：1946年1月設立。埼玉県川越市に本社を構え、照明器具の製造販売や分岐ケーブルの製造販売を事業としている会社です。設立以来、合成樹脂成形品、配線器具、照明機器などの製品に関して、徹底して「自社ブランド製品」にこだわってきました。製品設計から品質管理まで自社で手がけ、川越から全国へ技術を届けています。■事業内容・照明器具の製造販売・分岐ケーブルの製造販売・インジェクションブロー製品の製造販売・配線器具の製造販売 ・照明器具及び部品の製造販売・不動産の賃貸及び管理・上記各号に附帯する一切の業務,埼玉県川越市下小坂83-1,1946,40,12百万円,36.0,https://www.e-hasegawa.co.jp/,,
2024-05-01,株式会社サカイヤ,自動車部品メーカー,2,【国内キーレス市場で圧倒的シェアを誇る加飾部品メーカー】 ■事業内容：精密スクリーン印刷、高機能樹脂成形、塗装レーザー加工、ホットスタンプ、自動車部品、電気機器部品、精密機器部品、その他産業機器部品の開発・製造・販売,埼玉県川越市芳野台1-103-35,1961,,100百万円,,http://www.sakaiyameiban.co.jp/,,
2024-06-01,株式会社エヌビーシー,機械部品・金型メーカー,1,■事業内容プリント基板の設計・製造・販売、基板上の電子部品の実装、ワイヤーハーネスの製造・加工・販売などの事業を展開し、自動車産業の電子化、デジタル化の進展に合わせ生産能力を増強し、設計から製品製造までの一貫体制を築いております。又、ISO9001、ISO14001を取得し、高品質で環境にやさしい物づくりを目指しております。,岐阜県大垣市世安町4-31,1944,482,50百万円,37.4,http://www.nbc-corp.co.jp/,,
2024-08-01,株式会社協和精機,機械部品・金型メーカー,1,■企業概要協和精機は、1973年から金属加工・精密部品加工・切削加工を行っております。お客様のビジネスのパートナーとして常に改革・改善を図り、新しい事に挑戦し続け、経験と実績を重ねています。個人の小ロットから企業の大量生産まで柔軟に対応し､金属切削の可能性を広げるため、様々なジャンルの製作に挑戦し続けます。■事業内容・金属加工業 ・精密部品加工業 ・切削加工業,東京都練馬区春日町1-5-2,1973,44,10百万円,,"Failed to retrieve page, status code: 410",,
2024-08-01,株式会社Ｊ‐ＭＡＸ（旧　株式会社丸順）,機械部品・金型メーカー,2,■事業内容：・自動車用車体プレス部品の製造・自動車用精密プレス部品の製造・各種金型の設計、製作,岐阜県大垣市上石津町乙坂130-1,1960,318,"1,950百万円",41.0,https://www.jp-jmax.co.jp/,スタンダード市場,
2024-08-01,株式会社カワセ精工,自動車部品メーカー,4,■事業内容：自動車業界、そして自動車以外(※)の業界に関連する部品のプレス/溶接/金型設計制作/組立加工を行っています。 ※自動車以外：産業機器部品、電気設備部品、鋼製家具部品、IT関連部品等,岐阜県大垣市野口1-308-1,1963,74,10百万円,,http://www.kawase-sk.com/,,
2024-08-01,三濃産業株式会社,機械部品・金型メーカー,3,■事業内容：総合機械加工メーカー、三濃産業はさまざまな素材に対する豊富な経験をもとに、製品特性を見極めた手順・方法による確実な加工で多様なニーズにお応えしております。主な生産品目は、金属製部品の製造からスポーツ用品製造、制御盤製作、プラントモニタリングシステムの設計・開発など広い分野にわたっています。新素材に対応した溶接・表面処理などを組み入れたトータルな機械加工から、試作品づくりの設計・開発にいたるまで、お客様のベストパートナーとしてサポートいたします。,岐阜県大垣市釜笛3-118,1970,21,20百万円,46.0,http://sanno-sangyo.com/index.html,,
2024-08-01,有限会社赤瀬鉄工所,受託加工業（各種加工・表面処理）,1,■事業内容： 製造業（金属加工業） 1.切削加工：熟練の職人による段取りと、最新のCAD・CAMシステムを融合し、高精度および低コストを実現できるよう精進しております。 2.ワイヤーカット加工：マシニングセンタによる切削加工だけでは対応できない微細形状の加工、焼き入れ後の要精度加工にも対応可能です。 3.平面研削加工：平面研削盤により面粗度の向上、焼き入れ後の精度確保等への対応が可能となります。,岡山県倉敷市下庄1121-12,1968,5,,,https://www.big-advance.site/c/141/1342,,
2024-08-01,株式会社赤沢鉄工所,受託加工業（各種加工・表面処理）,1,■事業内容： ・製鉄用機械保守部品製作・精密機械加工・一般産業機械設計製作・ストロー自動包装機,岡山県倉敷市玉島阿賀崎2401,,12,"3,000百万円",,http://akazawa-iw.co.jp/index.html,,
2024-08-01,株式会社アキオカ,機械部品・金型メーカー,1,■事業概要： 鋳物製品の生産・加工・アセンブリを行っています。1品物の試作をはじめ、多品種少量生産を得意としています。※営業品目…試作品製造、建設機械部品、油圧機器、バルブ関連、農機部品、一般産業機械部品、水道管継手,岡山県倉敷市玉島乙島8252-35,1966,78,26百万円,44.0,http://www.akioka1966.co.jp/,,
2024-08-01,マーレジャパン株式会社,自動車部品メーカー,9,■概要：ドイツの自動車部品メーカー「MAHLE社」を本社に持ち、エアフィルタやオイルフィルタ、エアクリーナー、ヘッドカバー、オイルクーラーなどをはじめとした自動車の吸気系、潤滑系の開発・製造および販売を行っています。,東京都豊島区北大塚1-9-12,1945,831,"3,755百万円",44.0,http://www.jp.mahle.com/,,
2024-07-01,株式会社ツジ・キカイ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容：株式会社ツジ・キカイは「ヨーロッパの食文化の素晴らしさを伝え広める」会社です。本物の美味しさを追求するための機械を、自社・国産で設計開発することにこだわっています。パン、スイーツ、ナポリピッツァなどを作る為のオーブンや、石窯、ブラストチラー＆ショックフリーザー等の機械を開発し、多くの製菓製パンメーカーや店舗、フードサービスチェーン、ホテル、レストランを支えています。,埼玉県川越市芳野台1-103-11川越工業団地内,1948,23,14百万円,41.5,https://tsuji.co.jp/,,
2024-08-01,ニッカ電測株式会社,計測機器・光学機器・精密機器・分析機器メーカー,11,■事業内容：・金属検出機、ピンホール検査機、マグネット式除鉄装置、光学測定機器、リーク検査装置等の製造、販売（国内、海外）・ゲート型金属探知機のレンタル事業,埼玉県川越市下赤坂710,1955,121,45百万円,,http://www.nikka-densok.co.jp/,,
2024-07-01,株式会社ファインシンター,自動車部品メーカー,4,■事業概要：技術力に定評がある粉末冶金製法による自動車、鉄道、産業機械部品・油圧機器製品のメーカーです。,愛知県春日井市明知町西之洞1189-11,1950,2248,"2,203百万円",42.6,http://www.fine-sinter.com/,スタンダード市場,
2024-07-01,岐阜精工株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,8,～エンジニアが立ち上げた会社/自働化・省力化機器・各種専用設備機械のメーカーとして、モノづくりに欠かせない専用機の設計から据え付けまでに一気通貫で対応～当社は2001年10月、「開発者の独創性と技術力を最大限に活かしながら顧客満足を最大化する」という新たなビジネスモデルの確立を目指し、この目標に賛同したエンジニアを中心としたメンバーが設立しました。自働化・省力化を実現するマシン開発において、エンジニアが開発から設計、製作、据付まで統括するプロジェクト型開発や、一貫生産方式による徹底したコスト管理を行っています。,岐阜県安八郡安八町南條1284-1,2001,90,10百万円,41.8,http://www.gifuseiko.jp,,
2024-07-01,有限会社岡川鉄工所,受託加工業（各種加工・表面処理）,1,様々な用途、ニーズに合った金属製品の加工を得意としています。製品のサイズも柔軟に対応できます。【主要製品】巻上ドラム、ロールなど,岡山県倉敷市玉島阿賀崎2401,1968,18,,,https://www.big-advance.site/c/164/1555,,
2024-08-01,株式会社荒川製材機製作所,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：製材機械、木材建材等の搬送機械、特殊省力機械,岐阜県高山市下切町130,1912,13,10百万円,41.5,http://www.arakawa-s.jp/index.html,,
2024-08-01,株式会社ArTechX.ing,半導体メーカー,6,■事業内容： 機械器具製造・設置工事業、管工事業、水道施設工事業、鋼構造物工事業,岡山県倉敷市四十瀬331-3,1948,69,11百万円,37.3,https://www.artechx.ing,,
2024-08-01,株式会社ガモウ鉄工所,機械部品・金型メーカー,2,■事業内容：各種機械部品加工・組立■事業所本社工場、小溝工場■主協力企業新倉精工他9社■主要取引先住友重機械工業（株）岡山製造所、JFEスチール（株）西日本製鉄所、三菱自動車工業（株） 水島自動車製作所、（株）ディーゼルユナイテッド（IHI相生工場）、モリマシナリー（株）、イーグル工業（株）岡山事業場、（株）ジェイテクト、茨木精機（株）、（株）ビブン、兵神装備（株）、（株）IHI扶桑エンジニアリング、アサゴエ工業（株）、（株）幸伸、三井造船（株） 玉野事業所、合同物産（株）、（株）イズミフードマシナリ 淡路工場、その他30社,岡山県倉敷市中島726-2,1961,47,12百万円,,http://www.gamou.co.jp/,,
2024-08-01,倉敷ボーリング機工株式会社,機械部品・金型メーカー,8,■事業内容：機械装置部品の製造及び修理、溶射コーディング、機能部品製作（各種産業の機械部品への溶射、精密機械加工、回転機整備）,岡山県倉敷市松江2-4-20,1957,98,30百万円,39.0,http://www.kbknet.co.jp/,,
2024-06-01,株式会社エンドレス,自動車（四輪・二輪）メーカー,1,■事業内容：オートバックス店舗運営（カー用品販売、新車・中古車販売、車検・整備、鈑金・塗装）損害保険・生命保険代理業※オートバックス6店舗（黒崎店、八幡則松店、小倉南店、行橋店、大分中津店、下関西店）、スーパーオートバックス1店舗（小倉西港店）,福岡県直方市神正町3-32,1990,132,20百万円,,http://www.taniya.co.jp/endless/,,
2024-08-01,株式会社ニチイ車輌,自動車（四輪・二輪）メーカー,1,■企業概要：ニチイ車輌は、1977年に岡山県倉敷市で中古車販売の商売をはじめ、”安心と信頼”をコンセプトとして”良いものをより安く”自動車を通じて”人と人との繋がり”を第一に、45年に亘って事業を続けてきました。現在は新車・中古車の販売、車検、修理から自動車保険の対応、カーリースやレンタカーなど、お客様の「快適なカーライフ」を総合的にサポートする企業として営業しています。■特徴１：オールメーカーの新車販売長年の販売実績により国産車メーカーはもとより、外車も営業車も貨物車、トラックやキャンピングカーなどあらゆる車種の取扱いが可能。,岡山県倉敷市加須山10-1,1977,16,20百万円,40.0,http://www.nichii-sharyo.com,,
2024-08-01,株式会社ダブルツリー,自動車（四輪・二輪）メーカー,18,■事業内容：軽自動車専門店・届出済未使用車専門店を中心とした販売、新車販売・車検・整備・鈑金塗装・部品用品販売・損害保険代行業務。2019年から新規事業にも参入し、カフェやフィットネス、グランピング施設などの観光事業にも取り組む。,岡山県倉敷市加須山334-4,1972,320,50百万円,31.4,http://www.c-hayashi.com/,,
2024-05-01,株式会社ダンベル,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容： ・ゴム・プラスチック等の高分子材料物理試験機、並びに関連治具の設計及び製造販売・テストピース成形金型の設計及び製造販売・テストピース打抜きカッター、その他用途の各種打抜きカッターの設計及び製造販売・手動式裁断器、及びエアー式又は油圧式裁断装置の設計及び製造販売・試験用成形プレス機、トランスファー成形機の設計及び製造販売,埼玉県川越市笠幡2243-1,1978,20,10百万円,,https://dumbbell.info/,,
2024-06-01,トルーソルテック株式会社,計測機器・光学機器・精密機器・分析機器メーカー,4,企業情報：同社は1988年に設立された自動車や産業機械用のコネクタやワイヤーハーネスの検査装置・省力化機器メーカーです。積極的に海外へと進出しており、アメリカ、ドイツ、韓国、ASEAN諸国に代理店があり、その他にも関連会社を中国に展開しており、国内だけでなく世界を舞台に業務を行っています。,埼玉県川越市砂906-5,1988,55,10百万円,,https://www.truesoltec.co.jp/,,
2024-07-01,ダイキャスト東和産業株式会社,機械部品・金型メーカー,7,■事業内容：非鉄金属ダイカスト鋳造業、及びそれに附帯する一切の業務■事業の特徴：独自のノウハウ「真空ダイカスト」によって、高品質な製品を作り上げています。真空ダイカストとは、鋳造前に金型のキャビティを真空または減圧してダイカストする製法です。ガスを吸い出してしまう事で、湯回りの改善と鋳巣の減少に効果があります。各種方式がありますが、真空度の維持等のための制御が重要となります。同社では全生産ラインで真空ダイカスト対応を完了し、高品質の製品を安定して供給しています。同社のダイカストでは「チルベント」を使いこなすことで、高真空ダイカストに迫る品質を実現しています。,岐阜県多治見市京町1-25,1961,370,45百万円,,http://www.dc-towa.com/campany.html,,
2024-08-01,株式会社大興電業,機械部品・金型メーカー,5,■事業内容：制御盤・操作盤・動力盤・計装盤の電気回路・構造設計・プログラミングソフト開発、制御盤（板金加工、制御盤組立配線・検査）、機体配線・試運転調整、立会い,岡山県倉敷市下庄1126-16,1976,22,10百万円,,http://hp.proteg.jp/daikou/,,
