更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,資本金,平均年齢,企業URL,代表者,上場市場名
2024-08-01,光和電工株式会社,機械部品・金型メーカー,7,■事業内容： 電線、ケーブル製造母体となる新光電気工業株式会社は1951年に創業しました。グループで尼崎、三木、中国に工場を構えおり、同社は吉川工場（三木市）を運営し主に銅線を加工しケーブルにする工程を担当しています。■顧客について：新光電気工業株式会社を通し、全国有名企業の産業用ロボット・工作機械・家電等のメーカー110社へ直接納入しております。,兵庫県三木市吉川町大字大沢43,1951,94,35百万円,,http://www.shinko-electric.com/#,,
2024-08-01,株式会社ヨシエンジニアリングサービス,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容： ・EV用電池、モータ、医療関係の生産設備、ラインの設計、製造、生産管理・上記設備の専門メーカーに対するエンジニアリング業務・上記以外の取引先からの設備の設計から製造までに関する業務・引合からの仕様まとめ、構想、見積と取引基本契約の締結、工程管理、客先交渉等補助サポート業務※当社の製品はパートナー企業や商社を通じて、大手の電機メーカーや自動車メーカーに納品されています,滋賀県草津市野路東7-3-46テクノファクトリー10号棟,2018,13,5百万円,,"Failed to retrieve page, status code: 410",,
2024-06-01,ＤＡＲＥジャパン株式会社,半導体メーカー,3,■事業内容： DARE JAPANは、中国有数の技術系企業グループ「DAREグループ」の、中核企業「DARE AUTO」の日本の研究開発拠点として2018年5月に設設されました。全固体電池を中心に、燃料電池の開発を進めています。日本の優れた技術を活かした製品を、DAREグループの活動する中国、欧州、北米での市場展開につなげることを目的としております。自社研究開発センターによる開発実務と、日本企業や大学との連携プロジェクトのマネジメントを行っております。,神奈川県川崎市川崎区南渡田町1-1京浜ビル2F,2018,15,223百万円,,http://dare-jp.com/,,
2024-08-01,株式会社ＩＡＣ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,4,■事業内容：航空宇宙用機械加工部品及び航空機用組立品の製造航空機関連地上支援器材の設計・開発及び製造,岐阜県各務原市金属団地128,1947,247,96百万円,38.0,http://www.imaiaero.co.jp/,,
2024-07-01,株式会社ユイナス,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,5,【電気設計を得意とするFA装置メーカー】■FA装置設計・製作■制御設計■制御盤製作■配線工事■各種装置改造■ロボットティーチング【関連会社】■株式会社メカメイト,愛知県西尾市平坂町中奥36-3,2018,7,600万円,,https://www.yuinas.co.jp/,代表取締役 山中 啓次,
2024-07-01,ＤＭＴ　Ｓｏｌｕｔｉｏｎｓ　Ｊａｐａｎ株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,"■事業内容： 封書発送関連のメーリングソリューションを米国本社をはじめ世界19ヵ国に展開する従業員1,500人のグローバルカンパニーの日本法人です。元は100年の歴史を持つピツニー・ボウズ社のドキュメント・メッセージング・テクノロジーズ部門であったBlueCrestは、グローバルなリーダーシップの伝統を、フレッシュでダイナミックなアプローチと融合させ新会社として2018年に新たなスタートを切りました。家庭に届く請求書や明細書、納税通知書などの封書の多くは弊社の機械で作成されております。弊社は販売だけでなく、それら製品の保守サービスも提供しております。",東京都品川区南大井6-24-10カドヤ第10ビル6F,2018,29,96百万円,53.0,https://www.bluecrestinc.jp/,,
2024-06-01,株式会社アークエッジ・スペース,計測機器・光学機器・精密機器・分析機器メーカー,2,■事業内容： ・宇宙機（超小型衛星）、地上局、関連部品の設計・製作及び運用サービスの提供・関連するソフトウェア開発、・教育・コンサルティング業務等,東京都江東区有明1-3-33ドーム有明ヘッドクォーター3FA,2018,60,410百万円,,https://arkedgespace.com/#,,
2024-06-01,ＰＡＩＧ　Ｊａｐａｎ　Ａｕｔｏｍｏｂｉｌｅ　Ｉｎｖｅｓｔｍｅｎｔ合同会社,自動車部品メーカー,1,■事業内容： 欧州で最大のフォルクスワーゲングループの自動車販売会社で、現在では、欧州やアジア、南米地域など世界中で営業（卸売及び小売）しているポルシェ ホールディングGmbHが親会社です。販売事業のノウハウを活用し、日本におけるアウディを含むフォルクスワーゲングループの自動車販売事業の統括をしています。,東京都世田谷区尾山台2-30-8,2018,,5百万円,,https://paig.co.jp/,,
2024-05-01,株式会社ＥＯＲＩＣ,計測機器・光学機器・精密機器・分析機器メーカー,1,■会社概要： EORIC（イオリック）は、産業向けの先進的な光学技術を核とする会社として、2018年8月に設立されました。その後、光学技術に加え、ソフトウェア、ハードウェア、画像処理技術、光源技術、ダイレクト描画技術等 複合的な技術を確立し、半導体・液晶・電子回路等の分野に大きく貢献をしております。,東京都新宿区市谷八幡町2-1DS市ヶ谷ビル5F,2018,30,209百万円,,"Failed to retrieve page, status code: 410",,
2024-06-01,エムアイ電機株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容： ＜制御設計・製造・アフターサービス＞打合せから試運転まで一貫して専門のスタッフが担当いたしますので、様々なご要望や技術面など様々な角度からご提案させていただきます。当社では主にご要望に合わせたシステム構成で工場向けの配電設備・制御設備を設計・製造を行っております。確かな納入実績とノウハウでお客様のニーズに合わせた高品質のサービスをご提供させていただいております。,静岡県浜松市浜名区小松2367-1,2018,2,5百万円,,https://mi-denki.co.jp/,,
2024-08-01,株式会社ＳＫ,機械部品・金型メーカー,1,■主に自動車関連部品を丸棒からNC旋盤で切削加工・試作部品（自動車機能部品、その他試作部品）・量産部品（自動車機能部品、工業用、）産業機器■主に産業機器関連部品を板材からマシニングセンタで切削加工・リニアサーボモータ用部品・回転型サーボモータ用部品※2024年4月コクボHDより社名変更し、千路工業株式会社と株式会社エスケイテクニカを吸収合併しました。,愛知県豊川市小田渕町三丁目47番地,2024,,,,https://kokubo-hd.jimdofree.com/,代表者 鈴木 貴博,
2024-06-01,株式会社ソルフェージュ,アミューズメント・エンタメ・ゲームメーカー,6,■事業内容： デジタルエンタテイメントコンテンツの企画、制作・グラフィックデザイン事業・サウンドデザイン事業・アプリケーションデザイン事業,東京都豊島区南大塚2-38-1,2018,16,10百万円,,https://solfe-ge.com/company.html,,
2024-08-01,ナビタスマシナリー株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,8,■事業内容：特殊印刷機とその周辺関連機器及び資材の製造並びに販売■事業の特徴：（1）1966年の創業した、特殊印刷機の製造販売事業を行うナビタス株式会社の特殊印刷事業を継承したのがナビタスマシナリー株式会社です。この業界のリーディングカンパニーとして加飾技術で多くのお客様のニイズにお応えしています。（2）「オンリーワン加飾技術で世界の製品に彩を与え生活に豊かさと幸福をもたらす」というミッションを掲げ、顧客ニーズ・社会的ニーズを捉えた製品に加え、最近では作業の合理化を図る自動搬送、排出装置や印刷の不具合をチェックする画像検査装置、印刷後の製品の箱詰め等の工程の自動化の提案も行っています。,大阪府堺市堺区石津北町9-1,2018,63,20百万円,,https://navitas-mc.co.jp/,,
2024-08-01,株式会社バンダイナムコアミューズメントラボ,アミューズメント・エンタメ・ゲームメーカー,4,■事業概要： リアルエンターテインメント施設向けコンテンツおよびアミューズメント機器関連の研究、企画開発に関する業務,東京都江東区永代2-37-28澁澤シティプレイス永代8F,2018,160,10百万円,,https://lab.bandainamco-am.co.jp/,,
2024-06-01,株式会社micro-AMS,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容：＜マイクロ波を用いた樹脂の特殊成形加工技術の開発、及び、当該技術を搭載した成形装置の開発および販売＞、射出成形に代表される樹脂成形加工技術は長い年月をかけ、成熟された技術となりました。一方、近年での技術的なブレイクスルーはなく、成熟された技術の小改善に留まっています。弊社は当該分野での技術革新を行い、樹脂成形品の高付加価値化を目指し技術開発を行っております。＜マイクロ波成形とは＞ 低圧力で流動させない成形方法であるため、他の成形方法では成し得ない形状・構造・材料を実用レベルで達成することが出来ます。,神奈川県川崎市幸区新川崎7-7AIRBIC A-09,2018,10,100百万円,49.3,https://www.micro-ams.co.jp/,,
2024-08-01,株式会社ササクラ・エーイー,計測機器・光学機器・精密機器・分析機器メーカー,1,■事業内容：サイレンサー・防音ルーバー・遮音壁などの営業・騒音対策装置の開発・製造・施工,大阪府大阪市西淀川区竹島4-7-32,2018,60,20百万円,43.0,"Failed to retrieve page, status code: 410",,
2024-08-01,株式会社プラゴ,新エネルギー（太陽光・風力・地熱・バイオなど）,9,■事業内容： 株式会社プラゴは、EVの充電インフラ問題に取り組む企業です。しかし、私たちのやっていることは充電器を作ることにはとどまりません。モビリティ、エネルギー、地域社会の真ん中を事業領域に、来るべきEV社会に向けた社会インフラのデザインに取り組んでいます。 ・EV充電器及びIoTサービスの企画・開発・販売・販売製品の保守・メンテナンス・EV普及に関連する情報発信 ・コンソーシアムの事業戦略策定・統括およびそれに付帯する業務,東京都品川区北品川5-5-15大崎ブライトコア12F,2018,60,25百万円,32.7,https://plugo.co.jp/,,
2024-08-01,ＨＭＳ株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,4,■事業内容： スマートデバイス事業└エッジAIスマートカメラ『SiNGRAY』の開発・提供└エッジARスマートグラス製品の開発・提供└AIクラウドトレーニング・検証・デプロイサービスの提供スマートクラウドサービス事業└AI画像処理プラットフォーム『SiNGRAY NET』の開発・提供└小売・サービス業向け客流解析サービス『StoreSense』の開発・提供,福岡県福岡市博多区博多駅前2-12-12第5グリーンビル4F,2018,37,100百万円,,"Failed to retrieve page, status code: 410",,
2024-08-01,パワースピン株式会社,半導体メーカー,2,当社は、東北大学が生み出した革新技術をベースに最先端のスピントロニクス/パワーデバイス半導体技術を提供する東北大学発スタートアップ企業です。特に次世代半導体メモリとして注目されるMRAMを使用したスピントロニクス技術は、LSIの演算性能向上に比例して増加する消費電力を1/100に下げる技術として、省電力化を望む業界から熱い期待が寄せられています。また、経済産業省が推進するスタートアップ企業の育成支援プログラム「J-Startup」では、2023年選定企業の１社に選ばれました。,宮城県仙台市青葉区荒巻字青葉468-1,2018,24,100百万円,56.0,https://powerspin.co.jp/,,
2024-08-01,株式会社日立インダストリアルプロダクツ,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,21,【日立インダストリアルプロダクツについて】(株)日立インダストリアルプロダクツでは日立グループの大型産業機器事業を担う会社として、電機システム事業・機械システム事業の2事業を行っています。オーダーメイドの大型産業機器分野において、日立の社会イノベーション事業を支える、モノづくりのプロ集団です。,東京都千代田区外神田1-5-1住友不動産秋葉原ファーストビル,2018,,"10,000百万円",,https://www.hitachi-ip.co.jp/,,
2024-07-01,豊田合成九州株式会社,自動車部品メーカー,3,■事業内容：自動車部品の生産・販売■事業の特徴：豊田合成株式会社の子会社として、豊田合成株式会社が現在九州に保有する3つの工場（福岡工場、佐賀工場、北九州工場）の事業運営を行っています。これにより、九州における経営の意思決定と業務執行のスピードアップを図り、顧客のニーズに従来以上に迅速に応えています。グループの更なる事業成長に向けて、地域に根付き、自立化した会社を目指していきます。,福岡県宮若市倉久2223-1,2018,600,"3,500百万円",,https://kyushu.toyoda-gosei.co.jp/,,
2024-08-01,日本オイルポンプ株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,4,■事業内容： ・液体輸送製品の開発・生産・販売■同社について：同社はトロコイドポンプ、油圧モータ、フィルターポンプ、クーラントタンクなど、工作機械をはじめ、特殊車両、船舶、飲料などの幅広い分野で活用頂いている液体輸送製品の開発・生産・販売をグローバルに展開している企業です。また、2019年には創業100周年を迎えております。■同社の特徴：・製品力が強く、移送用トロコイドポンプは国内の工作機械業界で約70％、販売台数は世界No.1を誇っています。・燃料ポンプは90％以上の国内シェア。今後も国内外共に更に展開を加速させていく方針で成長が期待できます。,埼玉県熊谷市久保島634,1919,250,100百万円,,https://www.nopgroup.com/,,
2024-06-01,株式会社マルツホールディングス,総合電機メーカー,2,"■事業内容：新規事業の開発・運営 / 新エネルギー売電事業■グループ会社一覧：株式会社マルツ電波/河北通信工業株式会社/谷口電気株式会社/株式会社エフ・アイ・テック/株式会社マルツ設備/マルツエレック株式会社/Siam Bee Technologies Co.,Ltd./丸通電子科技有限公司/Linkman株式会社/マルツモバイル株式会社/もりもりバイオマス株式会社/マルツハイドロパワー株式会社/マルツ商事株式会社",福井県福井市豊島2-7-4,1947,362,200百万円,,なし,,
2024-07-01,株式会社MES,半導体メーカー,6,■事業内容： エレクトロニクス業界におけるFA関連機器の開発・販売、技術サポート。■取扱製品：SMT全般設備(はんだ印刷機・マウンター・リフロー炉等）、外観検査装置、半導体関連設備等,神奈川県横浜市港北区新横浜3-13-12,2018,,8百万円,,なし,,
2024-08-01,ＢｉｏｎｉｃＭ株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容とコンセプト：BionicMはロボット技術を活用し、すべての人々のモビリティを向上させる技術を開発・販売するハードウェアスタートアップです。東京大学発のベンチャーとして設立され、ロボティクス工学研究に基づく最先端テクノロジーを活用し、従来の義足の問題を解決し、自然な動きを実現する高機能義足を開発しています。 2018年に事業としてBionicMが設立された後には億単位の資金調達を行っており、製品の市場投入に向けた開発を加速させています。将来は日本に始まり中国やアジア、アメリカ、ヨーロッパへと展開予定です。,東京都文京区本郷7-3-1東京大学アントレプレナープラザ203室,2018,17,100百万円,40.0,https://bionicm.com/jp,,
2024-07-01,株式会社横浜Ｗ＆Ｅ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容： ・機械装置および設備の設計と製造・機械装置および設備の構造解析・評価と設計に関するコンサルティング,神奈川県横浜市西区北幸2-1-6鶴見ビル2F,2019,8,3百万円,,https://ywe.co.jp/,,
2024-07-01,ＫＥアルファ株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：①最新設備（ﾚｰｻﾞｰ加工機・全自動曲げ機・ﾚｰｻﾞｰ溶接機）による配電盤、制御盤ほか各種板金製作一式 ②粉体塗料による各種金属筐体塗装一式③2D、3Dcadによる各種板金図面の作成 ④半導体工場クリーンルーム用FFU(ファンフィルターユニット）設計製作,岡山県岡山市南区中畦1205-5,2019,25,5百万円,41.0,http://www.kosec-gr.com/kealpha/index.html,,
2024-06-01,堀精工株式会社,電子部品メーカー,4,■企業概要：創業以来培ってきた経験と技術で匠の技を持って製缶加工から機械加工までの一貫加工体制を行える企業です。親会社でありステンレス加工業者の大谷加工の機械部門を当社内に取入れ、両社が持つ加工技術でシナジー効果を発揮して事業を展開しています。「驚きと喜びをもたらす技術を以って社会に貢献する」をテーマに、関わる人と人との『心」の繋がりを大切にしている会社です。第一種圧力容器製造許可を持つ国内トップクラスの技術力がある会社です。大型機械設備と溶接技術をもって、量産ではなく、他社では対応できない製品をカスタムメイドで一点ずつ製造しています。,神奈川県相模原市中央区田名塩田4-12-18,1980,23,5百万円,,http://hori-seiko.com/,,
2024-06-01,株式会社フソウハイドロパワーソリューションズ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,5,■国内トップクラスの水インフラ企業「株式会社フソウ」のグループに属する水力発電ソリューション企業。 水力発電用タービンの設計～各種資機材の調達・施工管理・据付まで、水力発電事業に関する課題をワンストップで解決しています。 世界最先端の水力発電技術を持つイタリアのメーカーと資本業務提携し、お客様の要望に沿ったオーダーメイドの発電タービンを提供しています。 職場は社員全員が中途入社者ですので転職者も馴染みやすい環境です。,東京都中央区日本橋室町2-3-1,2019,30,43百万円,,https://fuso-hps.com/,,
2024-08-01,Ａｐｐｃｅｓｓｏｒｉ　ＪＡＰＡＮ株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,4,"1,電気、電子、情報、通信機器の製造、販売2,映像、音声、コンピューターソフトウェアの企画、制作、製造、販売3,前述 の 製品等の開発、設計、輸出入ならびに技術及びノウハウの供与、指導4, 各種事業に対する投資、各種調査・研究開発・コンサルティングの受託等※ A ppcessori JAPAN 社にはオンキヨー株式会社より技術者が転籍、 音響関連機器の新規カテゴリー 製品を共同開発する等の協業を開始。現在はアメリカ親会社と連携 し P C ・ i Phone ・スマホ・ゲーミング機器向けの音響関連製品を中心に I T 大手各社を顧客として製品の開発・設計業務を請け負っております。",京都府京都市左京区岡崎徳成町24-6,2019,28,1百万円,,なし,,
2024-05-01,株式会社ＤＡＩＭＥＩ　ＥＣＳ,機械部品・金型メーカー,1,■事業内容：同社は、DAIMEIグループの1社として金型の製作を行っており、グループ全体で金型、成形、二次加工までの一貫生産が可能となる重要な立ち位置です。■沿革：1985年に金型製作部門、ECS事業部設立（ECS＝エンジニアリングセンターサービス）エンプラ精密部品の生産を目的とし、金型の製作を開始。2019年に会社分割により、株式会社DAIMEI ECSが設立されました。,大阪府東大阪市七軒家18-15,2019,,10百万円,,"Failed to retrieve page, status code: 410",,
2024-07-01,HIKARI製作所株式会社,機械部品・金型メーカー,1,■ＨＩＫＡＲＩ製作所：熟練した精密板金加工技術で、モノづくりの企画、開発、設計、製作までを手がけるトータルコーディネーターです。東大阪から日本全国のモノづくりを支えます。■設立の想い：日本の「モノづくり価値」を革新させたい。「モノづくり価値」とは、 モノづくりに携わる全ての「人の価値」でもあり、 我々はその「価値」に光を当てる為に誕生しました。HIKARIがフィルターの役割となり、 「ものづくり」の未来をもっとかっこ良く変えられるよう日々挑戦し続けます。,大阪府東大阪市大蓮東4-12-41,2019,8,8百万円,38.5,http://hikari-mfg.co.jp/,,
2024-07-01,株式会社クールホールディングス,自動車（四輪・二輪）メーカー,1,当社は自動車のカスタムブランド「ＫＵＨＬ」を運営し、オリジナル商品を装着したカスタムコンプリートカ―の販売を中心に、エアロパーツの製造から塗装までをグループ会社にて内製化しております。クールホールディングスでは、ＫＵＨＬグループ会社5社全ての運営管理・企画・メディア事業を運営しています。,愛知県名古屋市緑区大根山2-503,2019,14,100百万円,,https://kuhl-hd.co.jp/company/index.html,,
2024-05-01,エムアイエス株式会社,計測機器・光学機器・精密機器・分析機器メーカー,2,■事業内容：デジタル信号処理システムのハードウェア、ソフトウェアの開発・製造・販売、産業用コンピュータの開発・製造・販売,東京都新宿区市谷本村町2-5,2019,,50百万円,,"Failed to retrieve page, status code: 410",,
2024-06-01,長野ドライルーブ株式会社,受託加工業（各種加工・表面処理）,2,■事業内容：・自動車・光学・半導体部品を中心としたコーティング及び表面処理└ 潤滑：耐摩耗被膜、潤滑被膜 等└ 熱：発熱・断熱・放熱被膜 等└ 電気：絶縁・導通・静電気防止被膜 等└ 撥水・撥油：撥水・撥油被膜 等その他、耐薬品・防ガス・光学用・速乾性潤滑剤 等 多岐にわたる用途で当社製品が使用されています,長野県上伊那郡箕輪町中箕輪8688-5,2019,39,22百万円,48.9,https://www.drilube.co.jp/corporate/business_nagano.php,,
2024-07-01,エムティティ株式会社,計測機器・光学機器・精密機器・分析機器メーカー,1,■事業内容：計装製品の設計開発・製造・販売,東京都新宿区市谷本村町2-5AD市ヶ谷ビル4F,2019,65,50百万円,42.0,http://www.mtt.co.jp/index.php,,
2024-07-01,エナックス株式会社,電子部品メーカー,4,「想いをカタチに電池の明日を支える」~先進の高速充放電技術、ごく低温からごく高温までの温度領域をカバーしています~【企業の特徴・就業の魅力】同社は、高機能リチウムイオン電池開発と商品化において、これまで電池業界において成しえなかったラピットプロトタイピングを可能とした企業です。以下の魅力が特徴的な企業です。,東京都文京区春日2-12-12,1996,59,100百万円,40.0,http://www.enax.jp/about/,,
2024-07-01,シロカ株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,5,■当社について：シロカは、「ていねいに・うつくしく・こだわって」をブランドプロミスにした調理家電や生活家電、季節家電といった「小型家電」の企画・開発・製造・販売を行っております。■事業内容： ・自社ブランド製品企画開発卸 ・PB製品企画開発卸 ・輸入総代理店業務※取扱品目：家電・寝具・雑貨・食品etc.,東京都千代田区神田神保町2-4東京建物神保町ビル5F,2000,83,100百万円,40.0,https://www.siroca.co.jp/,,
2024-08-01,i‐PRO株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,16,■事業内容：同社は2019年10月1日にパナソニック（株）から、画像センシング事業を行う会社として独立。60年を越える技術革新や品質追求の歴史に裏打ちされた強いエッジデバイス、先端の画像解析技術やAIを駆使して、これまでは把握できなかった情報まで徹底した「見える化」を実現。その情報を顧客のワークフローにつなげることで、製造・金融・医療から小売り・サービス・公共機関など、あらゆる現場における安心・安全の基盤構築に貢献します。,東京都港区港南2-15-1品川インターシティA棟14F,2019,1300,,,"Failed to retrieve page, status code: 410",,
2024-07-01,株式会社ヨシダ,受託加工業（各種加工・表面処理）,3,■企業概要：当社は、産業廃棄物、一般廃棄物の中間処理業者です。グループ会社で、一般廃棄物及び産業廃棄物処理に関する仲介業務及びコンサルタント業務を事業とする株式会社グリーンワールドで扱った廃棄物を受け取り、処理を行っています。■事業内容： 一般廃棄物及び産業廃棄物処理,東京都足立区西新井1-21-5,2019,3,5百万円,,なし,,
2024-08-01,株式会社シンクロボ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,7,■事業内容：ロボットの開発、技術的難易度の高いロボット共同開発・受託開発＜開発実績＞・アーム付き配膳・下膳ロボット「ACUR-C(アキュラシー)」・分離合体式 棚搬送ロボット「SHELF-E(シェルフィー)」・移動ロボット開発プラットフォーム「Haruna(ハルナ)」,宮城県仙台市青葉区中央2-1-7,2019,,30百万円,,https://www.synchrobo.co.jp/,,
2024-08-01,株式会社新川,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,22,【半導体製造装置（ボンディング装置）で世界トップクラスのシェアを誇るメーカー】半導体生産工程のひとつであるワイヤボンディング工程は、かつては最も人手のかかる工程でしたが、1977年に、同社が世界で初めて全自動化し、ワイヤボンダ（bonder：接合装置）として製品化することに成功しました。その後も、ロボット技術・画像処理システム・精密制御技術など、常に最先端分野で数々の高品質なハード及びソフト技術のノウハウを蓄積し、現在では、15ミクロンの太さの金線を1秒間に22本、2ミクロン3σの精度で接合することができる高速高精度の技術を持つ製造装置メーカーに成長しました。,東京都武蔵村山市伊奈平2-51-1,2019,268,100百万円,41.0,https://www.yamaha-robotics.com/brand/shinkawa,,
2024-07-01,サンデン・リテールシステム株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,15,～自動販売機及びコンビニ用冷蔵ショーケースにて、世界・国内ともに高いシェア実績を誇るグローバルメーカー～■サンデン・リテールシステム社の製品開発の特徴：積極的に新しい技術を取り入れ、他社とのアライアンスを推進し、新規市場にも参入をするなど、積極的に投資や変革を進めています。清涼飲料の自動販売機やコンビニ等の冷凍・冷蔵ショーケースが既存の主力製品に加え、コンビニチェーンに設置されているコーヒーマシンの製造販売を行っております。,東京都墨田区錦糸1-2-4アルカウエスト8F,2019,733,100百万円,,https://www.sanden-rs.com/,,
2024-08-01,株式会社フォトニック・エッジ,計測機器・光学機器・精密機器・分析機器メーカー,2,■事業内容： １)．光学及び電子デバイス、電気機械機器並びにシステム関連のソフトウェア及びハードウェアの研究開発、受託研究２)．１）に掲げた製品の製造販売、ライセンス許諾、リース、保守、及びレンタル３)．１）に掲げた技術及び製品に基づくサービス、及びコンサルティング,奈良県奈良市富雄北3-20-11,2019,3,,,https://www.photonic-edge.com/,,
2024-08-01,エアモビリティ株式会社,自動車（四輪・二輪）メーカー,12,【21世紀の産業革命：空飛ぶクルマ、新モビリティのインフラを作る！世界先駆けのスタートアップ企業/2019年8月1日に設立】私たちは二つのプラットフォームの構築を進めています。一つはは空中でのナビゲーションから、フライトの予約、保険の選定、決済、遠隔診断など、ユーザーが「空飛ぶクルマ」を利用する際に必要な一連のプロセスを担うサービスプラットフォーム「AirMobility Service Collaboration Platform（ASCP）」です。,東京都港区赤坂3-5-5ストロング赤坂ビル9F,2019,15,630百万円,,https://airmobility.co.jp/,,
2024-08-01,晟雲株式会社,計測機器・光学機器・精密機器・分析機器メーカー,3,■企業概要：当社は光ファイバー通信製造工場であり、主要製品は光ファイバー製品、機械製造、模型製造、プラスチック射出成形です。■取り扱い製品：・光ファイバー・光ケーブル・軍事機器・ハイパワー・データセンター・プラスチック・金型・微細精密金属,東京都千代田区九段南2-4-11パシフィックスクエア九段南ビル4F,2019,,20百万円,,http://www.hj3w.co.jp,,
2024-07-01,株式会社Ｎ‐ＴＥＣＨ,電子部品メーカー,1,■事業内容： リチウムイオン電池及び全固体電池組立ライン、電子コンポーネント分野、自動車電装分野等、要素技術を活かした設備設計により、お客様の課題解決に貢献しています。人件費の削減や生産数の向上、品質向上及び品質確保等、お客様の立場に立った様々な設備導入のご提案で、より良い環境を創り出します。なお、産業用設備開発のコンサルティング会社として過去の実績を生かし、お客様一社一社に合わせたオリジナル設計をご提案しています。,滋賀県近江八幡市江頭町428-25,2019,2,2百万円,,https://www.n-tech-corp.jp/,,
2024-07-01,愛知ＪＡＰＡＮＴＥＣＨ株式会社,自動車部品メーカー,4,■事業内容： 当社の所属するSHIN-EIグループでは、タイ王国にて自動車部分品(ステアリング部分品、エンジン部分品等)のアルミダイカスト製品の鋳造・精密加工を行っております。当社は、グループ内で将来活躍していただく人員の育成・技術開発及び日本国内でのカスタマーサポートを担っております。,愛知県津島市鹿伏兎町下子守39,2019,4,50百万円,,なし,,
2024-08-01,株式会社大都テクノロジーズ,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,19,【会社概要】技術と機動力を武器に駐車場市場のクラウド・設備プラットフォーマーとして急成長を遂げる大都テクノロジーズ。大都グループの新たな成長ドライバーとしてダイナミックに事業推進しています。,東京都北区志茂1-4-20,2019,50,20百万円,,https://www.daitotech.co.jp/,,
2024-06-01,株式会社テラオカ関西,計測機器・光学機器・精密機器・分析機器メーカー,3,株式会社テラオカ関西は令和2年、株式会社テラオカより分社化し新たに寺岡グループの一員として、地域に密着し皆様から信頼され続ける会社を目指し、皆様と共に発展に貢献する事を目標としています。市場は5G、AI、IoTをはじめとした先端技術をあらゆる社会生活に取り入れ経済発展と多様なサービスが生み出される新しい時代を迎えています。私たちも新たなる壁を打ち破り、常に新しい常識を創造しお客様の期待以上のお役立ちに貢献することを喜びとしています。,大阪府大阪市北区松ケ枝町5-15,2020,144,30百万円,,https://www.teraokaseiko.com/jp/teraoka-kansai/,,
2024-06-01,株式会社東市工業,機械部品・金型メーカー,1,■事業内容・特徴 当社は1973年に創業し、2019年に法人成立しました。小規模の家族的な雰囲気を持つ会社です。長く受け継がれてきた熟練工による技術力、顧客第一の柔軟な対応力が評価されています。機械加工（マシニング加工）を主として自動車や電線等の非鉄金属メーカー向けに製品の小型金属部品および生産ライン装置の小型部品を生産。事業再構築補助金が採択され、新規設備が導入されるため、効率化と事業拡大を計画しています。取引先メーカーからの要望が高い、一貫生産が可能となるため、受注増加が見込まれます。,茨城県常陸大宮市八田2131,1973,8,1百万円,,なし,,
2024-06-01,中興光電子日本株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,1,■当社について：・当社は1985年に創業し香港および深センの証券取引所に上場する世界に7万人以上の社員を擁す中国最大級の通信メーカーです。 通信と情報技術の世界的なリーディングカンパニーとして、M-ICT(モバイル情報通信技術)戦略に基づき、統合・包括的な革新を生み出すことにより、テクノロジーの力が社会に広く活用されるよう活動しています。 ・製品は企業や電信キャリア向けのICTソリューションをはじめ、最先端のワイヤレス、アクセス&バックボーンにおける付加価値サービス、通信事業者向けの端末やマネージドサービスなどを提供しています。,千葉県千葉市美浜区中瀬2-6-1ワールドビジネスガーデン,2019,6,128百万円,,https://www.zte.com.cn/global/,,
2024-08-01,株式会社日本技術センター,計測機器・光学機器・精密機器・分析機器メーカー,16,＜技術支援事業＞■産業機械、検査・計測装置の開発・製造・販売■機械、電気、電子の設計■システム開発・技術支援、システム保守、システム新規導入や改善についてのコンサルティング■設計者、SE/PG、各種検査員、試験評価員など技術者の派遣■人材派遣（派）28-301882、有料職業紹介（28-ﾕ-301027）およびアウトソーシング,兵庫県姫路市東延末4-73,1967,581,5500万円,36.0,http://www.nichigicenter.co.jp/,代表取締役社長 平岡 哲也,
