更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,従業員数,資本金,平均年齢,企業URL,事業内容,上場市場名
2024-08-01,建機サポート千葉株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,千葉県千葉市稲毛区長沼原町731-1,1998,代表取締役 本間 響,80,10 百万円,,,,
2024-08-01,エムエスアイコンピュータージャパン株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,求人なし,東京都台東区秋葉原1-8ＴＯＷＡ秋葉原ビル 6Ｆ,1999,代表取締役 林 文通,80,20 百万円,,,,
2024-08-01,リタール株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,神奈川県横浜市港北区新横浜2-5-11金子第1ビル 7Ｆ,1988,代表取締役 新岡 卓,80,99 百万円,,,,
2024-08-01,株式会社ピンテック,機械部品・金型メーカー,求人なし,東京都品川区南大井6-22-7,2002,代表取締役 森久保 哲司,80,10 百万円,,,,
2024-08-01,新熱工業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,茨城県ひたちなか市山崎141-5第2山崎工業団地内,1982,代表取締役 大谷 直子,80,30 百万円,,,,
2024-08-01,福島アビオニクス株式会社,電子部品メーカー,求人なし,福島県郡山市待池台1-20,1989,代表取締役 池田 健,79,450 百万円,,,,
2024-08-01,三国商事株式会社,電子部品メーカー,求人なし,東京都港区浜松町1-10-7,1941,代表取締役社長 兼 営業本部長 今野 博文,79,350 百万円,,,,
2024-08-01,株式会社デンソーＥＭＣエンジニアリングサービス,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,愛知県刈谷市昭和町1-1,2000,代表取締役 藤井 天午,79,50 百万円,,,,
2024-08-01,株式会社ヨロズサステナブルマニュファクチャリングセンター,自動車部品メーカー,求人なし,愛知県名古屋市港区当知1-1304,2005,代表取締役 伊藤 直明,79,100 百万円,,,,
2024-08-01,株式会社フジサワ・マルゼン,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,東京都台東区根岸2-19-18,2003,代表取締役 渡辺 恵一,79,10 百万円,,,,
2024-08-01,スピードファム長野株式会社,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,長野県佐久市瀬戸553-12,1971,代表取締役 柏木 知治,78,98 百万円,,,,
2024-08-01,佐藤工業株式会社,自動車部品メーカー,求人なし,愛知県あま市上萱津深見48,1975,代表取締役 植村 達司,78,98 百万円,,,,
2024-08-01,タツタ立井電線株式会社,電子部品メーカー,求人なし,兵庫県加東市河高黒石355-39,1958,代表取締役 浅野 誠司,76,50 百万円,,,,
2024-08-01,株式会社理研計器奈良製作所,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,奈良県桜井市大字阿部49-1,1972,代表取締役 田島 秀二,76,50 百万円,,,,
2024-08-01,興津螺旋株式会社,機械部品・金型メーカー,求人なし,静岡県静岡市清水区興津中町1424,1944,代表取締役 柿澤 宏一,76,35 百万円,,,,
2024-08-01,株式会社ダイリツ,機械部品・金型メーカー,求人なし,愛知県名古屋市緑区大高町字丸ノ内38-1,1961,代表取締役 山島 親幸,76,50 百万円,,,,
2024-08-01,大阪染工株式会社,受託加工業（各種加工・表面処理）,無,大阪府三島郡島本町山崎2-1-1,1977,代表取締役 細川 勇夫,76,90 百万円,,,,
2024-08-01,滑川軽銅株式会社,受託加工業（各種加工・表面処理）,求人なし,東京都新宿区西新宿2-6-1新宿住友ビル 9Ｆ,1983,代表取締役 滑川 幸孝,76,89 百万円,,,,
2024-08-01,ウイルプラス帝欧オート株式会社,自動車（四輪・二輪）メーカー,無,東京都港区芝5-13-15芝三田森ビル 8Ｆ,1954,代表取締役 成瀬 隆章,75,30 百万円,,,,
2024-08-01,三ツ星ベルト工機株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,兵庫県神戸市西区高塚台6-17,1974,代表取締役 速水 義裕,75,98 百万円,,,,
2024-08-01,国際コンテナ輸送株式会社,建設機械・その他輸送機器メーカー,求人なし,東京都品川区八潮2-3-10大井ふ頭第4号バース管理棟 1Ｆ,1968,代表取締役 鮫島 達志,75,100 百万円,,,,
2024-08-01,中津コスモス電機株式会社,半導体メーカー,求人なし,大分県中津市三光西秣323,1984,代表取締役 安藤 哲夫,74,12 百万円,,,,
2024-08-01,株式会社ＲＯＣＫＹ－ＩＣＨＩＭＡＲＵ,機械部品・金型メーカー,求人なし,福岡県筑後市大字常用601,1978,代表取締役 市丸 寛展,74,18 百万円,,,,
2024-08-01,光伸光学工業株式会社,電子部品メーカー,求人なし,神奈川県秦野市菩提69-3,1980,代表取締役 薄井 良孝,73,145 百万円,,,,
2024-08-01,株式会社九州トリシマ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,佐賀県武雄市若木町大字川古9857-13,1990,代表取締役 前田 英昭,73,100 百万円,,,,
2024-08-01,オムロン太陽株式会社,電子部品メーカー,求人なし,大分県別府市大字内竈字中無田1393-1,1972,代表取締役社長 辻 潤一郎,73,25 百万円,,,,
2024-08-01,ダイヤクラフト株式会社,機械部品・金型メーカー,求人なし,東京都西多摩郡瑞穂町長岡2-6-2,1990,代表取締役 西川 勇介,73,10 百万円,,,,
2024-08-01,ジュピター工業株式会社,機械部品・金型メーカー,求人なし,岩手県宮古市津軽石第14地割97-2,1973,代表取締役 畠山 長男,73,36 百万円,,,,
2024-08-01,株式会社ニチリン白山,自動車部品メーカー,求人なし,三重県津市白山町山田野3434,1975,代表取締役 木谷 一巳,73,254 百万円,,,,
2024-08-01,ＡＧＣマイクロガラス株式会社,電子部品メーカー,求人なし,福岡県福岡市博多区諸岡3-22-28,2006,代表取締役 天野 基範,73,100 百万円,,,,
2024-08-01,日清紡精機広島株式会社,自動車部品メーカー,求人なし,広島県東広島市高屋台1-3-30東広島中核工業団地,2007,代表取締役 大川 等,73,320 百万円,,,,
2024-08-01,サンコール菊池株式会社,機械部品・金型メーカー,求人なし,熊本県菊池市赤星1950,1973,代表取締役 力月 浩,72,70 百万円,,,,
2024-08-01,ワイエイシイエレックス株式会社,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,大阪府東大阪市角田2-1-36,1947,代表取締役社長 花木 浩伸,72,100 百万円,,,,
2024-08-01,株式会社ラショナル・ジャパン,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,無,東京都千代田区神田猿楽町2-8-8住友不動産猿楽町ビル 1Ｆ,1992,代表取締役 赤井 洋,72,10 百万円,,,,
2024-08-01,日邦メタルテック株式会社,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,沖縄県うるま市字州崎12-72特別自由貿易地域8号棟,2006,代表取締役 本城 裕司,72,50 百万円,,,,
2024-08-01,大亜真空株式会社,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,千葉県八千代市大和田新田495,1939,代表取締役 中川佳治,71,100 百万円,,,,
2024-08-01,巴機械サービス株式会社,設備管理・メンテナンス,2,神奈川県平塚市東豊田357-12,1978,,80,25百万円,,,■事業内容：（1）分離機装置及びそれらの部品ならびに関連製品の仕入、販売、修理（2）舶用機器、舶用資材、舶用消耗品及び舶用雑貨の仕入、販売（3）下水処理場の脱水機、濃縮機及び補機の補修、整備（4）下水処理場の運転維持管理（5）下水処理場の脱水機、濃縮機パッケージの据付（6）労働者派遣事業（7）古物の売買業,
2024-08-01,追浜工業株式会社,機械部品・金型メーカー,求人なし,神奈川県横須賀市夏島町14-2,1974,代表取締役 猪熊 正弘,71,25 百万円,,,,
2024-08-01,株式会社ジーエムエンジニアリング,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,神奈川県横浜市港北区新横浜2-14-27新横浜第一ビルディング 5Ｆ,1986,代表取締役 堤 洋一郎,71,40 百万円,,,,
2024-08-01,株式会社日本抵抗器大分製作所,機械部品・金型メーカー,求人なし,大分県宇佐市大字住江185,1971,代表取締役 木村 準,71,80 百万円,,,,
2024-08-01,ニッコーム株式会社,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,青森県三沢市南町3-31-2640,1966,代表取締役 山道 卓也,70,20 百万円,,,,
2024-08-01,株式会社ケツト科学研究所,計測機器・光学機器・精密機器・分析機器メーカー,無,東京都大田区南馬込1-8-1,1946,代表取締役 江守 栄,70,72 百万円,,,農業用測定機器・分析測定機器・物性測定機器などの研究・開発および販売【主要製品】●各種水分計●近赤外応用機器●膜厚計●鉄片・金属探知器●農業用測定器および関連機器●物性測定器および関連機器 2024年4月doda掲載求人より引用,
2024-08-01,四国電線株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,求人なし,香川県さぬき市寒川町石田西1576-5,1989,代表取締役 佐々木 康裕,70,160 百万円,,,,
2024-08-01,イータス株式会社,自動車部品メーカー,無,神奈川県横浜市西区みなとみらい2-3-5クイーンズスクエア横浜クイーンズタワーＣ 17Ｆ,1998,代表取締役 水本 文吾,70,125 百万円,,,,
2024-08-01,株式会社富士通フロンテックシステムズ,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,求人なし,群馬県前橋市表町2-30-8アクエル前橋,1982,代表取締役 村井 真一郎（野口真一郎,70,200 百万円,,,,
2024-08-01,株式会社昭和バルブ製作所,機械部品・金型メーカー,求人なし,滋賀県彦根市小泉町155-9,1968,代表取締役 中川 陽介,70,22 百万円,,,,
2024-08-01,柏都電機工業株式会社,電子部品メーカー,求人なし,東京都世田谷区若林5-25-9,1962,代表取締役 小林 茂,70,25 百万円,,,,
2024-08-01,株式会社ワイエイシイデンコー,機械部品・金型メーカー,無,東京都青梅市今井3-7-8,1961,代表取締役社長 青木 康浩,70,398 百万円,,,,
2024-08-01,株式会社ダイワハイテックス,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,無,東京都板橋区坂下1-34-27,1978,代表取締役 大石 智也,70,60 百万円,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ◆店舗支援事業（販売店様向けの業務効率化用の機械や設備を提案）◆通販支援事業（通信販売企業向け包装機の開発・販売） 2022年3月doda掲載求人より引用,
2024-08-01,宇部マクセル京都株式会社,電子部品メーカー,求人なし,京都府乙訓郡大山崎町字大山崎小字小泉1,2018,代表取締役 坂田 信二,70,50 百万円,,,,
2024-08-01,寿産業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,北海道札幌市中央区北三条東2-2-30Ｆｅｒ北三条 3Ｆ,1951,代表取締役 鈴木 俊一郎,69,96 百万円,,,,
2024-08-01,株式会社アーレスティダイモールド浜松,機械部品・金型メーカー,求人なし,静岡県浜松市中央区桜台5-3-10,1960,代表取締役 浅井 宏一,69,266 百万円,,,,
2024-08-01,出石ケーブル株式会社,電子部品メーカー,求人なし,兵庫県豊岡市出石町日野辺1031,1985,代表取締役 梶屋 幸一,69,200 百万円,,,,
2024-08-01,東洋機械エンジニアリング株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,無,兵庫県明石市二見町福里309-2,1981,代表取締役 保上 洋,69,10 百万円,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■産業機械（プラスチック成形機、ダイカストマシン、発泡成形機）の部品供給および機械のメンテナンス 2022年5月doda掲載求人より引用,
2024-08-01,アプレスト株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,静岡県静岡市駿河区石田3-12-27,2002,代表取締役 藤江 郁雄,69,141 百万円,,,,
2024-08-01,桜井興産株式会社,機械部品・金型メーカー,求人なし,愛知県名古屋市南区鶴見通3-3,1951,代表取締役 櫻井 一彦,68,75 百万円,,,,
2024-08-01,株式会社テムテック研究所,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,東京都中央区月島2-7-13,1983,代表取締役 相澤 十兵衛,68,85 百万円,,,,
2024-08-01,株式会社電興製作所,機械部品・金型メーカー,求人なし,栃木県鹿沼市茂呂637-1,1967,代表取締役 渡邊 哲也,68,92 百万円,,,,
2024-08-01,株式会社スチール,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,栃木県河内郡上三川町大字多功2570-1,1990,代表取締役 ウェンデリン・ゲオルグ・ガンター,68,90 百万円,,,,
2024-08-01,株式会社エクセディ鋳造,機械部品・金型メーカー,求人なし,京都府福知山市字拝師112,1968,代表取締役 井丸 万司,68,50 百万円,,,,
2024-08-01,株式会社木村洋行,機械部品・金型メーカー,求人なし,東京都千代田区丸の内3-3-1新東京ビル 606,1938,代表取締役 木村 芳正,67,10 百万円,,,,
2024-08-01,株式会社エコム,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,静岡県浜松市浜名区平口5277-1,1985,代表取締役 髙梨 智志,67,131 百万円,34.8,,,地方上場
2024-08-01,シンセメック株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,無,北海道石狩市新港西2-788-7,1981,代表取締役 松本 周平,67,31 百万円,,,■オーダーメイドの加工機、組立機、計測機、検査機などの自動省力化装置の製作■食品業界向け専用機、専用ラインの製作■精密機械部品の受託加工 2024年4月doda掲載求人より引用,
2024-08-01,株式会社日貿,自動車（四輪・二輪）メーカー,求人なし,三重県伊勢市河崎2-19-42,1988,代表取締役 山中 信哉,67,10 百万円,,,,
2024-08-01,パナソニックアソシエイツ滋賀株式会社,電子部品メーカー,求人なし,滋賀県彦根市野瀬町269,1994,代表取締役 小幡 健二,67,50 百万円,,,,
2024-08-01,ＪＳＷアクティナシステム株式会社,電子部品メーカー,求人なし,神奈川県横浜市金沢区福浦2-2-1,2006,代表取締役 谷川 貞夫,67,110 百万円,,,,
2024-08-01,株式会社植田製作所,機械部品・金型メーカー,求人なし,福岡県北九州市若松区北湊町4-1,1946,代表取締役 濱小路 兼生,66,47 百万円,,,,
2024-08-01,株式会社北海道モリタ,自動車（四輪・二輪）メーカー,求人なし,北海道札幌市東区苗穂町13-2-17,1943,代表取締役 岩村 純一,66,30 百万円,,,,
2024-08-01,株式会社鋼商,機械部品・金型メーカー,求人なし,北海道勇払郡安平町追分弥生539-2,1965,代表取締役 石井 博之,66,30 百万円,,,,
2024-08-01,株式会社丸三電機,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,求人なし,東京都千代田区外神田3-9-2末広ビル 2Ｆ,1963,代表取締役社長 上野 美香（竹村美香）,66,70 百万円,,,,
2024-08-01,押谷産業株式会社,受託加工業（各種加工・表面処理）,無,大阪府大阪市福島区吉野4-16-12,1941,代表取締役 押谷 彰宏,66,30 百万円,,,《創業106年！商社機能を併せ持つ産業資材の加工メーカー》鉄道車両・家電製品などの受託加工による部品供給や、既存製品の卸販売など、生活に密着した製品の部品や部材等を幅広く供給しています 2023年12月doda掲載求人より引用,
2024-08-01,東炭化工株式会社,機械部品・金型メーカー,求人なし,香川県三豊市財田町財田上1335-22,1967,代表取締役 横山 政利,66,65 百万円,,,,
2024-08-01,株式会社住重プラテック,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,千葉県千葉市稲毛区長沼原町731-1,1994,代表取締役 水原 弾,65,25 百万円,,,,
2024-08-01,株式会社辰美電機製作所,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,求人なし,大阪府富田林市若松町東3-5-9,1970,代表取締役 正木 心平,65,35 百万円,,,,
2024-08-01,株式会社日車エンジニアリング,建設機械・その他輸送機器メーカー,求人なし,愛知県豊川市穂ノ原2-20,1962,代表取締役 熊田 満,65,50 百万円,,,,
2024-08-01,株式会社村田指月ＦＣソリューションズ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,秋田県雄勝郡羽後町字西馬音内285,2016,代表取締役 前田 昌禎,65,100 百万円,,,,
2024-08-01,株式会社ＧＲＩＦＦＹ,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,東京都千代田区内神田2-12-6,2023,代表取締役 入澤 拓也,65,60 百万円,,,,
2024-08-01,株式会社昭和サイエンス,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,神奈川県川崎市川崎区日進町1-14ＪＭＦビル川崎01,1974,代表取締役 廣田 敦司,64,40 百万円,,,,
2024-08-01,株式会社ジェイテックコーポレーション,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,大阪府茨木市彩都やまぶき2-5-38,1993,代表取締役社長 津村 尚史,64,828 百万円,43.5,,,プライム
2024-08-01,東洋精機産業株式会社,機械部品・金型メーカー,求人なし,岡山県岡山市中区桑野131-30,1980,代表取締役 來山 哲二,64,95 百万円,,,,
2024-08-01,パイロットファインテック株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,求人なし,愛知県豊田市本徳町東屋敷859-9,1948,代表取締役 服部 直基,64,60 百万円,,,,
2024-08-01,松本精工株式会社,機械部品・金型メーカー,求人なし,兵庫県加古川市志方町横大路647,1989,代表取締役 伊藤 竜也,64,10 百万円,,,,
2024-08-01,ファロージャパン株式会社,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,愛知県長久手市熊田716,2000,代表取締役 リン・クン・ウォン,64,10 百万円,,,,
2024-08-01,ＤＯＷＡサーモテック株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,愛知県名古屋市瑞穂区浮島町19-1,2006,代表取締役 山田 潔,64,"1,000 百万円",,,,
2024-08-01,株式会社大崎電業社,電子部品メーカー,求人なし,東京都大田区大森南1-17-16,1947,代表取締役 成久 雅章,63,48 百万円,,,,
2024-08-01,株式会社ハイレックス埼玉,自動車部品メーカー,求人なし,埼玉県本庄市共栄100,1941,代表取締役 沖田 薫,63,291 百万円,,,,
2024-08-01,萩原エンジニアリング株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,求人なし,埼玉県入間市大字狭山ケ原326,1990,代表取締役 藤田 宏昭,63,484 百万円,,,,
2024-08-01,サンコールエンジニアリング株式会社,機械部品・金型メーカー,求人なし,山梨県南アルプス市戸田970,1981,代表取締役 三重生 昌浩,63,30 百万円,,,,
2024-08-01,株式会社オーピーシー,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,神奈川県相模原市中央区小山1-15-38,1987,代表取締役 前川 正史,63,160 百万円,,,,
2024-08-01,日車物流株式会社,自動車部品メーカー,求人なし,石川県白山市松本町1268-1,1990,代表取締役 北村 謙二,63,40 百万円,,,,
2024-08-01,オムロン京都太陽株式会社,機械部品・金型メーカー,求人なし,京都府京都市南区上鳥羽塔ノ森上河原87,1985,代表取締役 長江 豊,63,27 百万円,,,,
2024-08-01,クノールブレムゼ鉄道システムジャパン株式会社,自動車部品メーカー,求人なし,東京都新宿区西新宿6-10-1日土地西新宿ビル 7Ｆ,1992,代表取締役 金 学夫,63,50 百万円,,,,
2024-08-01,アーク株式会社,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,千葉県船橋市浜町2-6-25ＭＦＬＰ船橋Ⅱ 8Ｆ,1991,代表取締役 高木 善康,63,30 百万円,,,,
2024-08-01,三ツ星物流工産株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,兵庫県神戸市長田区浜添通4-1-21,1988,代表取締役 野田 健次郎,63,10 百万円,,,,
2024-08-01,ピレリジャパン株式会社,自動車部品メーカー,求人なし,東京都港区芝3-8-2住友不動産芝公園ファーストビル 20Ｆ,1993,代表取締役 フィリッポ・シブラリオ,63,"2,200 百万円",,,,
2024-08-01,長岡カヤバ株式会社,メーカー（機械・電気）業界,求人なし,新潟県長岡市浦3909,2004,代表取締役 増渕 浩,63,100 百万円,,,,
2024-08-01,株式会社イチネンＭＴＭ,機械部品・金型メーカー,無,大阪府池田市住吉1-1-6,2018,代表取締役 三村 一雄,63,50 百万円,,,,
2024-08-01,株式会社会津タムラ製作所,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,福島県大沼郡会津美里町字上村北27-2,1987,代表取締役 笠間 寿次,62,95 百万円,,,,
2024-08-01,アドバンス理工株式会社,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,神奈川県横浜市都筑区池辺町4388港北住倉ビルディング,1962,代表取締役 五戸 成史,62,80 百万円,,,,
2024-08-01,ホシデン精工株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,求人なし,大阪府柏原市円明町15-1,1959,代表取締役 古橋 健士,62,100 百万円,,,,
2024-08-01,オータックス株式会社,電子部品メーカー,求人なし,神奈川県横浜市港北区新羽町1215,1976,代表取締役 富田 周敬,62,979 百万円,,,,
2024-08-01,株式会社タナカエンジニアリング,自動車部品メーカー,求人なし,富山県富山市向新庄町7-19-19,1959,代表取締役 中西 智英,62,10 百万円,,,,
2024-08-01,日本マイヤー株式会社,機械部品・金型メーカー,求人なし,福井県福井市上北野1-27-33,1958,代表取締役 高山 裕和,62,499 百万円,,,,
2024-08-01,フクダエンジニアリング株式会社,機械部品・金型メーカー,求人なし,埼玉県加須市鴻茎3206-3,1983,代表取締役 濵幸紀,62,90 百万円,,,,
2024-08-01,合同会社ＬＮＳジャパン,総合電機メーカー,無,石川県能美市道林町丑38-1,2011,代表取締役 戸田 徹,62,75 百万円,,,,
2024-08-01,ゲスタンプ・ホットスタンピング・ジャパン株式会社,自動車部品メーカー,無,三重県松阪市嬉野天花寺町字清水谷666-10,2016,代表取締役 フランシスコ・ホセ・リベラス・メラ,62,"2,714 百万円",,,,
2024-08-01,株式会社浅沼商会,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,求人なし,東京都中央区日本橋小舟町7-2ヤクシビル 2Ｆ,1928,代表取締役 相川 千代治,61,100 百万円,,,,
2024-08-01,アコ・ブランズ・ジャパン株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,求人なし,東京都中野区本町1-32-2ハーモニータワー 14Ｆ,1961,代表取締役 新田 敏明,61,10 百万円,,,,
2024-08-01,美和電気株式会社,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,神奈川県川崎市中原区今井南町34-30,1944,代表取締役 千葉 克実,61,80 百万円,,,,
2024-08-01,三井金属計測機工株式会社,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,愛知県小牧市小木東2-88,1973,代表取締役 天野 啓二,61,400 百万円,,,,
2024-08-01,株式会社三ツ知製作所,自動車部品メーカー,求人なし,三重県松阪市飯南町向粥見159-3,1971,代表取締役 中村 和志,61,10 百万円,,,,
2024-08-01,摂菱テクニカ株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,求人なし,兵庫県三田市三輪2-3-33,2000,代表取締役 森本 隆雄,61,20 百万円,,,,
2024-08-01,株式会社テイセンテクノ,自動車（四輪・二輪）メーカー,求人なし,栃木県河内郡上三川町大字鞘堂2-1,1991,代表取締役 濱本 和彦,60,30 百万円,,,,
2024-08-01,株式会社エイリイ・エンジニアリング,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,埼玉県飯能市大字双柳1054,1978,代表取締役 若海 良一,60,100 百万円,,,,
2024-08-01,土岐可鍛工業株式会社,自動車部品メーカー,求人なし,岐阜県土岐市泉町久尻1460-1,1968,代表取締役 紺野 敏之,60,180 百万円,,,,
2024-08-01,株式会社富士鉄鋼センター,受託加工業（各種加工・表面処理）,求人なし,千葉県君津市君津1日本製鉄（株） 君津製鉄所構内,1968,代表取締役 中島克英,60,490 百万円,,,,
2024-08-01,グーリング・ジヤパン株式会社,機械部品・金型メーカー,無,東京都中央区月島3-24-5月島ＮＲビル 5Ｆ,1981,代表取締役 ヨッヘン・ビッツァー,60,100 百万円,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■工業用切削工具全般の製造・販売【拠点】■東京本社営業所■名古屋営業所■名古屋工場■大阪営業所■広島営業所■浜松営業所■OEM部 砺波営業所【株主】Guhring KG（ドイツグーリング社）100％出資 2022年2月doda掲載求人より引用,
2024-08-01,廣内スチール株式会社,受託加工業（各種加工・表面処理）,求人なし,大阪府八尾市郡川1-551,1946,代表取締役 佐藤 泰正,60,100 百万円,,,,
2024-08-01,コーエイ工業株式会社,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,神奈川県小田原市東町1-7-5,1962,代表取締役 細川 浩,60,393 百万円,,,,
2024-08-01,日輪機工株式会社,自動車部品メーカー,求人なし,兵庫県姫路市豊富町豊富2409-1,1961,代表取締役 大野 貴佳,60,84 百万円,,,,
2024-08-01,朝日音響株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,求人なし,徳島県板野郡上板町引野字東原43-1,1977,代表取締役 岩佐 祥二,60,70 百万円,,,,
2024-08-01,日特電子株式会社,電子部品メーカー,求人なし,愛知県愛知郡東郷町大字春木字岩ケ根2,2013,代表取締役 家田 典和,60,10 百万円,,,,
2024-08-01,株式会社エスコ,機械部品・金型メーカー,求人なし,大阪府大阪市西区新町4-14-12,1972,代表取締役 安達 竜二,59,20 百万円,,,,
2024-08-01,株式会社岩手芝浦電子,機械部品・金型メーカー,無,岩手県二戸郡一戸町鳥越字野月道ノ下17,1973,代表取締役 髙橋 厚,59,100 百万円,,,■サーミスタ温度センサの設計・開発・製造＜用途＞自動車（エンジン温度・外気温・オイル温度）／家電製品（炊飯器・コーヒーメーカー・IH調理器具など）／住宅設備（給湯器・温水洗浄便座・自動消火システム）■金属部品の設計・開発・製造温度センサに使用される金属部品を社内で製造しており、グループ会社への配給も行っております。 2024年4月doda掲載求人より引用,
2024-08-01,株式会社ナテック,機械部品・金型メーカー,求人なし,埼玉県草加市高砂2-2-34シャルマン高砂 1Ｆ,1969,代表取締役 内藤 敏晶,59,96 百万円,,,,
2024-08-01,山口精研工業株式会社,機械部品・金型メーカー,求人なし,愛知県名古屋市緑区清水山2-1631,1985,代表取締役 本井 俊宏,59,20 百万円,,,,
2024-08-01,株式会社デンソーテンテクノセプタ,機械部品・金型メーカー,求人なし,兵庫県神戸市西区室谷1-6-4,1985,代表取締役 木梨 敬久,59,50 百万円,,,,
2024-08-01,埼玉オリジン株式会社,電子部品メーカー,求人なし,埼玉県比企郡吉見町大字長谷1917,1998,代表取締役 鶴田 俊一,59,30 百万円,,,,
2024-08-01,アズビル京都株式会社,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,京都府船井郡京丹波町鎌谷下一ノ谷1-3,2004,代表取締役 石井 寿一,59,20 百万円,,,,
2024-08-01,株式会社レゾナックユニバーサル,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,東京都港区港南1-8-40品川プレイス 2Ｆ,1972,代表取締役 山枡 謙二郎,58,250 百万円,,,,
2024-08-01,株式会社エス・ジー・シー,機械部品・金型メーカー,求人なし,兵庫県加西市繁昌町534,1982,代表取締役 花田德士,58,300 百万円,,,,
2024-08-01,株式会社九州エフテック,自動車部品メーカー,求人なし,熊本県山鹿市久原4455,1994,代表取締役 生林 俊彦,58,280 百万円,,,,
2024-08-01,株式会社長崎中発,機械部品・金型メーカー,求人なし,長崎県大村市雄ケ原町147-48,2007,代表取締役 髙江 曉,58,430 百万円,,,,
2024-08-01,クリモトポリマー株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,無,大阪府大阪市中央区谷町9-1-22ＮＫ谷町ビル 8Ｆ,2017,代表取締役社長 大宮 敏明,58,100 百万円,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ポリエチレンパイプ・農畜産資材の製造・販売 2022年6月doda掲載求人より引用,
2024-08-01,横浜機工株式会社,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,神奈川県横浜市金沢区福浦2-11-1,1939,代表取締役社長 岡本 勉,57,95 百万円,,,,
2024-08-01,株式会社ダイシン,自動車部品メーカー,求人なし,愛知県名古屋市中村区十王町2-7,1986,代表取締役 佐合 昭宏,57,26 百万円,,,,
2024-08-01,株式会社高見沢メックス,計測機器・光学機器・精密機器・分析機器メーカー,求人なし,長野県佐久市北川525,1988,代表取締役社長 髙見澤 貞之,57,10 百万円,,,,
