更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者,上場市場名
2024-07-01,株式会社シンユウ,自動車（四輪・二輪）メーカー,4,■事業内容「新車」「中古車販売」「車検/一般整備」「板金塗装」と自動車に関わる全てのサービスを本店自社工場にて展開■特徴1995年設立、中古車販売を主力に、徳島本店、松山、高知、高松の４店舗を展開しています。中古車をオークションで仕入れ自社で整備し一般顧客へ販売しており、軽自動車などの低価格帯の中古車販売を得意としリピーター率が高いです。また、自社で販売、修理、検査の全てを行うことが可能で、幅広い対応ができるとともに自社ローンも取扱い、顧客数は順調に伸びています。,徳島県徳島市川内町中島126,1995,,26,10百万円,https://www.sinyu-car.co.jp,,
2024-07-01,有限会社田中鉄工,受託加工業（各種加工・表面処理）,2,【企業概要】■お客様の品質（Quality）価格（Cost）納期（Delivery／Time）にお応えできる会社を目指しています。板金一筋50年の社長が培って来た経験・技術と、それを受け継ぎ日々向上に努めている社員と、新しいデジタル板金工場の技術を使って、お客様のニーズに合った製品を作ることを実践し、お客様に「頼んで良かった」と言って頂けるよう全社員一丸となって取り組んでいます。お客様のパートナーとして幅広いニーズにお応えしていきます。【事業内容】・各種精密板金・レーザー切断加工・タレパン加工・ベンディングロール曲げ加工,広島県東広島市黒瀬町乃美尾4684-1,1981,,16,5百万円,http://tk-tanaka.co.jp/,,
2024-08-01,有限会社桜井工業,受託加工業（各種加工・表面処理）,1,■事業内容： ・板金加工業当社は板金加工業として、筐体、配電盤、医療機器、事務機器、建設機械などに関する製造を手掛けております。一貫生産ができますので設計から始まり、材料調達・ブランク加工・曲げ加工・溶接機械加工・表面処理・組み立て・検査・梱包に至るまで、またお客様のご要望する多品種少量生産から大量生産まで幅広く受け賜っております。,群馬県桐生市新里町小林678-1,1970,,36,5百万円,https://sakurai-kogyo-kiryu.com/,,
2024-08-01,沼田工業株式会社,機械部品・金型メーカー,求人なし,,山形県南陽市池黒1305-6,1969,,,54 百万円,"Failed to retrieve page, status code: 410",代表取締役 沼田 諭,
2024-08-01,株式会社エス・ワイ・エス,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,9,■概要：当社は常に先端的な技術に挑戦し、新たな日本のコンテンツの創造へと結びつけ、社会や文化の発展に貢献している会社です。トレーディングカード等の高度な印刷技術に加え、印刷に伴う複雑な工程を自社工場内で完結させる一貫体制を確立することにより、生産体制の内製化や大量生産化による資源利用の効率化に取り組んで参りました。カードに印刷されているアニメは今や日本を代表するコンテンツです。その印刷に長年携わることで磨き上げてきた当社の技術力、品質管理力は「日本独自の繊細さや先進性を存分に発揮できる」と言っても過言ではありません。,東京都台東区駒形2-5-8,2002,,269,30百万円,http://www.sys-inc.jp/,,
2024-06-01,永興株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容：集塵装置・回収装置・局所排気装置の設計・製造・販売・据付・メンテナンス■経営理念：誠実な企業活動を通して、全社員の幸福を追求すると同時に永続的に成長発展する事で広く社会に貢献します。,群馬県邑楽郡邑楽町狸塚2450-3,1984,45.0,16,10百万円,https://www.t-eicoh.co.jp/,,
2024-08-01,株式会社興和製作所,受託加工業（各種加工・表面処理）,1,■事業内容： モータースポーツ用部品、二輪・四輪自動車試作品、工作機械、医療機器、航空機部品の加工製作,東京都板橋区大山金井町48-6,1960,41.5,24,"10,000百万円",http://kowaseisakusho.jp/,,
2024-07-01,株式会社豊電,建設機械・その他輸送機器メーカー,1,■事業内容： 船舶電気機器・モーターの修理各種制御盤製作及び修理■ビジョン： ～技術と信頼～「豊電」という会社名から導かれる「豊かな電気」という意味をもとに、静岡県静岡市清水区で船舶の電気メンテナンスをしています。常にお客様の立場に立ち、迅速・丁寧に技術と信頼をお届けします。現在数少なくなってきている船舶電気機器・モーターのメンテナンス修理を行っている当社。日本全国・海外からも引き合いが多く、需要が減らない業界です。,静岡県静岡市清水区愛染町45,1986,,9,10百万円,https://www.big-advance.site/s/124/1941,,
2024-07-01,光化繊株式会社,自動車部品メーカー,2,■企業概要：当社は昭和32年創業し、創業当初は紡績業としてスタートし、現在は主に自動車用吸音フェルトを製造しています。2001年に立ち上げた不織布事業は、合成繊維原料を用いた、エンジン周りの吸音材・フロアカーベットの内装材など自動車用不織布製品が9割以上を占めております。特に白のペットフェルトを強みに、豊富なサイズと種類で製造しています。白色製品は、他の色と比較して原料の繊維が細く密度が高くなるため吸音性能が高く、主に高級車に使用されております。,愛知県安城市西別所町山新田66,1957,40.0,13,10百万円,https://www.hikarikasen.com/,,
2024-07-01,株式会社松江鉄工所,機械部品・金型メーカー,2,"■事業内容： 自動車部品金型製作■特徴（TOPICS）： 自動車部品のプラスチック製品用金型を製造するメーカーです。電子デバイス用精密金型から1,300トン（成形機）クラスの金型を同一の生産工程にて設計・製作、組付けを行っています。金型は国内トップクラスの成形サイクル（ハイサイクル）に対応できる仕様を実現させ、常に最新の技術をもって高品質、低コスト、短納期に応える金型づくりを行っており、地域内でも優位性をもつ加工能力を保持しています。",愛知県碧南市相生町1-50,,,42,10百万円,なし,,
2024-08-01,福山鋳造株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容： 鋳鉄品の生産・販売■当社の特徴：福山鋳造は、広島県福山市野上町で1934年に創業しました。自動車、工業機械、印刷機械、油圧機械、製紙機械など、幅広い機械部品に対応しています。,広島県福山市野上町1-9-9,1937,41.3,84,10百万円,http://www.fukuchu.co.jp/index.html,,
2024-08-01,株式会社カナヤ,受託加工業（各種加工・表面処理）,3,■事業概要：株式会社カナヤは1967年（昭和42年）の創業以来、工作機械を駆使した金属部品加工を手がけてまいりました。 創業当時より「お客様第一主義」をモットーに、いかに「早く」「正確に」「丁寧に」を心がけ、時代に合った技術・サービスを提供できるよう愚直に取り組んできております。 近年は工作機械の進歩も著しく進む中、弊社ではその使い手である人材の教育にも力をいれ、「社員の成長なくしてお客様の満足は得られない」という思いから全員参加型経営の取組みを実践し、社員一人ひとりの自主性と自発的行動を推進しております。,奈良県橿原市新堂町369-1,1967,38.0,25,10百万円,https://www.kanaya-g.co.jp/,,
2024-05-01,有限会社レック,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容・電子システム機器の設計・製作・販売 ・電子システム機器関連のソフトウェアの開発と販売 ・労働派遣法に基づく特定派遣事業,滋賀県栗東市小柿1-1-17,1995,,20,24百万円,https://lec.ne.jp/,,
2024-07-01,有限会社重松鉄工所,造船・重工業,1,■事業内容：船舶エンジンの修理・メンテナンス■事業の特徴：1927年に設立された同社では、拠点を広島県豊田郡として事業を行っています。,広島県豊田郡大崎上島町木江1-3,,,7,5百万円,http://www.shigematsu-tks.co.jp/,,
2024-07-01,株式会社シンセイ,機械部品・金型メーカー,6,■概要創業当時から最新のマシニング加工、フライス加工を中心とした加工を行っています。最新鋭の機械を導入し、多品種少量生産を中心とした加工を主に行い、試作から量産まで対応。取引企業との信頼関係をより強固にするとともに、社会や時代の変化に動じることなくスピーディーに対応できる変化対応型企業への進化を目指しています。,滋賀県彦根市高宮町2804-1,1990,,40,10百万円,https://sinnsei.co.jp/,,
2024-06-01,株式会社吉沢製作所,機械部品・金型メーカー,1,■事業内容： 自動車部品生産設備の機械製作における部品の加工を行っています。「技術力と対応力のある企業」を目指して少数精鋭で常に新しいものに挑戦し、小回りが利きお客様と一緒にものつくりに取り組んでいます。,愛知県名古屋市南区南野2-97,1960,,2,10百万円,https://www.big-advance.site/s/127/1712,,
2024-08-01,シンコー株式会社,受託加工業（各種加工・表面処理）,6,■事業概要：金属焼付塗装業、精密板金業■事業詳細：ISO14001認証取得（1）塗装部門：社内板金加工品及び顧客からの製品に対しての塗装加工。大型部品の量産から単品・多種少量製品まで顧客の多様な要望に応えています。塗装の中でも金属焼付塗装に力を入れています。製品に対しての塗装仕様の対応も行っています。（2）板金部門：NC・ターレットパンチ・レーザー複合機・ブレーキプレス・スタッド溶接・溶接組立てによる薄板精密板金加工を行っています。,滋賀県草津市笠山2-5-2,1976,,23,27百万円,"Failed to retrieve page, status code: 410",,
2024-07-01,株式会社ユーテック,受託加工業（各種加工・表面処理）,1,■事業内容： ＜設計事業部＞1.各種産業機械 設計・製図2.圧力容器（熱交換器、塔・槽類） 設計・製図3.配管、架台 設計・製図4.設計技術者派遣業務＜表面処理事業部＞1.溶射、コンポジットメッキ、テフロンコーティング等、各種表面処理2.機械加工、鋳物修理、硬化肉盛、粉砕刃、スクリュー等修理3.溶射装置及び周辺機器販売＜人材派遣事業＞1.労働者派遣事業（派 35-300252）,山口県宇部市中央町3-12-22,1995,,23,8百万円,https://www.utec-engineer.co.jp/,,
2024-08-01,日研工業株式会社,機械部品・金型メーカー,1,■事業内容：精密円筒研磨■メッセージ：当社では空調機で工場内温度を管理し、金属の膨張・収縮を制御コントロールして製品を仕上げております。お客様の高いご要望に応えられるよう従業員一同、日々研鑽を重ねており、多種多様な金属の研磨加工は1000分の1ミリ以上の制度で期待にお応えいたします！■対応金属：ステンレス304（SUS・サス）、鉄、各種メッキ金属、鋳鋼、チルト、特殊合金など■対応形態：円筒金属、精密シャフト、各種コーティングロール、ラジアルクラウンロール、グラビアロール、コンマロール、チルドロール、圧延ロール、その他ロール関係、工作機械の精密部品にも対応可能,大阪府大阪市東淀川区豊里3-6-9,,,7,10百万円,http://towncorp.jp/nikken/,,
2024-07-01,株式会社光製作所,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,＜企業概要＞： ・輸送機器用及び建設機器用部品の機械加工、プレス、溶接及び組立て,滋賀県近江八幡市鷹飼町1526YP2 2F,1964,41.0,70,10百万円,http://www.kk-hikari.co.jp,,
2024-08-01,株式会社ミワテック,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,求人なし,,愛知県名古屋市緑区野末町503,1990,,,10 百万円,"Failed to retrieve page, status code: 410",代表取締役 美和 慎一郎,
2024-08-01,株式会社インテック,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業概要：同社の製品は国際非開削技術協会という世界的な場で最優秀賞を受賞するなど、世界でも有数のシールドマシンであり、企業様の要望に合わせて一品一様で設計・製造・販売・整備を行う建機メーカーです。中心事業としては、各種建設設備の計画・製作、建設機械の整備修理 各種機械ならびに付帯設備の据付関連工事の計画、設計ならびにコンサルティング業務を行っております。,大阪府大阪市浪速区桜川3-6-5,1997,39.0,16,10百万円,"Failed to retrieve page, status code: 410",,
2024-05-01,株式会社メタルテック,自動車部品メーカー,1,■自動車部品・産業車両部品の開発・設計・製造■各種金型・治具の開発・設計・製造◎メタルテックは1923年（大正12年）創業以来、社是であるSINCERITY「誠」・RELIABILITY「信」・UNITY「和」を守りながら一貫して板金加工を手掛け、特に昭和30年代のモータリゼーションの発展とともに自動車ボディ部品製造を拡大してまいりました。,愛知県小牧市村中唐曽1418,2004,,651,7億8000万円,https://metaltech-ltd.jp/,代表取締役 矢島 隆一,
2024-06-01,株式会社プラスワールド,受託加工業（各種加工・表面処理）,1,■事業内容：各種架台、パレット、専用機、治具の製造販売溶接、塗装、金属加工業務請負その他各付随業務技術力が認められています！自社ブランド『NaturePlus』も展開！さまざまな業界の様々なものを製造しています。HPに過去の実績なども紹介しているのでぜひご覧ください。,愛知県春日井市牛山町2780-1,1998,,10,10百万円,https://www.plusworld.co.jp/,,
2024-07-01,株式会社松永製作所,機械部品・金型メーカー,1,【営業品目】プレス加工、レーザー加工、溶接加工、切削加工、板金加工【製作品目】消火器部品、調理器具、自動車部品、産業機械部品、建材など,大阪府茨木市松ヶ本町9番14号,1948,34.0,48,"1,000万円",https://matsunaga-works.co.jp/,代表取締役社長 松永 考司,
2024-07-01,株式会社茨城電材工業,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容：発電動機、車輌用インバータ、変圧器、遮断器及び配電盤用部品製造他、非金属の加工,茨城県日立市東大沼町1-3-22,2006,45.0,15,8百万円,http://www.ibaraki-denzai.jp/,,
2024-07-01,山形エム・シー株式会社,受託加工業（各種加工・表面処理）,2,■事業内容： 金属焼付塗装事業、太陽光発電事業、不動産賃貸事業■同社の特徴：従来同社は、関連会社に対する不動産賃貸及び太陽光発電事業を行ってきました。最近、系列である金属焼付塗装会社の設備が老朽化し、このまま放置する訳にもいかず、思い切って同社に於いて、塗装工場を新設し、同社が主体的に塗装事業を展開することにしました。設備は、業界の雄である日本パーカライジング株式会社に設計・施行を任せ、2018年7月10日吉日を朴して落成記念祝賀会を開催しました。今後この事業に対し、貞観政要の故智にならい「創業は易く守成は難し」をしっかりと胸に抱いて、更なる飛躍の為に、日々精進していきます。,東京都町田市原町田4-9-8-2707,1983,38.0,134,53百万円,http://yamagata-mc.jp/,,
2024-08-01,株式会社ベンカン,機械部品・金型メーカー,1,■今後ベンカンでは、メカニカルジョイントのノウハウを活かして、戸建住宅、集合住宅などの住まいやホテル、商業、インテリジェントビル、病院、プラントなどの多様化する各施設の各種配管に対して様々なご提案をさせていただきます。,群馬県太田市六千石町5-1,2002,40.0,100,100百万円,https://www.benkan.co.jp/,,
2024-08-01,有限会社小塩製作所,受託加工業（各種加工・表面処理）,8,■企業概要：当社は昭和46年に設立。主にトラックや建設機械部品の加工、製造を行っています。材料調達→切断→曲げ→溶接→納品、と一貫して対応しています。図面を1枚頂ければ最小ロット1個から受け付け、1工程最短2日で出荷する短納期対応も可能です。■事業内容： レーザー切断加工ベンダー曲げ加工溶接加工(ロボット溶接、手溶接)スポット溶接加工その他の加工■特徴（TOPICS）： 当社は、Teir2の部品メーカーで、当社が関わった部品は、大手トラックメーカーや大手建設機械メーカーに導入されています。,埼玉県さいたま市岩槻区浮谷741-2,1971,,27,3百万円,https://koshio-seisaku.co.jp/,,
2024-06-01,株式会社通電技術,計測機器・光学機器・精密機器・分析機器メーカー,4,■事業内容：建設事業関連の電気設備・通信設備・防災設備・情報処理システム、光ネットワークシステム等の計画・調査・設計・監理及び維持保守、特定労働者派遣事業等の事業を行っています。,北海道札幌市白石区平和通2北11-20,1988,,73,20百万円,https://tsuuden.co.jp/,,
2024-07-01,株式会社ストルアス,計測機器・光学機器・精密機器・分析機器メーカー,1,■事業内容：ストルアス社（本社デンマーク）の100％出資企業・日本法人として、金属・工業材料組織検査用試料準備装置及び付帯関連消耗品の輸入販売を行っています。販売商品は、切断機、埋め込みプレス、研磨機、琢磨機、付帯消耗品、硬度計です。,東京都品川区東五反田3-14-13高輪ミューズビル1F,1956,,46,50百万円,http://www.struers.com/,,
2024-06-01,ズース・マイクロテック株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容： （1）半導体業界向け製造装置の開発（2）販売及び技術サービス ■特徴（ＴＯＰＩＣＳ）：同社は1949年にドイツで設立された半導体製造装置の開発・製造会社です。70年を超える専門技術の蓄積を活かし、最先端の塗布・現像装置・一括露光装置・ウエハー接合装置を製造しています。 研究開発機関や企業との密接な協力により、３Ｄインテグレーション、ナノインプリントなどの次世代技術やＭＥＭＳ、ＬＥＤ製造におけるキープロセスの開発に貢献しています。,神奈川県横浜市港北区新横浜3-8-11,1988,,8,30百万円,https://www.suss.com/jp.html,,
2024-08-01,株式会社三洋物産,アミューズメント・エンタメ・ゲームメーカー,19,■事業内容：遊技機の開発・製造,愛知県名古屋市千種区今池3-9-21,1968,,613,100百万円,http://www.sanyobussan.co.jp/,,
2024-08-01,株式会社ジャスコ,計測機器・光学機器・精密機器・分析機器メーカー,3,■事業内容： （1）非破壊検査（2）コンクリート内埋設物調査（3）配管劣化診断調査（4）コンクリート構造物調査,神奈川県横浜市港北区新横浜1-23-3,1973,,96,23百万円,http://www.kk-jasco.co.jp/,,
2024-08-01,ユニパー株式会社,建設機械・その他輸送機器メーカー,1,（1）荷揚げ機・電動ウインチ製造・販売（2）建設用機械の企画製造並びに販売（3）農業用機械の企画製造並びに販売（4）上記各号に付帯する一切の業務建築分野で「揚げることへの挑戦」を使命とし、建設用仮設リフトの製造メーカーとして全国に製品を提供しています。製品は住宅やマンションの建設現場、メガソーラー、高速道路、などで使用され、お客様からは高い評価をいただき、ユニパーブランドを確立しています。,神奈川県横浜市都筑区大熊町814,1985,43.0,17,"4,000万円",https://www.uniper.co.jp,代表取締役社長 村野 光英,
2024-08-01,株式会社ノバセイコー,機械部品・金型メーカー,1,精密金型の設計・製作省人設備の設計・製作各種治具の設計・製作,神奈川県横浜市港北区樽町4-7-6,,,,,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010879048/: 'NoneType' object has no attribute 'get',代表取締役 金子 博治,
2024-08-01,株式会社ノア,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,11,■事業内容：・半導体や液晶製造装置の保守点検等のサービス部門の請負業務・旧タイプ半導体製造装置の部品設計および製造・半導体製造装置の立ち上げ、改造、修理、オーバーホール作業・労働者派遣事業,神奈川県横浜市旭区さちが丘148-4-403,1998,39.0,215,10百万円,http://www.fenoax.com/,,
2024-08-01,協立精機工業株式会社,自動車部品メーカー,2,■事業内容： クレーンやリフトなどのバランスを取るおもりである「カウンターウェイト」の製造、販売を行なっています。カウンターウェイトには、鋳物と製缶製の2種類があり、鋳物製カウンターウェイトを得意としています。現在は鋳物製が同社の主力製品となっていますが、今後は顧客ニーズに合わせ製缶製へも進出していく予定です。以前は製造を全て国内工場で行なっていましたが、現在は中国の関連会社に移管しています。,埼玉県久喜市桜田5-18-10,1960,,20,32百万円,"Failed to retrieve page, status code: 410",,
2024-08-01,株式会社藤和プレス,受託加工業（各種加工・表面処理）,1,■企業概要：当社は、1991年法人設立の自動車やモーターの部品などのプレス金型業者です。設計・製作・プレス加工・組立・販売を一貫体制で行ない、高い技術力により、大手メーカーと安定的な取引をしています。■事業内容：・自動車部品・モーター部品・空圧機器部品・太陽光発電パネル架台・住宅用建築金物・オフィス用什器部品 ほか,埼玉県行田市野3666-8,1991,39.0,76,22百万円,http://www.towa-prs.jp,,
2024-07-01,有限会社フジ精密工業,機械部品・金型メーカー,2,プレス金型の設計製作からプレス加工まで一貫加工を行います。単発金型による小ロット多品種に対応しております。当社の製品は自動車や産業機器、医療機器など幅広い完成品に使用されています。■事業詳細：・各種プレス金型：3DCADを使用しわかりやすい設計、品質の安定性、生産性、メンテナンス性、安全性を踏まえた設計をしています。・各種プレス加工・板バネの製造：板バネとは、ばね鋼など金属薄板のもつ弾性変形によるエネルギー吸収と復元によるエネルギー放出を利用したばねです。特に決まった形状があるわけではなく様々な使用用途に合わせて設計します。,長野県上伊那郡辰野町大字伊那富7391-3,1974,40.0,24,6百万円,http://www.fuji-seimitsu.jp/,,
2024-08-01,有限会社静岡自動機製作所,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,5,■事業内容： 壜詰包装機械・各種自動機の設計・製作・販売・工事■基本理念：（1）機械造りはお客様の気持ちになって…「自分が使う機械」をめざします。（2）職場は修行の道場です…常に切磋琢磨し、「社会人」として成長することをめざします。（3）初心忘れるべからず…始めの意気込みを忘れることなく、いかなる苦難困難にも挑みます。,静岡県静岡市清水区吉川1007,2001,46.0,19,10百万円,http://www.sjc2001.com,,
2024-07-01,株式会社長坂エムティーエー,受託加工業（各種加工・表面処理）,1,■事業内容：株式会社長坂エムティーエーは、主に自動車業界向けに金属加工を手掛けています。マシニング、NC旋盤を利用し、メーカーの自動車試作品の部品をメインに加工を行っております。,愛知県大府市北崎町午原54-2,,,4,,なし,,
2024-08-01,株式会社ジャストプロダクツ,機械部品・金型メーカー,1,■事業内容：受配電盤・制御盤業界に銅バー加工品の製造販売,愛知県春日井市下条町3-2-9,1997,36.0,15,10百万円,https://just-products.jp/,,
2024-06-01,有限会社中国金型,機械部品・金型メーカー,1,■事業内容： ⇒当社は、主に新聞オフセット輪転機、商業用オフセット輪転機の版に関連した精密機械部品を加工しています。お客様固有のオーダーにも対応し、細部まで高度に仕上げる加工技術が自慢です。中でも、長尺部品のミーリング加工（回転工具による面加工）を最も得意としています。ものづくりの原点である絶え間ない工夫を忘れず、お客様に感謝される製品づくりを通して、社会へ貢献いたします。■特徴：当社の製品は、長尺部品のミーリング加工（回転工具による面加工）をもっとも得意とし、お客様に最も信頼される製品を作ることを目指しております。広島県働き方改革実践認定企業取得しております。,広島県竹原市吉名町992-7,1971,,13,9百万円,https://mc-t.co.jp,,
2024-08-01,有限会社中條工機,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容： 産業機械、省力化機械部品、治工具製造■特徴： ・各種産業機械、省力化機器、治工具等部品製造、小ロットはもとより単品加工を得意としております。・小型製缶物溶接後の機械加工における制度を切削加工にて平行度、直角度、平面度0.02mm以内に加工する技術をもっております。,山形県米沢市広幡町成島字六月在家2059-3,1974,52.8,13,10百万円,https://nakajo-kouki.jimdo.com/,,
2024-06-01,清水製作株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容： 各新聞社向けのオフセット輪転機用ブランケット洗浄装置各種、新聞用PS版製版ライン他刷版製作の周辺機器、ビジョンベンダー、紙面検査装置の開発、製造,東京都港区芝浦3-17-10,1937,,27,32百万円,http://www.smzs.co.jp/category/1611722.html,,
2024-06-01,テクノタカギ株式会社,建設機械・その他輸送機器メーカー,1,【コンベアシステムの設計から製作まで自社工場で行っています】■事業内容：・製造工場や物流拠点などのローラーコンベア、フリーコンベア、搬送機の設計、製造・工場内のコンベアの設置作業や増設や改造、電子制御の設置,岐阜県可児市柿下634,1979,42.0,75,50百万円,http://www.technotakagi.jp/pc/index.html,,
2024-08-01,光洋技研株式会社,機械部品・金型メーカー,1,■事業内容：LMシステム部品精密加工■事業の特徴：豊かな人間性と合理的な生産性が融合する同社の工場で次々と産声をあげる精密部品および精密加工機器。その一つひとつは人々の暮らしの中で直接目にすることはできませんが、日々進化するオートメーションシステムの中で重要な役割を果たしています。言わば人々の快適な生活を陰で支える「縁の下の力持ち」。同社の技術が生み出す製品の向こうに広がる豊かな未来を見据え急速に進むテクノロジーを駆使しながら限りない可能性を追求していく。挑み、拓き、創り続けること、それが同社の普遍のテーマです。,岐阜県各務原市蘇原東島町2-31-1,1984,,245,30百万円,http://koyogiken.com/,,
2024-07-01,有限会社大藤機工,自動車（四輪・二輪）メーカー,1,■事業内容： 製造業請負業（メーカー内での新車出荷準備）■当社の強み：大手自動車メーカー「スズキ」の協力会社として、製造ラインの最終工程で、保護シートを新車に貼り、保菅場所への運転移動の業務を担っております。工場は湖西工場と相良工場を担当し、100名近くの従業員が働いております。新車の出荷準備が当社の安定した業務で実現されており、これまでの信頼関係を構築してきました。今後も地元大手企業とともに地域発展のために尽力していきます。,静岡県浜松市中央区木戸町14-1,1985,,97,3百万円,なし,,
2024-08-01,株式会社テイ・アイ・エス,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：1.産業用ロボットのセットアップ事業（構想／設計／製作／施工／保守）2.協働ロボットのセットアップ事業3.自動化、省力化設備のセットアップ事業4.デジタルエンジニアリング全般（3Dシュミレーション／3D試作モデルの製作）5.設備改造などのリバースエンジニアリング全般,愛知県岡崎市大門5-8-12,1997,,23,30百万円,http://www.tis-inc.com/index.html,,
2024-08-01,株式会社コスモ技研,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,13,■事業内容：「ロボットによる無人化ＦＡシステム」 化学・重工業・工作機械・航空・医療・医薬・食品業界等のスマート工場エンジニアリング,愛知県小牧市入鹿出新田285,1999,,30,68百万円,https://www.cosmo-gi.com/,,
2024-05-01,株式会社岡本建設用品製作所,機械部品・金型メーカー,1,■事業内容： コンクリートパイル継手金具一式・鋼管杭特殊継手,大阪府東大阪市長田中2-2-30,1937,,104,50百万円,http://okamoto-mfg.jp/,,
2024-08-01,株式会社汎建製作所,建設機械・その他輸送機器メーカー,2,■事業内容： 国内最大手、世界でも活躍する大手建設機械メーカーの建設機械、農業機械用のタンク、マフラなどをはじめ、様々なジャンルの外装部品を手掛けています。複雑な形状の加工や大型の部品などにも対応しています用途に応じて特殊性・多様性を増すハコモノを、お客様のご要望に応じ、設計から製造まで一貫して、独自の技術と妥協なき品質で製造できることが当社の強みです。大正12年の創業以来、長い年月を重ね積み上げてきた独自のノウハウ、そして飽くことなき新しい技術への挑戦により、高品質かつ低コストを実現するための生産技術を確立し、お客様に確かな品質と安定した納期を提供しています。,奈良県磯城郡川西町唐院712-3,1957,,67,38百万円,https://www.hanken-works.co.jp/,,
2024-06-01,東亜メッキ株式会社,機械部品・金型メーカー,1,■事業内容：電気亜鉛メッキを中心に無電解ニッケルメッキ、アロジン処理、電解研磨を行っています。■主要生産品：自動車部品、計量部品、洗浄機、建築資材,山形県山形市北町3-2-11,,,21,10百万円,なし,,
2024-07-01,株式会社ヒカリ電機製作所,計測機器・光学機器・精密機器・分析機器メーカー,1,■事業内容：電子計測機器の受託生産,大阪府高槻市南庄所町5-1,1985,39.0,210,22百万円,https://www.hikari-denki-web.jp/,,
2024-06-01,ＩＫＯＭＡロボテック株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容： 産業用ロボット周辺装置、各種FAシステム設計製造,岡山県津山市戸島634-28,1998,39.0,65,26百万円,http://www.ikoma-rb.com/,,
2024-06-01,株式会社エイチ・アイ・デー,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容：（1）ロボット（自動化）設備…顧客の要望に応じた自動化設備をワンストップサービスにて提供可能です。（2）開発・設計サービス（機械設計・制御設計・ソフト設計、CAE解析、ロボットシミュレーション・OLPデータ作成／変換）…同社では長年に渡りロボットメーカ・自動車メーカーから開発設計を受注してきました。（3）アプリケーションソフト開発…IoTやm2mを活用し、スマート管理、スマート運営システムを提案します。（4）総合建築…一般店舗から薬局などの店舗設計・施工を行っています。（5）商品情報…同社では、様々な環境下でも高い汎用性と実用性のある商品を開発しています。,福岡県北九州市八幡西区夕原町10-13,2000,33.5,92,10百万円,http://www.kk-hid.co.jp,,
2024-07-01,ウェーブテクノロジー株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容：フラッシュメモリをはじめとする半導体メモリのテバイスプログラマの開発、製造、販売を行っています。,東京都千代田区神田須田町2-2-2神田須田町ビル9F,1996,50.0,7,44百万円,https://wavetechnology.co.jp/,,
2024-07-01,株式会社ヒューマックスジャパン,電子部品メーカー,1,韓国Humax社の日本法人として2001年に設立しました。衛星放送・ケーブルＴＶ放送用STBの販売事業からスタートし、現在ではShared Mobility統合プラットフォームなどDXソリューションも展開しております。親会社である韓国Humaxは1989年創業でデジタル技術を中心に研究を行ってまいりました。その結果1996年アジア初、世界では3番目でデジタル衛星放送受信用セットトップボックスの開発に成功し、現在は世界のゲートウェイ市場をリードする会社として成長しました。,東京都新宿区神楽坂6-46ローベル神楽坂ビル 6F,2001,40.0,6,80百万円,https://jp.humaxdigital.com/,,
2024-08-01,株式会社キーズファクトリー,アミューズメント・エンタメ・ゲームメーカー,4,■事業内容：現在、以下の2つを中心に、事業展開しています。【ゲームアクセサリービジネス】 任天堂ライセンスメーカーとして、ゲーム機の周辺アクセサリー商品（収納ケースや保護カバーなど）の企画、開発、販売を行っています。【デジタルコンテンツビジネス】 家庭用ゲームソフトなどの企画・開発・販売を行っています。,静岡県静岡市葵区末広町83-1,2002,36.1,15,30百万円,http://www.keysfactory.co.jp/,,
