更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,上場市場名,代表者
2024-08-01,株式会社五十嵐電機製作所,自動車部品メーカー,12,■事業内容： 小型直流モーターの開発・製造・販売,神奈川県川崎市幸区遠藤町49-1,1952,44.9,4700,20百万円,http://www.jp-igarashi.com/,,
2024-06-01,株式会社昭特製作所,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■概要国内ナンバーワンのカメラサポート機器メーカーとして高い技術力と信頼性に評価をいただいております。,神奈川県川崎市高津区二子6-10-10,1944,,424,99百万円,https://www.shotoku.co.jp/,,
2024-08-01,株式会社富士通ゼネラル,総合電機メーカー,27,■要約：世界初の機能である「お掃除おまかせフィルター」を搭載した家庭用エアコン「ノクリア」等、数々の世界初の製品や技術力を持つグローバルカンパニー。■主力事業：家庭用／ビル用エアコン等の「空調機器事業」、セキュリティーネットワークを開発する「情報通信ネットワーク事業」、外食／専門店向け各種システムの構築を行う「システム事業」、車載カメラ、パワーモジュール等の「電子デバイス事業」等,神奈川県川崎市高津区末長3-3-17,1936,41.9,1658,"18,089百万円",http://www.fujitsu-general.com/jp/,プライム市場,
2024-06-01,東信電気株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,1,■事業内容：以下の事業を展開しています。 (1)EMS（Electronics Manufacturing Service）事業：日本、香港、中国を拠点に電子機器の開発～資材調達～生産～ロジスティック事業まで顧客のトータルにサポートを実現します。(2)ソリューション事業：ネットワーク構築から業務アプリケーション、WEBサイト構築までITに関する顧客課題を解決します。(3)エンジニアリング事業：電子機器・IT関連・通信機器・医療機器等、多岐に渡る分野で回路設計機構・メカトロ設計技術とソフト開発技術を基軸に顧客のニーズに応えます。,神奈川県川崎市麻生区栗木2-6-4,1950,35.0,108,100百万円,http://www.toshin-et.co.jp/,,
2024-07-01,日本光機工業株式会社,計測機器・光学機器・精密機器・分析機器メーカー,1,"■事業内容： 航路標識、航空標識、道路標識用品の製作・販売及び関連する工事の請負、レンタルが主な事業です。光を追及して100年、日本で唯一""航路標識""""航空標識""両方を手掛ける特殊照明メーカーとして官公庁を中心に同社の製品を導入いただいています。第一次世界大戦で輸入の途絶えた灯台用ﾚﾝｽﾞの国産化を目指して設立された会社ですが、現在では陸・海・空の交通インフラに対するソリューションを提供する会社に発展しています。東日本大震災以降節電、省エネが強く求められるようになっておりますが、同社のLED標識灯の省エネ度は業界トップの実績があります。",神奈川県横浜市金沢区福浦2-7-18,1919,47.0,82,60百万円,https://www.nipponkoki.co.jp/,,
2024-07-01,レーザーテック株式会社,計測機器・光学機器・精密機器・分析機器メーカー,17,■事業内容：下記製品の開発・製造・販売・サービス(1)半導体関連装置(2)FPD関連装置(3)レーザー顕微鏡,神奈川県横浜市港北区新横浜2-10-1,1960,40.8,859,931百万円,"Failed to retrieve page, status code: 410",プライム市場,
2024-08-01,ユテクジャパン株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,5,ユテクジャパン株式会社は117年の歴史を持つCastolinグループの日本法人です。溶接・溶射の専門プロバイダーとして、1959年7月に設立致しました。主な事業内容は、溶接・溶射の材料・機器の販売、及びそれらを用いた工事施工を行います。国内11ヶ所の営業所と6ヶ所の工場で日本全国をカバーします。家電、自動車、飛行機、建物、リサイクル、食品工業など、製造や生産の現場で活躍する機械設備は日々摩耗します。,神奈川県横浜市戸塚区柏尾町294-5,1959,45.7,166,184百万円,http://www.eutectic.asia/,,
2024-08-01,プレス工業株式会社,自動車部品メーカー,25,【プライム市場の自動車部品メーカー／日本国内のあらゆる自動車メーカー・部品メーカーと取引があります】■事業内容：・自動車関連事業…フレ－ム、アクスルハウジング、アクスルユニット、パネル、プレス用金型、自動溶接機器、その他の自動車部品等・建設機械関連事業…建設機械用キャビン、その他の建設機械用部品等・その他…建築関連部品、立体駐車装置等,神奈川県川崎市川崎区塩浜1-1-1,1934,,1802,"8,070百万円",http://www.presskogyo.co.jp/,プライム市場,
2024-07-01,SWCC株式会社,電子部品メーカー,23,■事業内容： 電線・ケーブル、電力機器部品、巻線、光ファイバケーブル、情報機器用ローラ、免震・制振材、防振ゴム等の製造・販売,神奈川県川崎市川崎区日進町1-14JMF ビル川崎 01,1936,45.4,1600,"24,221百万円",http://www.swcc.co.jp/,プライム市場,
2024-08-01,株式会社タンガロイ,機械部品・金型メーカー,9,■概要：粉末冶金製品、超硬工具および窯業製品の製造ならびに販売。,福島県いわき市好間工業団地11-1,1950,41.0,1557,"8,000百万円",https://www.tungaloy.com/jp/,,
2024-08-01,日本エバレット・チャールス株式会社,電子部品メーカー,無,産業用電子機器自動組立装置、電子測定機器及びこれらの部品、構成部品の製造、輸出入、販売 2024年5月doda掲載求人より引用,神奈川県横浜市中区花咲町1-18,1981,,,100 百万円,"Failed to retrieve page, status code: 410",,代表取締役 石井 英二
2024-07-01,大川原化工機株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■概要：大川原化工機(株)は大小規模のスプレードライ、スプレークール、流動造粒スプレードライヤ、排ガス処理の技術を提供しております。様々な業界に、多方面に亘るプロセスがあり、顧客の要求に応えて種々の液体原料から紛体製品を生産することは不可欠となっています。この分野におけるリーディング企業として、弊社はお客様の製品づくりのお手伝いを、原液処理から包装まで、エンジニアリングと装置化提案を通して日々実行しています。これからも、粒子づくりのノウハウの維持拡大のために積極的に努力して参ります。,神奈川県横浜市都筑区池辺町3847,1980,46.0,90,88百万円,http://www.oc-sd.co.jp/,,
2024-07-01,株式会社太陽システム,電子部品メーカー,3,■事業内容： システム保守点検、電気工事業、電気通信工事業、制御設計、制御盤製作、板金加工、技術派遣、不動産賃貸業,神奈川県横浜市中区富士見町3-2,1980,,79,65百万円,https://www.taiyo-system.co.jp/,,
2024-07-01,株式会社丸屋神奈川製作所,機械部品・金型メーカー,1,工業用電気ヒーター、乾燥装置、制御装置の製造、販売,神奈川県横浜市鶴見区駒岡２－２－１３,1964,,10,1000万円,http://www.maruyakanagawa.com,,代表取締役社長 山本 公彦
2024-08-01,株式会社ユー・アール・ディー,電子部品メーカー,4,■事業内容：1．電流センサ開発・製造・販売2．省電力対応機器（エコロジーパーツ）製造・販売3．応用製品開発・製造・販売,神奈川県横浜市鶴見区末広町1-1-52,1973,45.0,44,20百万円,https://www.u-rd.com/company/,,
2024-08-01,飛鳥特装株式会社,自動車（四輪・二輪）メーカー,2,■事業内容：1．シャシ改造2．特装車両の製作3．自社開発製品の製作、販売4．海外部品の輸入、販売5．海外多目的特殊車両の輸入、販売■具体的には：・車両販売：トラック、バス、特装車、ボディー、新車、中古車、輸入車・塗装・架装：改修、改造、特装車、ボディー、オプション部品組換・輸入代理店：ボス（スノウプラウ）、HAKO（シティーマスター、マルチカー）,神奈川県相模原市緑区長竹295-1,1982,,56,99百万円,https://www.aska-acg.com/aska-motor,,
2024-07-01,株式会社インターアクション,計測機器・光学機器・精密機器・分析機器メーカー,1,■事業内容：【IoT関連事業】【環境エネルギー事業】【インダストリー4.0推進事業】,神奈川県横浜市金沢区福浦1-1横浜金沢ハイテクセンタービル14F,1992,41.0,126,"1,760百万円",http://www.inter-action.co.jp/,プライム市場,
2024-08-01,ベクターセミコン株式会社,計測機器・光学機器・精密機器・分析機器メーカー,1,■事業内容： ・半導体、液晶パネル業界向けの研究開発用に特化したプローバーの製造、販売、サービス・デバイス向けのオートメーションターンキーソリューションの販売、サービス＜販売品目＞半導体解析装置、セミオートプローバー、マニュアルプローバー、温度コントロールシステム、その他解析装置、高周波プローブ,東京都荒川区西日暮里2-43-2,1993,47.0,7,24百万円,"Failed to retrieve page, status code: 410",,
2024-06-01,エルナー株式会社,電子部品メーカー,10,■事業内容：1937年設立、電子部品（コンデンサ）の製造・販売を主力事業としています。■特徴：電子部品メーカー「太陽誘電株式会社」のグループ会社としてコンデンサの製造販売に特化しています。取扱製品：アルミ電解コンデンサ・導電性高分子アルミ固体電解コンデンサ・電気二重層コンデンサを製造。主取引先：海外の有力自動車メーカー/自動車部品メーカーと取引。超小型化や多層化、新素材や高 度な処理加工技術の導入などデジタル機器の高密度化に対応し、更なる飛躍を目指してダイナミックな活動を続けています。■ミッション：おもしろ科学で より大きく より社会的に,東京都中央区京橋2-7-19,1937,43.0,2155,100百万円,https://www.elna.co.jp/,,
2024-08-01,株式会社ＫＥＬＫ,半導体メーカー,8,■概要：当社は大手建設機械メーカーコマツの100％子会社です。コマツでの熱電素子の研究をルーツに設立された小松電子工業(株)から派生したのが当社です。■事業内容：「温度をつくり、温度でつくる」を自らの使命として、技術革新の著しい半導体産業や光通信産業を中心に、性能・機能・信頼性を高度に追求した温度制御製品を提供しています。半導体の製造装置に組み込まれる「温度調節機器」や、インターネットを通じたデータ通信用の光ファイバーの中を流れるレーザ光の波長を一定に保つために、レーザーダイオードの温度を一定に「熱電素子」で世界で高いシェアを誇ります。,神奈川県平塚市四之宮3-25-1,1966,41.0,347,390百万円,https://www.kelk.co.jp/,,
2024-07-01,油研工業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,4,■事業概要： 「YUKEN」ブランドとして有名な国内における油圧専業トップメーカーが同社です。1956年の設立以来、油圧一筋に歩み続け、広く産業界に油圧機器、油圧システムを供給しています。油圧機器は直接目に触れる機会は多くありませんが、航空機、大型タンカー、遊戯用機械、製鉄設備、工作機械、プレス機械などあらゆる産業機器の動力源として活躍しています。また、IT機器のプラスチック部分の成形に使用される射出成形機などにも搭載されていることから、最先端技術を支える重要な要素機器としても大いに貢献しています。,神奈川県綾瀬市上土棚中4-4-34,1956,42.6,1260,"4,109百万円",https://www.yuken.co.jp/,スタンダード市場,
2024-07-01,エムデン無線工業株式会社,機械部品・金型メーカー,1,■事業内容： 電子機器機構部品の製造・販売■製品情報：主に、「産業機器用部品」、「音声・映像機器用部品」、「車載用部品」の事業分野に対応する様々の製品を独自の技術で開発、生産販売しております。また、多様なニーズに柔軟に対応できる「カスタム提案品」により、お客様の課題に価値ある提案を行っております。,神奈川県藤沢市長後1277,1963,,105,90百万円,http://www.emuden.com/,,
2024-06-01,株式会社オーイズミ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容：遊技機関連の装置・機器の製造及び販売、遊技機の製造及び販売、不動産の賃貸及び管理,神奈川県厚木市中町2-7-10オーイズミ厚木ビル,1974,40.0,208,"1,006百万円",http://www.oizumi.co.jp/,プライム市場,
2024-08-01,日産車体株式会社,自動車部品メーカー,45,■企業概要：・日産車体は1949年に鉄道車両および自動車の車体製作メーカーとしてスタートし、1951年より日産グループの一員として、神奈川県湘南地区・京都府宇治市においてその歩みを重ねてまいりました。 2000年には湘南地区に量産車種の生産を集約し、2007年には将来にわたっての事業基盤を確立するため、新たに日産車体九州株式会社を設立し、2010年1月より、九州での新工場の稼働を開始しました。現在では、日産ブランドの小型商用車（LCV）・多目的乗用車（MPV）を核として、開発から生産まで、全社一体となってグローバルのお客さまに高品質なクルマをお届けしています。,神奈川県平塚市堤町2-1,1949,,1730,"7,904百万円",https://www.nissan-shatai.co.jp/index.html,スタンダード市場,
2024-08-01,アイダエンジニアリング株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,42,～世界TOPを狙う創業約100年／東証一部のプレス機械メーカー～◆事業概要：プレス機械、各種自動加工ライン、産業用ロボット、各種自動送り装置、金型等の製造・販売,神奈川県相模原市緑区大山町2-10,1937,39.6,2113,"7,831百万円",http://www.aida.co.jp/,プライム市場,
2024-08-01,日興電装株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容： 自動制御システムのソフトウェア設計、制御盤ハード設計及び製作産業機械、コンベヤシステムの電気配線工事ならびに電装工事業務一般電気配線工事業務制御機器ならびに電設資材の販売業務■経営方針：顧客よりの信頼を基盤として益々の技術の向上にむけて前進、顧客と共に会社・社員の繁栄を目指しております。,神奈川県伊勢原市高森1190-4,1976,,,20百万円,https://www.nikko-densou.co.jp/,,
2024-07-01,エリコンジャパン株式会社,受託加工業（各種加工・表面処理）,14,■企業概要：「日本エリコンバルザース」と「エリコンメテコジャパン」が合併して誕生しました。「エリコングループ」の日本法人として、表面処理事業/ポリマー事業を手掛けています。物理真空蒸着、溶射、摩擦材その他による表面処理サービスならびに装置機器、部品、材料の販売を行っています。,神奈川県平塚市四之宮7-2-2バルザースビル,1986,40.0,259,280百万円,http://www.oerlikon.com,,
2024-08-01,豊田合成株式会社,自動車部品メーカー,44,＜トヨタグループ中核企業＞＜「自動車部品とLEDのグローバルサプライヤー」としてクルマの進化をサポート＞■事業内容(1)自動車部品の製造/販売：ウェザストリップ製品、機能部品、内外装部品、セーフティシステム製品(2)その他製品の製造/販売：e-Rubber製品、GaNパワー半導体製品、LED製品、特機製品(3)スポーツチームの運営およびスポーツ施設の管理,愛知県清須市春日長畑1,1949,,6366,"28,027百万円",http://www.toyoda-gosei.co.jp,プライム市場,
2024-08-01,中央発條株式会社,自動車部品メーカー,12,■事業内容：自動車部品メーカーとして、自動車の足回りに使用されているシャシばねや、自動車内部に組み込まれる様々な形をした精密ばね、自動車全体に血管のように張り巡らされて力を伝えているコントロールケーブルの開発、製造、販売を行っています。その他にも、コントロールケーブルの技術を応用した非自動車部品を製造し、建築用装置や福祉関係装置等にも製品開発の幅を広げています。,愛知県名古屋市緑区鳴海町上汐田68,1948,,4291,"10,837百万円",https://www.chkk.co.jp/,スタンダード市場,
2024-08-01,株式会社豊田自動織機,自動車部品メーカー,64,■事業概要：世界をリードする３つの事業領域(1)産業車両・物流(Materials Handling Equipment)(2)自動車(Automobile)(3)繊維機械(Textile Machinery),愛知県刈谷市豊田町2-1,1926,,77824,"80,400百万円",http://www.toyota-shokki.co.jp/,プライム市場,
2024-08-01,ブラザー工業株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,65,■事業概要：家庭・オフィス向けプリンターや複合機、ラベルライターなどの電子文具、家庭・工業用ミシン、工作機械、業務用通信カラオケシステム、産業用印刷機器等など幅広い分野で企画、開発、製造をしており、かつ世界40以上の国と地域に生産拠点と販売拠点を置き、グローバルに事業展開をしております。,愛知県名古屋市瑞穂区苗代町15-1,1934,43.5,3877,"19,209百万円",http://www.brother.co.jp/,プライム市場,
2024-08-01,オークマ株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,63,【事業内容】工作機械の製造、販売並びにサービス事業【主要営業品目】NC旋盤、マシニングセンタ、複合加工機、NC研削盤、数値制御装置、サーボモータ、センサ、ソフトウェア（制御・加工支援）【事業所】国内25拠点、海外41拠点【沿革】1898年に大隈栄一が個人経営により「大隈麺機商会｣を起こし、製麺機の製造販売を開始。1904年工作機械の製造・販売を開始。1918年 に、株式会社大隈鉄工所を設立し企業規模を拡大していく。1963年NC装置を自社開発。我が国で唯一の機電一体の総合工作機械メーカーとなる。1991年に現在の社名に変更。2005年に大隈豊和機械と企業合弁。現在に至る。,愛知県丹羽郡大口町下小口5-25-1,1918,38.1,3969,"18,000百万円",http://www.okuma.co.jp/index.html,プライム市場,
2024-07-01,株式会社三龍社,機械部品・金型メーカー,2,■事業内容：【装置/機器の開発/設計から、部品/組立まで一貫製造】都市向け大型ごみ焼却装置、低公害・省エネ燃焼装置、ショットブラスト、シンクロナスモータ、ステッピングモータ、モータ製品及びコントローラの設計開発/製造【デベロッパー事業】大型ショッピングセンター「COMTOWN」の運営,愛知県岡崎市上六名町字宮前1,1923,44.9,166,30百万円,http://www.sanryusha.co.jp/,,
2024-08-01,株式会社アイシン,自動車部品メーカー,99+,～アイシングループは3つの強み（技術開発力、ものづくり力、グループの総合力）を活かし、「走る」「曲がる」「止まる」そして「快適」を支える車両運動システムパートナーを目指します。～■事業概要：自動車部品、エネルギー・住生活関連製品の製造販売,愛知県刈谷市朝日町2-1,1949,,36489,"45,000百万円",https://www.aisin.com/jp/,プライム市場,
2024-07-01,岩田工機株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容:専用工作機械の設計・製造・販売・工業用品の販売。特に自動車部品を作るための専門工作機械を作っております。工作機械には汎用機と専用機があり、当社では専用機を製造・販売しております。大量生産である汎用機に比べ、専用機は1台毎で仕様の違うオーダーメード製品になります。専用機のメリットは省スペース化と、サイクルタイムの早さがあります。専用機は1台で複数の汎用機の機能性を持たせることが可能であり、短いラインでもお客様の求める性能を出すことができます。,愛知県名古屋市中区栄2-15-6岩田ビル3F,1940,46.0,41,18百万円,https://www.iwata-koki.co.jp/,,
2024-08-01,日本特殊陶業株式会社,自動車部品メーカー,19,～NGKスパークプラグ、酸素センサ世界No.1シェア。その他数多くの世界トップクラスシェアの製品を保有しています～■事業内容：・スパークプラグおよび内燃機関用関連品の製造、販売・ニューセラミックおよびその応用商品の製造、販売、その他,愛知県名古屋市東区東桜1-1-1アーバンネット名古屋ネクスタビル,1936,,3622,"47,869百万円",https://www.ngkntk.co.jp/mid-careerrecruitment/,プライム市場,
2024-06-01,株式会社マキタ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,23,～人の暮らしと住まい作りに役立つ工具の総合サプライヤー。世界で高い品質と性能が評価され業界最大手の地位を築いています～■事業内容：電動工具、充電工具、エア工具、家庭用・園芸用機器等の研究開発・設計及び製造並びに国内、海外での販売※1915年（大正4年）に創業、名古屋で牧田電機製作所として、電灯器具、モータ、変圧器の販売修理業として開業しました。1958年（昭和33年）に他社に先駆けて携帯用電気カンナを発売、1962年に名証上場し、70年にはアメリカ拠点を開設、その後のグローバル展開へとつながり、現在の規模に至ります。,愛知県安城市住吉町3-11-8,1938,39.8,18804,"24,205百万円",https://www.makita.co.jp/,プライム市場,
2024-07-01,株式会社三弘,計測機器・光学機器・精密機器・分析機器メーカー,2,■事業内容：材料試験機や環境試験機など、あらゆる計測・測定・分析装置のコンサルティング事業（取引先の約半分が官公庁・自治体です）,愛知県名古屋市昭和区車田町1-103-2,1951,,59,50百万円,https://www.sanko-web.co.jp/,,
2024-08-01,株式会社平岩鉄工所,自動車部品メーカー,4,～創業200余年。日本で始めて毛織物機を開発した老舗の機械・部品メーカーです～■事業内容：自動車部品の加工および組付・ダクタイル鋳鉄・アルミ部品の製造・化学機械の設計から製造及び販売・各種産業部品の加工,愛知県碧南市棚尾本町4-10,1950,37.0,560,170百万円,http://www.hiraiwa.ne.jp/,,
2024-07-01,豊和工業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容：当社のグループは、豊和工業株式会社（当社）、グループ会社5社により構成されており、当社は工作機械、空・油圧機器、電子機械の工作機械関連、火器、清掃車両および建材の製造、販売を主たる事業としております。また、グループ会社については、当社製品の製造、販売、原材料・部品の仕入、物流サービス等、当社事業に関連する分野においてそれぞれ事業活動を展開しております。,愛知県清須市須ケ口1900-1,1907,,629,"9,019百万円",https://www.howa.co.jp/,スタンダード市場,
2024-08-01,大同メタル工業株式会社,自動車部品メーカー,21,■事業内容：自動車をはじめ、船舶・建設機械・電気機器・OA機器など、あらゆる産業機器のメカトロニクスの可動部に使用されている「すべり軸受」の開発／製造／販売,愛知県名古屋市中区栄2-3-1名古屋広小路ビルヂング13F,1939,39.0,1372,"8,413百万円",https://www.daidometal.com/jp/,プライム市場,
2024-08-01,株式会社デンソー,自動車部品メーカー,99+,～世界トップレベル・国内最大手の自動車部品システムサプライヤー～■事業内容：自動車システム製品（空調関係、エンジン関係・各種制御関係等）およびITS関連製品（ETC、ナビゲーションシステム等）、産業機器製品、環境機器製品等の製造・販売,愛知県刈谷市昭和町1-1,1949,44.0,162029,"187,500百万円",https://www.denso.com/jp/ja/,プライム市場,
2024-08-01,ＣＫＤ株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,27,～～ あらゆる産業分野の自動化に貢献するリーディングカンパニー ～～■事業内容：自動機械装置及び省力機器、空気圧制御機器、駆動機器、空気圧関連機器、流体制御機器など機能機器の開発・製造・販売・輸出,愛知県小牧市応時2-250,1943,40.7,2431,"11,016百万円",http://www.ckd.co.jp,プライム市場,
2024-06-01,日本車輌製造株式会社,建設機械・その他輸送機器メーカー,1,～JR東海グループ／明治29年の創立以来125年に亘り、鉄道車両を製造し続けている大手鉄道車両メーカー～＜インフラストラクチャー創造企業＞・新幹線をはじめとした鉄道車両、物流を支える輸送用機器・橋梁、街づくりに不可欠な建設機械、日本の農業を支える営農プラント。そして次世代の高速交通機関である超電導リニアの開発まで多彩な設備を設計製造しています。・重厚、長大な機器を中心に企画開発・製造、豊かな人間環境づくりをめざし、インフラストラクチャー創造企業として人の暮らしを支える事業を展開しています。,愛知県名古屋市熱田区三本松町1-1,1896,40.5,2371,"11,810百万円",https://www.n-sharyo.co.jp/,プライム市場,
2024-08-01,中立電機株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,10,■事業内容： 盤事業、エンジニアリング事業、パワーシステム事業、特機事業、FA事業、省力機器事業、バイオ機器事業、バスダクト事業,愛知県名古屋市中区大須4-12-8東洋殖産ビル6F,1950,42.4,631,494百万円,https://www.churitsu.co.jp/,,
2024-08-01,愛三工業株式会社,自動車部品メーカー,19,■事業内容：自動車部品（燃料供給系部品）の開発・設計・製造・販売■製品群例：【電子制御燃料噴射システム製品】スロットルボデー／ポンプモジュール／燃料ポンプ等【排出ガス制御系製品】キャニスタ／PCVバルブ／カットオフバルブ等【吸排気系製品】ディーゼルスロットルボデー/樹脂インテークマニホールド／EGRクーラバイパスバルブ／EGRバルブ等【LPG・CNGシステム製品】高圧レギュレータ/インジェクタ/デリバリアッセンブリ/燃料ポンプ等【次世代燃料製品】水素インジェクタ,愛知県大府市共和町1-1-1,1938,43.0,3147,"10,714百万円",https://www.aisan-ind.co.jp/,プライム市場,
2024-08-01,株式会社山田ドビー,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,～ 創業100年を越える歴史ある「高精密プレス機」メーカー / スマートフォンやパソコン、自動車、医療機器など幅広い製品の製造に欠かせないニッチトップ技術 ～■事業内容： 高速精密プレスの開発・製造 工法開発及び専用設備の開発・製造事業を展開しております。■当社の特徴：当社は1分間に4000ショットの「超高速精密プレス機械」を開発しました。「高速精密プレス機」とは半導体や最先端の自動車部品など、極めて高い精度が求められる部品を高速に精密に製造するための設備機械です。専用機メーカーとして、世界各国の製造業界からオーダーをいただいています。,愛知県一宮市玉野下新田35,1919,,360,70百万円,http://www.yamadadobby.co.jp/,,
2024-08-01,新東工業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,39,～国内外トップクラスのシェアを誇る東証プライム市場上場の安定企業／鋳造設備のパイオニアとして、モノづくり業界発展に貢献する歴史ある企業～■事業概要世界トップの鋳造事業を核として、そこで培った技術やノウハウを鋳造以外の様々な素形材産業分野へと応用した産業用設備機械を開発・製造。その応用により、現在では表面処理・環境保全・メカトロニクス・粉体処理・成形機など様々な設備を単体機械からプラントまで自動車、航空機、鉄鋼、造船などの幅広い業界に使用されています。重点市場である北米、メキシコ、中国、ASEAN市場へ競争力ある戦略商品の拡販を推進すると共にアフターサービス体制の強化を更に図ります。,愛知県名古屋市中村区名駅3-28-12大名古屋ビル24F,1934,39.3,1735,"5,752百万円",http://www.sinto.co.jp/,プライム市場,
2024-08-01,東朋テクノロジー株式会社,半導体メーカー,35,～「Challenge For Innovation」を合言葉に、常に新たなことに挑戦し、創意躍動する設立約200年の老舗企業～■事業内容：メカトロニクス・エレクトロニクスのテクノロジーを駆使した自社オリジナル製品から、日立グループをはじめとした各有力メーカー商品の販売、空調やクリーンルームの工事施工、産業機器・空調機器のメンテナンス業務にまで広がる、幅広い商品・サービスを多角展開しています。,愛知県名古屋市中区栄3-10-22,1932,44.7,601,430百万円,https://www.toho-tec.co.jp/,,
2024-08-01,株式会社東海理化電機製作所,自動車部品メーカー,30,■特徴：研究開発型の技術力をバックグラウンドに世界トップクラスシェア、世界初、日本初の製品と次々と生み出している。■代表的製品：レバーコンビネーションスイッチ、各種自動車用スイッチ類、スマートキーシステムなどのキーロック、シートベルト、ステアリングホイール、シフトレバー、オーナメント等。■技術の強み：エルゴノミクス技術、シミュレーション技術、通信技術、センサ技術、音声技術、画像処理技術、薄膜加工技術、半導体製造技術を基礎として、研究開発と生産技術を融合させたモノづくりを展開している。,愛知県丹羽郡大口町豊田3-260,1948,,20247,"22,800百万円",http://www.tokai-rika.co.jp/,プライム市場,
2024-07-01,シナジー株式会社,自動車部品メーカー,3,■事業概要：▼車輛グループ：乗用車・バス・トラック・重機等、様々な車輌関連メーカーの部品を取り扱っております。自動運転や先進運転支援システム等、最先端の車輌センサー類のエーミングツールの提案等も行っております。・サービス部門：ディーゼルエンジンに使用されている燃料噴射装置やトラック等のブレーキ倍力装置・動力伝達装置等の修理も行っています。・特装部：主にトレーラーのアフター部品を販売しております。また工場内で稼働している特殊車両のメンテナンスも行なっております。,愛知県名古屋市中区丸の内1-14-31名エンビル3階,1950,41.0,125,100百万円,https://synagy.jp/,,
2024-08-01,万能工業株式会社,自動車部品メーカー,1,■事業内容創業当初より、大手自動車メーカーの顧客を中心として自動車部品(シフトレバー/スペアホイールキャリア/熱間・冷間鍛造品及び鍛造切削品)を製造しています。,愛知県安城市今本町4-14-24,1950,,420,301百万円,"Failed to retrieve page, status code: 410",,
2024-08-01,フタバ産業 株式会社,自動車部品メーカー,26,■事業内容：自動車部品事業、情報環境機器部品事業、外販設備事業、農業事業 ■主要生産品目：・自動車部品／マフラー、エキゾーストマニホールド、ボデーピラー、サイドメンバー、サスペンションメンバー、インパネリインホース、カウルトップ、シートフレーム、コントロールアーム、フュエルタンク、キャニスター等 ・情報環境機器／コピー機、プリンター、FAX、複合機等の精密機器部品（モジュール） ・外販設備／自動車等製造用溶接機､溶接設備､治具等 ・農業機器／ハウス栽培用CO2貯留・供給装置(agleaf),愛知県岡崎市橋目町字御茶屋1,1945,38.2,3716,"16,820百万円",http://www.futabasangyo.com,プライム市場,
2024-07-01,橋本電機工業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,～創業1946年、生産設備の企画・設計開発・制作をオーダーメイドで行っています／大手メーカーとの長年の取引実績あり～■事業内容：産業機械の設計製作及びこれに付随する一切の業務■事業の特徴：当社は自動車メーカー、建材メーカーを中心に、工場内の生産設備のプランニング、設計開発、生産施工を行なっている産業機械メーカーです。より安全で効率的な、省力化を実現するFAシステムを国内・海外の各種の大手メーカーに提供しています。当社は自動車メーカー、建材メーカーを中心に顧客工場の品質・コスト・安全性を重視した生産設備を提供し、国内外で高い評価と信頼を獲得しています。,愛知県高浜市新田町5-1-17,1954,36.0,119,96百万円,http://www.hdk-co.com/,,
2024-08-01,知多鋼業株式会社,機械部品・金型メーカー,1,■営業品目：各種線ばね、各種薄板ばね、パイプ成形加工品、切削加工品,愛知県春日井市前並町2-12-4,1956,39.8,366,819百万円,http://www.chitakogyo.co.jp/,,
2024-08-01,リンナイ株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,38,■概要：熱エネルギー機器の商品企画・開発・製造・販売とアフターサービスを手がける業界トップシェアメーカーです。主要取扱商品は主に下記4分野・給湯機器（給湯器、ふろ給湯器、給湯暖房機、ハイブリッド給湯・暖房システムなど）・厨房機器（テーブルコンロ、ビルトインコンロ、オーブン、食器洗い乾燥機、レンジフード、炊飯器など）・空調機器（ファンヒーター、FF暖房機、赤外線ストーブなど）・業用機器（焼物器、レンジ、炊飯器、給湯器など）,愛知県名古屋市中川区福住町2-26,1950,40.2,3587,"6,484百万円",http://www.rinnai.co.jp/,プライム市場,
2024-06-01,興国電気産業株式会社,機械部品・金型メーカー,3,■事業内容：制御盤の設計・製作・試運転、FA再販及自動制御,愛知県名古屋市熱田区桜田町16-1,1948,,56,48百万円,https://koukoku-d.co.jp/,,
