更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,上場市場名,代表者
2024-08-01,株式会社ジェーイーエル,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,11,■事業内容： 半導体・液晶基板搬送ロボットの開発、設計、製造、販売を行っており、国内3拠点、海外代理店6店に広がるグローバル企業です。クライアントからの完全受注生産体制を敷いており、半導体メーカーのみならず自動車、家電メーカー等の搬送ロボットの開発、設計を手がけています。搬送ロボットのみならず、周辺装置一式の受注や、自社一貫での保守/サポートが他社との差別化点です。,広島県福山市草戸町2-8-20,1993,,117,74百万円,http://www.jel-robot.co.jp/,,
2024-08-01,北川精機株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,10,■事業内容：プリント基板プレス装置、新素材プレス装置、ラミネータ装置、FA・搬送機械の製造および販売■取扱製品の特徴：1958年に合板用ホットプレスを開発して以来60年に亘り、時代と共に高度化・多様化する顧客の要望に応えながら蓄積してきた当社独自の技術を基盤とし、プレス関連装置を中心に開発・製造してきました。特にCCLプレス（CCL…銅張積層板）では、顧客からの強い要望により真空化へ対応した事で、世界トップシェア（当社調べ）を誇っています。,広島県府中市鵜飼町800-8,1957,43.0,149,300百万円,https://kitagawaseiki.co.jp/,スタンダード市場,
2024-08-01,リョービ株式会社,機械部品・金型メーカー,12,■事業内容：ダイカスト（主に自動車部品）、建築用品（ドアクローザ、ヒンジ、建築金物等）、印刷機器（オフセット印刷機、印刷周辺機器等）などの製造販売,広島県府中市目崎町762,1943,43.1,1747,"18,472百万円",http://www.ryobi-group.co.jp/,プライム市場,
2024-08-01,コスミック工業株式会社,計測機器・光学機器・精密機器・分析機器メーカー,2,■企業概要：電動式アクチュエーター（シリンダ、ジャッキ、昇降機）分野では国内トップシェアの企業です。トヨタ自動車、日産自動車、本田技研工業や現代自動車等の完成車製造ラインやＪＲ新幹線等の車輌メンテナンス装置、東京ドームや横浜アリーナを始めとする大型イベントホール等の舞台装置など、特殊な機械装置を開発しています。,広島県福山市柳津町3-4-12,1970,45.3,126,44百万円,http://www.cosmic-ind.co.jp/,,
2024-08-01,片山工業株式会社,自動車部品メーカー,5,■事業内容：各種自動車用部品、農業用機械部品、建築用部品、各種専用機械の製造・販売および輸出入業務,岡山県井原市西江原町1005-1,1959,,514,96百万円,http://katayamakogyo.jp/,,
2024-07-01,ヤマシン技研株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,4,■事業内容： 一般産業機械（住宅用建材関連、非鉄/鋳物関連、ガラス関連、省力化付帯設備等）の設計・開発、委託製造及びアフターサービスに関する業務,岡山県笠岡市十一番町11-36,1984,41.3,25,30百万円,https://yamashin-giken.co.jp,,
2024-06-01,株式会社啓文社製作所,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,3,■事業内容：育苗器、稲用播種機、真空野菜播種機、軽量アルミコンベア等の農業機械製造・販売,広島県安芸高田市吉田町山手739-6,1969,45.9,40,100百万円,https://www.keibuntech.com/,,
2024-07-01,合同印刷機材株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,1,■事業内容： 印刷・製版・製本の機械及びインキ・フィルム・PS版等、印刷に関する全ての商品の販売,広島県広島市西区商工センター4-13-3,1960,,38,80百万円,https://www.godo-pmm.co.jp/,,
2024-08-01,シージーケー株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容：・ワイヤーハーネス、アッセンブリーの製造／販売・機械工具の卸売・自社ブランド製品の製造／販売・デンタル製品の製造／販売■自社製品製造部：・樹脂製歯科用材料（歯科技工用）の製造・産業機械（ドリル研磨機、プレス機、カシメ機）の設計／製造／メンテナンスサービス・歯科技工用工具の販売■電装製造部：・ワイヤーハーネス及び自動車用伝送部品の製造■経営理念：・信頼／礼節と信用を重んじ、堅実を目指す。 行動／知恵と実行力を基に、創意、工夫、努力で、活力ある企業を築き上げる。 貢献／希望に燃え、人間の無限の価値と目標を高め、社業発展を通じて社会に貢献する。,広島県広島市東区光町2-9-4,,46.0,70,50百万円,http://www.cgk-corp.co.jp,,
2024-08-01,マツダ株式会社,自動車（四輪・二輪）メーカー,99+,■事業内容：乗用車・トラックの製造、販売など※主要製品…四輪自動車、ガソリンレシプロエンジン、ディーゼルエンジン、自動車用手動／自動変速機,広島県安芸郡府中町新地3-1,1920,41.0,21927,"284,000百万円",http://www.mazda.co.jp/,プライム市場,
2024-07-01,株式会社ニイテック,自動車部品メーカー,5,■事業内容：開閉部品（自動車、住宅・家電）、開閉機構を電子システムにて電子制御する事業を展開しています。,広島県安芸郡坂町平成ヶ浜4-2-68,1961,,293,35百万円,http://www.niitech.co.jp/ja/,,
2024-08-01,株式会社ヒロタニ,自動車部品メーカー,4,■事業内容： 音・美・熱を原点とした商品開発⇒自動車部品開発・製造・販売(防音、内装、外装、組み立て)最先端技術を応用して他分野に活用しております。(吸音パーテーションボード),広島県東広島市志和町志和堀1153-10,1958,,412,60百万円,https://www.hirotani.co.jp/,,
2024-08-01,眞工金属株式会社,機械部品・金型メーカー,4,■事業内容：鋳鉄・アルミ鋳物の製造・販売、鋳造品の母型設計製作・販売、各種金属・製缶・板金加工・樹脂製品等の販売■製造プロセス：製品サイズや要求精度などの条件によって、さまざまな製造方法でのアプローチが可能です。幅広い業界における経験と実績があるからこそできる、最適な製造方法を提案し、コストダウンに貢献しています。※主な製造方法…セミロストワックス、スタックモールド鋳造法、石膏鋳造法、消失鋳造法（フルモード法）、3D積層砂型による鋳造、3D金属積層造形、薄肉鋳造法（HVC技術）、MS（メカニカルスティッチ）工法（補修工法）,広島県広島市中区国泰寺町1-3-11タカミビル 201,1976,37.0,80,40百万円,https://www.shinkoh-metal.com/,,
2024-06-01,中国タナック株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,1,■事業内容： OA機器販売とメンテナンス業務及び顧客管理受託業務。◎取り扱い製品一例）・タナック宛名印刷機、特殊プリンタ、カラープリンター・複合機、メーリングシステム・建設業向けシステム：土木積算システム、原価管理システム、工事管理システム、足場仮設計画 CADシステム など・汎用ソフトウェア・環境対策製品：非接触型温度計・消毒機（2020年９月新発売）、顔認識非接触体温計、除菌・消臭モバイルミスト・POSレジスター・セキュリティ商品・メンテナンスサービス：PC初期設定、修理、ウイルス対策、ネットワーク設定、プリンター設定・事務用品,広島県広島市西区上天満町10-40,1969,,27,10百万円,https://www.c-tanac.co.jp/index.htm,,
2024-07-01,株式会社三建アクセス,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容： 1、集じん、脱臭、焼却、水処理装置等の環境設備の販売及び設置工事 2、有機性廃棄物、粗大ゴミの中間処理及び再資源化設備の設計、施工 3、燃焼設備、低温排水の回収、その他省エネルギーに関するエンジニアリング 4、各種ロボットシステムによる省力化設備 5、CVD、PVD、溶射等の表面処理加工品の販売 6、鋳造工場等の治工具及び副資材の販売 7、建築工事、その他機械器具設置及びメンテナンス工事,広島県広島市中区東千田町1-1-72,1992,43.0,15,50百万円,http://www.sanken-access.co.jp/top.htm,,
2024-08-01,新立電機株式会社,機械部品・金型メーカー,5,全国200を超える製造業を中心に、生産設備や産業用機械の制御システム、ロボットシステムを提供する独立系エンジニアリング企業です。会社設立は1973年と古く、2010年には香川県に本社を置く大豊産業（直近売上118億）のグループ入りすることで、従来からの確かな技術と信用力を武器に業容拡大中です。,山口県下松市東海岸通り1-10,1973,44.0,73,24百万円,http://www.shinritsu.co.jp/,,
2024-07-01,山口視聴覚機器株式会社,計測機器・光学機器・精密機器・分析機器メーカー,3,■事業内容：当社は最新のエレクトロニクス技術を駆使し、幅広い分野に対応できる創造性豊かなシステムを開発し続けおります。具体的には下記を事業として展開しております。・映像機器販売・音響機器販売・情報通信機器販売・光学機器販売・通信機器販売・各種システム設計、施工,山口県山口市駅通り1-7-14,1955,,,10百万円,https://y-avit.co.jp/,,
2024-06-01,エイコー電子工業株式会社,電子部品メーカー,1,■事業内容：・車載電子機器／半導体応用製品製造・生産合理化設備の開発、製造販売・高齢者介護事業「ゆうゆう広場」,島根県出雲市知井宮町5-1,1969,,100,53百万円,https://eikoh-elc.com,,
2024-08-01,JRCS株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,20,■事業内容：船舶用配電機器や制御・計測機器の製造や販売、船舶用電気・電子機器及び部品の販売■事業案内：わたしたちJRCSは、海洋事業で培ってきた強みをベースに、デジタル技術やノウハウを最大限活用。お客様が求めているものは何かを常に探求し、ベストソリューションを提供します。,山口県下関市東大和町1-2-14,1948,42.8,415,20百万円,http://www.jrcs.co.jp/,,
2024-08-01,株式会社豊島製作所,電子部品メーカー,2,■事業内容・配電盤･制御盤及び分電盤等の電気用機械器具の設計製作並びに板金加工・省エネルギー装置及び環境関連機器の製造販売・電気工事請負業・インバーター制御システム、自家発電装置等の省エネルギー装置の設計、製作、施工・風力発電装置、バッテリー蓄電システム、燃料電池等エネルギーに関する設計、製作、施工・水質浄化、海水脱塩、純水製造システム等の施工及び販売・不動産の賃貸及び管理業務・太陽光発電システムの設計・製作施工・風力発電システムの設計・製作施工,島根県安来市門生町12-3,1973,,70,50百万円,"Failed to retrieve page, status code: 410",,
2024-08-01,株式会社富士オートメーション,計測機器・光学機器・精密機器・分析機器メーカー,1,■事業内容：電気機械器具製造業（高圧受配電盤、低圧分電盤および制御盤の設計及び製造等）,鳥取県米子市尾高674-1,1978,,20,15百万円,なし,,
2024-07-01,アオイ電子株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,5,■事業内容：IC・モジュール・光学センサー・LED・サーマルプリントヘッド・高放熱基板・MEMSデバイスの生産,香川県高松市香西南町455-1,1969,39.5,2261,"4,545百万円",http://www.aoi-electronics.co.jp/index.html,スタンダード市場,
2024-08-01,一光電機株式会社,総合電機メーカー,10,■事業内容： キュービクル式高圧受電設備、配電盤、分電盤、動力盤、自動制御盤、FA装置、メカトロ機器、電子制御システム、CPU応用製品などの設計製造,香川県高松市香南町由佐2082,1961,,85,40百万円,https://www.ikko-e.co.jp/,,
2024-08-01,株式会社タダノ,建設機械・その他輸送機器メーカー,17,～国内トップシェアのクレーン事業を展開。世界4大メーカーの一角としての地位を築いている企業です～■企業概要：移動式建設用クレーン、車両搭載型クレーン、高所作業車を開発から製造、販売、アフターサービスまでを自社で一貫して提供している、総合建機メーカーです。,香川県高松市新田町甲34,1948,42.0,1596,"13,021百万円",http://www.tadano.co.jp/,プライム市場,
2024-06-01,山英電機株式会社,計測機器・光学機器・精密機器・分析機器メーカー,4,■事業内容：配電盤・制御盤の設計、製造、販売,香川県高松市香南町横井375-1,1969,41.0,70,20百万円,http://www.sanei-e.co.jp/,,
2024-07-01,宝田電産株式会社,半導体メーカー,2,■事業内容：各種配電盤、制御盤製作及び現地調整、貴重品管理システム製作及び現地調整、産業用ロボット部品製作・据付工事及び搬送システムの保守,香川県三豊市財田町財田上1335-17,1983,43.0,107,10百万円,https://www.takarada-net.co.jp/,,
2024-08-01,愛建電工株式会社,計測機器・光学機器・精密機器・分析機器メーカー,8,■事業内容： オートメーションパーツ販売（取扱いメーカー約250社）各種制御盤及び高圧盤・受配電盤の全工程一貫製造筐体設計・電気回路設計・ラダーソフト設計製缶～加工～塗装～配線産業機械設計・製作・各種機械加工各種電子機器設計・製作監視カメラ・太陽光などのシステム開発コンピュータソフト設計・製作,愛媛県松山市南吉田町2798-65,1967,,127,20百万円,http://www.aikendenko.jp/company/business,,
2024-07-01,株式会社大野,総合電機メーカー,4,■事業内容： 農業用機械の販売及び修理、家庭菜園商品の販売および修理、大型ポンプ設置工事、鋼構造物工事、空調工事、管工事、電気工事、水道工事等、３６協定済,徳島県徳島市佐古一番町10-1,1948,,30,40百万円,http://www.tk2.nmt.ne.jp/~oono/index.html,,
2024-08-01,株式会社山本鉄工所,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：・各種油圧プレス機・自動省力化機器・廃棄物処理プラントの設計・製造・販売,徳島県小松島市金磯町8-90,1917,43.1,174,70百万円,"Failed to retrieve page, status code: 410",,
2024-08-01,大隆精機株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,9,■事業内容：自動車関連、弱電関連、半導体・液晶関連など、一般自動・省力化関連設備の設計～製作を行っています。,徳島県阿南市宝田町今市柳タイ1,1986,46.0,35,10百万円,http://www.dairyu.com/,,
2024-07-01,新日本レイキ株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,12,■事業内容：・工業用冷却塔および軸流送風機の設計、製作、施工および販売・既設冷却塔の補修及び改修工事、点検補修■取扱製品：・機能別冷却塔…クロスフロー冷却塔、カウンターフロー冷却塔、環境対策型冷却塔、地域冷暖房用冷却塔・構造材別冷却塔…鉄骨製冷却塔、木骨製冷却塔、鉄筋コンクリート製冷却塔、FRP製冷却塔,福岡県筑紫野市二日市南1-4-1,1960,,80,100百万円,http://www.reiki-ct.co.jp/index.html,,
2024-08-01,株式会社丸信,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,8,■事業内容：同社は「包装資材と販売促進」をテーマに自社でのモノづくりと最有力メーカーの製品を組み合わせた、トータルプロデュース企業です。,福岡県久留米市山川市ノ上町7-20,1968,36.5,450,45百万円,http://recruit.maru-sin.net/,,
2024-05-01,株式会社昭和電気研究所,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容： 当社は、画像処理装置や非破壊検査計測装置、各種検査装置など計測・制御に重点を置いた研究開発型電子機器メーカーです。「ACF接合検査装置」や「ウェハ検査装置」といった製品を取り扱い、ハード、ソフトの開発から製作、メンテナンスまで一貫体制を確立しております。また、特定ユーザー向け製品の開発並びに委託製造も承ります。,福岡県福岡市西区愛宕1-14-35,1957,48.0,75,72百万円,https://www.showalabo.co.jp,,
2024-07-01,日本タングステン株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：同社は1931年の設立以来、粉末冶金技術をベースに「タングステン」を主体としたレアメタル材料製品やファインセラミックス製品を提供している次世代マテリアルのパイオニアです。熱に強く、ダイヤモンドに次ぐ硬度を持つタングステンは電子財・部品・電極等として照明機器や電気・電子機器、放電加工機、自動車部品といった分野で使用されています。,福岡県福岡市博多区美野島1-2-8,1931,39.7,444,"2,509百万円",https://www.nittan.co.jp/,スタンダード市場,
2024-08-01,株式会社メック,計測機器・光学機器・精密機器・分析機器メーカー,5,■企業概要：液晶パネル、有機EL検査装置や高周波機器、ナノファイバー、自社でもケーブルテレビ事業等、ハードウェア領域を中心とした設備メーカーです。ブラウン管世代を経て、液晶パネル検査装置では、ＴＶ用、携帯電話・タブレットなどのすべてのパネルに対応し、取引が増加しており、液晶パネル検査装置は国内外に提供しています。社名のMECCは、M（Mechanics＝機械工学）、E（Electronics＝電気工学）、C（Computer＝コンピュータ）、C（Corporation）を表しています。,福岡県小郡市福童196-1,1973,,50,40百万円,http://www.mecc.co.jp,,
2024-05-01,株式会社リボラス,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容：半導体製造装置チャンバー内パーツ製造・再生・分析・メンテナンス・販売半導体製造装置アルミパーツ/石英/シリコン 他販売半導体製造装置付帯設備製造・設計・修理・オーバーホール半導体関連中古装置 販売光学機器 保守点検光学測定機・検査機器 販売,福岡県糟屋郡篠栗町高田568-2,1998,37.0,52,25百万円,http://www.rebolus.co.jp/,,
2024-08-01,株式会社安川電機,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,35,■事業内容：（1）モーションコントロール（ACサーボ・コントローラ事業／インバータ事業）（2）ロボット（アーク溶接ロボット、スポット溶接ロボット、塗装ロボット、ハンドリングロボット、半導体・液晶製造装置用 クリーン・真空搬送ロボット）（3）システムエンジニアリング（鉄鋼プラント事業／社会システム事業／環境・エネルギー事業／産電事業）（4）その他（EV用モータドライブシステム、物流サービス）,福岡県北九州市八幡西区黒崎城石2-1,1915,42.2,13094,"30,600百万円",http://www.yaskawa.co.jp,プライム市場,
2024-08-01,株式会社三井ハイテック,自動車部品メーカー,68,■概要：超精密加工技術を持つ金型を祖業に、ICリードフレームなどの電子部品、自動車や家電向けモーターコアなどの電機部品、一連の内製化を可能にする工作機械を展開。特に電気・ハイブリッド車用モーターコア製造では世界シェアNo1を誇るグルーバル企業で、近年では旺盛な半導体需要の恩恵を受ける電子部品事業、電気・ハイブリッド車市場が拡大する電機部品事業が業績を牽引しており、直近5期は連続増収中の企業です。主な事業は下記になります。（1）金型事業／プレス用金型など同社の祖業でもあり、複数事業を展開する今でも超精密な金型加工技術がコアテクノロジーです。,福岡県北九州市八幡西区小嶺2-10-1,1957,40.1,3703,"16,403百万円",https://www.mitsui-high-tec.com/ja/,プライム市場,
2024-07-01,株式会社カンノ製作所,受託加工業（各種加工・表面処理）,2,鉄道事業者、プラント・公共交通関係企業への情報通信機器の設計・ 製造・販売・メンテナンスまでを一貫して行う企業です。■事業詳細：鉄道関係放送設備の製造・販売（旅客案内自動放送システム、列車接近案内システム、LED表示システム、TFT情報表示等、列車無線システム、防災監視システム、風速監視システム、指令電話システムなど）、上記機器の保守メンテナンス,福岡県北九州市小倉北区上富野1-5-25,1944,,140,60百万円,http://kanno.co.jp/,,
2024-07-01,トーヨーケミカル株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,6,■事業概要：・化学機械装置・粉塵対策装置・排水処理設備・排ガス処理装置・乾燥装置・脱水装置のエンジニアリング・設計・施工・沈殿池の高効率化無閉塞型水流傾斜板の設計・製作・樹脂製品・塔・槽類のエンジニアリング・設計・製作・半導体・液晶関連装置の設計・製作・産業廃棄物処理・産業機器販売,福岡県北九州市小倉北区井堀3-7-28,1964,,26,30百万円,http://www.toyo-chemical.co.jp/,,
2024-08-01,株式会社九州日昌,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,6,■事業内容：（1）独自の「均熱技術」を活用した各種電熱機器及び装置の設計・製作（2）ヒーターブロック、ヒーター、熱小型ユニット、加熱装置製品、温度制御機器、熱関連資材及び熱FA機械の設計・製作（3）熱解析、構造解析、流体解析業務,福岡県北九州市若松区南二島2-6-7,1978,41.1,25,99百万円,http://www.kyushu-nissho.co.jp/,,
2024-08-01,株式会社江藤製作所,受託加工業（各種加工・表面処理）,3,■事業内容：各種醸造機器・化学機器・超低温機器の設計製作、SS、SC、SCM極厚鋼板の切断加工、ステンレス鋼板、アルミニウム板等の切断加工、精密板金加工、静電塗装、炭酸ガスレーザー加工、精密自動化機器設計製作、廃棄物処理装置設計製作,大分県大分市乙津町4-7,1973,,68,40百万円,http://www.etoss.co.jp/,,
2024-06-01,吉川工業アールエフセミコン株式会社,半導体メーカー,9,■事業内容： RF-IDのIC及びASICの開発、製造及び販売。RF-ID IC用R／W、タグ及び応用機器の開発、製造及び販売。1993年3月に新日本製鉄株式会社から、技術者、特許、営業を移管しファブレスメーカーとして、RF-IDのチップ設計・製造から関連製品（リーダライタ）の設計・製造・販売を行っている。2012年10月に吉川セミコンダクタ社と合併し、新たに現社名でスタートしています。幅広いチップの設計力を活かし、標準品・カスタム品などで多くの実績を残しています。,宮崎県児湯郡新富町大字上富田4637-1,1984,40.0,345,100百万円,https://www.yrsc.co.jp/,,
2024-08-01,株式会社システム技研,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容： エレクトロニクス、自動車、医療分野等、製造・検査設備等の開発製造 （1）高精度、3次元CADを利用した複雑、精密部品加工 （2）量産品の受注開発及びOEM生産,宮崎県都城市吉尾町1989-1,1985,,45,10百万円,http://www.sys-gi.co.jp/,,
2024-06-01,株式会社戸上電機製作所,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,7,■事業内容：配電機器・電子制御機器・システム機器・電子応用機器関連ソフトウェア・水処理システム等環境機器、および太陽光発電関連機器の製造販売,佐賀県佐賀市大財北町1-1,1925,38.5,395,"2,899百万円",http://www.togami-elec.co.jp/,スタンダード市場,
2024-06-01,精密舎株式会社,計測機器・光学機器・精密機器・分析機器メーカー,1,■事業内容：・測量機器の販売・修理（※ISO適用範囲）、気象・測水機器の設置工事・修理・保守点検、計測・試験機器の販売・修理、コンピュータ関連機器の販売・修理・サポート・ソフトウェア販売・サポート、OA機器販売・修理、測量用品・工事安全用品・製図用品・事務用用品の販売、機器関係のリース及びレンタル■特徴：創業７４年になる当社は佐賀県内及び福岡県、長崎県をエリアとし専門商社として高いシェアーを有しています。,佐賀県佐賀市卸本町6-30,1946,,41,10百万円,http://www.seimitsusha.co.jp/,,
2024-08-01,イビデン株式会社,半導体メーカー,60,■事業概要：電子事業（パソコンデータセンター向け、プラスチックICパッケージ基板）、セラミック事業（ディーゼル車黒煙除去フィルターや触媒担体保持・シール材や半導体製造装置等に使用されるファインセラミックスなど）の開発、製造、販売を行っています。■事業詳細：主力事業は電子事業とセラミック事業です。電子事業ではプラスチックICパッケージ基板、セラミック事業では特殊炭素製品やDPF等、全ての分野で世界トップクラスの企業と協業し、技術革新のイニシアティブを取っています。（1）電子事業（2）セラミック事業,岐阜県大垣市神田町2-1,1912,40.4,3669,"64,152百万円",https://www.ibiden.co.jp/,プライム市場,
2024-08-01,三景電機株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,4,■事業内容： あらゆる配電盤の設計・製造・販売※キュービクル式高圧受電設備（屋内外・認定品）、高低圧配電盤、分電盤、動力盤、制御盤、各操作盤、総合防災盤、端子盤,岐阜県大垣市新長沢町5-22,1964,53.0,21,15百万円,https://www.sankeidenki.com/,,
2024-08-01,太平洋工業 株式会社,自動車部品メーカー,27,～東証プライム上場Tier1企業／自動車部品にて国内No.1シェア製品多数保有！／レクサスなど大手自動車メーカー製品に多くの登用実績有！～■事業内容：自動車部品や家電製品、電子機器製品の製造・販売当社は、創業以来培った高い技術力とノウハウを生かした自動車部品を提供しています。タイヤバルブ・バルブコアは国内100％、世界でも50％を超える高いシェアを誇ります。,岐阜県大垣市久徳町100,1930,40.9,2105,"7,316百万円",https://www.pacific-ind.co.jp,プライム市場,
2024-07-01,春日井金属工業株式会社,受託加工業（各種加工・表面処理）,1,■事業内容：金属熱処理（製品）加工、ショットブラスト加工■事業内容詳細：自動車部品(主にベアリング)の施削加工済み製品を協力会社から納品。納品された製品に熱処理を施し、硬さ及び強度を増すための工程を担当する企業です。焼入れ（840度で熱して油で冷ます）工程を経て硬さを確保し、硬さの調整ために180度の焼き戻し工程を行い、自動車部品のベアリング製品として出荷しています。連続炉及びバッチ炉を使って焼き入れ→焼き戻し業務を運営しています。,岐阜県海津市海津町草場223-11,1967,,10,48百万円,https://htec-kasugai.co.jp/,,
2024-08-01,株式会社今仙電機製作所,自動車部品メーカー,16,■事業内容：自動車部品およびその他の輸送用機械器具部品の製造販売、建設機械部品の製造販売、農業機械部品の製造販売、家具の製造販売、医療機械器具の製造販売、介護ベッド・車いす・入浴機械等の介護機器の製造販売、無動力歩行支援機等の健康機械器具の製造販売、金型・治具および諸機械の製造販売、住宅用施錠機器の製造販売,愛知県犬山市字柿畑1,1939,42.0,1231,"7,289百万円",http://www.imasen.co.jp/,スタンダード市場,
2024-08-01,エナジーサポート 株式会社,機械部品・金型メーカー,1,■事業内容：・電気機械器具装置、エネルギー供給、機械器具装置の製造販売・各種ガス測定、計量、分析用機器の設計／製造販売※主な製造品目…カットアウト・開閉器・しゃ断器・電力ヒューズ・その他電設機材・エネルギー供給機械器具装置・酸素分析計・ダスト濃度計・ジルコニア式NOx計等,愛知県犬山市字上小針1,1949,43.7,392,"5,197百万円",https://www.energys.co.jp,,
2024-08-01,テクノエイト株式会社,自動車部品メーカー,7,■事業自動車部品のプレス加工、溶接・塗装・組付・金型設計製作※主要製品…フードロックR／F、ドアR／F、バックドアR／F、フードロック、インシュレーター、タンクプロテクタ、シフトサポートカバー、センタフロアクロス、フロアパネルR／F、ダッシュパネルR／F、エアクリーナー等,愛知県瀬戸市暁町1,1948,37.4,623,495百万円,http://www.technol-eight.co.jp/,,
2024-08-01,内田鍛工株式会社,機械部品・金型メーカー,7,■事業内容： 鍛造・プレス・溶接技術を活かした金属製品の設計・製造 「鍛造」技術を使って、約140年にわたって金属製品の製造に取り組んでいます。農耕具の製造から始まり、ワイヤーグリップ、配電用装柱用品、自動車部品の分野に事業を拡大。フェンス、自動車・鉄道用部品、携帯電話用の通信鉄塔など、時代の変化に合わせて製品の幅を広げてきました。最近では太陽電池モジュールの架台や風力発電ポールなどの自然エネルギー分野の製品も手掛けております。,三重県四日市市黄金町58,1952,41.0,149,99百万円,http://www.utk.jp/,,
2024-08-01,釜屋株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,（1）鉄鋼販売事業…H鋼、アングル、チャンネルといった鋼材の販売および加工販売を行っています。豊かな在庫と確かな加工技術で多様化するニーズに対応しています。（2）機械販売事業…お客様がより多くの利益を生み出せる生産システムを設備計画から、生産、品質、工程改善まで各分野にてご提案しております。機械メンテナンスも自社でできる体制に着手しております。「お客様の声」を原点として、皆様が快適に作業できる生産システムの構築をソフト・ハードの両面からサポートしております。（3）建設事業…工場建築を始めとする事業用建築のスペシャリストとして、高品質システム建築「メタルビル」の設計・施工をしております。,三重県四日市市中部8-21,1973,42.2,72,20百万円,http://www.kamaya-net.co.jp/,,
2024-07-01,株式会社安永,自動車部品メーカー,4,■事業内容：エンジン部品、工作機械の製造販売／ワイヤソー本体及びその加工用工具部品の製造、販売／検査測定装置の製造、販売,三重県伊賀市緑ヶ丘中町3860,1949,41.8,651,"2,142百万円",http://www.fine-yasunaga.co.jp/,プライム市場,
2024-06-01,伊藤工機株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容：・メンテナンス事業部…ポンプ、コンプレッサー等の回転機器のメンテナンス、調節弁、安全弁等の計装機器のメンテナンス、ダイナミックバランス・自動機械事業部…食品製造装置等の自動機械の開発や製造、各種専用自動機械の開発や製造、IH応用機器の開発や製造,三重県四日市市三ツ谷町14-20,1957,,27,10百万円,http://www.itoh-kouki.co.jp/,,
2024-07-01,三共電機株式会社,計測機器・光学機器・精密機器・分析機器メーカー,3,■事業内容：制御機器、オートメーション部品、販売制御盤 操作盤 設計製作同上用ボックス板金加工自動機械 制御ＰＬＣソフト、タッチパネル設計自動機械 機内配線工事■当社の特徴：設計から製作まで一貫しての受注対応が可能です。制御盤内の配線を含めた製品の品質には、高い評価をいただいております。,三重県四日市市海山道町1-1425-1,1965,,15,40百万円,https://www.y-sankyo.co.jp/profile.php,,
2024-08-01,銀河電機工業株式会社,電子部品メーカー,13,■事業内容：小形モータの開発、設計、試作、評価、製造まで一貫して自社で行っております。用途は鉄道、半導体装置、住宅設備、医療機器など多様な分野で弊社のモータ及びアクチュエータをご使用いただいております。,三重県三重郡川越町大字高松6,1948,,100,10百万円,https://www.ginga-motor.co.jp/,,
2024-08-01,株式会社シリックス,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：（1）FAシステム（生産ライン、自動機のPLC制御ソフト設計・製作、メカトロ装置・省力化装置の設計・製作、産業用ロボットのプログラム製作・現地ティーチング作業、通信システムのソフト設計・現地施工、パソコンソフトの設計製作）（2）電気設備（制御盤設計・製作・現地据付工事、制御盤内電気工事、自動制御設備検査・整備、生産ライン・設備の電気設計・工事、専用機・自動機の電気設計・配線工事、受変電設備の設計・据付工事・配線工事、電気設備の点検・整備）（3）派遣事業（一般労働者派遣事業／般24-300587）,三重県四日市市小古曽東2-9-40,1983,,34,10百万円,http://www.serix.co.jp/,,
