更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,資本金,平均年齢,企業URL,上場市場名,代表者
2024-08-01,林テレンプ株式会社,自動車部品メーカー,20,～自動車内外装のトータルサプライヤーとして快適な車内空間づくりに貢献しています～1.自動車内装全体の企画・デザイン・開発～自動車内装のシステムサプライヤー 2.自動車内外装部品の製造・販売～自動車内装部品の総合メーカー 3.自動車用アフターパーツの企画・開発・製造販売,愛知県名古屋市中区上前津1-4-5林ビル,1910,3760,"1,000百万円",39.0,https://www.hayashi-telempu.com/ja/,,
2024-06-01,富士通フロンテック株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,6,■事業内容：当社グループはハード・ソフト・サービスをワンストップで提供できる強みを活かし、金融、流通、公共、医療などさまざまな業界に向けお客様と生活者の接点（フロント）で事業を展開しています。,東京都稲城市矢野口1776,1940,1535,"8,457百万円",48.2,http://www.fujitsu.com/jp/frontech/,,
2024-08-01,株式会社RS Technologies,半導体メーカー,3,■事業内容： ・シリコンウェーハの再生加工・販売・プライムウェーハの製造販売・半導体製造装置向け消耗部材の製造・販売・超音波映像装置の販売・電子部品の販売等,東京都品川区大井1-47-1NTビル12F,2010,1534,"5,643百万円",,https://www.rs-tec.jp/,プライム市場,
2024-06-01,株式会社大島造船所,造船・重工業,4,【船舶事業】・船舶の建造修理【鉄構事業】・橋梁の制作／保全・鋼構造物等の製作据付（発注者：国土交通省、長崎県、鹿児島県、熊本県、NEXCO西日本 など）【農産事業】・トマトの生産／販売＜事業拠点＞★本社･ 大島工場 ◎香焼工場◎東京事務所 ◎大阪事務所◎九州営業所 ◎長崎営業所 ◎佐世保事務所◎広島営業所 ◎鹿児島営業所◆ハノイ事務所 ◆ロンドン事務所,長崎県西海市大島町1605-1,1973,1625,56億円,38.0,https://jp.osy.co.jp/,,代表取締役社長 平賀 英一
2024-08-01,キャタピラージャパン合同会社,建設機械・その他輸送機器メーカー,3,■企業概要：世界最大の建設機械メーカーであるキャタピラー社の重要拠点として、油圧ショベルなどの建設機械の開発・製造を手掛けているのがキャタピラージャパン合同会社です。■同社誕生背景：キャタピラーは世界最大の建設機械メーカーとして、90年以上の長きにわたり、世界中の人々の生活向上に役立つ製品やソリューションを提供してきました。日本では1963年に日米の合弁会社としてキャタピラー三菱が設立され、2008年8月よりキャタピラージャパンというキャタピラー社の中核拠点に生まれ変わりました。,神奈川県横浜市西区みなとみらい3-7-1OCEAN GATE MINATO MIRAI,1963,2000,"1,000百万円",39.0,http://japan.cat.com/cda/layout?m=60200&x=1,,
2024-08-01,株式会社日立ドキュメントソリューションズ,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,8,■概要「コミュニケーションとワークスタイルに革新を。」をビジョンに、同社は人と人を、人と企業を、企業と企業をつなげるコミュニケーションと業務の効率と生産性を高める環境を構築するワークスタイルという二つの分野でお客さまのビジネス拡大と価値創出への貢献をめざしています。,東京都江東区東陽6-3-2イースト21タワー,1955,1528,450百万円,45.1,https://www.hitachi-document.co.jp/index.html,,
2024-08-01,シチズン時計マニュファクチャリング株式会社,計測機器・光学機器・精密機器・分析機器メーカー,11,■事業内容： 各種時計類及びその部分品の製造■シチズン時計の国内製造力の再強化を目標に、時計製造グループ5社とシチズン時計製造関連部門との統合により設立■『CITIZEN One-Factory』世界で闘い、勝ち抜くため「世界一優良なる時計製造工場の実現！」を目指しています。,埼玉県所沢市大字下富840,2013,2073,100百万円,,https://cwmj.citizen.co.jp/,,
2024-08-01,株式会社PEGASUS,機械部品・金型メーカー,5,【東証一部上場／創業100年超工業用ミシンメーカー／世界トップシエア】■事業内容 1914年創業。以来100年以上にわたって、工業用ミシンの開発／製造／販売を展開。環縫いミシン専業メーカーして、下着やスポーツウエア等、伸縮性に富む生地を縫製する現場へ各種製品を提供してきました。現在は、国内にとどまらず、約70ヶ国、約200社の代理店を通じて、世界ヶ国の縫製工場で製品が利用されています。,大阪府大阪市福島区鷺洲5-7-2,1947,197,"2,255百万円",48.2,https://www.pegasus.co.jp/ja/,プライム市場,
2024-08-01,株式会社コーエーテクモゲームス,アミューズメント・エンタメ・ゲームメーカー,34,■事業内容(1)パーソナルコンピュータ・家庭用ビデオゲーム機用ソフトウェアの企画・開発・販売 (2)オンラインゲーム・モバイルコンテンツの企画・開発・運営 (3)イベントの企画・運営 (4)CD・グッズの企画・制作・販売 (5)書籍の企画・制作・販売 等,神奈川県横浜市西区みなとみらい4-3-6KTビル,1978,1113,"9,090百万円",,https://www.koeitecmo.co.jp/,,
2024-08-01,キヤノンファインテックニスカ株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,3,【当社について】1953年に設立したキヤノンファインテックニスカは、ペーパーハンドリング技術やインクジェット技術を核とした印刷機器関連事業で成長してきました。将来を見据えた「長期経営ビジョン2030」を策定し、実現に向けて今新たなチャプターに踏み出しています。サステナビリティを経営の基礎とし、開発や生産技術の強みを活かしながら社会価値と顧客価値の創造を続けていきます。,埼玉県三郷市中央1-14-1,1953,1478,"3,451百万円",46.0,https://ftn.canon/ja/,,
2024-08-01,株式会社IHI原動機,機械部品・金型メーカー,3,■事業内容：ディーゼルエンジン、ガスエンジン、デュアルフューエルエンジン、ガスタービン、Z形推進装置（Zペラ）、発電装置、燃料噴射関連機器、ガイスリンガー継手、ダンパー、鋳造品,東京都千代田区外神田2-14-5,2003,1524,"3,000百万円",43.0,https://www.ihi.co.jp/ips/indexj.html,,
2024-08-01,ヒビノ株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,12,「音と映像のプレゼンテーター」をスローガンに、音響と映像の分野で販売とサービスの事業をマトリックス展開しています。業界でもユニークな音と映像の「こだわりカンパニー」として、最新の機材とプロフェッショナルな人材をベースに、主に以下の4つの領域で事業を行っています。■音響機器販売事業■映像機器製造販売事業■コンサート音響サービス事業■イベント映像サービス事業,東京都港区港南3-5-14,1964,14141,"1,748百万円",43.3,http://www.hibino.co.jp/,スタンダード市場,
2024-08-01,湖北工業株式会社,計測機器・光学機器・精密機器・分析機器メーカー,3,■事業内容： ・アルミ電解コンデンサ用リード端子の製造・販売・光通信用部品の製造・販売・石英ガラスを材料とした精密部品の製造・販売,滋賀県長浜市高月町高月1623,1959,230,350百万円,45.0,https://www.kohokukogyo.co.jp/,スタンダード市場,
2024-08-01,愛知機械工業株式会社,自動車部品メーカー,13,■事業内容：・次の品目及びその部分品、関連資材の開発、製造、販売、修理…自動車、各種発動機及び変速機、鋳造部品、工作機械、その他機械器具及び工具、搬送用機械及び運搬機器・前号の事業に関連する技術指導及びコンサルティング並びに前号各項目に関する発明考案、デザイン、ノウハウ、技術情報等の開発、売買及び供与・自動車、各種発動機、変速機及びその部分品の機械加工並びに板金,愛知県名古屋市熱田区川並町2-12,1949,1700,"8,518百万円",45.6,http://www.aichikikai.co.jp/,,
2024-08-01,横河マニュファクチャリング株式会社,計測機器・光学機器・精密機器・分析機器メーカー,10,■事業概要： 電気機械器具の製造,東京都武蔵野市中町2-9-32,2005,1364,100百万円,,http://www.yokogawa.com/jp-ymg/,,
2024-08-01,アプライドマテリアルズジャパン株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,21,■事業内容：半導体製造装置の開発、販売、保守・サービス（エピタキシャル成長装置、RTP装置、エッチング装置、CVD装置、PVD装置、イオン注入装置、CMP装置、検査・測定装置、マスク製造装置）を行っています。半導体製造の前工程の大半をカバーしている数少ない会社で、高い信頼性と生産性、そして包括的な製造技術で全世界の顧客ニーズに応えています。,東京都港区海岸3-20-20ヨコソーレインボータワー,1979,1173,"5,950百万円",38.0,http://www.appliedmaterials.com/ja,,
2024-08-01,豊生ブレーキ工業株式会社,自動車部品メーカー,10,■事業内容：自動車用部品の開発・設計・製造・販売を行っています。■同社の特徴：同社はアイシングループのブレーキ専門メーカーです。トヨタ車のドラムブレーキではシェア100％を誇るなど、製品の品質や高い技術力と信頼を持ち併せています。自動車に関する技術開発は日進月歩の進化を遂げている中、ガソリン車からハイブリッド車や電気自動車、燃料電池車に移っていますが、同社の手掛けるブレーキという「止まる」ための技術はなくならないため、将来性・成長性が期待できる会社です。,愛知県豊田市和会町道上10,1968,1834,"6,400百万円",41.9,http://www.hosei.co.jp/,,
2024-08-01,ジョンソンコントロールズ 株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,70,■概要：＜ビルオートメーション＞＜産業用冷凍機＞＜HVAC／空調冷熱機器＞,東京都渋谷区笹塚1-50-1Daiwa笹塚タワー,1971,1300,,,http://www.johnsoncontrols.co.jp/,,
2024-08-01,株式会社山田製作所,自動車部品メーカー,18,■事業内容：・四輪車用機能部品の開発および製造・二輪車用各種機能部品の開発および製造・汎用機能部品の開発および製造■主な製品：・四輪車部品（オイルポンプ、ウォーターポンプ、ステアリングコラム、トランスミッション関連部品、インターミディエイトシャフト）・二輪車部品（オイルポンプ、ウォーターポンプ、スピードメーターギヤボックス、ブレーキパネル）・汎用部品（発電機部品、船外機部品、機械設備、金型、流量測定装置）,群馬県伊勢崎市香林町2-1296,1946,1441,"2,000百万円",41.3,http://www.yamada-s.co.jp/,,
2024-07-01,株式会社アイエイアイ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業概要：・小型産業用ロボットの開発、設計、製造、販売・新しい農業技術の開発（エコファーム部）,静岡県静岡市清水区庵原町1210,1976,1349,30百万円,38.0,http://www.iai-robot.co.jp/,,
2024-08-01,中央精機株式会社,自動車部品メーカー,6,■事業内容：アルミ事業、スチール事業、モジュール事業、容器事業,愛知県安城市尾崎町丸田1-7,1939,1295,"4,754百万円",,http://www.chuoseiki.co.jp/,,
2024-08-01,株式会社FTS,自動車部品メーカー,4,「未来への挑戦 Fuel Total Systems から Future(Energy) Total Systemsへ」電動化にも対応するエネルギー総合システムサプライヤーへ進化し続けています！■事業内容 化石燃料、HEV、PHEVの燃料タンクをはじめとする自動車用燃料システム およびBEV部品の開発・設計・製造,愛知県豊田市鴻ノ巣町2-26,1942,1400,"3,000百万円",40.9,http://www.fts-com.co.jp,,
2024-08-01,オムロンフィールドエンジニアリング株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,9,■概要：東証・大証一部上場企業、オムロン株式会社。同社はそのグループ会社として、自動改札やATMといった公共システムのフィールドサービスの提供を行なっています。設備や機器のメンテナンスをはじめ、コールセンター・ロジスティクスの分野に強みを持ち、全国140拠点から24時間365日、お客様の安定稼働を支えています。,東京都目黒区三田1-6-21アルト伊藤ビル,1970,1454,360百万円,45.0,http://www.omron-fe.co.jp/index.html,,
2024-05-01,株式会社新菱,受託加工業（各種加工・表面処理）,1,三菱ケミカルグループの1社として、産業廃棄物の無害化・再生、半導体製造装置部品の精密洗浄、シリコンウェハの再生、ファインケミカル、ヘルスケアなど多種多様なソリューションで、これからの循環型経済（サーキュラーエコノミー）に貢献しています。これまでの資源を「使って捨てる」直線型経済から、「捨てずに繰り返し使う」ことで、今まで廃棄されていたモノを「資源」と捉え、捨てられている素材価値の回収・繰り返し使う価値の提供に取り組むことで、サーキュラーエコノミーへの社会転換を推進しています。,福岡県北九州市八幡西区黒崎3-9-22,1964,1304,500百万円,44.0,https://www.shinryo-gr.com/index,,
2024-07-01,ルビコン 株式会社,電子部品メーカー,3,■事業内容：・アルミ電解コンデンサの開発設計、製造、販売・その他コンデンサの開発設計、製造、販売・スイッチング電源ユニットの開発設計、製造、販売■同社について：アルミ電解コンデンサ・フィルム電解コンデンサを中心に各種コンデンサの開発・製造・販売を一貫して行う電子部品メーカーです。また、高性能コンデンサを使用したスイッチング電源ユニットも事業分野として確立しています。,長野県伊那市西箕輪1938-1,1952,1275,396百万円,45.0,http://www.rubycon.co.jp/,,
2024-07-01,日本フルハーフ株式会社,自動車（四輪・二輪）メーカー,12,■概要：輸送用機器製造・販売（アルミ合金製バン型トラックボデー、ウイングルーフ、温度管理車、各種トレーラの製造・販売）,神奈川県厚木市上依知上ノ原3034,1963,1073,"1,002百万円",41.4,https://www.fruehauf.co.jp/,,
2024-08-01,グローバルウェーハズ・ジャパン株式会社,半導体メーカー,4,■事業内容： シリコンウェーハの製造および販売を行っています。■同社の特徴シリコンウェーハは、スマートフォンやパソコン、カメラ、家電といった身の回りの電子機器から、自動車や鉄道、エレベーターといった社会インフラを支える産業機械に至るまで、実に幅広い分野で使用されています。グローバルウェーハズ・ジャパンの技術は、半導体デバイスの性能・信頼性を支えています。,新潟県北蒲原郡聖籠町東港6-861-5,1991,1233,"6,967百万円",,http://www.sas-globalwafers.co.jp/index.html,,
2024-06-01,株式会社デンソーウェーブ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容QRコード・RFIDリーダなどの自動認識製品、産業用ロボットやIoT製品などのFA/ロボット製品、セキュリティ・プログラマブルコントローラなどの制御機器製品、それらを組み合わせたセキュリティ・キャシュレスなどのソリューション製品。 社会・産業の生産性向上に実現するこれらの製品事業により、より安心で環境に暮らしやすい社会づくりに貢献しています。,愛知県知多郡阿久比町大字草木字芳池1,1976,1247,495百万円,,https://www.denso-wave.com/ja/,,
2024-07-01,シライ電子工業株式会社,電子部品メーカー,3,■事業概要：プリント配線板並びにプリント配線板外観検査機の設計・製造・販売,京都府京都市南区久世東土川町364-1,1970,382,90百万円,,"Failed to retrieve page, status code: 410",スタンダード市場,
2024-08-01,ジェイ・バス株式会社,自動車部品メーカー,1,■事業内容： 日野・いすゞ向けバスの製造、部品供給、およびバスボデーの設計・開発■当社の特徴：・当社は日野車体工業といすゞバス製造の統合により誕生し、現在、バス製造では国内トップクラスのシェアを占めています。・小型・中型・大型の乗合バスから観光バスまで幅広いラインアップの車両を製造してバス事業者様にお届けしております。・これからも安全で快適に「人びとの移動を支える」企業として、安全装置など新技術を進化させつつ丁寧なバス造りを心掛けるとともに、カーボンニュートラルなど社会課題にも取り組んで社会に貢献しております。,石川県小松市串町工業団地30,2002,1570,"1,900百万円",,https://www.jbus.co.jp/,,
2024-08-01,株式会社コベルコ科研,電子部品メーカー,16,■事業内容：「受託研究」「分析、試験測定」「製造試作、実験」を3本柱として、エネルギー・自動車・環境・エレクトロニクス・土木・建築など、広範囲な業界に対して、材料や構造物などの分析・試験・測定・解析から試作・製造、さらには薄膜ターゲット材料の製造、半導体検査装置の設計・製作などで技術集約度の高い製品やシステムを提供しています。■同社の特徴：1979年に神戸製鋼所より、分析・試験業務を分離し、総合試験研究会社として発足しました。神戸製鋼所の子会社となりますが、内販は約15％となり、他85％は外販、積極的販売活動を行っています。,兵庫県神戸市中央区脇浜海岸通1-5-1国際健康開発センター6F,1979,1263,300百万円,40.9,http://www.kobelcokaken.co.jp/index.html,,
2024-07-01,パナソニックライティングシステムズ株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,6,■事業内容： 照明器具及び部品の開発および製造,大阪府門真市大字門真1048,1951,1194,100百万円,,https://panasonic.co.jp/ew/plsys/,,
2024-08-01,ＵＢＥマシナリー株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,5,■事業内容：ダイカストマシン、射出成形機、押出プレス、粉砕機、窯業機器、運搬機、除塵装置、橋梁、水門、鋼構造物、その他産業用機械の製造・販売・サービスおよびメンテナンス,山口県宇部市大字小串字沖ノ山1980,1999,1200,"6,700百万円",43.0,https://www.ubemachinery.co.jp/index.html,,
2024-05-01,新潟太陽誘電株式会社,電子部品メーカー,1,小型大容量積層セラミックコンデンサの生産,新潟県上越市頸城区上吉197番地8,2007,1805,10億円,,https://www.niigata-yuden.com/,,代表取締役 石山 正之
2024-05-01,津田工業株式会社,自動車部品メーカー,1,■事業内容：自動車部品の開発・設計・製造・販売■同社特徴：精密加工部品、樹脂化シフトレバー、一軸電子アクセルペダルなど自動車ユニット系部品を中心に、技術、品質管理に独自の信念を持った製品づくりを行っています。創業以来培ってきた膨大な知識と経験を礎に、最先端の技術を取り入れ、品質や付加価値の向上を常に追求し、「心に響くものづくり」を実践してきました。,愛知県刈谷市幸町1-1-1,1948,1156,"1,315百万円",41.6,http://www.tsuda-inc.co.jp/,,
2024-07-01,日本トレクス株式会社,自動車（四輪・二輪）メーカー,8,■事業内容：「日本トレクス」はトレーラ・トラックボディ・シェルタ・特装車両等、大型の輸送用機器を得意分野としており、設計・製造・組立から販売まで、一貫して行っている独立系の専門メーカーです。特にトレーラ生産での国内シェアは40%を占めており、国内トップシェアを誇る業界のリーディングカンパニーです。小型乗用車とは異なり、ユーザーは主に輸送業界の企業です。大量計画生産ではなく、ユーザーごとの使用目的・実情に合わせてお客様からの細かな注文を受け1台ずつ、オーダーメイドで受注生産しています。,愛知県豊川市伊奈町南山新田350,1964,1125,"2,011百万円",40.0,http://www.trex.co.jp/,,
2024-08-01,株式会社MTG,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,99+,■事業内容事業ビジョンに「VITAL LIFE～世界中の人々の健康で美しく生き生きとした人生を実現します～」を掲げ、HEALTH、BEAUTY、HYGIENEの領域で、ブランド、商品、サービスを開発しています。,愛知県名古屋市中村区本陣通2-32,1996,1413,"16,600百万円",37.0,http://www.mtg.gr.jp,グロース市場,
2024-08-01,株式会社デンソー岩手,自動車部品メーカー,11,■事業内容：自動車用半導体、電子デバイス部品の製造販売,岩手県胆沢郡金ケ崎町西根森山4-2,2012,1540,,,http://www.denso-iwate.co.jp/,,
2024-08-01,株式会社イワキ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,4,■事業内容： ケミカルポンプをはじめとする各種流体制御製品の開発・生産・販売,東京都千代田区神田須田町2-6-6ニッセイ神田須田町ビル,1956,1007,"1,044百万円",41.5,"Failed to retrieve page, status code: 410",プライム市場,
2024-07-01,SUBARUテクノ株式会社,自動車部品メーカー,13,■事業内容：（1）自動車事業（2）航空宇宙事業,東京都三鷹市大沢3-9-6(株)SUBARU東京事業所内,1985,1037,70百万円,36.2,http://www.subaru-tec.co.jp/,,
2024-08-01,しげる工業株式会社,自動車部品メーカー,15,■事業内容： ・自動車内外装部品およびその関連部品の製造販売※主要製品…インストルメントパネル、シート、ドアトリム、サンバイザー、ルーフ、産業機械用シート ほか,群馬県太田市由良町330,1960,1092,450百万円,36.0,http://www.sgrc.co.jp/,,
2024-08-01,冨士ダイス株式会社,機械部品・金型メーカー,4,■事業内容：超硬合金製の耐摩耗工具・金型の製造販売,東京都大田区下丸子2-17-10,1956,967,164百万円,39.6,https://www.fujidie.co.jp/,プライム市場,
2024-08-01,株式会社鷺宮製作所,電子部品メーカー,21,■事業内容：自動制御機器、装置、システムの開発・製造・販売■同社の製品：（1）自動制御機器…温度、湿度、圧力、流量制御用のバルブ、スイッチ、センサ、コントローラ 他（2）試験装置…自動車・建築・素材・鉄道用 各種油圧サーボ式・電気サーボ式試験装置 他,東京都新宿区大久保3-8-2新宿ガーデンタワー22F,1948,1104,960百万円,,http://www.saginomiya.co.jp/index.html,,
2024-08-01,日産車体九州株式会社,自動車部品メーカー,5,"【企業概要】日産車体九州株式会社は、車両およびその部品の製造・販売を手掛ける企業です。2007年に設立され、現在では1,104名の従業員を擁しています。同社は主に輸出向けの大型SUVの生産準備から品質保証までを打っている企業です。【業界地位】同社は、2010年1月に本格稼動した、グローバル日産のINFINITIブランドの生産を行っている唯一の工場です。多くの自動車・部品メーカーが進出し、また目覚しい発展を続けるアジア地域との物流メリットが大きい北九州地区に立地しています。",福岡県京都郡苅田町新浜町1-3,2007,1104,10百万円,,https://www.nissan-shatai.co.jp/nissan-shatai-kyushu/COMPANY/index.html,,
2024-08-01,タイコ エレクトロニクス ジャパン合同会社,電子部品メーカー,21,◆企業概要：世界約50ヶ国、約7万人の従業員、最先端の研究開発から生まれた50万を超える製品ときめ細やかなサービスを提供する米国「TE Connectivity」の日本法人として、数多くのエレクトロニクスブランドを持つ総合電子部品メーカーです。タイコエレクトロニクスジャパンはオートモーティブ（自動車）、インダストリアル（産業機械）、アプライアンス、データ＆デバイス、メディカル、エアロスペース、エナジー、アプリケーションツーリングなど多様な産業向けに事業部があります。オートモーティブ（自動車）については、静岡県掛川に工場も有しており、日本での研究開発も行っています。,神奈川県川崎市高津区久本3-5-8,1957,1300,"17,300百万円",,http://www.tycoelectronics.com/japan/,,
2024-07-01,株式会社トランテックス,自動車部品メーカー,6,～日野自動車100%出資の連結子会社～■事業内容： 各種トラックボデーの製造,石川県白山市徳丸町670,,1100,"1,100百万円",,https://www.trantechs.co.jp/,,
2024-08-01,三菱重工冷熱株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容： （空調・暖房・冷凍・冷蔵）機器・設備のシステム開発、設計・販売・据付工事、アフターサービスが主な事業です。,東京都港区芝浦2-11-5五十嵐ビル15F,1976,1099,400百万円,44.6,https://www.mhiair.co.jp/index.html,,
2024-08-01,三菱自動車エンジニアリング株式会社,自動車（四輪・二輪）メーカー,24,■事業概要：自動車の開発、設計および実験,愛知県岡崎市橋目町字中新切1,1977,1088,350百万円,39.7,https://www.mae.co.jp/,,
2024-08-01,株式会社スギノマシン,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,8,■事業内容：高圧ジェット洗浄装置、超高圧水切断装置、原子力発電所検査保守用機器、湿式・乾式微粒化装置、ドリリングユニット、タッピングユニット、マシニングセンタ、拡管工具･装置、抜管装置、鏡面仕上工具、バイオマスナノファイバー、産業用ロボット等の開発・設計、製造、販売,富山県滑川市栗山2880(早月事業所内）,1956,1080,"2,324百万円",38.0,http://www.sugino.com/,,
2024-08-01,三菱電機ディフェンス&スペーステクノロジーズ株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,19,■事業内容：（1）レーダ応用機器、電子応用機器および光学機器の製造ならびに販売（2）通信機器、情報処理機器の製造、修理ならびに販売（3）前各号に関連する工事（4）前各号に関連するソフトウエアの作成・販売（5）前各号に関連する一切の事業,東京都品川区大崎1-15-9光村ビル7F,1972,1150,600百万円,45.5,https://www.medstec.co.jp,,
2024-08-01,株式会社ダイナックス,自動車部品メーカー,6,■事業内容：自社の独自技術を活用した摩擦機能部品の研究開発、設計、製造、販売事業を展開しています。・自動車、二輪車、建設産業用機械、農業機械用のクラッチディスク、クラッチプレート、ブレーキディスク・クラッチディスクやクラッチプレート組み込んだ、クラッチパック及びロックアップクラッチ・マニュアル車向けのシンクロナイザーリング,北海道千歳市上長都1053-1,1973,1301,500百万円,,http://www.dynax-j.com/,,
2024-08-01,株式会社ダイキアクシス,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,17,■事業概要：・排水処理事業：全国に先駆けてFRP（繊維強化プラスチック）製浄化槽の開発と販売に乗り出し、1976年には業界で初めて浄化槽のJIS認定工場になりました。以来、水処理のパイオニアとして、膜処理技術や生物処理技術など、業界をリードしています。2000年6月には、ISO9001の認証を取得し、品質管理体制も強化しています。,愛媛県松山市美沢1-9-1ダイキ本社ビル内,2005,603,"2,158百万円",42.4,http://www.daiki-axis.com/index.html,スタンダード市場,
2024-08-01,株式会社デンソーダイシン,自動車部品メーカー,4,■事業内容：・自動車燃料噴射系部品の開発・設計・製造・自動車空気制御系部品の開発・設計・製造・自動化生産設備の開発・設計・製造,愛知県常滑市久米字御林200,1960,1076,295百万円,41.0,https://www.denso-daishin.co.jp/recruit/index.html,,
2024-08-01,トヨタテクニカルディベロップメント株式会社,自動車部品メーカー,16,■Mission：特許の出願・権利化、技術情報の調査解析や、計測ツールの開発、評価環境の開発でトヨタグループの車両品質向上に貢献。■事業概要：同社は「トヨタ自動車100%出資子会社」の「IP(知的財産)事業」と「計測シミュレーション事業」を2本柱とするプロフェッショナル集団です。,愛知県豊田市花本町井前1-9,2006,1020,550百万円,41.8,http://www.toyota-td.jp/,,
2024-08-01,株式会社テラプローブ,計測機器・光学機器・精密機器・分析機器メーカー,8,■概略： 半導体製造工程におけるウエハテストおよびファイナルテスト受託事業で発展し続ける会社です。本社は横浜、事業拠点を熊本県と世界中の半導体製造拠点である台湾(海外子会社のTeraPower Technology Inc.)に置き、2017年6月、世界有数のOSAT（半導体製造後工程）企業であるPowertech Technology Inc.グループの一員となり、新たなスタートを切りました。,神奈川県横浜市港北区新横浜2-7-17KAKiYAビル5F,2005,224,"11,823百万円",44.4,http://www.teraprobe.com/,スタンダード市場,
2024-07-01,株式会社デンソートリム,自動車部品メーカー,15,～国内外８拠点で生産を展開する、最新マイコンを搭載した電子式制御装置等の二輪車・四輪車部品メーカー～■事業概要：1990年に株式会社デンソーの二輪車発動機製造部門が独立し設立した同社。現在は、電子制御装置等の電子製品を主製品とし、二輪車及び四輪車の部品・装置の開発・設計・製造を行っています。グループが誇る品質と技術力を強みとし、今後はCASE、MaaSを見据えた自動車電子部品事業の拡大と設計製造技術の進展を目指しています。,三重県三重郡菰野町大強原赤坂2460,1990,1251,310百万円,35.0,http://www.densotrim.co.jp/,,
2024-08-01,内山工業株式会社,自動車部品メーカー,18,■事業内容：「コルク」づくりから生まれた会社として、ウチヤマは1898年に創業した老舗企業です。「コルク」の特質を活かしたものづくりとして、「密封と絶縁」をドメインとし事業発展をしてきました。現在、同社の3本柱となる事業は、下記3つです。【ガスケット、シール材】自動車の『パワートレイン』のガスケット材や、自動車、産業機器などの回転部に用いられるベアリングシール材を技術開発しています。【建材、断熱材】襖やドアなどの室内建具からコルク床材まで、独自の技術開発を行っています。【コルク栓、王冠栓】ビール、ワイン、ウイスキー、ブランデーなどの瓶を密閉するコルク栓や王冠詮など。,岡山県岡山市中区江並338,1956,980,120百万円,39.3,https://www.umc-net.co.jp/,,
2024-07-01,株式会社サタケ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,12,■事業内容：人類の三大主食である「米」「麦」「とうもろこし」を中心に、食品全般に関わる加工機械および食品の製造販売などを行っています。,東京都千代田区外神田4-7-2,1939,1100,280百万円,,http://www.satake-japan.co.jp/ja/,,
2024-08-01,富士フイルムマニュファクチャリング株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,19,■事業内容：ゼログラフィー製品、事務用機械器具、印刷機器、情報処理/通信機器、及び関連諸製品の開発・製造・試作及び販売、これら商品の消耗品の開発・製造・試作及び販売、電気電子部品、金属加工部品、ゴム/プラスチック部品の製造及び販売など高品質、低コスト、短納期で、お客様の要望に応える生産ソリューションを実現しています。国内拠点の有機的な連携により、タイムリーかつスピーディに商品、部品などを提供します。,神奈川県海老名市本郷2274,2010,1700,100百万円,,https://www.fujifilm.com/fbmfg/,,
2024-08-01,丸五ゴム工業株式会社,自動車部品メーカー,3,■事業内容：同社は、工業用ゴム部品の設計、製造、販売を行っています。,岡山県倉敷市上富井58,1954,970,96百万円,,http://www.marugo-rubber.co.jp/,,
2024-07-01,西日本電気システム株式会社,建設機械・その他輸送機器メーカー,8,■事業内容： 1. 電気設備、電気通信設備、消防設備等の検査および修繕2. 電気工事、電気通信工事、消防施設工事、管工事、塗装工事、鋼構造物工事の設計・施工および監理3. 建物の電気設備、機械設備等の運転、保守および監理4. 通信・情報処理機器並びにシステムの開発、製造および販売5. コンピュータソフトウェアの開発および販売6. 家庭用電気機械器具の販売7. 電気通信事業法に基づく電気通信事業および電気通信事業者の代理店業務8. 職業教育訓練施設の運営9. その他,大阪府吹田市南吹田1-5-25,1981,996,81百万円,39.0,https://www.j-nesco.com/,,
2024-08-01,ミネベア アクセスソリューションズ株式会社,自動車部品メーカー,22,■事業内容：四輪車及び二輪車の鍵・錠、安全に関わる製品の研究開発・製造,宮崎県宮崎市佐土原町下那珂3700,1962,1026,"2,150百万円",40.7,https://minebea-accesssolutions.com/,,
